Date,AMBA
2017-05-17,60.009997999999996
2017-05-18,61.09
2017-05-19,63.029999
2017-05-22,64.050003
2017-05-23,63.139998999999996
2017-05-24,64.349998
2017-05-25,64.93
2017-05-26,65.050003
2017-05-30,60.259997999999996
2017-05-31,58.540001000000004
2017-06-01,58.490002000000004
2017-06-02,59.220001
2017-06-05,58.950001
2017-06-06,59.720001
2017-06-07,53.599998
2017-06-08,54.360001000000004
2017-06-09,51.73
2017-06-12,50.779999
2017-06-13,50.970001
2017-06-14,49.470001
2017-06-15,48.919998
2017-06-16,48.82
2017-06-19,49.470001
2017-06-20,48.98
2017-06-21,48.799999
2017-06-22,49.290001000000004
2017-06-23,49.220001
2017-06-26,49.709998999999996
2017-06-27,48.549999
2017-06-28,50.029999
2017-06-29,49.200001
2017-06-30,48.549999
2017-07-03,47.959998999999996
2017-07-05,48.82
2017-07-06,48.650002
2017-07-07,48.610001000000004
2017-07-10,50.040001000000004
2017-07-11,50.639998999999996
2017-07-12,50.790001000000004
2017-07-13,51.759997999999996
2017-07-14,51.599998
2017-07-17,51.02
2017-07-18,51.150002
2017-07-19,51.369999
2017-07-20,51.349998
2017-07-21,50.720001
2017-07-24,50.09
2017-07-25,50.66
2017-07-26,50.610001000000004
2017-07-27,49.529999
2017-07-28,50.049999
2017-07-31,50.049999
2017-08-01,51.400002
2017-08-02,50.650002
2017-08-03,50.459998999999996
2017-08-04,50.900002
2017-08-07,51.279999
2017-08-08,52.259997999999996
2017-08-09,51.66
2017-08-10,50.529999
2017-08-11,50.700001
2017-08-14,51.959998999999996
2017-08-15,51.43
2017-08-16,50.810001
2017-08-17,50.599998
2017-08-18,50.639998999999996
2017-08-21,49.389998999999996
2017-08-22,51.669998
2017-08-23,53.299999
2017-08-24,52.439999
2017-08-25,52.98
2017-08-28,54.799999
2017-08-29,54.23
2017-08-30,54.080002
2017-08-31,54.400002
2017-09-01,42.240002000000004
2017-09-05,40.599998
2017-09-06,41.580002
2017-09-07,42.939999
2017-09-08,43.439999
2017-09-11,44.59
2017-09-12,46.330002
2017-09-13,46.18
2017-09-14,45.459998999999996
2017-09-15,46.43
2017-09-18,46.560001
2017-09-19,46.439999
2017-09-20,46.150002
2017-09-21,45.830002
2017-09-22,46.959998999999996
2017-09-25,46.27
2017-09-26,45.599998
2017-09-27,48.57
2017-09-28,48.470001
2017-09-29,49.009997999999996
2017-10-02,48.700001
2017-10-03,49.299999
2017-10-04,49.5
2017-10-05,48.66
2017-10-06,49.73
2017-10-09,50.349998
2017-10-10,50.93
2017-10-11,51.509997999999996
2017-10-12,51.459998999999996
2017-10-13,54.700001
2017-10-16,54.080002
2017-10-17,53.830002
2017-10-18,53.029999
2017-10-19,52.740002000000004
2017-10-20,52.849998
2017-10-23,54.25
2017-10-24,54.080002
2017-10-25,53.709998999999996
2017-10-26,54.400002
2017-10-27,54.939999
2017-10-30,54.740002000000004
2017-10-31,56.439999
2017-11-01,56.380001
2017-11-02,55.080002
2017-11-03,55.849998
2017-11-06,58.009997999999996
2017-11-07,56.02
2017-11-08,57.349998
2017-11-09,56.419998
2017-11-10,56.450001
2017-11-13,55.310001
2017-11-14,54.68
2017-11-15,53.599998
2017-11-16,54.299999
2017-11-17,53.709998999999996
2017-11-20,56.27
2017-11-21,56.98
2017-11-22,57.709998999999996
2017-11-24,58.439999
2017-11-27,57.509997999999996
2017-11-28,55.619999
2017-11-29,54.459998999999996
2017-11-30,54.27
2017-12-01,62.029999
2017-12-04,59.330002
2017-12-05,57.57
2017-12-06,57.09
2017-12-07,58.139998999999996
2017-12-08,59.0
2017-12-11,58.810001
2017-12-12,57.849998
2017-12-13,58.419998
2017-12-14,57.560001
2017-12-15,56.509997999999996
2017-12-18,58.169998
2017-12-19,58.099998
2017-12-20,58.509997999999996
2017-12-21,59.060001
2017-12-22,58.990002000000004
2017-12-26,59.889998999999996
2017-12-27,59.029999
2017-12-28,59.5
2017-12-29,58.75
2018-01-02,62.330002
2018-01-03,64.470001
2018-01-04,63.299999
2018-01-05,63.619999
2018-01-08,62.66
2018-01-09,60.209998999999996
2018-01-10,54.919998
2018-01-11,54.669998
2018-01-12,54.919998
2018-01-16,53.689999
2018-01-17,53.799999
2018-01-18,52.599998
2018-01-19,51.380001
2018-01-22,51.740002000000004
2018-01-23,52.52
2018-01-24,49.959998999999996
2018-01-25,50.099998
2018-01-26,50.25
2018-01-29,48.189999
2018-01-30,50.799999
2018-01-31,50.400002
2018-02-01,49.740002000000004
2018-02-02,48.150002
2018-02-05,47.389998999999996
2018-02-06,47.799999
2018-02-07,47.599998
2018-02-08,46.200001
2018-02-09,48.18
2018-02-12,47.5
2018-02-13,47.380001
2018-02-14,48.73
2018-02-15,49.040001000000004
2018-02-16,48.27
2018-02-20,49.23
2018-02-21,48.52
2018-02-22,48.389998999999996
2018-02-23,48.889998999999996
2018-02-26,49.549999
2018-02-27,48.540001000000004
2018-02-28,48.080002
2018-03-01,45.669998
2018-03-02,51.82
2018-03-05,49.91
2018-03-06,51.599998
2018-03-07,52.380001
2018-03-08,53.360001000000004
2018-03-09,54.310001
2018-03-12,55.0
2018-03-13,53.110001000000004
2018-03-14,54.139998999999996
2018-03-15,53.369999
2018-03-16,54.240002000000004
2018-03-19,52.860001000000004
2018-03-20,53.970001
2018-03-21,54.25
2018-03-22,51.32
2018-03-23,50.0
2018-03-26,51.130001
2018-03-27,49.360001000000004
2018-03-28,49.98
2018-03-29,48.990002000000004
2018-04-02,46.939999
2018-04-03,47.0
2018-04-04,46.93
2018-04-05,46.48
2018-04-06,44.450001
2018-04-09,44.41
2018-04-10,46.150002
2018-04-11,50.84
2018-04-12,51.689999
2018-04-13,52.099998
2018-04-16,51.66
2018-04-17,51.330002
2018-04-18,49.57
2018-04-19,48.52
2018-04-20,50.59
2018-04-23,47.490002000000004
2018-04-24,46.509997999999996
2018-04-25,46.049999
2018-04-26,47.75
2018-04-27,46.75
2018-04-30,46.59
2018-05-01,47.360001000000004
2018-05-02,48.450001
2018-05-03,48.470001
2018-05-04,48.950001
2018-05-07,49.830002
2018-05-08,50.560001
2018-05-09,52.09
2018-05-10,52.470001
2018-05-11,51.75
2018-05-14,51.759997999999996
2018-05-15,50.73
2018-05-16,54.41
2018-05-17,49.68
2018-05-18,50.459998999999996
2018-05-21,49.77
2018-05-22,50.849998
2018-05-23,50.779999
2018-05-24,50.400002
2018-05-25,50.299999
2018-05-29,49.799999
2018-05-30,49.810001
2018-05-31,48.860001000000004
2018-06-01,49.150002
2018-06-04,49.560001
2018-06-05,49.389998999999996
2018-06-06,43.0
2018-06-07,43.349998
2018-06-08,42.66
2018-06-11,43.389998999999996
2018-06-12,43.16
2018-06-13,43.220001
2018-06-14,42.66
2018-06-15,43.630001
2018-06-18,43.580002
2018-06-19,43.119999
2018-06-20,44.32
2018-06-21,43.68
2018-06-22,43.240002000000004
2018-06-25,41.889998999999996
2018-06-26,41.970001
2018-06-27,40.09
2018-06-28,38.790001000000004
2018-06-29,38.610001000000004
2018-07-02,38.09
2018-07-03,37.98
2018-07-05,39.040001000000004
2018-07-06,39.759997999999996
2018-07-09,40.540001000000004
2018-07-10,40.43
2018-07-11,38.709998999999996
2018-07-12,39.029999
2018-07-13,37.91
2018-07-16,37.619999
2018-07-17,38.509997999999996
2018-07-18,39.110001000000004
2018-07-19,39.759997999999996
2018-07-20,38.790001000000004
2018-07-23,39.25
2018-07-24,38.540001000000004
2018-07-25,39.349998
2018-07-26,39.580002
2018-07-27,38.75
2018-07-30,38.310001
2018-07-31,39.18
2018-08-01,39.029999
2018-08-02,39.509997999999996
2018-08-03,38.619999
2018-08-06,39.169998
2018-08-07,39.75
2018-08-08,39.450001
2018-08-09,39.57
2018-08-10,38.720001
2018-08-13,37.849998
2018-08-14,37.939999
2018-08-15,37.740002000000004
2018-08-16,37.98
2018-08-17,38.029999
2018-08-20,38.259997999999996
2018-08-21,38.349998
2018-08-22,38.84
2018-08-23,38.759997999999996
2018-08-24,39.25
2018-08-27,39.650002
2018-08-28,39.439999
2018-08-29,40.07
2018-08-30,39.75
2018-08-31,38.310001
2018-09-04,38.110001000000004
2018-09-05,38.91
2018-09-06,40.639998999999996
2018-09-07,38.869999
2018-09-10,38.689999
2018-09-11,40.220001
2018-09-12,40.099998
2018-09-13,39.0
2018-09-14,38.0
2018-09-17,36.130001
2018-09-18,35.549999
2018-09-19,36.48
2018-09-20,37.73
2018-09-21,38.48
2018-09-24,38.549999
2018-09-25,37.869999
2018-09-26,38.029999
2018-09-27,38.509997999999996
2018-09-28,38.68
2018-10-01,38.68
2018-10-02,38.029999
2018-10-03,37.32
2018-10-04,36.380001
2018-10-05,35.080002
2018-10-08,34.689999
2018-10-09,33.900002
2018-10-10,31.84
2018-10-11,32.860001000000004
2018-10-12,33.66
2018-10-15,34.200001
2018-10-16,35.639998999999996
2018-10-17,35.57
2018-10-18,33.860001000000004
2018-10-19,32.810001
2018-10-22,33.490002000000004
2018-10-23,34.779999
2018-10-24,33.110001000000004
2018-10-25,34.09
2018-10-26,33.299999
2018-10-29,33.299999
2018-10-30,34.299999
2018-10-31,34.779999
2018-11-01,36.32
2018-11-02,36.34
2018-11-05,35.650002
2018-11-06,36.029999
2018-11-07,36.240002000000004
2018-11-08,36.630001
2018-11-09,35.0
2018-11-12,33.869999
2018-11-13,34.709998999999996
2018-11-14,33.66
2018-11-15,34.700001
2018-11-16,33.27
2018-11-19,31.85
2018-11-20,32.23
2018-11-21,32.650002
2018-11-23,33.560001
2018-11-26,33.93
2018-11-27,33.34
2018-11-28,34.650002
2018-11-29,33.75
2018-11-30,39.990002000000004
2018-12-03,42.349998
2018-12-04,40.200001
2018-12-06,39.400002
2018-12-07,38.09
2018-12-10,38.68
2018-12-11,39.049999
2018-12-12,39.02
2018-12-13,38.080002
2018-12-14,37.610001000000004
2018-12-17,37.080002
2018-12-18,37.650002
2018-12-19,36.509997999999996
2018-12-20,35.470001
2018-12-21,34.330002
2018-12-24,33.310001
2018-12-26,34.740002000000004
2018-12-27,35.200001
2018-12-28,35.18
2018-12-31,34.98
2019-01-02,36.029999
2019-01-03,34.369999
2019-01-04,36.110001000000004
2019-01-07,36.77
2019-01-08,36.580002
2019-01-09,36.990002000000004
2019-01-10,37.669998
2019-01-11,37.849998
2019-01-14,36.220001
2019-01-15,35.880001
2019-01-16,35.200001
2019-01-17,35.700001
2019-01-18,36.330002
2019-01-22,35.709998999999996
2019-01-23,36.0
2019-01-24,37.220001
2019-01-25,38.419998
2019-01-28,38.02
2019-01-29,37.130001
2019-01-30,38.080002
2019-01-31,38.0
2019-02-01,38.169998
2019-02-04,38.200001
2019-02-05,38.580002
2019-02-06,39.529999
2019-02-07,37.849998
2019-02-08,37.470001
2019-02-11,38.389998999999996
2019-02-12,39.32
2019-02-13,39.240002000000004
2019-02-14,39.41
2019-02-15,39.529999
2019-02-19,39.279999
2019-02-20,39.830002
2019-02-21,39.700001
2019-02-22,40.740002000000004
2019-02-25,41.380001
2019-02-26,40.93
2019-02-27,40.439999
2019-02-28,40.369999
2019-03-01,40.02
2019-03-04,40.119999
2019-03-05,40.540001000000004
2019-03-06,42.060001
2019-03-07,42.130001
2019-03-08,40.619999
2019-03-11,43.66
2019-03-12,43.880001
2019-03-13,43.77
2019-03-14,43.470001
2019-03-15,43.75
2019-03-18,42.990002000000004
2019-03-19,43.66
2019-03-20,43.049999
2019-03-21,44.389998999999996
2019-03-22,42.549999
2019-03-25,42.34
2019-03-26,42.810001
2019-03-27,42.700001
2019-03-28,42.709998999999996
2019-03-29,43.200001
2019-04-01,43.66
2019-04-02,43.279999
2019-04-03,44.84
2019-04-04,44.5
2019-04-05,44.880001
2019-04-08,45.48
2019-04-09,45.27
2019-04-10,45.880001
2019-04-11,46.540001000000004
2019-04-12,47.689999
2019-04-15,46.740002000000004
2019-04-16,49.32
2019-04-17,49.23
2019-04-18,48.639998999999996
2019-04-22,49.810001
2019-04-23,50.48
2019-04-24,51.27
2019-04-25,50.439999
2019-04-26,49.52
2019-04-29,49.169998
2019-04-30,50.119999
2019-05-01,49.91
2019-05-02,50.73
2019-05-03,51.130001
2019-05-06,49.849998
2019-05-07,48.66
2019-05-08,48.560001
2019-05-09,47.700001
2019-05-10,48.310001
2019-05-13,45.139998999999996
2019-05-14,47.650002
2019-05-15,48.57
2019-05-16,47.16
2019-05-17,45.419998
2019-05-20,44.57
2019-05-21,44.25
2019-05-22,39.200001
2019-05-23,37.209998999999996
2019-05-24,38.240002000000004
2019-05-28,37.540001000000004
2019-05-29,37.43
2019-05-30,38.439999
2019-05-31,37.91
2019-06-03,38.110001000000004
2019-06-04,39.75
2019-06-05,39.779999
2019-06-06,38.970001
2019-06-07,38.959998999999996
2019-06-10,41.470001
2019-06-11,42.299999
2019-06-12,42.150002
2019-06-13,42.09
2019-06-14,41.380001
2019-06-17,41.700001
2019-06-18,43.380001
2019-06-19,43.720001
2019-06-20,43.970001
2019-06-21,44.450001
2019-06-24,43.869999
2019-06-25,44.0
2019-06-26,44.27
2019-06-27,44.310001
2019-06-28,44.130001
2019-07-01,44.970001
2019-07-02,44.459998999999996
2019-07-03,44.450001
2019-07-05,44.5
2019-07-08,44.880001
2019-07-09,45.23
2019-07-10,45.189999
2019-07-11,44.799999
2019-07-12,46.27
2019-07-15,46.279999
2019-07-16,46.560001
2019-07-17,46.900002
2019-07-18,47.529999
2019-07-19,48.220001
2019-07-22,48.419998
2019-07-23,48.720001
2019-07-24,50.07
2019-07-25,49.75
2019-07-26,49.59
2019-07-29,49.75
2019-07-30,50.43
2019-07-31,49.950001
2019-08-01,47.560001
2019-08-02,46.630001
2019-08-05,44.59
2019-08-06,45.560001
2019-08-07,45.799999
2019-08-08,46.790001000000004
2019-08-09,45.32
2019-08-12,44.580002
2019-08-13,45.75
2019-08-14,44.57
2019-08-15,44.599998
2019-08-16,45.630001
2019-08-19,46.470001
2019-08-20,46.400002
2019-08-21,47.209998999999996
2019-08-22,46.700001
2019-08-23,44.650002
2019-08-26,45.450001
2019-08-27,43.73
2019-08-28,45.119999
2019-08-29,47.369999
2019-08-30,55.869999
2019-09-03,58.290001000000004
2019-09-04,59.099998
2019-09-05,60.23
2019-09-06,62.52
2019-09-09,64.949997
2019-09-10,63.759997999999996
2019-09-11,66.300003
2019-09-12,65.290001
2019-09-13,64.910004
2019-09-16,64.690002
2019-09-17,64.480003
2019-09-18,64.510002
2019-09-19,64.660004
2019-09-20,63.759997999999996
2019-09-23,64.660004
2019-09-24,63.66
2019-09-25,63.57
2019-09-26,62.48
2019-09-27,62.110001000000004
2019-09-30,62.84
2019-10-01,59.529999
2019-10-02,56.880001
2019-10-03,57.599998
2019-10-04,58.09
2019-10-07,57.220001
2019-10-08,51.790001000000004
2019-10-09,51.880001
2019-10-10,52.380001
2019-10-11,53.599998
2019-10-14,53.060001
2019-10-15,54.700001
2019-10-16,53.599998
2019-10-17,54.360001000000004
2019-10-18,53.66
2019-10-21,54.110001000000004
2019-10-22,53.75
2019-10-23,53.119999
2019-10-24,53.169998
2019-10-25,52.970001
2019-10-28,53.599998
2019-10-29,52.869999
2019-10-30,53.220001
2019-10-31,52.630001
2019-11-01,53.099998
2019-11-04,53.360001000000004
2019-11-05,56.27
2019-11-06,55.189999
2019-11-07,55.619999
2019-11-08,56.099998
2019-11-11,57.529999
2019-11-12,58.450001
2019-11-13,57.630001
2019-11-14,57.73
2019-11-15,58.389998999999996
2019-11-18,57.529999
2019-11-19,56.709998999999996
2019-11-20,55.619999
2019-11-21,54.450001
2019-11-22,54.720001
2019-11-25,58.029999
2019-11-26,53.790001000000004
2019-11-27,55.209998999999996
2019-11-29,54.740002000000004
2019-12-02,52.630001
2019-12-03,51.5
2019-12-04,52.580002
2019-12-05,52.619999
2019-12-06,53.720001
2019-12-09,51.290001000000004
2019-12-10,52.52
2019-12-11,54.619999
2019-12-12,55.09
2019-12-13,54.970001
2019-12-16,56.57
2019-12-17,56.470001
2019-12-18,56.860001000000004
2019-12-19,57.439999
2019-12-20,57.970001
2019-12-23,58.43
2019-12-24,59.130001
2019-12-26,60.849998
2019-12-27,59.91
2019-12-30,60.549999
2019-12-31,60.560001
2020-01-02,62.759997999999996
2020-01-03,62.82
2020-01-06,62.810001
2020-01-07,63.68
2020-01-08,64.589996
2020-01-09,62.759997999999996
2020-01-10,62.419998
2020-01-13,63.759997999999996
2020-01-14,64.019997
2020-01-15,62.049999
2020-01-16,63.450001
2020-01-17,62.689999
2020-01-21,60.389998999999996
2020-01-22,60.950001
2020-01-23,60.75
2020-01-24,60.490002000000004
2020-01-27,58.529999
2020-01-28,58.939999
2020-01-29,58.09
2020-01-30,61.040001000000004
2020-01-31,59.139998999999996
2020-02-03,59.369999
2020-02-04,61.400002
2020-02-05,62.82
2020-02-06,63.299999
2020-02-07,62.310001
2020-02-10,62.799999
2020-02-11,67.449997
2020-02-12,72.57
2020-02-13,70.849998
2020-02-14,71.519997
2020-02-18,69.540001
2020-02-19,69.58000200000001
2020-02-20,69.260002
2020-02-21,67.449997
2020-02-24,64.589996
2020-02-25,62.82
2020-02-26,62.130001
2020-02-27,58.380001
2020-02-28,59.450001
2020-03-02,59.869999
2020-03-03,58.110001000000004
2020-03-04,55.18
2020-03-05,50.77
2020-03-06,50.639998999999996
2020-03-09,43.799999
2020-03-10,47.040001000000004
2020-03-11,43.970001
2020-03-12,39.43
2020-03-13,45.189999
2020-03-16,37.459998999999996
2020-03-17,41.080002
2020-03-18,39.23
2020-03-19,41.209998999999996
2020-03-20,40.310001
2020-03-23,42.509997999999996
2020-03-24,45.709998999999996
2020-03-25,46.880001
2020-03-26,50.099998
2020-03-27,47.880001
2020-03-30,47.290001000000004
2020-03-31,48.560001
2020-04-01,46.98
2020-04-02,46.610001000000004
2020-04-03,45.43
2020-04-06,49.130001
2020-04-07,47.119999
2020-04-08,47.540001000000004
2020-04-09,47.720001
2020-04-13,48.650002
2020-04-14,49.689999
2020-04-15,47.959998999999996
2020-04-16,48.220001
2020-04-17,49.25
2020-04-20,50.029999
2020-04-21,48.939999
2020-04-22,50.360001000000004
2020-04-23,50.700001
2020-04-24,52.049999
2020-04-27,52.43
2020-04-28,52.57
2020-04-29,55.720001
2020-04-30,52.580002
2020-05-01,49.0
2020-05-04,49.529999
2020-05-05,50.400002
2020-05-06,51.389998999999996
2020-05-07,52.450001
2020-05-08,54.75
