Date,MEGGF
2017-07-17,6.2
2017-07-18,6.2
2017-07-19,6.2
2017-07-20,6.2
2017-07-21,6.2
2017-07-24,6.2
2017-07-25,6.2
2017-07-26,6.2
2017-07-27,6.2
2017-07-28,6.2
2017-07-31,6.2
2017-08-01,6.2
2017-08-02,6.2
2017-08-03,6.2
2017-08-04,6.2
2017-08-07,6.2
2017-08-08,6.2
2017-08-09,6.2
2017-08-10,6.5
2017-08-11,6.5
2017-08-14,6.5
2017-08-15,6.5
2017-08-16,6.5
2017-08-17,6.5
2017-08-18,6.5
2017-08-21,6.5
2017-08-22,6.5
2017-08-23,6.5
2017-08-24,6.5
2017-08-25,6.5
2017-08-28,6.5
2017-08-29,6.5
2017-08-30,6.5
2017-08-31,6.5
2017-09-01,6.5
2017-09-05,6.6
2017-09-06,6.6
2017-09-07,6.6
2017-09-08,6.6
2017-09-11,6.6
2017-09-12,6.73
2017-09-13,6.73
2017-09-14,6.73
2017-09-15,6.73
2017-09-18,6.58
2017-09-19,6.58
2017-09-20,6.58
2017-09-21,6.58
2017-09-22,6.93
2017-09-25,6.76
2017-09-26,6.76
2017-09-27,6.86
2017-09-28,6.91
2017-09-29,6.91
2017-10-02,6.91
2017-10-03,6.91
2017-10-04,6.91
2017-10-05,6.91
2017-10-06,6.91
2017-10-09,6.91
2017-10-10,6.91
2017-10-11,6.91
2017-10-12,6.91
2017-10-13,6.91
2017-10-16,6.91
2017-10-17,6.91
2017-10-18,6.91
2017-10-19,6.91
2017-10-20,6.91
2017-10-23,6.91
2017-10-24,6.91
2017-10-25,6.91
2017-10-26,6.91
2017-10-27,6.91
2017-10-30,6.82
2017-10-31,6.87
2017-11-01,6.87
2017-11-02,6.87
2017-11-03,6.87
2017-11-06,6.87
2017-11-07,6.87
2017-11-08,6.87
2017-11-09,6.87
2017-11-10,6.53
2017-11-13,6.53
2017-11-14,6.53
2017-11-15,6.53
2017-11-16,6.53
2017-11-17,6.53
2017-11-20,6.53
2017-11-21,6.53
2017-11-22,6.53
2017-11-24,6.53
2017-11-27,6.53
2017-11-28,6.41
2017-11-29,6.41
2017-11-30,6.41
2017-12-01,6.41
2017-12-04,6.5
2017-12-05,6.5
2017-12-06,6.5
2017-12-07,6.5
2017-12-08,6.66
2017-12-11,6.66
2017-12-12,6.66
2017-12-13,6.66
2017-12-14,6.66
2017-12-15,6.66
2017-12-18,6.66
2017-12-19,6.48
2017-12-20,6.48
2017-12-21,6.48
2017-12-22,6.48
2017-12-26,6.48
2017-12-27,6.48
2017-12-28,6.44
2017-12-29,6.44
2018-01-02,6.44
2018-01-03,6.44
2018-01-04,6.44
2018-01-05,6.44
2018-01-08,6.44
2018-01-09,6.44
2018-01-10,6.48
2018-01-11,6.48
2018-01-12,6.48
2018-01-16,6.48
2018-01-17,6.48
2018-01-18,6.74
2018-01-19,6.74
2018-01-22,6.74
2018-01-23,6.74
2018-01-24,6.74
2018-01-25,6.74
2018-01-26,6.74
2018-01-29,6.74
2018-01-30,6.74
2018-01-31,6.74
2018-02-01,6.74
2018-02-02,6.2
2018-02-05,6.2
2018-02-06,6.25
2018-02-07,6.25
2018-02-08,6.25
2018-02-09,6.25
2018-02-12,6.25
2018-02-13,6.25
2018-02-14,6.25
2018-02-15,6.25
2018-02-16,6.25
2018-02-20,6.25
2018-02-21,6.61
2018-02-22,6.61
2018-02-23,6.61
2018-02-26,6.61
2018-02-27,6.61
2018-02-28,6.61
2018-03-01,6.61
2018-03-02,6.35
2018-03-05,6.25
2018-03-06,6.25
2018-03-07,6.25
2018-03-08,6.25
2018-03-09,6.25
2018-03-12,6.32
2018-03-13,6.32
2018-03-14,6.32
2018-03-15,6.32
2018-03-16,6.32
2018-03-19,6.32
2018-03-20,6.32
2018-03-21,6.27
2018-03-22,6.03
2018-03-23,6.03
2018-03-26,6.03
2018-03-27,6.03
2018-03-28,6.03
2018-03-29,6.03
2018-04-02,6.03
2018-04-03,6.03
2018-04-04,6.03
2018-04-05,5.85
2018-04-06,6.04
2018-04-09,6.04
2018-04-10,6.04
2018-04-11,6.04
2018-04-12,6.04
2018-04-13,6.04
2018-04-16,6.04
2018-04-17,6.04
2018-04-18,6.04
2018-04-19,6.44
2018-04-20,6.44
2018-04-23,6.44
2018-04-24,6.44
2018-04-25,6.44
2018-04-26,6.44
2018-04-27,6.44
2018-04-30,6.44
2018-05-01,6.44
2018-05-02,6.44
2018-05-03,6.44
2018-05-04,6.44
2018-05-07,6.44
2018-05-08,6.44
2018-05-09,6.44
2018-05-10,6.44
2018-05-11,6.44
2018-05-14,6.44
2018-05-15,6.44
2018-05-16,6.44
2018-05-17,6.44
2018-05-18,6.44
2018-05-21,6.44
2018-05-22,6.44
2018-05-23,6.44
2018-05-24,6.44
2018-05-25,6.44
2018-05-29,6.44
2018-05-30,6.44
2018-05-31,6.44
2018-06-01,6.44
2018-06-04,6.44
2018-06-05,6.44
2018-06-06,6.44
2018-06-07,6.44
2018-06-08,6.44
2018-06-11,6.44
2018-06-12,6.44
2018-06-13,6.44
2018-06-14,6.44
2018-06-15,6.5
2018-06-18,6.5
2018-06-19,6.5
2018-06-20,6.5
2018-06-21,6.5
2018-06-22,6.5
2018-06-25,6.5
2018-06-26,6.5
2018-06-27,6.5
2018-06-28,6.5
2018-06-29,6.5
2018-07-02,6.5
2018-07-03,6.5
2018-07-05,6.99
2018-07-06,6.99
2018-07-09,6.99
2018-07-10,6.99
2018-07-11,6.99
2018-07-12,7.39
2018-07-13,7.39
2018-07-16,7.32
2018-07-17,7.3
2018-07-18,7.3
2018-07-19,7.3
2018-07-20,7.3
2018-07-23,7.3
2018-07-24,7.3
2018-07-25,7.3
2018-07-26,7.3
2018-07-27,7.3
2018-07-30,7.3
2018-07-31,7.3
2018-08-01,7.3
2018-08-02,7.3
2018-08-03,7.3
2018-08-06,7.3
2018-08-07,7.3
2018-08-08,7.3
2018-08-09,7.3
2018-08-10,6.99
2018-08-13,6.99
2018-08-14,6.99
2018-08-15,6.99
2018-08-16,6.99
2018-08-17,6.99
2018-08-20,6.99
2018-08-21,6.99
2018-08-22,6.99
2018-08-23,6.99
2018-08-24,6.99
2018-08-27,6.99
2018-08-28,6.92
2018-08-29,6.92
2018-08-30,6.92
2018-08-31,6.92
2018-09-04,6.92
2018-09-05,7.0
2018-09-06,7.0
2018-09-07,7.0
2018-09-10,6.95
2018-09-11,6.95
2018-09-12,6.95
2018-09-13,6.95
2018-09-14,6.95
2018-09-17,7.07
2018-09-18,7.07
2018-09-19,7.07
2018-09-20,7.07
2018-09-21,7.07
2018-09-24,7.07
2018-09-25,7.07
2018-09-26,7.07
2018-09-27,7.07
2018-09-28,7.48
2018-10-01,7.48
2018-10-02,7.45
2018-10-03,7.45
2018-10-04,7.45
2018-10-05,7.45
2018-10-08,7.19
2018-10-09,7.19
2018-10-10,7.19
2018-10-11,6.69
2018-10-12,6.69
2018-10-15,6.45
2018-10-16,6.45
2018-10-17,6.45
2018-10-18,6.45
2018-10-19,6.45
2018-10-22,6.45
2018-10-23,6.45
2018-10-24,6.45
2018-10-25,6.45
2018-10-26,6.45
2018-10-29,6.45
2018-10-30,6.45
2018-10-31,6.45
2018-11-01,6.45
2018-11-02,6.45
2018-11-05,6.46
2018-11-06,6.46
2018-11-07,6.46
2018-11-08,6.46
2018-11-09,6.46
2018-11-12,6.46
2018-11-13,7.01
2018-11-14,7.01
2018-11-15,7.01
2018-11-16,7.01
2018-11-19,7.01
2018-11-20,6.46
2018-11-21,6.46
2018-11-23,6.46
2018-11-26,6.46
2018-11-27,6.46
2018-11-28,6.46
2018-11-29,6.46
2018-11-30,6.48
2018-12-03,6.48
2018-12-04,6.58
2018-12-06,6.58
2018-12-07,6.58
2018-12-10,5.86
2018-12-11,5.86
2018-12-12,5.86
2018-12-13,5.86
2018-12-14,5.86
2018-12-17,5.87
2018-12-18,5.87
2018-12-19,5.87
2018-12-20,5.87
2018-12-21,5.86
2018-12-24,5.86
2018-12-26,5.86
2018-12-27,5.86
2018-12-28,5.86
2018-12-31,5.86
2019-01-02,5.86
2019-01-03,5.69
2019-01-04,5.69
2019-01-07,5.69
2019-01-08,5.69
2019-01-09,5.69
2019-01-10,5.69
2019-01-11,5.69
2019-01-14,5.69
2019-01-15,5.69
2019-01-16,5.69
2019-01-17,5.69
2019-01-18,5.69
2019-01-22,5.69
2019-01-23,5.69
2019-01-24,5.69
2019-01-25,5.69
2019-01-28,5.69
2019-01-29,5.69
2019-01-30,5.69
2019-01-31,5.69
2019-02-01,5.69
2019-02-04,5.69
2019-02-05,5.69
2019-02-06,5.69
2019-02-07,5.69
2019-02-08,5.69
2019-02-11,5.69
2019-02-12,5.69
2019-02-13,5.69
2019-02-14,5.69
2019-02-15,5.69
2019-02-19,5.69
2019-02-20,7.27
2019-02-21,7.27
2019-02-22,7.27
2019-02-25,7.27
2019-02-26,7.27
2019-02-27,7.27
2019-02-28,7.27
2019-03-01,7.27
2019-03-04,7.27
2019-03-05,7.27
2019-03-06,7.27
2019-03-07,7.27
2019-03-08,7.27
2019-03-11,7.27
2019-03-12,7.27
2019-03-13,7.27
2019-03-14,7.27
2019-03-15,7.27
2019-03-18,7.27
2019-03-19,7.27
2019-03-20,7.27
2019-03-21,7.27
2019-03-22,7.27
2019-03-25,7.27
2019-03-26,6.65
2019-03-27,6.65
2019-03-28,6.65
2019-03-29,6.65
2019-04-01,6.65
2019-04-02,6.65
2019-04-03,6.65
2019-04-04,6.65
2019-04-05,6.65
2019-04-08,6.65
2019-04-09,6.65
2019-04-10,6.65
2019-04-11,6.65
2019-04-12,6.65
2019-04-15,6.65
2019-04-16,6.65
2019-04-17,6.65
2019-04-18,6.65
2019-04-22,6.65
2019-04-23,6.65
2019-04-24,6.65
2019-04-25,6.65
2019-04-26,6.65
2019-04-29,6.65
2019-04-30,6.65
2019-05-01,6.65
2019-05-02,6.65
2019-05-03,6.65
2019-05-06,6.65
2019-05-07,6.65
2019-05-08,6.65
2019-05-09,6.65
2019-05-10,6.65
2019-05-13,6.65
2019-05-14,6.65
2019-05-15,6.65
2019-05-16,6.65
2019-05-17,6.65
2019-05-20,6.65
2019-05-21,6.51
2019-05-22,6.51
2019-05-23,6.51
2019-05-24,6.51
2019-05-28,6.45
2019-05-29,6.16
2019-05-30,6.16
2019-05-31,6.16
2019-06-03,6.16
2019-06-04,6.16
2019-06-05,6.16
2019-06-06,6.41
2019-06-07,6.41
2019-06-10,6.41
2019-06-11,6.41
2019-06-12,6.67
2019-06-13,6.67
2019-06-14,6.67
2019-06-17,6.67
2019-06-18,6.67
2019-06-19,6.67
2019-06-20,6.67
2019-06-21,6.67
2019-06-24,6.67
2019-06-25,6.67
2019-06-26,6.67
2019-06-27,6.67
2019-06-28,6.67
2019-07-01,6.67
2019-07-02,6.67
2019-07-03,6.67
2019-07-05,6.67
2019-07-08,6.65
2019-07-09,6.65
2019-07-10,6.65
2019-07-11,6.65
2019-07-12,6.65
2019-07-15,6.65
2019-07-16,6.65
2019-07-17,6.65
2019-07-18,6.65
2019-07-19,6.65
2019-07-22,6.65
2019-07-23,6.65
2019-07-24,6.65
2019-07-25,6.65
2019-07-26,6.65
2019-07-29,7.25
2019-07-30,7.26
2019-07-31,7.26
2019-08-01,7.26
2019-08-02,7.26
2019-08-05,6.95
2019-08-06,6.95
2019-08-07,7.22
2019-08-08,7.22
2019-08-09,7.22
2019-08-12,7.22
2019-08-13,7.22
2019-08-14,7.22
2019-08-15,7.22
2019-08-16,7.22
2019-08-19,7.22
2019-08-20,7.22
2019-08-21,7.22
2019-08-22,7.22
2019-08-23,7.22
2019-08-26,7.22
2019-08-27,7.22
2019-08-28,7.22
2019-08-29,7.22
2019-08-30,7.22
2019-09-03,7.22
2019-09-04,7.22
2019-09-05,7.22
2019-09-06,7.89
2019-09-09,7.89
2019-09-10,7.9
2019-09-11,7.9
2019-09-12,7.22
2019-09-13,7.22
2019-09-16,7.22
2019-09-17,7.22
2019-09-18,7.22
2019-09-19,7.22
2019-09-20,7.22
2019-09-23,7.92
2019-09-24,7.92
2019-09-25,7.92
2019-09-26,7.92
2019-09-27,7.92
2019-09-30,7.92
2019-10-01,7.92
2019-10-02,7.92
2019-10-03,7.92
2019-10-04,7.92
2019-10-07,7.92
2019-10-08,7.92
2019-10-09,7.92
2019-10-10,7.92
2019-10-11,7.92
2019-10-14,7.92
2019-10-15,7.92
2019-10-16,7.63
2019-10-17,7.63
2019-10-18,7.63
2019-10-21,7.63
2019-10-22,7.63
2019-10-23,7.63
2019-10-24,7.63
2019-10-25,7.63
2019-10-28,7.63
2019-10-29,7.63
2019-10-30,7.63
2019-10-31,7.63
2019-11-01,7.63
2019-11-04,7.63
2019-11-05,8.11
2019-11-06,8.11
2019-11-07,8.11
2019-11-08,8.11
2019-11-11,8.11
2019-11-12,8.11
2019-11-13,8.11
2019-11-14,8.11
2019-11-15,8.11
2019-11-18,8.11
2019-11-19,8.11
2019-11-20,8.11
2019-11-21,8.11
2019-11-22,8.11
2019-11-25,8.11
2019-11-26,8.11
2019-11-27,8.11
2019-11-29,8.11
2019-12-02,8.11
2019-12-03,8.09
2019-12-04,8.09
2019-12-05,8.09
2019-12-06,8.09
2019-12-09,8.67
2019-12-10,8.67
2019-12-11,8.48
2019-12-12,8.48
2019-12-13,8.48
2019-12-16,8.48
2019-12-17,8.48
2019-12-18,8.48
2019-12-19,8.33
2019-12-20,8.33
2019-12-23,8.33
2019-12-24,8.33
2019-12-26,8.33
2019-12-27,8.33
2019-12-30,8.33
2019-12-31,8.33
2020-01-02,8.33
2020-01-03,8.33
2020-01-06,8.62
2020-01-07,8.62
2020-01-08,9.05
2020-01-09,9.05
2020-01-10,9.04
2020-01-13,9.04
2020-01-14,9.04
2020-01-15,9.04
2020-01-16,9.04
2020-01-17,9.04
2020-01-21,9.1
2020-01-22,9.02
2020-01-23,9.02
2020-01-24,9.02
2020-01-27,8.87
2020-01-28,8.87
2020-01-29,8.87
2020-01-30,8.82
2020-01-31,8.93
2020-02-03,8.93
2020-02-04,8.88
2020-02-05,8.88
2020-02-06,8.56
2020-02-07,8.56
2020-02-10,8.56
2020-02-11,8.56
2020-02-12,8.56
2020-02-13,8.56
2020-02-14,8.56
2020-02-18,8.56
2020-02-19,8.56
2020-02-20,8.56
2020-02-21,8.09
2020-02-24,7.9
2020-02-25,7.32
2020-02-26,7.32
2020-02-27,7.32
2020-02-28,7.32
2020-03-02,7.05
2020-03-03,7.05
2020-03-04,7.05
2020-03-05,6.92
2020-03-06,6.92
2020-03-09,6.92
2020-03-10,6.92
2020-03-11,6.0
2020-03-12,4.88
2020-03-13,4.88
2020-03-16,4.33
2020-03-17,3.8
2020-03-18,2.87
2020-03-19,2.86
2020-03-20,3.0
2020-03-23,2.83
2020-03-24,3.31
2020-03-25,3.5
2020-03-26,4.45
2020-03-27,3.88
2020-03-30,3.07
2020-03-31,3.07
2020-04-01,3.07
2020-04-02,3.07
2020-04-03,2.67
2020-04-06,3.36
2020-04-07,3.7
2020-04-08,3.65
2020-04-09,3.41
2020-04-13,3.41
2020-04-14,3.4
2020-04-15,3.4
2020-04-16,3.11
2020-04-17,3.22
2020-04-20,3.22
2020-04-21,3.02
2020-04-22,3.02
2020-04-23,3.2
2020-04-24,3.2
2020-04-27,3.33
2020-04-28,3.4
2020-04-29,3.4
2020-04-30,3.4
2020-05-01,3.6
2020-05-04,3.11
2020-05-05,3.55
2020-05-06,3.55
2020-05-07,3.55
2020-05-08,3.55
