Date,FCAU
2010-06-09,2.883816
2010-06-10,2.883816
2010-06-11,2.883816
2010-06-14,2.883816
2010-06-15,2.883816
2010-06-16,2.883816
2010-06-17,3.2264470000000003
2010-06-18,3.2264470000000003
2010-06-21,3.2264470000000003
2010-06-22,3.2264470000000003
2010-06-23,3.2264470000000003
2010-06-24,3.2264470000000003
2010-06-25,3.2264470000000003
2010-06-28,3.2264470000000003
2010-06-29,3.2264470000000003
2010-06-30,3.2264470000000003
2010-07-01,3.2264470000000003
2010-07-02,3.2264470000000003
2010-07-06,3.2264470000000003
2010-07-07,3.2264470000000003
2010-07-08,3.2264470000000003
2010-07-09,3.2264470000000003
2010-07-12,3.2264470000000003
2010-07-13,3.2264470000000003
2010-07-14,3.2264470000000003
2010-07-15,3.2264470000000003
2010-07-16,3.2264470000000003
2010-07-19,3.2264470000000003
2010-07-20,3.2264470000000003
2010-07-21,3.2264470000000003
2010-07-22,3.2264470000000003
2010-07-23,3.2264470000000003
2010-07-26,3.2264470000000003
2010-07-27,3.2264470000000003
2010-07-28,3.2264470000000003
2010-07-29,3.2264470000000003
2010-07-30,3.2264470000000003
2010-08-02,3.2264470000000003
2010-08-03,3.2264470000000003
2010-08-04,3.2264470000000003
2010-08-05,3.2264470000000003
2010-08-06,3.2264470000000003
2010-08-09,3.754671
2010-08-10,3.754671
2010-08-11,3.754671
2010-08-12,3.754671
2010-08-13,3.754671
2010-08-16,3.754671
2010-08-17,3.5947760000000004
2010-08-18,3.5833550000000005
2010-08-19,3.5833550000000005
2010-08-20,3.5833550000000005
2010-08-23,3.5833550000000005
2010-08-24,3.5833550000000005
2010-08-25,3.5833550000000005
2010-08-26,3.5833550000000005
2010-08-27,3.4263160000000004
2010-08-30,3.4263160000000004
2010-08-31,3.4263160000000004
2010-09-01,3.4263160000000004
2010-09-02,3.4263160000000004
2010-09-03,3.4263160000000004
2010-09-07,3.4263160000000004
2010-09-08,3.4263160000000004
2010-09-09,3.4263160000000004
2010-09-10,3.4263160000000004
2010-09-13,3.4263160000000004
2010-09-14,3.4263160000000004
2010-09-15,3.4263160000000004
2010-09-16,3.4263160000000004
2010-09-17,3.4263160000000004
2010-09-20,4.031631
2010-09-21,4.031631
2010-09-22,4.031631
2010-09-23,4.031631
2010-09-24,4.031631
2010-09-27,4.031631
2010-09-28,4.031631
2010-09-29,4.031631
2010-09-30,4.031631
2010-10-01,4.031631
2010-10-04,4.031631
2010-10-05,4.031631
2010-10-06,4.031631
2010-10-07,4.031631
2010-10-08,4.439934
2010-10-11,4.439934
2010-10-12,4.6226709999999995
2010-10-13,4.6226709999999995
2010-10-14,4.6226709999999995
2010-10-15,4.6226709999999995
2010-10-18,4.6226709999999995
2010-10-19,4.6226709999999995
2010-10-20,4.6226709999999995
2010-10-21,4.885355000000001
2010-10-22,4.885355000000001
2010-10-25,4.885355000000001
2010-10-26,4.885355000000001
2010-10-27,4.885355000000001
2010-10-28,4.885355000000001
2010-10-29,4.885355000000001
2010-11-01,4.885355000000001
2010-11-02,4.885355000000001
2010-11-03,4.885355000000001
2010-11-04,4.885355000000001
2010-11-05,4.885355000000001
2010-11-08,4.885355000000001
2010-11-09,5.239408
2010-11-10,5.188013
2010-11-11,5.188013
2010-11-12,5.188013
2010-11-15,5.219421
2010-11-16,5.025263
2010-11-17,5.025263
2010-11-18,5.025263
2010-11-19,5.025263
2010-11-22,5.267961
2010-11-23,5.159461
2010-11-24,5.159461
2010-11-26,5.159461
2010-11-29,5.159461
2010-11-30,5.159461
2010-12-01,5.159461
2010-12-02,5.159461
2010-12-03,5.159461
2010-12-06,5.159461
2010-12-07,5.159461
2010-12-08,5.567762999999999
2010-12-09,5.567762999999999
2010-12-10,5.567762999999999
2010-12-13,5.53921
2010-12-14,5.542066
2010-12-15,5.542066
2010-12-16,5.542066
2010-12-17,5.542066
2010-12-20,5.456408000000001
2010-12-21,5.653421
2010-12-22,5.653421
2010-12-23,5.653421
2010-12-27,5.653421
2010-12-28,5.753355
2010-12-29,5.753355
2010-12-30,5.753355
2010-12-31,5.85329
2011-01-03,6.217105
2011-01-04,6.611842
2011-01-05,6.644736999999999
2011-01-06,6.414474
2011-01-07,6.4013160000000005
2011-01-10,6.480263
2011-01-11,6.710526
2011-01-12,6.796052
2011-01-13,6.8815789999999994
2011-01-14,7.072369
2011-01-18,7.0065789999999994
2011-01-19,6.796052
2011-01-20,6.467105
2011-01-21,6.467105
2011-01-24,6.3289480000000005
2011-01-25,6.460526
2011-01-26,6.460526
2011-01-27,6.677631
2011-01-28,6.677631
2011-01-31,6.43421
2011-02-01,6.697369
2011-02-02,6.480263
2011-02-03,6.447369
2011-02-04,6.256579
2011-02-07,6.256579
2011-02-08,6.256579
2011-02-09,6.256579
2011-02-10,6.381579
2011-02-11,6.381579
2011-02-14,6.25
