Date,ETP
2012-06-18,29.3867
2012-06-19,29.9133
2012-06-20,30.16
2012-06-21,29.5467
2012-06-22,29.9
2012-06-25,29.473301
2012-06-26,29.553301
2012-06-27,30.653299
2012-06-28,29.0667
2012-06-29,29.459999
2012-07-02,29.6
2012-07-03,29.706699
2012-07-05,29.7733
2012-07-06,30.0467
2012-07-09,29.973301
2012-07-10,29.766701
2012-07-11,29.959999
2012-07-12,29.9133
2012-07-13,30.120001000000002
2012-07-16,30.2467
2012-07-17,30.4667
2012-07-18,30.4667
2012-07-19,30.4533
2012-07-20,30.4133
2012-07-23,30.16
2012-07-24,29.7467
2012-07-25,29.5
2012-07-26,30.0467
2012-07-27,30.3067
2012-07-30,30.5933
2012-07-31,30.5333
2012-08-01,30.42
2012-08-02,29.02
2012-08-03,29.0
2012-08-06,29.266701
2012-08-07,29.6
2012-08-08,29.0133
2012-08-09,29.5
2012-08-10,29.733299
2012-08-13,29.1133
2012-08-14,29.280001000000002
2012-08-15,29.2533
2012-08-16,29.213301
2012-08-17,29.1667
2012-08-20,28.559998999999998
2012-08-21,28.5467
2012-08-22,28.346701
2012-08-23,28.186701
2012-08-24,28.133301
2012-08-27,28.059998999999998
2012-08-28,28.3333
2012-08-29,28.266701
2012-08-30,28.3867
2012-08-31,28.48
2012-09-04,28.9133
2012-09-05,29.073299
2012-09-06,29.0667
2012-09-07,29.219998999999998
2012-09-10,28.6133
2012-09-11,28.506701
2012-09-12,28.473301
2012-09-13,28.686701
2012-09-14,28.426701
2012-09-17,28.2467
2012-09-18,28.0867
2012-09-19,28.0467
2012-09-20,27.8333
2012-09-21,28.540001
2012-09-24,29.0667
2012-09-25,28.559998999999998
2012-09-26,28.213301
2012-09-27,28.379998999999998
2012-09-28,28.379998999999998
2012-10-01,28.133301
2012-10-02,28.266701
2012-10-03,27.8267
2012-10-04,27.7467
2012-10-05,29.059998999999998
2012-10-08,29.74
2012-10-09,29.3267
2012-10-10,28.6933
2012-10-11,28.313299
2012-10-12,28.4067
2012-10-15,28.2733
2012-10-16,28.473301
2012-10-17,28.74
2012-10-18,28.346701
2012-10-19,28.1667
2012-10-22,28.120001000000002
2012-10-23,28.26
2012-10-24,28.4333
2012-10-25,28.4
2012-10-26,28.633301
2012-10-31,28.5333
2012-11-01,28.639999
2012-11-02,27.8067
2012-11-05,27.5933
2012-11-06,27.719998999999998
