Date,CABJF
2012-08-03,84.400002
2012-08-06,84.400002
2012-08-07,84.400002
2012-08-08,84.400002
2012-08-09,84.400002
2012-08-10,84.400002
2012-08-13,84.400002
2012-08-14,84.400002
2012-08-15,84.400002
2012-08-16,85.900002
2012-08-17,85.900002
2012-08-20,85.900002
2012-08-21,85.900002
2012-08-22,85.150002
2012-08-23,85.150002
2012-08-24,85.300003
2012-08-27,85.300003
2012-08-28,85.300003
2012-08-29,85.300003
2012-08-30,85.050003
2012-08-31,85.050003
2012-09-04,85.050003
2012-09-05,85.050003
2012-09-06,85.050003
2012-09-07,85.050003
2012-09-10,85.050003
2012-09-11,85.050003
2012-09-12,85.050003
2012-09-13,88.0
2012-09-14,88.0
2012-09-17,88.0
2012-09-18,88.0
2012-09-19,88.0
2012-09-20,88.0
2012-09-21,88.0
2012-09-24,88.0
2012-09-25,91.599998
2012-09-26,91.599998
2012-09-27,91.599998
2012-09-28,91.599998
2012-10-01,91.599998
2012-10-02,91.599998
2012-10-03,91.599998
2012-10-04,91.35700200000001
2012-10-05,91.35700200000001
2012-10-08,91.35700200000001
2012-10-09,91.35700200000001
2012-10-10,91.35700200000001
2012-10-11,91.35700200000001
2012-10-12,88.800003
2012-10-15,88.800003
2012-10-16,88.800003
2012-10-17,88.800003
2012-10-18,90.510002
2012-10-19,90.510002
2012-10-22,90.510002
2012-10-23,90.510002
2012-10-24,90.510002
2012-10-25,90.510002
2012-10-26,90.510002
2012-10-31,90.510002
2012-11-01,90.510002
2012-11-02,90.510002
2012-11-05,90.510002
2012-11-06,90.510002
2012-11-07,90.510002
2012-11-08,90.510002
2012-11-09,90.510002
2012-11-12,90.510002
2012-11-13,90.510002
2012-11-14,90.050003
2012-11-15,90.050003
2012-11-16,90.050003
2012-11-19,90.050003
2012-11-20,90.050003
2012-11-21,92.099998
2012-11-23,92.099998
2012-11-26,92.099998
2012-11-27,92.099998
2012-11-28,94.949997
2012-11-29,94.949997
2012-11-30,94.949997
2012-12-03,94.949997
2012-12-04,94.949997
2012-12-05,97.610001
2012-12-06,97.610001
2012-12-07,97.610001
2012-12-10,97.610001
2012-12-11,97.610001
2012-12-12,97.610001
2012-12-13,97.610001
2012-12-14,97.610001
2012-12-17,97.610001
2012-12-18,97.610001
2012-12-19,97.610001
2012-12-20,97.610001
2012-12-21,97.610001
2012-12-24,97.610001
2012-12-26,97.610001
2012-12-27,97.610001
2012-12-28,97.610001
2012-12-31,97.610001
2013-01-02,97.610001
2013-01-03,97.349998
2013-01-04,97.349998
2013-01-07,97.349998
2013-01-08,97.349998
2013-01-09,97.349998
2013-01-10,97.349998
2013-01-11,97.349998
2013-01-14,97.349998
2013-01-15,97.349998
2013-01-16,97.349998
2013-01-17,97.349998
2013-01-18,97.349998
2013-01-22,97.349998
2013-01-23,97.349998
2013-01-24,97.349998
2013-01-25,97.349998
2013-01-28,97.349998
2013-01-29,97.349998
2013-01-30,97.349998
2013-01-31,97.349998
2013-02-01,97.349998
2013-02-04,97.349998
2013-02-05,97.349998
2013-02-06,110.0
2013-02-07,110.0
2013-02-08,110.0
2013-02-11,110.0
2013-02-12,110.0
2013-02-13,110.0
2013-02-14,110.0
2013-02-15,110.0
2013-02-19,110.0
2013-02-20,110.0
2013-02-21,110.0
2013-02-22,110.0
2013-02-25,110.0
2013-02-26,110.0
2013-02-27,110.0
2013-02-28,110.0
2013-03-01,110.0
2013-03-04,110.0
2013-03-05,110.0
2013-03-06,110.0
2013-03-07,110.0
2013-03-08,110.0
2013-03-11,110.0
2013-03-12,103.5
2013-03-13,103.5
2013-03-14,103.5
2013-03-15,103.5
2013-03-18,101.408997
2013-03-19,101.408997
2013-03-20,101.408997
2013-03-21,101.408997
2013-03-22,98.5
2013-03-25,98.5
2013-03-26,98.5
2013-03-27,98.5
2013-03-28,98.5
2013-04-01,98.5
2013-04-02,98.5
2013-04-03,98.5
2013-04-04,98.5
2013-04-05,98.5
2013-04-08,98.5
2013-04-09,98.5
2013-04-10,101.75
2013-04-11,101.75
2013-04-12,101.75
2013-04-15,101.75
2013-04-16,101.75
2013-04-17,101.75
2013-04-18,101.75
2013-04-19,101.75
2013-04-22,101.75
2013-04-23,101.75
2013-04-24,91.900002
2013-04-25,91.900002
2013-04-26,91.900002
2013-04-29,91.900002
2013-04-30,91.900002
2013-05-01,94.0
2013-05-02,94.0
2013-05-03,94.0
2013-05-06,94.0
2013-05-07,94.0
2013-05-08,94.0
2013-05-09,94.0
2013-05-10,94.0
2013-05-13,100.550003
2013-05-14,100.550003
2013-05-15,100.550003
2013-05-16,100.550003
2013-05-17,100.550003
2013-05-20,100.550003
2013-05-21,98.779999
2013-05-22,98.779999
2013-05-23,98.779999
2013-05-24,98.779999
2013-05-28,98.779999
2013-05-29,98.779999
2013-05-30,98.779999
2013-05-31,98.779999
2013-06-03,98.779999
2013-06-04,98.779999
2013-06-05,98.779999
2013-06-06,98.779999
2013-06-07,98.779999
2013-06-10,94.25
2013-06-11,94.25
2013-06-12,92.25
2013-06-13,92.25
2013-06-14,92.25
2013-06-17,92.25
2013-06-18,93.5
2013-06-19,93.5
2013-06-20,93.5
2013-06-21,93.5
2013-06-24,93.5
2013-06-25,93.5
2013-06-26,93.5
2013-06-27,93.5
2013-06-28,93.5
2013-07-01,93.5
2013-07-02,93.5
2013-07-03,93.5
2013-07-05,93.5
2013-07-08,91.300003
2013-07-09,91.300003
2013-07-10,91.300003
2013-07-11,91.300003
2013-07-12,91.300003
2013-07-15,91.300003
2013-07-16,91.300003
2013-07-17,91.300003
2013-07-18,91.300003
2013-07-19,93.550003
2013-07-22,93.550003
2013-07-23,93.550003
2013-07-24,93.550003
2013-07-25,93.550003
2013-07-26,93.550003
2013-07-29,93.550003
2013-07-30,93.550003
2013-07-31,100.0
2013-08-01,100.0
2013-08-02,100.650002
2013-08-05,100.650002
2013-08-06,100.650002
2013-08-07,100.650002
2013-08-08,100.650002
2013-08-09,102.300003
2013-08-12,102.300003
2013-08-13,102.300003
2013-08-14,102.300003
2013-08-15,102.300003
2013-08-16,102.300003
2013-08-19,102.300003
2013-08-20,102.300003
2013-08-21,102.300003
2013-08-22,102.300003
2013-08-23,99.739998
2013-08-26,99.739998
2013-08-27,99.739998
2013-08-28,99.739998
2013-08-29,99.739998
2013-08-30,99.739998
2013-09-03,99.739998
2013-09-04,99.739998
2013-09-05,99.739998
2013-09-06,99.739998
2013-09-09,99.150002
2013-09-10,101.150002
2013-09-11,101.150002
2013-09-12,101.150002
2013-09-13,101.150002
2013-09-16,103.800003
2013-09-17,103.800003
2013-09-18,103.800003
2013-09-19,103.800003
2013-09-20,104.5
2013-09-23,105.5
2013-09-24,105.5
2013-09-25,105.5
2013-09-26,105.5
2013-09-27,105.5
2013-09-30,105.5
2013-10-01,105.5
2013-10-02,105.5
2013-10-03,105.5
2013-10-04,105.5
2013-10-07,105.5
2013-10-08,105.5
2013-10-09,101.050003
2013-10-10,101.050003
2013-10-11,101.050003
2013-10-14,101.050003
2013-10-15,101.050003
2013-10-16,101.050003
2013-10-17,105.25
2013-10-18,105.25
2013-10-21,105.25
2013-10-22,109.150002
2013-10-23,109.150002
2013-10-24,109.150002
2013-10-25,105.0
2013-10-28,106.0
2013-10-29,104.949997
2013-10-30,104.949997
2013-10-31,104.949997
2013-11-01,104.949997
2013-11-04,104.949997
2013-11-05,104.949997
2013-11-06,104.949997
2013-11-07,104.949997
2013-11-08,104.949997
2013-11-11,104.949997
2013-11-12,104.949997
2013-11-13,104.949997
2013-11-14,102.0
2013-11-15,102.0
2013-11-18,102.0
2013-11-19,102.0
2013-11-20,106.5
2013-11-21,106.5
2013-11-22,106.5
2013-11-25,106.5
2013-11-26,106.5
2013-11-27,108.75
2013-11-29,108.75
2013-12-02,108.75
2013-12-03,108.75
2013-12-04,108.75
2013-12-05,108.75
2013-12-06,108.75
2013-12-09,108.75
2013-12-10,109.650002
2013-12-11,109.650002
2013-12-12,109.650002
2013-12-13,109.650002
2013-12-16,109.650002
2013-12-17,109.650002
2013-12-18,109.650002
2013-12-19,109.650002
2013-12-20,109.650002
2013-12-23,109.650002
2013-12-24,109.650002
2013-12-26,109.650002
2013-12-27,109.650002
2013-12-30,111.25
2013-12-31,111.25
2014-01-02,109.16999799999999
2014-01-03,109.16999799999999
2014-01-06,109.16999799999999
2014-01-07,109.16999799999999
2014-01-08,107.0
2014-01-09,107.0
2014-01-10,107.0
2014-01-13,107.0
2014-01-14,107.0
2014-01-15,107.0
2014-01-16,108.75
2014-01-17,108.75
2014-01-21,108.75
2014-01-22,108.75
2014-01-23,108.889999
2014-01-24,108.889999
2014-01-27,108.889999
2014-01-28,102.25
2014-01-29,102.25
2014-01-30,102.25
2014-01-31,102.25
2014-02-03,102.25
2014-02-04,102.25
2014-02-05,98.699997
2014-02-06,100.599998
2014-02-07,100.25
2014-02-10,100.25
2014-02-11,100.25
2014-02-12,100.25
2014-02-13,100.25
2014-02-14,102.5
2014-02-18,100.25
2014-02-19,102.5
2014-02-20,102.5
2014-02-21,108.349998
2014-02-24,108.349998
2014-02-25,108.349998
2014-02-26,108.349998
2014-02-27,108.349998
2014-02-28,108.349998
2014-03-03,99.0
2014-03-04,99.0
2014-03-05,99.0
2014-03-06,99.0
2014-03-07,99.0
2014-03-10,99.0
2014-03-11,102.0
2014-03-12,100.400002
2014-03-13,100.0
2014-03-14,100.0
2014-03-17,99.309998
2014-03-18,99.309998
2014-03-19,99.309998
2014-03-20,97.150002
2014-03-21,97.150002
2014-03-24,97.150002
2014-03-25,100.25
2014-03-26,99.589996
2014-03-27,99.589996
2014-03-28,98.75
2014-03-31,98.75
2014-04-01,99.809998
2014-04-02,100.650002
2014-04-03,100.650002
2014-04-04,100.650002
2014-04-07,100.099998
2014-04-08,100.099998
2014-04-09,100.099998
2014-04-10,100.099998
2014-04-11,100.099998
2014-04-14,98.959999
2014-04-15,98.959999
2014-04-16,98.959999
2014-04-17,100.199997
2014-04-21,100.199997
2014-04-22,100.199997
2014-04-23,100.199997
2014-04-24,100.199997
2014-04-25,100.199997
2014-04-28,100.199997
2014-04-29,97.75
2014-04-30,97.75
2014-05-01,97.75
2014-05-02,96.449997
2014-05-05,98.029999
2014-05-06,98.099998
2014-05-07,98.099998
2014-05-08,98.099998
2014-05-09,102.75
2014-05-12,102.75
2014-05-13,102.75
2014-05-14,100.199997
2014-05-15,99.900002
2014-05-16,99.900002
2014-05-19,99.900002
2014-05-20,99.900002
2014-05-21,99.900002
2014-05-22,99.900002
2014-05-23,104.150002
