Date,BABA
2015-10-06,63.919998
2015-10-07,66.279999
2015-10-08,67.699997
2015-10-09,68.709999
2015-10-12,70.300003
2015-10-13,69.68
2015-10-14,68.540001
2015-10-15,71.779999
2015-10-16,71.989998
2015-10-19,72.650002
2015-10-20,71.790001
2015-10-21,69.480003
2015-10-22,70.989998
2015-10-23,75.620003
2015-10-26,76.349998
2015-10-27,79.440002
2015-10-28,82.349998
2015-10-29,82.220001
2015-10-30,83.83000200000001
2015-11-02,84.349998
2015-11-03,83.440002
2015-11-04,85.400002
2015-11-05,85.379997
2015-11-06,83.610001
2015-11-09,81.379997
2015-11-10,81.43
2015-11-11,79.849998
2015-11-12,78.760002
2015-11-13,75.849998
2015-11-16,78.300003
2015-11-17,78.129997
2015-11-18,77.690002
2015-11-19,77.870003
2015-11-20,79.949997
2015-11-23,81.309998
2015-11-24,80.860001
2015-11-25,81.709999
2015-11-27,81.379997
2015-11-30,84.08000200000001
2015-12-01,84.0
2015-12-02,85.0
2015-12-03,82.589996
2015-12-04,84.849998
2015-12-07,84.760002
2015-12-08,84.379997
2015-12-09,83.41999799999999
2015-12-10,84.33000200000001
2015-12-11,79.739998
2015-12-14,80.57
2015-12-15,82.489998
2015-12-16,84.629997
2015-12-17,83.559998
2015-12-18,82.650002
2015-12-21,82.870003
2015-12-22,84.839996
2015-12-23,84.800003
2015-12-24,83.709999
2015-12-28,82.139999
2015-12-29,83.260002
2015-12-30,81.68
2015-12-31,81.269997
2016-01-04,76.690002
2016-01-05,78.629997
2016-01-06,77.33000200000001
2016-01-07,72.720001
2016-01-08,70.800003
2016-01-11,69.91999799999999
2016-01-12,72.68
2016-01-13,70.290001
2016-01-14,72.25
2016-01-15,69.589996
2016-01-19,70.129997
2016-01-20,68.709999
2016-01-21,70.720001
2016-01-22,70.370003
2016-01-25,69.720001
2016-01-26,69.769997
2016-01-27,69.540001
2016-01-28,66.91999799999999
2016-01-29,67.029999
2016-02-01,67.029999
2016-02-02,65.089996
2016-02-03,63.439999
2016-02-04,64.860001
2016-02-05,62.639998999999996
2016-02-08,61.099998
2016-02-09,61.389998999999996
2016-02-10,61.779999
2016-02-11,60.57
2016-02-12,60.889998999999996
2016-02-16,66.290001
2016-02-17,66.379997
2016-02-18,66.519997
2016-02-19,67.279999
2016-02-22,68.839996
2016-02-23,66.970001
2016-02-24,67.230003
2016-02-25,66.660004
2016-02-26,66.910004
2016-02-29,68.809998
2016-03-01,70.860001
2016-03-02,71.25
2016-03-03,71.019997
2016-03-04,72.220001
2016-03-07,72.889999
2016-03-08,71.07
2016-03-09,72.43
2016-03-10,71.970001
2016-03-11,74.010002
2016-03-14,73.349998
2016-03-15,72.230003
2016-03-16,73.5
2016-03-17,74.25
2016-03-18,76.25
2016-03-21,78.110001
2016-03-22,78.18
2016-03-23,76.559998
2016-03-24,75.860001
2016-03-28,76.480003
2016-03-29,78.08000200000001
2016-03-30,78.860001
2016-03-31,79.029999
2016-04-01,78.730003
2016-04-04,79.08000200000001
2016-04-05,77.32
2016-04-06,78.68
2016-04-07,77.610001
2016-04-08,77.470001
2016-04-11,77.709999
2016-04-12,77.860001
2016-04-13,79.639999
2016-04-14,79.610001
2016-04-15,78.970001
2016-04-18,79.010002
2016-04-19,79.459999
2016-04-20,81.209999
2016-04-21,80.779999
2016-04-22,79.889999
2016-04-25,78.839996
2016-04-26,78.610001
2016-04-27,77.650002
2016-04-28,76.400002
2016-04-29,76.940002
2016-05-02,76.610001
2016-05-03,75.910004
2016-05-04,75.82
2016-05-05,78.83000200000001
2016-05-06,79.199997
2016-05-09,79.410004
2016-05-10,79.720001
2016-05-11,79.800003
2016-05-12,79.160004
2016-05-13,77.160004
2016-05-16,79.290001
2016-05-17,79.349998
2016-05-18,79.029999
2016-05-19,78.32
2016-05-20,78.790001
2016-05-23,79.0
2016-05-24,81.120003
2016-05-25,75.589996
2016-05-26,78.349998
2016-05-27,80.970001
2016-05-31,82.0
2016-06-01,76.690002
2016-06-02,77.300003
2016-06-03,76.620003
2016-06-06,78.059998
2016-06-07,77.839996
2016-06-08,77.639999
2016-06-09,77.559998
2016-06-10,75.91999799999999
2016-06-13,75.449997
2016-06-14,77.769997
2016-06-15,78.389999
2016-06-16,78.269997
2016-06-17,77.0
2016-06-20,78.150002
2016-06-21,78.620003
2016-06-22,78.730003
2016-06-23,79.139999
2016-06-24,76.290001
2016-06-27,74.230003
2016-06-28,76.279999
2016-06-29,78.040001
2016-06-30,79.529999
2016-07-01,79.650002
2016-07-05,78.970001
2016-07-06,78.639999
2016-07-07,79.349998
2016-07-08,78.989998
2016-07-11,81.459999
2016-07-12,81.739998
2016-07-13,80.57
2016-07-14,81.739998
2016-07-15,81.25
2016-07-18,82.650002
2016-07-19,82.769997
2016-07-20,84.41999799999999
2016-07-21,84.18
2016-07-22,84.489998
2016-07-25,83.190002
2016-07-26,83.589996
2016-07-27,83.099998
2016-07-28,83.120003
2016-07-29,82.480003
2016-08-01,84.339996
2016-08-02,83.800003
2016-08-03,83.66999799999999
2016-08-04,84.75
2016-08-05,84.589996
2016-08-08,85.0
2016-08-09,85.239998
2016-08-10,87.33000200000001
2016-08-11,91.769997
2016-08-12,98.25
2016-08-15,97.16999799999999
2016-08-16,96.660004
2016-08-17,97.0
2016-08-18,97.0
2016-08-19,96.860001
2016-08-22,95.650002
2016-08-23,95.790001
2016-08-24,93.879997
2016-08-25,93.940002
2016-08-26,95.059998
2016-08-29,94.879997
2016-08-30,96.0
2016-08-31,97.190002
2016-09-01,97.41999799999999
2016-09-02,99.25
2016-09-06,103.779999
2016-09-07,102.32
2016-09-08,102.57
2016-09-09,99.620003
2016-09-12,100.800003
2016-09-13,100.279999
2016-09-14,102.400002
2016-09-15,104.449997
2016-09-16,104.639999
2016-09-19,103.029999
2016-09-20,101.360001
2016-09-21,106.0
2016-09-22,109.360001
2016-09-23,107.709999
2016-09-26,105.889999
2016-09-27,108.260002
2016-09-28,108.75
2016-09-29,105.550003
2016-09-30,105.790001
2016-10-03,105.379997
2016-10-04,105.449997
2016-10-05,106.959999
2016-10-06,107.08000200000001
2016-10-07,106.0
2016-10-10,108.410004
2016-10-11,105.230003
2016-10-12,103.620003
2016-10-13,102.150002
2016-10-14,101.849998
2016-10-17,102.839996
2016-10-18,103.339996
2016-10-19,103.93
2016-10-20,103.849998
2016-10-21,103.940002
2016-10-24,104.5
2016-10-25,104.220001
2016-10-26,102.779999
2016-10-27,102.379997
2016-10-28,101.93
2016-10-31,101.690002
2016-11-01,101.150002
2016-11-02,98.510002
2016-11-03,97.75
2016-11-04,97.57
2016-11-07,99.349998
2016-11-08,99.849998
2016-11-09,96.66999799999999
2016-11-10,94.339996
2016-11-11,92.989998
2016-11-14,89.769997
2016-11-15,91.0
2016-11-16,92.860001
2016-11-17,94.07
2016-11-18,93.389999
2016-11-21,93.410004
2016-11-22,93.209999
2016-11-23,93.029999
2016-11-25,93.010002
2016-11-28,93.760002
2016-11-29,94.989998
2016-11-30,94.019997
2016-12-01,89.860001
2016-12-02,90.480003
2016-12-05,90.989998
2016-12-06,90.400002
2016-12-07,91.07
2016-12-08,92.309998
2016-12-09,93.279999
2016-12-12,92.470001
2016-12-13,92.160004
2016-12-14,91.190002
2016-12-15,88.849998
2016-12-16,88.66999799999999
2016-12-19,88.93
2016-12-20,89.839996
2016-12-21,89.25
2016-12-22,86.800003
2016-12-23,86.790001
2016-12-27,87.540001
2016-12-28,87.370003
2016-12-29,87.33000200000001
2016-12-30,87.809998
2017-01-03,88.599998
2017-01-04,90.510002
2017-01-05,94.370003
2017-01-06,93.889999
2017-01-09,94.720001
2017-01-10,96.75
2017-01-11,96.940002
2017-01-12,95.900002
2017-01-13,96.269997
2017-01-17,96.120003
2017-01-18,96.0
2017-01-19,96.16999799999999
2017-01-20,96.059998
2017-01-23,98.410004
2017-01-24,101.43
2017-01-25,104.059998
2017-01-26,102.75
2017-01-27,102.07
2017-01-30,101.019997
2017-01-31,101.309998
2017-02-01,101.57
2017-02-02,100.839996
2017-02-03,100.389999
2017-02-06,100.900002
2017-02-07,100.83000200000001
2017-02-08,103.57
2017-02-09,103.339996
2017-02-10,102.360001
2017-02-13,103.099998
2017-02-14,101.589996
2017-02-15,101.550003
2017-02-16,100.82
2017-02-17,100.519997
2017-02-21,102.120003
2017-02-22,104.199997
2017-02-23,102.459999
2017-02-24,102.949997
2017-02-27,103.599998
2017-02-28,102.900002
2017-03-01,104.040001
2017-03-02,103.190002
2017-03-03,103.309998
2017-03-06,102.309998
2017-03-07,102.629997
2017-03-08,103.220001
2017-03-09,103.239998
2017-03-10,103.389999
2017-03-13,105.18
2017-03-14,104.25
2017-03-15,103.690002
2017-03-16,105.629997
2017-03-17,105.610001
2017-03-20,107.25
2017-03-21,105.089996
2017-03-22,106.089996
2017-03-23,108.25
2017-03-24,108.040001
2017-03-27,108.08000200000001
2017-03-28,107.800003
2017-03-29,109.510002
2017-03-30,108.849998
2017-03-31,107.83000200000001
2017-04-03,108.089996
2017-04-04,107.519997
2017-04-05,107.440002
2017-04-06,108.040001
2017-04-07,108.989998
2017-04-10,111.699997
2017-04-11,110.440002
2017-04-12,110.629997
2017-04-13,110.209999
2017-04-17,111.760002
2017-04-18,111.230003
2017-04-19,110.760002
2017-04-20,112.959999
2017-04-21,113.110001
2017-04-24,114.860001
2017-04-25,115.480003
2017-04-26,114.970001
2017-04-27,115.43
2017-04-28,115.5
2017-05-01,116.68
2017-05-02,118.089996
2017-05-03,116.57
2017-05-04,115.860001
2017-05-05,116.040001
2017-05-08,116.860001
2017-05-09,120.0
2017-05-10,119.980003
2017-05-11,120.160004
2017-05-12,120.339996
2017-05-15,121.400002
2017-05-16,124.019997
2017-05-17,120.720001
2017-05-18,121.269997
2017-05-19,123.220001
2017-05-22,124.75
2017-05-23,122.93
2017-05-24,122.809998
2017-05-25,123.629997
2017-05-26,123.989998
2017-05-30,123.910004
2017-05-31,122.459999
2017-06-01,123.970001
2017-06-02,124.129997
2017-06-05,125.370003
2017-06-06,124.620003
2017-06-07,125.639999
2017-06-08,142.33999599999999
2017-06-09,139.440002
2017-06-12,139.080002
2017-06-13,136.600006
2017-06-14,136.669998
2017-06-15,135.080002
2017-06-16,134.869995
2017-06-19,139.470001
2017-06-20,138.380005
2017-06-21,143.28999299999998
2017-06-22,142.270004
2017-06-23,143.009995
2017-06-26,142.729996
2017-06-27,141.529999
2017-06-28,143.949997
2017-06-29,140.809998
2017-06-30,140.899994
2017-07-03,140.990005
2017-07-05,144.869995
2017-07-06,142.199997
2017-07-07,142.429993
2017-07-10,143.809998
2017-07-11,145.809998
2017-07-12,149.0
2017-07-13,149.520004
2017-07-14,151.830002
2017-07-17,151.229996
2017-07-18,153.75
2017-07-19,153.149994
2017-07-20,152.110001
2017-07-21,151.889999
2017-07-24,152.259995
2017-07-25,152.440002
2017-07-26,155.78999299999998
2017-07-27,154.149994
2017-07-28,157.559998
2017-07-31,154.949997
2017-08-01,154.729996
2017-08-02,151.91000400000001
2017-08-03,153.320007
2017-08-04,153.330002
2017-08-07,158.83999599999999
2017-08-08,157.5
2017-08-09,157.490005
2017-08-10,151.770004
2017-08-11,151.699997
2017-08-14,154.610001
2017-08-15,157.75
2017-08-16,159.5
2017-08-17,163.919998
2017-08-18,167.5
2017-08-21,169.25
2017-08-22,174.46000700000002
2017-08-23,175.800003
2017-08-24,175.0
2017-08-25,171.740005
2017-08-28,168.300003
2017-08-29,167.41000400000001
2017-08-30,171.25
2017-08-31,171.740005
2017-09-01,171.03999299999998
2017-09-05,169.919998
2017-09-06,168.139999
2017-09-07,170.479996
2017-09-08,169.0
2017-09-11,174.059998
2017-09-12,175.309998
2017-09-13,178.970001
2017-09-14,177.100006
2017-09-15,176.699997
2017-09-18,179.979996
2017-09-19,180.070007
2017-09-20,177.949997
2017-09-21,177.389999
2017-09-22,178.139999
2017-09-25,169.58999599999999
2017-09-26,167.020004
2017-09-27,170.990005
2017-09-28,170.240005
2017-09-29,172.71000700000002
2017-10-02,173.610001
2017-10-03,178.559998
2017-10-04,178.71000700000002
2017-10-05,178.889999
2017-10-06,179.199997
2017-10-09,182.08999599999999
2017-10-10,183.119995
2017-10-11,184.690002
2017-10-12,180.529999
2017-10-13,178.449997
2017-10-16,179.559998
2017-10-17,175.320007
2017-10-18,179.610001
2017-10-19,177.929993
2017-10-20,177.320007
2017-10-23,173.130005
2017-10-24,173.699997
2017-10-25,170.220001
2017-10-26,170.320007
2017-10-27,176.149994
2017-10-30,181.580002
2017-10-31,184.889999
2017-11-01,186.080002
2017-11-02,184.809998
2017-11-03,183.21000700000002
2017-11-06,187.83999599999999
2017-11-07,188.509995
2017-11-08,185.899994
2017-11-09,185.130005
2017-11-10,186.41000400000001
2017-11-13,184.53999299999998
2017-11-14,181.78999299999998
2017-11-15,181.479996
2017-11-16,185.429993
2017-11-17,185.130005
2017-11-20,188.0
2017-11-21,190.899994
2017-11-22,189.83999599999999
2017-11-24,191.190002
2017-11-27,188.029999
2017-11-28,186.690002
2017-11-29,179.91000400000001
2017-11-30,177.080002
2017-12-01,174.610001
2017-12-04,169.580002
2017-12-05,168.96000700000002
2017-12-06,172.630005
2017-12-07,174.470001
2017-12-08,177.619995
2017-12-11,179.28999299999998
2017-12-12,174.639999
2017-12-13,176.470001
2017-12-14,171.75
2017-12-15,173.550003
2017-12-18,173.369995
2017-12-19,171.279999
2017-12-20,172.639999
2017-12-21,175.320007
2017-12-22,176.28999299999998
2017-12-26,172.330002
2017-12-27,172.970001
2017-12-28,172.300003
2017-12-29,172.429993
2018-01-02,183.649994
2018-01-03,184.0
2018-01-04,185.71000700000002
2018-01-05,190.699997
2018-01-08,190.330002
2018-01-09,190.800003
2018-01-10,189.78999299999998
2018-01-11,188.75
2018-01-12,187.78999299999998
2018-01-16,182.399994
2018-01-17,183.830002
2018-01-18,184.399994
2018-01-19,184.050003
2018-01-22,184.020004
2018-01-23,192.279999
2018-01-24,195.529999
2018-01-25,198.330002
2018-01-26,205.220001
2018-01-29,203.009995
2018-01-30,199.66000400000001
2018-01-31,204.28999299999998
2018-02-01,192.220001
2018-02-02,187.309998
2018-02-05,180.529999
2018-02-06,185.169998
2018-02-07,180.300003
2018-02-08,173.699997
2018-02-09,176.669998
2018-02-12,177.440002
2018-02-13,179.25
2018-02-14,186.759995
2018-02-15,187.449997
2018-02-16,183.679993
2018-02-20,187.190002
2018-02-21,188.820007
2018-02-22,188.75
2018-02-23,193.28999299999998
2018-02-26,194.190002
2018-02-27,188.259995
2018-02-28,186.139999
2018-03-01,181.990005
2018-03-02,179.759995
2018-03-05,181.600006
2018-03-06,187.369995
2018-03-07,189.050003
2018-03-08,187.179993
2018-03-09,190.550003
2018-03-12,192.740005
2018-03-13,188.41000400000001
2018-03-14,192.559998
2018-03-15,199.059998
2018-03-16,200.279999
2018-03-19,194.529999
2018-03-20,198.949997
2018-03-21,195.300003
2018-03-22,184.649994
2018-03-23,181.199997
2018-03-26,190.5
2018-03-27,181.889999
2018-03-28,178.91000400000001
2018-03-29,183.53999299999998
2018-04-02,177.610001
2018-04-03,174.669998
2018-04-04,172.070007
2018-04-05,172.570007
2018-04-06,167.520004
2018-04-09,169.869995
2018-04-10,177.100006
2018-04-11,175.360001
2018-04-12,175.919998
2018-04-13,172.03999299999998
2018-04-16,174.699997
2018-04-17,178.699997
2018-04-18,182.679993
2018-04-19,181.389999
2018-04-20,179.110001
2018-04-23,175.570007
2018-04-24,173.08999599999999
2018-04-25,170.220001
2018-04-26,173.899994
2018-04-27,177.16000400000001
2018-04-30,178.53999299999998
2018-05-01,179.5
2018-05-02,181.449997
2018-05-03,182.449997
2018-05-04,188.889999
2018-05-07,195.350006
2018-05-08,196.309998
2018-05-09,195.429993
2018-05-10,195.96000700000002
2018-05-11,194.360001
2018-05-14,198.639999
2018-05-15,196.610001
2018-05-16,198.110001
2018-05-17,196.020004
2018-05-18,195.0
2018-05-21,197.639999
2018-05-22,195.869995
2018-05-23,196.800003
2018-05-24,197.369995
2018-05-25,199.199997
2018-05-29,198.0
2018-05-30,197.979996
2018-05-31,198.009995
2018-06-01,204.33999599999999
2018-06-04,208.949997
2018-06-05,208.369995
2018-06-06,208.300003
2018-06-07,203.619995
2018-06-08,205.070007
2018-06-11,205.699997
2018-06-12,209.080002
2018-06-13,206.619995
2018-06-14,210.86000099999998
2018-06-15,208.0
2018-06-18,208.570007
2018-06-19,204.429993
2018-06-20,206.229996
2018-06-21,202.21000700000002
2018-06-22,202.009995
2018-06-25,191.25
2018-06-26,191.419998
2018-06-27,185.020004
2018-06-28,188.380005
2018-06-29,185.529999
2018-07-02,186.360001
2018-07-03,184.75
2018-07-05,186.880005
2018-07-06,192.270004
2018-07-09,192.75
2018-07-10,192.550003
2018-07-11,187.419998
2018-07-12,190.169998
2018-07-13,190.03999299999998
2018-07-16,190.350006
2018-07-17,192.66000400000001
2018-07-18,190.78999299999998
2018-07-19,187.33999599999999
2018-07-20,187.25
2018-07-23,187.03999299999998
2018-07-24,189.0
2018-07-25,197.979996
2018-07-26,194.179993
2018-07-27,189.419998
2018-07-30,184.820007
2018-07-31,187.229996
2018-08-01,185.270004
2018-08-02,182.600006
2018-08-03,180.83999599999999
2018-08-06,178.619995
2018-08-07,179.919998
2018-08-08,177.520004
2018-08-09,177.190002
2018-08-10,180.009995
2018-08-13,177.679993
2018-08-14,172.529999
2018-08-15,169.830002
2018-08-16,171.990005
2018-08-17,172.779999
2018-08-20,176.28999299999998
2018-08-21,177.919998
2018-08-22,177.850006
2018-08-23,172.229996
2018-08-24,174.229996
2018-08-27,180.649994
2018-08-28,178.190002
2018-08-29,178.5
2018-08-30,174.600006
2018-08-31,175.009995
2018-09-04,170.440002
2018-09-05,164.229996
2018-09-06,159.869995
2018-09-07,162.369995
2018-09-10,156.360001
2018-09-11,157.46000700000002
2018-09-12,161.46000700000002
2018-09-13,165.529999
2018-09-14,164.740005
2018-09-17,158.889999
2018-09-18,156.649994
2018-09-19,162.630005
2018-09-20,165.880005
2018-09-21,164.630005
2018-09-24,163.16000400000001
2018-09-25,164.25
2018-09-26,165.399994
2018-09-27,166.320007
2018-09-28,164.759995
2018-10-01,162.0
2018-10-02,160.229996
2018-10-03,162.369995
2018-10-04,156.130005
2018-10-05,154.630005
2018-10-08,151.139999
2018-10-09,146.940002
2018-10-10,138.28999299999998
2018-10-11,141.899994
2018-10-12,147.28999299999998
2018-10-15,144.16000400000001
2018-10-16,149.600006
2018-10-17,148.139999
2018-10-18,142.020004
2018-10-19,142.929993
2018-10-22,148.800003
2018-10-23,146.649994
2018-10-24,139.610001
2018-10-25,144.600006
2018-10-26,142.869995
2018-10-29,133.380005
2018-10-30,136.330002
2018-10-31,142.279999
2018-11-01,151.25
2018-11-02,147.58999599999999
2018-11-05,144.639999
2018-11-06,147.440002
2018-11-07,152.5
2018-11-08,148.990005
2018-11-09,144.850006
2018-11-12,142.820007
2018-11-13,146.979996
2018-11-14,150.440002
2018-11-15,156.220001
2018-11-16,154.100006
2018-11-19,149.529999
2018-11-20,145.979996
2018-11-21,149.41000400000001
2018-11-23,150.330002
2018-11-26,156.009995
2018-11-27,156.46000700000002
2018-11-28,159.33999599999999
2018-11-29,156.279999
2018-11-30,160.860001
2018-12-03,163.740005
2018-12-04,158.33999599999999
2018-12-06,155.830002
2018-12-07,153.059998
2018-12-10,151.429993
2018-12-11,151.830002
2018-12-12,151.5
2018-12-13,151.479996
2018-12-14,149.0
2018-12-17,143.979996
2018-12-18,140.820007
2018-12-19,137.139999
2018-12-20,135.110001
2018-12-21,132.0
2018-12-24,131.889999
2018-12-26,138.0
2018-12-27,138.449997
2018-12-28,139.08999599999999
2018-12-31,137.070007
2019-01-02,136.699997
2019-01-03,130.600006
2019-01-04,139.75
2019-01-07,143.100006
2019-01-08,146.78999299999998
2019-01-09,151.919998
2019-01-10,151.690002
2019-01-11,151.320007
2019-01-14,149.270004
2019-01-15,150.880005
2019-01-16,154.83999599999999
2019-01-17,155.970001
2019-01-18,157.020004
2019-01-22,152.149994
2019-01-23,152.029999
2019-01-24,155.860001
2019-01-25,159.21000700000002
2019-01-28,158.919998
2019-01-29,156.880005
2019-01-30,166.820007
2019-01-31,168.490005
2019-02-01,167.970001
2019-02-04,166.699997
2019-02-05,171.830002
2019-02-06,171.520004
2019-02-07,166.96000700000002
2019-02-08,167.360001
2019-02-11,167.449997
2019-02-12,168.71000700000002
2019-02-13,169.399994
2019-02-14,168.380005
2019-02-15,166.149994
2019-02-19,170.179993
2019-02-20,170.71000700000002
2019-02-21,171.66000400000001
2019-02-22,176.919998
2019-02-25,183.25
2019-02-26,183.53999299999998
2019-02-27,184.580002
2019-02-28,183.029999
2019-03-01,183.880005
2019-03-04,187.25
2019-03-05,185.0
2019-03-06,184.169998
2019-03-07,177.320007
2019-03-08,175.029999
2019-03-11,180.41000400000001
2019-03-12,180.630005
2019-03-13,180.699997
2019-03-14,180.360001
2019-03-15,180.970001
2019-03-18,181.830002
2019-03-19,182.139999
2019-03-20,181.279999
2019-03-21,181.5
2019-03-22,176.259995
2019-03-25,178.770004
2019-03-26,178.080002
2019-03-27,177.029999
2019-03-28,177.729996
2019-03-29,182.449997
2019-04-01,180.889999
2019-04-02,181.740005
2019-04-03,178.320007
2019-04-04,181.070007
2019-04-05,185.350006
2019-04-08,186.5
2019-04-09,187.190002
2019-04-10,186.190002
2019-04-11,184.979996
