Date,PVH
1991-07-03,13.9375
1991-07-05,13.9375
1991-07-08,13.875
1991-07-09,13.875
1991-07-10,14.375
1991-07-11,14.5
1991-07-12,14.3125
1991-07-15,14.4375
1991-07-16,14.5
1991-07-17,14.1875
1991-07-18,14.3125
1991-07-19,14.5
1991-07-22,14.6875
1991-07-23,14.5625
1991-07-24,14.625
1991-07-25,14.5625
1991-07-26,14.5625
1991-07-29,14.75
1991-07-30,15.0625
1991-07-31,15.1875
1991-08-01,15.1875
1991-08-02,15.3125
1991-08-05,15.4375
1991-08-06,15.4375
1991-08-07,15.5625
1991-08-08,15.75
1991-08-09,15.75
1991-08-12,15.4375
1991-08-13,15.125
1991-08-14,15.625
1991-08-15,15.875
1991-08-16,16.25
1991-08-19,15.8125
1991-08-20,15.75
1991-08-21,16.625
1991-08-22,17.6875
1991-08-23,17.8125
1991-08-26,17.8125
1991-08-27,17.875
1991-08-28,17.0
1991-08-29,17.375
1991-08-30,17.0
1991-09-03,17.0625
1991-09-04,17.0
1991-09-05,16.625
1991-09-06,16.75
1991-09-09,17.0
1991-09-10,16.9375
1991-09-11,16.9375
1991-09-12,17.4375
1991-09-13,17.4375
1991-09-16,17.5625
1991-09-17,17.625
1991-09-18,17.5
1991-09-19,18.3125
1991-09-20,18.5
1991-09-23,18.875
1991-09-24,18.5
1991-09-25,18.625
1991-09-26,18.75
1991-09-27,18.9375
1991-09-30,18.9375
1991-10-01,18.9375
1991-10-02,18.9375
1991-10-03,18.75
1991-10-04,18.0
1991-10-07,17.0
1991-10-08,17.125
1991-10-09,17.1875
1991-10-10,17.25
1991-10-11,17.625
1991-10-14,18.5
1991-10-15,18.75
1991-10-16,18.75
1991-10-17,18.75
1991-10-18,19.125
1991-10-21,18.75
1991-10-22,17.875
1991-10-23,18.5
1991-10-24,18.25
1991-10-25,17.75
1991-10-28,17.75
1991-10-29,17.375
1991-10-30,17.375
1991-10-31,17.375
1991-11-01,17.5
1991-11-04,17.625
1991-11-05,17.75
1991-11-06,17.75
1991-11-07,17.75
1991-11-08,18.0
1991-11-11,17.875
1991-11-12,18.125
1991-11-13,18.25
1991-11-14,19.5
1991-11-15,20.25
1991-11-18,20.0
1991-11-19,18.75
1991-11-20,18.75
1991-11-21,18.5
1991-11-22,18.5
1991-11-25,18.375
1991-11-26,16.5
1991-11-27,15.0
1991-11-29,15.75
1991-12-02,16.5
1991-12-03,16.375
1991-12-04,16.0
1991-12-05,15.25
1991-12-06,15.875
1991-12-09,15.5
1991-12-10,15.5
1991-12-11,15.75
1991-12-12,15.25
1991-12-13,16.25
1991-12-16,17.0
1991-12-17,16.5
1991-12-18,15.375
1991-12-19,15.5
1991-12-20,14.875
1991-12-23,14.75
1991-12-24,14.625
1991-12-26,14.625
1991-12-27,15.375
1991-12-30,16.25
1991-12-31,16.75
1992-01-02,17.5
1992-01-03,18.0
1992-01-06,17.25
1992-01-07,18.0
1992-01-08,19.0
1992-01-09,19.75
1992-01-10,19.375
1992-01-13,19.25
1992-01-14,19.5
1992-01-15,19.875
1992-01-16,20.0
1992-01-17,20.0
1992-01-20,20.125
1992-01-21,19.75
1992-01-22,19.875
1992-01-23,20.375
1992-01-24,19.5
1992-01-27,19.875
1992-01-28,20.0
1992-01-29,21.375
1992-01-30,21.125
1992-01-31,20.875
1992-02-03,21.125
1992-02-04,22.0
1992-02-05,23.75
1992-02-06,24.0
1992-02-07,23.5
1992-02-10,23.5
1992-02-11,23.25
1992-02-12,23.75
1992-02-13,24.125
1992-02-14,24.75
1992-02-18,24.25
1992-02-19,24.125
1992-02-20,23.75
1992-02-21,23.25
1992-02-24,22.75
1992-02-25,22.375
1992-02-26,22.75
1992-02-27,22.625
1992-02-28,22.75
1992-03-02,23.125
1992-03-03,24.75
1992-03-04,24.5
1992-03-05,23.625
1992-03-06,23.375
1992-03-09,22.875
1992-03-10,23.0
1992-03-11,23.125
1992-03-12,23.125
1992-03-13,23.375
1992-03-16,23.25
1992-03-17,23.75
1992-03-18,24.125
1992-03-19,24.5
1992-03-20,24.375
1992-03-23,24.5
1992-03-24,24.75
1992-03-25,24.5
1992-03-26,24.5
1992-03-27,24.0
1992-03-30,23.875
1992-03-31,24.0
1992-04-01,24.5
1992-04-02,24.125
1992-04-03,24.0
1992-04-06,23.875
1992-04-07,23.75
1992-04-08,22.625
1992-04-09,23.125
1992-04-10,23.0
1992-04-13,23.0
1992-04-14,23.25
1992-04-15,23.375
1992-04-16,24.25
1992-04-20,23.75
1992-04-21,23.0
1992-04-22,22.75
1992-04-23,22.25
1992-04-24,22.5
1992-04-27,22.25
1992-04-28,21.75
1992-04-29,22.0
1992-04-30,23.0
1992-05-01,22.5
1992-05-04,23.0
1992-05-05,22.75
1992-05-06,22.625
1992-05-07,22.25
1992-05-08,22.25
1992-05-11,22.25
1992-05-12,22.125
1992-05-13,21.625
1992-05-14,21.25
1992-05-15,20.5
1992-05-18,20.75
1992-05-19,20.75
1992-05-20,20.75
1992-05-21,21.125
1992-05-22,21.0
1992-05-26,20.5
1992-05-27,20.375
1992-05-28,20.375
1992-05-29,21.625
1992-06-01,22.375
1992-06-02,23.25
1992-06-03,23.125
1992-06-04,23.375
1992-06-05,23.375
1992-06-08,23.125
1992-06-09,22.875
1992-06-10,23.0
1992-06-11,22.5
1992-06-12,23.0
1992-06-15,23.25
1992-06-16,23.25
1992-06-17,22.375
1992-06-18,20.875
1992-06-19,21.5
1992-06-22,21.75
1992-06-23,22.125
1992-06-24,22.25
1992-06-25,22.25
1992-06-26,22.25
1992-06-29,22.25
1992-06-30,22.375
1992-07-01,22.875
1992-07-02,22.625
1992-07-06,22.5
1992-07-07,22.0
1992-07-08,21.875
1992-07-09,22.5
1992-07-10,22.25
1992-07-13,22.0
1992-07-14,22.0
1992-07-15,21.75
1992-07-16,21.75
1992-07-17,21.75
1992-07-20,21.625
1992-07-21,21.375
1992-07-22,21.125
1992-07-23,21.125
1992-07-24,21.125
1992-07-27,21.25
1992-07-28,21.875
1992-07-29,22.125
1992-07-30,21.75
1992-07-31,22.125
1992-08-03,22.375
1992-08-04,22.75
1992-08-05,23.0
1992-08-06,23.125
1992-08-07,23.25
1992-08-10,23.5
1992-08-11,23.5
1992-08-12,23.875
1992-08-13,23.75
1992-08-14,24.5
1992-08-17,24.75
1992-08-18,24.5
1992-08-19,24.25
1992-08-20,24.0
1992-08-21,23.5
1992-08-24,23.0
1992-08-25,22.5
1992-08-26,23.25
1992-08-27,23.0
1992-08-28,24.25
1992-08-31,24.375
1992-09-01,24.0
1992-09-02,23.75
1992-09-03,23.625
1992-09-04,24.0
1992-09-08,24.25
1992-09-09,24.625
1992-09-10,25.625
1992-09-11,25.25
1992-09-14,25.25
1992-09-15,24.5
1992-09-16,24.875
1992-09-17,25.0
1992-09-18,25.0
1992-09-21,24.75
1992-09-22,25.625
1992-09-23,25.5
1992-09-24,25.375
1992-09-25,25.0
1992-09-28,24.375
1992-09-29,24.375
1992-09-30,24.375
1992-10-01,24.875
1992-10-02,24.875
1992-10-05,24.125
1992-10-06,24.875
1992-10-07,24.375
1992-10-08,24.375
1992-10-09,24.5
1992-10-12,24.875
1992-10-13,24.875
1992-10-14,24.75
1992-10-15,25.125
1992-10-16,26.0
1992-10-19,26.375
1992-10-20,27.0
1992-10-21,27.25
1992-10-22,26.875
1992-10-23,26.75
1992-10-26,26.75
1992-10-27,26.625
1992-10-28,27.0
1992-10-29,26.875
1992-10-30,26.875
1992-11-02,26.875
1992-11-03,26.0
1992-11-04,26.375
1992-11-05,26.375
1992-11-06,26.5
1992-11-09,26.375
1992-11-10,27.25
1992-11-11,27.875
1992-11-12,28.875
1992-11-13,28.25
1992-11-16,27.375
1992-11-17,27.5
1992-11-18,27.75
1992-11-19,27.75
1992-11-20,27.625
1992-11-23,27.25
1992-11-24,28.0
1992-11-25,28.0
1992-11-27,27.875
1992-11-30,28.0
1992-12-01,28.25
1992-12-02,28.0
1992-12-03,26.875
1992-12-04,27.75
1992-12-07,27.75
1992-12-08,28.125
1992-12-09,27.75
1992-12-10,27.25
1992-12-11,27.375
1992-12-14,27.75
1992-12-15,27.75
1992-12-16,27.25
1992-12-17,27.0
1992-12-18,26.5
1992-12-21,26.875
1992-12-22,26.875
1992-12-23,26.875
1992-12-24,27.0
1992-12-28,27.5
1992-12-29,28.375
1992-12-30,28.75
1992-12-31,29.0
1993-01-04,28.375
1993-01-05,27.375
1993-01-06,28.5
1993-01-07,28.0
1993-01-08,27.625
1993-01-11,27.25
1993-01-12,27.5
1993-01-13,27.75
1993-01-14,27.375
1993-01-15,26.875
1993-01-18,27.0
1993-01-19,26.875
1993-01-20,26.0
1993-01-21,26.0
1993-01-22,27.0
1993-01-25,27.25
1993-01-26,27.75
1993-01-27,27.875
1993-01-28,28.0
1993-01-29,29.0
1993-02-01,29.0
1993-02-02,30.0
1993-02-03,30.0
1993-02-04,30.125
1993-02-05,30.5
1993-02-08,30.0
1993-02-09,29.5
1993-02-10,29.75
1993-02-11,30.5
1993-02-12,30.375
1993-02-16,29.625
1993-02-17,28.625
1993-02-18,27.5
1993-02-19,28.75
1993-02-22,28.875
1993-02-23,28.625
1993-02-24,28.75
1993-02-25,29.625
1993-02-26,29.0
1993-03-01,28.625
1993-03-02,29.625
1993-03-03,29.375
1993-03-04,29.875
1993-03-05,30.125
1993-03-08,30.5
1993-03-09,30.75
1993-03-10,31.875
1993-03-11,32.25
1993-03-12,32.375
1993-03-15,32.5
1993-03-16,31.125
1993-03-17,30.25
1993-03-18,29.875
1993-03-19,30.0
1993-03-22,29.5
1993-03-23,30.125
1993-03-24,29.5
1993-03-25,29.75
1993-03-26,29.875
1993-03-29,30.0
1993-03-30,30.5
1993-03-31,30.875
1993-04-01,30.75
1993-04-02,30.25
1993-04-05,30.5
1993-04-06,30.5
1993-04-07,29.75
1993-04-08,29.625
1993-04-12,29.25
1993-04-13,29.75
1993-04-14,29.375
1993-04-15,28.75
1993-04-16,29.0
1993-04-19,28.0
1993-04-20,27.5
1993-04-21,27.5
1993-04-22,27.25
1993-04-23,26.625
1993-04-26,26.875
1993-04-27,27.75
1993-04-28,27.75
1993-04-29,27.625
1993-04-30,27.875
1993-05-03,28.25
1993-05-04,28.125
1993-05-05,28.125
1993-05-06,28.25
1993-05-07,28.5
1993-05-10,28.5
1993-05-11,28.375
1993-05-12,28.375
1993-05-13,28.5
1993-05-14,28.625
1993-05-17,28.375
1993-05-18,28.625
1993-05-19,29.0
1993-05-20,30.125
1993-05-21,31.125
1993-05-24,31.75
1993-05-25,31.75
1993-05-26,31.25
1993-05-27,31.375
1993-05-28,31.625
1993-06-01,32.75
1993-06-02,33.375
1993-06-03,33.125
1993-06-04,32.5
1993-06-07,32.0
1993-06-08,32.0
1993-06-09,32.0
1993-06-10,31.75
1993-06-11,31.875
1993-06-14,31.5
1993-06-15,32.0
1993-06-16,31.875
1993-06-17,32.0
1993-06-18,32.25
1993-06-21,30.25
1993-06-22,30.5
1993-06-23,29.875
1993-06-24,28.875
1993-06-25,29.75
1993-06-28,29.875
1993-06-29,29.875
1993-06-30,30.75
1993-07-01,30.875
1993-07-02,31.0
1993-07-06,30.125
1993-07-07,30.125
1993-07-08,29.75
1993-07-09,29.625
1993-07-12,28.875
1993-07-13,28.875
1993-07-14,29.125
1993-07-15,29.0
1993-07-16,29.0
1993-07-19,27.75
1993-07-20,27.75
1993-07-21,27.625
1993-07-22,27.375
1993-07-23,27.0
1993-07-26,26.625
1993-07-27,26.5
1993-07-28,25.75
1993-07-29,26.375
1993-07-30,25.875
1993-08-02,26.625
1993-08-03,26.75
1993-08-04,27.375
1993-08-05,27.625
1993-08-06,27.5
1993-08-09,27.75
1993-08-10,28.5
1993-08-11,28.25
1993-08-12,29.25
1993-08-13,28.875
1993-08-16,28.75
1993-08-17,29.125
1993-08-18,29.0
1993-08-19,29.75
1993-08-20,30.125
1993-08-23,29.875
1993-08-24,30.125
1993-08-25,30.25
1993-08-26,30.375
1993-08-27,30.875
1993-08-30,30.25
1993-08-31,31.0
1993-09-01,31.375
1993-09-02,31.75
1993-09-03,31.5
1993-09-07,31.625
1993-09-08,31.25
1993-09-09,31.625
1993-09-10,32.125
1993-09-13,31.625
1993-09-14,31.375
1993-09-15,31.0
1993-09-16,30.5
1993-09-17,29.75
1993-09-20,30.625
1993-09-21,30.75
1993-09-22,30.75
1993-09-23,31.625
1993-09-24,31.25
1993-09-27,31.75
1993-09-28,31.625
1993-09-29,32.0
1993-09-30,32.125
1993-10-01,32.125
1993-10-04,32.5
1993-10-05,33.0
1993-10-06,32.625
1993-10-07,32.5
1993-10-08,32.5
1993-10-11,32.375
1993-10-12,32.375
1993-10-13,33.625
1993-10-14,33.5
1993-10-15,33.25
1993-10-18,32.75
1993-10-19,32.0
1993-10-20,32.625
1993-10-21,33.5
1993-10-22,33.5
1993-10-25,34.0
1993-10-26,34.125
1993-10-27,34.25
1993-10-28,34.0
1993-10-29,32.875
1993-11-01,33.375
1993-11-02,33.25
1993-11-03,33.25
1993-11-04,32.75
1993-11-05,32.5
1993-11-08,32.625
1993-11-09,33.125
1993-11-10,34.25
1993-11-11,34.0
1993-11-12,34.0
1993-11-15,34.25
1993-11-16,33.875
1993-11-17,33.5
1993-11-18,33.75
1993-11-19,34.25
1993-11-22,34.125
1993-11-23,34.625
1993-11-24,34.875
1993-11-26,34.75
1993-11-29,34.75
1993-11-30,33.75
1993-12-01,33.5
1993-12-02,33.25
1993-12-03,33.75
1993-12-06,33.875
1993-12-07,34.25
1993-12-08,34.125
1993-12-09,34.375
1993-12-10,35.0
1993-12-13,36.0
1993-12-14,37.125
1993-12-15,37.0
1993-12-16,36.75
1993-12-17,36.25
1993-12-20,35.25
1993-12-21,34.5
1993-12-22,35.0
1993-12-23,35.75
1993-12-27,35.375
1993-12-28,35.875
1993-12-29,35.625
1993-12-30,36.5
1993-12-31,37.5
1994-01-03,37.125
1994-01-04,36.75
1994-01-05,36.125
1994-01-06,35.0
1994-01-07,34.125
1994-01-10,34.75
1994-01-11,34.875
1994-01-12,34.5
1994-01-13,34.5
1994-01-14,34.875
1994-01-17,34.0
1994-01-18,34.375
1994-01-19,35.0
1994-01-20,36.0
1994-01-21,36.0
1994-01-24,36.0
1994-01-25,36.0
1994-01-26,35.5
1994-01-27,35.75
1994-01-28,35.875
1994-01-31,35.375
1994-02-01,35.5
1994-02-02,35.125
1994-02-03,34.875
1994-02-04,33.875
1994-02-07,34.0
1994-02-08,33.875
1994-02-09,34.0
1994-02-10,34.0
1994-02-11,33.625
1994-02-14,34.0
1994-02-15,34.125
1994-02-16,34.75
1994-02-17,35.25
1994-02-18,35.0
1994-02-22,35.25
1994-02-23,35.5
1994-02-24,34.75
1994-02-25,35.0
1994-02-28,35.625
1994-03-01,35.625
1994-03-02,35.75
1994-03-03,35.625
1994-03-04,35.875
1994-03-07,36.5
1994-03-08,36.125
1994-03-09,36.25
1994-03-10,36.0
1994-03-11,36.125
1994-03-14,36.25
1994-03-15,36.125
1994-03-16,37.125
1994-03-17,37.875
1994-03-18,37.875
1994-03-21,38.125
1994-03-22,37.75
1994-03-23,39.0
1994-03-24,38.25
1994-03-25,38.375
1994-03-28,37.875
1994-03-29,37.125
1994-03-30,36.0
1994-03-31,34.875
1994-04-04,34.25
1994-04-05,34.25
1994-04-06,35.25
1994-04-07,35.125
1994-04-08,35.125
1994-04-11,35.625
1994-04-12,35.625
1994-04-13,33.75
1994-04-14,33.5
1994-04-15,34.0
1994-04-18,34.375
1994-04-19,34.125
1994-04-20,33.75
1994-04-21,33.25
1994-04-22,33.25
1994-04-25,33.75
1994-04-26,33.75
1994-04-28,33.25
1994-04-29,33.25
1994-05-02,33.0
1994-05-03,33.0
1994-05-04,33.0
1994-05-05,33.0
1994-05-06,32.25
1994-05-09,30.875
1994-05-10,31.0
1994-05-11,30.25
1994-05-12,29.75
1994-05-13,29.0
1994-05-16,28.25
1994-05-17,28.875
1994-05-18,29.875
1994-05-19,29.625
1994-05-20,30.0
1994-05-23,30.375
1994-05-24,29.75
1994-05-25,29.625
1994-05-26,29.625
1994-05-27,29.5
1994-05-31,28.375
1994-06-01,28.25
1994-06-02,28.375
1994-06-03,28.125
1994-06-06,28.0
1994-06-07,27.875
1994-06-08,28.0
1994-06-09,27.5
1994-06-10,27.75
1994-06-13,27.875
1994-06-14,27.875
1994-06-15,27.75
1994-06-16,28.5
1994-06-17,28.625
1994-06-20,27.625
1994-06-21,27.375
1994-06-22,27.25
1994-06-23,26.75
1994-06-24,26.625
1994-06-27,26.0
1994-06-28,24.875
1994-06-29,25.375
1994-06-30,25.125
1994-07-01,25.75
1994-07-05,25.375
1994-07-06,25.125
1994-07-07,24.625
1994-07-08,24.625
1994-07-11,23.875
1994-07-12,21.0
1994-07-13,21.5
1994-07-14,22.25
1994-07-15,21.875
1994-07-18,21.5
1994-07-19,21.5
1994-07-20,21.5
1994-07-21,21.5
1994-07-22,21.0
1994-07-25,21.0
1994-07-26,20.5
1994-07-27,20.0
1994-07-28,20.125
1994-07-29,18.875
1994-08-01,18.5
1994-08-02,18.0
1994-08-03,18.0
1994-08-04,18.5
1994-08-05,19.0
1994-08-08,19.5
1994-08-09,19.25
1994-08-10,19.375
1994-08-11,20.125
1994-08-12,20.0
1994-08-15,20.875
1994-08-16,21.125
1994-08-17,21.875
1994-08-18,21.625
1994-08-19,22.125
1994-08-22,21.875
1994-08-23,22.0
1994-08-24,22.875
1994-08-25,22.75
1994-08-26,23.375
1994-08-29,23.0
1994-08-30,22.875
1994-08-31,23.125
1994-09-01,23.125
1994-09-02,23.0
1994-09-06,23.0
1994-09-07,22.75
1994-09-08,23.625
1994-09-09,22.875
1994-09-12,23.125
1994-09-13,23.0
1994-09-14,22.875
1994-09-15,23.25
1994-09-16,23.125
1994-09-19,23.5
1994-09-20,23.5
1994-09-21,22.75
1994-09-22,22.75
1994-09-23,22.5
1994-09-26,22.0
1994-09-27,21.5
1994-09-28,21.75
1994-09-29,20.875
1994-09-30,20.625
1994-10-03,20.5
1994-10-04,20.125
1994-10-05,19.375
1994-10-06,19.25
1994-10-07,19.375
1994-10-10,19.875
1994-10-11,19.75
1994-10-12,19.75
1994-10-13,20.0
1994-10-14,18.75
1994-10-17,17.5
1994-10-18,18.25
1994-10-19,17.875
1994-10-20,14.75
1994-10-21,14.5
1994-10-24,14.375
1994-10-25,14.75
1994-10-26,14.75
1994-10-27,14.75
1994-10-28,14.625
1994-10-31,14.375
1994-11-01,14.625
1994-11-02,14.5
1994-11-03,14.625
1994-11-04,14.5
1994-11-07,14.875
1994-11-08,15.0
1994-11-09,15.25
1994-11-10,15.0
1994-11-11,15.25
1994-11-14,15.375
1994-11-15,15.375
1994-11-16,15.75
1994-11-17,15.625
1994-11-18,15.5
1994-11-21,15.125
1994-11-22,15.125
1994-11-23,15.0
1994-11-25,15.0
1994-11-28,15.125
1994-11-29,15.75
1994-11-30,15.875
1994-12-01,15.5
1994-12-02,16.25
1994-12-05,15.625
1994-12-06,15.5
1994-12-07,15.25
1994-12-08,14.125
1994-12-09,14.25
1994-12-12,14.125
1994-12-13,14.5
1994-12-14,14.5
1994-12-15,14.375
1994-12-16,14.5
1994-12-19,15.125
1994-12-20,15.375
1994-12-21,15.25
1994-12-22,15.125
1994-12-23,15.375
1994-12-27,15.75
1994-12-28,15.375
1994-12-29,15.625
1994-12-30,15.25
1995-01-03,15.875
1995-01-04,15.5
1995-01-05,16.0
1995-01-06,16.125
1995-01-09,16.125
1995-01-10,16.125
1995-01-11,15.875
1995-01-12,15.75
1995-01-13,15.625
1995-01-16,15.75
1995-01-17,15.75
1995-01-18,15.625
1995-01-19,15.625
1995-01-20,15.375
1995-01-23,15.5
1995-01-24,15.375
1995-01-25,15.875
1995-01-26,15.875
1995-01-27,16.0
1995-01-30,15.625
1995-01-31,15.75
1995-02-01,15.5
1995-02-02,15.875
1995-02-03,16.5
1995-02-06,16.375
1995-02-07,16.375
1995-02-08,16.375
1995-02-09,16.125
1995-02-10,16.375
1995-02-13,16.5
1995-02-14,18.0
1995-02-15,17.25
1995-02-16,17.0
1995-02-17,16.875
1995-02-21,17.0
1995-02-22,16.75
1995-02-23,16.75
1995-02-24,16.625
1995-02-27,16.625
1995-02-28,16.75
1995-03-01,17.125
1995-03-02,17.5
1995-03-03,17.375
1995-03-06,17.25
1995-03-07,17.125
1995-03-08,17.375
1995-03-09,17.5
1995-03-10,17.625
1995-03-13,17.375
1995-03-14,17.5
1995-03-15,17.375
1995-03-16,17.0
1995-03-17,16.875
1995-03-20,17.0
1995-03-21,16.875
1995-03-22,16.75
1995-03-23,16.5
1995-03-24,16.75
1995-03-27,16.25
1995-03-28,16.375
1995-03-29,16.0
1995-03-30,16.125
1995-03-31,15.75
1995-04-03,15.25
1995-04-04,15.125
1995-04-05,15.875
1995-04-06,15.75
1995-04-07,15.625
1995-04-10,15.5
1995-04-11,15.75
1995-04-12,15.125
1995-04-13,15.375
1995-04-17,15.625
1995-04-18,15.25
1995-04-19,15.25
1995-04-20,15.375
1995-04-21,15.25
1995-04-24,15.0
1995-04-25,15.375
1995-04-26,15.375
1995-04-27,15.375
1995-04-28,15.375
1995-05-01,15.0
1995-05-02,14.875
1995-05-03,15.125
1995-05-04,14.75
1995-05-05,14.75
1995-05-08,15.0
1995-05-09,15.0
1995-05-10,14.875
1995-05-11,14.75
1995-05-12,14.875
1995-05-15,15.25
1995-05-16,15.25
1995-05-17,15.5
1995-05-18,15.125
1995-05-19,15.125
1995-05-22,15.0
1995-05-23,15.125
1995-05-24,15.25
1995-05-25,15.375
1995-05-26,14.75
1995-05-30,15.0
1995-05-31,15.25
1995-06-01,15.0
1995-06-02,15.0
1995-06-05,15.0
1995-06-06,15.0
1995-06-07,14.75
1995-06-08,14.375
1995-06-09,14.625
1995-06-12,14.75
1995-06-13,14.875
1995-06-14,15.125
1995-06-15,15.0
1995-06-16,15.125
1995-06-19,14.5
1995-06-20,14.25
1995-06-21,14.625
1995-06-22,14.875
1995-06-23,14.5
1995-06-26,14.5
1995-06-27,14.0
1995-06-28,14.75
1995-06-29,14.75
1995-06-30,15.5
1995-07-03,15.375
1995-07-05,14.875
1995-07-06,15.5
1995-07-07,15.75
1995-07-10,15.625
1995-07-11,15.625
1995-07-12,15.5
1995-07-13,15.625
1995-07-14,16.625
1995-07-17,16.875
1995-07-18,16.375
1995-07-19,15.875
1995-07-20,16.375
1995-07-21,16.25
1995-07-24,16.0
1995-07-25,15.875
1995-07-26,15.75
1995-07-27,15.75
1995-07-28,15.875
1995-07-31,15.75
1995-08-01,15.5
1995-08-02,15.5
1995-08-03,15.375
1995-08-04,15.25
1995-08-07,15.25
1995-08-08,15.5
1995-08-09,15.0
1995-08-10,15.0
1995-08-11,14.75
1995-08-14,15.125
1995-08-15,15.25
1995-08-16,15.0
1995-08-17,15.25
1995-08-18,15.5
1995-08-21,15.75
1995-08-22,15.5
1995-08-23,15.125
1995-08-24,15.0
1995-08-25,15.125
1995-08-28,15.0
1995-08-29,14.75
1995-08-30,14.625
1995-08-31,14.75
1995-09-01,14.375
1995-09-05,14.25
1995-09-06,14.25
1995-09-07,14.625
1995-09-08,14.625
1995-09-11,14.625
1995-09-12,14.625
1995-09-13,14.375
1995-09-14,11.75
1995-09-15,11.625
1995-09-18,11.5
1995-09-19,11.625
1995-09-20,12.0
1995-09-21,12.0
1995-09-22,12.125
1995-09-25,11.5
1995-09-26,11.75
1995-09-27,11.75
1995-09-28,11.625
1995-09-29,11.5
1995-10-02,11.0
1995-10-03,11.125
1995-10-04,10.5
1995-10-05,10.75
1995-10-06,10.5
1995-10-09,10.5
1995-10-10,10.375
1995-10-11,10.375
1995-10-12,10.75
1995-10-13,11.0
1995-10-16,11.0
1995-10-17,11.0
1995-10-18,10.625
1995-10-19,10.375
1995-10-20,10.125
1995-10-23,10.125
1995-10-24,9.875
1995-10-25,9.625
1995-10-26,9.875
1995-10-27,10.375
1995-10-30,10.375
1995-10-31,10.125
1995-11-01,10.25
1995-11-02,10.625
1995-11-03,10.75
1995-11-06,11.0
1995-11-07,10.875
1995-11-08,11.25
1995-11-09,11.25
1995-11-10,11.0
1995-11-13,11.0
1995-11-14,10.875
1995-11-15,11.125
1995-11-16,11.375
1995-11-17,11.375
1995-11-20,11.0
1995-11-21,11.0
1995-11-22,10.75
1995-11-24,10.875
1995-11-27,10.625
1995-11-28,10.125
1995-11-29,10.375
1995-11-30,10.375
1995-12-01,10.5
1995-12-04,10.25
1995-12-05,10.125
1995-12-06,10.125
1995-12-07,10.0
1995-12-08,9.875
1995-12-11,10.125
1995-12-12,10.25
1995-12-13,10.125
1995-12-14,10.125
1995-12-15,9.75
1995-12-18,9.625
1995-12-19,9.5
1995-12-20,10.0
1995-12-21,9.625
1995-12-22,9.75
1995-12-26,9.875
1995-12-27,9.625
1995-12-28,10.0
1995-12-29,9.875
1996-01-02,9.5
1996-01-03,9.875
1996-01-04,10.875
1996-01-05,10.0
1996-01-08,10.25
1996-01-09,10.0
1996-01-10,10.25
1996-01-11,10.0
1996-01-12,10.0
1996-01-15,9.875
1996-01-16,10.125
1996-01-17,10.0
1996-01-18,10.125
1996-01-19,10.375
1996-01-22,10.625
1996-01-23,10.375
1996-01-24,10.0
1996-01-25,10.25
1996-01-26,10.0
1996-01-29,10.25
1996-01-30,10.375
1996-01-31,10.5
1996-02-01,10.5
1996-02-02,10.5
1996-02-05,10.375
1996-02-06,10.625
1996-02-07,10.5
1996-02-08,10.625
1996-02-09,10.75
1996-02-12,10.5
1996-02-13,10.5
1996-02-14,10.375
1996-02-15,10.25
1996-02-16,10.125
1996-02-20,10.125
1996-02-21,10.0
1996-02-22,10.125
1996-02-23,10.5
1996-02-26,10.5
1996-02-27,10.375
1996-02-28,10.25
1996-02-29,9.875
1996-03-01,9.625
1996-03-04,10.125
1996-03-05,10.75
1996-03-06,11.0
1996-03-07,11.375
1996-03-08,10.625
1996-03-11,10.75
1996-03-12,10.75
1996-03-13,10.75
1996-03-14,10.625
1996-03-15,11.125
1996-03-18,11.25
1996-03-19,11.125
1996-03-20,11.125
1996-03-21,11.125
1996-03-22,11.125
1996-03-25,11.25
1996-03-26,11.125
1996-03-27,11.375
1996-03-28,11.375
1996-03-29,11.75
1996-04-01,12.125
1996-04-02,12.875
1996-04-03,12.875
1996-04-04,13.375
1996-04-08,12.875
1996-04-09,13.125
1996-04-10,12.5
1996-04-11,13.25
1996-04-12,13.0
1996-04-15,13.125
1996-04-16,12.875
1996-04-17,12.5
1996-04-18,12.5
1996-04-19,12.75
1996-04-22,12.75
1996-04-23,12.625
1996-04-24,12.625
1996-04-25,13.0
1996-04-26,13.125
1996-04-29,13.0
1996-04-30,13.25
1996-05-01,13.5
1996-05-02,13.125
1996-05-03,13.0
1996-05-06,13.0
1996-05-07,12.875
1996-05-08,12.875
1996-05-09,13.0
1996-05-10,13.875
1996-05-13,13.875
1996-05-14,14.5
1996-05-15,13.875
1996-05-16,13.75
1996-05-17,13.625
1996-05-20,13.25
1996-05-21,13.25
1996-05-22,12.625
1996-05-23,13.0
1996-05-24,13.125
1996-05-28,13.375
1996-05-29,13.25
1996-05-30,13.375
1996-05-31,13.375
1996-06-03,13.125
1996-06-04,13.375
1996-06-05,13.625
1996-06-06,13.75
1996-06-07,13.625
1996-06-10,12.875
1996-06-11,13.0
1996-06-12,12.875
1996-06-13,13.0
1996-06-14,12.625
1996-06-17,13.125
1996-06-18,13.125
1996-06-19,12.75
1996-06-20,12.625
1996-06-21,12.75
1996-06-24,12.875
1996-06-25,12.625
1996-06-26,12.5
1996-06-27,12.375
1996-06-28,12.75
1996-07-01,13.0
1996-07-02,13.0
1996-07-03,13.0
1996-07-05,12.25
1996-07-08,12.625
1996-07-09,12.25
