Date,TDW
1980-03-17,709.677429
1980-03-18,709.677429
1980-03-19,736.559143
1980-03-20,747.311829
1980-03-21,744.623657
1980-03-24,725.806458
1980-03-25,715.053772
1980-03-26,723.118286
1980-03-27,637.0968019999999
1980-03-28,655.914001
1980-03-31,674.7312009999999
1980-04-01,680.1075440000001
1980-04-02,690.860229
1980-04-03,693.548401
1980-04-07,661.290344
1980-04-08,650.537659
1980-04-09,677.4193730000001
1980-04-10,693.548401
1980-04-11,717.741943
1980-04-14,706.9892580000001
1980-04-15,693.548401
1980-04-16,674.7312009999999
1980-04-17,674.7312009999999
1980-04-18,685.483887
1980-04-21,666.666687
1980-04-22,698.924744
1980-04-23,701.612915
1980-04-24,706.9892580000001
1980-04-25,723.118286
1980-04-28,728.494629
1980-04-29,741.9354860000001
1980-04-30,747.311829
1980-05-01,752.688171
1980-05-02,750.0
1980-05-05,750.0
1980-05-06,768.8172
1980-05-07,760.752686
1980-05-08,752.688171
1980-05-09,752.688171
1980-05-12,758.0645139999999
1980-05-13,760.752686
1980-05-14,752.688171
1980-05-15,747.311829
1980-05-16,741.9354860000001
1980-05-19,731.1828
1980-05-20,715.053772
1980-05-21,720.430115
1980-05-22,744.623657
1980-05-23,752.688171
1980-05-27,752.688171
1980-05-28,752.688171
1980-05-29,768.8172
1980-05-30,758.0645139999999
1980-06-02,758.0645139999999
1980-06-03,793.0107419999999
1980-06-04,806.451599
1980-06-05,822.5806269999999
1980-06-06,827.9569700000001
1980-06-09,817.2042849999999
1980-06-10,811.827942
1980-06-11,844.085999
1980-06-12,833.333313
1980-06-13,838.709656
1980-06-16,838.709656
1980-06-17,849.462341
1980-06-18,860.215027
1980-06-19,846.7741699999999
1980-06-20,844.085999
1980-06-23,862.9031980000001
1980-06-24,887.0968019999999
1980-06-25,881.720459
1980-06-26,870.9677119999999
1980-06-27,876.344116
1980-06-30,841.397827
1980-07-01,862.9031980000001
1980-07-02,865.5913699999999
1980-07-03,879.0322880000001
1980-07-07,887.0968019999999
1980-07-08,862.9031980000001
1980-07-09,854.838684
1980-07-10,849.462341
1980-07-11,881.720459
1980-07-14,887.0968019999999
1980-07-15,919.354858
1980-07-16,940.8602289999999
1980-07-17,938.172058
1980-07-18,978.4946289999999
1980-07-21,978.4946289999999
1980-07-22,967.741943
1980-07-23,967.741943
1980-07-24,970.430115
1980-07-25,967.741943
1980-07-28,967.741943
1980-07-29,965.0537720000001
1980-07-30,959.677429
1980-07-31,938.172058
1980-08-01,932.7957150000001
1980-08-04,924.7312009999999
1980-08-05,943.548401
1980-08-06,940.8602289999999
1980-08-07,948.9247439999999
1980-08-08,983.870972
1980-08-11,983.870972
1980-08-12,973.1182859999999
1980-08-13,946.236572
1980-08-14,973.1182859999999
1980-08-15,989.2473140000001
1980-08-18,983.870972
1980-08-19,973.1182859999999
1980-08-20,973.1182859999999
1980-08-21,1010.7526859999999
1980-08-22,1048.387085
1980-08-25,1043.010742
1980-08-26,1034.946289
1980-08-27,1032.258057
1980-08-28,1021.5053710000001
1980-08-29,1008.064514
1980-09-02,1008.064514
1980-09-03,1053.763428
1980-09-04,1064.5161130000001
1980-09-05,1059.139771
1980-09-08,1064.5161130000001
1980-09-09,1064.5161130000001
1980-09-10,1094.0860599999999
1980-09-11,1150.5375980000001
1980-09-12,1166.666626
1980-09-15,1166.666626
1980-09-16,1166.666626
1980-09-17,1198.924683
1980-09-18,1180.107544
1980-09-19,1182.795654
1980-09-22,1185.4838869999999
1980-09-23,1180.107544
1980-09-24,1174.731201
1980-09-25,1161.290283
1980-09-26,1139.7849119999998
1980-09-29,1107.526855
1980-09-30,1120.967773
1980-10-01,1129.032227
1980-10-02,1153.22583
1980-10-03,1188.1719970000001
1980-10-06,1217.741943
1980-10-07,1215.053711
1980-10-08,1220.430054
1980-10-09,1215.053711
1980-10-10,1209.677368
1980-10-13,1220.430054
1980-10-14,1215.053711
1980-10-15,1247.311768
1980-10-16,1260.752686
1980-10-17,1260.752686
1980-10-20,1268.817261
1980-10-21,1263.440918
1980-10-22,1276.881714
1980-10-23,1252.688232
1980-10-24,1258.064575
1980-10-27,1225.8063960000002
1980-10-28,1231.182739
1980-10-29,1217.741943
1980-10-30,1205.645142
1980-10-31,1254.032227
1980-11-03,1241.935425
1980-11-05,1225.8063960000002
1980-11-06,1250.0
1980-11-07,1237.903198
1980-11-10,1237.903198
1980-11-11,1334.677368
1980-11-12,1443.54834
1980-11-13,1552.419312
1980-11-14,1592.741943
1980-11-17,1596.77417
1980-11-18,1645.161255
1980-11-19,1661.290283
1980-11-20,1673.387085
1980-11-21,1733.870972
1980-11-24,1677.419312
