Date,WLTW
2001-06-12,43.973511
2001-06-13,43.841060999999996
2001-06-14,42.913906
2001-06-15,43.576159999999994
2001-06-18,45.139072
2001-06-19,45.960266
2001-06-20,47.152317
2001-06-21,47.152317
2001-06-22,46.304634
2001-06-25,46.754967
2001-06-26,45.033112
2001-06-27,45.827816
2001-06-28,46.357616
2001-06-29,47.019867
2001-07-02,46.357616
2001-07-03,46.092715999999996
2001-07-05,47.072849
2001-07-06,46.966888
2001-07-09,45.298012
2001-07-10,44.768211
2001-07-11,45.695366
2001-07-12,44.688744
2001-07-13,45.695366
2001-07-16,45.960266
2001-07-17,45.960266
2001-07-18,45.430462
2001-07-19,45.033112
2001-07-20,44.900661
2001-07-23,44.900661
2001-07-24,43.443709999999996
2001-07-25,43.046356
2001-07-26,43.60265
2001-07-27,45.562915999999994
2001-07-30,45.033112
2001-07-31,45.695366
2001-08-01,45.748344
2001-08-02,44.370861
2001-08-03,46.754967
2001-08-06,47.682117
2001-08-07,46.357616
2001-08-08,46.490066999999996
2001-08-09,46.119205
2001-08-10,46.887417
2001-08-13,47.443709999999996
2001-08-14,48.079471999999996
2001-08-15,48.344372
2001-08-16,48.768211
2001-08-17,49.271522999999995
2001-08-20,51.655628
2001-08-21,50.463577
2001-08-22,52.847682999999996
2001-08-23,52.185429
2001-08-24,50.860928
2001-08-27,50.331127
2001-08-28,50.331127
2001-08-29,50.331127
2001-08-30,49.721855
2001-08-31,49.827816
2001-09-04,49.403973
2001-09-05,48.609272
2001-09-06,47.576159999999994
2001-09-07,47.046356
2001-09-10,46.622516999999995
2001-09-17,50.993378
2001-09-18,51.920528000000004
2001-09-19,53.642384
2001-09-20,56.68874399999999
2001-09-21,55.099339
2001-09-24,55.629139
2001-09-25,55.761589
2001-09-26,58.913906000000004
2001-09-27,63.443709999999996
2001-09-28,61.960266000000004
2001-10-01,61.139072
2001-10-02,60.13245
2001-10-03,61.48344399999999
2001-10-04,61.165562
2001-10-05,62.11920500000001
2001-10-08,61.24503299999999
2001-10-09,60.927151
2001-10-10,62.410594999999994
2001-10-11,62.225166
2001-10-12,61.986755
2001-10-15,60.39735
2001-10-16,59.4702
2001-10-17,59.576159999999994
2001-10-18,61.35099399999999
2001-10-19,61.721855000000005
2001-10-22,65.695366
2001-10-23,65.562912
2001-10-24,63.072849
2001-10-25,64.211922
2001-10-26,66.278145
2001-10-29,66.225166
2001-10-30,61.562916
2001-10-31,61.695366
2001-11-01,61.721855000000005
2001-11-02,63.576159999999994
2001-11-05,64.900665
2001-11-06,65.933777
2001-11-07,66.25165600000001
2001-11-08,65.24503299999999
2001-11-09,60.927151
2001-11-12,61.324505
2001-11-13,62.251656000000004
2001-11-14,61.086093999999996
2001-11-15,60.927151
2001-11-16,60.0
2001-11-19,58.807945
2001-11-20,58.807945
2001-11-21,59.205299
2001-11-23,61.562916
2001-11-26,61.986755
2001-11-27,62.781456000000006
2001-11-28,61.774834
2001-11-29,63.205299
2001-11-30,62.728477000000005
2001-12-03,62.384106
2001-12-04,62.887417000000006
2001-12-05,62.437084
2001-12-06,63.046356
2001-12-07,62.11920500000001
2001-12-10,61.192055
2001-12-11,61.854305000000004
2001-12-12,61.721855000000005
2001-12-13,61.960266000000004
2001-12-14,61.589405000000006
2001-12-17,61.192055
2001-12-18,61.059601
2001-12-19,62.198677
2001-12-20,62.357616
2001-12-21,61.059601
2001-12-24,61.165562
2001-12-26,60.927151
2001-12-27,61.324505
2001-12-28,61.986755
2001-12-31,62.384106
2002-01-02,62.251656000000004
2002-01-03,63.046356
2002-01-04,62.913906000000004
2002-01-07,61.324505
2002-01-08,57.48344399999999
2002-01-09,58.966888
2002-01-10,61.059601
2002-01-11,62.781456000000006
2002-01-14,63.364239000000005
2002-01-15,64.05297900000001
2002-01-16,63.973511
2002-01-17,63.60265
2002-01-18,63.576159999999994
2002-01-22,63.814570999999994
2002-01-23,63.973511
2002-01-24,64.18543199999999
2002-01-25,65.695366
2002-01-28,65.48344399999999
2002-01-29,65.19205500000001
2002-01-30,67.920532
2002-01-31,70.940399
2002-02-01,72.662254
2002-02-04,72.476822
2002-02-05,74.119202
2002-02-06,73.059601
2002-02-07,71.655632
2002-02-08,73.08609
2002-02-11,72.980133
2002-02-12,73.50993299999999
2002-02-13,73.907288
2002-02-14,75.231789
2002-02-15,73.218544
2002-02-19,71.788078
2002-02-20,71.523178
2002-02-21,71.84105699999999
2002-02-22,70.463577
2002-02-25,71.364235
2002-02-26,70.331123
2002-02-27,70.701988
2002-02-28,71.496689
2002-03-01,71.258278
2002-03-04,71.12583199999999
2002-03-05,70.993378
2002-03-06,69.642387
2002-03-07,67.973511
2002-03-08,67.973511
2002-03-11,66.887421
2002-03-12,68.635765
2002-03-13,67.94702099999999
2002-03-14,68.211922
2002-03-15,66.887421
2002-03-18,65.960266
2002-03-19,66.56953399999999
2002-03-20,66.119202
2002-03-21,67.94702099999999
2002-03-22,67.496689
2002-03-25,66.49006700000001
2002-03-26,65.721855
2002-03-27,65.43046600000001
2002-03-28,65.43046600000001
