Date,EQNR
2006-05-18,27.870001000000002
2006-05-19,28.32
2006-05-22,27.559998999999998
2006-05-23,28.790001
2006-05-24,27.950001
2006-05-25,29.209999
2006-05-26,29.629998999999998
2006-05-30,29.07
2006-05-31,29.299999
2006-06-01,29.43
2006-06-02,29.860001
2006-06-05,29.360001
2006-06-06,29.0
2006-06-07,27.889999
2006-06-08,27.0
2006-06-09,26.620001000000002
2006-06-12,25.799999
2006-06-13,24.49
2006-06-14,25.110001
2006-06-15,27.040001
2006-06-16,26.0
2006-06-19,25.16
2006-06-20,24.940001000000002
2006-06-21,25.33
2006-06-22,25.65
2006-06-23,26.42
2006-06-26,26.77
2006-06-27,27.290001
2006-06-28,27.9
2006-06-29,28.92
2006-06-30,28.52
2006-07-03,29.040001
2006-07-05,28.780001000000002
2006-07-06,28.889999
2006-07-07,29.52
2006-07-10,29.16
2006-07-11,29.459999
2006-07-12,29.73
2006-07-13,29.809998999999998
2006-07-14,30.450001
2006-07-17,29.09
2006-07-18,28.530001000000002
2006-07-19,28.73
2006-07-20,28.450001
2006-07-21,28.059998999999998
2006-07-24,28.92
2006-07-25,29.559998999999998
2006-07-26,29.879998999999998
2006-07-27,30.1
2006-07-28,30.15
2006-07-31,29.889999
2006-08-01,29.92
2006-08-02,30.0
2006-08-03,29.66
2006-08-04,29.32
2006-08-07,29.879998999999998
2006-08-08,29.959999
2006-08-09,29.67
2006-08-10,28.92
2006-08-11,28.530001000000002
2006-08-14,27.709999
2006-08-15,28.290001
2006-08-16,27.68
2006-08-17,27.030001000000002
2006-08-18,27.66
2006-08-21,28.379998999999998
2006-08-22,28.08
2006-08-23,28.01
2006-08-24,27.870001000000002
2006-08-25,27.75
2006-08-28,27.549999
2006-08-29,26.860001
2006-08-30,26.809998999999998
2006-08-31,27.030001000000002
2006-09-01,27.51
2006-09-05,28.17
2006-09-06,26.860001
2006-09-07,26.049999
2006-09-08,25.25
2006-09-11,23.99
2006-09-12,24.200001
2006-09-13,24.719998999999998
2006-09-14,24.34
2006-09-15,24.120001000000002
2006-09-18,25.120001000000002
2006-09-19,24.68
2006-09-20,24.120001000000002
2006-09-21,24.0
2006-09-22,23.57
2006-09-25,23.15
2006-09-26,23.540001
2006-09-27,24.629998999999998
2006-09-28,24.66
2006-09-29,23.82
2006-10-02,23.18
2006-10-03,22.389999
2006-10-04,22.77
2006-10-05,23.08
2006-10-06,22.76
2006-10-09,22.77
2006-10-10,23.200001
2006-10-11,22.870001000000002
2006-10-12,23.27
2006-10-13,23.84
2006-10-16,24.940001000000002
2006-10-17,24.75
2006-10-18,24.709999
2006-10-19,25.42
2006-10-20,25.370001000000002
2006-10-23,24.940001000000002
2006-10-24,25.34
2006-10-25,25.889999
2006-10-26,25.879998999999998
2006-10-27,25.67
2006-10-30,25.040001
2006-10-31,25.360001
2006-11-01,25.75
2006-11-02,25.73
2006-11-03,26.33
2006-11-06,26.799999
2006-11-07,26.530001000000002
2006-11-08,27.059998999999998
2006-11-09,27.25
2006-11-10,27.01
2006-11-13,27.290001
2006-11-14,27.360001
2006-11-15,27.219998999999998
2006-11-16,26.690001000000002
2006-11-17,26.200001
2006-11-20,26.290001
2006-11-21,26.92
2006-11-22,26.65
2006-11-24,26.52
2006-11-27,26.309998999999998
2006-11-28,26.379998999999998
2006-11-29,27.92
2006-11-30,27.9
2006-12-01,27.91
2006-12-04,27.9
2006-12-05,28.18
2006-12-06,27.629998999999998
2006-12-07,27.52
2006-12-08,27.200001
2006-12-11,27.02
2006-12-12,27.379998999999998
2006-12-13,27.26
2006-12-14,27.969998999999998
2006-12-15,27.629998999999998
2006-12-18,26.74
2006-12-19,26.969998999999998
2006-12-20,26.66
2006-12-21,25.950001
2006-12-22,26.27
2006-12-26,26.26
2006-12-27,26.24
2006-12-28,26.469998999999998
2006-12-29,26.32
2007-01-03,25.690001000000002
2007-01-04,24.690001000000002
2007-01-05,24.549999
2007-01-08,24.84
2007-01-09,24.17
2007-01-10,23.719998999999998
2007-01-11,23.709999
2007-01-12,24.450001
2007-01-16,24.42
2007-01-17,24.27
2007-01-18,24.190001000000002
2007-01-19,25.0
2007-01-22,24.73
2007-01-23,25.540001
2007-01-24,25.93
2007-01-25,25.41
2007-01-26,26.15
2007-01-29,26.049999
2007-01-30,26.58
2007-01-31,26.860001
2007-02-01,26.879998999999998
2007-02-02,26.879998999999998
2007-02-05,26.66
2007-02-06,26.6
2007-02-07,26.07
2007-02-08,26.129998999999998
2007-02-09,26.049999
2007-02-12,25.860001
2007-02-13,26.290001
2007-02-14,26.469998999999998
2007-02-15,26.290001
2007-02-16,25.969998999999998
2007-02-20,25.66
2007-02-21,25.73
2007-02-22,26.1
2007-02-23,26.549999
2007-02-26,26.82
2007-02-27,25.49
2007-02-28,25.559998999999998
2007-03-01,25.84
2007-03-02,25.24
2007-03-05,24.389999
2007-03-06,24.879998999999998
2007-03-07,25.0
2007-03-08,25.41
2007-03-09,25.450001
2007-03-12,25.33
2007-03-13,24.83
2007-03-14,24.950001
2007-03-15,25.0
2007-03-16,24.83
2007-03-19,25.59
2007-03-20,25.639999
2007-03-21,25.98
2007-03-22,26.469998999999998
2007-03-23,26.82
2007-03-26,27.02
2007-03-27,26.799999
2007-03-28,27.1
2007-03-29,27.74
2007-03-30,27.08
2007-04-02,27.26
2007-04-03,27.0
2007-04-04,27.200001
2007-04-05,27.27
2007-04-09,27.1
2007-04-10,27.66
2007-04-11,27.549999
2007-04-12,27.84
2007-04-13,28.18
2007-04-16,28.48
2007-04-17,28.110001
2007-04-18,27.83
2007-04-19,27.6
2007-04-20,28.08
2007-04-23,28.469998999999998
2007-04-24,28.4
2007-04-25,28.799999
2007-04-26,28.15
2007-04-27,28.209999
2007-04-30,28.07
2007-05-01,28.190001000000002
2007-05-02,28.91
2007-05-03,29.23
2007-05-04,29.120001000000002
2007-05-07,29.43
2007-05-08,28.92
2007-05-09,28.610001
2007-05-10,27.77
2007-05-11,26.440001000000002
2007-05-14,26.389999
2007-05-15,26.93
2007-05-16,26.889999
2007-05-17,27.23
2007-05-18,27.93
2007-05-21,28.059998999999998
2007-05-22,27.950001
2007-05-23,28.32
2007-05-24,27.67
2007-05-25,27.82
2007-05-29,27.74
2007-05-30,27.209999
2007-05-31,27.299999
2007-06-01,28.18
2007-06-04,28.360001
2007-06-05,28.059998999999998
2007-06-06,27.58
2007-06-07,27.26
2007-06-08,27.49
2007-06-11,27.76
2007-06-12,27.129998999999998
2007-06-13,27.5
2007-06-14,28.18
2007-06-15,29.08
2007-06-18,29.24
2007-06-19,29.67
2007-06-20,29.049999
2007-06-21,29.85
2007-06-22,29.51
2007-06-25,29.42
2007-06-26,29.02
2007-06-27,29.559998999999998
2007-06-28,30.209999
2007-06-29,31.01
2007-07-02,31.49
2007-07-03,31.139999
2007-07-05,32.27
2007-07-06,32.48
2007-07-09,32.380001
2007-07-10,32.009997999999996
2007-07-11,32.290001000000004
2007-07-12,33.5
2007-07-13,33.400002
2007-07-16,32.59
2007-07-17,32.32
2007-07-18,32.59
2007-07-19,32.290001000000004
2007-07-20,32.09
2007-07-23,32.049999
2007-07-24,30.77
2007-07-25,30.959999
2007-07-26,29.549999
2007-07-27,28.639999
2007-07-30,29.440001000000002
2007-07-31,29.6
2007-08-01,29.23
2007-08-02,29.440001000000002
2007-08-03,28.75
2007-08-06,28.41
2007-08-07,28.620001000000002
2007-08-08,29.15
2007-08-09,27.65
2007-08-10,27.67
2007-08-13,27.5
2007-08-14,27.23
2007-08-15,26.280001000000002
2007-08-16,26.01
2007-08-17,26.83
2007-08-20,27.32
2007-08-21,26.5
2007-08-22,27.18
2007-08-23,27.6
2007-08-24,28.41
2007-08-27,28.07
2007-08-28,26.92
2007-08-29,27.860001
2007-08-30,28.209999
2007-08-31,28.780001000000002
2007-09-04,29.879998999999998
2007-09-05,30.4
2007-09-06,30.67
2007-09-07,30.25
2007-09-10,30.43
2007-09-11,31.17
2007-09-12,31.540001
2007-09-13,32.5
2007-09-14,31.860001
2007-09-17,32.150002
2007-09-18,32.91
2007-09-19,33.709998999999996
2007-09-20,34.419998
2007-09-21,34.619999
2007-09-24,34.560001
2007-09-25,33.700001
2007-09-26,33.5
2007-09-27,33.459998999999996
2007-09-28,33.919998
2007-10-01,34.18
2007-10-02,32.900002
2007-10-03,32.18
2007-10-04,32.439999
2007-10-05,32.400002
2007-10-08,31.48
2007-10-09,31.76
2007-10-10,32.189999
2007-10-11,32.779999
2007-10-12,33.82
2007-10-15,34.209998999999996
2007-10-16,34.419998
2007-10-17,33.98
2007-10-18,33.700001
2007-10-19,32.880001
2007-10-22,32.009997999999996
2007-10-23,32.970001
2007-10-24,32.509997999999996
2007-10-25,33.619999
2007-10-26,34.150002
2007-10-29,35.310001
2007-10-30,33.77
2007-10-31,34.080002
2007-11-01,32.560001
2007-11-02,33.43
2007-11-05,32.970001
2007-11-06,34.099998
2007-11-07,33.939999
2007-11-08,34.23
2007-11-09,33.369999
2007-11-12,31.540001
2007-11-13,31.719998999999998
2007-11-14,31.629998999999998
2007-11-15,30.49
2007-11-16,30.870001000000002
2007-11-19,29.799999
2007-11-20,32.119999
2007-11-21,31.49
2007-11-23,32.330002
2007-11-26,32.099998
2007-11-27,31.860001
2007-11-28,32.799999
2007-11-29,32.66
2007-11-30,32.32
2007-12-03,32.599998
2007-12-04,32.549999
2007-12-05,33.099998
2007-12-06,34.16
2007-12-07,30.209999
2007-12-10,29.700001
2007-12-11,29.26
2007-12-12,30.549999
2007-12-13,30.459999
2007-12-14,29.709999
2007-12-17,28.84
2007-12-18,29.01
2007-12-19,29.040001
2007-12-20,28.790001
2007-12-21,29.389999
2007-12-24,29.73
2007-12-26,29.91
2007-12-27,30.35
2007-12-28,31.0
2007-12-31,30.52
2008-01-02,31.24
2008-01-03,31.76
2008-01-04,30.6
2008-01-07,30.43
2008-01-08,30.75
2008-01-09,30.48
2008-01-10,29.91
2008-01-11,28.799999
2008-01-14,29.190001000000002
2008-01-15,28.66
2008-01-16,26.99
2008-01-17,25.77
2008-01-18,26.559998999999998
2008-01-22,26.09
2008-01-23,25.299999
2008-01-24,26.700001
2008-01-25,25.77
2008-01-28,26.4
2008-01-29,26.82
2008-01-30,26.620001000000002
2008-01-31,26.280001000000002
2008-02-01,27.07
2008-02-04,27.459999
2008-02-05,26.75
2008-02-06,26.51
2008-02-07,26.200001
2008-02-08,26.0
2008-02-11,26.23
2008-02-12,26.68
2008-02-13,27.51
2008-02-14,27.969998999999998
2008-02-15,28.84
2008-02-19,29.65
2008-02-20,29.870001000000002
2008-02-21,29.190001000000002
2008-02-22,29.91
2008-02-25,29.9
2008-02-26,29.91
2008-02-27,30.799999
2008-02-28,31.540001
2008-02-29,30.540001
2008-03-03,30.690001000000002
2008-03-04,30.639999
2008-03-05,31.120001000000002
2008-03-06,30.65
2008-03-07,29.940001000000002
2008-03-10,29.15
2008-03-11,30.639999
2008-03-12,30.719998999999998
2008-03-13,31.0
2008-03-14,29.959999
2008-03-17,29.389999
2008-03-18,29.9
2008-03-19,28.17
2008-03-20,28.120001000000002
2008-03-24,28.629998999999998
2008-03-25,29.33
2008-03-26,29.75
2008-03-27,29.799999
2008-03-28,29.860001
2008-03-31,29.870001000000002
2008-04-01,30.35
2008-04-02,30.709999
2008-04-03,30.629998999999998
2008-04-04,31.09
2008-04-07,31.77
2008-04-08,32.220001
2008-04-09,32.009997999999996
2008-04-10,32.790001000000004
2008-04-11,32.369999
2008-04-14,32.889998999999996
2008-04-15,33.91
2008-04-16,34.470001
2008-04-17,33.639998999999996
2008-04-18,33.799999
2008-04-21,34.740002000000004
2008-04-22,35.59
2008-04-23,36.09
2008-04-24,34.290001000000004
2008-04-25,34.700001
2008-04-28,35.759997999999996
2008-04-29,35.470001
2008-04-30,36.169998
2008-05-01,35.610001000000004
2008-05-02,37.07
2008-05-05,37.07
2008-05-06,37.700001
2008-05-07,38.060001
2008-05-08,38.939999
2008-05-09,38.169998
2008-05-12,38.48
2008-05-13,37.93
2008-05-14,37.93
2008-05-15,39.869999
2008-05-16,41.68
2008-05-19,42.0
2008-05-20,42.470001
2008-05-21,41.099998
2008-05-22,42.23
2008-05-23,41.700001
2008-05-27,39.07
2008-05-28,39.169998
2008-05-29,38.099998
2008-05-30,39.150002
2008-06-02,38.48
2008-06-03,37.380001
2008-06-04,35.919998
2008-06-05,37.419998
2008-06-06,38.43
2008-06-09,38.66
2008-06-10,37.060001
2008-06-11,37.75
2008-06-12,37.73
2008-06-13,37.310001
2008-06-16,38.459998999999996
2008-06-17,38.48
2008-06-18,38.279999
2008-06-19,37.57
2008-06-20,37.099998
2008-06-23,36.619999
2008-06-24,36.77
2008-06-25,36.279999
2008-06-26,35.849998
2008-06-27,36.700001
2008-06-30,37.380001
2008-07-01,36.950001
2008-07-02,36.119999
2008-07-03,35.950001
2008-07-07,35.119999
2008-07-08,34.34
2008-07-09,33.869999
2008-07-10,34.540001000000004
2008-07-11,34.779999
2008-07-14,33.799999
2008-07-15,32.860001000000004
2008-07-16,32.290001000000004
2008-07-17,31.129998999999998
2008-07-18,31.209999
2008-07-21,32.549999
2008-07-22,31.58
2008-07-23,30.49
2008-07-24,30.459999
2008-07-25,31.129998999999998
2008-07-28,31.48
2008-07-29,31.6
2008-07-30,32.299999
2008-07-31,32.380001
2008-08-01,30.23
2008-08-04,29.959999
2008-08-05,29.17
2008-08-06,29.709999
2008-08-07,29.969998999999998
2008-08-08,28.940001000000002
2008-08-11,28.75
2008-08-12,28.780001000000002
2008-08-13,28.5
2008-08-14,28.68
2008-08-15,28.27
2008-08-18,28.75
2008-08-19,29.040001
2008-08-20,29.58
2008-08-21,31.57
2008-08-22,30.58
2008-08-25,30.27
2008-08-26,30.08
2008-08-27,31.18
2008-08-28,30.77
2008-08-29,30.629998999999998
2008-09-02,27.610001
2008-09-03,27.67
2008-09-04,26.469998999999998
2008-09-05,25.530001000000002
2008-09-08,25.450001
2008-09-09,23.16
2008-09-10,24.51
2008-09-11,25.07
2008-09-12,25.6
2008-09-15,23.57
2008-09-16,23.440001000000002
2008-09-17,22.67
2008-09-18,23.940001000000002
2008-09-19,26.51
2008-09-22,27.23
2008-09-23,26.219998999999998
2008-09-24,25.940001000000002
2008-09-25,26.290001
2008-09-26,25.139999
2008-09-29,21.85
2008-09-30,23.799999
2008-10-01,23.059998999999998
2008-10-02,20.5
2008-10-03,21.309998999999998
2008-10-06,20.190001000000002
2008-10-07,18.700001
2008-10-08,19.42
2008-10-09,18.43
2008-10-10,18.0
2008-10-13,19.280001000000002
2008-10-14,19.0
2008-10-15,16.17
2008-10-16,17.299999
2008-10-17,17.280001000000002
2008-10-20,18.85
2008-10-21,17.639999
2008-10-22,16.379998999999998
2008-10-23,18.09
2008-10-24,16.559998999999998
2008-10-27,15.72
2008-10-28,17.540001
2008-10-29,18.120001000000002
2008-10-30,19.629998999999998
2008-10-31,20.1
2008-11-03,20.01
2008-11-04,22.0
2008-11-05,20.77
2008-11-06,18.610001
2008-11-07,19.780001000000002
2008-11-10,19.370001000000002
2008-11-11,18.049999
2008-11-12,15.56
2008-11-13,17.66
2008-11-14,16.57
2008-11-17,15.82
2008-11-18,15.92
2008-11-19,14.65
2008-11-20,13.37
2008-11-21,15.25
2008-11-24,16.23
2008-11-25,16.610001
2008-11-26,17.07
2008-11-28,17.02
2008-12-01,14.89
2008-12-02,15.86
2008-12-03,15.69
2008-12-04,14.58
2008-12-05,13.96
2008-12-08,15.41
2008-12-09,15.21
2008-12-10,15.7
2008-12-11,16.280001000000002
2008-12-12,15.69
2008-12-15,16.01
2008-12-16,16.559998999999998
2008-12-17,17.129998999999998
2008-12-18,15.97
2008-12-19,15.8
2008-12-22,15.52
2008-12-23,15.14
2008-12-24,15.23
2008-12-26,15.49
2008-12-29,16.059998999999998
2008-12-30,16.43
2008-12-31,16.66
2009-01-02,17.23
2009-01-05,18.0
2009-01-06,18.639999
2009-01-07,17.59
2009-01-08,17.629998999999998
2009-01-09,16.91
2009-01-12,16.559998999999998
2009-01-13,16.360001
2009-01-14,15.72
2009-01-15,17.07
2009-01-16,17.68
2009-01-20,16.620001000000002
2009-01-21,18.299999
2009-01-22,17.23
2009-01-23,17.690001000000002
2009-01-26,17.809998999999998
2009-01-27,18.139999
2009-01-28,18.540001
2009-01-29,17.33
2009-01-30,17.23
2009-02-02,16.59
2009-02-03,17.200001
2009-02-04,17.110001
2009-02-05,17.26
2009-02-06,17.780001000000002
2009-02-09,18.309998999999998
2009-02-10,17.629998999999998
2009-02-11,17.940001000000002
2009-02-12,17.700001
2009-02-13,18.129998999999998
2009-02-17,16.690001000000002
2009-02-18,16.559998999999998
2009-02-19,17.040001
2009-02-20,16.5
2009-02-23,16.01
2009-02-24,16.82
2009-02-25,16.540001
2009-02-26,17.01
2009-02-27,16.66
2009-03-02,15.41
2009-03-03,15.11
2009-03-04,16.51
2009-03-05,15.77
2009-03-06,16.280001000000002
2009-03-09,16.35
2009-03-10,17.200001
2009-03-11,16.799999
2009-03-12,17.110001
2009-03-13,17.1
2009-03-16,16.940001000000002
2009-03-17,17.75
2009-03-18,17.719998999999998
2009-03-19,18.83
2009-03-20,18.5
2009-03-23,20.09
2009-03-24,19.040001
2009-03-25,19.139999
2009-03-26,19.4
2009-03-27,18.33
2009-03-30,17.389999
2009-03-31,17.440001000000002
2009-04-01,17.9
2009-04-02,19.059998999999998
2009-04-03,18.85
2009-04-06,18.700001
2009-04-07,17.719998999999998
2009-04-08,17.51
2009-04-09,18.16
2009-04-13,18.219998999999998
2009-04-14,17.440001000000002
2009-04-15,17.58
2009-04-16,18.030001000000002
2009-04-17,18.120001000000002
2009-04-20,17.01
2009-04-21,17.51
2009-04-22,17.379998999999998
2009-04-23,17.83
2009-04-24,18.58
2009-04-27,17.700001
2009-04-28,18.110001
2009-04-29,18.719998999999998
2009-04-30,18.6
2009-05-01,19.209999
2009-05-04,20.35
2009-05-05,20.15
2009-05-06,20.629998999999998
2009-05-07,20.950001
2009-05-08,22.190001000000002
2009-05-11,21.27
2009-05-12,21.67
2009-05-13,20.66
2009-05-14,20.549999
2009-05-15,19.85
2009-05-18,21.190001000000002
2009-05-19,21.389999
2009-05-20,20.219998999999998
2009-05-21,19.870001000000002
2009-05-22,19.870001000000002
2009-05-26,20.299999
2009-05-27,19.59
2009-05-28,20.309998999999998
2009-05-29,21.02
2009-06-01,22.030001000000002
2009-06-02,21.940001000000002
2009-06-03,20.719998999999998
2009-06-04,21.450001
2009-06-05,21.549999
2009-06-08,20.98
2009-06-09,21.309998999999998
2009-06-10,21.5
2009-06-11,22.1
2009-06-12,21.950001
2009-06-15,20.870001000000002
2009-06-16,21.02
2009-06-17,21.030001000000002
2009-06-18,20.780001000000002
2009-06-19,20.950001
2009-06-22,18.92
2009-06-23,19.049999
2009-06-24,19.0
2009-06-25,19.139999
2009-06-26,19.51
2009-06-29,19.84
2009-06-30,19.77
2009-07-01,20.120001000000002
2009-07-02,19.700001
2009-07-06,18.75
2009-07-07,18.52
2009-07-08,18.26
2009-07-09,18.66
2009-07-10,18.459999
2009-07-13,18.77
2009-07-14,19.0
2009-07-15,19.719998999999998
2009-07-16,19.889999
2009-07-17,19.870001000000002
2009-07-20,20.469998999999998
2009-07-21,20.620001000000002
2009-07-22,20.57
2009-07-23,21.02
2009-07-24,21.01
2009-07-27,21.190001000000002
2009-07-28,20.85
2009-07-29,20.32
2009-07-30,20.84
2009-07-31,21.450001
2009-08-03,22.07
2009-08-04,22.110001
2009-08-05,21.98
2009-08-06,21.629998999999998
2009-08-07,21.709999
2009-08-10,21.219998999999998
2009-08-11,21.01
2009-08-12,21.799999
2009-08-13,21.98
2009-08-14,21.73
2009-08-17,20.790001
2009-08-18,21.33
2009-08-19,21.65
2009-08-20,21.959999
2009-08-21,22.459999
2009-08-24,22.84
2009-08-25,22.629998999999998
2009-08-26,22.360001
2009-08-27,22.280001000000002
2009-08-28,22.42
2009-08-31,21.84
2009-09-01,21.32
2009-09-02,21.190001000000002
2009-09-03,21.26
2009-09-04,21.559998999999998
2009-09-08,22.280001000000002
2009-09-09,22.459999
2009-09-10,22.49
2009-09-11,22.379998999999998
2009-09-14,22.290001
2009-09-15,22.879998999999998
2009-09-16,23.200001
2009-09-17,22.99
2009-09-18,22.93
2009-09-21,22.469998999999998
2009-09-22,23.16
2009-09-23,22.74
2009-09-24,22.469998999999998
2009-09-25,22.35
2009-09-28,22.58
2009-09-29,22.4
2009-09-30,22.540001
2009-10-01,21.690001000000002
2009-10-02,21.73
2009-10-05,22.32
2009-10-06,22.940001000000002
2009-10-07,22.620001000000002
2009-10-08,23.219998999999998
2009-10-09,23.5
2009-10-12,23.799999
2009-10-13,23.950001
2009-10-14,24.690001000000002
2009-10-15,24.85
2009-10-16,24.66
2009-10-19,25.450001
2009-10-20,25.27
2009-10-21,25.25
2009-10-22,25.440001000000002
2009-10-23,24.92
2009-10-26,24.360001
2009-10-27,24.549999
2009-10-28,23.690001000000002
2009-10-29,24.76
2009-10-30,23.66
2009-11-02,23.690001000000002
2009-11-03,23.799999
2009-11-04,24.08
2009-11-05,24.5
2009-11-06,24.32
2009-11-09,25.4
2009-11-10,25.219998999999998
2009-11-11,25.440001000000002
2009-11-12,24.879998999999998
2009-11-13,25.33
2009-11-16,26.209999
2009-11-17,26.190001000000002
2009-11-18,26.07
2009-11-19,25.459999
2009-11-20,25.450001
2009-11-23,26.07
2009-11-24,26.139999
2009-11-25,26.41
2009-11-27,25.15
2009-11-30,24.68
2009-12-01,25.379998999999998
2009-12-02,25.440001000000002
2009-12-03,24.9
2009-12-04,25.0
2009-12-07,24.620001000000002
2009-12-08,24.290001
2009-12-09,24.23
2009-12-10,24.620001000000002
2009-12-11,24.23
2009-12-14,24.66
2009-12-15,24.68
2009-12-16,24.93
2009-12-17,24.18
2009-12-18,24.290001
2009-12-21,24.59
2009-12-22,24.780001000000002
2009-12-23,25.120001000000002
2009-12-24,25.280001000000002
2009-12-28,25.110001
2009-12-29,25.110001
2009-12-30,25.01
2009-12-31,24.91
2010-01-04,25.889999
2010-01-05,25.889999
2010-01-06,26.120001000000002
2010-01-07,25.98
2010-01-08,26.16
2010-01-11,26.469998999999998
2010-01-12,25.879998999999998
2010-01-13,25.93
2010-01-14,26.15
2010-01-15,25.92
2010-01-19,25.450001
2010-01-20,24.65
2010-01-21,23.870001000000002
2010-01-22,23.17
2010-01-25,23.26
2010-01-26,22.9
2010-01-27,22.99
2010-01-28,22.870001000000002
2010-01-29,22.360001
2010-02-01,22.91
2010-02-02,23.549999
2010-02-03,23.129998999999998
2010-02-04,21.98
2010-02-05,21.67
2010-02-08,21.57
2010-02-09,22.219998999999998
2010-02-10,21.68
2010-02-11,22.26
2010-02-12,21.74
2010-02-16,22.83
2010-02-17,22.33
2010-02-18,22.620001000000002
2010-02-19,22.57
2010-02-22,22.91
2010-02-23,22.440001000000002
2010-02-24,22.75
2010-02-25,22.34
2010-02-26,22.469998999999998
2010-03-01,22.75
2010-03-02,22.85
2010-03-03,23.030001000000002
2010-03-04,22.76
2010-03-05,23.5
2010-03-08,23.370001000000002
2010-03-09,23.15
2010-03-10,23.700001
2010-03-11,23.33
2010-03-12,23.219998999999998
2010-03-15,22.75
2010-03-16,23.200001
2010-03-17,23.290001
2010-03-18,23.280001000000002
2010-03-19,23.129998999999998
2010-03-22,22.92
2010-03-23,23.219998999999998
2010-03-24,22.629998999999998
2010-03-25,22.4
2010-03-26,22.57
2010-03-29,23.129998999999998
2010-03-30,23.040001
2010-03-31,23.33
2010-04-01,23.780001000000002
2010-04-05,23.969998999999998
2010-04-06,23.950001
2010-04-07,23.65
2010-04-08,24.049999
2010-04-09,24.51
2010-04-12,24.370001000000002
2010-04-13,24.27
2010-04-14,24.639999
2010-04-15,24.809998999999998
2010-04-16,24.379998999999998
2010-04-19,24.17
2010-04-20,24.639999
2010-04-21,24.559998999999998
2010-04-22,24.52
2010-04-23,24.98
2010-04-26,24.889999
2010-04-27,24.299999
2010-04-28,23.969998999999998
2010-04-29,24.370001000000002
2010-04-30,24.17
2010-05-03,24.219998999999998
2010-05-04,23.75
2010-05-05,22.74
2010-05-06,21.59
2010-05-07,21.389999
2010-05-10,22.57
2010-05-11,22.450001
2010-05-12,22.91
2010-05-13,22.59
2010-05-14,22.23
2010-05-17,22.08
2010-05-18,21.959999
2010-05-19,21.620001000000002
2010-05-20,20.309998999999998
2010-05-21,19.780001000000002
2010-05-24,19.219998999999998
2010-05-25,19.209999
2010-05-26,19.309998999999998
2010-05-27,20.530001000000002
2010-05-28,20.1
2010-06-01,19.610001
2010-06-02,20.610001
2010-06-03,20.959999
2010-06-04,19.91
2010-06-07,19.639999
2010-06-08,19.959999
2010-06-09,20.049999
2010-06-10,20.799999
2010-06-11,20.91
2010-06-14,21.040001
2010-06-15,21.809998999999998
2010-06-16,21.51
2010-06-17,21.469998999999998
2010-06-18,21.450001
2010-06-21,21.360001
2010-06-22,20.790001
2010-06-23,20.690001000000002
2010-06-24,20.219998999999998
2010-06-25,20.219998999999998
2010-06-28,20.309998999999998
2010-06-29,19.32
2010-06-30,19.15
2010-07-01,19.17
2010-07-02,19.32
2010-07-06,19.629998999999998
2010-07-07,20.360001
2010-07-08,20.370001000000002
2010-07-09,20.42
2010-07-12,20.52
2010-07-13,20.799999
2010-07-14,20.76
2010-07-15,20.959999
2010-07-16,20.24
2010-07-19,20.08
2010-07-20,20.4
2010-07-21,20.23
2010-07-22,21.030001000000002
2010-07-23,21.219998999999998
2010-07-26,21.360001
2010-07-27,21.42
2010-07-28,21.280001000000002
2010-07-29,20.690001000000002
2010-07-30,20.33
2010-08-02,21.120001000000002
2010-08-03,21.389999
2010-08-04,21.49
2010-08-05,21.530001000000002
2010-08-06,21.59
2010-08-09,21.459999
2010-08-10,21.129998999999998
2010-08-11,19.99
2010-08-12,20.01
2010-08-13,19.84
2010-08-16,20.08
2010-08-17,20.59
2010-08-18,20.26
2010-08-19,19.950001
2010-08-20,19.620001000000002
2010-08-23,19.549999
2010-08-24,18.68
2010-08-25,18.860001
2010-08-26,18.889999
2010-08-27,19.309998999999998
2010-08-30,18.809998999999998
2010-08-31,18.74
2010-09-01,19.66
2010-09-02,19.860001
2010-09-03,20.190001000000002
2010-09-07,19.67
2010-09-08,19.870001000000002
2010-09-09,20.09
2010-09-10,20.209999
2010-09-13,20.700001
2010-09-14,20.790001
2010-09-15,20.639999
2010-09-16,20.610001
2010-09-17,20.33
2010-09-20,20.66
2010-09-21,20.91
2010-09-22,20.82
2010-09-23,20.49
2010-09-24,20.85
2010-09-27,20.639999
2010-09-28,20.65
2010-09-29,20.950001
2010-09-30,20.98
2010-10-01,21.42
2010-10-04,21.139999
2010-10-05,21.67
2010-10-06,22.110001
2010-10-07,21.809998999999998
2010-10-08,22.01
2010-10-11,21.780001000000002
2010-10-12,21.629998999999998
2010-10-13,22.040001
2010-10-14,22.120001000000002
2010-10-15,22.08
2010-10-18,22.059998999999998
2010-10-19,21.16
2010-10-20,21.610001
2010-10-21,21.73
2010-10-22,21.790001
2010-10-25,21.879998999999998
2010-10-26,21.610001
2010-10-27,21.459999
2010-10-28,21.57
2010-10-29,21.83
2010-11-01,21.75
2010-11-02,22.18
2010-11-03,21.190001000000002
2010-11-04,21.469998999999998
2010-11-05,21.549999
2010-11-08,21.33
2010-11-09,21.23
2010-11-10,21.76
2010-11-11,21.620001000000002
2010-11-12,21.309998999999998
2010-11-15,21.25
2010-11-16,20.59
2010-11-17,20.639999
2010-11-18,21.030001000000002
2010-11-19,21.200001
2010-11-22,20.780001000000002
2010-11-23,20.42
2010-11-24,20.65
2010-11-26,20.35
2010-11-29,20.17
2010-11-30,19.99
2010-12-01,20.57
2010-12-02,21.08
