Date,GTS
2016-09-02,22.389999
2016-09-06,22.200001
2016-09-07,22.75
2016-09-08,23.200001
2016-09-09,22.27
2016-09-12,22.34
2016-09-13,22.110001
2016-09-14,21.709999
2016-09-15,22.16
2016-09-16,22.1
2016-09-19,21.889999
2016-09-20,21.74
2016-09-21,22.43
2016-09-22,22.200001
2016-09-23,21.709999
2016-09-26,21.84
2016-09-27,21.85
2016-09-28,21.860001
2016-09-29,21.51
2016-09-30,21.93
2016-10-03,21.49
2016-10-04,21.51
2016-10-05,21.690001000000002
2016-10-06,21.43
2016-10-07,21.5
2016-10-10,21.84
2016-10-11,21.34
2016-10-12,21.889999
2016-10-13,21.41
2016-10-14,21.540001
2016-10-17,21.530001000000002
2016-10-18,21.879998999999998
2016-10-19,21.889999
2016-10-20,22.01
2016-10-21,21.77
2016-10-24,21.959999
2016-10-25,21.85
2016-10-26,21.41
2016-10-27,21.4
2016-10-28,20.43
2016-10-31,20.68
2016-11-01,20.25
2016-11-02,20.370001000000002
2016-11-03,19.16
2016-11-04,19.0
2016-11-07,19.940001000000002
2016-11-08,19.82
2016-11-09,19.99
2016-11-10,21.52
2016-11-11,22.049999
2016-11-14,22.59
2016-11-15,21.83
2016-11-16,21.870001000000002
2016-11-17,21.98
2016-11-18,22.309998999999998
2016-11-21,22.07
2016-11-22,22.26
2016-11-23,22.4
2016-11-25,22.42
2016-11-28,22.23
2016-11-29,22.440001000000002
2016-11-30,22.280001000000002
2016-12-01,22.5
2016-12-02,22.129998999999998
2016-12-05,22.4
2016-12-06,22.34
2016-12-07,22.700001
2016-12-08,22.76
2016-12-09,22.91
2016-12-12,23.309998999999998
2016-12-13,23.68
2016-12-14,23.26
2016-12-15,23.379998999999998
2016-12-16,23.459999
2016-12-19,23.09
2016-12-20,23.370001000000002
2016-12-21,23.16
2016-12-22,22.5
2016-12-23,22.59
2016-12-27,22.58
2016-12-28,22.15
2016-12-29,21.84
2016-12-30,20.700001
2017-01-03,21.309998999999998
2017-01-04,21.469998999999998
2017-01-05,21.24
2017-01-06,21.27
2017-01-09,20.940001000000002
2017-01-10,21.42
2017-01-11,21.17
2017-01-12,20.559998999999998
2017-01-13,21.09
2017-01-17,20.4
2017-01-18,19.809998999999998
2017-01-19,19.42
2017-01-20,19.74
2017-01-23,19.639999
2017-01-24,19.74
2017-01-25,20.139999
2017-01-26,19.73
2017-01-27,19.280001000000002
2017-01-30,19.02
2017-01-31,19.110001
2017-02-01,19.0
2017-02-02,18.93
2017-02-03,20.0
2017-02-06,19.67
2017-02-07,18.99
2017-02-08,19.24
2017-02-09,19.42
2017-02-10,19.280001000000002
2017-02-13,19.110001
2017-02-14,18.98
2017-02-15,18.809998999999998
2017-02-16,18.35
2017-02-17,18.33
2017-02-21,18.75
2017-02-22,19.02
2017-02-23,19.27
2017-02-24,19.17
2017-02-27,18.809998999999998
2017-02-28,18.67
2017-03-01,19.120001000000002
2017-03-02,18.68
2017-03-03,18.24
2017-03-06,17.74
2017-03-07,17.879998999999998
2017-03-08,17.09
2017-03-09,16.68
2017-03-10,17.17
2017-03-13,17.02
2017-03-14,17.120001000000002
2017-03-15,18.0
2017-03-16,17.219998999999998
2017-03-17,17.18
2017-03-20,17.059998999999998
2017-03-21,16.83
2017-03-22,16.67
2017-03-23,16.6
2017-03-24,16.73
2017-03-27,17.02
2017-03-28,17.110001
2017-03-29,17.24
2017-03-30,17.379998999999998
2017-03-31,17.57
2017-04-03,17.68
2017-04-04,17.85
2017-04-05,17.68
2017-04-06,18.040001
2017-04-07,18.049999
2017-04-10,18.25
2017-04-11,18.48
2017-04-12,18.379998999999998
2017-04-13,17.870001000000002
2017-04-17,18.15
2017-04-18,18.059998999999998
2017-04-19,18.040001
2017-04-20,18.5
2017-04-21,18.309998999999998
2017-04-24,18.620001000000002
2017-04-25,18.209999
2017-04-26,18.290001
2017-04-27,18.129998999999998
2017-04-28,18.1
2017-05-01,18.16
2017-05-02,18.26
2017-05-03,17.91
2017-05-04,18.01
2017-05-05,18.08
2017-05-08,18.209999
2017-05-09,17.58
2017-05-10,17.530001000000002
2017-05-11,17.280001000000002
2017-05-12,16.6
2017-05-15,16.5
2017-05-16,16.27
2017-05-17,16.219998999999998
2017-05-18,16.25
2017-05-19,16.219998999999998
2017-05-22,16.09
2017-05-23,16.43
2017-05-24,16.34
2017-05-25,16.57
2017-05-26,16.629998999999998
2017-05-30,16.540001
2017-05-31,16.27
2017-06-01,16.84
2017-06-02,16.950001
2017-06-05,16.75
2017-06-06,16.530001000000002
2017-06-07,16.549999
2017-06-08,16.59
2017-06-09,16.940001000000002
2017-06-12,16.809998999999998
2017-06-13,16.68
2017-06-14,16.540001
2017-06-15,16.540001
2017-06-16,16.52
2017-06-19,16.4
2017-06-20,16.5
2017-06-21,16.4
2017-06-22,17.139999
2017-06-23,16.969998999999998
2017-06-26,16.959999
2017-06-27,16.84
2017-06-28,17.120001000000002
2017-06-29,16.75
2017-06-30,16.91
2017-07-03,17.17
2017-07-05,16.639999
2017-07-06,16.389999
2017-07-07,16.709999
2017-07-10,16.139999
2017-07-11,16.01
2017-07-12,16.129998999999998
2017-07-13,16.1
2017-07-14,16.120001000000002
2017-07-17,16.139999
2017-07-18,15.83
2017-07-19,15.8
2017-07-20,15.73
2017-07-21,15.62
2017-07-24,15.6
2017-07-25,15.57
2017-07-26,15.6
2017-07-27,15.16
2017-07-28,15.56
2017-07-31,15.48
2017-08-01,15.3
2017-08-02,15.3
2017-08-03,15.27
2017-08-04,15.26
2017-08-07,15.58
2017-08-08,19.290001
2017-08-09,21.26
2017-08-10,22.35
2017-08-11,22.219998999999998
2017-08-14,23.35
2017-08-15,23.75
2017-08-16,23.639999
2017-08-17,23.43
2017-08-18,23.200001
2017-08-21,23.280001000000002
2017-08-22,23.57
2017-08-23,23.889999
2017-08-24,24.4
2017-08-25,24.5
2017-08-28,24.51
2017-08-29,24.690001000000002
2017-08-30,24.5
2017-08-31,24.709999
2017-09-01,24.389999
2017-09-05,23.9
2017-09-06,24.5
2017-09-07,24.0
2017-09-08,24.110001
2017-09-11,24.08
2017-09-12,23.99
2017-09-13,24.440001000000002
2017-09-14,24.15
2017-09-15,24.440001000000002
2017-09-18,24.35
2017-09-19,23.860001
2017-09-20,23.65
2017-09-21,23.75
2017-09-22,23.540001
2017-09-25,22.950001
2017-09-26,21.74
2017-09-27,21.23
2017-09-28,22.969998999999998
2017-09-29,23.68
2017-10-02,24.139999
2017-10-03,24.08
2017-10-04,24.33
2017-10-05,23.99
2017-10-06,23.959999
2017-10-09,23.969998999999998
2017-10-10,23.92
2017-10-11,23.85
2017-10-12,24.139999
2017-10-13,23.99
2017-10-16,23.610001
2017-10-17,23.66
2017-10-18,23.82
2017-10-19,24.120001000000002
2017-10-20,24.190001000000002
2017-10-23,24.219998999999998
2017-10-24,23.93
2017-10-25,23.469998999999998
2017-10-26,23.370001000000002
2017-10-27,23.690001000000002
2017-10-30,23.549999
2017-10-31,24.01
2017-11-01,24.049999
2017-11-02,24.02
2017-11-03,24.200001
2017-11-06,24.26
2017-11-07,24.190001000000002
2017-11-08,24.370001000000002
2017-11-09,27.33
2017-11-10,26.48
2017-11-13,26.540001
2017-11-14,27.09
2017-11-15,26.25
2017-11-16,27.08
2017-11-17,27.18
2017-11-20,27.24
2017-11-21,27.91
2017-11-22,27.809998999999998
2017-11-24,27.67
2017-11-27,27.9
2017-11-28,27.91
2017-11-29,28.5
2017-11-30,28.42
2017-12-01,28.57
2017-12-04,28.870001000000002
2017-12-05,27.41
2017-12-06,26.940001000000002
2017-12-07,26.92
2017-12-08,26.26
2017-12-11,26.370001000000002
2017-12-12,26.709999
2017-12-13,26.389999
2017-12-14,25.99
2017-12-15,26.66
2017-12-18,26.0
2017-12-19,25.959999
2017-12-20,26.49
2017-12-21,26.389999
2017-12-22,26.49
2017-12-26,26.299999
2017-12-27,25.76
2017-12-28,25.91
2017-12-29,24.85
2018-01-02,24.4
2018-01-03,25.08
2018-01-04,25.370001000000002
2018-01-05,25.23
2018-01-08,24.52
2018-01-09,24.379998999999998
2018-01-10,24.459999
2018-01-11,24.76
2018-01-12,24.860001
2018-01-16,24.040001
2018-01-17,24.709999
2018-01-18,24.290001
2018-01-19,24.360001
2018-01-22,24.1
2018-01-23,24.17
2018-01-24,23.99
2018-01-25,24.01
2018-01-26,24.0
2018-01-29,23.879998999999998
2018-01-30,23.23
2018-01-31,22.98
2018-02-01,23.620001000000002
2018-02-02,23.790001
2018-02-05,23.57
2018-02-06,24.290001
2018-02-07,24.360001
2018-02-08,24.110001
2018-02-09,24.17
2018-02-12,23.889999
2018-02-13,24.110001
2018-02-14,24.059998999999998
2018-02-15,24.200001
2018-02-16,25.48
2018-02-20,25.18
2018-02-21,25.360001
2018-02-22,25.34
2018-02-23,24.99
2018-02-26,25.290001
2018-02-27,25.139999
2018-02-28,24.299999
2018-03-01,26.67
2018-03-02,26.0
2018-03-05,26.43
2018-03-06,26.57
2018-03-07,26.5
2018-03-08,26.360001
2018-03-09,26.75
2018-03-12,26.24
2018-03-13,26.049999
2018-03-14,25.889999
2018-03-15,26.4
2018-03-16,26.41
2018-03-19,26.48
2018-03-20,26.379998999999998
2018-03-21,26.690001000000002
2018-03-22,26.309998999999998
2018-03-23,25.969998999999998
2018-03-26,26.059998999999998
2018-03-27,25.870001000000002
2018-03-28,25.99
2018-03-29,26.139999
2018-04-02,25.83
2018-04-03,26.57
2018-04-04,27.190001000000002
2018-04-05,27.780001000000002
2018-04-06,27.200001
2018-04-09,27.24
2018-04-10,27.280001000000002
2018-04-11,27.02
2018-04-12,27.08
2018-04-13,27.27
2018-04-16,27.85
2018-04-17,28.469998999999998
2018-04-18,28.610001
2018-04-19,29.049999
2018-04-20,28.889999
2018-04-23,28.540001
2018-04-24,28.85
2018-04-25,28.9
2018-04-26,28.809998999999998
2018-04-27,28.65
2018-04-30,28.35
2018-05-01,28.24
2018-05-02,28.27
2018-05-03,27.790001
2018-05-04,28.030001000000002
2018-05-07,28.07
2018-05-08,30.559998999999998
2018-05-09,31.42
2018-05-10,32.07
2018-05-11,32.09
2018-05-14,32.830002
2018-05-15,33.200001
2018-05-16,34.619999
2018-05-17,35.939999
2018-05-18,35.91
2018-05-21,35.860001000000004
2018-05-22,36.23
2018-05-23,36.380001
2018-05-24,36.43
2018-05-25,36.98
2018-05-29,36.709998999999996
2018-05-30,37.119999
2018-05-31,36.650002
2018-06-01,36.700001
2018-06-04,36.59
2018-06-05,36.75
2018-06-06,35.970001
2018-06-07,35.990002000000004
2018-06-08,35.509997999999996
2018-06-11,35.860001000000004
2018-06-12,35.48
2018-06-13,36.52
2018-06-14,36.880001
2018-06-15,38.459998999999996
2018-06-18,38.790001000000004
2018-06-19,41.049999
2018-06-20,41.709998999999996
2018-06-21,43.279999
2018-06-22,42.389998999999996
2018-06-25,41.060001
2018-06-26,41.369999
2018-06-27,40.540001000000004
2018-06-28,39.41
2018-06-29,39.060001
2018-07-02,39.110001000000004
2018-07-03,39.630001
2018-07-05,39.810001
2018-07-06,39.25
2018-07-09,39.279999
2018-07-10,38.59
2018-07-11,38.610001000000004
2018-07-12,38.73
2018-07-13,38.759997999999996
2018-07-16,38.279999
2018-07-17,37.860001000000004
2018-07-18,37.810001
2018-07-19,37.5
2018-07-20,37.5
2018-07-23,37.66
2018-07-24,37.189999
2018-07-25,37.150002
2018-07-26,37.209998999999996
2018-07-27,35.75
2018-07-30,34.66
2018-07-31,35.509997999999996
2018-08-01,35.799999
2018-08-02,26.16
2018-08-03,25.940001000000002
2018-08-06,26.219998999999998
2018-08-07,24.610001
2018-08-08,25.379998999999998
2018-08-09,25.290001
2018-08-10,24.48
2018-08-13,24.780001000000002
2018-08-14,24.450001
2018-08-15,24.299999
2018-08-16,24.02
2018-08-17,24.299999
2018-08-20,23.76
2018-08-21,23.799999
2018-08-22,23.459999
2018-08-23,22.799999
2018-08-24,22.73
2018-08-27,22.42
2018-08-28,22.709999
2018-08-29,22.280001000000002
2018-08-30,21.98
2018-08-31,21.77
2018-09-04,21.690001000000002
2018-09-05,21.32
2018-09-06,21.200001
2018-09-07,21.15
2018-09-10,20.629998999999998
2018-09-11,20.67
2018-09-12,20.35
2018-09-13,20.57
2018-09-14,20.48
2018-09-17,20.58
2018-09-18,20.950001
2018-09-19,21.709999
2018-09-20,21.42
2018-09-21,21.379998999999998
2018-09-24,21.02
2018-09-25,19.700001
2018-09-26,19.280001000000002
2018-09-27,19.540001
2018-09-28,18.889999
2018-10-01,19.41
2018-10-02,19.129998999999998
2018-10-03,19.299999
2018-10-04,18.860001
2018-10-05,18.790001
2018-10-08,18.940001000000002
2018-10-09,19.120001000000002
2018-10-10,19.450001
2018-10-11,18.200001
2018-10-12,17.42
2018-10-15,17.74
2018-10-16,18.23
2018-10-17,18.4
2018-10-18,17.209999
2018-10-19,17.25
2018-10-22,17.43
2018-10-23,16.73
2018-10-24,16.629998999999998
2018-10-25,17.700001
2018-10-26,17.74
2018-10-29,17.6
2018-10-30,17.059998999999998
2018-10-31,17.16
2018-11-01,19.08
2018-11-02,18.75
2018-11-05,19.02
2018-11-06,19.07
2018-11-07,19.379998999999998
2018-11-08,22.0
2018-11-09,20.889999
2018-11-12,19.82
2018-11-13,19.629998999999998
2018-11-14,19.290001
2018-11-15,19.219998999999998
2018-11-16,18.83
2018-11-19,18.35
2018-11-20,17.459999
2018-11-21,17.75
2018-11-23,18.049999
2018-11-26,18.17
2018-11-27,17.91
2018-11-28,18.98
2018-11-29,19.26
2018-11-30,19.08
2018-12-03,18.940001000000002
2018-12-04,18.969998999999998
2018-12-06,19.09
2018-12-07,19.07
2018-12-10,18.91
2018-12-11,18.379998999999998
2018-12-12,17.67
2018-12-13,17.35
2018-12-14,17.33
2018-12-17,16.25
2018-12-18,15.58
2018-12-19,15.78
2018-12-20,16.469998999999998
2018-12-21,16.24
2018-12-24,16.23
2018-12-26,17.18
2018-12-27,17.33
2018-12-28,17.370001000000002
2018-12-31,17.389999
2019-01-02,17.57
2019-01-03,17.139999
2019-01-04,17.66
2019-01-07,17.9
2019-01-08,18.139999
2019-01-09,18.540001
2019-01-10,17.530001000000002
2019-01-11,17.65
2019-01-14,17.450001
2019-01-15,17.75
2019-01-16,18.52
2019-01-17,19.26
2019-01-18,19.620001000000002
2019-01-22,19.83
2019-01-23,19.790001
2019-01-24,19.790001
2019-01-25,19.870001000000002
2019-01-28,19.98
2019-01-29,19.98
2019-01-30,20.09
2019-01-31,20.16
2019-02-01,20.0
2019-02-04,20.120001000000002
2019-02-05,19.82
2019-02-06,20.129998999999998
2019-02-07,20.040001
2019-02-08,19.98
2019-02-11,20.200001
2019-02-12,20.389999
2019-02-13,20.370001000000002
2019-02-14,20.51
2019-02-15,20.549999
2019-02-19,20.370001000000002
2019-02-20,21.32
2019-02-21,21.5
2019-02-22,21.26
2019-02-25,21.540001
2019-02-26,21.440001000000002
2019-02-27,21.51
2019-02-28,25.440001000000002
2019-03-01,26.24
2019-03-04,26.16
2019-03-05,24.82
2019-03-06,23.25
2019-03-07,23.26
2019-03-08,23.1
2019-03-11,23.34
2019-03-12,23.91
2019-03-13,24.15
2019-03-14,24.0
2019-03-15,24.610001
2019-03-18,27.280001000000002
2019-03-19,26.799999
2019-03-20,25.85
2019-03-21,25.91
2019-03-22,24.42
2019-03-25,24.639999
2019-03-26,23.07
2019-03-27,22.9
2019-03-28,23.24
2019-03-29,22.82
2019-04-01,22.889999
2019-04-02,23.26
2019-04-03,23.370001000000002
2019-04-04,23.299999
2019-04-05,23.08
2019-04-08,22.77
2019-04-09,23.07
2019-04-10,23.530001000000002
2019-04-11,23.190001000000002
2019-04-12,22.83
2019-04-15,22.709999
2019-04-16,22.610001
2019-04-17,20.93
2019-04-18,20.879998999999998
2019-04-22,21.18
2019-04-23,21.799999
2019-04-24,22.049999
2019-04-25,22.74
2019-04-26,23.219998999999998
2019-04-29,23.030001000000002
2019-04-30,22.719998999999998
2019-05-01,22.15
2019-05-02,23.059998999999998
2019-05-03,24.15
2019-05-06,24.15
2019-05-07,24.219998999999998
2019-05-08,23.68
2019-05-09,27.24
2019-05-10,27.4
2019-05-13,26.08
2019-05-14,25.98
2019-05-15,25.129998999999998
2019-05-16,25.809998999999998
2019-05-17,26.629998999999998
2019-05-20,26.5
2019-05-21,27.33
2019-05-22,26.99
2019-05-23,26.08
2019-05-24,25.77
2019-05-28,25.16
2019-05-29,25.040001
2019-05-30,24.15
2019-05-31,24.5
2019-06-03,24.83
2019-06-04,25.209999
2019-06-05,24.26
2019-06-06,23.6
2019-06-07,23.629998999999998
2019-06-10,23.610001
2019-06-11,23.85
2019-06-12,22.93
2019-06-13,24.030001000000002
2019-06-14,22.719998999999998
2019-06-17,23.02
2019-06-18,23.25
2019-06-19,23.469998999999998
2019-06-20,23.41
2019-06-21,23.209999
2019-06-24,23.16
2019-06-25,23.08
2019-06-26,22.49
2019-06-27,23.02
2019-06-28,23.85
2019-07-01,24.219998999999998
2019-07-02,24.41
2019-07-03,24.540001
2019-07-05,25.030001000000002
2019-07-08,25.16
2019-07-09,24.9
2019-07-10,24.549999
2019-07-11,24.6
2019-07-12,24.74
2019-07-15,24.690001000000002
2019-07-16,24.629998999999998
2019-07-17,25.030001000000002
2019-07-18,25.51
2019-07-19,26.0
2019-07-22,26.5
2019-07-23,25.5
2019-07-24,25.389999
2019-07-25,23.92
2019-07-26,24.540001
2019-07-29,24.4
2019-07-30,24.549999
2019-07-31,23.98
2019-08-01,23.389999
2019-08-02,22.969998999999998
2019-08-05,21.74
2019-08-06,21.98
2019-08-07,22.32
2019-08-08,25.82
2019-08-09,25.66
2019-08-12,25.75
2019-08-13,25.58
2019-08-14,25.15
2019-08-15,24.889999
2019-08-16,24.219998999999998
2019-08-19,23.780001000000002
2019-08-20,23.219998999999998
2019-08-21,23.040001
2019-08-22,21.870001000000002
2019-08-23,21.059998999999998
2019-08-26,21.700001
2019-08-27,20.51
2019-08-28,20.23
2019-08-29,20.860001
2019-08-30,20.52
2019-09-03,19.99
2019-09-04,18.99
2019-09-05,19.09
2019-09-06,18.469998999999998
2019-09-09,18.610001
2019-09-10,19.02
2019-09-11,19.15
2019-09-12,18.049999
2019-09-13,16.969998999999998
2019-09-16,16.360001
2019-09-17,16.530001000000002
2019-09-18,16.040001
2019-09-19,15.61
2019-09-20,15.4
2019-09-23,15.08
2019-09-24,15.37
2019-09-25,15.03
2019-09-26,14.11
2019-09-27,13.7
2019-09-30,13.4
2019-10-01,13.04
2019-10-02,12.87
2019-10-03,13.4
2019-10-04,13.79
2019-10-07,14.46
2019-10-08,13.99
2019-10-09,13.87
2019-10-10,13.73
2019-10-11,13.93
2019-10-14,13.62
2019-10-15,14.0
2019-10-16,13.8
2019-10-17,14.4
2019-10-18,14.34
2019-10-21,14.84
2019-10-22,15.26
2019-10-23,15.01
2019-10-24,14.59
2019-10-25,14.64
2019-10-28,15.06
2019-10-29,15.31
2019-10-30,15.29
2019-10-31,15.13
2019-11-01,15.43
2019-11-04,15.45
2019-11-05,15.78
2019-11-06,15.64
2019-11-07,18.68
2019-11-08,18.370001000000002
2019-11-11,17.99
2019-11-12,18.440001000000002
2019-11-13,18.23
2019-11-14,18.879998999999998
2019-11-15,19.620001000000002
2019-11-18,19.290001
2019-11-19,19.32
2019-11-20,18.379998999999998
2019-11-21,17.73
2019-11-22,17.719998999999998
2019-11-25,18.65
2019-11-26,19.040001
2019-11-27,19.17
2019-11-29,19.15
2019-12-02,19.200001
2019-12-03,19.07
2019-12-04,18.58
2019-12-05,18.9
2019-12-06,19.26
2019-12-09,19.02
2019-12-10,19.07
2019-12-11,19.26
2019-12-12,19.68
2019-12-13,19.5
2019-12-16,19.9
2019-12-17,19.309998999999998
2019-12-18,18.610001
2019-12-19,19.17
2019-12-20,18.92
2019-12-23,19.309998999999998
2019-12-24,19.370001000000002
2019-12-26,19.209999
2019-12-27,18.93
2019-12-30,18.700001
2019-12-31,18.49
2020-01-02,18.790001
2020-01-03,18.73
2020-01-06,19.34
2020-01-07,18.959999
2020-01-08,18.82
2020-01-09,17.65
2020-01-10,17.25
2020-01-13,16.67
2020-01-14,16.549999
2020-01-15,17.459999
2020-01-16,17.92
2020-01-17,17.6
2020-01-21,18.030001000000002
2020-01-22,17.809998999999998
2020-01-23,17.700001
2020-01-24,17.58
2020-01-27,17.370001000000002
2020-01-28,17.98
2020-01-29,17.950001
2020-01-30,18.01
2020-01-31,17.620001000000002
2020-02-03,17.540001
2020-02-04,17.049999
2020-02-05,17.73
2020-02-06,17.639999
2020-02-07,16.98
2020-02-10,16.889999
2020-02-11,17.02
2020-02-12,17.92
2020-02-13,18.0
2020-02-14,17.639999
2020-02-18,17.559998999999998
2020-02-19,17.76
2020-02-20,17.639999
2020-02-21,17.41
2020-02-24,16.360001
2020-02-25,15.59
2020-02-26,15.17
2020-02-27,14.74
2020-02-28,14.99
2020-03-02,14.9
2020-03-03,14.26
2020-03-04,15.32
2020-03-05,15.6
2020-03-06,15.49
2020-03-09,14.71
2020-03-10,15.47
2020-03-11,15.37
2020-03-12,13.76
2020-03-13,15.59
2020-03-16,12.62
2020-03-17,13.62
2020-03-18,10.27
2020-03-19,10.52
2020-03-20,10.08
2020-03-23,10.15
2020-03-24,11.98
2020-03-25,14.51
2020-03-26,14.52
2020-03-27,14.04
2020-03-30,14.32
2020-03-31,14.1
2020-04-01,12.6
2020-04-02,12.38
2020-04-03,12.08
2020-04-06,13.15
2020-04-07,13.61
2020-04-08,14.46
2020-04-09,15.5
2020-04-13,15.34
2020-04-14,15.55
2020-04-15,15.61
2020-04-16,16.1
2020-04-17,16.559998999999998
2020-04-20,16.51
2020-04-21,15.63
2020-04-22,16.08
2020-04-23,16.23
2020-04-24,16.24
2020-04-27,16.34
2020-04-28,16.040001
2020-04-29,16.690001000000002
2020-04-30,16.93
2020-05-01,16.74
2020-05-04,16.639999
2020-05-05,16.559998999999998
2020-05-06,16.219998999999998
2020-05-07,14.99
2020-05-08,15.34
