Date,GLPI
2013-10-14,41.200001
2013-10-15,41.200001
2013-10-16,41.27
2013-10-17,43.23
2013-10-18,44.299999
2013-10-21,44.200001
2013-10-22,44.549999
2013-10-23,43.66
2013-10-24,43.84
2013-10-25,44.419998
2013-10-28,44.389998999999996
2013-10-29,44.52
2013-10-30,44.360001000000004
2013-10-31,45.0
2013-11-01,45.639998999999996
2013-11-04,46.799999
2013-11-05,46.52
2013-11-06,46.900002
2013-11-07,45.810001
2013-11-08,45.490002000000004
2013-11-11,45.810001
2013-11-12,45.419998
2013-11-13,44.900002
2013-11-14,44.950001
2013-11-15,45.200001
2013-11-18,45.07
2013-11-19,44.52
2013-11-20,44.599998
2013-11-21,44.66
2013-11-22,46.119999
2013-11-25,45.939999
2013-11-26,46.299999
2013-11-27,46.68
2013-11-29,46.119999
2013-12-02,47.040001000000004
2013-12-03,46.360001000000004
2013-12-04,46.43
2013-12-05,46.490002000000004
2013-12-06,47.259997999999996
2013-12-09,49.740002000000004
2013-12-10,50.040001000000004
2013-12-11,50.82
2013-12-12,50.16
2013-12-13,50.060001
2013-12-16,50.349998
2013-12-17,49.619999
2013-12-18,49.43
2013-12-19,49.27
2013-12-20,49.82
2013-12-23,49.91
2013-12-24,50.34
2013-12-26,50.240002000000004
2013-12-27,49.73
2013-12-30,50.48
2013-12-31,50.810001
2014-01-02,50.43
2014-01-03,50.259997999999996
2014-01-06,49.209998999999996
2014-01-07,49.02
2014-01-08,48.700001
2014-01-09,37.75
2014-01-10,37.860001000000004
2014-01-13,37.240002000000004
2014-01-14,37.23
2014-01-15,37.07
2014-01-16,36.509997999999996
2014-01-17,36.310001
2014-01-21,36.32
2014-01-22,35.799999
2014-01-23,35.450001
2014-01-24,34.720001
2014-01-27,34.380001
2014-01-28,34.869999
2014-01-29,34.200001
2014-01-30,34.599998
2014-01-31,34.700001
2014-02-03,33.98
2014-02-04,34.48
2014-02-05,34.52
2014-02-06,35.970001
2014-02-07,36.689999
2014-02-10,37.080002
2014-02-11,37.5
2014-02-12,37.830002
2014-02-13,38.84
2014-02-14,38.349998
2014-02-18,38.439999
2014-02-19,38.240002000000004
2014-02-20,38.66
2014-02-21,38.23
2014-02-24,37.77
2014-02-25,38.0
2014-02-26,37.459998999999996
2014-02-27,37.889998999999996
2014-02-28,38.080002
2014-03-03,37.939999
2014-03-04,38.75
2014-03-05,38.240002000000004
2014-03-06,38.529999
2014-03-07,38.73
2014-03-10,37.82
2014-03-11,37.209998999999996
2014-03-12,37.470001
2014-03-13,36.970001
2014-03-14,37.330002
2014-03-17,36.84
