Date,TV
1998-08-31,4.3125
1998-09-01,4.46875
1998-09-02,4.8125
1998-09-03,4.875
1998-09-04,4.59375
1998-09-08,4.8125
1998-09-09,4.6875
1998-09-10,3.78125
1998-09-11,4.09375
1998-09-14,3.90625
1998-09-15,4.65625
1998-09-16,4.625
1998-09-17,4.6875
1998-09-18,4.671875
1998-09-21,5.09375
1998-09-22,4.984375
1998-09-23,5.71875
1998-09-24,5.0
1998-09-25,5.109375
1998-09-28,5.125
1998-09-29,5.0625
1998-09-30,4.828125
1998-10-01,4.375
1998-10-02,4.421875
1998-10-05,4.3125
1998-10-06,4.21875
1998-10-07,4.140625
1998-10-08,4.40625
1998-10-09,4.5
1998-10-12,4.703125
1998-10-13,4.8125
1998-10-14,4.84375
1998-10-15,5.75
1998-10-16,6.4375
1998-10-19,6.390625
1998-10-20,6.484375
1998-10-21,6.375
1998-10-22,6.859375
1998-10-23,6.671875
1998-10-26,6.78125
1998-10-27,6.703125
1998-10-28,6.703125
1998-10-29,6.4375
1998-10-30,6.78125
1998-11-02,6.984375
1998-11-03,6.9375
1998-11-04,7.359375
1998-11-05,7.1875
1998-11-06,7.234375
1998-11-09,7.109375
1998-11-10,7.046875
1998-11-11,6.984375
1998-11-12,6.796875
1998-11-13,6.6875
1998-11-16,6.65625
1998-11-17,6.5
1998-11-18,6.5625
1998-11-19,6.78125
1998-11-20,6.796875
1998-11-23,7.21875
1998-11-24,7.015625
1998-11-25,6.96875
1998-11-27,6.75
1998-11-30,6.359375
1998-12-01,6.28125
1998-12-02,6.25
1998-12-03,6.046875
1998-12-04,6.21875
1998-12-07,6.453125
1998-12-08,6.28125
1998-12-09,6.359375
1998-12-10,6.3125
1998-12-11,6.1875
1998-12-14,5.890625
1998-12-15,5.78125
1998-12-16,6.0
1998-12-17,6.0625
1998-12-18,6.265625
1998-12-21,6.53125
1998-12-22,6.46875
1998-12-23,6.46875
1998-12-24,6.390625
1998-12-28,6.25
1998-12-29,6.171875
1998-12-30,6.234375
1998-12-31,6.171875
1999-01-04,6.203125
1999-01-05,6.125
1999-01-06,5.890625
1999-01-07,5.75
1999-01-08,5.75
1999-01-11,5.5
1999-01-12,5.15625
1999-01-13,4.65625
1999-01-14,4.625
1999-01-15,5.578125
1999-01-19,5.71875
1999-01-20,6.078125
1999-01-21,5.9375
1999-01-22,5.734375
1999-01-25,5.875
1999-01-26,5.890625
1999-01-27,6.03125
1999-01-28,6.28125
1999-01-29,6.40625
1999-02-01,6.515625
1999-02-02,6.421875
1999-02-03,6.53125
1999-02-04,6.53125
1999-02-05,6.65625
1999-02-08,6.609375
1999-02-09,6.453125
1999-02-10,6.203125
1999-02-11,6.578125
1999-02-12,6.484375
1999-02-16,6.578125
1999-02-17,6.625
1999-02-18,6.828125
1999-02-19,6.75
1999-02-22,6.78125
1999-02-23,6.84375
1999-02-24,6.875
1999-02-25,6.90625
1999-02-26,7.03125
1999-03-01,6.984375
1999-03-02,6.875
1999-03-03,6.765625
1999-03-04,6.859375
1999-03-05,7.125
1999-03-08,7.65625
1999-03-09,7.734375
1999-03-10,7.9375
1999-03-11,8.28125
1999-03-12,8.3125
1999-03-15,8.15625
1999-03-16,8.125
1999-03-17,7.96875
1999-03-18,8.015625
1999-03-19,8.125
1999-03-22,7.890625
1999-03-23,7.8125
1999-03-24,8.03125
1999-03-25,8.125
1999-03-26,8.03125
1999-03-29,7.921875
1999-03-30,7.828125
1999-03-31,7.84375
1999-04-01,7.90625
1999-04-05,8.15625
1999-04-06,8.265625
1999-04-07,8.125
1999-04-08,8.46875
1999-04-09,8.640625
1999-04-12,8.953125
1999-04-13,9.53125
1999-04-14,9.34375
1999-04-15,9.40625
1999-04-16,9.515625
1999-04-19,9.484375
1999-04-20,9.140625
1999-04-21,8.84375
1999-04-22,9.25
1999-04-23,9.578125
1999-04-26,9.46875
1999-04-27,9.609375
1999-04-28,9.71875
1999-04-29,10.40625
1999-04-30,10.25
1999-05-03,10.40625
1999-05-04,10.453125
1999-05-05,10.6875
1999-05-06,11.9375
1999-05-07,12.21875
1999-05-10,12.125
1999-05-11,11.703125
1999-05-12,11.3125
1999-05-13,11.875
1999-05-14,11.671875
1999-05-17,11.296875
1999-05-18,11.375
1999-05-19,10.953125
1999-05-20,11.390625
1999-05-21,11.03125
1999-05-24,10.53125
1999-05-25,10.15625
1999-05-26,10.515625
1999-05-27,10.4375
1999-05-28,10.453125
1999-06-01,10.0625
1999-06-02,10.265625
1999-06-03,10.265625
1999-06-04,10.296875
1999-06-07,10.453125
1999-06-08,10.484375
1999-06-09,10.15625
1999-06-10,10.09375
1999-06-11,10.125
1999-06-14,10.15625
1999-06-15,10.5625
1999-06-16,11.035156
1999-06-17,11.359375
1999-06-18,11.4375
1999-06-21,11.703125
1999-06-22,11.671875
1999-06-23,11.421875
1999-06-24,11.25
1999-06-25,10.96875
1999-06-28,10.765625
1999-06-29,10.796875
1999-06-30,11.203125
1999-07-01,11.65625
1999-07-02,11.859375
1999-07-06,11.65625
1999-07-07,11.59375
1999-07-08,11.453125
1999-07-09,11.589844
1999-07-12,11.046875
1999-07-13,10.8125
1999-07-14,10.953125
1999-07-15,11.046875
1999-07-16,11.125
1999-07-19,11.140625
1999-07-20,10.875
1999-07-21,10.890625
1999-07-22,10.6875
1999-07-23,10.09375
1999-07-26,9.65625
1999-07-27,9.921875
1999-07-28,10.25
1999-07-29,9.765625
1999-07-30,9.59375
1999-08-02,9.140625
1999-08-03,9.484375
1999-08-04,9.15625
1999-08-05,9.015625
1999-08-06,9.078125
1999-08-09,9.25
1999-08-10,9.359375
1999-08-11,9.5
1999-08-12,9.5
1999-08-13,10.125
1999-08-16,9.96875
1999-08-17,9.984375
1999-08-18,9.644531
1999-08-19,9.515625
1999-08-20,9.65625
1999-08-23,9.640625
1999-08-24,9.390625
1999-08-25,9.703125
1999-08-26,9.71875
1999-08-27,9.640625
1999-08-30,9.4375
1999-08-31,9.03125
1999-09-01,9.140625
1999-09-02,9.0625
1999-09-03,9.125
1999-09-07,8.96875
1999-09-08,8.625
1999-09-09,8.484375
1999-09-10,9.03125
1999-09-13,9.203125
1999-09-14,9.0625
1999-09-15,8.953125
1999-09-16,8.71875
1999-09-17,8.875
1999-09-20,9.015625
1999-09-21,8.9375
1999-09-22,9.28125
1999-09-23,9.515625
1999-09-24,9.703125
1999-09-27,9.921875
1999-09-28,10.03125
1999-09-29,9.96875
1999-09-30,9.984375
1999-10-01,10.0
1999-10-04,10.1875
1999-10-05,10.15625
1999-10-06,10.34375
1999-10-07,10.203125
1999-10-08,10.390625
1999-10-11,10.421875
1999-10-12,10.25
1999-10-13,10.09375
1999-10-14,9.75
1999-10-15,9.21875
1999-10-18,9.484375
1999-10-19,10.0
1999-10-20,10.109375
1999-10-21,10.25
1999-10-22,10.375
1999-10-25,10.28125
1999-10-26,10.0
1999-10-27,10.03125
1999-10-28,10.234375
1999-10-29,10.625
1999-11-01,10.59375
1999-11-02,11.109375
1999-11-03,11.40625
1999-11-04,11.59375
1999-11-05,11.484375
1999-11-08,11.734375
1999-11-09,11.5
1999-11-10,11.703125
1999-11-11,11.84375
1999-11-12,11.859375
1999-11-15,12.0625
1999-11-16,12.078125
1999-11-17,11.953125
1999-11-18,12.21875
1999-11-19,13.453125
1999-11-22,12.78125
1999-11-23,12.59375
1999-11-24,12.5
1999-11-26,12.4375
1999-11-29,12.5
1999-11-30,12.203125
1999-12-01,12.25
1999-12-02,12.609375
1999-12-03,13.109375
1999-12-06,13.5625
1999-12-07,13.59375
1999-12-08,15.5
1999-12-09,15.109375
1999-12-10,15.375
1999-12-13,15.34375
1999-12-14,15.0625
1999-12-15,15.0625
1999-12-16,15.953125
1999-12-17,16.75
1999-12-20,17.84375
1999-12-21,17.75
1999-12-22,17.09375
1999-12-23,16.96875
1999-12-27,16.359375
1999-12-28,16.09375
1999-12-29,16.6875
1999-12-30,16.984375
1999-12-31,17.0625
2000-01-03,16.171875
2000-01-04,14.28125
2000-01-05,14.28125
2000-01-06,14.078125
2000-01-07,14.734375
2000-01-10,16.625
2000-01-11,15.671875
2000-01-12,15.6875
2000-01-13,16.6875
2000-01-14,16.8125
2000-01-18,17.03125
2000-01-19,16.875
2000-01-20,16.546875
2000-01-21,16.25
2000-01-24,15.875
2000-01-25,15.625
2000-01-26,15.671875
2000-01-27,15.6875
2000-01-28,14.703125
2000-01-31,13.875
2000-02-01,14.828125
2000-02-02,15.6875
2000-02-03,16.25
2000-02-04,16.625
2000-02-07,17.765625
2000-02-08,17.8125
2000-02-09,18.046875
2000-02-10,21.46875
2000-02-11,20.75
2000-02-14,19.796875
2000-02-15,19.046875
2000-02-16,20.203125
2000-02-17,19.703125
2000-02-18,18.203125
2000-02-22,18.1875
2000-02-23,19.375
2000-02-24,19.15625
2000-02-25,19.015625
2000-02-28,18.9375
2000-02-29,19.203125
2000-03-01,20.421875
2000-03-02,21.5625
2000-03-03,21.015625
2000-03-06,20.203125
2000-03-07,19.65625
2000-03-08,20.03125
2000-03-09,20.265625
2000-03-10,20.125
2000-03-13,18.625
2000-03-14,17.9375
2000-03-15,18.15625
2000-03-16,18.25
2000-03-17,18.484375
2000-03-20,17.96875
2000-03-21,17.578125
2000-03-22,17.421875
2000-03-23,18.140625
2000-03-24,19.0
2000-03-27,18.84375
2000-03-28,17.46875
2000-03-29,18.125
2000-03-30,17.25
2000-03-31,17.0
2000-04-03,16.484375
2000-04-04,15.84375
2000-04-05,15.921875
2000-04-06,16.40625
2000-04-07,17.109375
2000-04-10,16.53125
2000-04-11,16.234375
2000-04-12,15.4375
2000-04-13,14.4375
2000-04-14,12.875
2000-04-17,13.390625
2000-04-18,15.375
2000-04-19,14.46875
2000-04-20,14.890625
2000-04-24,14.75
2000-04-25,15.890625
2000-04-26,15.90625
2000-04-27,15.75
2000-04-28,15.859375
2000-05-01,16.4375
2000-05-02,15.84375
2000-05-03,15.015625
2000-05-04,15.0
2000-05-05,14.953125
2000-05-08,14.03125
2000-05-09,13.703125
2000-05-10,13.5
2000-05-11,13.875
2000-05-12,14.5625
2000-05-15,14.75
2000-05-16,14.84375
2000-05-17,14.515625
2000-05-18,14.265625
2000-05-19,13.46875
2000-05-22,13.671875
2000-05-23,13.4375
2000-05-24,13.390625
2000-05-25,12.953125
2000-05-26,12.921875
2000-05-30,13.78125
2000-05-31,13.921875
2000-06-01,14.984375
2000-06-02,16.65625
2000-06-05,16.3125
2000-06-06,15.109375
2000-06-07,14.75
2000-06-08,14.890625
2000-06-09,15.421875
2000-06-12,15.328125
2000-06-13,15.257813
2000-06-14,15.542969
2000-06-15,15.53125
2000-06-16,15.296875
2000-06-19,15.625
2000-06-20,16.0625
2000-06-21,16.65625
2000-06-22,15.9375
2000-06-23,15.34375
2000-06-26,15.421875
2000-06-27,16.0625
2000-06-28,16.234375
2000-06-29,16.53125
2000-06-30,17.234375
2000-07-03,18.640625
2000-07-05,18.90625
2000-07-06,18.453125
2000-07-07,18.046875
2000-07-10,17.78125
2000-07-11,17.5
2000-07-12,18.0625
2000-07-13,17.5625
2000-07-14,17.46875
2000-07-17,17.0
2000-07-18,17.0
2000-07-19,16.03125
2000-07-20,16.546875
2000-07-21,16.015625
2000-07-24,15.515625
2000-07-25,15.625
2000-07-26,15.46875
2000-07-27,16.125
2000-07-28,15.359375
2000-07-31,16.15625
2000-08-01,16.5625
2000-08-02,16.59375
2000-08-03,16.546875
2000-08-04,16.6875
2000-08-07,16.75
2000-08-08,16.25
2000-08-09,15.671875
2000-08-10,15.734375
2000-08-11,15.828125
2000-08-14,15.875
2000-08-15,16.203125
2000-08-16,16.453125
2000-08-17,16.5625
2000-08-18,15.84375
2000-08-21,15.65625
2000-08-22,15.734375
2000-08-23,15.734375
2000-08-24,15.515625
2000-08-25,15.3125
2000-08-28,15.25
2000-08-29,15.484375
2000-08-30,16.171875
2000-08-31,16.1875
2000-09-01,16.953125
2000-09-05,16.828125
2000-09-06,16.59375
2000-09-07,16.859375
2000-09-08,16.8125
2000-09-11,16.34375
2000-09-12,15.921875
2000-09-13,16.40625
2000-09-14,16.359375
2000-09-15,16.3125
2000-09-18,15.59375
2000-09-19,15.625
2000-09-20,15.625
2000-09-21,15.125
2000-09-22,15.109375
2000-09-25,14.890625
2000-09-26,14.640625
2000-09-27,14.328125
2000-09-28,14.796875
2000-09-29,14.421875
2000-10-02,14.140625
2000-10-03,13.734375
2000-10-04,14.125
2000-10-05,14.0
2000-10-06,13.28125
2000-10-09,12.96875
2000-10-10,12.71875
2000-10-11,11.984375
2000-10-12,11.28125
2000-10-13,12.421875
2000-10-16,11.765625
2000-10-17,11.375
2000-10-18,11.640625
2000-10-19,12.921875
2000-10-20,12.9375
2000-10-23,12.515625
2000-10-24,13.0
2000-10-25,12.375
2000-10-26,12.515625
2000-10-27,12.828125
2000-10-30,13.171875
2000-10-31,13.53125
2000-11-01,13.40625
2000-11-02,13.515625
2000-11-03,13.234375
2000-11-06,13.359375
2000-11-07,13.734375
2000-11-08,13.203125
2000-11-09,12.78125
2000-11-10,12.53125
2000-11-13,12.28125
2000-11-14,12.890625
2000-11-15,13.140625
2000-11-16,13.015625
2000-11-17,13.1875
2000-11-20,12.875
2000-11-21,12.78125
2000-11-22,12.109375
2000-11-24,12.390625
2000-11-27,12.9375
2000-11-28,12.265625
2000-11-29,12.09375
2000-11-30,11.640625
2000-12-01,11.71875
2000-12-04,11.46875
2000-12-05,12.203125
2000-12-06,12.75
2000-12-07,12.90625
2000-12-08,12.984375
2000-12-11,12.984375
2000-12-12,12.921875
2000-12-13,12.671875
2000-12-14,12.375
2000-12-15,11.875
2000-12-18,11.53125
2000-12-19,11.5
2000-12-20,10.65625
2000-12-21,10.875
2000-12-22,11.15625
2000-12-26,11.03125
2000-12-27,11.1875
2000-12-28,11.359375
2000-12-29,11.234375
2001-01-02,10.609375
2001-01-03,11.9375
2001-01-04,12.25
2001-01-05,12.0
2001-01-08,11.9375
2001-01-09,11.953125
2001-01-10,11.65625
2001-01-11,12.109375
2001-01-12,12.5
2001-01-16,12.578125
2001-01-17,12.984375
2001-01-18,13.203125
2001-01-19,13.078125
2001-01-22,12.90625
2001-01-23,12.953125
2001-01-24,12.75
2001-01-25,12.421875
2001-01-26,12.625
2001-01-29,13.075
2001-01-30,13.125
2001-01-31,13.375
2001-02-01,13.2525
2001-02-02,13.0025
2001-02-05,12.9875
2001-02-06,13.0575
2001-02-07,12.5525
2001-02-08,12.75
2001-02-09,12.5775
2001-02-12,12.6525
2001-02-13,12.3775
2001-02-14,11.9975
2001-02-15,11.9975
2001-02-16,11.8975
2001-02-20,11.46
2001-02-21,9.77
2001-02-22,9.375
2001-02-23,9.505
2001-02-26,10.0075
2001-02-27,10.11
2001-02-28,9.975
2001-03-01,10.225
2001-03-02,10.3
2001-03-05,10.2275
2001-03-06,10.325
2001-03-07,10.4
2001-03-08,10.38
2001-03-09,10.2375
2001-03-12,9.375
2001-03-13,9.4025
2001-03-14,9.25
2001-03-15,9.25
2001-03-16,9.275
2001-03-19,9.345
2001-03-20,8.7625
2001-03-21,8.625
2001-03-22,8.175
2001-03-23,8.1175
2001-03-26,8.44
2001-03-27,8.64
2001-03-28,8.4225
2001-03-29,8.2875
2001-03-30,8.3525
2001-04-02,8.3525
2001-04-03,8.03
2001-04-04,7.7775
2001-04-05,8.3625
2001-04-06,8.3925
2001-04-09,8.875
2001-04-10,9.335
2001-04-11,9.17
2001-04-12,9.16
2001-04-16,9.235
2001-04-17,9.46
2001-04-18,10.25
2001-04-19,9.9975
2001-04-20,9.225
2001-04-23,8.9125
2001-04-24,8.81
2001-04-25,8.8375
2001-04-26,9.0125
2001-04-27,9.35
2001-04-30,9.5075
2001-05-01,9.5125
2001-05-02,9.865
2001-05-03,9.75
2001-05-04,9.925
2001-05-07,9.9975
2001-05-08,9.7675
2001-05-09,9.8
2001-05-10,9.9375
2001-05-11,10.0825
2001-05-14,9.8225
2001-05-15,9.6725
2001-05-16,9.8225
2001-05-17,10.9975
2001-05-18,10.9475
2001-05-21,11.05
2001-05-22,11.45
2001-05-23,11.335
2001-05-24,11.3975
2001-05-25,11.055
2001-05-29,10.85
2001-05-30,10.485
2001-05-31,10.55
2001-06-01,10.63
2001-06-04,10.475
2001-06-05,10.725
2001-06-06,10.7875
2001-06-07,11.1775
2001-06-08,11.1775
2001-06-11,11.1125
2001-06-12,10.725
2001-06-13,10.4725
2001-06-14,10.2125
2001-06-15,10.05
2001-06-18,9.4475
2001-06-19,9.675
2001-06-20,9.85
2001-06-21,9.8625
2001-06-22,9.9175
2001-06-25,9.975
2001-06-26,10.0025
2001-06-27,9.975
2001-06-28,9.7725
2001-06-29,10.0025
2001-07-02,10.02
2001-07-03,10.23
2001-07-05,9.9
2001-07-06,9.75
2001-07-09,10.0025
2001-07-10,10.175
2001-07-11,9.5
2001-07-12,9.11
2001-07-13,9.2875
2001-07-16,9.5275
2001-07-17,9.6425
2001-07-18,9.5325
2001-07-19,9.6625
2001-07-20,9.67
2001-07-23,9.705
2001-07-24,9.325
2001-07-25,9.48
2001-07-26,9.7125
2001-07-27,9.76
2001-07-30,9.8175
2001-07-31,9.775
2001-08-01,9.825
2001-08-02,10.0775
2001-08-03,10.3325
2001-08-06,10.4625
2001-08-07,10.6625
2001-08-08,10.57
2001-08-09,10.4125
2001-08-10,10.3875
2001-08-13,10.6
2001-08-14,10.375
2001-08-15,10.0075
2001-08-16,9.615
2001-08-17,9.335
2001-08-20,9.0
2001-08-21,9.05
2001-08-22,9.2625
2001-08-23,9.07
2001-08-24,9.425
2001-08-27,9.6025
2001-08-28,9.3625
2001-08-29,9.3425
2001-08-30,9.1275
2001-08-31,9.125
2001-09-04,9.125
2001-09-05,8.8625
2001-09-06,8.275
2001-09-07,8.0875
2001-09-10,8.2875
2001-09-17,7.2
2001-09-18,6.7075
2001-09-19,7.025
2001-09-20,6.7875
2001-09-21,6.7625
2001-09-24,7.0775
2001-09-25,6.825
2001-09-26,6.9775
2001-09-27,6.7875
2001-09-28,7.175
2001-10-01,7.2775
2001-10-02,7.1
2001-10-03,7.15
2001-10-04,7.245
2001-10-05,7.2325
2001-10-08,7.1
2001-10-09,7.2025
2001-10-10,7.665
2001-10-11,8.115
2001-10-12,8.3
2001-10-15,8.075
2001-10-16,7.9375
2001-10-17,7.61
2001-10-18,7.45
2001-10-19,7.66
2001-10-22,7.955
2001-10-23,7.9625
2001-10-24,7.96
2001-10-25,7.9725
2001-10-26,8.1025
2001-10-29,7.9
2001-10-30,7.575
2001-10-31,7.6125
2001-11-01,7.79
2001-11-02,8.015
2001-11-05,8.3
2001-11-06,8.5625
2001-11-07,8.5225
2001-11-08,8.8075
2001-11-09,8.585
2001-11-12,8.47
2001-11-13,8.6975
2001-11-14,8.93
2001-11-15,8.935
2001-11-16,8.7525
2001-11-19,8.8
2001-11-20,8.7
2001-11-21,8.7775
2001-11-23,8.8175
2001-11-26,8.925
2001-11-27,9.175
2001-11-28,8.835
2001-11-29,8.825
2001-11-30,8.675
2001-12-03,8.9025
2001-12-04,9.19
2001-12-05,9.4025
2001-12-06,9.8225
2001-12-07,9.84
2001-12-10,9.625
2001-12-11,9.65
2001-12-12,9.5125
2001-12-13,9.365
2001-12-14,9.475
2001-12-17,9.6375
2001-12-18,9.95
2001-12-19,10.065
2001-12-20,10.475
2001-12-21,10.7025
2001-12-24,10.6975
2001-12-26,10.525
2001-12-27,10.7325
2001-12-28,10.865
2001-12-31,10.795
2002-01-02,10.5725
2002-01-03,10.7425
2002-01-04,10.89
2002-01-07,10.6275
2002-01-08,10.75
2002-01-09,10.9025
2002-01-10,10.5975
2002-01-11,10.4525
2002-01-14,10.38
2002-01-15,10.7775
2002-01-16,10.75
2002-01-17,10.985
2002-01-18,11.075
2002-01-22,10.805
2002-01-23,11.3075
2002-01-24,11.51
2002-01-25,11.5
2002-01-28,11.5375
2002-01-29,11.2625
2002-01-30,11.0125
2002-01-31,11.15
2002-02-01,11.075
2002-02-04,11.015
2002-02-05,10.7425
2002-02-06,10.8375
2002-02-07,10.895
2002-02-08,10.3
2002-02-11,10.395
2002-02-12,10.6875
2002-02-13,10.625
2002-02-14,10.4525
2002-02-15,10.575
2002-02-19,10.4175
2002-02-20,9.8925
2002-02-21,9.8075
2002-02-22,9.6
2002-02-25,9.95
2002-02-26,10.1925
2002-02-27,10.74
2002-02-28,10.775
2002-03-01,11.105
2002-03-04,11.25
2002-03-05,11.315
2002-03-06,11.5375
2002-03-07,11.3
2002-03-08,11.755
2002-03-11,11.6225
2002-03-12,11.53
2002-03-13,11.4625
2002-03-14,11.3475
2002-03-15,11.6
2002-03-18,12.0025
2002-03-19,12.13
2002-03-20,11.745
2002-03-21,11.825
2002-03-22,11.8125
2002-03-25,11.8025
2002-03-26,11.825
2002-03-27,11.9975
2002-03-28,12.1275
2002-04-01,11.97
2002-04-02,11.6775
2002-04-03,11.395
2002-04-04,11.5025
2002-04-05,11.7125
2002-04-08,11.5975
2002-04-09,11.605
2002-04-10,11.8825
2002-04-11,11.9675
2002-04-12,12.0
2002-04-15,12.01
2002-04-16,12.1625
2002-04-17,12.055
2002-04-18,11.9375
2002-04-19,11.975
2002-04-22,11.825
2002-04-23,11.7125
2002-04-24,11.74
2002-04-25,11.4725
2002-04-26,11.45
2002-04-29,11.2
2002-04-30,11.3
2002-05-01,11.2325
2002-05-02,11.2
2002-05-03,11.175
2002-05-06,11.0475
2002-05-07,10.795
2002-05-08,11.0625
2002-05-09,10.865
2002-05-10,10.6
2002-05-13,10.535
2002-05-14,10.61
2002-05-15,10.9575
2002-05-16,10.9975
2002-05-17,10.9
2002-05-20,10.78
2002-05-21,10.6975
2002-05-22,10.6125
2002-05-23,10.675
2002-05-24,10.7775
2002-05-28,10.7725
2002-05-29,10.49
2002-05-30,10.275
2002-05-31,10.4875
2002-06-03,10.2825
2002-06-04,10.125
2002-06-05,10.1875
2002-06-06,9.875
2002-06-07,10.13
2002-06-10,10.075
2002-06-11,9.95
2002-06-12,9.7
2002-06-13,10.095
2002-06-14,10.185
2002-06-17,10.225
2002-06-18,10.275
2002-06-19,10.1375
2002-06-20,9.855
2002-06-21,9.5125
2002-06-24,9.4125
2002-06-25,9.35
2002-06-26,8.9975
2002-06-27,9.2625
2002-06-28,9.345
2002-07-01,9.14
2002-07-02,8.895
2002-07-03,8.9225
2002-07-05,9.225
2002-07-08,9.25
2002-07-09,8.985
2002-07-10,8.7475
2002-07-11,8.9375
2002-07-12,9.05
2002-07-15,9.13
2002-07-16,8.77
2002-07-17,8.9
2002-07-18,8.98
2002-07-19,8.7375
2002-07-22,8.5025
2002-07-23,8.0125
2002-07-24,8.3375
2002-07-25,7.65
2002-07-26,7.275
2002-07-29,7.8175
2002-07-30,7.6975
2002-07-31,7.5625
2002-08-01,7.1625
2002-08-02,6.7225
2002-08-05,6.375
2002-08-06,6.925
2002-08-07,7.0175
2002-08-08,7.3175
2002-08-09,7.125
2002-08-12,7.2375
2002-08-13,7.095
2002-08-14,7.4675
2002-08-15,8.005
2002-08-16,8.25
2002-08-19,8.4275
2002-08-20,8.05
2002-08-21,8.525
2002-08-22,8.355
2002-08-23,7.9725
2002-08-26,8.475
2002-08-27,8.1075
2002-08-28,7.7
2002-08-29,7.9875
2002-08-30,7.935
2002-09-03,7.53
2002-09-04,7.4675
2002-09-05,7.15
2002-09-06,7.525
2002-09-09,7.525
2002-09-10,7.725
2002-09-11,7.7125
2002-09-12,7.4875
2002-09-13,7.4
2002-09-16,7.3275
2002-09-17,7.25
2002-09-18,7.0225
2002-09-19,6.5
2002-09-20,6.6125
2002-09-23,6.495
2002-09-24,6.3
2002-09-25,6.525
2002-09-26,6.8075
2002-09-27,6.565
2002-09-30,6.3725
2002-10-01,6.6075
2002-10-02,6.5375
2002-10-03,6.6625
2002-10-04,6.4925
2002-10-07,6.25
2002-10-08,6.2625
2002-10-09,6.075
2002-10-10,6.29
2002-10-11,6.525
2002-10-14,6.415
2002-10-15,6.855
2002-10-16,6.7525
2002-10-17,6.965
2002-10-18,6.9525
2002-10-21,7.25
2002-10-22,7.125
2002-10-23,7.28
2002-10-24,7.07
2002-10-25,7.14
2002-10-28,7.2
2002-10-29,6.97
2002-10-30,7.1325
2002-10-31,7.025
2002-11-01,7.19
2002-11-04,7.3475
2002-11-05,7.3575
2002-11-06,7.595
2002-11-07,7.5425
2002-11-08,7.27
2002-11-11,6.8525
2002-11-12,6.995
2002-11-13,6.9275
2002-11-14,6.985
2002-11-15,7.01
2002-11-18,6.87
2002-11-19,6.6325
2002-11-20,6.8
2002-11-21,6.9
2002-11-22,6.92
2002-11-25,7.05
2002-11-26,6.92
2002-11-27,7.3
2002-11-29,7.3575
2002-12-02,7.635
2002-12-03,7.675
2002-12-04,7.4375
2002-12-05,7.37
2002-12-06,7.355
2002-12-09,7.1875
2002-12-10,7.4375
2002-12-11,7.5
2002-12-12,7.5625
2002-12-13,7.35
2002-12-16,7.39
2002-12-17,7.3875
2002-12-18,7.2175
2002-12-19,7.2375
2002-12-20,7.27
2002-12-23,7.31
2002-12-24,7.26
2002-12-26,7.1925
2002-12-27,7.0375
2002-12-30,6.9
2002-12-31,6.9825
2003-01-02,7.275
2003-01-03,7.395
2003-01-06,7.45
2003-01-07,7.45
2003-01-08,7.2375
2003-01-09,7.425
2003-01-10,7.3825
2003-01-13,7.3625
2003-01-14,7.4875
2003-01-15,7.2625
2003-01-16,7.215
2003-01-17,7.0125
2003-01-21,6.805
2003-01-22,6.72
2003-01-23,6.815
2003-01-24,6.575
2003-01-27,6.45
2003-01-28,6.415
2003-01-29,6.3975
2003-01-30,6.25
2003-01-31,6.3925
2003-02-03,6.3625
2003-02-04,6.1875
2003-02-05,6.1375
2003-02-06,6.1875
2003-02-07,6.1425
2003-02-10,6.0975
2003-02-11,5.9825
2003-02-12,5.875
2003-02-13,5.8375
2003-02-14,5.8425
2003-02-18,6.1125
2003-02-19,6.085
2003-02-20,6.1075
2003-02-21,6.1925
2003-02-24,6.0425
2003-02-25,6.025
2003-02-26,6.04
2003-02-27,5.965
2003-02-28,6.045
2003-03-03,6.0775
2003-03-04,6.0125
2003-03-05,6.0075
2003-03-06,5.9325
2003-03-07,5.9125
2003-03-10,5.8275
2003-03-11,5.84
2003-03-12,5.815
2003-03-13,6.0
2003-03-14,6.065
2003-03-17,6.225
2003-03-18,6.3625
2003-03-19,6.3775
2003-03-20,6.375
2003-03-21,6.8375
2003-03-24,6.44
2003-03-25,6.4975
2003-03-26,6.43
2003-03-27,6.425
2003-03-28,6.3875
2003-03-31,6.2875
2003-04-01,6.4025
2003-04-02,6.545
2003-04-03,6.5375
2003-04-04,6.6375
2003-04-07,6.96
2003-04-08,6.905
2003-04-09,6.79
2003-04-10,6.6575
2003-04-11,6.6625
2003-04-14,6.7875
2003-04-15,7.0375
2003-04-16,6.935
2003-04-17,6.95
2003-04-21,7.0875
2003-04-22,7.25
2003-04-23,7.34
2003-04-24,7.225
2003-04-25,7.1775
2003-04-28,7.4525
2003-04-29,7.585
2003-04-30,7.585
2003-05-01,7.4125
2003-05-02,7.65
2003-05-05,7.6375
2003-05-06,7.655
2003-05-07,7.6875
2003-05-08,7.37
2003-05-09,7.5275
2003-05-12,7.5775
2003-05-13,7.465
2003-05-14,7.55
2003-05-15,7.5975
2003-05-16,7.5625
2003-05-19,7.2625
2003-05-20,7.1975
2003-05-21,7.275
2003-05-22,7.2825
2003-05-23,7.41
2003-05-27,7.575
2003-05-28,7.775
2003-05-29,7.6875
2003-05-30,7.7125
2003-06-02,7.9
2003-06-03,7.89
2003-06-04,7.865
2003-06-05,8.23
2003-06-06,8.2375
2003-06-09,8.1125
2003-06-10,8.225
2003-06-11,8.5025
2003-06-12,8.6625
