Date,BIDU
2010-06-02,75.980003
2010-06-03,76.660004
2010-06-04,73.199997
2010-06-07,69.809998
2010-06-08,70.489998
2010-06-09,67.400002
2010-06-10,72.629997
2010-06-11,72.849998
2010-06-14,72.93
2010-06-15,75.370003
2010-06-16,74.809998
2010-06-17,72.470001
2010-06-18,74.089996
2010-06-21,76.360001
2010-06-22,75.68
2010-06-23,76.190002
2010-06-24,73.800003
2010-06-25,76.099998
2010-06-28,74.440002
2010-06-29,67.57
2010-06-30,68.08000200000001
2010-07-01,68.550003
2010-07-02,67.550003
2010-07-06,67.449997
2010-07-07,72.370003
2010-07-08,72.43
2010-07-09,71.199997
2010-07-12,70.730003
2010-07-13,74.379997
2010-07-14,75.029999
2010-07-15,75.639999
2010-07-16,73.529999
2010-07-19,72.900002
2010-07-20,74.040001
2010-07-21,73.309998
2010-07-22,74.449997
2010-07-23,78.059998
2010-07-26,80.370003
2010-07-27,81.07
2010-07-28,79.400002
2010-07-29,79.199997
2010-07-30,81.410004
2010-08-02,84.599998
2010-08-03,84.790001
2010-08-04,86.599998
2010-08-05,85.57
2010-08-06,86.529999
2010-08-09,87.559998
2010-08-10,87.870003
2010-08-11,84.230003
2010-08-12,82.650002
2010-08-13,82.83000200000001
2010-08-16,84.349998
2010-08-17,84.43
2010-08-18,82.91999799999999
2010-08-19,81.190002
2010-08-20,82.16999799999999
2010-08-23,79.370003
2010-08-24,77.339996
2010-08-25,78.300003
2010-08-26,76.599998
2010-08-27,79.370003
2010-08-30,77.239998
2010-08-31,78.43
2010-09-01,81.839996
2010-09-02,82.610001
2010-09-03,84.300003
2010-09-07,82.269997
2010-09-08,84.190002
2010-09-09,83.83000200000001
2010-09-10,84.33000200000001
2010-09-13,86.260002
2010-09-14,86.33000200000001
2010-09-15,86.300003
2010-09-16,86.089996
2010-09-17,85.730003
2010-09-20,89.870003
2010-09-21,91.190002
2010-09-22,91.809998
2010-09-23,95.029999
2010-09-24,97.83000200000001
2010-09-27,103.82
2010-09-28,102.040001
2010-09-29,103.720001
2010-09-30,102.620003
2010-10-01,98.800003
2010-10-04,96.220001
2010-10-05,102.699997
2010-10-06,98.400002
2010-10-07,98.489998
2010-10-08,98.620003
2010-10-11,99.739998
2010-10-12,99.620003
2010-10-13,99.949997
2010-10-14,98.199997
2010-10-15,98.660004
2010-10-18,103.400002
2010-10-19,100.82
2010-10-20,100.010002
2010-10-21,102.480003
2010-10-22,107.279999
2010-10-25,109.75
2010-10-26,112.620003
2010-10-27,112.870003
2010-10-28,112.16999799999999
2010-10-29,110.010002
2010-11-01,107.150002
2010-11-02,109.550003
2010-11-03,110.650002
2010-11-04,110.059998
2010-11-05,108.800003
2010-11-08,110.400002
2010-11-09,109.190002
2010-11-10,111.690002
2010-11-11,114.099998
2010-11-12,110.639999
2010-11-15,108.800003
2010-11-16,103.599998
2010-11-17,106.91999799999999
2010-11-18,108.139999
2010-11-19,108.589996
2010-11-22,108.870003
2010-11-23,106.309998
2010-11-24,109.0
2010-11-26,109.370003
2010-11-29,107.379997
2010-11-30,105.050003
2010-12-01,106.809998
2010-12-02,106.370003
2010-12-03,109.230003
2010-12-06,110.230003
2010-12-07,109.68
2010-12-08,108.07
2010-12-09,108.07
2010-12-10,107.860001
2010-12-13,108.309998
2010-12-14,106.620003
2010-12-15,100.199997
2010-12-16,98.309998
2010-12-17,98.739998
2010-12-20,98.790001
2010-12-21,101.25
2010-12-22,100.5
2010-12-23,100.160004
2010-12-27,100.129997
2010-12-28,98.709999
2010-12-29,99.110001
2010-12-30,98.209999
2010-12-31,96.529999
2011-01-03,99.730003
2011-01-04,100.970001
2011-01-05,104.629997
2011-01-06,105.160004
2011-01-07,106.949997
2011-01-10,105.980003
2011-01-11,106.279999
2011-01-12,105.93
2011-01-13,106.25
2011-01-14,107.730003
2011-01-18,108.150002
2011-01-19,107.309998
2011-01-20,105.660004
2011-01-21,105.099998
2011-01-24,106.360001
2011-01-25,105.889999
2011-01-26,107.949997
2011-01-27,109.050003
2011-01-28,106.540001
2011-01-31,108.629997
2011-02-01,118.730003
2011-02-02,118.019997
2011-02-03,118.5
2011-02-04,117.68
2011-02-07,118.959999
2011-02-08,119.839996
2011-02-09,123.010002
2011-02-10,125.790001
2011-02-11,129.580002
2011-02-14,128.809998
2011-02-15,128.03999299999998
2011-02-16,128.71000700000002
2011-02-17,128.53999299999998
2011-02-18,126.800003
2011-02-22,120.279999
2011-02-23,115.900002
2011-02-24,118.809998
2011-02-25,120.589996
2011-02-28,121.160004
2011-03-01,117.83000200000001
2011-03-02,119.489998
2011-03-03,121.849998
2011-03-04,122.339996
2011-03-07,120.18
2011-03-08,120.18
2011-03-09,119.75
2011-03-10,120.870003
2011-03-11,124.959999
2011-03-14,124.059998
2011-03-15,122.230003
2011-03-16,120.559998
2011-03-17,121.639999
2011-03-18,120.5
2011-03-21,124.0
2011-03-22,127.089996
2011-03-23,132.580002
2011-03-24,133.479996
2011-03-25,134.919998
2011-03-28,133.669998
2011-03-29,136.0
2011-03-30,136.380005
2011-03-31,137.809998
2011-04-01,138.830002
2011-04-04,143.110001
2011-04-05,141.649994
2011-04-06,137.25
2011-04-07,139.100006
2011-04-08,141.880005
2011-04-11,145.679993
2011-04-12,140.71000700000002
2011-04-13,145.690002
2011-04-14,147.009995
2011-04-15,146.809998
2011-04-18,145.889999
2011-04-19,149.899994
2011-04-20,149.309998
2011-04-21,148.649994
2011-04-25,151.96000700000002
2011-04-26,152.369995
2011-04-27,151.110001
2011-04-28,148.25
2011-04-29,148.520004
2011-05-02,147.470001
2011-05-03,139.83999599999999
2011-05-04,139.009995
2011-05-05,140.190002
2011-05-06,141.259995
2011-05-09,142.619995
2011-05-10,142.240005
2011-05-11,138.899994
2011-05-12,138.199997
2011-05-13,131.279999
2011-05-16,127.769997
2011-05-17,131.809998
2011-05-18,131.83999599999999
2011-05-19,135.880005
2011-05-20,134.690002
2011-05-23,129.470001
2011-05-24,129.259995
2011-05-25,129.53999299999998
2011-05-26,129.949997
2011-05-27,133.929993
2011-05-31,135.71000700000002
2011-06-01,132.470001
2011-06-02,138.490005
2011-06-03,133.21000700000002
2011-06-06,126.970001
2011-06-07,124.82
2011-06-08,120.66999799999999
2011-06-09,123.209999
2011-06-10,121.690002
2011-06-13,118.029999
2011-06-14,124.82
2011-06-15,118.839996
2011-06-16,116.239998
2011-06-17,117.68
2011-06-20,118.279999
2011-06-21,127.709999
2011-06-22,124.870003
2011-06-23,129.220001
2011-06-24,128.679993
2011-06-27,133.169998
2011-06-28,136.169998
2011-06-29,137.580002
2011-06-30,140.130005
2011-07-01,143.350006
2011-07-05,145.869995
2011-07-06,145.83999599999999
2011-07-07,147.009995
2011-07-08,147.779999
2011-07-11,142.399994
2011-07-12,138.940002
2011-07-13,142.28999299999998
2011-07-14,140.820007
2011-07-15,146.929993
2011-07-18,148.130005
2011-07-19,152.559998
2011-07-20,154.990005
2011-07-21,150.169998
2011-07-22,154.0
2011-07-25,156.53999299999998
2011-07-26,164.360001
2011-07-27,161.240005
2011-07-28,158.33999599999999
2011-07-29,157.070007
2011-08-01,158.929993
2011-08-02,152.919998
2011-08-03,152.429993
2011-08-04,143.919998
2011-08-05,140.990005
2011-08-08,130.449997
2011-08-09,143.639999
2011-08-10,140.78999299999998
2011-08-11,148.149994
2011-08-12,150.149994
2011-08-15,144.639999
2011-08-16,136.919998
2011-08-17,137.96000700000002
2011-08-18,128.770004
2011-08-19,126.980003
2011-08-22,126.650002
2011-08-23,136.360001
2011-08-24,133.679993
2011-08-25,133.08999599999999
2011-08-26,139.699997
2011-08-29,143.300003
2011-08-30,148.350006
2011-08-31,145.779999
2011-09-01,144.28999299999998
2011-09-02,140.449997
2011-09-06,143.190002
2011-09-07,146.050003
2011-09-08,147.009995
2011-09-09,143.630005
2011-09-12,144.229996
2011-09-13,144.580002
2011-09-14,147.479996
2011-09-15,147.169998
2011-09-16,146.949997
2011-09-19,145.639999
2011-09-20,139.929993
2011-09-21,138.330002
2011-09-22,123.18
2011-09-23,123.400002
2011-09-26,122.559998
2011-09-27,127.720001
2011-09-28,121.41999799999999
2011-09-29,110.290001
2011-09-30,106.910004
2011-10-03,105.160004
2011-10-04,110.089996
2011-10-05,111.16999799999999
2011-10-06,120.889999
2011-10-07,119.209999
2011-10-10,124.540001
2011-10-11,129.470001
2011-10-12,130.830002
2011-10-13,132.970001
2011-10-14,137.600006
2011-10-17,135.610001
2011-10-18,132.369995
2011-10-19,126.230003
2011-10-20,123.870003
2011-10-21,122.160004
2011-10-24,132.020004
2011-10-25,127.980003
2011-10-26,130.800003
2011-10-27,138.389999
2011-10-28,144.619995
2011-10-31,140.179993
2011-11-01,135.050003
2011-11-02,140.550003
2011-11-03,143.5
2011-11-04,143.179993
2011-11-07,140.779999
2011-11-08,141.940002
2011-11-09,136.169998
2011-11-10,135.679993
2011-11-11,137.759995
2011-11-14,138.880005
2011-11-15,140.740005
2011-11-16,138.100006
2011-11-17,131.100006
2011-11-18,126.93
2011-11-21,124.16999799999999
2011-11-22,124.279999
2011-11-23,119.550003
2011-11-25,119.910004
2011-11-28,126.809998
2011-11-29,124.91999799999999
2011-11-30,130.990005
2011-12-01,134.830002
2011-12-02,134.08999599999999
2011-12-05,134.630005
2011-12-06,131.25
2011-12-07,129.330002
2011-12-08,126.629997
2011-12-09,130.520004
2011-12-12,127.650002
2011-12-13,122.220001
2011-12-14,117.970001
2011-12-15,114.339996
2011-12-16,114.519997
2011-12-19,111.449997
2011-12-20,118.400002
2011-12-21,112.970001
2011-12-22,115.559998
2011-12-23,117.809998
2011-12-27,116.25
2011-12-28,116.5
2011-12-29,114.720001
2011-12-30,116.470001
2012-01-03,124.290001
2012-01-04,121.989998
2012-01-05,123.269997
2012-01-06,121.089996
2012-01-09,120.110001
2012-01-10,126.879997
2012-01-11,128.190002
2012-01-12,128.300003
2012-01-13,127.410004
2012-01-17,128.850006
2012-01-18,126.07
2012-01-19,123.620003
2012-01-20,122.800003
2012-01-23,123.93
2012-01-24,121.75
2012-01-25,125.029999
2012-01-26,123.900002
2012-01-27,131.360001
2012-01-30,130.729996
2012-01-31,127.519997
2012-02-01,127.730003
2012-02-02,130.78999299999998
2012-02-03,134.529999
2012-02-06,131.369995
2012-02-07,129.490005
2012-02-08,130.889999
2012-02-09,135.449997
2012-02-10,136.58999599999999
2012-02-13,140.0
2012-02-14,140.860001
2012-02-15,138.320007
2012-02-16,141.830002
2012-02-17,136.899994
2012-02-21,130.639999
2012-02-22,133.71000700000002
2012-02-23,132.850006
2012-02-24,134.889999
2012-02-27,134.53999299999998
2012-02-28,138.28999299999998
2012-02-29,136.699997
2012-03-01,138.869995
2012-03-02,141.429993
2012-03-05,136.66000400000001
2012-03-06,133.270004
2012-03-07,134.940002
2012-03-08,137.190002
2012-03-09,138.529999
2012-03-12,137.800003
2012-03-13,140.179993
2012-03-14,136.509995
2012-03-15,136.33999599999999
2012-03-16,136.08999599999999
2012-03-19,137.940002
2012-03-20,137.350006
2012-03-21,140.610001
2012-03-22,143.720001
2012-03-23,144.320007
2012-03-26,150.800003
2012-03-27,150.020004
2012-03-28,148.08999599999999
2012-03-29,146.41000400000001
2012-03-30,145.770004
2012-04-02,146.699997
2012-04-03,147.059998
2012-04-04,144.690002
2012-04-05,148.25
2012-04-09,148.800003
2012-04-10,144.419998
2012-04-11,146.16000400000001
2012-04-12,151.320007
2012-04-13,151.380005
2012-04-16,147.66000400000001
2012-04-17,147.490005
2012-04-18,147.919998
2012-04-19,144.740005
2012-04-20,144.91000400000001
2012-04-23,139.66000400000001
2012-04-24,135.830002
2012-04-25,134.820007
2012-04-26,133.21000700000002
2012-04-27,134.440002
2012-04-30,132.699997
2012-05-01,133.479996
2012-05-02,134.100006
2012-05-03,133.110001
2012-05-04,130.020004
2012-05-07,127.970001
2012-05-08,127.309998
2012-05-09,123.699997
2012-05-10,123.660004
2012-05-11,122.230003
2012-05-14,121.83000200000001
2012-05-15,123.870003
2012-05-16,122.260002
2012-05-17,117.400002
2012-05-18,115.370003
2012-05-21,121.75
2012-05-22,119.339996
2012-05-23,122.290001
2012-05-24,118.260002
2012-05-25,117.589996
2012-05-29,121.589996
2012-05-30,118.160004
2012-05-31,117.769997
2012-06-01,113.349998
2012-06-04,115.68
2012-06-05,117.279999
2012-06-06,119.120003
2012-06-07,122.459999
2012-06-08,121.309998
2012-06-11,120.800003
2012-06-12,117.940002
2012-06-13,116.720001
2012-06-14,117.639999
2012-06-15,119.379997
2012-06-18,121.370003
2012-06-19,121.720001
2012-06-20,117.379997
2012-06-21,113.08000200000001
2012-06-22,114.610001
2012-06-25,111.019997
2012-06-26,110.589996
2012-06-27,111.400002
2012-06-28,108.620003
2012-06-29,114.980003
2012-07-02,112.690002
2012-07-03,114.720001
2012-07-05,117.209999
2012-07-06,115.910004
2012-07-09,113.16999799999999
2012-07-10,109.300003
2012-07-11,108.91999799999999
2012-07-12,108.209999
2012-07-13,109.709999
2012-07-16,107.349998
2012-07-17,104.980003
2012-07-18,107.449997
2012-07-19,110.739998
2012-07-20,110.230003
2012-07-23,107.099998
2012-07-24,114.949997
2012-07-25,114.410004
2012-07-26,118.620003
2012-07-27,123.699997
2012-07-30,121.290001
2012-07-31,120.519997
2012-08-01,123.239998
2012-08-02,122.029999
2012-08-03,124.839996
2012-08-06,128.940002
2012-08-07,130.320007
2012-08-08,131.270004
2012-08-09,130.940002
2012-08-10,131.059998
2012-08-13,130.78999299999998
2012-08-14,130.46000700000002
2012-08-15,130.100006
2012-08-16,133.66000400000001
2012-08-17,133.979996
2012-08-20,130.91000400000001
2012-08-21,123.400002
2012-08-22,122.800003
2012-08-23,115.089996
2012-08-24,115.720001
2012-08-27,116.900002
2012-08-28,120.620003
2012-08-29,113.099998
2012-08-30,112.010002
2012-08-31,111.440002
2012-09-04,114.510002
2012-09-05,111.940002
2012-09-06,112.739998
2012-09-07,109.589996
2012-09-10,109.160004
2012-09-11,109.809998
2012-09-12,107.089996
2012-09-13,109.83000200000001
2012-09-14,115.620003
2012-09-17,113.309998
2012-09-18,111.989998
2012-09-19,114.139999
2012-09-20,111.269997
2012-09-21,111.110001
2012-09-24,113.18
2012-09-25,112.519997
2012-09-26,112.190002
2012-09-27,114.599998
2012-09-28,116.889999
2012-10-01,112.769997
2012-10-02,112.339996
2012-10-03,112.07
2012-10-04,113.199997
2012-10-05,114.199997
2012-10-08,114.290001
2012-10-09,106.489998
2012-10-10,108.129997
2012-10-11,109.040001
2012-10-12,111.220001
2012-10-15,113.82
2012-10-16,113.410004
2012-10-17,114.849998
2012-10-18,113.18
2012-10-19,112.379997
2012-10-22,113.709999
2012-10-23,114.989998
2012-10-24,113.989998
2012-10-25,114.010002
2012-10-26,113.839996
2012-10-31,106.730003
2012-11-01,106.699997
2012-11-02,105.089996
2012-11-05,103.800003
2012-11-06,105.940002
2012-11-07,104.510002
2012-11-08,103.699997
2012-11-09,103.730003
2012-11-12,104.599998
2012-11-13,98.599998
2012-11-14,93.57
2012-11-15,93.83000200000001
2012-11-16,92.68
2012-11-19,92.41999799999999
2012-11-20,94.050003
2012-11-21,93.239998
2012-11-23,96.220001
2012-11-26,95.449997
2012-11-27,94.519997
2012-11-28,95.809998
2012-11-29,99.0
2012-11-30,96.309998
2012-12-03,95.900002
2012-12-04,90.239998
2012-12-05,88.120003
2012-12-06,89.019997
2012-12-07,89.360001
2012-12-10,91.75
2012-12-11,94.099998
2012-12-12,96.089996
2012-12-13,95.25
2012-12-14,97.400002
2012-12-17,96.260002
2012-12-18,98.550003
2012-12-19,100.58000200000001
2012-12-20,99.839996
2012-12-21,98.699997
2012-12-24,96.769997
2012-12-26,101.449997
2012-12-27,99.43
2012-12-28,99.0
2012-12-31,100.290001
2013-01-02,104.120003
2013-01-03,104.980003
2013-01-04,104.650002
2013-01-07,102.290001
2013-01-08,101.089996
2013-01-09,104.339996
2013-01-10,110.57
2013-01-11,112.970001
2013-01-14,112.639999
2013-01-15,111.660004
2013-01-16,109.93
2013-01-17,108.43
2013-01-18,109.839996
2013-01-22,108.910004
2013-01-23,108.300003
2013-01-24,107.91999799999999
2013-01-25,108.010002
2013-01-28,111.389999
2013-01-29,109.449997
2013-01-30,108.980003
2013-01-31,108.300003
2013-02-01,108.610001
2013-02-04,107.199997
2013-02-05,96.370003
2013-02-06,98.370003
2013-02-07,96.269997
2013-02-08,96.860001
2013-02-11,96.370003
2013-02-12,95.529999
2013-02-13,95.910004
2013-02-14,95.18
2013-02-15,94.32
2013-02-19,92.18
2013-02-20,88.449997
2013-02-21,88.769997
2013-02-22,89.18
2013-02-25,88.010002
2013-02-26,89.730003
2013-02-27,89.349998
2013-02-28,90.760002
2013-03-01,92.559998
2013-03-04,90.260002
2013-03-05,91.370003
2013-03-06,89.93
2013-03-07,90.41999799999999
2013-03-08,89.220001
2013-03-11,89.43
2013-03-12,87.75
2013-03-13,87.650002
2013-03-14,86.33000200000001
2013-03-15,85.08000200000001
2013-03-18,85.16999799999999
2013-03-19,84.239998
2013-03-20,86.099998
2013-03-21,85.91999799999999
2013-03-22,86.489998
2013-03-25,85.33000200000001
2013-03-26,86.07
2013-03-27,88.129997
2013-03-28,87.699997
2013-04-01,87.050003
2013-04-02,88.120003
2013-04-03,85.959999
2013-04-04,85.160004
2013-04-05,83.589996
2013-04-08,84.07
2013-04-09,84.870003
2013-04-10,90.07
2013-04-11,88.760002
2013-04-12,90.620003
2013-04-15,88.57
2013-04-16,90.290001
2013-04-17,88.610001
2013-04-18,86.470001
2013-04-19,86.43
2013-04-22,85.660004
2013-04-23,87.849998
2013-04-24,88.089996
2013-04-25,92.339996
2013-04-26,85.019997
2013-04-29,85.489998
2013-04-30,85.849998
2013-05-01,84.860001
2013-05-02,85.0
2013-05-03,84.510002
2013-05-06,87.650002
2013-05-07,89.300003
2013-05-08,92.910004
2013-05-09,94.25
2013-05-10,95.449997
2013-05-13,93.139999
2013-05-14,92.839996
2013-05-15,93.550003
2013-05-16,92.690002
2013-05-17,94.720001
2013-05-20,100.489998
2013-05-21,99.029999
2013-05-22,95.139999
2013-05-23,93.889999
2013-05-24,96.449997
2013-05-28,97.279999
2013-05-29,96.550003
2013-05-30,97.769997
2013-05-31,96.639999
2013-06-03,96.349998
2013-06-04,96.059998
2013-06-05,94.949997
2013-06-06,98.889999
2013-06-07,102.66999799999999
2013-06-10,102.989998
2013-06-11,99.43
2013-06-12,97.510002
2013-06-13,99.660004
2013-06-14,98.0
2013-06-17,96.760002
2013-06-18,96.300003
2013-06-19,94.550003
2013-06-20,93.230003
2013-06-21,93.410004
2013-06-24,89.889999
2013-06-25,91.089996
2013-06-26,93.720001
2013-06-27,94.190002
2013-06-28,94.599998
2013-07-01,92.5
2013-07-02,90.309998
2013-07-03,89.220001
2013-07-05,91.519997
2013-07-08,90.5
2013-07-09,92.690002
2013-07-10,93.43
2013-07-11,97.08000200000001
2013-07-12,96.849998
2013-07-15,101.589996
2013-07-16,105.690002
2013-07-17,108.529999
2013-07-18,111.199997
2013-07-19,111.08000200000001
2013-07-22,110.010002
2013-07-23,109.839996
2013-07-24,113.370003
2013-07-25,125.849998
2013-07-26,127.559998
2013-07-29,129.330002
2013-07-30,131.690002
2013-07-31,132.309998
2013-08-01,134.929993
2013-08-02,139.699997
2013-08-05,133.889999
2013-08-06,134.559998
2013-08-07,135.330002
2013-08-08,135.740005
2013-08-09,138.190002
2013-08-12,136.729996
2013-08-13,141.529999
2013-08-14,138.509995
2013-08-15,134.919998
2013-08-16,134.639999
2013-08-19,135.009995
2013-08-20,134.96000700000002
2013-08-21,135.990005
2013-08-22,139.53999299999998
2013-08-23,138.639999
2013-08-26,139.020004
2013-08-27,135.119995
2013-08-28,138.979996
2013-08-29,139.759995
2013-08-30,135.529999
2013-09-03,136.169998
2013-09-04,134.490005
2013-09-05,132.990005
2013-09-06,135.669998
2013-09-09,136.580002
2013-09-10,140.600006
2013-09-11,147.309998
2013-09-12,144.5
2013-09-13,142.639999
2013-09-16,142.58999599999999
2013-09-17,143.809998
2013-09-18,145.699997
2013-09-19,147.699997
2013-09-20,146.25
2013-09-23,149.259995
2013-09-24,150.130005
2013-09-25,150.679993
2013-09-26,154.279999
2013-09-27,153.83999599999999
2013-09-30,155.179993
2013-10-01,158.639999
2013-10-02,159.940002
2013-10-03,157.080002
2013-10-04,159.0
2013-10-07,157.53999299999998
2013-10-08,148.75
2013-10-09,146.53999299999998
2013-10-10,153.16000400000001
2013-10-11,154.899994
2013-10-14,152.96000700000002
2013-10-15,151.5
2013-10-16,150.199997
2013-10-17,153.830002
2013-10-18,165.91000400000001
2013-10-21,161.21000700000002
2013-10-22,158.570007
2013-10-23,155.070007
2013-10-24,161.33999599999999
2013-10-25,159.360001
2013-10-28,154.119995
2013-10-29,159.41000400000001
2013-10-30,164.929993
2013-10-31,160.800003
2013-11-01,160.059998
2013-11-04,156.020004
2013-11-05,153.46000700000002
2013-11-06,150.08999599999999
2013-11-07,147.350006
2013-11-08,151.08999599999999
2013-11-11,151.600006
2013-11-12,150.429993
2013-11-13,152.979996
2013-11-14,158.990005
2013-11-15,162.330002
2013-11-18,162.869995
2013-11-19,163.119995
2013-11-20,158.759995
2013-11-21,158.399994
2013-11-22,158.08999599999999
2013-11-25,156.66000400000001
2013-11-26,163.029999
2013-11-27,162.990005
2013-11-29,166.570007
2013-12-02,168.66000400000001
2013-12-03,167.050003
2013-12-04,168.259995
2013-12-05,167.360001
2013-12-06,168.71000700000002
2013-12-09,171.899994
2013-12-10,179.929993
2013-12-11,173.240005
2013-12-12,171.5
2013-12-13,171.240005
2013-12-16,169.009995
2013-12-17,168.330002
2013-12-18,171.490005
2013-12-19,170.389999
2013-12-20,173.360001
2013-12-23,172.300003
2013-12-24,168.580002
2013-12-26,167.279999
2013-12-27,173.770004
2013-12-30,173.990005
2013-12-31,177.880005
2014-01-02,179.990005
2014-01-03,175.279999
2014-01-06,176.630005
2014-01-07,178.820007
2014-01-08,181.78999299999998
2014-01-09,175.520004
2014-01-10,179.66000400000001
2014-01-13,171.0
2014-01-14,172.869995
2014-01-15,170.5
2014-01-16,173.0
2014-01-17,170.139999
2014-01-21,172.699997
2014-01-22,174.429993
2014-01-23,163.580002
2014-01-24,161.369995
2014-01-27,158.679993
2014-01-28,164.240005
2014-01-29,158.100006
2014-01-30,160.809998
2014-01-31,156.5
2014-02-03,150.520004
2014-02-04,155.820007
2014-02-05,152.100006
2014-02-06,155.050003
2014-02-07,161.139999
2014-02-10,164.240005
2014-02-11,166.28999299999998
2014-02-12,167.050003
2014-02-13,170.03999299999998
2014-02-14,167.479996
2014-02-18,173.78999299999998
2014-02-19,173.58999599999999
2014-02-20,173.899994
2014-02-21,172.66000400000001
2014-02-24,172.529999
2014-02-25,170.149994
2014-02-26,172.899994
2014-02-27,178.919998
2014-02-28,170.929993
2014-03-03,169.75
2014-03-04,172.419998
2014-03-05,174.570007
2014-03-06,184.639999
2014-03-07,182.03999299999998
2014-03-10,179.559998
2014-03-11,173.5
2014-03-12,174.179993
2014-03-13,166.08999599999999
2014-03-14,160.58999599999999
2014-03-17,161.66000400000001
2014-03-18,164.08999599999999
2014-03-19,160.580002
2014-03-20,157.479996
2014-03-21,158.309998
2014-03-24,157.380005
2014-03-25,156.050003
2014-03-26,152.119995
2014-03-27,151.0
2014-03-28,150.66000400000001
2014-03-31,152.270004
2014-04-01,159.179993
2014-04-02,160.470001
2014-04-03,157.449997
2014-04-04,149.350006
2014-04-07,143.509995
2014-04-08,150.96000700000002
2014-04-09,157.679993
2014-04-10,150.970001
2014-04-11,149.740005
2014-04-14,153.759995
2014-04-15,155.470001
2014-04-16,157.229996
2014-04-17,155.800003
2014-04-21,160.110001
2014-04-22,163.009995
2014-04-23,159.33999599999999
2014-04-24,159.740005
2014-04-25,162.91000400000001
2014-04-28,150.929993
2014-04-29,155.149994
2014-04-30,153.850006
2014-05-01,158.690002
2014-05-02,159.91000400000001
2014-05-05,159.729996
2014-05-06,157.830002
2014-05-07,151.270004
2014-05-08,150.380005
2014-05-09,152.850006
2014-05-12,159.880005
2014-05-13,156.110001
2014-05-14,156.020004
2014-05-15,155.389999
2014-05-16,154.770004
2014-05-19,157.649994
2014-05-20,158.419998
2014-05-21,163.970001
2014-05-22,163.529999
2014-05-23,167.630005
2014-05-27,169.320007
2014-05-28,166.169998
2014-05-29,167.5
2014-05-30,165.809998
2014-06-02,167.25
2014-06-03,163.669998
2014-06-04,163.380005
2014-06-05,166.419998
2014-06-06,172.33999599999999
2014-06-09,171.58999599999999
2014-06-10,176.139999
2014-06-11,176.509995
2014-06-12,175.979996
2014-06-13,178.050003
2014-06-16,176.880005
2014-06-17,178.220001
2014-06-18,176.679993
2014-06-19,174.389999
2014-06-20,174.5
2014-06-23,177.53999299999998
2014-06-24,181.190002
2014-06-25,184.46000700000002
2014-06-26,183.71000700000002
2014-06-27,184.96000700000002
2014-06-30,186.809998
2014-07-01,191.279999
2014-07-02,189.96000700000002
2014-07-03,191.199997
2014-07-07,188.0
2014-07-08,182.300003
2014-07-09,184.940002
2014-07-10,183.320007
2014-07-11,186.100006
2014-07-14,188.520004
2014-07-15,189.869995
2014-07-16,189.419998
2014-07-17,186.91000400000001
2014-07-18,191.169998
2014-07-21,197.720001
2014-07-22,198.429993
2014-07-23,200.119995
2014-07-24,204.270004
2014-07-25,226.5
2014-07-28,225.80000299999998
2014-07-29,220.0
2014-07-30,219.13000499999998
2014-07-31,216.05000299999998
2014-08-01,212.38000499999998
2014-08-04,218.899994
2014-08-05,215.57000699999998
2014-08-06,215.13999900000002
2014-08-07,213.50999500000003
2014-08-08,215.08999599999999
2014-08-11,217.979996
2014-08-12,216.16000400000001
2014-08-13,218.58999599999999
2014-08-14,219.580002
2014-08-15,218.850006
2014-08-18,219.24000499999997
2014-08-19,218.210007
2014-08-20,219.020004
2014-08-21,216.83999599999999
2014-08-22,214.190002
2014-08-25,216.80000299999998
2014-08-26,216.080002
2014-08-27,215.460007
2014-08-28,213.809998
2014-08-29,214.520004
2014-09-02,224.80000299999998
2014-09-03,227.44999700000002
2014-09-04,224.19999700000002
2014-09-05,226.69999700000002
2014-09-08,225.460007
2014-09-09,221.229996
2014-09-10,220.67999300000002
2014-09-11,220.020004
2014-09-12,217.960007
2014-09-15,210.729996
2014-09-16,215.57000699999998
2014-09-17,219.080002
2014-09-18,228.44999700000002
2014-09-19,224.92999300000002
2014-09-22,214.86000099999998
2014-09-23,214.789993
2014-09-24,221.97000099999997
2014-09-25,217.55000299999998
2014-09-26,219.020004
2014-09-29,220.47000099999997
2014-09-30,218.229996
2014-10-01,212.02999900000003
2014-10-02,214.80000299999998
2014-10-03,216.44999700000002
2014-10-06,217.19999700000002
2014-10-07,215.63000499999998
2014-10-08,217.539993
2014-10-09,213.0
2014-10-10,203.350006
2014-10-13,199.679993
2014-10-14,199.070007
2014-10-15,205.729996
2014-10-16,211.22000099999997
2014-10-17,211.729996
2014-10-20,216.61999500000002
2014-10-21,222.350006
2014-10-22,219.25999500000003
2014-10-23,217.02999900000003
2014-10-24,222.55000299999998
2014-10-27,219.919998
2014-10-28,228.960007
2014-10-29,224.55000299999998
2014-10-30,237.00999500000003
2014-10-31,238.770004
2014-11-03,236.539993
2014-11-04,241.960007
2014-11-05,237.69999700000002
2014-11-06,236.899994
2014-11-07,236.539993
2014-11-10,247.580002
2014-11-11,250.33999599999999
2014-11-12,249.82000699999998
2014-11-13,244.08999599999999
2014-11-14,249.69999700000002
2014-11-17,244.149994
2014-11-18,242.75
2014-11-19,240.419998
2014-11-20,238.38999900000002
2014-11-21,245.30000299999998
2014-11-24,243.91000400000001
2014-11-25,244.33999599999999
2014-11-26,246.02999900000003
2014-11-28,245.11000099999998
