Date,IPMLF
2017-07-21,2.7034
2017-07-24,2.7034
2017-07-25,3.02
2017-07-26,3.1
2017-07-27,3.0432
2017-07-28,3.0432
2017-07-31,3.0432
2017-08-01,2.91
2017-08-02,2.8707
2017-08-03,2.8707
2017-08-04,2.8707
2017-08-07,2.61
2017-08-08,2.6419
2017-08-09,2.6162
2017-08-10,2.46
2017-08-11,2.41
2017-08-14,2.41
2017-08-15,2.41
2017-08-16,2.41
2017-08-17,2.41
2017-08-18,2.5
2017-08-21,2.5
2017-08-22,2.5575
2017-08-23,2.4828
2017-08-24,2.63
2017-08-25,2.8
2017-08-28,2.95
2017-08-29,3.021
2017-08-30,3.021
2017-08-31,2.92
2017-09-01,3.13
2017-09-05,3.2643
2017-09-06,3.199
2017-09-07,3.28
2017-09-08,3.28
2017-09-11,3.04
2017-09-12,3.04
2017-09-13,3.04
2017-09-14,2.9241
2017-09-15,2.91
2017-09-18,2.8079
2017-09-19,2.74
2017-09-20,2.739
2017-09-21,2.64
2017-09-22,2.73
2017-09-25,2.68
2017-09-26,2.629
2017-09-27,2.56
2017-09-28,2.55
2017-09-29,2.5401
2017-10-02,2.67
2017-10-03,2.7211
2017-10-04,2.7211
2017-10-05,2.803
2017-10-06,2.7543
2017-10-09,2.71
2017-10-10,2.79
2017-10-11,2.8
2017-10-12,2.811
2017-10-13,2.811
2017-10-16,2.9071
2017-10-17,2.9071
2017-10-18,2.73
2017-10-19,2.7721
2017-10-20,2.7458
2017-10-23,2.3928
2017-10-24,2.3443
2017-10-25,2.365
2017-10-26,2.333
2017-10-27,2.345
2017-10-30,2.39
2017-10-31,2.3295
2017-11-01,2.3073
2017-11-02,2.23
2017-11-03,1.9927
2017-11-06,2.1123
2017-11-07,2.1947
2017-11-08,2.1716
2017-11-09,2.2297
2017-11-10,2.22
2017-11-13,2.23
2017-11-14,2.1074
2017-11-15,1.98
2017-11-16,2.0532
2017-11-17,2.07
2017-11-20,2.0679
2017-11-21,1.9515
2017-11-22,1.95
2017-11-24,1.9013
2017-11-27,1.8982
2017-11-28,1.8854
2017-11-29,1.8996
2017-11-30,1.8323
2017-12-01,1.8323
2017-12-04,1.7882
2017-12-05,1.7835
2017-12-06,1.72
2017-12-07,1.73
2017-12-08,1.8
2017-12-11,1.75
2017-12-12,1.7525
2017-12-13,1.7624
2017-12-14,1.78
2017-12-15,1.7985
2017-12-18,1.7522
2017-12-19,1.7507
2017-12-20,1.7507
2017-12-21,1.8535
2017-12-22,1.8879
2017-12-26,2.0
2017-12-27,2.49
2017-12-28,2.6462
2017-12-29,2.7429
2018-01-02,2.6904
2018-01-03,2.6904
2018-01-04,2.491
2018-01-05,2.443
2018-01-08,2.43
2018-01-09,2.451
2018-01-10,2.37
2018-01-11,2.4603
2018-01-12,2.1363
2018-01-16,2.0061
2018-01-17,2.08
2018-01-18,2.019
2018-01-19,1.986
2018-01-22,1.94
2018-01-23,1.8619
2018-01-24,1.9812
2018-01-25,1.93
2018-01-26,1.9781
2018-01-29,1.9494
2018-01-30,1.8919
2018-01-31,1.899
2018-02-01,2.1
2018-02-02,2.151
2018-02-05,2.01
2018-02-06,1.95
2018-02-07,1.95
2018-02-08,1.9038
2018-02-09,1.77
2018-02-12,1.78
2018-02-13,1.7617
2018-02-14,1.7762
2018-02-15,1.87
2018-02-16,1.8589
2018-02-20,1.8078
2018-02-21,1.794
2018-02-22,1.7739
2018-02-23,1.7739
2018-02-26,1.7739
2018-02-27,1.84
2018-02-28,1.8542
2018-03-01,1.8036
2018-03-02,1.8036
2018-03-05,1.8036
2018-03-06,1.8272
2018-03-07,1.8
2018-03-08,1.7486
2018-03-09,1.7729
2018-03-12,1.7729
2018-03-13,1.7729
2018-03-14,1.7451
2018-03-15,1.72
2018-03-16,1.7
2018-03-19,1.72
2018-03-20,1.69
2018-03-21,1.7253
2018-03-22,1.6552
2018-03-23,1.6584
2018-03-26,1.55
2018-03-27,1.6571
2018-03-28,1.6571
2018-03-29,1.7
2018-04-02,1.7
2018-04-03,1.6158
2018-04-04,1.5203
2018-04-05,1.6029
2018-04-06,1.6029
2018-04-09,1.6076
2018-04-10,1.6307
2018-04-11,1.6307
2018-04-12,1.6224
2018-04-13,1.6224
2018-04-16,1.5624
2018-04-17,1.5962
2018-04-18,1.67
2018-04-19,1.6807
2018-04-20,1.6807
2018-04-23,1.6807
2018-04-24,1.73
2018-04-25,1.7496
2018-04-26,1.6456
2018-04-27,1.6352
2018-04-30,1.6352
2018-05-01,1.53
2018-05-02,1.53
2018-05-03,1.5308
2018-05-04,1.5308
2018-05-07,1.5029
2018-05-08,1.5024
2018-05-09,1.45
2018-05-10,1.45
2018-05-11,1.476
2018-05-14,1.4852
2018-05-15,1.4852
2018-05-16,1.4852
2018-05-17,1.42
2018-05-18,1.4
2018-05-21,1.14
2018-05-22,1.46
2018-05-23,1.4326
2018-05-24,1.453
2018-05-25,1.54
2018-05-29,1.4772
2018-05-30,1.4772
2018-05-31,1.48
2018-06-01,1.453
2018-06-04,1.5
2018-06-05,1.61
2018-06-06,1.56
2018-06-07,1.6
2018-06-08,1.6
2018-06-11,1.6
2018-06-12,1.6
2018-06-13,1.6367
2018-06-14,1.6367
2018-06-15,1.6367
2018-06-18,1.4781
2018-06-19,1.4781
2018-06-20,1.4781
2018-06-21,1.4781
2018-06-22,1.4781
2018-06-25,1.4
2018-06-26,1.4
2018-06-27,1.3795
2018-06-28,1.3795
2018-06-29,1.3986
2018-07-02,1.3986
2018-07-03,1.3986
2018-07-05,1.3986
2018-07-06,1.4081
2018-07-09,1.38
2018-07-10,1.38
2018-07-11,1.3573
2018-07-12,1.316
2018-07-13,1.316
2018-07-16,1.3586
2018-07-17,1.2622
2018-07-18,1.2732
2018-07-19,1.2732
2018-07-20,1.22
2018-07-23,1.1892
2018-07-24,1.1892
2018-07-25,1.1103
2018-07-26,1.0797
2018-07-27,1.0236
2018-07-30,1.0092
2018-07-31,1.0092
2018-08-01,0.91
2018-08-02,0.9655
2018-08-03,0.973
2018-08-06,0.98
2018-08-07,0.962
2018-08-08,0.9563
2018-08-09,0.9563
2018-08-10,0.861
2018-08-13,0.861
2018-08-14,0.7655
2018-08-15,0.7504
2018-08-16,0.807
2018-08-17,0.899
2018-08-20,0.949
2018-08-21,1.03
2018-08-22,1.05
2018-08-23,1.0451
2018-08-24,1.02
2018-08-27,1.02
2018-08-28,1.02
2018-08-29,0.9484
2018-08-30,0.942
2018-08-31,0.955
2018-09-04,0.955
2018-09-05,0.955
2018-09-06,0.9136
2018-09-07,0.8337
2018-09-10,0.772
2018-09-11,0.7825
2018-09-12,0.9574
2018-09-13,0.9592
2018-09-14,0.9305
2018-09-17,1.0312
2018-09-18,1.1735
2018-09-19,1.12
2018-09-20,1.12
2018-09-21,1.41
2018-09-24,1.4941
2018-09-25,1.6557
2018-09-26,1.725
2018-09-27,1.57
2018-09-28,1.5207
2018-10-01,1.4172
2018-10-02,1.4231
2018-10-03,1.37
2018-10-04,1.4103
2018-10-05,1.341
2018-10-08,1.341
2018-10-09,1.3631
2018-10-10,1.3631
2018-10-11,1.3631
2018-10-12,1.3144
2018-10-15,1.249
2018-10-16,1.3322
2018-10-17,1.34
2018-10-18,1.3418
2018-10-19,1.3
2018-10-22,1.26
2018-10-23,1.26
2018-10-24,1.0685
2018-10-25,1.02
2018-10-26,0.9198
2018-10-29,0.9367
2018-10-30,0.9161
2018-10-31,1.03
2018-11-01,1.01
2018-11-02,1.01
2018-11-05,1.0033
2018-11-06,1.0011
2018-11-07,0.9354
2018-11-08,0.9517
2018-11-09,0.9517
2018-11-12,0.9517
2018-11-13,0.9517
2018-11-14,0.8
2018-11-15,0.7925
2018-11-16,0.7959
2018-11-19,0.807
2018-11-20,0.7703
2018-11-21,0.887
2018-11-23,0.9108
2018-11-26,0.8661
2018-11-27,1.06
2018-11-28,1.02
2018-11-29,1.02
2018-11-30,0.92
2018-12-03,0.92
2018-12-04,0.92
2018-12-06,0.92
2018-12-07,0.825
2018-12-10,0.825
2018-12-11,0.7781
2018-12-12,0.7781
2018-12-13,0.9337
2018-12-14,0.943
2018-12-17,0.911
2018-12-18,0.911
2018-12-19,0.9239
2018-12-20,0.9239
2018-12-21,0.9239
2018-12-24,0.9239
2018-12-26,0.9239
2018-12-27,0.9239
2018-12-28,1.01
2018-12-31,1.14
2019-01-02,1.16
2019-01-03,1.25
2019-01-04,1.3179
2019-01-07,1.5081
2019-01-08,1.3015
2019-01-09,1.3015
2019-01-10,1.32
2019-01-11,1.32
2019-01-14,1.32
2019-01-15,1.32
2019-01-16,1.32
2019-01-17,1.32
2019-01-18,1.2366
2019-01-22,1.2366
2019-01-23,1.2366
2019-01-24,1.2366
2019-01-25,1.3133
2019-01-28,1.34
2019-01-29,1.34
2019-01-30,1.34
2019-01-31,1.35
2019-02-01,1.35
2019-02-04,1.33
2019-02-05,1.33
2019-02-06,1.33
2019-02-07,1.33
2019-02-08,1.31
2019-02-11,1.31
2019-02-12,1.23
2019-02-13,1.54
2019-02-14,1.45
2019-02-15,1.47
2019-02-19,1.47
2019-02-20,1.47
2019-02-21,1.44
2019-02-22,1.42
2019-02-25,1.4103
2019-02-26,1.39
2019-02-27,1.37
2019-02-28,1.46
2019-03-01,1.46
2019-03-04,1.48
2019-03-05,1.487
2019-03-06,1.46
2019-03-07,1.57
2019-03-08,1.49
2019-03-11,2.3122
2019-03-12,2.4437
2019-03-13,2.603
2019-03-14,2.56
2019-03-15,2.367
2019-03-18,2.25
2019-03-19,2.3
2019-03-20,2.4
2019-03-21,2.35
2019-03-22,2.34
2019-03-25,2.34
2019-03-26,2.24
2019-03-27,2.232
2019-03-28,2.15
2019-03-29,2.17
2019-04-01,2.06
2019-04-02,2.02
2019-04-03,2.05
2019-04-04,2.0404
2019-04-05,2.03
2019-04-08,1.9525
2019-04-09,1.9525
2019-04-10,2.2128
2019-04-11,2.1
2019-04-12,1.99
2019-04-15,1.99
2019-04-16,1.9901
2019-04-17,2.01
2019-04-18,2.01
2019-04-22,1.94
2019-04-23,2.1
2019-04-24,2.11
2019-04-25,2.03
2019-04-26,2.03
2019-04-29,2.03
2019-04-30,2.03
2019-05-01,2.03
2019-05-02,1.81
2019-05-03,1.81
2019-05-06,1.78
2019-05-07,1.745
2019-05-08,1.7
2019-05-09,1.7
2019-05-10,1.7
2019-05-13,1.675
2019-05-14,1.675
2019-05-15,1.675
2019-05-16,1.81
2019-05-17,1.8676
2019-05-20,1.8676
2019-05-21,1.9496
2019-05-22,1.89
2019-05-23,1.85
2019-05-24,1.9073
2019-05-28,1.8595
2019-05-29,1.92
2019-05-30,2.0
2019-05-31,1.983
2019-06-03,1.966
2019-06-04,1.966
2019-06-05,1.7605
2019-06-06,1.74
2019-06-07,1.74
2019-06-10,1.82
2019-06-11,1.82
2019-06-12,1.82
2019-06-13,1.7
2019-06-14,1.8948
2019-06-17,1.8948
2019-06-18,1.8948
2019-06-19,1.8948
2019-06-20,1.8948
2019-06-21,1.8818
2019-06-24,1.8722
2019-06-25,1.8722
2019-06-26,1.8722
2019-06-27,1.8722
2019-06-28,1.9564
2019-07-01,1.9564
2019-07-02,1.935
2019-07-03,1.9625
2019-07-05,1.9
2019-07-08,1.9203
2019-07-09,1.86
2019-07-10,1.93
2019-07-11,1.9441
2019-07-12,2.085
2019-07-15,2.085
2019-07-16,2.085
2019-07-17,2.13
2019-07-18,2.13
2019-07-19,2.17
2019-07-22,2.17
2019-07-23,2.0886
2019-07-24,2.06
2019-07-25,2.06
2019-07-26,1.95
2019-07-29,1.93
2019-07-30,1.93
2019-07-31,1.91
2019-08-01,1.87
2019-08-02,1.87
2019-08-05,2.067
2019-08-06,1.7567
2019-08-07,1.7567
2019-08-08,1.82
2019-08-09,1.82
2019-08-12,2.04
2019-08-13,2.11
2019-08-14,2.0995
2019-08-15,2.0995
2019-08-16,2.0995
2019-08-19,2.0995
2019-08-20,2.0995
2019-08-21,2.0995
2019-08-22,1.99
2019-08-23,1.92
2019-08-26,1.83
2019-08-27,1.71
2019-08-28,1.741
2019-08-29,1.77
2019-08-30,1.83
2019-09-03,1.83
2019-09-04,1.99
2019-09-05,1.99
2019-09-06,1.9765
2019-09-09,1.83
2019-09-10,1.83
2019-09-11,1.7
2019-09-12,1.68
2019-09-13,1.68
2019-09-16,1.63
2019-09-17,1.543
2019-09-18,1.6
2019-09-19,1.53
2019-09-20,1.51
2019-09-23,1.6
2019-09-24,1.67
2019-09-25,1.6
2019-09-26,1.6
2019-09-27,1.64
2019-09-30,1.62
2019-10-01,1.52
2019-10-02,1.5
2019-10-03,1.5
2019-10-04,1.5
2019-10-07,1.5
2019-10-08,1.494
2019-10-09,1.48
2019-10-10,1.48
2019-10-11,1.5596
2019-10-14,1.5596
2019-10-15,1.6084
2019-10-16,1.56
2019-10-17,1.45
2019-10-18,1.46
2019-10-21,1.46
2019-10-22,1.403
2019-10-23,1.45
2019-10-24,1.45
2019-10-25,1.4323
2019-10-28,1.45
2019-10-29,1.45
2019-10-30,1.45
2019-10-31,1.41
2019-11-01,1.458
2019-11-04,1.54
2019-11-05,1.519
2019-11-06,1.513
2019-11-07,1.513
2019-11-08,1.5
2019-11-11,1.5
2019-11-12,1.47
2019-11-13,1.47
2019-11-14,1.37
2019-11-15,1.29
2019-11-18,1.29
2019-11-19,1.271
2019-11-20,1.25
2019-11-21,1.24
2019-11-22,1.26
2019-11-25,1.28
2019-11-26,1.3201
2019-11-27,1.28
2019-11-29,1.2501
2019-12-02,1.2079
2019-12-03,1.18
2019-12-04,1.1
2019-12-05,1.12
2019-12-06,1.12
2019-12-09,1.13
2019-12-10,1.18
2019-12-11,1.17
2019-12-12,1.2091
2019-12-13,1.28
2019-12-16,1.42
2019-12-17,1.4
2019-12-18,1.37
2019-12-19,1.31
2019-12-20,1.35
2019-12-23,1.52
2019-12-24,1.465
2019-12-26,1.465
2019-12-27,1.53
2019-12-30,1.55
2019-12-31,1.6272
2020-01-02,1.71
2020-01-03,1.71
2020-01-06,1.7
2020-01-07,1.7
2020-01-08,1.64
2020-01-09,1.6285
2020-01-10,1.59
2020-01-13,1.67
2020-01-14,1.67
2020-01-15,1.67
2020-01-16,1.71
2020-01-17,1.67
2020-01-21,1.66
2020-01-22,1.64
2020-01-23,1.6174
2020-01-24,1.5734
2020-01-27,1.56
2020-01-28,1.5279
2020-01-29,1.5711
2020-01-30,1.5693
2020-01-31,1.4683
2020-02-03,1.47
2020-02-04,1.45
2020-02-05,1.41
2020-02-06,1.5001
2020-02-07,1.5
2020-02-10,1.5
2020-02-11,1.52
2020-02-12,1.55
2020-02-13,1.4769
2020-02-14,1.37
2020-02-18,1.41
2020-02-19,1.3955
2020-02-20,1.4
2020-02-21,1.44
2020-02-24,1.4
2020-02-25,1.3856
2020-02-26,1.31
2020-02-27,1.28
2020-02-28,1.23
2020-03-02,1.27
2020-03-03,1.2364
2020-03-04,1.1986
2020-03-05,1.25
2020-03-06,1.31
2020-03-09,1.09
2020-03-10,1.11
2020-03-11,1.1001
2020-03-12,0.9444
2020-03-13,1.0305
2020-03-16,0.8983
2020-03-17,0.83
2020-03-18,0.77
2020-03-19,0.8568
2020-03-20,0.7599
2020-03-23,0.8573
2020-03-24,0.92
2020-03-25,0.962
2020-03-26,0.958
2020-03-27,0.919
2020-03-30,0.9494
2020-03-31,0.9499
2020-04-01,0.9028
2020-04-02,0.912
2020-04-03,0.899
2020-04-06,0.948
2020-04-07,0.97
2020-04-08,1.015
2020-04-09,1.09
2020-04-13,1.09
2020-04-14,1.22
2020-04-15,1.1095
2020-04-16,1.08
2020-04-17,1.09
2020-04-20,1.05
2020-04-21,1.01
2020-04-22,1.06
2020-04-23,1.0657
2020-04-24,1.0903
2020-04-27,1.12
2020-04-28,1.19
2020-04-29,1.32
2020-04-30,1.304
2020-05-01,1.304
2020-05-04,1.23
2020-05-05,1.2137
2020-05-06,1.21
2020-05-07,1.2
2020-05-08,1.29
