Date,BX
2007-12-20,23.57
2007-12-21,23.780001000000002
2007-12-24,23.25
2007-12-26,23.24
2007-12-27,22.98
2007-12-28,21.940001000000002
2007-12-31,22.129998999999998
2008-01-02,21.74
2008-01-03,21.24
2008-01-04,20.299999
2008-01-07,19.42
2008-01-08,18.0
2008-01-09,18.1
2008-01-10,19.84
2008-01-11,20.059998999999998
2008-01-14,20.389999
2008-01-15,19.700001
2008-01-16,19.1
2008-01-17,18.370001000000002
2008-01-18,18.67
2008-01-22,18.77
2008-01-23,20.57
2008-01-24,20.969998999999998
2008-01-25,19.360001
2008-01-28,19.15
2008-01-29,18.99
2008-01-30,18.65
2008-01-31,18.35
2008-02-01,18.719998999999998
2008-02-04,18.83
2008-02-05,18.219998999999998
2008-02-06,17.82
2008-02-07,17.68
2008-02-08,17.51
2008-02-11,17.780001000000002
2008-02-12,17.59
2008-02-13,17.629998999999998
2008-02-14,16.83
2008-02-15,16.57
2008-02-19,16.129998999999998
2008-02-20,16.23
2008-02-21,15.93
2008-02-22,15.72
2008-02-25,15.95
2008-02-26,17.0
2008-02-27,17.200001
2008-02-28,17.059998999999998
2008-02-29,16.5
2008-03-03,16.24
2008-03-04,15.79
2008-03-05,15.87
2008-03-06,15.05
2008-03-07,14.58
2008-03-10,15.0
2008-03-11,16.190001000000002
2008-03-12,16.469998999999998
2008-03-13,16.75
2008-03-14,15.78
2008-03-17,14.55
2008-03-18,15.21
2008-03-19,14.62
2008-03-20,15.45
2008-03-24,15.7
2008-03-25,16.27
2008-03-26,16.16
2008-03-27,15.34
2008-03-28,15.35
2008-03-31,15.88
2008-04-01,17.190001000000002
2008-04-02,17.68
2008-04-03,17.77
2008-04-04,18.639999
2008-04-07,19.09
2008-04-08,18.59
2008-04-09,18.559998999999998
2008-04-10,18.26
2008-04-11,17.76
2008-04-14,17.190001000000002
2008-04-15,17.33
2008-04-16,17.66
2008-04-17,18.629998999999998
2008-04-18,19.02
2008-04-21,18.700001
2008-04-22,18.620001000000002
2008-04-23,18.35
2008-04-24,18.549999
2008-04-25,19.200001
2008-04-28,18.950001
2008-04-29,18.809998999999998
2008-04-30,18.67
2008-05-01,19.51
2008-05-02,20.219998999999998
2008-05-05,19.709999
2008-05-06,19.469998999999998
2008-05-07,19.34
2008-05-08,19.02
2008-05-09,18.799999
2008-05-12,18.969998999999998
2008-05-13,19.049999
2008-05-14,19.5
2008-05-15,20.540001
2008-05-16,20.110001
2008-05-19,20.23
2008-05-20,20.27
2008-05-21,19.33
2008-05-22,19.16
2008-05-23,18.540001
2008-05-27,18.91
2008-05-28,18.66
2008-05-29,19.049999
2008-05-30,19.469998999999998
2008-06-02,19.43
2008-06-03,19.309998999999998
2008-06-04,19.09
2008-06-05,18.950001
2008-06-06,18.459999
2008-06-09,18.08
2008-06-10,17.92
2008-06-11,16.940001000000002
2008-06-12,17.1
2008-06-13,17.879998999999998
2008-06-16,18.15
2008-06-17,18.0
2008-06-18,18.02
2008-06-19,18.4
2008-06-20,18.18
2008-06-23,18.25
2008-06-24,18.379998999999998
2008-06-25,19.01
2008-06-26,18.709999
2008-06-27,18.73
2008-06-30,18.209999
2008-07-01,17.559998999999998
2008-07-02,17.32
2008-07-03,17.23
2008-07-07,16.77
2008-07-08,17.200001
2008-07-09,16.65
2008-07-10,16.440001000000002
2008-07-11,15.64
2008-07-14,14.81
2008-07-15,14.63
2008-07-16,16.43
2008-07-17,17.02
2008-07-18,17.290001
2008-07-21,17.1
2008-07-22,17.26
2008-07-23,17.799999
2008-07-24,16.860001
2008-07-25,17.01
2008-07-28,16.75
2008-07-29,17.6
2008-07-30,17.77
2008-07-31,18.57
2008-08-01,18.370001000000002
2008-08-04,17.93
2008-08-05,18.16
2008-08-06,18.75
2008-08-07,18.440001000000002
2008-08-08,18.559998999999998
2008-08-11,18.83
2008-08-12,18.33
2008-08-13,17.879998999999998
2008-08-14,17.73
2008-08-15,17.59
2008-08-18,17.17
2008-08-19,16.940001000000002
2008-08-20,16.809998999999998
2008-08-21,16.92
2008-08-22,17.360001
2008-08-25,17.25
2008-08-26,17.219998999999998
2008-08-27,17.08
2008-08-28,17.620001000000002
2008-08-29,17.879998999999998
2008-09-02,17.49
2008-09-03,17.16
2008-09-04,16.74
2008-09-05,16.43
2008-09-08,16.799999
2008-09-09,16.030001000000002
2008-09-10,16.120001000000002
2008-09-11,15.96
2008-09-12,15.91
2008-09-15,16.440001000000002
2008-09-16,16.57
2008-09-17,15.0
2008-09-18,17.02
2008-09-19,17.719998999999998
2008-09-22,16.24
2008-09-23,16.48
2008-09-24,16.82
2008-09-25,16.6
2008-09-26,16.809998999999998
2008-09-29,15.7
2008-09-30,15.34
2008-10-01,15.02
2008-10-02,14.6
2008-10-03,15.34
2008-10-06,13.7
2008-10-07,13.39
2008-10-08,12.7
2008-10-09,8.71
2008-10-10,7.99
2008-10-13,9.67
2008-10-14,10.87
2008-10-15,9.2
2008-10-16,9.36
2008-10-17,10.88
2008-10-20,10.36
2008-10-21,9.0
2008-10-22,8.9
2008-10-23,8.5
2008-10-24,7.89
2008-10-27,7.0
2008-10-28,7.45
2008-10-29,9.08
2008-10-30,8.91
2008-10-31,9.14
2008-11-03,8.61
2008-11-04,9.03
2008-11-05,8.6
2008-11-06,7.55
2008-11-07,7.51
2008-11-10,7.57
2008-11-11,7.31
2008-11-12,7.01
2008-11-13,7.22
2008-11-14,6.5
2008-11-17,6.34
2008-11-18,6.49
2008-11-19,5.95
2008-11-20,5.1
2008-11-21,4.65
2008-11-24,6.43
2008-11-25,6.14
2008-11-26,6.29
2008-11-28,6.26
2008-12-01,5.56
2008-12-02,5.34
2008-12-03,6.04
2008-12-04,5.73
2008-12-05,6.27
2008-12-08,6.89
2008-12-09,7.01
2008-12-10,6.59
2008-12-11,6.43
2008-12-12,6.19
2008-12-15,6.24
2008-12-16,6.08
2008-12-17,5.9
2008-12-18,5.78
2008-12-19,5.93
2008-12-22,5.89
2008-12-23,5.98
2008-12-24,5.75
2008-12-26,5.94
2008-12-29,6.46
2008-12-30,6.26
2008-12-31,6.53
2009-01-02,7.14
2009-01-05,7.5
2009-01-06,8.1
2009-01-07,7.41
2009-01-08,7.5
2009-01-09,7.28
2009-01-12,6.44
2009-01-13,6.12
2009-01-14,5.67
2009-01-15,5.34
2009-01-16,5.2
2009-01-20,4.62
2009-01-21,4.4
2009-01-22,4.2
2009-01-23,4.51
2009-01-26,4.56
2009-01-27,4.47
2009-01-28,5.1
2009-01-29,4.5
2009-01-30,4.51
2009-02-02,4.29
2009-02-03,4.43
2009-02-04,4.8
2009-02-05,4.8
2009-02-06,5.37
2009-02-09,4.94
2009-02-10,4.45
2009-02-11,4.61
2009-02-12,4.88
2009-02-13,5.03
2009-02-17,4.55
2009-02-18,4.23
2009-02-19,4.05
2009-02-20,3.96
2009-02-23,3.89
2009-02-24,4.29
2009-02-25,4.12
2009-02-26,3.87
2009-02-27,4.87
2009-03-02,4.77
2009-03-03,5.69
2009-03-04,6.13
2009-03-05,5.44
2009-03-06,5.93
2009-03-09,5.61
2009-03-10,5.98
2009-03-11,6.1
2009-03-12,6.1
2009-03-13,5.96
2009-03-16,6.06
2009-03-17,5.97
2009-03-18,6.07
2009-03-19,6.5
2009-03-20,6.3
2009-03-23,7.81
2009-03-24,8.22
2009-03-25,7.79
2009-03-26,7.9
2009-03-27,7.75
2009-03-30,6.84
2009-03-31,7.25
2009-04-01,7.33
2009-04-02,7.83
2009-04-03,8.07
2009-04-06,7.79
2009-04-07,7.24
2009-04-08,7.27
2009-04-09,7.63
2009-04-13,7.8
2009-04-14,8.37
2009-04-15,8.86
2009-04-16,8.9
2009-04-17,8.67
2009-04-20,7.55
2009-04-21,7.65
2009-04-22,7.88
2009-04-23,8.31
2009-04-24,8.75
2009-04-27,8.25
2009-04-28,8.3
2009-04-29,8.92
2009-04-30,9.79
2009-05-01,11.28
2009-05-04,11.9
2009-05-05,12.16
2009-05-06,13.16
2009-05-07,12.49
2009-05-08,13.84
2009-05-11,12.64
2009-05-12,12.67
2009-05-13,11.63
2009-05-14,11.59
2009-05-15,11.52
2009-05-18,12.16
2009-05-19,11.57
2009-05-20,11.2
2009-05-21,10.78
2009-05-22,11.2
2009-05-26,11.45
2009-05-27,11.13
2009-05-28,11.21
2009-05-29,10.95
2009-06-01,11.03
2009-06-02,10.8
2009-06-03,10.46
2009-06-04,10.77
2009-06-05,10.92
2009-06-08,11.08
2009-06-09,11.0
2009-06-10,10.95
2009-06-11,11.74
2009-06-12,11.61
2009-06-15,11.33
2009-06-16,11.17
2009-06-17,10.99
2009-06-18,11.15
2009-06-19,11.92
2009-06-22,11.38
2009-06-23,11.04
2009-06-24,11.2
2009-06-25,11.08
2009-06-26,10.88
2009-06-29,10.85
2009-06-30,10.54
2009-07-01,10.81
2009-07-02,10.72
2009-07-06,10.18
2009-07-07,9.61
2009-07-08,8.6
2009-07-09,8.68
2009-07-10,8.73
2009-07-13,9.13
2009-07-14,9.48
2009-07-15,9.97
2009-07-16,10.58
2009-07-17,10.39
2009-07-20,10.64
2009-07-21,10.48
2009-07-22,10.86
2009-07-23,11.6
2009-07-24,11.58
2009-07-27,11.7
2009-07-28,11.53
2009-07-29,10.96
2009-07-30,11.42
2009-07-31,11.26
2009-08-03,13.64
2009-08-04,12.93
2009-08-05,14.96
2009-08-06,14.0
2009-08-07,14.29
2009-08-10,14.9
2009-08-11,14.46
2009-08-12,14.58
2009-08-13,14.41
2009-08-14,14.05
2009-08-17,13.02
2009-08-18,13.21
2009-08-19,13.16
2009-08-20,13.45
2009-08-21,13.6
2009-08-24,13.07
2009-08-25,12.87
2009-08-26,13.1
2009-08-27,13.06
2009-08-28,13.1
2009-08-31,12.89
2009-09-01,12.25
2009-09-02,12.03
2009-09-03,12.19
2009-09-04,12.28
2009-09-08,12.68
2009-09-09,12.98
2009-09-10,13.5
2009-09-11,13.57
2009-09-14,13.94
2009-09-15,13.99
2009-09-16,14.68
2009-09-17,15.05
2009-09-18,15.0
2009-09-21,14.45
2009-09-22,14.66
2009-09-23,14.53
2009-09-24,14.0
2009-09-25,13.79
2009-09-28,14.11
2009-09-29,14.05
2009-09-30,14.2
2009-10-01,13.81
2009-10-02,13.45
2009-10-05,13.68
2009-10-06,14.53
2009-10-07,14.61
2009-10-08,14.89
2009-10-09,14.85
2009-10-12,16.08
2009-10-13,15.9
2009-10-14,17.110001
2009-10-15,16.73
2009-10-16,16.24
2009-10-19,15.87
2009-10-20,15.87
2009-10-21,15.6
2009-10-22,16.09
2009-10-23,15.82
2009-10-26,15.1
2009-10-27,14.39
2009-10-28,12.9
2009-10-29,13.87
2009-10-30,13.42
2009-11-02,13.78
2009-11-03,13.9
2009-11-04,13.77
2009-11-05,13.87
2009-11-06,14.84
2009-11-09,15.6
2009-11-10,15.32
2009-11-11,15.66
2009-11-12,15.23
2009-11-13,15.22
2009-11-16,15.22
2009-11-17,15.29
2009-11-18,15.55
2009-11-19,15.28
2009-11-20,14.98
2009-11-23,15.06
2009-11-24,14.03
2009-11-25,13.87
2009-11-27,13.42
2009-11-30,13.84
2009-12-01,13.61
2009-12-02,13.55
2009-12-03,13.54
2009-12-04,13.69
2009-12-07,13.65
2009-12-08,13.34
2009-12-09,13.37
2009-12-10,13.87
2009-12-11,13.71
2009-12-14,13.7
2009-12-15,13.42
2009-12-16,13.39
2009-12-17,13.23
2009-12-18,13.17
2009-12-21,13.5
2009-12-22,13.24
2009-12-23,13.18
2009-12-24,13.17
2009-12-28,13.19
2009-12-29,13.11
2009-12-30,13.19
2009-12-31,13.12
2010-01-04,13.71
2010-01-05,13.79
2010-01-06,14.04
2010-01-07,14.09
2010-01-08,14.05
2010-01-11,14.05
2010-01-12,13.69
2010-01-13,13.66
2010-01-14,13.75
2010-01-15,13.79
2010-01-19,13.56
2010-01-20,13.69
2010-01-21,13.42
2010-01-22,12.74
2010-01-25,12.64
2010-01-26,12.45
2010-01-27,12.73
2010-01-28,12.62
2010-01-29,12.13
2010-02-01,12.9
2010-02-02,13.33
2010-02-03,13.21
2010-02-04,12.72
2010-02-05,12.71
2010-02-08,12.48
2010-02-09,12.7
2010-02-10,12.44
2010-02-11,12.51
2010-02-12,12.82
2010-02-16,13.34
2010-02-17,13.36
2010-02-18,13.49
2010-02-19,13.73
2010-02-22,13.84
2010-02-23,13.83
2010-02-24,14.0
2010-02-25,13.92
2010-02-26,13.98
2010-03-01,14.11
2010-03-02,14.11
2010-03-03,14.23
2010-03-04,14.32
2010-03-05,14.9
2010-03-08,14.65
2010-03-09,14.85
2010-03-10,14.84
2010-03-11,14.9
2010-03-12,14.65
2010-03-15,14.43
2010-03-16,14.43
2010-03-17,14.65
2010-03-18,14.5
2010-03-19,13.96
2010-03-22,14.12
2010-03-23,14.39
2010-03-24,14.52
2010-03-25,14.69
2010-03-26,14.53
2010-03-29,14.27
2010-03-30,14.29
2010-03-31,14.0
2010-04-01,14.3
2010-04-05,14.48
2010-04-06,14.64
2010-04-07,14.68
2010-04-08,14.62
2010-04-09,14.73
2010-04-12,15.03
2010-04-13,15.25
2010-04-14,15.26
2010-04-15,15.19
2010-04-16,14.74
2010-04-19,14.68
2010-04-20,14.77
2010-04-21,14.95
2010-04-22,14.84
2010-04-23,14.9
2010-04-26,14.99
2010-04-27,14.51
2010-04-28,14.21
2010-04-29,14.55
2010-04-30,13.98
2010-05-03,14.43
2010-05-04,13.88
2010-05-05,13.3
2010-05-06,12.61
2010-05-07,12.17
2010-05-10,13.18
2010-05-11,13.02
2010-05-12,12.99
2010-05-13,13.0
2010-05-14,12.25
2010-05-17,12.08
2010-05-18,11.63
2010-05-19,11.55
2010-05-20,11.0
2010-05-21,11.07
2010-05-24,10.5
2010-05-25,10.63
2010-05-26,10.8
2010-05-27,11.02
2010-05-28,10.65
2010-06-01,10.23
2010-06-02,10.53
2010-06-03,10.49
2010-06-04,10.12
2010-06-07,9.86
2010-06-08,9.96
2010-06-09,9.95
2010-06-10,10.4
2010-06-11,10.56
2010-06-14,10.39
2010-06-15,10.64
2010-06-16,10.6
2010-06-17,10.48
2010-06-18,10.43
2010-06-21,10.37
2010-06-22,10.09
2010-06-23,10.17
2010-06-24,9.89
2010-06-25,10.25
2010-06-28,10.05
2010-06-29,9.52
2010-06-30,9.56
2010-07-01,9.47
2010-07-02,9.34
2010-07-06,9.2
2010-07-07,9.56
2010-07-08,10.17
2010-07-09,10.5
2010-07-12,10.31
2010-07-13,10.54
2010-07-14,10.28
2010-07-15,10.56
2010-07-16,10.19
2010-07-19,10.1
2010-07-20,10.31
2010-07-21,10.31
2010-07-22,10.74
2010-07-23,11.25
2010-07-26,11.7
2010-07-27,11.44
2010-07-28,11.23
2010-07-29,11.3
2010-07-30,11.15
2010-08-02,11.7
2010-08-03,11.5
2010-08-04,11.56
2010-08-05,11.51
2010-08-06,11.33
2010-08-09,11.36
2010-08-10,10.99
2010-08-11,10.57
2010-08-12,11.01
2010-08-13,10.63
2010-08-16,10.38
2010-08-17,10.63
2010-08-18,10.56
2010-08-19,10.26
2010-08-20,10.18
2010-08-23,10.57
2010-08-24,10.43
2010-08-25,10.37
2010-08-26,10.28
2010-08-27,10.29
2010-08-30,10.02
2010-08-31,10.09
2010-09-01,10.44
2010-09-02,10.23
2010-09-03,10.35
2010-09-07,10.19
2010-09-08,10.05
2010-09-09,10.0
2010-09-10,10.29
2010-09-13,10.6
2010-09-14,10.56
2010-09-15,10.77
2010-09-16,10.77
2010-09-17,10.85
2010-09-20,11.03
2010-09-21,11.31
2010-09-22,11.18
2010-09-23,10.77
2010-09-24,11.5
2010-09-27,11.67
2010-09-28,11.99
2010-09-29,12.37
2010-09-30,12.69
2010-10-01,12.44
2010-10-04,12.4
2010-10-05,12.67
2010-10-06,12.66
2010-10-07,12.92
2010-10-08,13.12
2010-10-11,13.52
2010-10-12,13.33
2010-10-13,13.63
2010-10-14,13.5
2010-10-15,13.38
2010-10-18,13.46
2010-10-19,13.39
2010-10-20,13.38
2010-10-21,13.75
2010-10-22,13.55
2010-10-25,13.55
2010-10-26,13.39
2010-10-27,13.47
2010-10-28,13.26
2010-10-29,13.48
2010-11-01,13.45
2010-11-02,13.99
2010-11-03,14.18
2010-11-04,14.15
2010-11-05,14.15
2010-11-08,14.08
2010-11-09,13.9
2010-11-10,13.7
2010-11-11,14.05
2010-11-12,13.67
2010-11-15,13.66
2010-11-16,13.17
2010-11-17,13.01
2010-11-18,13.05
2010-11-19,13.25
2010-11-22,13.25
2010-11-23,12.93
2010-11-24,13.02
2010-11-26,12.97
2010-11-29,13.03
2010-11-30,12.8
2010-12-01,13.15
2010-12-02,14.07
2010-12-03,13.85
2010-12-06,13.96
2010-12-07,13.98
2010-12-08,13.89
2010-12-09,13.82
2010-12-10,13.99
2010-12-13,13.77
2010-12-14,13.83
2010-12-15,13.8
2010-12-16,13.41
2010-12-17,13.46
2010-12-20,13.56
2010-12-21,14.08
2010-12-22,14.3
2010-12-23,14.55
2010-12-27,14.29
2010-12-28,14.13
2010-12-29,14.36
2010-12-30,14.27
2010-12-31,14.15
2011-01-03,14.79
2011-01-04,14.97
2011-01-05,14.96
2011-01-06,14.98
2011-01-07,14.91
2011-01-10,14.76
2011-01-11,14.95
2011-01-12,15.28
2011-01-13,15.7
2011-01-14,15.96
2011-01-18,15.31
2011-01-19,15.12
2011-01-20,15.33
2011-01-21,15.96
2011-01-24,15.94
2011-01-25,15.76
2011-01-26,15.81
2011-01-27,16.120001000000002
2011-01-28,15.58
2011-01-31,15.73
2011-02-01,16.32
2011-02-02,16.67
2011-02-03,17.360001
2011-02-04,17.200001
2011-02-07,17.17
2011-02-08,17.299999
2011-02-09,16.75
2011-02-10,17.059998999999998
2011-02-11,17.16
2011-02-14,17.49
2011-02-15,17.690001000000002
2011-02-16,17.700001
2011-02-17,17.629998999999998
2011-02-18,17.65
2011-02-22,17.129998999999998
2011-02-23,16.969998999999998
2011-02-24,17.299999
2011-02-25,17.76
2011-02-28,17.799999
2011-03-01,17.51
2011-03-02,17.559998999999998
2011-03-03,18.33
2011-03-04,18.18
2011-03-07,17.59
2011-03-08,17.65
2011-03-09,17.93
2011-03-10,17.559998999999998
2011-03-11,17.299999
2011-03-14,16.98
2011-03-15,16.58
2011-03-16,16.110001
2011-03-17,16.35
2011-03-18,16.629998999999998
2011-03-21,17.450001
2011-03-22,17.540001
2011-03-23,18.200001
2011-03-24,18.559998999999998
2011-03-25,18.74
2011-03-28,18.93
2011-03-29,18.4
2011-03-30,18.1
2011-03-31,17.879998999999998
2011-04-01,18.18
2011-04-04,18.780001000000002
2011-04-05,18.940001000000002
2011-04-06,19.0
2011-04-07,18.709999
2011-04-08,18.49
2011-04-11,18.0
2011-04-12,18.1
2011-04-13,18.280001000000002
2011-04-14,18.360001
2011-04-15,18.58
2011-04-18,18.059998999999998
2011-04-19,18.200001
2011-04-20,19.0
2011-04-21,19.309998999999998
2011-04-25,19.059998999999998
2011-04-26,19.459999
2011-04-27,19.49
2011-04-28,19.15
2011-04-29,18.940001000000002
2011-05-02,18.65
2011-05-03,18.65
2011-05-04,18.25
2011-05-05,17.75
2011-05-06,17.809998999999998
2011-05-09,18.07
2011-05-10,18.32
2011-05-11,17.790001
2011-05-12,17.559998999999998
2011-05-13,17.4
2011-05-16,16.82
2011-05-17,16.870001000000002
2011-05-18,17.139999
2011-05-19,17.23
2011-05-20,16.950001
2011-05-23,16.549999
2011-05-24,16.6
2011-05-25,16.870001000000002
2011-05-26,16.92
2011-05-27,17.049999
2011-05-31,17.24
2011-06-01,16.9
2011-06-02,16.74
2011-06-03,16.469998999999998
2011-06-06,16.16
2011-06-07,16.18
2011-06-08,16.18
2011-06-09,16.709999
2011-06-10,16.6
2011-06-13,16.6
2011-06-14,17.02
2011-06-15,16.59
2011-06-16,16.76
2011-06-17,16.629998999999998
2011-06-20,16.450001
2011-06-21,16.559998999999998
2011-06-22,16.41
2011-06-23,16.26
2011-06-24,16.02
2011-06-27,16.25
2011-06-28,16.389999
2011-06-29,16.379998999999998
2011-06-30,16.559998999999998
2011-07-01,17.370001000000002
2011-07-05,16.93
2011-07-06,16.950001
2011-07-07,17.200001
2011-07-08,17.01
2011-07-11,16.530001000000002
2011-07-12,16.24
2011-07-13,16.23
2011-07-14,16.08
2011-07-15,15.9
2011-07-18,15.39
2011-07-19,15.79
2011-07-20,16.26
2011-07-21,17.0
2011-07-22,17.629998999999998
2011-07-25,17.35
2011-07-26,17.709999
2011-07-27,17.379998999999998
2011-07-28,17.120001000000002
2011-07-29,16.610001
2011-08-01,16.610001
2011-08-02,16.0
2011-08-03,15.38
2011-08-04,13.72
2011-08-05,13.6
2011-08-08,12.04
2011-08-09,13.0
2011-08-10,12.32
2011-08-11,12.84
2011-08-12,13.05
2011-08-15,13.75
2011-08-16,13.73
2011-08-17,13.74
2011-08-18,12.19
2011-08-19,11.64
2011-08-22,11.53
2011-08-23,11.9
2011-08-24,12.48
2011-08-25,11.79
2011-08-26,12.32
2011-08-29,13.07
2011-08-30,13.38
2011-08-31,13.71
2011-09-01,13.47
2011-09-02,13.02
2011-09-06,12.5
2011-09-07,13.1
2011-09-08,12.62
2011-09-09,12.21
2011-09-12,12.31
2011-09-13,12.75
2011-09-14,13.21
2011-09-15,13.84
2011-09-16,13.95
2011-09-19,13.32
2011-09-20,13.15
2011-09-21,12.68
2011-09-22,12.32
2011-09-23,12.07
2011-09-26,12.71
2011-09-27,12.76
2011-09-28,12.24
2011-09-29,12.42
2011-09-30,11.98
2011-10-03,11.31
2011-10-04,11.91
2011-10-05,12.43
2011-10-06,13.33
2011-10-07,12.75
2011-10-10,13.62
2011-10-11,13.64
2011-10-12,14.33
2011-10-13,13.55
2011-10-14,13.65
2011-10-17,13.02
2011-10-18,13.81
2011-10-19,13.24
2011-10-20,13.45
2011-10-21,14.03
2011-10-24,14.26
2011-10-25,14.0
2011-10-26,14.13
2011-10-27,15.1
2011-10-28,15.06
2011-10-31,14.71
2011-11-01,13.8
2011-11-02,14.11
2011-11-03,14.2
2011-11-04,14.17
2011-11-07,14.32
2011-11-08,14.64
2011-11-09,13.39
2011-11-10,13.59
2011-11-11,14.39
2011-11-14,14.43
2011-11-15,14.05
2011-11-16,13.98
2011-11-17,13.31
2011-11-18,13.33
2011-11-21,13.0
2011-11-22,12.93
2011-11-23,12.61
2011-11-25,12.44
2011-11-28,12.98
2011-11-29,12.72
2011-11-30,13.73
2011-12-01,14.22
2011-12-02,14.77
2011-12-05,14.81
2011-12-06,14.82
2011-12-07,14.85
2011-12-08,13.88
2011-12-09,14.24
2011-12-12,14.01
2011-12-13,13.68
2011-12-14,13.98
2011-12-15,14.4
2011-12-16,14.01
2011-12-19,13.62
2011-12-20,14.0
2011-12-21,14.21
2011-12-22,14.46
2011-12-23,14.53
2011-12-27,14.33
2011-12-28,13.89
2011-12-29,14.03
2011-12-30,14.01
2012-01-03,14.64
2012-01-04,14.46
2012-01-05,14.59
2012-01-06,14.9
2012-01-09,15.06
2012-01-10,15.44
2012-01-11,15.59
2012-01-12,15.31
2012-01-13,15.31
2012-01-17,15.37
2012-01-18,15.45
2012-01-19,15.69
2012-01-20,15.92
2012-01-23,15.83
2012-01-24,16.09
2012-01-25,15.76
2012-01-26,15.6
2012-01-27,15.57
2012-01-30,15.86
2012-01-31,15.81
2012-02-01,16.639999
2012-02-02,16.68
2012-02-03,16.809998999999998
2012-02-06,16.799999
2012-02-07,16.690001000000002
2012-02-08,16.370001000000002
2012-02-09,16.59
2012-02-10,16.040001
2012-02-13,16.1
2012-02-14,15.56
2012-02-15,15.55
2012-02-16,15.96
2012-02-17,15.97
2012-02-21,15.62
2012-02-22,15.64
2012-02-23,15.61
2012-02-24,15.98
2012-02-27,15.8
2012-02-28,15.71
2012-02-29,15.62
2012-03-01,15.73
2012-03-02,15.29
2012-03-05,15.13
2012-03-06,14.52
2012-03-07,14.9
2012-03-08,15.1
2012-03-09,15.12
2012-03-12,15.18
2012-03-13,15.35
2012-03-14,15.29
2012-03-15,15.34
2012-03-16,15.3
2012-03-19,15.36
2012-03-20,15.38
2012-03-21,15.53
2012-03-22,15.54
2012-03-23,15.35
2012-03-26,15.66
2012-03-27,15.6
2012-03-28,15.75
2012-03-29,15.64
2012-03-30,15.94
2012-04-02,15.86
2012-04-03,15.65
2012-04-04,15.34
2012-04-05,15.5
2012-04-09,15.06
2012-04-10,14.57
2012-04-11,14.63
2012-04-12,14.79
2012-04-13,14.53
2012-04-16,14.59
2012-04-17,14.52
2012-04-18,14.84
2012-04-19,14.14
2012-04-20,13.95
2012-04-23,13.43
2012-04-24,13.37
2012-04-25,13.2
2012-04-26,13.15
2012-04-27,13.34
2012-04-30,13.56
2012-05-01,13.62
2012-05-02,13.25
2012-05-03,12.96
