Date,SD
2018-03-19,14.09
2018-03-20,14.26
2018-03-21,14.87
2018-03-22,14.51
2018-03-23,14.39
2018-03-26,14.53
2018-03-27,13.94
2018-03-28,14.1
2018-03-29,14.51
2018-04-02,13.86
2018-04-03,13.44
2018-04-04,13.34
2018-04-05,14.55
2018-04-06,13.68
2018-04-09,14.02
2018-04-10,14.17
2018-04-11,14.38
2018-04-12,14.34
2018-04-13,14.65
2018-04-16,14.6
2018-04-17,14.32
2018-04-18,14.82
2018-04-19,14.83
2018-04-20,14.63
2018-04-23,14.85
2018-04-24,14.94
2018-04-25,14.86
2018-04-26,14.86
2018-04-27,14.34
2018-04-30,14.54
2018-05-01,14.53
2018-05-02,14.79
2018-05-03,14.35
2018-05-04,14.65
2018-05-07,14.53
2018-05-08,14.14
2018-05-09,14.58
2018-05-10,14.46
2018-05-11,14.14
2018-05-14,14.37
2018-05-15,14.66
2018-05-16,14.79
2018-05-17,15.12
2018-05-18,14.95
2018-05-21,15.1
2018-05-22,14.09
2018-05-23,14.17
2018-05-24,13.98
2018-05-25,14.11
2018-05-29,14.05
2018-05-30,14.67
2018-05-31,14.54
2018-06-01,14.69
2018-06-04,14.44
2018-06-05,14.83
2018-06-06,14.99
2018-06-07,15.44
2018-06-08,15.06
2018-06-11,15.17
2018-06-12,15.36
2018-06-13,15.38
2018-06-14,15.36
2018-06-15,15.61
2018-06-18,15.84
2018-06-19,17.02
2018-06-20,17.4
2018-06-21,16.82
2018-06-22,17.26
2018-06-25,17.27
2018-06-26,17.73
2018-06-27,17.360001
2018-06-28,17.35
2018-06-29,17.74
2018-07-02,17.559998999999998
2018-07-03,17.66
2018-07-05,17.43
2018-07-06,17.790001
2018-07-09,18.0
2018-07-10,17.99
2018-07-11,17.299999
2018-07-12,17.120001000000002
2018-07-13,17.51
2018-07-16,17.25
2018-07-17,17.120001000000002
2018-07-18,17.41
2018-07-19,17.469998999999998
2018-07-20,17.200001
2018-07-23,17.110001
2018-07-24,16.969998999999998
2018-07-25,17.030001000000002
2018-07-26,16.799999
2018-07-27,16.5
2018-07-30,16.450001
2018-07-31,16.32
2018-08-01,16.27
2018-08-02,16.24
2018-08-03,16.209999
2018-08-06,16.34
2018-08-07,16.469998999999998
2018-08-08,16.559998999999998
2018-08-09,16.25
2018-08-10,16.51
2018-08-13,16.389999
2018-08-14,16.08
2018-08-15,15.4
2018-08-16,15.95
2018-08-17,16.129998999999998
2018-08-20,16.1
2018-08-21,16.27
2018-08-22,16.83
2018-08-23,16.700001
2018-08-24,16.610001
2018-08-27,16.4
2018-08-28,16.129998999999998
2018-08-29,15.89
2018-08-30,16.02
2018-08-31,15.86
2018-09-04,15.14
2018-09-05,15.11
2018-09-06,14.43
2018-09-07,14.25
2018-09-10,14.3
2018-09-11,11.67
2018-09-12,11.79
2018-09-13,11.34
2018-09-14,11.02
2018-09-17,10.75
2018-09-18,10.86
2018-09-19,11.26
2018-09-20,11.07
2018-09-21,10.98
2018-09-24,10.85
2018-09-25,10.83
2018-09-26,10.62
2018-09-27,10.96
2018-09-28,10.87
2018-10-01,11.15
2018-10-02,11.16
2018-10-03,11.47
2018-10-04,11.58
2018-10-05,11.37
2018-10-08,11.4
2018-10-09,11.55
2018-10-10,11.18
2018-10-11,10.9
2018-10-12,10.92
2018-10-15,11.03
2018-10-16,10.96
2018-10-17,10.65
2018-10-18,10.54
2018-10-19,10.44
2018-10-22,10.18
2018-10-23,9.57
2018-10-24,9.24
2018-10-25,9.5
2018-10-26,9.28
2018-10-29,9.08
2018-10-30,8.85
2018-10-31,8.95
2018-11-01,8.98
2018-11-02,8.9
2018-11-05,9.24
2018-11-06,9.3
2018-11-07,9.9
2018-11-08,10.74
2018-11-09,11.06
2018-11-12,10.44
2018-11-13,10.2
2018-11-14,10.09
2018-11-15,10.24
2018-11-16,10.15
2018-11-19,10.45
2018-11-20,9.51
2018-11-21,9.92
2018-11-23,9.59
2018-11-26,9.76
2018-11-27,9.36
2018-11-28,9.48
2018-11-29,9.65
2018-11-30,9.8
2018-12-03,10.27
2018-12-04,9.86
2018-12-06,9.57
2018-12-07,9.73
2018-12-10,9.04
2018-12-11,8.99
2018-12-12,9.47
2018-12-13,9.37
2018-12-14,8.8
2018-12-17,8.34
2018-12-18,8.08
2018-12-19,7.94
2018-12-20,7.45
2018-12-21,7.25
2018-12-24,7.07
2018-12-26,7.54
2018-12-27,7.52
2018-12-28,7.59
2018-12-31,7.61
2019-01-02,7.94
2019-01-03,7.85
2019-01-04,8.31
2019-01-07,8.62
2019-01-08,8.6
2019-01-09,8.92
2019-01-10,8.82
2019-01-11,8.78
2019-01-14,8.71
2019-01-15,8.68
2019-01-16,8.74
2019-01-17,8.83
2019-01-18,8.86
2019-01-22,8.17
2019-01-23,7.87
2019-01-24,7.99
2019-01-25,8.28
2019-01-28,8.03
2019-01-29,8.18
2019-01-30,8.33
2019-01-31,8.29
2019-02-01,8.41
2019-02-04,8.69
2019-02-05,8.5
2019-02-06,8.4
2019-02-07,8.15
2019-02-08,8.01
2019-02-11,8.19
2019-02-12,8.15
2019-02-13,8.2
2019-02-14,8.23
2019-02-15,8.45
2019-02-19,8.3
2019-02-20,8.36
2019-02-21,8.11
2019-02-22,8.23
2019-02-25,8.14
2019-02-26,7.9
2019-02-27,7.92
2019-02-28,7.77
2019-03-01,7.91
2019-03-04,8.3
2019-03-05,7.86
2019-03-06,7.65
2019-03-07,7.42
2019-03-08,7.13
2019-03-11,7.18
2019-03-12,7.86
2019-03-13,7.82
2019-03-14,7.89
2019-03-15,8.05
2019-03-18,8.18
2019-03-19,8.02
2019-03-20,8.29
2019-03-21,8.37
2019-03-22,8.1
2019-03-25,8.01
2019-03-26,8.1
2019-03-27,8.08
2019-03-28,8.1
2019-03-29,8.02
2019-04-01,8.15
2019-04-02,8.05
2019-04-03,7.91
2019-04-04,8.03
2019-04-05,8.2
2019-04-08,8.42
2019-04-09,8.2
2019-04-10,8.33
2019-04-11,8.21
2019-04-12,8.39
2019-04-15,8.3
2019-04-16,8.23
2019-04-17,8.25
2019-04-18,8.13
2019-04-22,8.59
2019-04-23,8.73
2019-04-24,8.67
2019-04-25,8.47
2019-04-26,8.36
2019-04-29,8.39
2019-04-30,8.36
2019-05-01,8.28
2019-05-02,8.09
2019-05-03,8.18
2019-05-06,8.35
2019-05-07,8.32
2019-05-08,8.35
2019-05-09,8.18
2019-05-10,8.47
2019-05-13,8.42
2019-05-14,8.94
2019-05-15,9.2
2019-05-16,9.03
2019-05-17,8.83
2019-05-20,8.7
2019-05-21,8.63
2019-05-22,8.31
2019-05-23,8.06
2019-05-24,7.99
2019-05-28,7.55
2019-05-29,7.31
2019-05-30,7.18
2019-05-31,6.89
2019-06-03,6.89
2019-06-04,6.92
2019-06-05,6.45
2019-06-06,6.38
2019-06-07,6.46
2019-06-10,6.35
2019-06-11,6.27
2019-06-12,6.07
2019-06-13,6.18
2019-06-14,5.95
2019-06-17,6.07
2019-06-18,6.2
2019-06-19,6.21
2019-06-20,6.39
2019-06-21,6.54
2019-06-24,6.36
2019-06-25,6.14
2019-06-26,6.37
2019-06-27,6.56
2019-06-28,6.92
2019-07-01,6.9
2019-07-02,6.62
2019-07-03,6.48
2019-07-05,6.72
2019-07-08,6.69
2019-07-09,6.71
2019-07-10,6.93
2019-07-11,6.85
2019-07-12,6.96
2019-07-15,6.93
2019-07-16,6.63
2019-07-17,6.39
2019-07-18,6.4
2019-07-19,6.46
2019-07-22,6.36
2019-07-23,6.58
2019-07-24,6.61
2019-07-25,6.55
2019-07-26,6.55
2019-07-29,6.43
2019-07-30,6.76
2019-07-31,6.75
2019-08-01,6.55
2019-08-02,6.42
2019-08-05,6.13
2019-08-06,5.97
2019-08-07,5.91
2019-08-08,5.66
2019-08-09,5.48
2019-08-12,5.42
2019-08-13,5.26
2019-08-14,4.75
2019-08-15,4.6
2019-08-16,4.86
2019-08-19,4.99
2019-08-20,4.88
2019-08-21,4.9
2019-08-22,4.76
2019-08-23,4.42
2019-08-26,4.34
2019-08-27,4.35
2019-08-28,4.42
2019-08-29,4.6
2019-08-30,4.68
2019-09-03,4.65
2019-09-04,4.78
2019-09-05,4.9
2019-09-06,5.0
2019-09-09,5.51
2019-09-10,5.9
2019-09-11,5.96
2019-09-12,5.81
2019-09-13,5.9
2019-09-16,6.29
2019-09-17,5.79
2019-09-18,5.67
2019-09-19,5.46
2019-09-20,5.53
2019-09-23,5.46
2019-09-24,5.08
2019-09-25,4.89
2019-09-26,4.86
2019-09-27,4.86
2019-09-30,4.7
2019-10-01,4.46
2019-10-02,4.47
2019-10-03,4.39
2019-10-04,4.52
2019-10-07,4.51
2019-10-08,4.56
2019-10-09,4.59
2019-10-10,4.53
2019-10-11,4.53
2019-10-14,4.57
2019-10-15,4.53
2019-10-16,4.5
2019-10-17,4.45
2019-10-18,4.27
2019-10-21,4.34
2019-10-22,4.56
2019-10-23,4.63
2019-10-24,4.55
2019-10-25,4.64
2019-10-28,4.66
2019-10-29,4.56
2019-10-30,4.45
2019-10-31,4.38
2019-11-01,4.56
2019-11-04,4.93
2019-11-05,5.0
2019-11-06,5.01
2019-11-07,5.1
2019-11-08,5.12
2019-11-11,4.72
2019-11-12,4.64
2019-11-13,3.96
2019-11-14,3.71
2019-11-15,3.59
2019-11-18,3.44
2019-11-19,3.41
2019-11-20,3.34
2019-11-21,3.43
2019-11-22,3.63
2019-11-25,3.67
2019-11-26,3.52
2019-11-27,3.38
2019-11-29,3.29
2019-12-02,3.39
2019-12-03,3.36
2019-12-04,3.46
2019-12-05,3.45
2019-12-06,3.7
2019-12-09,3.74
2019-12-10,3.82
2019-12-11,3.79
2019-12-12,3.95
2019-12-13,4.08
2019-12-16,4.09
2019-12-17,4.09
2019-12-18,4.13
2019-12-19,4.15
2019-12-20,4.08
2019-12-23,4.12
2019-12-24,4.13
2019-12-26,4.2
2019-12-27,4.11
2019-12-30,4.27
2019-12-31,4.24
2020-01-02,4.21
2020-01-03,4.18
2020-01-06,4.3
2020-01-07,4.22
2020-01-08,4.02
2020-01-09,3.99
2020-01-10,3.86
2020-01-13,3.77
2020-01-14,3.75
2020-01-15,3.6
2020-01-16,3.66
2020-01-17,3.41
2020-01-21,3.13
2020-01-22,3.0
2020-01-23,3.0
2020-01-24,2.86
2020-01-27,2.69
2020-01-28,2.72
2020-01-29,2.65
2020-01-30,2.68
2020-01-31,2.55
2020-02-03,2.59
2020-02-04,2.59
2020-02-05,2.89
2020-02-06,2.79
2020-02-07,2.76
2020-02-10,2.55
2020-02-11,2.42
2020-02-12,2.5
2020-02-13,2.51
2020-02-14,2.45
2020-02-18,2.27
2020-02-19,2.33
2020-02-20,2.31
2020-02-21,2.26
2020-02-24,2.08
2020-02-25,2.07
2020-02-26,2.14
2020-02-27,2.1
2020-02-28,2.06
2020-03-02,2.16
2020-03-03,2.18
2020-03-04,2.26
2020-03-05,2.12
2020-03-06,1.98
2020-03-09,1.11
2020-03-10,1.17
2020-03-11,1.13
2020-03-12,0.96
2020-03-13,1.06
2020-03-16,0.902
2020-03-17,0.93
2020-03-18,0.85
2020-03-19,0.815
2020-03-20,0.8
2020-03-23,0.82
2020-03-24,0.865
2020-03-25,1.19
2020-03-26,1.1
2020-03-27,0.95
2020-03-30,0.83
2020-03-31,0.899
2020-04-01,0.803
2020-04-02,0.815
2020-04-03,0.788
2020-04-06,0.872
2020-04-07,0.81
2020-04-08,0.836
2020-04-09,0.819
2020-04-13,1.09
2020-04-14,1.22
2020-04-15,1.12
2020-04-16,1.02
2020-04-17,1.2
2020-04-20,1.08
2020-04-21,1.83
2020-04-22,1.68
2020-04-23,1.55
2020-04-24,1.61
2020-04-27,2.13
2020-04-28,2.11
2020-04-29,2.34
2020-04-30,1.99
2020-05-01,1.98
2020-05-04,2.08
2020-05-05,1.96
2020-05-06,1.67
2020-05-07,1.67
2020-05-08,1.88
