Date,SD
2016-10-04,19.5
2016-10-05,21.1
2016-10-06,21.52
2016-10-07,21.27
2016-10-10,21.57
2016-10-11,21.219998999999998
2016-10-12,21.950001
2016-10-13,21.85
2016-10-14,22.610001
2016-10-17,22.07
2016-10-18,24.0
2016-10-19,24.32
2016-10-20,24.58
2016-10-21,24.969998999999998
2016-10-24,25.950001
2016-10-25,26.5
2016-10-26,24.35
2016-10-27,23.280001000000002
2016-10-28,23.790001
2016-10-31,23.030001000000002
2016-11-01,23.309998999999998
2016-11-02,22.76
2016-11-03,23.26
2016-11-04,23.09
2016-11-07,23.030001000000002
2016-11-08,23.09
2016-11-09,24.48
2016-11-10,24.68
2016-11-11,24.9
2016-11-14,23.969998999999998
2016-11-15,24.549999
2016-11-16,24.709999
2016-11-17,24.450001
2016-11-18,24.41
2016-11-21,24.15
2016-11-22,23.940001000000002
2016-11-23,23.83
2016-11-25,23.92
2016-11-28,23.129998999999998
2016-11-29,21.879998999999998
2016-11-30,22.9
2016-12-01,24.0
2016-12-02,23.290001
2016-12-05,23.950001
2016-12-06,23.559998999999998
2016-12-07,23.15
2016-12-08,23.16
2016-12-09,23.200001
2016-12-12,23.9
2016-12-13,23.48
2016-12-14,23.74
2016-12-15,23.75
2016-12-16,23.450001
2016-12-19,23.940001000000002
2016-12-20,23.879998999999998
2016-12-21,23.93
2016-12-22,24.0
2016-12-23,23.799999
2016-12-27,23.700001
2016-12-28,23.83
2016-12-29,23.67
2016-12-30,23.549999
2017-01-03,23.32
2017-01-04,23.190001000000002
2017-01-05,22.959999
2017-01-06,22.52
2017-01-09,20.92
2017-01-10,21.799999
2017-01-11,22.129998999999998
2017-01-12,22.450001
2017-01-13,22.059998999999998
2017-01-17,21.52
2017-01-18,21.75
2017-01-19,22.049999
2017-01-20,21.549999
2017-01-23,21.610001
2017-01-24,21.860001
2017-01-25,21.73
2017-01-26,21.76
2017-01-27,21.280001000000002
2017-01-30,20.809998999999998
2017-01-31,20.51
2017-02-01,21.459999
2017-02-02,21.219998999999998
2017-02-03,21.01
2017-02-06,20.66
2017-02-07,19.82
2017-02-08,19.950001
2017-02-09,19.959999
2017-02-10,20.190001000000002
2017-02-13,20.74
2017-02-14,20.33
2017-02-15,20.190001000000002
2017-02-16,19.91
2017-02-17,19.799999
2017-02-21,20.24
2017-02-22,20.01
2017-02-23,19.67
2017-02-24,18.860001
2017-02-27,19.040001
2017-02-28,18.75
2017-03-01,19.16
2017-03-02,19.120001000000002
2017-03-03,19.0
2017-03-06,18.77
2017-03-07,18.549999
2017-03-08,17.799999
2017-03-09,17.879998999999998
2017-03-10,17.68
2017-03-13,17.540001
2017-03-14,17.33
2017-03-15,17.719998999999998
2017-03-16,17.690001000000002
2017-03-17,17.700001
2017-03-20,17.780001000000002
2017-03-21,17.32
2017-03-22,17.02
2017-03-23,17.360001
2017-03-24,17.25
2017-03-27,17.530001000000002
2017-03-28,17.780001000000002
2017-03-29,18.299999
2017-03-30,18.299999
2017-03-31,18.49
2017-04-03,18.09
2017-04-04,17.959999
2017-04-05,18.17
2017-04-06,18.559998999999998
2017-04-07,18.4
2017-04-10,18.99
2017-04-11,19.040001
2017-04-12,18.76
2017-04-13,18.77
2017-04-17,19.0
2017-04-18,18.700001
2017-04-19,18.629998999999998
2017-04-20,18.700001
2017-04-21,18.379998999999998
2017-04-24,18.52
2017-04-25,18.799999
2017-04-26,19.120001000000002
2017-04-27,18.790001
2017-04-28,18.42
2017-05-01,18.84
2017-05-02,18.85
2017-05-03,18.75
2017-05-04,17.5
2017-05-05,18.1
2017-05-08,18.32
2017-05-09,18.219998999999998
2017-05-10,18.09
2017-05-11,19.92
2017-05-12,19.940001000000002
2017-05-15,19.9
2017-05-16,20.110001
2017-05-17,19.68
2017-05-18,20.049999
2017-05-19,20.370001000000002
2017-05-22,20.309998999999998
2017-05-23,20.110001
2017-05-24,20.110001
2017-05-25,19.639999
2017-05-26,19.969998999999998
2017-05-30,20.190001000000002
2017-05-31,19.790001
2017-06-01,20.15
2017-06-02,19.41
2017-06-05,19.190001000000002
2017-06-06,19.41
2017-06-07,18.469998999999998
2017-06-08,18.48
2017-06-09,19.16
2017-06-12,18.719998999999998
2017-06-13,19.4
2017-06-14,19.01
2017-06-15,17.860001
2017-06-16,17.75
2017-06-19,17.049999
2017-06-20,16.950001
2017-06-21,15.46
2017-06-22,15.56
2017-06-23,15.77
2017-06-26,16.110001
2017-06-27,16.290001
2017-06-28,16.76
2017-06-29,17.209999
2017-06-30,17.209999
2017-07-03,17.530001000000002
2017-07-05,17.370001000000002
2017-07-06,17.6
2017-07-07,17.4
2017-07-10,17.950001
2017-07-11,18.74
2017-07-12,19.01
2017-07-13,18.84
2017-07-14,18.93
2017-07-17,19.02
2017-07-18,19.0
2017-07-19,19.35
2017-07-20,19.33
2017-07-21,19.17
2017-07-24,19.440001000000002
2017-07-25,19.950001
2017-07-26,19.59
2017-07-27,19.690001000000002
2017-07-28,19.57
2017-07-31,19.309998999999998
2017-08-01,19.209999
2017-08-02,18.790001
2017-08-03,18.18
2017-08-04,18.309998999999998
2017-08-07,18.059998999999998
2017-08-08,18.469998999999998
2017-08-09,18.49
2017-08-10,18.190001000000002
2017-08-11,17.940001000000002
2017-08-14,17.73
2017-08-15,17.639999
2017-08-16,17.540001
2017-08-17,17.34
2017-08-18,17.59
2017-08-21,17.82
2017-08-22,17.700001
2017-08-23,17.65
2017-08-24,17.73
2017-08-25,17.76
2017-08-28,16.959999
2017-08-29,17.0
2017-08-30,17.08
2017-08-31,17.219998999999998
2017-09-01,17.530001000000002
2017-09-05,18.209999
2017-09-06,18.4
2017-09-07,18.360001
2017-09-08,18.049999
2017-09-11,18.469998999999998
2017-09-12,18.77
2017-09-13,18.629998999999998
2017-09-14,19.299999
2017-09-15,18.950001
2017-09-18,19.08
2017-09-19,19.08
2017-09-20,19.200001
2017-09-21,19.370001000000002
2017-09-22,19.6
2017-09-25,19.76
2017-09-26,19.860001
2017-09-27,20.129998999999998
2017-09-28,20.049999
2017-09-29,20.09
2017-10-02,20.34
2017-10-03,20.25
2017-10-04,19.950001
2017-10-05,20.120001000000002
2017-10-06,19.870001000000002
2017-10-09,19.639999
2017-10-10,19.200001
2017-10-11,19.48
2017-10-12,18.959999
2017-10-13,19.1
2017-10-16,19.209999
2017-10-17,19.02
2017-10-18,19.030001000000002
2017-10-19,19.1
2017-10-20,18.93
2017-10-23,18.43
2017-10-24,18.389999
2017-10-25,17.91
2017-10-26,17.49
2017-10-27,17.879998999999998
2017-10-30,18.219998999999998
2017-10-31,18.77
2017-11-01,19.209999
2017-11-02,18.74
2017-11-03,18.780001000000002
2017-11-06,19.48
2017-11-07,19.74
2017-11-08,19.540001
2017-11-09,19.27
2017-11-10,19.440001000000002
2017-11-13,19.389999
2017-11-14,18.43
2017-11-15,16.0
2017-11-16,16.25
2017-11-17,16.57
2017-11-20,16.299999
2017-11-21,16.620001000000002
2017-11-22,17.5
2017-11-24,18.9
2017-11-27,18.370001000000002
2017-11-28,18.26
2017-11-29,18.110001
2017-11-30,18.610001
2017-12-01,18.879998999999998
2017-12-04,18.49
2017-12-05,18.309998999999998
2017-12-06,17.52
2017-12-07,17.799999
2017-12-08,18.33
2017-12-11,18.610001
2017-12-12,18.34
2017-12-13,18.17
2017-12-14,17.98
2017-12-15,18.34
2017-12-18,18.940001000000002
2017-12-19,18.459999
2017-12-20,18.280001000000002
2017-12-21,18.299999
2017-12-22,18.120001000000002
2017-12-26,18.860001
2017-12-27,18.83
2017-12-28,19.139999
2017-12-29,21.07
2018-01-02,21.110001
2018-01-03,21.66
2018-01-04,21.5
2018-01-05,20.799999
2018-01-08,21.059998999999998
2018-01-09,21.09
2018-01-10,20.9
2018-01-11,21.280001000000002
2018-01-12,21.16
2018-01-16,20.23
2018-01-17,20.030001000000002
2018-01-18,19.620001000000002
2018-01-19,19.15
2018-01-22,19.309998999999998
2018-01-23,19.290001
2018-01-24,19.969998999999998
2018-01-25,19.610001
2018-01-26,19.67
2018-01-29,19.549999
2018-01-30,18.15
2018-01-31,17.889999
2018-02-01,17.860001
2018-02-02,17.4
2018-02-05,16.5
2018-02-06,16.870001000000002
2018-02-07,16.700001
2018-02-08,16.1
2018-02-09,16.1
2018-02-12,15.83
2018-02-13,15.66
2018-02-14,15.76
2018-02-15,15.35
2018-02-16,15.45
2018-02-20,15.53
2018-02-21,15.64
2018-02-22,15.36
2018-02-23,15.69
2018-02-26,15.68
2018-02-27,14.86
2018-02-28,14.06
2018-03-01,14.07
2018-03-02,14.61
2018-03-05,15.24
2018-03-06,14.94
2018-03-07,14.48
2018-03-08,14.45
2018-03-09,14.8
2018-03-12,15.11
2018-03-13,14.68
2018-03-14,14.45
2018-03-15,14.05
2018-03-16,14.5
