Date,NLOK
2019-03-08,21.950001
2019-03-11,22.379998999999998
2019-03-12,22.459999
2019-03-13,22.950001
2019-03-14,22.93
2019-03-15,23.02
2019-03-18,23.07
2019-03-19,23.209999
2019-03-20,23.139999
2019-03-21,23.59
2019-03-22,22.860001
2019-03-25,22.879998999999998
2019-03-26,23.23
2019-03-27,22.84
2019-03-28,22.940001000000002
2019-03-29,22.99
2019-04-01,23.190001000000002
2019-04-02,23.15
2019-04-03,23.33
2019-04-04,23.040001
2019-04-05,22.99
2019-04-08,24.24
2019-04-09,23.879998999999998
2019-04-10,23.74
2019-04-11,23.9
2019-04-12,23.959999
2019-04-15,24.41
2019-04-16,24.299999
2019-04-17,24.469998999999998
2019-04-18,24.4
2019-04-22,24.26
2019-04-23,24.290001
2019-04-24,24.25
2019-04-25,24.129998999999998
2019-04-26,24.24
2019-04-29,24.33
2019-04-30,24.209999
2019-05-01,23.85
2019-05-02,23.35
2019-05-03,23.549999
2019-05-06,23.190001000000002
2019-05-07,22.370001000000002
2019-05-08,22.26
2019-05-09,22.17
2019-05-10,19.389999
2019-05-13,19.139999
2019-05-14,19.469998999999998
2019-05-15,19.49
2019-05-16,19.709999
2019-05-17,19.84
2019-05-20,20.049999
2019-05-21,20.530001000000002
2019-05-22,20.290001
2019-05-23,19.969998999999998
2019-05-24,19.85
2019-05-28,19.459999
2019-05-29,19.01
2019-05-30,18.879998999999998
2019-05-31,18.73
2019-06-03,17.98
2019-06-04,18.870001000000002
2019-06-05,19.08
2019-06-06,18.950001
2019-06-07,19.15
2019-06-10,19.209999
2019-06-11,18.85
2019-06-12,19.190001000000002
2019-06-13,19.58
2019-06-14,19.360001
2019-06-17,19.76
2019-06-18,19.969998999999998
2019-06-19,20.15
2019-06-20,20.559998999999998
2019-06-21,20.84
2019-06-24,20.98
2019-06-25,20.799999
2019-06-26,20.860001
2019-06-27,21.09
2019-06-28,21.76
2019-07-01,22.059998999999998
2019-07-02,22.1
2019-07-03,25.1
2019-07-05,25.0
2019-07-08,25.610001
2019-07-09,25.559998999999998
2019-07-10,25.799999
2019-07-11,25.440001000000002
2019-07-12,25.57
2019-07-15,22.84
2019-07-16,23.57
2019-07-17,22.68
2019-07-18,23.0
2019-07-19,22.27
2019-07-22,22.709999
2019-07-23,22.809998999999998
2019-07-24,22.690001000000002
2019-07-25,22.48
2019-07-26,22.73
2019-07-29,22.1
2019-07-30,21.93
2019-07-31,21.559998999999998
2019-08-01,21.540001
2019-08-02,21.15
2019-08-05,20.34
2019-08-06,20.459999
2019-08-07,20.41
2019-08-08,22.92
2019-08-09,22.99
2019-08-12,21.67
2019-08-13,23.120001000000002
2019-08-14,23.049999
2019-08-15,23.139999
2019-08-16,23.51
2019-08-19,23.85
2019-08-20,23.76
2019-08-21,23.709999
2019-08-22,23.530001000000002
2019-08-23,23.219998999999998
2019-08-26,23.32
2019-08-27,23.07
2019-08-28,22.950001
2019-08-29,23.209999
2019-08-30,23.25
2019-09-03,22.99
2019-09-04,23.309998999999998
2019-09-05,23.469998999999998
2019-09-06,24.52
2019-09-09,24.41
2019-09-10,24.43
2019-09-11,24.73
2019-09-12,24.540001
2019-09-13,24.459999
2019-09-16,24.26
2019-09-17,24.43
2019-09-18,24.02
2019-09-19,23.98
2019-09-20,23.879998999999998
2019-09-23,23.76
2019-09-24,23.370001000000002
2019-09-25,23.799999
2019-09-26,23.74
2019-09-27,23.5
2019-09-30,23.629998999999998
2019-10-01,23.51
2019-10-02,23.290001
2019-10-03,23.49
2019-10-04,23.48
2019-10-07,23.469998999999998
2019-10-08,23.23
2019-10-09,23.52
2019-10-10,23.49
2019-10-11,23.559998999999998
2019-10-14,23.42
2019-10-15,23.59
2019-10-16,23.5
2019-10-17,23.48
2019-10-18,23.01
2019-10-21,23.08
2019-10-22,23.15
2019-10-23,23.01
2019-10-24,23.030001000000002
2019-10-25,22.690001000000002
2019-10-28,22.85
2019-10-29,23.1
2019-10-30,22.99
2019-10-31,22.879998999999998
2019-11-01,23.41
2019-11-04,23.75
2019-11-05,23.75
2019-11-06,24.0
2019-11-07,24.34
2019-11-08,24.83
2019-11-11,24.35
2019-11-12,24.200001
2019-11-13,24.57
2019-11-14,24.52
2019-11-15,24.83
2019-11-18,24.549999
2019-11-19,24.700001
2019-11-20,24.559998999999998
2019-11-21,24.57
2019-11-22,24.52
2019-11-25,24.91
2019-11-26,25.0
2019-11-27,24.92
2019-11-29,24.9
2019-12-02,24.99
2019-12-03,24.950001
2019-12-04,25.379998999999998
2019-12-05,25.49
2019-12-06,25.459999
2019-12-09,25.4
2019-12-10,26.280001000000002
2019-12-11,26.379998999999998
2019-12-12,26.18
2019-12-13,26.0
2019-12-16,25.969998999999998
2019-12-17,25.92
2019-12-18,25.98
2019-12-19,26.02
2019-12-20,25.51
2019-12-23,25.73
2019-12-24,25.68
2019-12-26,25.450001
2019-12-27,25.6
2019-12-30,25.48
2019-12-31,25.52
2020-01-02,26.02
2020-01-03,25.83
2020-01-06,26.389999
2020-01-07,26.75
2020-01-08,26.610001
2020-01-09,26.690001000000002
2020-01-10,26.49
2020-01-13,26.6
2020-01-14,26.780001000000002
2020-01-15,27.5
2020-01-16,27.879998999999998
2020-01-17,28.129998999999998
2020-01-21,28.049999
2020-01-22,28.209999
2020-01-23,28.4
2020-01-24,28.07
2020-01-27,27.43
2020-01-28,27.68
2020-01-29,27.68
2020-01-30,28.299999
2020-01-31,28.42
2020-02-03,17.15
2020-02-04,17.530001000000002
2020-02-05,17.639999
2020-02-06,17.610001
2020-02-07,19.73
2020-02-10,20.200001
2020-02-11,20.610001
2020-02-12,20.610001
2020-02-13,20.76
2020-02-14,20.66
2020-02-18,20.530001000000002
2020-02-19,20.700001
2020-02-20,20.790001
2020-02-21,20.469998999999998
2020-02-24,19.92
2020-02-25,19.129998999999998
2020-02-26,19.299999
2020-02-27,18.93
2020-02-28,19.030001000000002
2020-03-02,19.93
2020-03-03,19.290001
2020-03-04,19.709999
2020-03-05,19.35
2020-03-06,18.68
2020-03-09,17.190001000000002
2020-03-10,17.940001000000002
2020-03-11,17.85
2020-03-12,17.26
2020-03-13,17.450001
2020-03-16,16.84
2020-03-17,16.639999
2020-03-18,16.610001
2020-03-19,16.82
2020-03-20,16.959999
2020-03-23,16.58
2020-03-24,17.35
2020-03-25,17.889999
2020-03-26,18.73
2020-03-27,18.93
2020-03-30,19.1
2020-03-31,18.709999
2020-04-01,18.76
2020-04-02,18.469998999999998
2020-04-03,18.290001
2020-04-06,18.969998999999998
2020-04-07,18.940001000000002
2020-04-08,19.58
2020-04-09,19.370001000000002
2020-04-13,18.860001
2020-04-14,19.07
2020-04-15,19.700001
2020-04-16,20.42
2020-04-17,20.120001000000002
2020-04-20,20.01
2020-04-21,19.379998999999998
2020-04-22,19.91
2020-04-23,20.209999
2020-04-24,20.959999
2020-04-27,21.280001000000002
2020-04-28,20.969998999999998
2020-04-29,21.280001000000002
2020-04-30,21.27
2020-05-01,20.860001
2020-05-04,21.1
2020-05-05,21.530001000000002
2020-05-06,21.52
2020-05-07,21.18
2020-05-08,21.280001000000002
