Date,FEYE
2013-09-20,36.0
2013-09-23,37.450001
2013-09-24,37.009997999999996
2013-09-25,38.799999
2013-09-26,41.630001
2013-09-27,41.110001000000004
2013-09-30,41.529999
2013-10-01,40.380001
2013-10-02,40.700001
2013-10-03,40.470001
2013-10-04,42.689999
2013-10-07,42.66
2013-10-08,39.889998999999996
2013-10-09,38.810001
2013-10-10,41.490002000000004
2013-10-11,42.07
2013-10-14,41.549999
2013-10-15,40.77
2013-10-16,39.869999
2013-10-17,42.200001
2013-10-18,42.369999
2013-10-21,41.0
2013-10-22,39.849998
2013-10-23,39.75
2013-10-24,42.509997999999996
2013-10-25,41.220001
2013-10-28,39.990002000000004
2013-10-29,40.220001
2013-10-30,38.689999
2013-10-31,37.900002
2013-11-01,38.43
2013-11-04,37.830002
2013-11-05,37.360001000000004
2013-11-06,39.889998999999996
2013-11-07,38.029999
2013-11-08,37.73
2013-11-11,37.330002
2013-11-12,36.73
2013-11-13,38.66
2013-11-14,38.669998
2013-11-15,38.860001000000004
2013-11-18,37.27
2013-11-19,36.009997999999996
2013-11-20,33.599998
2013-11-21,34.220001
2013-11-22,34.900002
2013-11-25,33.709998999999996
2013-11-26,37.369999
2013-11-27,38.240002000000004
2013-11-29,38.369999
2013-12-02,37.09
2013-12-03,37.009997999999996
2013-12-04,36.709998999999996
2013-12-05,36.75
2013-12-06,36.59
2013-12-09,36.93
2013-12-10,37.599998
2013-12-11,37.759997999999996
2013-12-12,37.459998999999996
2013-12-13,38.330002
2013-12-16,38.939999
2013-12-17,38.869999
2013-12-18,39.360001000000004
2013-12-19,40.18
2013-12-20,39.560001
2013-12-23,39.790001000000004
2013-12-24,40.099998
2013-12-26,43.43
2013-12-27,43.130001
2013-12-30,43.689999
2013-12-31,43.610001000000004
2014-01-02,41.130001
2014-01-03,57.02
2014-01-06,58.509997999999996
2014-01-07,60.5
2014-01-08,56.959998999999996
2014-01-09,57.900002
2014-01-10,57.799999
2014-01-13,55.639998999999996
2014-01-14,58.869999
2014-01-15,65.449997
2014-01-16,70.989998
2014-01-17,73.57
2014-01-21,69.440002
2014-01-22,73.730003
2014-01-23,73.16999799999999
2014-01-24,67.300003
2014-01-27,68.279999
2014-01-28,69.839996
2014-01-29,68.309998
2014-01-30,69.339996
2014-01-31,72.989998
2014-02-03,66.519997
2014-02-04,66.839996
2014-02-05,66.110001
2014-02-06,66.269997
2014-02-07,70.730003
2014-02-10,76.849998
2014-02-11,78.010002
2014-02-12,69.08000200000001
2014-02-13,72.010002
2014-02-14,74.349998
2014-02-18,71.900002
2014-02-19,71.08000200000001
2014-02-20,72.93
2014-02-21,72.68
2014-02-24,76.309998
2014-02-25,80.0
2014-02-26,84.129997
2014-02-27,87.029999
2014-02-28,85.639999
2014-03-03,84.519997
2014-03-04,88.190002
2014-03-05,95.629997
2014-03-06,89.550003
2014-03-07,81.040001
2014-03-10,80.300003
2014-03-11,77.620003
2014-03-12,77.660004
2014-03-13,79.93
2014-03-14,75.870003
2014-03-17,76.050003
2014-03-18,77.75
2014-03-19,71.5
2014-03-20,67.199997
2014-03-21,69.660004
2014-03-24,63.5
2014-03-25,62.720001
2014-03-26,61.66
2014-03-27,62.93
2014-03-28,63.439999
2014-03-31,61.57
2014-04-01,64.370003
2014-04-02,61.490002000000004
2014-04-03,54.860001000000004
2014-04-04,50.360001000000004
2014-04-07,50.349998
2014-04-08,52.349998
2014-04-09,56.389998999999996
2014-04-10,49.75
2014-04-11,47.330002
2014-04-14,48.459998999999996
2014-04-15,48.830002
2014-04-16,47.610001000000004
2014-04-17,47.110001000000004
2014-04-21,48.139998999999996
2014-04-22,50.57
2014-04-23,46.759997999999996
2014-04-24,44.450001
2014-04-25,41.18
2014-04-28,38.900002
2014-04-29,38.830002
2014-04-30,39.259997999999996
2014-05-01,40.77
2014-05-02,39.939999
2014-05-05,40.23
2014-05-06,37.130001
2014-05-07,28.65
2014-05-08,27.450001
2014-05-09,26.440001000000002
2014-05-12,28.540001
2014-05-13,27.02
2014-05-14,27.25
2014-05-15,27.08
2014-05-16,27.889999
2014-05-19,28.93
2014-05-20,30.32
2014-05-21,31.120001000000002
2014-05-22,32.289001
2014-05-23,33.389998999999996
2014-05-27,34.970001
2014-05-28,34.380001
2014-05-29,34.650002
2014-05-30,32.869999
2014-06-02,31.77
2014-06-03,30.940001000000002
2014-06-04,30.459999
2014-06-05,32.68
2014-06-06,32.389998999999996
2014-06-09,34.16
2014-06-10,34.93
2014-06-11,35.5
2014-06-12,35.490002000000004
2014-06-13,36.27
2014-06-16,38.040001000000004
2014-06-17,37.73
2014-06-18,38.130001
2014-06-19,37.720001
2014-06-20,37.459998999999996
2014-06-23,39.02
2014-06-24,37.669998
2014-06-25,38.450001
2014-06-26,38.900002
2014-06-27,38.919998
2014-06-30,40.549999
2014-07-01,41.040001000000004
2014-07-02,39.220001
2014-07-03,38.950001
2014-07-07,36.610001000000004
2014-07-08,33.459998999999996
2014-07-09,34.200001
2014-07-10,33.27
2014-07-11,33.619999
2014-07-14,34.27
2014-07-15,33.82
2014-07-16,34.57
2014-07-17,33.970001
2014-07-18,34.52
2014-07-21,35.450001
2014-07-22,36.310001
2014-07-23,35.470001
2014-07-24,36.959998999999996
2014-07-25,37.150002
2014-07-28,36.5
2014-07-29,35.880001
2014-07-30,36.130001
2014-07-31,35.5
2014-08-01,32.880001
2014-08-04,34.220001
2014-08-05,34.75
2014-08-06,30.778999
2014-08-07,31.860001
2014-08-08,30.440001000000002
2014-08-11,31.370001000000002
2014-08-12,30.700001
2014-08-13,31.85
2014-08-14,31.120001000000002
2014-08-15,29.790001
2014-08-18,28.809998999999998
2014-08-19,28.059998999999998
2014-08-20,27.969998999999998
2014-08-21,27.57
2014-08-22,28.01
2014-08-25,27.92
2014-08-26,28.91
2014-08-27,29.450001
2014-08-28,30.0
2014-08-29,31.139999
2014-09-02,33.779999
2014-09-03,31.620001000000002
2014-09-04,31.26
2014-09-05,31.719998999999998
2014-09-08,33.23
2014-09-09,33.509997999999996
2014-09-10,34.849998
2014-09-11,36.07
2014-09-12,35.07
2014-09-15,33.009997999999996
2014-09-16,33.639998999999996
2014-09-17,35.470001
2014-09-18,33.68
2014-09-19,33.950001
2014-09-22,33.110001000000004
2014-09-23,32.669998
2014-09-24,32.82
2014-09-25,31.709999
2014-09-26,31.98
2014-09-29,31.450001
2014-09-30,30.559998999999998
2014-10-01,28.76
2014-10-02,29.59
