Date,WIX
2018-10-26,94.370003
2018-10-29,90.519997
2018-10-30,91.82
2018-10-31,97.349998
2018-11-01,101.769997
2018-11-02,101.66999799999999
2018-11-05,98.550003
2018-11-06,99.550003
2018-11-07,101.910004
2018-11-08,101.440002
2018-11-09,95.93
2018-11-12,88.599998
2018-11-13,91.309998
2018-11-14,89.349998
2018-11-15,94.989998
2018-11-16,96.599998
2018-11-19,85.040001
2018-11-20,86.160004
2018-11-21,86.889999
2018-11-23,88.400002
2018-11-26,92.279999
2018-11-27,89.540001
2018-11-28,94.410004
2018-11-29,93.510002
2018-11-30,94.18
2018-12-03,96.470001
2018-12-04,93.980003
2018-12-06,93.690002
2018-12-07,89.41999799999999
2018-12-10,91.389999
2018-12-11,92.08000200000001
2018-12-12,88.66999799999999
2018-12-13,86.970001
2018-12-14,87.199997
2018-12-17,83.18
2018-12-18,85.66999799999999
2018-12-19,85.599998
2018-12-20,84.91999799999999
2018-12-21,82.099998
2018-12-24,82.66999799999999
2018-12-26,89.410004
2018-12-27,90.25
2018-12-28,89.41999799999999
2018-12-31,90.339996
2019-01-02,90.650002
2019-01-03,85.160004
2019-01-04,91.889999
2019-01-07,95.440002
2019-01-08,95.910004
2019-01-09,98.019997
2019-01-10,99.889999
2019-01-11,101.290001
2019-01-14,99.290001
2019-01-15,101.339996
2019-01-16,101.57
2019-01-17,103.910004
2019-01-18,104.290001
2019-01-22,101.870003
2019-01-23,102.360001
2019-01-24,103.900002
2019-01-25,106.519997
2019-01-28,105.150002
2019-01-29,103.790001
2019-01-30,106.989998
2019-01-31,109.349998
2019-02-01,110.110001
2019-02-04,110.690002
2019-02-05,111.220001
2019-02-06,109.82
2019-02-07,108.099998
2019-02-08,111.010002
2019-02-11,111.269997
2019-02-12,116.129997
2019-02-13,119.410004
2019-02-14,119.660004
2019-02-15,121.400002
2019-02-19,125.75
2019-02-20,111.110001
2019-02-21,108.68
2019-02-22,111.959999
2019-02-25,114.18
2019-02-26,114.089996
2019-02-27,113.66999799999999
2019-02-28,109.25
2019-03-01,109.099998
2019-03-04,109.029999
2019-03-05,107.209999
2019-03-06,106.870003
2019-03-07,107.279999
2019-03-08,105.980003
2019-03-11,108.150002
2019-03-12,108.360001
2019-03-13,107.849998
2019-03-14,109.269997
2019-03-15,107.25
2019-03-18,107.959999
2019-03-19,108.889999
2019-03-20,118.120003
2019-03-21,122.650002
2019-03-22,117.980003
2019-03-25,118.91999799999999
2019-03-26,121.769997
2019-03-27,117.400002
2019-03-28,118.839996
2019-03-29,120.83000200000001
2019-04-01,119.150002
2019-04-02,119.300003
2019-04-03,119.260002
2019-04-04,118.650002
2019-04-05,120.110001
2019-04-08,119.360001
2019-04-09,120.339996
2019-04-10,122.650002
2019-04-11,121.620003
2019-04-12,125.019997
2019-04-15,124.980003
2019-04-16,124.480003
2019-04-17,122.510002
2019-04-18,122.75
2019-04-22,125.68
2019-04-23,128.25
2019-04-24,129.58999599999999
2019-04-25,129.949997
2019-04-26,133.520004
2019-04-29,133.570007
2019-04-30,134.16000400000001
2019-05-01,133.429993
2019-05-02,136.800003
2019-05-03,141.399994
2019-05-06,142.029999
2019-05-07,137.220001
2019-05-08,140.699997
2019-05-09,141.169998
2019-05-10,143.360001
2019-05-13,137.46000700000002
2019-05-14,137.509995
2019-05-15,142.08999599999999
2019-05-16,134.860001
2019-05-17,139.240005
2019-05-20,136.600006
2019-05-21,135.809998
2019-05-22,136.490005
2019-05-23,133.399994
2019-05-24,134.78999299999998
2019-05-28,134.759995
2019-05-29,133.940002
2019-05-30,139.520004
2019-05-31,137.33999599999999
2019-06-03,133.729996
2019-06-04,138.179993
2019-06-05,140.940002
2019-06-06,141.96000700000002
2019-06-07,144.779999
2019-06-10,146.009995
2019-06-11,142.440002
2019-06-12,143.610001
2019-06-13,143.220001
2019-06-14,142.940002
2019-06-17,145.21000700000002
2019-06-18,144.630005
2019-06-19,145.83999599999999
2019-06-20,149.03999299999998
2019-06-21,148.119995
2019-06-24,144.110001
2019-06-25,139.759995
2019-06-26,139.58999599999999
2019-06-27,140.949997
2019-06-28,142.100006
2019-07-01,143.020004
2019-07-02,144.619995
2019-07-03,143.529999
2019-07-05,143.71000700000002
2019-07-08,144.130005
2019-07-09,145.270004
2019-07-10,145.58999599999999
2019-07-11,144.75
2019-07-12,143.479996
2019-07-15,143.0
2019-07-16,139.470001
2019-07-17,141.91000400000001
2019-07-18,143.100006
2019-07-19,145.83999599999999
2019-07-22,145.520004
2019-07-23,146.100006
2019-07-24,151.520004
2019-07-25,145.470001
2019-07-26,149.139999
2019-07-29,147.419998
2019-07-30,148.009995
2019-07-31,148.520004
2019-08-01,149.16000400000001
2019-08-02,148.58999599999999
2019-08-05,142.020004
2019-08-06,143.240005
2019-08-07,145.050003
2019-08-08,148.110001
2019-08-09,148.429993
2019-08-12,145.990005
2019-08-13,149.860001
2019-08-14,143.179993
2019-08-15,142.199997
2019-08-16,143.800003
2019-08-19,145.190002
2019-08-20,145.83999599999999
2019-08-21,147.08999599999999
2019-08-22,149.83999599999999
2019-08-23,147.380005
2019-08-26,146.639999
2019-08-27,145.639999
2019-08-28,139.070007
2019-08-29,139.699997
2019-08-30,140.25
2019-09-03,136.940002
2019-09-04,136.75
2019-09-05,135.940002
2019-09-06,134.809998
2019-09-09,134.71000700000002
2019-09-10,129.880005
2019-09-11,128.570007
2019-09-12,126.400002
2019-09-13,123.809998
2019-09-16,123.959999
2019-09-17,125.68
2019-09-18,124.5
2019-09-19,123.550003
2019-09-20,121.769997
2019-09-23,120.970001
2019-09-24,115.540001
2019-09-25,117.910004
2019-09-26,117.389999
2019-09-27,115.099998
2019-09-30,116.739998
2019-10-01,114.209999
2019-10-02,114.08000200000001
2019-10-03,120.379997
2019-10-04,123.5
2019-10-07,123.57
2019-10-08,122.010002
2019-10-09,122.849998
2019-10-10,124.75
2019-10-11,125.870003
2019-10-14,125.66999799999999
2019-10-15,124.889999
2019-10-16,123.110001
2019-10-17,123.839996
2019-10-18,118.550003
2019-10-21,119.400002
2019-10-22,114.309998
2019-10-23,116.559998
2019-10-24,119.949997
2019-10-25,120.720001
2019-10-28,123.879997
2019-10-29,122.970001
2019-10-30,124.510002
2019-10-31,122.07
2019-11-01,126.58000200000001
2019-11-04,129.080002
2019-11-05,127.91999799999999
2019-11-06,127.18
2019-11-07,126.660004
2019-11-08,128.100006
2019-11-11,127.279999
2019-11-12,132.029999
2019-11-13,135.699997
2019-11-14,125.199997
2019-11-15,130.369995
2019-11-18,126.629997
2019-11-19,127.059998
2019-11-20,125.849998
2019-11-21,120.709999
2019-11-22,120.900002
2019-11-25,121.91999799999999
2019-11-26,121.029999
2019-11-27,122.0
2019-11-29,120.889999
2019-12-02,120.41999799999999
2019-12-03,122.489998
2019-12-04,121.220001
2019-12-05,118.75
2019-12-06,119.860001
2019-12-09,118.639999
2019-12-10,119.050003
2019-12-11,119.550003
2019-12-12,119.040001
2019-12-13,119.08000200000001
2019-12-16,119.18
2019-12-17,119.599998
2019-12-18,118.739998
2019-12-19,121.160004
2019-12-20,117.290001
2019-12-23,116.75
2019-12-24,120.18
2019-12-26,121.709999
2019-12-27,121.815002
2019-12-30,121.25
2019-12-31,122.379997
2020-01-02,127.550003
2020-01-03,128.919998
2020-01-06,131.630005
2020-01-07,130.009995
2020-01-08,133.779999
2020-01-09,140.080002
2020-01-10,140.259995
2020-01-13,142.429993
2020-01-14,142.740005
2020-01-15,141.970001
2020-01-16,142.669998
2020-01-17,140.270004
2020-01-21,140.380005
2020-01-22,140.009995
2020-01-23,140.41000400000001
2020-01-24,141.029999
2020-01-27,139.630005
2020-01-28,142.800003
2020-01-29,143.399994
2020-01-30,144.91000400000001
2020-01-31,142.690002
2020-02-03,145.21000700000002
2020-02-04,148.279999
2020-02-05,145.5
2020-02-06,147.070007
2020-02-07,145.050003
2020-02-10,145.800003
2020-02-11,144.320007
2020-02-12,145.0
2020-02-13,146.740005
2020-02-14,148.259995
2020-02-18,151.740005
2020-02-19,155.240005
2020-02-20,141.679993
2020-02-21,137.309998
2020-02-24,131.5
2020-02-25,133.690002
2020-02-26,132.5
2020-02-27,134.119995
2020-02-28,134.029999
2020-03-02,138.720001
2020-03-03,135.130005
2020-03-04,140.71000700000002
2020-03-05,137.179993
2020-03-06,136.25
2020-03-09,116.089996
2020-03-10,120.900002
2020-03-11,114.980003
2020-03-12,104.720001
2020-03-13,112.5
2020-03-16,88.0
2020-03-17,91.459999
2020-03-18,81.5
2020-03-19,102.139999
2020-03-20,97.220001
2020-03-23,94.480003
2020-03-24,107.099998
2020-03-25,114.760002
2020-03-26,119.800003
2020-03-27,106.260002
2020-03-30,104.480003
2020-03-31,100.82
2020-04-01,92.620003
2020-04-02,93.849998
2020-04-03,94.290001
2020-04-06,103.58000200000001
2020-04-07,106.010002
2020-04-08,115.989998
2020-04-09,114.459999
2020-04-13,120.709999
2020-04-14,123.339996
2020-04-15,118.410004
2020-04-16,122.900002
2020-04-17,126.239998
2020-04-20,130.630005
2020-04-21,126.43
2020-04-22,135.679993
2020-04-23,132.66000400000001
2020-04-24,134.360001
2020-04-27,132.5
2020-04-28,127.849998
2020-04-29,134.240005
2020-04-30,130.809998
2020-05-01,124.18
2020-05-04,125.690002
2020-05-05,132.350006
2020-05-06,143.720001
2020-05-07,149.899994
2020-05-08,159.949997
