Date,SABR
2014-09-17,18.41
2014-09-18,18.58
2014-09-19,18.809998999999998
2014-09-22,18.83
2014-09-23,18.82
2014-09-24,18.92
2014-09-25,18.299999
2014-09-26,18.059998999999998
2014-09-29,18.0
2014-09-30,17.915001
2014-10-01,17.33
2014-10-02,17.610001
2014-10-03,17.99
2014-10-06,17.84
2014-10-07,17.4
2014-10-08,17.209999
2014-10-09,16.85
2014-10-10,16.110001
2014-10-13,15.69
2014-10-14,15.6
2014-10-15,15.35
2014-10-16,15.69
2014-10-17,16.07
2014-10-20,16.09
2014-10-21,16.4
2014-10-22,16.549999
2014-10-23,16.790001
2014-10-24,16.91
2014-10-27,16.9
2014-10-28,17.17
2014-10-29,17.27
2014-10-30,17.02
2014-10-31,17.200001
2014-11-03,17.549999
2014-11-04,17.43
2014-11-05,17.16
2014-11-06,17.940001000000002
2014-11-07,17.450001
2014-11-10,17.74
2014-11-11,17.99
2014-11-12,17.65
2014-11-13,17.74
2014-11-14,18.540001
2014-11-17,18.32
2014-11-18,18.23
2014-11-19,18.17
2014-11-20,18.559998999999998
2014-11-21,18.559998999999998
2014-11-24,18.440001000000002
2014-11-25,18.26
2014-11-26,18.549999
2014-11-28,18.74
2014-12-01,18.24
2014-12-02,18.42
2014-12-03,18.610001
2014-12-04,19.23
2014-12-05,18.93
2014-12-08,18.93
2014-12-09,19.1
2014-12-10,19.1
2014-12-11,19.4
2014-12-12,19.370001000000002
2014-12-15,19.209999
2014-12-16,19.360001
2014-12-17,19.700001
2014-12-18,20.1
2014-12-19,19.940001000000002
2014-12-22,20.32
2014-12-23,20.32
2014-12-24,20.389999
2014-12-26,20.469998999999998
2014-12-29,20.4
2014-12-30,20.35
2014-12-31,20.27
2015-01-02,20.09
2015-01-05,19.780001000000002
2015-01-06,19.5
2015-01-07,19.49
2015-01-08,20.209999
2015-01-09,19.83
2015-01-12,19.530001000000002
2015-01-13,19.629998999999998
2015-01-14,19.73
2015-01-15,19.4
2015-01-16,19.700001
2015-01-20,19.950001
2015-01-21,19.950001
2015-01-22,20.48
2015-01-23,20.709999
2015-01-26,19.93
2015-01-27,20.059998999999998
2015-01-28,20.040001
2015-01-29,20.530001000000002
2015-01-30,20.43
2015-02-02,20.48
2015-02-03,20.85
2015-02-04,21.18
2015-02-05,22.120001000000002
2015-02-06,22.18
2015-02-09,22.1
2015-02-10,21.65
2015-02-11,21.780001000000002
2015-02-12,21.75
2015-02-13,21.74
2015-02-17,22.110001
2015-02-18,22.030001000000002
2015-02-19,21.57
2015-02-20,21.23
2015-02-23,21.34
2015-02-24,21.629998999999998
2015-02-25,21.82
2015-02-26,21.709999
2015-02-27,21.76
2015-03-02,21.84
2015-03-03,21.940001000000002
2015-03-04,21.67
2015-03-05,21.690001000000002
2015-03-06,21.440001000000002
2015-03-09,21.700001
2015-03-10,21.780001000000002
2015-03-11,21.695
2015-03-12,22.15
2015-03-13,22.110001
2015-03-16,22.43
2015-03-17,22.07
2015-03-18,22.389999
2015-03-19,22.690001000000002
2015-03-20,22.809998999999998
2015-03-23,23.120001000000002
2015-03-24,23.129998999999998
2015-03-25,23.02
2015-03-26,23.67
2015-03-27,23.879998999999998
2015-03-30,24.48
2015-03-31,24.299999
2015-04-01,23.66
2015-04-02,24.129998999999998
2015-04-06,24.540001
2015-04-07,24.58
2015-04-08,24.870001000000002
2015-04-09,25.16
2015-04-10,25.219998999999998
2015-04-13,25.23
2015-04-14,25.469998999999998
2015-04-15,25.790001
2015-04-16,25.42
2015-04-17,24.950001
2015-04-20,24.9
2015-04-21,25.24
2015-04-22,25.209999
2015-04-23,25.379998999999998
2015-04-24,25.540001
2015-04-27,25.280001000000002
2015-04-28,25.299999
2015-04-29,25.110001
2015-04-30,24.889999
2015-05-01,25.23
2015-05-04,25.42
2015-05-05,25.370001000000002
2015-05-06,25.74
2015-05-07,25.299999
2015-05-08,25.209999
2015-05-11,25.25
2015-05-12,25.5
2015-05-13,25.5
2015-05-14,26.379998999999998
2015-05-15,26.190001000000002
2015-05-18,26.049999
2015-05-19,26.530001000000002
2015-05-20,26.49
2015-05-21,26.129998999999998
2015-05-22,26.16
2015-05-26,26.24
2015-05-27,26.25
2015-05-28,26.0
2015-05-29,26.09
2015-06-01,26.469998999999998
2015-06-02,26.049999
2015-06-03,25.450001
2015-06-04,25.85
2015-06-05,25.559998999999998
2015-06-08,25.290001
2015-06-09,24.52
2015-06-10,24.610001
2015-06-11,24.75
2015-06-12,24.32
2015-06-15,24.389999
2015-06-16,24.32
2015-06-17,24.4
2015-06-18,24.65
2015-06-19,24.51
2015-06-22,24.66
2015-06-23,24.65
2015-06-24,24.209999
2015-06-25,24.450001
2015-06-26,24.4
2015-06-29,23.57
2015-06-30,23.799999
2015-07-01,24.219998999999998
2015-07-02,24.059998999999998
2015-07-06,23.93
2015-07-07,24.51
2015-07-08,24.049999
2015-07-09,25.01
2015-07-10,25.65
2015-07-13,25.799999
2015-07-14,25.879998999999998
2015-07-15,26.15
2015-07-16,26.219998999999998
2015-07-17,26.0
2015-07-20,25.639999
2015-07-21,25.620001000000002
2015-07-22,25.68
2015-07-23,25.540001
2015-07-24,25.5
2015-07-27,25.290001
2015-07-28,25.309998999999998
2015-07-29,26.15
2015-07-30,26.26
2015-07-31,26.6
2015-08-03,26.459999
2015-08-04,27.49
2015-08-05,28.139999
2015-08-06,28.1
2015-08-07,28.120001000000002
2015-08-10,28.26
2015-08-11,27.9
2015-08-12,27.66
2015-08-13,27.940001000000002
2015-08-14,28.5
2015-08-17,28.950001
2015-08-18,28.76
2015-08-19,28.73
2015-08-20,28.360001
2015-08-21,27.32
2015-08-24,25.76
2015-08-25,25.889999
2015-08-26,27.18
2015-08-27,27.67
2015-08-28,27.809998999999998
2015-08-31,27.219998999999998
2015-09-01,26.799999
2015-09-02,27.51
2015-09-03,27.889999
2015-09-04,27.780001000000002
2015-09-08,28.629998999999998
2015-09-09,28.459999
2015-09-10,28.530001000000002
2015-09-11,28.48
2015-09-14,28.52
2015-09-15,29.34
2015-09-16,28.83
2015-09-17,28.690001000000002
2015-09-18,28.41
2015-09-21,28.299999
2015-09-22,27.92
2015-09-23,28.200001
2015-09-24,27.9
2015-09-25,27.940001000000002
2015-09-28,27.0
2015-09-29,27.01
2015-09-30,27.18
2015-10-01,27.629998999999998
2015-10-02,28.049999
2015-10-05,28.52
2015-10-06,28.360001
2015-10-07,28.799999
2015-10-08,28.84
2015-10-09,28.76
2015-10-12,28.84
2015-10-13,29.09
2015-10-14,28.48
2015-10-15,29.49
2015-10-16,29.58
2015-10-19,29.780001000000002
2015-10-20,29.809998999999998
2015-10-21,29.379998999999998
2015-10-22,29.799999
2015-10-23,29.85
2015-10-26,29.57
2015-10-27,29.549999
2015-10-28,30.23
2015-10-29,29.5
2015-10-30,29.32
2015-11-02,29.780001000000002
2015-11-03,29.620001000000002
2015-11-04,29.870001000000002
2015-11-05,29.17
2015-11-06,29.4
2015-11-09,29.139999
2015-11-10,28.99
2015-11-11,29.24
2015-11-12,28.620001000000002
2015-11-13,28.129998999999998
2015-11-16,27.73
2015-11-17,28.01
2015-11-18,28.825001
2015-11-19,29.16
2015-11-20,29.51
2015-11-23,29.91
2015-11-24,28.559998999999998
2015-11-25,29.48
2015-11-27,29.68
2015-11-30,29.26
2015-12-01,29.75
2015-12-02,29.469998999999998
2015-12-03,29.32
2015-12-04,29.73
2015-12-07,28.92
2015-12-08,29.209999
2015-12-09,28.57
2015-12-10,28.6
2015-12-11,27.76
2015-12-14,27.92
2015-12-15,28.9
2015-12-16,29.540001
2015-12-17,28.77
2015-12-18,28.610001
2015-12-21,28.35
2015-12-22,27.91
2015-12-23,28.040001
2015-12-24,28.0
2015-12-28,27.959999
2015-12-29,28.41
2015-12-30,28.190001000000002
2015-12-31,27.969998999999998
2016-01-04,27.440001000000002
2016-01-05,27.24
2016-01-06,26.969998999999998
2016-01-07,26.25
2016-01-08,25.870001000000002
2016-01-11,25.959999
2016-01-12,26.07
2016-01-13,25.66
2016-01-14,25.85
2016-01-15,24.93
2016-01-19,25.52
2016-01-20,25.76
2016-01-21,24.99
2016-01-22,25.98
2016-01-25,25.309998999999998
2016-01-26,25.82
2016-01-27,25.16
2016-01-28,24.610001
2016-01-29,25.610001
2016-02-01,25.459999
2016-02-02,25.25
2016-02-03,25.0
2016-02-04,25.129998999999998
2016-02-05,24.290001
2016-02-08,23.18
2016-02-09,24.91
2016-02-10,26.02
2016-02-11,25.860001
2016-02-12,25.91
2016-02-16,26.17
2016-02-17,27.32
2016-02-18,27.08
2016-02-19,27.549999
2016-02-22,27.68
2016-02-23,27.25
2016-02-24,27.26
2016-02-25,27.83
2016-02-26,27.23
2016-02-29,27.15
2016-03-01,28.0
2016-03-02,27.92
2016-03-03,27.99
2016-03-04,28.120001000000002
2016-03-07,27.85
2016-03-08,27.790001
2016-03-09,27.99
2016-03-10,27.309998999999998
2016-03-11,28.049999
2016-03-14,27.790001
2016-03-15,27.74
2016-03-16,27.48
2016-03-17,27.17
2016-03-18,27.299999
2016-03-21,27.58
2016-03-22,27.540001
2016-03-23,27.540001
2016-03-24,27.52
2016-03-28,27.469998999999998
2016-03-29,28.41
2016-03-30,28.58
2016-03-31,28.92
2016-04-01,29.290001
2016-04-04,29.35
2016-04-05,28.92
2016-04-06,29.190001000000002
2016-04-07,29.219998999999998
2016-04-08,28.9
2016-04-11,28.469998999999998
2016-04-12,28.43
2016-04-13,28.51
2016-04-14,28.82
2016-04-15,28.459999
2016-04-18,28.33
2016-04-19,28.51
2016-04-20,28.610001
2016-04-21,28.18
2016-04-22,28.02
2016-04-25,27.889999
2016-04-26,27.99
2016-04-27,28.01
2016-04-28,28.93
2016-04-29,28.950001
2016-05-02,28.940001000000002
2016-05-03,28.690001000000002
2016-05-04,28.58
2016-05-05,28.49
2016-05-06,28.67
2016-05-09,28.629998999999998
2016-05-10,29.040001
2016-05-11,29.129998999999998
2016-05-12,28.879998999999998
2016-05-13,29.01
2016-05-16,28.540001
2016-05-17,27.780001000000002
2016-05-18,27.84
2016-05-19,27.75
2016-05-20,27.85
2016-05-23,27.639999
2016-05-24,28.1
2016-05-25,28.110001
2016-05-26,28.110001
2016-05-27,28.309998999999998
2016-05-31,28.17
2016-06-01,28.1
2016-06-02,28.32
2016-06-03,28.07
2016-06-06,28.209999
2016-06-07,28.639999
2016-06-08,28.76
2016-06-09,28.690001000000002
2016-06-10,28.059998999999998
2016-06-13,27.52
2016-06-14,27.540001
2016-06-15,27.09
2016-06-16,26.99
2016-06-17,27.17
2016-06-20,27.209999
2016-06-21,26.59
2016-06-22,26.6
2016-06-23,26.82
2016-06-24,25.450001
2016-06-27,25.299999
2016-06-28,25.93
2016-06-29,26.48
2016-06-30,26.790001
2016-07-01,26.860001
2016-07-05,27.01
2016-07-06,27.08
2016-07-07,27.309998999999998
2016-07-08,27.799999
2016-07-11,28.110001
2016-07-12,28.799999
2016-07-13,28.75
2016-07-14,29.0
2016-07-15,28.98
2016-07-18,29.030001000000002
2016-07-19,29.07
2016-07-20,29.34
2016-07-21,29.23
2016-07-22,29.200001
2016-07-25,29.190001000000002
2016-07-26,29.129998999999998
2016-07-27,29.200001
2016-07-28,29.27
2016-07-29,29.15
2016-08-01,29.290001
2016-08-02,26.860001
2016-08-03,26.66
2016-08-04,27.25
2016-08-05,26.950001
2016-08-08,26.629998999999998
2016-08-09,26.65
2016-08-10,26.66
2016-08-11,26.84
2016-08-12,27.299999
2016-08-15,27.33
2016-08-16,27.5
2016-08-17,27.02
2016-08-18,27.09
2016-08-19,26.99
2016-08-22,27.290001
2016-08-23,27.799999
2016-08-24,27.940001000000002
2016-08-25,27.9
2016-08-26,28.02
2016-08-29,28.0
2016-08-30,28.129998999999998
2016-08-31,28.15
2016-09-01,28.450001
2016-09-02,28.690001000000002
2016-09-06,28.860001
2016-09-07,29.040001
2016-09-08,28.959999
2016-09-09,28.18
2016-09-12,28.389999
2016-09-13,27.91
2016-09-14,27.33
2016-09-15,27.57
2016-09-16,27.0
2016-09-19,26.92
2016-09-20,26.709999
2016-09-21,27.07
2016-09-22,27.65
2016-09-23,27.16
2016-09-26,27.200001
2016-09-27,27.57
2016-09-28,27.540001
2016-09-29,28.18
2016-09-30,28.18
2016-10-03,27.99
2016-10-04,27.5
2016-10-05,27.360001
2016-10-06,27.35
2016-10-07,26.75
2016-10-10,27.059998999999998
2016-10-11,26.43
2016-10-12,26.559998999999998
2016-10-13,26.18
2016-10-14,26.16
2016-10-17,26.16
2016-10-18,26.110001
2016-10-19,25.99
2016-10-20,25.389999
2016-10-21,25.780001000000002
2016-10-24,25.76
2016-10-25,25.809998999999998
2016-10-26,25.51
2016-10-27,25.52
2016-10-28,25.67
2016-10-31,25.83
2016-11-01,26.379998999999998
2016-11-02,24.08
2016-11-03,23.455
2016-11-04,23.18
2016-11-07,23.559998999999998
2016-11-08,24.620001000000002
2016-11-09,24.299999
2016-11-10,24.549999
2016-11-11,24.940001000000002
2016-11-14,24.690001000000002
2016-11-15,24.77
2016-11-16,25.299999
2016-11-17,25.610001
2016-11-18,25.700001
2016-11-21,25.780001000000002
2016-11-22,25.809998999999998
2016-11-23,26.02
2016-11-25,26.32
2016-11-28,26.5
2016-11-29,26.030001000000002
2016-11-30,25.85
2016-12-01,25.559998999999998
2016-12-02,25.57
2016-12-05,25.290001
2016-12-06,25.4
2016-12-07,25.77
2016-12-08,26.17
2016-12-09,27.07
2016-12-12,26.49
2016-12-13,26.120001000000002
2016-12-14,26.110001
2016-12-15,25.43
2016-12-16,25.42
2016-12-19,25.5
2016-12-20,25.15
2016-12-21,25.15
2016-12-22,24.790001
2016-12-23,24.84
2016-12-27,25.01
2016-12-28,24.9
2016-12-29,25.0
2016-12-30,24.950001
2017-01-03,24.790001
2017-01-04,24.82
2017-01-05,24.709999
2017-01-06,24.860001
2017-01-09,24.9
2017-01-10,24.940001000000002
2017-01-11,24.959999
2017-01-12,24.959999
2017-01-13,25.139999
2017-01-17,24.92
2017-01-18,24.719998999999998
2017-01-19,24.799999
2017-01-20,24.76
2017-01-23,24.82
2017-01-24,24.51
2017-01-25,24.59
2017-01-26,24.65
2017-01-27,24.780001000000002
2017-01-30,24.540001
2017-01-31,24.5
2017-02-01,24.530001000000002
2017-02-02,24.639999
2017-02-03,24.92
2017-02-06,24.809998999999998
2017-02-07,22.209999
2017-02-08,21.82
2017-02-09,22.469998999999998
2017-02-10,22.77
2017-02-13,22.27
2017-02-14,21.9
2017-02-15,21.65
2017-02-16,21.299999
2017-02-17,21.299999
2017-02-21,21.129998999999998
2017-02-22,21.67
2017-02-23,21.75
2017-02-24,21.790001
2017-02-27,21.719998999999998
2017-02-28,21.91
2017-03-01,22.219998999999998
2017-03-02,22.15
2017-03-03,22.15
2017-03-06,21.92
2017-03-07,21.610001
2017-03-08,21.73
2017-03-09,21.6
2017-03-10,21.940001000000002
2017-03-13,21.98
2017-03-14,21.950001
2017-03-15,22.01
2017-03-16,21.84
2017-03-17,21.82
2017-03-20,21.57
2017-03-21,21.35
2017-03-22,21.16
2017-03-23,20.93
2017-03-24,20.91
2017-03-27,20.940001000000002
2017-03-28,21.18
2017-03-29,21.559998999999998
2017-03-30,21.540001
2017-03-31,21.190001000000002
2017-04-03,21.120001000000002
2017-04-04,20.860001
2017-04-05,20.5
2017-04-06,20.959999
2017-04-07,21.18
2017-04-10,21.290001
2017-04-11,21.42
2017-04-12,21.309998999999998
2017-04-13,21.08
2017-04-17,21.950001
2017-04-18,22.200001
2017-04-19,22.42
2017-04-20,23.049999
2017-04-21,23.09
2017-04-24,23.129998999999998
2017-04-25,23.26
2017-04-26,23.280001000000002
2017-04-27,23.42
2017-04-28,23.41
2017-05-01,23.629998999999998
2017-05-02,24.67
2017-05-03,24.379998999999998
2017-05-04,24.66
2017-05-05,24.690001000000002
2017-05-08,24.6
2017-05-09,24.700001
2017-05-10,24.73
2017-05-11,24.5
2017-05-12,24.25
2017-05-15,24.35
2017-05-16,24.15
2017-05-17,23.450001
2017-05-18,22.799999
2017-05-19,22.809998999999998
2017-05-22,22.959999
2017-05-23,22.92
2017-05-24,23.09
2017-05-25,22.969998999999998
2017-05-26,22.559998999999998
2017-05-30,22.85
2017-05-31,22.43
2017-06-01,22.75
2017-06-02,22.700001
2017-06-05,22.59
2017-06-06,22.26
2017-06-07,22.5
2017-06-08,22.4
2017-06-09,22.66
2017-06-12,22.51
2017-06-13,22.65
2017-06-14,22.83
2017-06-15,22.530001000000002
2017-06-16,22.549999
2017-06-19,22.73
2017-06-20,22.780001000000002
2017-06-21,22.52
2017-06-22,22.41
2017-06-23,22.67
2017-06-26,22.33
2017-06-27,22.09
2017-06-28,22.24
2017-06-29,21.93
2017-06-30,21.77
2017-07-03,22.1
2017-07-05,21.74
2017-07-06,21.24
2017-07-07,21.43
2017-07-10,21.33
2017-07-11,21.24
2017-07-12,21.809998999999998
2017-07-13,21.91
2017-07-14,21.709999
2017-07-17,21.9
2017-07-18,21.65
2017-07-19,21.85
2017-07-20,22.280001000000002
2017-07-21,22.01
2017-07-24,21.91
2017-07-25,22.040001
2017-07-26,21.889999
2017-07-27,21.83
2017-07-28,21.809998999999998
2017-07-31,22.129998999999998
2017-08-01,19.809998999999998
2017-08-02,20.155001000000002
2017-08-03,20.370001000000002
2017-08-04,19.73
2017-08-07,19.129998999999998
2017-08-08,18.99
2017-08-09,18.52
2017-08-10,17.870001000000002
2017-08-11,17.889999
2017-08-14,18.200001
2017-08-15,17.82
2017-08-16,17.76
2017-08-17,17.620001000000002
2017-08-18,17.4
2017-08-21,17.440001000000002
2017-08-22,17.77
2017-08-23,17.940001000000002
2017-08-24,18.32
2017-08-25,18.35
2017-08-28,18.43
2017-08-29,18.389999
2017-08-30,18.48
2017-08-31,18.440001000000002
2017-09-01,18.389999
2017-09-05,17.84
2017-09-06,17.870001000000002
2017-09-07,17.790001
2017-09-08,17.690001000000002
2017-09-11,18.02
2017-09-12,18.48
2017-09-13,18.4
2017-09-14,18.08
2017-09-15,18.200001
2017-09-18,18.049999
2017-09-19,18.08
2017-09-20,18.110001
2017-09-21,18.209999
2017-09-22,18.129998999999998
2017-09-25,18.09
2017-09-26,18.01
2017-09-27,18.23
2017-09-28,18.299999
2017-09-29,18.1
2017-10-02,18.139999
2017-10-03,18.450001
2017-10-04,18.23
2017-10-05,18.309998999999998
2017-10-06,18.16
2017-10-09,18.030001000000002
2017-10-10,18.23
2017-10-11,18.190001000000002
2017-10-12,18.0
2017-10-13,18.110001
2017-10-16,18.309998999999998
2017-10-17,18.190001000000002
2017-10-18,18.290001
2017-10-19,18.43
2017-10-20,18.219998999999998
2017-10-23,18.15
2017-10-24,18.280001000000002
2017-10-25,18.01
2017-10-26,18.110001
2017-10-27,18.15
2017-10-30,18.15
2017-10-31,19.559998999999998
2017-11-01,19.549999
2017-11-02,18.530001000000002
2017-11-03,18.74
2017-11-06,19.01
2017-11-07,19.040001
2017-11-08,19.07
2017-11-09,18.790001
2017-11-10,18.93
2017-11-13,19.059998999999998
2017-11-14,18.959999
2017-11-15,18.459999
2017-11-16,18.5
2017-11-17,19.5
2017-11-20,19.33
2017-11-21,19.27
2017-11-22,19.360001
2017-11-24,19.34
2017-11-27,19.190001000000002
2017-11-28,19.48
2017-11-29,19.82
2017-11-30,19.91
2017-12-01,19.620001000000002
2017-12-04,19.82
2017-12-05,19.77
2017-12-06,19.190001000000002
2017-12-07,19.719998999999998
2017-12-08,19.299999
2017-12-11,19.540001
2017-12-12,19.870001000000002
2017-12-13,19.860001
2017-12-14,20.219998999999998
2017-12-15,20.42
2017-12-18,20.450001
2017-12-19,20.290001
2017-12-20,20.530001000000002
2017-12-21,20.639999
2017-12-22,20.76
2017-12-26,20.790001
2017-12-27,20.709999
2017-12-28,20.620001000000002
2017-12-29,20.5
2018-01-02,20.65
2018-01-03,20.950001
2018-01-04,20.889999
2018-01-05,20.43
2018-01-08,20.629998999999998
2018-01-09,20.629998999999998
2018-01-10,20.41
2018-01-11,20.51
2018-01-12,20.530001000000002
2018-01-16,20.74
2018-01-17,20.549999
2018-01-18,20.620001000000002
2018-01-19,20.67
2018-01-22,20.73
2018-01-23,20.719998999999998
2018-01-24,20.52
2018-01-25,20.74
2018-01-26,21.1
2018-01-29,20.959999
2018-01-30,20.68
2018-01-31,20.77
2018-02-01,20.67
2018-02-02,20.190001000000002
2018-02-05,19.639999
2018-02-06,19.209999
2018-02-07,19.379998999999998
2018-02-08,18.42
2018-02-09,18.549999
2018-02-12,19.26
2018-02-13,19.129998999999998
2018-02-14,21.57
2018-02-15,22.690001000000002
2018-02-16,23.26
2018-02-20,23.110001
2018-02-21,23.530001000000002
2018-02-22,23.379998999999998
2018-02-23,23.809998999999998
2018-02-26,23.799999
2018-02-27,23.26
2018-02-28,22.969998999999998
2018-03-01,22.700001
2018-03-02,22.93
2018-03-05,22.940001000000002
2018-03-06,23.110001
2018-03-07,22.799999
2018-03-08,22.65
2018-03-09,22.809998999999998
2018-03-12,22.780001000000002
2018-03-13,22.23
2018-03-14,22.049999
2018-03-15,22.030001000000002
2018-03-16,22.15
2018-03-19,21.959999
2018-03-20,22.17
2018-03-21,22.01
2018-03-22,21.629998999999998
2018-03-23,21.26
2018-03-26,21.879998999999998
2018-03-27,21.41
2018-03-28,21.27
2018-03-29,21.450001
2018-04-02,20.780001000000002
2018-04-03,20.82
2018-04-04,20.91
2018-04-05,20.73
2018-04-06,20.25
2018-04-09,20.09
2018-04-10,20.15
2018-04-11,20.09
2018-04-12,20.049999
2018-04-13,19.85
2018-04-16,20.08
2018-04-17,20.24
2018-04-18,20.42
2018-04-19,20.59
2018-04-20,20.280001000000002
2018-04-23,20.209999
2018-04-24,20.200001
2018-04-25,20.219998999999998
2018-04-26,20.450001
2018-04-27,20.67
2018-04-30,20.639999
2018-05-01,23.549999
2018-05-02,23.280001000000002
2018-05-03,23.309998999999998
2018-05-04,23.27
2018-05-07,23.139999
2018-05-08,22.67
2018-05-09,22.969998999999998
2018-05-10,23.18
2018-05-11,23.24
2018-05-14,23.6
2018-05-15,23.99
2018-05-16,24.049999
2018-05-17,23.700001
2018-05-18,23.57
2018-05-21,23.85
2018-05-22,23.860001
2018-05-23,23.780001000000002
2018-05-24,23.879998999999998
2018-05-25,23.950001
2018-05-29,24.16
2018-05-30,24.440001000000002
2018-05-31,24.51
2018-06-01,24.93
2018-06-04,25.32
2018-06-05,24.65
2018-06-06,25.48
2018-06-07,25.33
2018-06-08,25.530001000000002
2018-06-11,25.99
2018-06-12,26.219998999999998
2018-06-13,26.459999
2018-06-14,26.41
2018-06-15,26.450001
2018-06-18,26.0
2018-06-19,25.99
2018-06-20,25.879998999999998
2018-06-21,25.809998999999998
2018-06-22,25.75
2018-06-25,25.200001
2018-06-26,25.02
2018-06-27,24.68
2018-06-28,24.629998999999998
2018-06-29,24.639999
2018-07-02,25.209999
2018-07-03,25.08
2018-07-05,25.530001000000002
2018-07-06,25.950001
2018-07-09,26.09
2018-07-10,25.85
2018-07-11,25.93
2018-07-12,26.0
2018-07-13,26.0
2018-07-16,26.01
2018-07-17,26.43
2018-07-18,26.6
2018-07-19,26.68
2018-07-20,26.389999
2018-07-23,26.59
2018-07-24,26.4
2018-07-25,26.360001
2018-07-26,26.27
2018-07-27,25.809998999999998
2018-07-30,25.969998999999998
2018-07-31,24.620001000000002
2018-08-01,24.4
2018-08-02,24.65
2018-08-03,24.809998999999998
2018-08-06,25.16
2018-08-07,25.25
2018-08-08,25.129998999999998
2018-08-09,25.07
2018-08-10,24.93
2018-08-13,24.780001000000002
2018-08-14,24.889999
2018-08-15,24.629998999999998
2018-08-16,24.74
2018-08-17,25.16
2018-08-20,25.01
2018-08-21,25.26
2018-08-22,25.450001
2018-08-23,25.450001
2018-08-24,25.58
2018-08-27,25.57
2018-08-28,25.68
2018-08-29,26.209999
2018-08-30,26.110001
2018-08-31,26.110001
2018-09-04,26.0
2018-09-05,25.719998999999998
2018-09-06,25.629998999999998
2018-09-07,25.59
2018-09-10,25.73
2018-09-11,25.85
2018-09-12,25.82
2018-09-13,25.889999
2018-09-14,26.129998999999998
2018-09-17,25.870001000000002
2018-09-18,25.950001
2018-09-19,25.68
2018-09-20,25.879998999999998
2018-09-21,25.84
2018-09-24,25.83
2018-09-25,25.940001000000002
2018-09-26,25.58
2018-09-27,26.280001000000002
2018-09-28,26.08
2018-10-01,25.34
2018-10-02,25.16
2018-10-03,25.120001000000002
2018-10-04,24.83
2018-10-05,24.459999
2018-10-08,24.43
2018-10-09,24.459999
2018-10-10,23.059998999999998
2018-10-11,23.0
2018-10-12,23.52
2018-10-15,23.83
2018-10-16,24.120001000000002
2018-10-17,24.33
2018-10-18,24.540001
2018-10-19,24.9
2018-10-22,24.799999
2018-10-23,24.440001000000002
2018-10-24,23.57
2018-10-25,24.290001
2018-10-26,23.129998999999998
2018-10-29,22.860001
2018-10-30,24.26
2018-10-31,24.65
2018-11-01,24.17
2018-11-02,24.4
2018-11-05,24.98
2018-11-06,24.85
2018-11-07,25.25
2018-11-08,25.549999
2018-11-09,25.57
2018-11-12,24.9
2018-11-13,25.18
2018-11-14,24.889999
2018-11-15,24.790001
2018-11-16,24.790001
2018-11-19,24.07
