Date,CRESY
1997-03-19,16.498857
1997-03-20,16.498857
1997-03-21,16.718842000000002
1997-03-24,16.498857
1997-03-25,16.718842000000002
1997-03-26,16.718842000000002
1997-03-27,16.677595
1997-03-31,16.498857
1997-04-01,16.498857
1997-04-02,16.388865
1997-04-03,16.540104
1997-04-04,16.718842000000002
1997-04-07,16.718842000000002
1997-04-08,16.498857
1997-04-09,16.718842000000002
1997-04-10,16.498857
1997-04-11,16.388865
1997-04-14,16.058887
1997-04-15,16.278872
1997-04-16,16.168879999999998
1997-04-17,16.278872
1997-04-18,16.278872
1997-04-21,16.278872
1997-04-22,16.168879999999998
1997-04-23,16.278872
1997-04-24,16.347618
1997-04-25,16.278872
1997-04-28,16.278872
1997-04-29,16.278872
1997-04-30,16.168879999999998
1997-05-01,16.168879999999998
1997-05-02,16.058887
1997-05-05,16.182629000000002
1997-05-06,16.182629000000002
1997-05-07,16.058887
1997-05-08,16.058887
1997-05-09,16.278872
1997-05-12,16.278872
1997-05-13,16.058887
1997-05-14,16.278872
1997-05-15,16.168879999999998
1997-05-16,16.168879999999998
1997-05-19,16.168879999999998
1997-05-20,16.168879999999998
1997-05-21,16.388865
1997-05-22,17.158812
1997-05-23,17.158812
1997-05-27,17.378795999999998
1997-05-28,17.158812
1997-05-29,17.048819
1997-05-30,16.938828
1997-06-02,17.818766
1997-06-03,18.698706
1997-06-04,18.808697
1997-06-05,18.918689999999998
1997-06-06,19.138673999999998
1997-06-09,19.138673999999998
1997-06-10,19.138673999999998
1997-06-11,18.932438
1997-06-12,19.028682999999997
1997-06-13,18.808697
1997-06-16,18.808697
1997-06-17,18.588713000000002
1997-06-18,18.533716000000002
1997-06-19,18.808697
1997-06-20,18.698706
1997-06-23,18.808697
1997-06-24,18.588713000000002
1997-06-25,18.918689999999998
1997-06-26,19.248667
1997-06-27,19.468651
1997-06-30,19.578644
1997-07-01,20.128605
1997-07-02,20.458582
1997-07-03,21.448515
1997-07-07,21.558506
1997-07-08,21.448515
1997-07-09,21.118538
1997-07-10,20.788560999999998
1997-07-11,20.568575
1997-07-14,20.348591
1997-07-15,20.238598
1997-07-16,20.238598
1997-07-17,20.458582
1997-07-18,20.128605
1997-07-21,19.798628
1997-07-22,19.908621
1997-07-23,20.348591
1997-07-24,20.458582
1997-07-25,20.348591
1997-07-28,20.348591
1997-07-29,20.018614000000003
1997-07-30,20.348591
1997-07-31,20.348591
1997-08-01,20.018614000000003
1997-08-04,20.018614000000003
