Date,BUD
2009-07-01,38.5
2009-07-02,38.400002
2009-07-06,38.0
2009-07-07,37.400002
2009-07-08,37.5
2009-07-09,37.5
2009-07-10,37.700001
2009-07-13,37.5
2009-07-14,38.799999
2009-07-15,39.849998
2009-07-16,39.549999
2009-07-17,38.900002
2009-07-20,39.549999
2009-07-21,38.75
2009-07-22,39.549999
2009-07-23,39.900002
2009-07-24,39.900002
2009-07-27,39.599998
2009-07-28,39.869999
2009-07-29,39.349998
2009-07-30,39.799999
2009-07-31,40.150002
2009-08-03,39.790001000000004
2009-08-04,39.25
2009-08-05,39.400002
2009-08-06,39.400002
2009-08-07,39.450001
2009-08-10,40.150002
2009-08-11,40.400002
2009-08-12,41.049999
2009-08-13,39.150002
2009-08-14,38.700001
2009-08-17,39.150002
2009-08-18,40.150002
2009-08-19,40.689999
2009-08-20,40.599998
2009-08-21,42.049999
2009-08-24,41.900002
2009-08-25,42.599998
2009-08-26,42.5
2009-08-27,42.369999
2009-08-28,42.700001
2009-08-31,43.400002
2009-09-01,41.5
2009-09-02,41.75
2009-09-03,41.549999
2009-09-04,42.099998
2009-09-08,43.5
2009-09-09,44.450001
2009-09-10,45.0
2009-09-11,45.450001
2009-09-14,46.169998
2009-09-15,46.25
2009-09-16,46.950001
2009-09-17,46.549999
2009-09-18,47.0
2009-09-21,47.700001
2009-09-22,46.849998
2009-09-23,45.900002
2009-09-24,45.619999
2009-09-25,44.919998
2009-09-28,45.43
2009-09-29,45.279999
2009-09-30,45.939999
2009-10-01,45.07
2009-10-02,44.0
2009-10-05,45.400002
2009-10-06,46.66
2009-10-07,46.720001
2009-10-08,48.189999
2009-10-09,47.59
2009-10-12,47.900002
2009-10-13,47.549999
2009-10-14,49.549999
2009-10-15,49.810001
2009-10-16,50.189999
2009-10-19,51.189999
2009-10-20,50.150002
2009-10-21,50.759997999999996
2009-10-22,52.299999
2009-10-23,50.549999
2009-10-26,49.490002000000004
2009-10-27,48.400002
2009-10-28,47.490002000000004
2009-10-29,48.889998999999996
2009-10-30,47.18
2009-11-02,48.310001
2009-11-03,47.110001000000004
2009-11-04,47.380001
2009-11-05,48.59
2009-11-06,48.369999
2009-11-09,49.720001
2009-11-10,48.32
2009-11-11,48.639998999999996
2009-11-12,48.27
2009-11-13,50.27
2009-11-16,51.650002
2009-11-17,51.09
2009-11-18,51.389998999999996
2009-11-19,50.599998
2009-11-20,50.669998
2009-11-23,51.32
2009-11-24,51.32
2009-11-25,52.439999
2009-11-27,51.18
2009-11-30,50.290001000000004
2009-12-01,52.25
2009-12-02,53.240002000000004
2009-12-03,52.639998999999996
2009-12-04,52.639998999999996
2009-12-07,52.5
2009-12-08,51.16
2009-12-09,51.369999
2009-12-10,51.689999
2009-12-11,52.32
2009-12-14,52.990002000000004
2009-12-15,52.450001
2009-12-16,52.599998
2009-12-17,51.43
2009-12-18,50.610001000000004
2009-12-21,50.830002
2009-12-22,50.68
2009-12-23,51.279999
2009-12-24,51.48
2009-12-28,52.02
2009-12-29,52.43
2009-12-30,52.119999
2009-12-31,52.029999
2010-01-04,53.490002000000004
2010-01-05,52.849998
2010-01-06,52.52
2010-01-07,51.240002000000004
2010-01-08,50.950001
2010-01-11,51.41
2010-01-12,51.200001
2010-01-13,51.790001000000004
2010-01-14,51.880001
2010-01-15,50.490002000000004
2010-01-19,50.529999
2010-01-20,49.27
2010-01-21,47.880001
2010-01-22,48.060001
2010-01-25,48.349998
2010-01-26,48.110001000000004
2010-01-27,49.73
2010-01-28,49.07
2010-01-29,49.790001000000004
2010-02-01,50.650002
2010-02-02,51.02
2010-02-03,50.990002000000004
2010-02-04,47.889998999999996
2010-02-05,46.43
2010-02-08,47.040001000000004
2010-02-09,48.52
2010-02-10,48.299999
2010-02-11,49.130001
2010-02-12,49.540001000000004
2010-02-16,50.209998999999996
2010-02-17,50.849998
2010-02-18,51.16
2010-02-19,50.32
2010-02-22,49.630001
2010-02-23,49.049999
2010-02-24,50.27
2010-02-25,49.740002000000004
2010-02-26,49.950001
2010-03-01,50.849998
2010-03-02,50.860001000000004
2010-03-03,51.400002
2010-03-04,49.419998
2010-03-05,49.599998
2010-03-08,49.0
2010-03-09,49.700001
2010-03-10,50.369999
2010-03-11,50.669998
2010-03-12,50.599998
2010-03-15,49.990002000000004
2010-03-16,51.310001
2010-03-17,51.740002000000004
2010-03-18,51.650002
2010-03-19,51.450001
2010-03-22,51.66
2010-03-23,51.919998
2010-03-24,50.66
2010-03-25,50.169998
2010-03-26,50.32
2010-03-29,50.689999
2010-03-30,50.75
2010-03-31,50.450001
2010-04-01,50.84
2010-04-05,50.82
2010-04-06,51.130001
2010-04-07,50.84
2010-04-08,51.169998
2010-04-09,51.950001
2010-04-12,52.349998
2010-04-13,51.389998999999996
2010-04-14,51.459998999999996
2010-04-15,50.619999
2010-04-16,49.790001000000004
2010-04-19,49.299999
2010-04-20,49.950001
2010-04-21,49.400002
2010-04-22,49.450001
2010-04-23,49.150002
2010-04-26,49.0
2010-04-27,47.73
2010-04-28,47.080002
2010-04-29,48.150002
2010-04-30,48.450001
2010-05-03,48.68
2010-05-04,47.830002
2010-05-05,47.529999
2010-05-06,46.84
2010-05-07,45.799999
2010-05-10,49.889998999999996
2010-05-11,49.169998
2010-05-12,49.439999
2010-05-13,49.169998
2010-05-14,47.709998999999996
2010-05-17,48.450001
2010-05-18,47.93
2010-05-19,48.560001
2010-05-20,47.0
2010-05-21,48.27
2010-05-24,47.509997999999996
2010-05-25,47.119999
2010-05-26,46.200001
2010-05-27,49.279999
2010-05-28,47.91
2010-06-01,47.529999
2010-06-02,49.060001
2010-06-03,48.650002
2010-06-04,46.459998999999996
2010-06-07,46.830002
2010-06-08,47.52
2010-06-09,47.689999
2010-06-10,49.130001
2010-06-11,48.560001
2010-06-14,49.580002
2010-06-15,51.75
2010-06-16,51.48
2010-06-17,51.919998
2010-06-18,51.25
2010-06-21,51.009997999999996
2010-06-22,50.299999
2010-06-23,50.18
2010-06-24,49.919998
2010-06-25,49.59
2010-06-28,49.669998
2010-06-29,48.220001
2010-06-30,48.009997999999996
2010-07-01,49.209998999999996
2010-07-02,48.860001000000004
2010-07-06,50.380001
2010-07-07,51.330002
2010-07-08,52.099998
2010-07-09,52.48
2010-07-12,52.759997999999996
2010-07-13,53.669998
2010-07-14,53.799999
2010-07-15,54.349998
2010-07-16,52.849998
2010-07-19,53.09
2010-07-20,52.5
2010-07-21,52.939999
2010-07-22,54.389998999999996
2010-07-23,54.669998
2010-07-26,55.060001
2010-07-27,54.700001
2010-07-28,53.740002000000004
2010-07-29,53.380001
2010-07-30,53.060001
2010-08-02,54.560001
2010-08-03,54.84
2010-08-04,55.200001
2010-08-05,53.860001000000004
2010-08-06,52.560001
2010-08-09,52.639998999999996
2010-08-10,52.23
2010-08-11,50.849998
2010-08-12,53.049999
2010-08-13,53.240002000000004
2010-08-16,53.509997999999996
2010-08-17,53.66
2010-08-18,53.57
2010-08-19,52.27
2010-08-20,51.700001
2010-08-23,51.549999
2010-08-24,51.130001
2010-08-25,51.009997999999996
2010-08-26,51.119999
2010-08-27,51.880001
2010-08-30,51.189999
2010-08-31,51.970001
2010-09-01,54.220001
2010-09-02,54.950001
2010-09-03,55.150002
2010-09-07,54.330002
2010-09-08,55.650002
2010-09-09,55.049999
2010-09-10,54.799999
2010-09-13,55.48
2010-09-14,55.849998
2010-09-15,56.290001000000004
2010-09-16,56.310001
2010-09-17,55.360001000000004
2010-09-20,56.16
2010-09-21,56.139998999999996
2010-09-22,56.049999
2010-09-23,56.419998
2010-09-24,58.57
2010-09-27,57.720001
2010-09-28,58.950001
2010-09-29,59.48
2010-09-30,58.75
2010-10-01,58.66
2010-10-04,57.59
2010-10-05,59.299999
2010-10-06,59.889998999999996
2010-10-07,59.509997999999996
2010-10-08,61.599998
2010-10-11,61.939999
2010-10-12,62.290001000000004
2010-10-13,63.700001
2010-10-14,63.380001
2010-10-15,62.720001
