Date,ORIG
2013-07-25,159358.0
2013-07-26,158257.0
2013-07-29,155596.0
2013-07-30,155872.0
2013-07-31,156055.0
2013-08-01,156055.0
2013-08-02,155963.0
2013-08-05,159450.0
2013-08-06,162385.0
2013-08-07,161193.0
2013-08-08,170642.0
2013-08-09,170092.0
2013-08-12,169450.0
2013-08-13,163991.0
2013-08-14,163670.0
2013-08-15,162661.0
2013-08-16,159083.0
2013-08-19,156239.0
2013-08-20,161101.0
2013-08-21,156330.0
2013-08-22,162202.0
2013-08-23,158349.0
2013-08-26,160642.0
2013-08-27,159908.0
2013-08-28,159725.0
2013-08-29,160550.0
2013-08-30,160000.0
2013-09-03,165321.0
2013-09-04,168349.0
2013-09-05,168624.0
2013-09-06,171101.0
2013-09-09,170367.0
2013-09-10,170459.0
2013-09-11,172936.0
2013-09-12,171101.0
2013-09-13,170092.0
2013-09-16,171101.0
2013-09-17,169725.0
2013-09-18,169083.0
2013-09-19,170183.0
2013-09-20,166972.0
2013-09-23,165505.0
2013-09-24,165138.0
2013-09-25,171009.0
2013-09-26,170000.0
2013-09-27,167982.0
2013-09-30,166972.0
2013-10-01,167339.0
2013-10-02,167982.0
2013-10-03,170367.0
2013-10-04,172477.0
2013-10-07,173853.0
2013-10-08,171835.0
2013-10-09,169725.0
2013-10-10,170092.0
2013-10-11,169908.0
2013-10-14,168532.0
2013-10-15,166147.0
2013-10-16,166972.0
2013-10-17,167706.0
2013-10-18,171468.0
2013-10-21,169817.0
2013-10-22,172477.0
2013-10-23,171009.0
2013-10-24,169541.0
2013-10-25,171284.0
2013-10-28,170550.0
2013-10-29,170183.0
2013-10-30,163028.0
2013-10-31,160826.0
2013-11-01,162477.0
2013-11-04,165596.0
2013-11-05,185780.0
2013-11-06,185505.0
2013-11-07,186055.0
2013-11-08,184312.0
2013-11-11,187615.0
2013-11-12,186055.0
2013-11-13,188257.0
2013-11-14,190000.0
2013-11-15,190183.0
2013-11-18,188899.0
2013-11-19,188073.0
2013-11-20,188899.0
2013-11-21,188807.0
2013-11-22,189266.0
2013-11-25,187890.0
2013-11-26,189908.0
2013-11-27,190183.0
2013-11-29,191101.0
2013-12-02,189358.0
2013-12-03,188165.0
2013-12-04,188991.0
2013-12-05,188349.0
2013-12-06,188440.0
2013-12-09,182752.0
2013-12-10,180275.0
2013-12-11,175321.0
2013-12-12,177615.0
2013-12-13,176330.0
2013-12-16,176239.0
2013-12-17,173303.0
2013-12-18,172018.0
2013-12-19,172018.0
2013-12-20,171101.0
2013-12-23,172202.0
2013-12-24,176147.0
2013-12-26,175596.0
2013-12-27,175596.0
2013-12-30,173761.0
2013-12-31,176606.0
2014-01-02,175046.0
2014-01-03,177064.0
2014-01-06,177615.0
2014-01-07,177156.0
2014-01-08,174495.0
2014-01-09,174220.0
2014-01-10,174495.0
2014-01-13,169817.0
2014-01-14,169817.0
2014-01-15,171835.0
2014-01-16,167523.0
2014-01-17,165688.0
2014-01-21,164037.0
2014-01-22,171376.0
2014-01-23,162844.0
2014-01-24,160917.0
2014-01-27,160826.0
2014-01-28,160183.0
2014-01-29,156147.0
2014-01-30,158165.0
2014-01-31,157248.0
2014-02-03,154037.0
2014-02-04,155321.0
2014-02-05,151651.0
2014-02-06,153028.0
2014-02-07,154954.0
2014-02-10,153394.0
2014-02-11,154954.0
2014-02-12,151468.0
2014-02-13,153119.0
2014-02-14,154587.0
2014-02-18,154862.0
2014-02-19,161927.0
2014-02-20,158624.0
2014-02-21,158991.0
2014-02-24,159358.0
2014-02-25,156881.0
2014-02-26,156239.0
2014-02-27,157339.0
2014-02-28,159725.0
2014-03-03,159541.0
2014-03-04,160826.0
2014-03-05,163119.0
2014-03-06,166881.0
2014-03-07,164679.0
2014-03-10,167982.0
2014-03-11,166055.0
2014-03-12,162202.0
2014-03-13,156789.0
2014-03-14,155413.0
2014-03-17,153853.0
2014-03-18,154771.0
2014-03-19,157339.0
2014-03-20,160183.0
2014-03-21,160550.0
2014-03-24,158165.0
2014-03-25,160550.0
2014-03-26,160642.0
2014-03-27,160642.0
2014-03-28,162752.0
2014-03-31,163211.0
2014-04-01,162844.0
2014-04-02,163945.0
2014-04-03,162844.0
2014-04-04,163303.0
2014-04-07,161743.0
2014-04-08,162294.0
2014-04-09,160734.0
2014-04-10,160092.0
2014-04-11,156239.0
2014-04-14,159083.0
2014-04-15,156972.0
2014-04-16,156330.0
2014-04-17,155963.0
2014-04-21,155780.0
2014-04-22,155780.0
2014-04-23,155138.0
2014-04-24,158440.0
2014-04-25,157890.0
2014-04-28,153670.0
2014-04-29,152936.0
2014-04-30,151376.0
2014-05-01,149908.0
2014-05-02,151468.0
2014-05-05,152844.0
2014-05-06,155046.0
2014-05-07,154220.0
2014-05-08,152202.0
2014-05-09,151193.0
2014-05-12,155046.0
2014-05-13,155046.0
2014-05-14,156239.0
2014-05-15,154220.0
2014-05-16,151376.0
2014-05-19,151284.0
2014-05-20,152569.0
2014-05-21,153670.0
2014-05-22,156055.0
2014-05-23,162385.0
2014-05-27,163761.0
2014-05-28,163486.0
2014-05-29,164771.0
2014-05-30,166881.0
2014-06-02,163394.0
2014-06-03,162477.0
2014-06-04,162661.0
2014-06-05,165229.0
2014-06-06,168073.0
2014-06-09,170367.0
2014-06-10,170000.0
2014-06-11,169908.0
2014-06-12,172844.0
2014-06-13,172752.0
2014-06-16,172844.0
2014-06-17,174495.0
2014-06-18,175872.0
2014-06-19,176697.0
2014-06-20,182294.0
2014-06-23,180459.0
2014-06-24,173945.0
2014-06-25,175505.0
2014-06-26,174312.0
2014-06-27,173945.0
2014-06-30,173670.0
2014-07-01,173670.0
2014-07-02,173853.0
2014-07-03,173853.0
2014-07-07,169725.0
2014-07-08,167798.0
2014-07-09,167431.0
2014-07-10,166697.0
2014-07-11,164404.0
2014-07-14,168624.0
2014-07-15,168716.0
2014-07-16,170092.0
2014-07-17,167523.0
2014-07-18,165780.0
2014-07-21,166606.0
2014-07-22,168257.0
2014-07-23,167248.0
2014-07-24,165138.0
2014-07-25,164587.0
2014-07-28,162018.0
2014-07-29,162110.0
2014-07-30,160550.0
2014-07-31,160275.0
2014-08-01,161193.0
2014-08-04,160459.0
2014-08-05,158440.0
2014-08-06,158257.0
2014-08-07,160459.0
2014-08-08,161193.0
2014-08-11,166055.0
2014-08-12,165963.0
2014-08-13,164771.0
2014-08-14,164037.0
2014-08-15,166972.0
2014-08-18,168349.0
2014-08-19,168532.0
2014-08-20,173119.0
2014-08-21,175321.0
2014-08-22,174404.0
2014-08-25,171835.0
2014-08-26,172661.0
2014-08-27,171284.0
2014-08-28,169450.0
2014-08-29,170000.0
2014-09-02,170183.0
2014-09-03,170275.0
2014-09-04,167982.0
2014-09-05,169817.0
2014-09-08,167431.0
2014-09-09,165780.0
2014-09-10,166422.0
2014-09-11,167431.0
2014-09-12,160734.0
2014-09-15,161376.0
2014-09-16,159633.0
2014-09-17,160367.0
2014-09-18,158716.0
2014-09-19,153945.0
2014-09-22,148165.0
2014-09-23,148440.0
2014-09-24,148991.0
2014-09-25,149266.0
2014-09-26,150092.0
2014-09-29,149174.0
2014-09-30,147890.0
2014-10-01,142752.0
2014-10-02,139725.0
2014-10-03,136881.0
2014-10-06,140092.0
2014-10-07,138440.0
2014-10-08,132844.0
2014-10-09,124404.0
2014-10-10,119725.0
2014-10-13,118716.0
2014-10-14,115872.0
2014-10-15,114954.0
2014-10-16,121009.0
2014-10-17,123303.0
2014-10-20,126147.0
2014-10-21,129908.0
2014-10-22,126422.0
2014-10-23,128624.0
2014-10-24,128899.0
2014-10-27,123028.0
2014-10-28,125688.0
2014-10-29,120734.0
2014-10-30,122385.0
2014-10-31,126147.0
2014-11-03,120734.0
2014-11-04,115596.0
2014-11-05,119174.0
2014-11-06,124771.0
2014-11-07,127248.0
2014-11-10,120459.0
2014-11-11,120275.0
2014-11-12,118073.0
2014-11-13,115872.0
2014-11-14,116330.0
2014-11-17,119266.0
2014-11-18,120092.0
2014-11-19,121193.0
2014-11-20,121651.0
2014-11-21,126606.0
2014-11-24,126055.0
2014-11-25,126330.0
2014-11-26,119266.0
2014-11-28,110000.0
2014-12-01,105872.0
2014-12-02,107248.0
2014-12-03,106330.0
2014-12-04,100367.0
2014-12-05,98440.398438
2014-12-08,86697.203125
2014-12-09,86605.5
2014-12-10,81926.601563
2014-12-11,81834.898438
2014-12-12,77981.601563
2014-12-15,80000.0
2014-12-16,81743.101563
2014-12-17,85412.796875
2014-12-18,86238.5
2014-12-19,91009.203125
2014-12-22,87889.898438
2014-12-23,86972.5
2014-12-24,87522.898438
2014-12-26,86789.0
2014-12-29,85137.601563
2014-12-30,86789.0
2014-12-31,85137.601563
2015-01-02,86422.0
2015-01-05,80550.5
2015-01-06,81834.898438
2015-01-07,78440.398438
2015-01-08,77522.898438
2015-01-09,74036.703125
2015-01-12,68715.601563
2015-01-13,68440.398438
2015-01-14,70550.5
2015-01-15,69908.296875
2015-01-16,74036.703125
2015-01-20,71559.601563
2015-01-21,74311.898438
2015-01-22,75321.101563
2015-01-23,74678.898438
2015-01-26,77614.703125
2015-01-27,78256.898438
2015-01-28,73211.0
2015-01-29,71192.703125
2015-01-30,74954.101563
2015-02-02,77247.703125
2015-02-03,85229.398438
2015-02-04,80825.703125
2015-02-05,82568.796875
2015-02-06,81284.398438
2015-02-09,83394.5
2015-02-10,81559.601563
2015-02-11,79816.5
2015-02-12,80733.898438
2015-02-13,81284.398438
2015-02-17,83027.5
2015-02-18,81467.898438
2015-02-19,82844.0
2015-02-20,78990.796875
2015-02-23,75045.898438
2015-02-24,73761.5
2015-02-25,75963.296875
2015-02-26,69724.796875
2015-02-27,73394.5
2015-03-02,72935.796875
2015-03-03,72018.398438
2015-03-04,71743.101563
2015-03-05,69449.5
2015-03-06,65321.101563
2015-03-09,60183.5
2015-03-10,59816.5
2015-03-11,59816.5
2015-03-12,58807.30078099999
2015-03-13,56880.69921900001
2015-03-16,56880.69921900001
2015-03-17,57706.398438
2015-03-18,59357.80078099999
2015-03-19,54954.101563
2015-03-20,57706.398438
2015-03-23,58073.398438
2015-03-24,60091.69921900001
2015-03-25,61192.69921900001
2015-03-26,62385.30078099999
2015-03-27,60458.69921900001
2015-03-30,60091.69921900001
2015-03-31,60458.69921900001
2015-04-01,60825.69921900001
2015-04-02,62201.80078099999
2015-04-06,65412.80078099999
2015-04-07,66789.0
2015-04-08,64862.398438
2015-04-09,65137.601563
2015-04-10,65229.398438
2015-04-13,63211.0
2015-04-14,64678.898438
2015-04-15,71559.601563
2015-04-16,69633.0
2015-04-17,67706.398438
2015-04-20,67431.203125
2015-04-21,63302.80078099999
2015-04-22,63853.19921900001
2015-04-23,64036.69921900001
2015-04-24,63027.5
2015-04-27,62660.601563
2015-04-28,62660.601563
2015-04-29,66422.0
2015-04-30,68899.101563
2015-05-01,68715.601563
2015-05-04,68807.296875
2015-05-05,71559.601563
2015-05-06,73853.203125
2015-05-07,67706.398438
2015-05-08,70733.898438
2015-05-11,70642.203125
2015-05-12,84587.203125
2015-05-13,83761.5
2015-05-14,81651.398438
2015-05-15,81559.601563
2015-05-18,81834.898438
2015-05-19,78348.601563
2015-05-20,76605.5
2015-05-21,79954.101563
2015-05-22,79633.0
2015-05-26,76789.0
2015-05-27,76513.796875
2015-05-28,72844.0
2015-05-29,71100.898438
2015-06-01,70183.5
2015-06-02,74220.203125
2015-06-03,64678.898438
2015-06-04,63761.5
2015-06-05,64954.101563
2015-06-08,63853.19921900001
2015-06-09,63027.5
2015-06-10,62385.30078099999
2015-06-11,58348.601563
2015-06-12,56513.80078099999
2015-06-15,56238.5
2015-06-16,55871.601563
2015-06-17,54954.101563
2015-06-18,52568.800781
2015-06-19,53669.699219
2015-06-22,53761.5
2015-06-23,53119.300781
2015-06-24,52293.601563
2015-06-25,51100.898438
2015-06-26,51467.898438
2015-06-29,49357.800781
2015-06-30,47064.199219
2015-07-01,45137.601563
2015-07-02,46697.199219
2015-07-06,43945.0
2015-07-07,43394.5
2015-07-08,43211.0
2015-07-09,43394.5
2015-07-10,43211.0
2015-07-13,43945.0
2015-07-14,45321.101563
2015-07-15,42660.601563
2015-07-16,42385.300781
2015-07-17,40000.0
2015-07-20,37889.898438
2015-07-21,38990.800781
2015-07-22,38165.101563
2015-07-23,38165.101563
2015-07-24,37431.199219
2015-07-27,35688.101563
2015-07-28,36605.5
2015-07-29,40367.0
2015-07-30,36513.800781
2015-07-31,35229.398438
2015-08-03,31284.400391000003
2015-08-04,30183.5
2015-08-05,29266.099608999997
2015-08-06,32110.099608999997
2015-08-07,32018.300781
2015-08-10,33486.199219
2015-08-11,32935.800781
2015-08-12,33761.5
2015-08-13,31834.900391000003
2015-08-14,30917.400391000003
2015-08-17,30367.0
2015-08-18,30550.5
2015-08-19,29266.099608999997
2015-08-20,28348.599608999997
2015-08-21,26880.699219
2015-08-24,24495.400391
2015-08-25,24403.699219
2015-08-26,24403.699219
2015-08-27,28440.400391000003
2015-08-28,30917.400391000003
2015-08-31,31834.900391000003
2015-09-01,29816.5
2015-09-02,28899.099608999997
2015-09-03,28807.300781
2015-09-04,28256.900391000003
2015-09-08,27981.699219
2015-09-09,26789.0
2015-09-10,26972.5
2015-09-11,25871.599609
2015-09-14,25504.599609
2015-09-15,26284.400391
2015-09-16,28807.300781
2015-09-17,29082.599608999997
2015-09-18,26789.0
2015-09-21,26146.800781
2015-09-22,25688.099609
2015-09-23,24495.400391
2015-09-24,23486.199219
2015-09-25,21192.699219
2015-09-28,19908.300781
2015-09-29,18899.099609
2015-09-30,19541.300781
2015-10-01,18807.300781
2015-10-02,19541.300781
2015-10-05,20091.699219
2015-10-06,23486.199219
2015-10-07,24036.699219
2015-10-08,19266.099609
2015-10-09,20458.699219
2015-10-12,21192.699219
2015-10-13,20642.199219
2015-10-14,21559.599609
2015-10-15,21926.599609
2015-10-16,21467.900391
2015-10-19,20091.699219
2015-10-20,20367.0
2015-10-21,20091.699219
2015-10-22,19724.800781
2015-10-23,19266.099609
2015-10-26,17981.699219
2015-10-27,17431.199219
2015-10-28,18532.099609
2015-10-29,18623.900391
2015-10-30,19633.0
2015-11-02,19816.5
2015-11-03,20275.199219
2015-11-04,20642.199219
2015-11-05,19266.099609
2015-11-06,19174.300781
2015-11-09,19449.5
2015-11-10,19266.099609
2015-11-11,17889.900391
2015-11-12,17064.199219
2015-11-13,17247.699219
2015-11-16,18256.900391
2015-11-17,17981.699219
2015-11-18,18256.900391
2015-11-19,17889.900391
2015-11-20,17156.0
2015-11-23,17614.699219
2015-11-24,18440.400391
2015-11-25,18165.099609
2015-11-27,17431.199219
2015-11-30,18073.400391
2015-12-01,17431.199219
2015-12-02,16880.699219
2015-12-03,16513.800781
2015-12-04,15871.599609
2015-12-07,13853.200195
2015-12-08,13853.200195
2015-12-09,14495.400391
2015-12-10,15229.400391
2015-12-11,14403.700195
2015-12-14,13578.0
2015-12-15,12752.299805
2015-12-16,13761.5
2015-12-17,14036.700195
2015-12-18,13578.0
2015-12-21,13394.5
2015-12-22,14311.900391
2015-12-23,16880.699219
2015-12-24,16146.799805
2015-12-28,15412.799805
2015-12-29,15137.599609
2015-12-30,14128.400391
2015-12-31,14954.099609
2016-01-04,15504.599609
2016-01-05,15412.799805
2016-01-06,14954.099609
2016-01-07,13761.5
2016-01-08,12935.799805
2016-01-11,12293.599609
2016-01-12,11559.599609
2016-01-13,11559.599609
2016-01-14,12201.799805
2016-01-15,11376.099609
2016-01-19,10550.5
2016-01-20,10183.5
2016-01-21,10825.700195
2016-01-22,10642.200195
2016-01-25,10275.200195
2016-01-26,10550.5
2016-01-27,10688.099609
2016-01-28,10000.0
2016-01-29,10550.5
2016-02-01,10367.0
2016-02-02,9357.799805
2016-02-03,8899.080078
2016-02-04,9082.570313
2016-02-05,9266.049805
2016-02-08,8458.719727
2016-02-09,7533.939941
2016-02-10,7076.149901999999
2016-02-11,7064.220215
2016-02-12,7549.540039
2016-02-16,6832.109863
2016-02-17,7254.129883
2016-02-18,7431.189941
2016-02-19,6513.759765999999
2016-02-22,6880.72998
2016-02-23,6626.609863000001
2016-02-24,6972.47998
2016-02-25,6971.560059
2016-02-26,7192.660156
2016-02-29,7339.450195
2016-03-01,6934.859863
2016-03-02,7199.080078
2016-03-03,7889.910156
2016-03-04,11834.900391
2016-03-07,13578.0
2016-03-08,13211.0
2016-03-09,10275.200195
2016-03-10,10733.900391
2016-03-11,10917.400391
2016-03-14,10458.700195
2016-03-15,9724.769531
2016-03-16,9633.030273
2016-03-17,10091.700195
2016-03-18,10000.0
2016-03-21,9541.280273
2016-03-22,8907.339844
2016-03-23,8256.879883
2016-03-24,7671.560059
2016-03-28,7361.470215
2016-03-29,7119.27002
2016-03-30,7238.529785
2016-03-31,7525.689941
2016-04-01,7220.180176000001
2016-04-04,6973.390137
2016-04-05,7981.649901999999
2016-04-06,9541.280273
2016-04-07,8990.830078
2016-04-08,9357.799805
2016-04-11,9357.799805
2016-04-12,11100.900391
2016-04-13,11926.599609
2016-04-14,12201.799805
2016-04-15,13027.5
2016-04-18,12660.599609
2016-04-19,13027.5
2016-04-20,13027.5
2016-04-21,12477.099609
2016-04-22,13486.200195
2016-04-25,13945.0
2016-04-26,17064.199219
2016-04-27,20917.400391
2016-04-28,21376.099609
2016-04-29,19266.099609
2016-05-02,17889.900391
2016-05-03,17156.0
2016-05-04,19541.300781
2016-05-05,18715.599609
2016-05-06,19174.300781
2016-05-09,17339.400391
2016-05-10,17706.400391
2016-05-11,18532.099609
2016-05-12,18073.400391
2016-05-13,17431.199219
2016-05-16,17889.900391
2016-05-17,18440.400391
2016-05-18,17431.199219
2016-05-19,16605.5
2016-05-20,20367.0
2016-05-23,18990.800781
2016-05-24,19541.300781
2016-05-25,21651.400391
2016-05-26,21559.599609
2016-05-27,21009.199219
2016-05-31,21834.900391
2016-06-01,21559.599609
2016-06-02,21651.400391
2016-06-03,21009.199219
2016-06-06,23853.199219
2016-06-07,26605.5
2016-06-08,28165.099608999997
2016-06-09,27522.900391000003
2016-06-10,26055.0
2016-06-13,26330.300781
2016-06-14,26513.800781
2016-06-15,26055.0
2016-06-16,25229.400391
2016-06-17,27431.199219
2016-06-20,27156.0
2016-06-21,27247.699219
2016-06-22,27156.0
2016-06-23,27981.699219
2016-06-24,25596.300781
2016-06-27,21651.400391
2016-06-28,22385.300781
2016-06-29,23211.0
2016-06-30,22752.300781
2016-07-01,23853.199219
2016-07-05,21743.099609
2016-07-06,21009.199219
2016-07-07,21376.099609
2016-07-08,22201.800781
2016-07-11,23211.0
2016-07-12,25321.099609
2016-07-13,24220.199219
2016-07-14,24403.699219
2016-07-15,23302.800781
2016-07-18,23027.5
2016-07-19,21926.599609
2016-07-20,21467.900391
2016-07-21,21009.199219
2016-07-22,20642.199219
2016-07-25,19082.599609
2016-07-26,19908.300781
2016-07-27,18807.300781
2016-07-28,18440.400391
2016-07-29,17889.900391
2016-08-01,16513.800781
2016-08-02,16238.5
2016-08-03,16972.5
2016-08-04,17431.199219
2016-08-05,17431.199219
2016-08-08,19541.300781
2016-08-09,18990.800781
2016-08-10,17981.699219
2016-08-11,19816.5
2016-08-12,7614.680176000001
2016-08-15,7339.450195
2016-08-16,6788.990234000001
2016-08-17,6933.029785
2016-08-18,8235.780273
2016-08-19,7921.100098000001
2016-08-22,7959.629883
2016-08-23,8194.5
2016-08-24,7744.040039
2016-08-25,7896.330078
2016-08-26,7761.470215
2016-08-29,7018.350098000001
2016-08-30,7083.490234000001
2016-08-31,6844.950195
2016-09-01,6431.189941
2016-09-02,7046.790039
2016-09-06,7200.919922
2016-09-07,7064.220215
2016-09-08,7798.169922
2016-09-09,7155.959961
2016-09-12,6962.390137
2016-09-13,6582.569824
2016-09-14,6692.660156
2016-09-15,6959.629883
2016-09-16,7254.129883
2016-09-19,7523.850098000001
2016-09-20,7340.370117
2016-09-21,7455.049805
2016-09-22,7373.390137
2016-09-23,7083.490234000001
2016-09-26,7246.790039
2016-09-27,7155.959961
2016-09-28,7054.129883
2016-09-29,7651.379883
2016-09-30,7706.419922
2016-10-03,7935.779785
2016-10-04,7522.02002
2016-10-05,7988.990234000001
2016-10-06,8119.27002
2016-10-07,7963.299805
2016-10-10,8348.620117
2016-10-11,8431.19043
2016-10-12,8238.530273
2016-10-13,7980.72998
2016-10-14,7814.680176000001
2016-10-17,7679.819823999999
2016-10-18,7791.740234000001
2016-10-19,8311.009766
2016-10-20,8196.330078
2016-10-21,8429.360352
2016-10-24,8730.280273
2016-10-25,10550.5
2016-10-26,9633.030273
2016-10-27,10550.5
2016-10-28,10825.700195
2016-10-31,9724.769531
2016-11-01,9449.540039
2016-11-02,8256.879883
2016-11-03,8523.849609
2016-11-04,7935.779785
2016-11-07,9000.0
2016-11-08,9174.30957
2016-11-09,9908.259766
2016-11-10,10000.0
2016-11-11,10733.900391
2016-11-14,10733.900391
2016-11-15,12385.299805
2016-11-16,16330.299805
2016-11-17,13027.5
2016-11-18,11651.400391
2016-11-21,13761.5
2016-11-22,13761.5
2016-11-23,14128.400391
2016-11-25,13578.0
2016-11-28,13853.200195
2016-11-29,12844.0
2016-11-30,15504.599609
2016-12-01,14954.099609
