Date,DVA
2000-07-20,2.5
2000-07-21,2.395833
2000-07-24,2.25
2000-07-25,2.145833
2000-07-26,2.125
2000-07-27,2.0625
2000-07-28,2.125
2000-07-31,2.541667
2000-08-01,2.5
2000-08-02,2.520833
2000-08-03,2.458333
2000-08-04,2.5
2000-08-07,2.395833
2000-08-08,2.395833
2000-08-09,2.3125
2000-08-10,2.1875
2000-08-11,2.229167
2000-08-14,2.1875
2000-08-15,2.083333
2000-08-16,2.1875
2000-08-17,2.1875
2000-08-18,2.125
2000-08-21,2.208333
2000-08-22,2.125
2000-08-23,2.083333
2000-08-24,2.0625
2000-08-25,2.041667
2000-08-28,2.104167
2000-08-29,2.145833
2000-08-30,2.270833
2000-08-31,2.333333
2000-09-01,2.25
2000-09-05,2.270833
2000-09-06,2.145833
2000-09-07,2.1875
2000-09-08,2.1875
2000-09-11,2.1875
2000-09-12,2.166667
2000-09-13,2.3125
2000-09-14,2.354167
2000-09-15,2.395833
2000-09-18,2.270833
2000-09-19,2.291667
2000-09-20,2.270833
2000-09-21,2.1875
2000-09-22,2.166667
2000-09-25,2.1875
2000-09-26,2.104167
2000-09-27,2.104167
2000-09-28,2.291667
2000-09-29,2.5
2000-10-02,2.729167
2000-10-03,2.791667
2000-10-04,2.770833
2000-10-05,3.1875
2000-10-06,3.416667
2000-10-09,3.4375
2000-10-10,3.625
2000-10-11,3.416667
2000-10-12,3.3125
2000-10-13,3.291667
2000-10-16,3.291667
2000-10-17,3.3125
2000-10-18,3.583333
2000-10-19,3.5
2000-10-20,3.5625
2000-10-23,3.5625
2000-10-24,3.604167
2000-10-25,3.625
2000-10-26,3.666667
2000-10-27,3.791667
2000-10-30,3.708333
2000-10-31,3.75
2000-11-01,3.5625
2000-11-02,3.666667
2000-11-03,3.8125
2000-11-06,3.708333
2000-11-07,3.916667
2000-11-08,3.979167
2000-11-09,4.0
2000-11-10,3.854167
2000-11-13,3.645833
2000-11-14,3.875
2000-11-15,3.854167
2000-11-16,3.770833
2000-11-17,3.8125
2000-11-20,3.645833
2000-11-21,3.666667
2000-11-22,3.541667
2000-11-24,3.708333
2000-11-27,3.645833
2000-11-28,3.645833
2000-11-29,3.666667
2000-11-30,3.520833
2000-12-01,3.6875
2000-12-04,3.666667
2000-12-05,3.770833
2000-12-06,4.0625
2000-12-07,4.3333330000000005
2000-12-08,4.3541669999999995
2000-12-11,4.6458330000000005
2000-12-12,4.6041669999999995
2000-12-13,4.5833330000000005
2000-12-14,4.5625
2000-12-15,4.3333330000000005
2000-12-18,4.6666669999999995
2000-12-19,5.1458330000000005
2000-12-20,5.0416669999999995
2000-12-21,5.0208330000000005
2000-12-22,5.3125
2000-12-26,5.4583330000000005
2000-12-27,5.4791669999999995
2000-12-28,5.8333330000000005
2000-12-29,5.7083330000000005
2001-01-02,5.3541669999999995
2001-01-03,5.875
2001-01-04,5.5625
2001-01-05,5.6041669999999995
2001-01-08,5.6041669999999995
2001-01-09,5.7916669999999995
2001-01-10,5.9166669999999995
2001-01-11,6.1041669999999995
2001-01-12,6.0
2001-01-16,6.2083330000000005
2001-01-17,6.1666669999999995
2001-01-18,5.5833330000000005
2001-01-19,5.3541669999999995
2001-01-22,5.5833330000000005
2001-01-23,5.6458330000000005
2001-01-24,5.7291669999999995
2001-01-25,5.6875
2001-01-26,5.7708330000000005
2001-01-29,6.246666
2001-01-30,6.07
2001-01-31,6.516667
2001-02-01,6.486667
2001-02-02,6.25
2001-02-05,5.1666669999999995
2001-02-06,5.4
2001-02-07,5.4166669999999995
2001-02-08,5.3
2001-02-09,5.016667
2001-02-12,4.866667
2001-02-13,5.133333
2001-02-14,5.023333999999999
2001-02-15,5.04
2001-02-16,5.266667
2001-02-20,5.2
2001-02-21,5.096667
2001-02-22,5.313333999999999
2001-02-23,5.316667
2001-02-26,5.636667
2001-02-27,5.82
2001-02-28,5.86
2001-03-01,5.893333
2001-03-02,5.766667
2001-03-05,5.76
2001-03-06,5.736667
2001-03-07,5.6666669999999995
2001-03-08,5.67
2001-03-09,5.6
2001-03-12,5.5
2001-03-13,5.56
2001-03-14,5.563333999999999
2001-03-15,5.596667
2001-03-16,5.33
2001-03-19,5.25
2001-03-20,5.283333
2001-03-21,5.3333330000000005
2001-03-22,5.133333
2001-03-23,5.343333
2001-03-26,5.48
2001-03-27,5.466667
2001-03-28,5.396667
2001-03-29,5.5833330000000005
2001-03-30,5.66
2001-04-02,5.5833330000000005
2001-04-03,5.466667
2001-04-04,5.393333
2001-04-05,5.643333
2001-04-06,5.5
2001-04-09,5.613333
2001-04-10,5.533333
2001-04-11,5.5833330000000005
2001-04-12,5.533333
2001-04-16,5.53
2001-04-17,5.543334
2001-04-18,5.5
2001-04-19,5.516667
2001-04-20,5.41
2001-04-23,5.406667
2001-04-24,5.426667
2001-04-25,5.493333
2001-04-26,5.693333
2001-04-27,5.816667
2001-04-30,5.866667
2001-05-01,5.85
2001-05-02,5.933333
2001-05-03,5.85
2001-05-04,5.87
2001-05-07,6.383333
2001-05-08,6.56
2001-05-09,6.706666
2001-05-10,6.466667
2001-05-11,6.256667
2001-05-14,6.206666
2001-05-15,6.226666000000001
2001-05-16,6.3
2001-05-17,6.45
2001-05-18,6.526667
2001-05-21,6.163333000000001
2001-05-22,6.05
2001-05-23,6.2
2001-05-24,6.2
2001-05-25,6.0833330000000005
2001-05-29,6.073333
2001-05-30,6.233333
2001-05-31,6.3
2001-06-01,6.383333
2001-06-04,6.383333
2001-06-05,6.41
2001-06-06,6.38
2001-06-07,6.266667
2001-06-08,6.266667
2001-06-11,6.103333
2001-06-12,6.08
2001-06-13,6.153333
2001-06-14,6.02
2001-06-15,6.093333
2001-06-18,6.0833330000000005
2001-06-19,6.3
2001-06-20,6.3333330000000005
2001-06-21,6.283333
2001-06-22,6.296667
2001-06-25,6.273333999999999
2001-06-26,6.2
2001-06-27,6.346667
2001-06-28,6.553333
2001-06-29,6.776667
2001-07-02,6.766667
2001-07-03,6.996666
2001-07-05,6.966667
2001-07-06,6.803333
2001-07-09,6.973333
2001-07-10,7.0833330000000005
2001-07-11,7.04
2001-07-12,7.05
2001-07-13,6.986667
2001-07-16,7.233333
2001-07-17,7.25
2001-07-18,7.453333
2001-07-19,7.4
2001-07-20,7.316667
2001-07-23,7.383333
2001-07-24,7.05
2001-07-25,6.89
2001-07-26,7.053333
2001-07-27,7.193333
2001-07-30,7.33
2001-07-31,7.146667
2001-08-01,7.3333330000000005
2001-08-02,6.643333
2001-08-03,6.71
2001-08-06,6.816667
2001-08-07,6.616667
2001-08-08,6.6666669999999995
2001-08-09,6.54
2001-08-10,6.566667
2001-08-13,6.653333
2001-08-14,6.9166669999999995
2001-08-15,6.883333
2001-08-16,6.776667
2001-08-17,6.8
2001-08-20,6.966667
2001-08-21,6.88
2001-08-22,7.073333
2001-08-23,7.096667
2001-08-24,6.83
2001-08-27,6.933333
2001-08-28,6.91
2001-08-29,6.966667
2001-08-30,6.966667
2001-08-31,6.883333
2001-09-04,6.976666000000001
2001-09-05,6.966667
2001-09-06,6.803333
2001-09-07,6.6666669999999995
2001-09-10,6.7
2001-09-17,6.4
2001-09-18,6.266667
2001-09-19,6.266667
2001-09-20,6.103333
2001-09-21,6.133333
2001-09-24,6.1666669999999995
2001-09-25,6.526667
2001-09-26,6.6666669999999995
2001-09-27,6.68
2001-09-28,6.783333
2001-10-01,6.696667
2001-10-02,6.7
2001-10-03,6.576667
2001-10-04,6.33
2001-10-05,6.3
2001-10-08,6.153333
2001-10-09,6.016667
2001-10-10,6.0
2001-10-11,5.9
2001-10-12,5.993333
2001-10-15,6.22
2001-10-16,6.25
2001-10-17,5.933333
2001-10-18,6.033333
2001-10-19,6.233333
2001-10-22,6.266667
2001-10-23,5.766667
2001-10-24,5.75
2001-10-25,5.683333
2001-10-26,5.97
2001-10-29,5.88
2001-10-30,5.8
2001-10-31,6.066667
2001-11-01,6.206666
2001-11-02,6.033333
2001-11-05,6.33
2001-11-06,6.6
2001-11-07,6.5
2001-11-08,6.3333330000000005
2001-11-09,6.5
2001-11-12,6.72
2001-11-13,7.003334
2001-11-14,7.033333
2001-11-15,7.05
2001-11-16,7.01
2001-11-19,7.323333
2001-11-20,7.3
2001-11-21,7.3333330000000005
2001-11-23,7.4
2001-11-26,7.396667
2001-11-27,7.3333330000000005
2001-11-28,7.3
2001-11-29,7.396667
2001-11-30,7.55
2001-12-03,7.7
2001-12-04,7.75
2001-12-05,7.783333
2001-12-06,7.71
2001-12-07,7.55
2001-12-10,7.383333
2001-12-11,7.533333
2001-12-12,7.423333
2001-12-13,7.413333000000001
2001-12-14,7.65
2001-12-17,7.6666669999999995
2001-12-18,7.9166669999999995
2001-12-19,7.903333
2001-12-20,7.983333
2001-12-21,8.0
2001-12-24,8.016666
2001-12-26,8.003333
2001-12-27,8.016666
2001-12-28,8.066667
2001-12-31,8.15
2002-01-02,7.9166669999999995
2002-01-03,7.5833330000000005
2002-01-04,7.373333000000001
2002-01-07,7.403333
2002-01-08,7.316667
2002-01-09,7.53
2002-01-10,7.646667
2002-01-11,7.71
2002-01-14,7.633333
2002-01-15,7.783333
2002-01-16,7.9166669999999995
2002-01-17,7.863333
2002-01-18,7.84
2002-01-22,7.913333000000001
2002-01-23,7.85
2002-01-24,7.966667
2002-01-25,7.926667
2002-01-28,7.84
2002-01-29,7.87
2002-01-30,7.883333
2002-01-31,8.133333
2002-02-01,8.033334
2002-02-04,8.0
2002-02-05,8.0
2002-02-06,7.97
2002-02-07,7.84
2002-02-08,7.75
2002-02-11,7.8
2002-02-12,8.066667
2002-02-13,8.066667
2002-02-14,8.133333
2002-02-15,8.04
2002-02-19,8.0
2002-02-20,7.98
2002-02-21,7.776667
2002-02-22,7.74
2002-02-25,7.746666
2002-02-26,7.836666999999999
2002-02-27,7.65
2002-02-28,7.45
2002-03-01,7.69
2002-03-04,7.53
2002-03-05,7.1666669999999995
2002-03-06,7.483333
2002-03-07,7.366667
2002-03-08,7.313333999999999
2002-03-11,7.33
2002-03-12,7.343333
2002-03-13,7.466667
2002-03-14,7.64
2002-03-15,8.49
2002-03-18,8.666667
2002-03-19,8.46
2002-03-20,8.63
2002-03-21,8.406667
2002-03-22,8.433333
2002-03-25,8.35
2002-03-26,8.376667
2002-03-27,8.416667
2002-03-28,8.433333
2002-04-01,8.466666
2002-04-02,8.3
2002-04-03,8.356667
2002-04-04,8.44
2002-04-05,8.406667
2002-04-08,8.433333
2002-04-09,8.43
2002-04-10,8.433333
2002-04-11,8.406667
2002-04-12,8.406667
2002-04-15,8.39
2002-04-16,8.373333
2002-04-17,8.326667
2002-04-18,8.386666
2002-04-19,8.656667
2002-04-22,8.63
2002-04-23,8.63
2002-04-24,8.6
2002-04-25,8.636666
2002-04-26,8.586667
2002-04-29,8.596666
2002-04-30,8.64
2002-05-01,8.71
2002-05-02,8.64
2002-05-03,8.546667
2002-05-06,8.56
2002-05-07,8.566667
2002-05-08,7.683333
2002-05-09,7.45
2002-05-10,6.8
2002-05-13,7.04
2002-05-14,7.21
2002-05-15,7.463333
2002-05-16,7.323333
2002-05-17,7.353333
2002-05-20,7.263333
2002-05-21,7.23
2002-05-22,7.286667
2002-05-23,7.29
2002-05-24,7.42
2002-05-28,7.55
2002-05-29,7.51
2002-05-30,7.766667
2002-05-31,7.8
2002-06-03,7.716667
2002-06-04,7.556667
2002-06-05,7.706666
2002-06-06,7.826667
2002-06-07,7.953333
2002-06-10,7.876666999999999
2002-06-11,7.933333
2002-06-12,7.9166669999999995
2002-06-13,7.866667
2002-06-14,7.866667
2002-06-17,7.966667
2002-06-18,8.033334
2002-06-19,8.33
2002-06-20,8.153334
2002-06-21,8.033334
2002-06-24,8.016666
2002-06-25,7.74
2002-06-26,7.883333
2002-06-27,7.896667
2002-06-28,7.933333
2002-07-01,7.9166669999999995
2002-07-02,7.79
2002-07-03,7.65
2002-07-05,7.75
2002-07-08,7.67
2002-07-09,7.5
2002-07-10,7.24
2002-07-11,7.133333
2002-07-12,7.016667
2002-07-15,6.9
2002-07-16,6.886667
2002-07-17,6.933333
2002-07-18,6.86
2002-07-19,6.75
2002-07-22,6.486667
2002-07-23,6.633333
2002-07-24,7.0
2002-07-25,7.02
2002-07-26,7.163333000000001
2002-07-29,7.44
2002-07-30,7.32
2002-07-31,7.866667
2002-08-01,7.65
2002-08-02,7.533333
2002-08-05,7.31
2002-08-06,7.41
2002-08-07,7.0
2002-08-08,7.4
2002-08-09,7.39
2002-08-12,7.4166669999999995
2002-08-13,7.436666000000001
2002-08-14,7.55
2002-08-15,7.62
2002-08-16,7.556667
2002-08-19,7.686666000000001
2002-08-20,7.66
2002-08-21,7.62
2002-08-22,7.6
2002-08-23,7.56
2002-08-26,7.556667
2002-08-27,7.316667
2002-08-28,7.34
2002-08-29,7.4166669999999995
2002-08-30,7.38
2002-09-03,7.233333
2002-09-04,7.393333
2002-09-05,7.386667
2002-09-06,7.463333
2002-09-09,7.563333999999999
2002-09-10,7.573333
2002-09-11,7.633333
2002-09-12,7.52
2002-09-13,7.59
2002-09-16,7.626666999999999
2002-09-17,7.5833330000000005
2002-09-18,7.616667
2002-09-19,7.656667
2002-09-20,7.786667
2002-09-23,7.75
2002-09-24,7.686666000000001
2002-09-25,7.796667
2002-09-26,7.97
2002-09-27,7.936666000000001
2002-09-30,7.866667
2002-10-01,7.9166669999999995
2002-10-02,7.9
2002-10-03,7.816667
2002-10-04,7.866667
2002-10-07,7.806667
2002-10-08,7.653333
2002-10-09,7.646667
2002-10-10,7.6
2002-10-11,7.696667
2002-10-14,7.683333
2002-10-15,7.776667
2002-10-16,7.723333
2002-10-17,7.816667
2002-10-18,8.11
2002-10-21,8.11
2002-10-22,8.203333
2002-10-23,8.203333
2002-10-24,8.233334
2002-10-25,8.296667
2002-10-28,8.056666
2002-10-29,8.123333
2002-10-30,8.066667
2002-10-31,7.99
2002-11-01,8.2
2002-11-04,8.146666999999999
2002-11-05,8.206667
2002-11-06,8.443334
2002-11-07,8.436666
2002-11-08,8.05
2002-11-11,8.2
2002-11-12,8.216666
2002-11-13,8.296667
2002-11-14,8.33
2002-11-15,8.623333
2002-11-18,8.616667
2002-11-19,8.586667
2002-11-20,8.623333
2002-11-21,8.516666
2002-11-22,8.513333
2002-11-25,8.3
2002-11-26,8.2
2002-11-27,8.33
2002-11-29,8.55
2002-12-02,8.4
2002-12-03,8.35
2002-12-04,8.37
2002-12-05,8.583333
2002-12-06,8.53
2002-12-09,8.336667
2002-12-10,8.466666
2002-12-11,8.363334
2002-12-12,8.3
2002-12-13,8.313334
2002-12-16,8.283334
2002-12-17,8.17
2002-12-18,8.193334
2002-12-19,8.14
2002-12-20,8.143333
2002-12-23,8.113334
2002-12-24,8.14
2002-12-26,8.08
2002-12-27,8.033334
2002-12-30,8.09
2002-12-31,8.223333
2003-01-02,8.363334
2003-01-03,8.46
2003-01-06,8.483334
2003-01-07,8.416667
2003-01-08,8.376667
2003-01-09,8.466666
2003-01-10,8.53
2003-01-13,8.526667
2003-01-14,8.496667
2003-01-15,8.3
2003-01-16,8.323334
2003-01-17,8.383333
2003-01-21,8.33
2003-01-22,8.39
2003-01-23,8.416667
2003-01-24,8.27
2003-01-27,8.13
2003-01-28,8.063334
2003-01-29,8.01
2003-01-30,7.94
2003-01-31,8.033334
2003-02-03,7.95
2003-02-04,7.793334
2003-02-05,7.8333330000000005
2003-02-06,7.803333
2003-02-07,7.8
2003-02-10,7.966667
2003-02-11,7.763333
2003-02-12,7.366667
2003-02-13,7.533333
2003-02-14,6.803333
2003-02-18,6.883333
2003-02-19,7.01
2003-02-20,6.84
2003-02-21,6.933333
2003-02-24,6.766667
2003-02-25,6.803333
2003-02-26,6.766667
2003-02-27,6.836666999999999
2003-02-28,6.9166669999999995
2003-03-03,6.97
2003-03-04,6.943333
2003-03-05,6.933333
2003-03-06,6.806667
2003-03-07,6.856667
2003-03-10,6.786667
2003-03-11,6.663333000000001
2003-03-12,6.59
2003-03-13,6.566667
2003-03-14,6.556667
2003-03-17,6.516667
2003-03-18,6.663333000000001
2003-03-19,6.65
2003-03-20,6.626666999999999
2003-03-21,6.633333
2003-03-24,6.62
2003-03-25,6.706666
2003-03-26,6.816667
2003-03-27,6.806667
2003-03-28,6.893333
2003-03-31,6.91
2003-04-01,6.96
2003-04-02,6.966667
2003-04-03,6.943333
2003-04-04,6.866667
2003-04-07,6.91
2003-04-08,6.843333
2003-04-09,6.75
2003-04-10,6.73
2003-04-11,6.796667
2003-04-14,6.82
2003-04-15,6.696667
2003-04-16,6.506667
2003-04-17,6.603333
2003-04-21,6.64
2003-04-22,6.6666669999999995
2003-04-23,6.823333
2003-04-24,6.83
2003-04-25,6.77
2003-04-28,6.866667
2003-04-29,6.81
2003-04-30,6.873333000000001
2003-05-01,7.003334
2003-05-02,6.986667
2003-05-05,7.733333
2003-05-06,7.97
2003-05-07,7.99
2003-05-08,7.986667
2003-05-09,8.06
2003-05-12,8.033334
2003-05-13,7.993333
2003-05-14,8.003333
2003-05-15,8.016666
2003-05-16,8.073334
2003-05-19,7.973333
2003-05-20,7.943333
2003-05-21,7.956666
2003-05-22,8.0
2003-05-23,8.003333
2003-05-27,8.066667
2003-05-28,8.046667
2003-05-29,7.986667
2003-05-30,8.083333
2003-06-02,8.3
2003-06-03,8.263333
2003-06-04,8.376667
2003-06-05,8.4
2003-06-06,8.533334
2003-06-09,8.51
2003-06-10,8.566667
2003-06-11,8.75
2003-06-12,8.676666
2003-06-13,8.81
2003-06-16,8.98
2003-06-17,8.913333
2003-06-18,8.803333
2003-06-19,8.83
2003-06-20,8.88
2003-06-23,8.866667
2003-06-24,8.866667
2003-06-25,8.806666
2003-06-26,8.823334
2003-06-27,8.81
2003-06-30,8.926666
2003-07-01,9.066667
2003-07-02,9.193334
2003-07-03,9.12
2003-07-07,9.18
2003-07-08,9.133333
2003-07-09,9.123333
2003-07-10,8.946667
2003-07-11,8.943334
2003-07-14,8.993333
2003-07-15,9.106667
2003-07-16,9.45
2003-07-17,9.266666
2003-07-18,9.423333
2003-07-21,9.443334
2003-07-22,9.4
2003-07-23,9.503333
2003-07-24,9.456667
2003-07-25,9.47
2003-07-28,9.586667
2003-07-29,9.613334
2003-07-30,9.456667
2003-07-31,9.333333
2003-08-01,9.0
2003-08-04,9.17
2003-08-05,9.18
2003-08-06,9.166667
2003-08-07,9.293333
2003-08-08,9.62
2003-08-11,9.7
2003-08-12,9.656667
2003-08-13,9.66
2003-08-14,9.666667
2003-08-15,9.783334
2003-08-18,9.9
2003-08-19,10.05
2003-08-20,10.003333
2003-08-21,9.993333
2003-08-22,10.003333
2003-08-25,9.91
2003-08-26,9.936666
2003-08-27,9.956667
2003-08-28,9.923333
2003-08-29,10.133333
2003-09-02,10.316667
2003-09-03,10.276667
2003-09-04,10.333333
2003-09-05,10.306666
2003-09-08,10.326667
2003-09-09,10.35
2003-09-10,10.3
2003-09-11,10.376667
2003-09-12,10.423333
2003-09-15,10.35
2003-09-16,10.443334
2003-09-17,10.56
2003-09-18,10.666667
2003-09-19,10.65
2003-09-22,10.566667
2003-09-23,10.783334
2003-09-24,10.643333
2003-09-25,10.833333
2003-09-26,10.6
2003-09-29,10.63
2003-09-30,10.61
2003-10-01,10.983334
2003-10-02,11.02
2003-10-03,11.23
2003-10-06,11.246667
2003-10-07,11.233334
2003-10-08,11.173333
2003-10-09,11.28
2003-10-10,11.316667
2003-10-13,11.46
2003-10-14,11.373333
2003-10-15,11.493333
2003-10-16,11.65
2003-10-17,11.333333
2003-10-20,11.41
2003-10-21,11.67
2003-10-22,11.466666
2003-10-23,11.573334
2003-10-24,11.463333
2003-10-27,11.776667
2003-10-28,11.716666
2003-10-29,11.783334
2003-10-30,11.64
2003-10-31,11.7
2003-11-03,12.796667
2003-11-04,12.826667
2003-11-05,12.833333
2003-11-06,12.92
2003-11-07,12.916667
2003-11-10,12.693334
2003-11-11,12.6
2003-11-12,12.766666
2003-11-13,13.066667
2003-11-14,13.006667
2003-11-17,12.9
2003-11-18,12.796667
2003-11-19,12.713333
2003-11-20,12.52
2003-11-21,12.203333
2003-11-24,12.41
2003-11-25,12.786667
2003-11-26,12.66
2003-11-28,12.726666
2003-12-01,13.093333
2003-12-02,13.116667000000001
2003-12-03,13.333332999999998
2003-12-04,13.333332999999998
2003-12-05,12.983334
2003-12-08,12.893333
2003-12-09,12.833333
2003-12-10,12.66
2003-12-11,12.666667
2003-12-12,12.67
2003-12-15,12.576667
2003-12-16,12.426666
2003-12-17,12.5
2003-12-18,12.733334
2003-12-19,12.54
2003-12-22,12.42
2003-12-23,12.573334
2003-12-24,12.803333
2003-12-26,12.79
2003-12-29,12.78
2003-12-30,13.073334
2003-12-31,13.0
2004-01-02,13.17
2004-01-05,13.316667
2004-01-06,13.153334
2004-01-07,13.1
2004-01-08,13.01
2004-01-09,12.98
2004-01-12,12.863334
2004-01-13,12.7
2004-01-14,12.68
2004-01-15,12.666667
2004-01-16,12.876667
2004-01-20,12.983334
2004-01-21,13.233334
2004-01-22,13.026667
2004-01-23,13.083333
2004-01-26,13.056666
2004-01-27,13.373332999999999
2004-01-28,13.05
2004-01-29,13.313334
2004-01-30,13.373332999999999
2004-02-02,13.696667000000001
2004-02-03,13.82
2004-02-04,13.686666
2004-02-05,13.396667
2004-02-06,13.533334
2004-02-09,13.56
2004-02-10,13.45
2004-02-11,14.2
2004-02-12,14.71
2004-02-13,14.963332999999999
2004-02-17,15.463332999999999
2004-02-18,15.383332999999999
2004-02-19,15.22
2004-02-20,14.983334
2004-02-23,14.816667
2004-02-24,14.963332999999999
2004-02-25,15.0
2004-02-26,14.996667
2004-02-27,15.17
2004-03-01,15.45
2004-03-02,15.44
2004-03-03,15.33
2004-03-04,15.4
2004-03-05,15.413332999999998
2004-03-08,15.323334
2004-03-09,15.116667000000001
2004-03-10,14.946667000000001
2004-03-11,14.533334
2004-03-12,14.766666
2004-03-15,14.886666
2004-03-16,14.916667000000002
2004-03-17,14.94
2004-03-18,14.973332999999998
2004-03-19,15.0
2004-03-22,14.706667000000001
2004-03-23,14.983334
2004-03-24,15.033334
2004-03-25,15.543332999999999
2004-03-26,15.8
2004-03-29,15.93
2004-03-30,15.93
2004-03-31,15.916667000000002
2004-04-01,15.8
2004-04-02,15.996667
2004-04-05,16.083334
2004-04-06,15.99
2004-04-07,16.153334
2004-04-08,16.059998999999998
2004-04-12,16.176666
2004-04-13,15.85
2004-04-14,15.853333
2004-04-15,15.78
2004-04-16,16.200001
2004-04-19,16.246666
2004-04-20,16.183332
2004-04-21,16.303333
2004-04-22,16.553333
2004-04-23,16.65
2004-04-26,16.676666
2004-04-27,16.870001000000002
2004-04-28,17.049999
2004-04-29,17.083334
2004-04-30,17.033333
2004-05-03,16.593334
2004-05-04,16.540001
2004-05-05,16.643333
2004-05-06,16.563334
2004-05-07,16.52
2004-05-10,15.766666
2004-05-11,16.1
2004-05-12,15.96
2004-05-13,15.84
2004-05-14,15.693334
2004-05-17,15.363334
2004-05-18,15.416667000000002
2004-05-19,15.216666
2004-05-20,15.143332999999998
2004-05-21,15.266666
2004-05-24,15.33
2004-05-25,15.456667000000001
2004-05-26,15.393332999999998
2004-05-27,15.25
2004-05-28,15.473332999999998
2004-06-01,15.816667
2004-06-02,15.83
2004-06-03,15.613334
2004-06-04,15.753333
2004-06-07,15.733334
2004-06-08,15.603333
2004-06-09,15.283334
2004-06-10,15.133332999999999
2004-06-14,15.056666
2004-06-15,15.023334
2004-06-16,14.695
2004-06-17,14.635
2004-06-18,14.595
2004-06-21,14.975
2004-06-22,14.86
2004-06-23,14.985
2004-06-24,14.98
2004-06-25,15.035
2004-06-28,14.73
2004-06-29,15.0
2004-06-30,15.415
2004-07-01,15.255
2004-07-02,15.12
2004-07-06,14.885
2004-07-07,15.005
2004-07-08,14.945
2004-07-09,15.17
2004-07-12,15.22
2004-07-13,15.4
2004-07-14,15.37
2004-07-15,15.7
2004-07-16,16.025
2004-07-19,15.975
2004-07-20,16.09
2004-07-21,15.82
2004-07-22,15.64
2004-07-23,15.27
2004-07-26,14.5
2004-07-27,15.01
2004-07-28,14.8
2004-07-29,14.875
2004-07-30,15.185
2004-08-02,15.0
2004-08-03,13.76
2004-08-04,14.01
2004-08-05,13.98
2004-08-06,13.78
2004-08-09,13.69
2004-08-10,13.775
2004-08-11,14.09
2004-08-12,14.005
2004-08-13,14.21
2004-08-16,14.4
2004-08-17,14.505
2004-08-18,14.515
2004-08-19,14.425
2004-08-20,14.52
2004-08-23,14.24
2004-08-24,14.325
2004-08-25,14.455
2004-08-26,14.575
2004-08-27,14.925
2004-08-30,14.83
2004-08-31,15.155
2004-09-01,14.99
2004-09-02,15.185
2004-09-03,15.03
2004-09-07,15.07
2004-09-08,15.025
2004-09-09,15.05
2004-09-10,14.905
2004-09-13,15.12
2004-09-14,15.425
2004-09-15,15.485
2004-09-16,15.6
2004-09-17,15.525
2004-09-20,15.515
2004-09-21,15.545
2004-09-22,15.555
2004-09-23,15.5
2004-09-24,15.69
2004-09-27,15.395
2004-09-28,15.52
2004-09-29,15.5
2004-09-30,15.575
2004-10-01,15.695
2004-10-04,15.725
2004-10-05,16.01
2004-10-06,15.9
2004-10-07,15.805
2004-10-08,15.72
2004-10-11,15.725
2004-10-12,15.695
2004-10-13,15.65
2004-10-14,15.49
2004-10-15,15.625
2004-10-18,15.825
2004-10-19,15.5
2004-10-20,15.705
2004-10-21,15.89
2004-10-22,15.95
2004-10-25,16.129998999999998
2004-10-26,14.7
2004-10-27,15.1
2004-10-28,14.755
2004-10-29,14.81
2004-11-01,15.125
2004-11-02,15.345
2004-11-03,15.745
2004-11-04,15.95
2004-11-05,16.1
2004-11-08,16.25
2004-11-09,16.23
2004-11-10,16.450001
2004-11-11,16.5
2004-11-12,16.665001
2004-11-15,16.745001000000002
2004-11-16,16.525
2004-11-17,16.459999
2004-11-18,16.5
2004-11-19,16.385
2004-11-22,16.475
2004-11-23,16.395
2004-11-24,16.395
2004-11-26,16.379998999999998
2004-11-29,16.375
2004-11-30,16.610001
2004-12-01,16.620001000000002
2004-12-02,16.799999
2004-12-03,16.75
2004-12-06,18.41
2004-12-07,18.860001
2004-12-08,18.795
2004-12-09,18.92
2004-12-10,19.15
2004-12-13,19.205
2004-12-14,19.790001
2004-12-15,19.450001
2004-12-16,19.450001
2004-12-17,18.955
2004-12-20,18.924999
2004-12-21,18.945
2004-12-22,19.395
2004-12-23,19.264999
2004-12-27,19.205
2004-12-28,19.535
2004-12-29,19.799999
2004-12-30,19.809998999999998
2004-12-31,19.764999
2005-01-03,19.68
2005-01-04,19.754998999999998
2005-01-05,19.65
2005-01-06,19.629998999999998
2005-01-07,19.934998999999998
2005-01-10,20.85
2005-01-11,20.85
2005-01-12,20.700001
2005-01-13,20.6
2005-01-14,21.0
2005-01-18,20.995001000000002
2005-01-19,20.965
2005-01-20,20.715
2005-01-21,20.495001000000002
2005-01-24,20.01
2005-01-25,20.235001
2005-01-26,20.299999
2005-01-27,20.620001000000002
2005-01-28,20.700001
2005-01-31,20.98
2005-02-01,21.075001
2005-02-02,20.834999
2005-02-03,20.700001
2005-02-04,20.674999
2005-02-07,20.625
2005-02-08,20.77
2005-02-09,21.290001
2005-02-10,21.625
2005-02-11,21.775
2005-02-14,21.9
2005-02-15,21.555
2005-02-16,21.469998999999998
2005-02-17,21.125
2005-02-18,21.084999
2005-02-22,20.695
2005-02-23,20.809998999999998
2005-02-24,21.1
2005-02-25,21.195
2005-02-28,21.120001000000002
2005-03-01,21.305
2005-03-02,21.6
2005-03-03,22.049999
2005-03-04,22.025
2005-03-07,21.049999
2005-03-08,20.855
2005-03-09,20.855
2005-03-10,20.875
2005-03-11,20.51
2005-03-14,21.08
2005-03-15,21.135
