Date,VCI
2017-07-07,42666.699219
2017-07-10,44518.5
2017-07-11,43703.699219
2017-07-12,43851.898438
2017-07-13,43851.898438
2017-07-14,42518.5
2017-07-17,43111.101563
2017-07-18,42666.699219
2017-07-19,42740.699219
2017-07-20,42814.800781
2017-07-21,42740.699219
2017-07-24,42740.699219
2017-07-25,42592.601563
2017-07-26,43629.601563
2017-07-27,44444.398438
2017-07-28,44444.398438
2017-07-31,45185.199219
2017-08-01,44444.398438
2017-08-02,44444.398438
2017-08-03,45185.199219
2017-08-04,44888.898438
2017-08-07,45185.199219
2017-08-08,44814.800781
2017-08-09,44444.398438
2017-08-10,44518.5
2017-08-11,44518.5
2017-08-14,44444.398438
2017-08-15,44444.398438
2017-08-16,44444.398438
2017-08-17,44444.398438
2017-08-18,44444.398438
2017-08-21,44444.398438
2017-08-22,44370.398438
2017-08-23,44296.300781
2017-08-24,44370.398438
2017-08-25,44222.199219
2017-08-28,43925.898438
2017-08-29,43925.898438
2017-08-30,43925.898438
2017-08-31,43851.898438
2017-09-01,43851.898438
2017-09-05,43703.699219
2017-09-06,42963.0
2017-09-07,42666.699219
2017-09-08,42518.5
2017-09-11,40888.898438
2017-09-12,41481.5
2017-09-13,42888.898438
2017-09-14,41703.699219
2017-09-15,41111.101563
2017-09-18,41481.5
2017-09-19,41407.398438
2017-09-20,41851.898438
2017-09-21,41481.5
2017-09-22,41851.898438
2017-09-25,41777.800781
2017-09-26,43111.101563
2017-09-27,43259.300781
2017-09-28,43629.601563
2017-09-29,44222.199219
2017-10-02,43111.101563
2017-10-03,43037.0
2017-10-04,43703.699219
2017-10-05,43703.699219
2017-10-06,43629.601563
2017-10-09,43777.800781
2017-10-10,43851.898438
2017-10-11,44000.0
2017-10-12,45185.199219
2017-10-13,46666.699219
2017-10-16,48888.898438
2017-10-17,48000.0
2017-10-18,47037.0
2017-10-19,47555.601563
2017-10-20,47259.300781
2017-10-23,46666.699219
2017-10-24,46814.800781
2017-10-25,46814.800781
2017-10-26,46296.300781
2017-10-27,46666.699219
2017-10-30,46370.398438
2017-10-31,46370.398438
2017-11-01,46370.398438
2017-11-02,46370.398438
2017-11-03,46370.398438
2017-11-06,48074.101563
2017-11-07,48074.101563
2017-11-08,48000.0
2017-11-09,48074.101563
2017-11-10,48148.101563
2017-11-13,48148.101563
2017-11-14,51481.5
2017-11-15,52592.601563
2017-11-16,53333.300781
2017-11-17,52963.0
2017-11-20,52963.0
2017-11-21,52592.601563
2017-11-22,53333.300781
2017-11-24,52592.601563
2017-11-27,52370.398438
2017-11-28,52592.601563
2017-11-29,52222.199219
2017-11-30,52814.800781
2017-12-01,52592.601563
2017-12-04,53259.300781
2017-12-05,55481.5
2017-12-06,54444.398438
2017-12-07,54000.0
2017-12-08,54074.101563
2017-12-11,52963.0
2017-12-12,52963.0
2017-12-13,53333.300781
2017-12-14,53259.300781
2017-12-15,53333.300781
2017-12-18,53703.69921900001
2017-12-19,55481.5
2017-12-20,54148.101563
2017-12-21,54222.19921900001
2017-12-22,54000.0
2017-12-26,53777.80078099999
2017-12-27,54148.101563
2017-12-28,54888.898438
2017-12-29,57777.80078099999
2018-01-02,59703.69921900001
2018-01-03,61481.5
2018-01-04,62888.898438
2018-01-05,61629.601563
2018-01-08,62592.601563
2018-01-09,61481.5
2018-01-10,60370.398438
2018-01-11,59555.601563
2018-01-12,58518.5
2018-01-16,60740.69921900001
2018-01-17,59111.101563
2018-01-18,59259.30078099999
2018-01-19,60074.101563
2018-01-22,60074.101563
2018-01-23,60074.101563
2018-01-24,60074.101563
2018-01-25,63629.601563
2018-01-26,64518.5
2018-01-29,65629.601563
2018-01-30,66666.703125
2018-01-31,66666.703125
2018-02-01,64444.398438
2018-02-02,64592.601563
2018-02-05,60740.69921900001
2018-02-06,56666.69921900001
2018-02-07,59259.30078099999
2018-02-08,59259.30078099999
2018-02-09,59259.30078099999
2018-02-12,59259.30078099999
2018-02-13,58963.0
2018-02-14,58963.0
2018-02-15,58963.0
2018-02-16,58963.0
2018-02-20,58963.0
2018-02-21,60000.0
2018-02-22,60740.69921900001
2018-02-23,60740.69921900001
2018-02-26,61481.5
2018-02-27,61481.5
2018-02-28,61481.5
2018-03-01,64444.398438
2018-03-02,66666.703125
2018-03-05,67111.101563
2018-03-06,66740.703125
2018-03-07,66740.703125
2018-03-08,67555.601563
2018-03-09,66814.796875
2018-03-12,66963.0
2018-03-13,67037.0
2018-03-14,66000.0
2018-03-15,66000.0
2018-03-16,70592.601563
2018-03-19,74518.5
2018-03-20,74518.5
2018-03-21,77037.0
2018-03-22,78888.898438
2018-03-23,79185.203125
2018-03-26,79629.601563
2018-03-27,77777.796875
2018-03-28,80000.0
2018-03-29,79925.898438
2018-04-02,85555.601563
2018-04-03,86666.703125
2018-04-04,86592.601563
2018-04-05,86666.703125
2018-04-06,87407.398438
2018-04-09,85925.898438
2018-04-10,85185.203125
2018-04-11,82963.0
2018-04-12,82963.0
2018-04-13,80074.101563
2018-04-16,79851.898438
2018-04-17,80888.898438
2018-04-18,80222.203125
2018-04-19,78518.5
2018-04-20,77851.898438
2018-04-23,72592.601563
2018-04-24,70370.398438
2018-04-25,70370.398438
2018-04-26,65629.601563
2018-04-27,68888.898438
2018-04-30,68888.898438
2018-05-01,68888.898438
2018-05-02,67407.398438
2018-05-03,68148.101563
2018-05-04,69185.203125
2018-05-07,71111.101563
2018-05-08,74148.101563
2018-05-09,76296.296875
2018-05-10,75555.601563
2018-05-11,75555.601563
2018-05-14,75185.203125
2018-05-15,75555.601563
2018-05-16,74148.101563
2018-05-17,72222.203125
2018-05-18,74074.101563
2018-05-21,73481.5
2018-05-22,68518.5
2018-05-23,66666.703125
2018-05-24,68888.898438
2018-05-25,67851.898438
2018-05-29,63111.101563
2018-05-30,65185.19921900001
2018-05-31,65925.898438
2018-06-01,67407.398438
2018-06-04,68148.101563
2018-06-05,68296.296875
2018-06-06,68296.296875
2018-06-07,68222.203125
2018-06-08,68222.203125
2018-06-11,69037.0
2018-06-12,66666.703125
2018-06-13,67703.703125
2018-06-14,69259.296875
2018-06-15,69629.601563
2018-06-18,65925.898438
2018-06-19,61333.30078099999
2018-06-20,61777.80078099999
2018-06-21,61481.5
2018-06-22,63555.601563
2018-06-25,63703.69921900001
2018-06-26,63629.601563
2018-06-27,62592.601563
2018-06-28,60740.69921900001
2018-06-29,61111.101563
2018-07-02,56888.898438
2018-07-03,52963.0
2018-07-05,56740.69921900001
2018-07-06,56000.0
2018-07-09,56296.30078099999
2018-07-10,56000.0
2018-07-11,55000.0
2018-07-12,53100.0
2018-07-13,52600.0
2018-07-16,52500.0
2018-07-17,53400.0
2018-07-18,54500.0
2018-07-19,58300.0
2018-07-20,57000.0
2018-07-23,55000.0
2018-07-24,55000.0
2018-07-25,53200.0
2018-07-26,52600.0
2018-07-27,54200.0
2018-07-30,57000.0
2018-07-31,57000.0
2018-08-01,56000.0
2018-08-02,55400.0
2018-08-03,55900.0
2018-08-06,55000.0
2018-08-07,54500.0
2018-08-08,54600.0
2018-08-09,56000.0
2018-08-10,56500.0
2018-08-13,59000.0
2018-08-14,62000.0
2018-08-15,59000.0
2018-08-16,59100.0
2018-08-17,59000.0
2018-08-20,58500.0
2018-08-21,59200.0
2018-08-22,59500.0
2018-08-23,59500.0
2018-08-24,59800.0
2018-08-27,60500.0
2018-08-28,61200.0
2018-08-29,61500.0
2018-08-30,63900.0
2018-08-31,63200.0
2018-09-04,61300.0
2018-09-05,59700.0
2018-09-06,59700.0
2018-09-07,60200.0
2018-09-10,60200.0
2018-09-11,61600.0
2018-09-12,61500.0
2018-09-13,60700.0
2018-09-14,61500.0
2018-09-17,60900.0
2018-09-18,61000.0
2018-09-19,62400.0
2018-09-20,63500.0
2018-09-21,64700.0
2018-09-24,64000.0
2018-09-25,63800.0
2018-09-26,64000.0
2018-09-27,64100.0
2018-09-28,64800.0
2018-10-01,64200.0
2018-10-02,64800.0
2018-10-03,65400.0
2018-10-04,66400.0
2018-10-05,66000.0
2018-10-08,64400.0
2018-10-09,64100.0
2018-10-10,64000.0
2018-10-11,59700.0
2018-10-12,61000.0
2018-10-15,60800.0
2018-10-16,60800.0
2018-10-17,61200.0
2018-10-18,60600.0
2018-10-19,60300.0
2018-10-22,58000.0
2018-10-23,56000.0
2018-10-24,55000.0
2018-10-25,52700.0
2018-10-26,49050.0
2018-10-29,50000.0
2018-10-30,50900.0
2018-10-31,52300.0
2018-11-01,52700.0
2018-11-02,54000.0
2018-11-05,54000.0
2018-11-06,54700.0
2018-11-07,54000.0
2018-11-08,54000.0
2018-11-09,52700.0
2018-11-12,53500.0
2018-11-13,52300.0
2018-11-14,52000.0
2018-11-15,49200.0
2018-11-16,49900.0
2018-11-19,50200.0
2018-11-20,49000.0
2018-11-21,49400.0
2018-11-23,50700.0
2018-11-26,50800.0
2018-11-27,51500.0
2018-11-28,50900.0
2018-11-29,50900.0
2018-11-30,49200.0
2018-12-03,50100.0
2018-12-04,50100.0
2018-12-06,49900.0
2018-12-07,50700.0
2018-12-10,49400.0
2018-12-11,49000.0
2018-12-12,49000.0
2018-12-13,48650.0
2018-12-14,48050.0
2018-12-17,44800.0
2018-12-18,45500.0
2018-12-19,45200.0
2018-12-20,45200.0
2018-12-21,45500.0
2018-12-24,45700.0
2018-12-26,46000.0
2018-12-27,47300.0
