Date,IMOS
2003-07-03,4.78976
2003-07-07,4.93944
2003-07-08,4.97686
2003-07-09,5.0517
2003-07-10,5.83752
2003-07-11,7.33432
2003-07-14,7.82078
2003-07-15,7.07238
2003-07-16,7.1098
2003-07-17,7.14722
2003-07-18,7.484
2003-07-21,7.484
2003-07-22,7.1098
2003-07-23,6.885280000000001
2003-07-24,5.8001
2003-07-25,5.7626800000000005
2003-07-28,6.660760000000001
2003-07-29,6.660760000000001
2003-07-30,6.660760000000001
2003-07-31,6.660760000000001
2003-08-01,6.660760000000001
2003-08-04,6.3614
2003-08-05,7.44658
2003-08-06,7.371739999999999
2003-08-07,7.8582
2003-08-08,7.484
2003-08-11,6.9227
2003-08-12,7.70852
2003-08-13,7.1098
2003-08-14,7.1098
2003-08-15,7.1098
2003-08-18,6.77302
2003-08-19,6.81044
2003-08-20,7.52142
2003-08-21,7.63368
2003-08-22,7.63368
2003-08-25,7.63368
2003-08-26,7.63368
2003-08-27,7.6711
2003-08-28,9.28016
2003-08-29,8.9808
2003-09-02,9.50468
2003-09-03,9.61694
2003-09-04,9.841460000000001
2003-09-05,11.226
2003-09-08,11.226
2003-09-09,11.18858
2003-09-10,11.15116
2003-09-11,9.841460000000001
2003-09-12,8.6066
2003-09-15,8.94338
2003-09-16,10.51502
2003-09-17,10.40276
2003-09-18,10.51502
2003-09-19,10.4776
2003-09-22,9.76662
2003-09-23,9.69178
2003-09-24,9.7292
2003-09-25,9.7292
2003-09-26,9.13048
2003-09-29,8.6066
2003-09-30,7.8582
2003-10-01,7.6711
2003-10-02,8.0453
2003-10-03,8.12014
2003-10-06,8.6066
2003-10-07,8.194980000000001
2003-10-08,10.06598
2003-10-09,16.651899
2003-10-10,15.566720000000002
2003-10-13,14.968
2003-10-14,14.481539999999999
2003-10-15,13.770560000000001
2003-10-16,13.695720000000001
2003-10-17,13.733139999999999
2003-10-20,13.321520000000001
2003-10-21,13.433779999999999
2003-10-22,13.321520000000001
2003-10-23,12.9099
2003-10-24,12.7228
2003-10-27,12.7228
2003-10-28,15.566720000000002
2003-10-29,15.22994
2003-10-30,14.369279999999998
2003-10-31,14.4067
2003-11-03,13.8454
2003-11-04,16.352539
2003-11-05,17.28804
2003-11-06,20.580999
2003-11-07,24.248159
2003-11-10,28.326940999999998
2003-11-11,26.044319
2003-11-12,24.248159
2003-11-13,30.010839
2003-11-14,29.973419
2003-11-17,28.963078999999997
2003-11-18,27.877899
2003-11-19,28.02758
2003-11-20,27.316601000000002
2003-11-21,26.493361
2003-11-24,26.156579999999998
2003-11-25,26.717879999999997
2003-11-26,26.643040000000003
2003-11-28,25.707541
2003-12-01,30.721821000000002
2003-12-02,29.936001
2003-12-03,27.316601000000002
2003-12-04,27.877899
2003-12-05,30.721821000000002
2003-12-08,30.83408
2003-12-09,29.0005
2003-12-10,24.84688
2003-12-11,27.354019
2003-12-12,27.952740000000002
2003-12-15,26.9424
2003-12-16,25.6327
2003-12-17,25.221080999999998
2003-12-18,28.47662
2003-12-19,26.530781
2003-12-22,26.41852
2003-12-23,27.990159999999996
2003-12-24,28.102421000000003
2003-12-26,33.52832
2003-12-29,33.341221000000004
2003-12-30,33.26638
2003-12-31,35.137378999999996
2004-01-02,33.603161
2004-01-05,41.311679999999996
2004-01-06,42.733639000000004
2004-01-07,47.560821999999995
2004-01-08,44.903999
2004-01-09,48.646
2004-01-12,54.258998999999996
2004-01-13,56.130001
2004-01-14,55.381599
2004-01-15,54.932559999999995
2004-01-16,50.47958
2004-01-20,48.795681
2004-01-21,51.377659
2004-01-22,50.105381
2004-01-23,50.704102
2004-01-26,51.677021
2004-01-27,53.248661
2004-01-28,48.870521999999994
2004-01-29,48.421478
2004-01-30,48.833099
2004-02-02,48.084702
2004-02-03,47.785339
2004-02-04,43.519459000000005
2004-02-05,45.802078
2004-02-06,49.993118
2004-02-09,48.159538
2004-02-10,51.452498999999996
2004-02-11,49.581501
2004-02-12,49.207298
2004-02-13,47.373718
2004-02-17,48.38406
2004-02-18,46.962101000000004
2004-02-19,45.091099
2004-02-20,42.583960999999995
2004-02-23,37.494839
2004-02-24,38.804539
2004-02-25,40.974899
2004-02-26,40.26392
2004-02-27,40.937481
2004-03-01,41.872978
2004-03-02,40.33876
2004-03-03,40.376179
2004-03-04,40.712959000000005
2004-03-05,42.172340000000005
2004-03-08,41.161999
2004-03-09,40.900059000000006
2004-03-10,39.964560999999996
2004-03-11,38.056141
2004-03-12,38.841961
2004-03-15,37.494839
2004-03-16,37.756778999999995
2004-03-17,37.794201
2004-03-18,37.943878000000005
2004-03-19,37.607101
2004-03-22,34.463821
2004-03-23,33.902519
2004-03-24,34.426398999999996
2004-03-25,36.110298
2004-03-26,36.821281
2004-03-29,39.4781
2004-03-30,38.991638
2004-03-31,38.1684
2004-04-01,39.515518
2004-04-02,42.471699
2004-04-05,42.172340000000005
2004-04-06,40.001979999999996
2004-04-07,40.675540999999996
2004-04-08,40.7878
2004-04-12,45.31562
2004-04-13,41.274260999999996
2004-04-14,41.985240999999995
2004-04-15,38.392921
2004-04-16,37.64452
2004-04-19,38.542598999999996
2004-04-20,36.821281
2004-04-21,37.869040999999996
2004-04-22,37.607101
2004-04-23,37.943878000000005
