Date,LBRDA
2014-11-04,45.148327
2014-11-05,48.755981
2014-11-06,47.846889000000004
2014-11-07,47.387558
2014-11-10,44.717705
2014-11-11,43.722488
2014-11-12,45.119617
2014-11-13,46.430622
2014-11-14,45.923446999999996
2014-11-17,46.583733
2014-11-18,46.794258
2014-11-19,48.535885
2014-11-20,48.976078
2014-11-21,49.377990999999994
2014-11-24,50.641148
2014-11-25,51.578949
2014-11-26,52.009571
2014-11-28,52.478469999999994
2014-12-01,51.693779
2014-12-02,51.923446999999996
2014-12-03,51.263157
2014-12-04,51.693779
2014-12-05,52.105263
2014-12-08,52.038277
2014-12-09,51.952152000000005
2014-12-10,51.732056
2014-12-11,50.650002
2014-12-12,49.07
2014-12-15,48.27
2014-12-16,47.75
2014-12-17,48.049999
2014-12-18,48.290001000000004
2014-12-19,49.310001
2014-12-22,50.68
2014-12-23,51.25
2014-12-24,50.880001
2014-12-26,50.810001
2014-12-29,50.369999
2014-12-30,50.59
2014-12-31,50.09
2015-01-02,49.799999
2015-01-05,48.810001
2015-01-06,47.529999
2015-01-07,47.68
2015-01-08,49.290001000000004
2015-01-09,48.889998999999996
2015-01-12,48.990002000000004
2015-01-13,49.849998
2015-01-14,48.130001
2015-01-15,49.060001
2015-01-16,48.98
2015-01-20,47.470001
2015-01-21,47.130001
2015-01-22,47.560001
2015-01-23,47.09
2015-01-26,47.25
2015-01-27,47.110001000000004
2015-01-28,45.610001000000004
2015-01-29,45.119999
2015-01-30,44.470001
2015-02-02,45.240002000000004
2015-02-03,47.029999
2015-02-04,48.619999
2015-02-05,51.0
2015-02-06,50.049999
2015-02-09,49.59
2015-02-10,49.93
2015-02-11,49.369999
2015-02-12,50.209998999999996
2015-02-13,49.950001
2015-02-17,50.630001
2015-02-18,50.5
2015-02-19,50.48
2015-02-20,50.610001000000004
2015-02-23,50.91
2015-02-24,51.27
2015-02-25,52.52
2015-02-26,52.049999
2015-02-27,51.860001000000004
2015-03-02,52.849998
2015-03-03,53.689999
2015-03-04,52.900002
2015-03-05,52.790001000000004
2015-03-06,52.169998
2015-03-09,53.759997999999996
2015-03-10,52.689999
2015-03-11,52.939999
2015-03-12,55.540001000000004
2015-03-13,55.27
2015-03-16,55.360001000000004
2015-03-17,54.669998
2015-03-18,54.560001
