Date,PKX
1999-09-27,33.125
1999-09-28,32.625
1999-09-29,31.375
1999-09-30,31.3125
1999-10-01,32.75
1999-10-04,32.375
1999-10-05,30.9375
1999-10-06,32.25
1999-10-07,33.125
1999-10-08,33.0
1999-10-11,31.0
1999-10-12,30.75
1999-10-13,30.75
1999-10-14,33.4375
1999-10-15,33.390625
1999-10-18,32.25
1999-10-19,32.1875
1999-10-20,32.375
1999-10-21,31.375
1999-10-22,32.5
1999-10-25,32.125
1999-10-26,31.625
1999-10-27,30.875
1999-10-28,32.75
1999-10-29,33.375
1999-11-01,32.8125
1999-11-02,33.6875
1999-11-03,34.3125
1999-11-04,35.46875
1999-11-05,34.3125
1999-11-08,32.3125
1999-11-09,32.75
1999-11-10,33.125
1999-11-11,34.0625
1999-11-12,33.25
1999-11-15,34.0
1999-11-16,36.5625
1999-11-17,34.6875
1999-11-18,35.625
1999-11-19,36.125
1999-11-22,33.625
1999-11-23,33.9375
1999-11-24,36.1875
1999-11-26,35.375
1999-11-29,36.25
1999-11-30,36.375
1999-12-01,37.75
1999-12-02,37.875
1999-12-03,39.125
1999-12-06,35.5
1999-12-07,34.25
1999-12-08,34.375
1999-12-09,34.875
1999-12-10,36.25
1999-12-13,35.5
1999-12-14,33.375
1999-12-15,34.625
1999-12-16,36.125
1999-12-17,37.1875
1999-12-20,37.5
1999-12-21,35.875
1999-12-22,33.25
1999-12-23,33.125
1999-12-27,34.875
1999-12-28,35.1875
1999-12-29,34.1875
1999-12-30,34.75
1999-12-31,35.0
2000-01-03,37.75
2000-01-04,38.75
2000-01-05,43.375
2000-01-06,40.5
2000-01-07,41.375
2000-01-10,42.125
2000-01-11,40.875
2000-01-12,40.125
2000-01-13,39.9375
2000-01-14,38.6875
2000-01-18,38.625
2000-01-19,36.25
2000-01-20,38.625
2000-01-21,38.25
2000-01-24,37.0
2000-01-25,37.625
2000-01-26,37.1875
2000-01-27,37.5
2000-01-28,35.625
2000-01-31,35.25
2000-02-01,35.0625
2000-02-02,35.25
2000-02-03,35.5625
2000-02-04,35.9375
2000-02-07,36.25
2000-02-08,36.0625
2000-02-09,34.25
2000-02-10,32.5
2000-02-11,29.0
2000-02-14,29.0
2000-02-15,28.25
2000-02-16,29.25
2000-02-17,31.5
2000-02-18,28.375
2000-02-22,26.875
2000-02-23,28.25
2000-02-24,28.5625
2000-02-25,28.6875
2000-02-28,27.6875
2000-02-29,25.125
2000-03-01,27.5
2000-03-02,26.1875
2000-03-03,26.0
2000-03-06,26.4375
2000-03-07,25.875
2000-03-08,29.125
2000-03-09,27.5
2000-03-10,26.4375
2000-03-13,24.5
2000-03-14,25.5
2000-03-15,26.25
2000-03-16,27.75
2000-03-17,26.375
2000-03-20,25.9375
2000-03-21,26.875
2000-03-22,29.0625
2000-03-23,25.5
2000-03-24,25.0625
2000-03-27,24.25
2000-03-28,23.75
2000-03-29,25.8125
2000-03-30,26.5625
2000-03-31,27.5
2000-04-03,25.0625
2000-04-04,25.0625
2000-04-05,25.1875
2000-04-06,25.25
2000-04-07,25.375
2000-04-10,26.25
2000-04-11,25.75
2000-04-12,25.8125
2000-04-13,25.75
2000-04-14,24.5
2000-04-17,22.5
2000-04-18,23.1875
2000-04-19,23.0625
2000-04-20,23.0
2000-04-24,21.9375
2000-04-25,22.1875
2000-04-26,21.1875
2000-04-27,20.125
2000-04-28,21.125
2000-05-01,21.75
2000-05-02,21.75
2000-05-03,20.875
2000-05-04,21.125
2000-05-05,21.6875
2000-05-08,22.0625
2000-05-09,22.625
2000-05-10,22.875
2000-05-11,23.75
2000-05-12,24.375
2000-05-15,25.1875
2000-05-16,26.1875
2000-05-17,23.6875
2000-05-18,23.75
2000-05-19,22.9375
2000-05-22,22.25
2000-05-23,21.5
2000-05-24,20.625
2000-05-25,20.125
2000-05-26,19.1875
2000-05-30,21.0
2000-05-31,20.5
2000-06-01,21.6875
2000-06-02,22.75
2000-06-05,22.625
2000-06-06,22.75
2000-06-07,23.0
2000-06-08,22.8125
2000-06-09,25.0625
2000-06-12,25.25
2000-06-13,24.0
2000-06-14,24.0
2000-06-15,22.6875
2000-06-16,21.375
2000-06-19,21.75
2000-06-20,22.125
2000-06-21,24.125
2000-06-22,22.625
2000-06-23,22.6875
2000-06-26,22.4375
2000-06-27,23.0
2000-06-28,24.0
2000-06-29,24.125
2000-06-30,24.0
2000-07-03,23.75
2000-07-05,23.5625
2000-07-06,23.875
2000-07-07,23.0625
2000-07-10,22.625
2000-07-11,23.4375
2000-07-12,22.6875
2000-07-13,22.75
2000-07-14,22.75
2000-07-17,23.1875
2000-07-18,22.125
2000-07-19,21.6875
2000-07-20,21.6875
2000-07-21,21.6875
2000-07-24,21.125
2000-07-25,21.5
2000-07-26,21.25
2000-07-27,22.0
2000-07-28,21.375
2000-07-31,21.6875
2000-08-01,22.5
2000-08-02,22.75
2000-08-03,22.375
2000-08-04,22.0625
2000-08-07,22.0
2000-08-08,21.8125
2000-08-09,22.0
2000-08-10,22.0625
2000-08-11,22.1875
2000-08-14,22.1875
2000-08-15,22.4375
2000-08-16,22.0
2000-08-17,22.0
2000-08-18,20.4375
2000-08-21,20.5625
2000-08-22,20.75
2000-08-23,20.75
2000-08-24,20.75
2000-08-25,21.125
2000-08-28,21.1875
2000-08-29,20.875
2000-08-30,20.625
2000-08-31,21.25
2000-09-01,21.25
2000-09-05,21.75
2000-09-06,21.9375
2000-09-07,21.1875
2000-09-08,20.875
2000-09-11,20.625
2000-09-12,20.5625
2000-09-13,20.9375
2000-09-14,20.4375
2000-09-15,19.625
2000-09-18,18.9375
2000-09-19,18.4375
2000-09-20,17.875
2000-09-21,18.5
2000-09-22,18.5625
2000-09-25,18.5
2000-09-26,18.4375
2000-09-27,18.9375
2000-09-28,18.9375
2000-09-29,18.625
2000-10-02,17.5625
2000-10-03,18.125
2000-10-04,17.75
2000-10-05,17.9375
2000-10-06,18.1875
2000-10-09,17.5625
2000-10-10,17.25
2000-10-11,16.5625
2000-10-12,16.375
2000-10-13,16.4375
2000-10-16,15.375
2000-10-17,15.1875
2000-10-18,14.5
2000-10-19,15.125
2000-10-20,14.5
2000-10-23,14.0625
2000-10-24,14.625
2000-10-25,15.25
2000-10-26,15.5625
2000-10-27,15.75
2000-10-30,15.4375
2000-10-31,15.8125
2000-11-01,16.5625
2000-11-02,17.1875
2000-11-03,16.875
2000-11-06,16.75
2000-11-07,16.5
2000-11-08,16.4375
2000-11-09,16.375
2000-11-10,16.0
2000-11-13,15.75
2000-11-14,16.625
2000-11-15,16.5
2000-11-16,15.9375
2000-11-17,16.0625
2000-11-20,15.5625
2000-11-21,15.3125
2000-11-22,14.625
2000-11-24,14.75
2000-11-27,14.9375
2000-11-28,15.0
2000-11-29,14.8125
2000-11-30,14.4375
2000-12-01,15.4375
2000-12-04,15.25
2000-12-05,17.9375
2000-12-06,17.5
2000-12-07,17.125
2000-12-08,17.8125
2000-12-11,17.125
2000-12-12,16.5625
2000-12-13,17.1875
2000-12-14,16.5
2000-12-15,16.5
2000-12-18,16.6875
2000-12-19,16.1875
2000-12-20,15.25
2000-12-21,15.6875
2000-12-22,15.625
2000-12-26,15.3125
2000-12-27,15.25
2000-12-28,15.75
2000-12-29,15.5625
2001-01-02,15.0
2001-01-03,16.5
2001-01-04,17.75
2001-01-05,17.75
2001-01-08,18.5
2001-01-09,19.5
2001-01-10,20.375
2001-01-11,21.0
2001-01-12,21.5625
2001-01-16,20.375
2001-01-17,19.4375
2001-01-18,19.9375
2001-01-19,20.1875
2001-01-22,19.125
2001-01-23,19.75
2001-01-24,20.4375
2001-01-25,20.0
2001-01-26,19.5625
2001-01-29,19.959999
2001-01-30,19.59
2001-01-31,21.0
2001-02-01,21.440001000000002
2001-02-02,21.200001
2001-02-05,20.35
2001-02-06,20.51
2001-02-07,19.799999
2001-02-08,19.85
2001-02-09,19.629998999999998
2001-02-12,21.0
2001-02-13,20.0
2001-02-14,20.049999
2001-02-15,20.549999
2001-02-16,20.940001000000002
2001-02-20,21.299999
2001-02-21,20.75
2001-02-22,21.290001
2001-02-23,21.49
2001-02-26,22.0
2001-02-27,21.16
2001-02-28,22.4
2001-03-01,21.5
2001-03-02,21.940001000000002
2001-03-05,22.620001000000002
2001-03-06,22.35
2001-03-07,22.0
2001-03-08,22.389999
2001-03-09,21.299999
2001-03-12,19.85
2001-03-13,19.26
2001-03-14,18.09
2001-03-15,18.32
2001-03-16,17.959999
2001-03-19,18.58
2001-03-20,18.4
2001-03-21,17.959999
2001-03-22,17.700001
2001-03-23,17.75
2001-03-26,18.049999
2001-03-27,18.0
2001-03-28,18.15
2001-03-29,17.73
2001-03-30,17.950001
2001-04-02,17.809998999999998
2001-04-03,17.1
2001-04-04,17.5
2001-04-05,18.49
2001-04-06,17.85
2001-04-09,18.65
2001-04-10,19.5
2001-04-11,19.049999
2001-04-12,17.59
2001-04-16,17.219998999999998
2001-04-17,16.969998999999998
2001-04-18,17.790001
2001-04-19,17.5
2001-04-20,17.309998999999998
2001-04-23,17.5
2001-04-24,18.290001
2001-04-25,18.76
2001-04-26,19.17
2001-04-27,19.66
2001-04-30,20.01
2001-05-01,19.809998999999998
2001-05-02,20.51
2001-05-03,20.110001
2001-05-04,19.65
2001-05-07,19.860001
2001-05-08,19.639999
2001-05-09,19.610001
2001-05-10,19.940001000000002
2001-05-11,19.549999
2001-05-14,19.65
2001-05-15,20.549999
2001-05-16,21.23
2001-05-17,22.49
2001-05-18,22.309998999999998
2001-05-21,22.799999
2001-05-22,22.299999
2001-05-23,22.120001000000002
2001-05-24,21.0
2001-05-25,20.68
2001-05-29,21.09
2001-05-30,20.65
2001-05-31,20.35
2001-06-01,21.0
2001-06-04,20.52
2001-06-05,20.02
2001-06-06,19.4
2001-06-07,19.76
2001-06-08,19.629998999999998
2001-06-11,18.799999
2001-06-12,19.059998999999998
2001-06-13,19.66
2001-06-14,19.809998999999998
2001-06-15,19.85
2001-06-18,18.950001
2001-06-19,19.84
2001-06-20,19.1
2001-06-21,19.02
2001-06-22,18.879998999999998
2001-06-25,18.75
2001-06-26,18.85
2001-06-27,18.83
2001-06-28,19.15
2001-06-29,19.719998999999998
2001-07-02,19.9
2001-07-03,19.549999
2001-07-05,19.99
2001-07-06,19.450001
2001-07-09,19.700001
2001-07-10,19.77
2001-07-11,19.57
2001-07-12,19.85
2001-07-13,19.76
2001-07-16,19.5
2001-07-17,19.440001000000002
2001-07-18,18.24
2001-07-19,18.440001000000002
2001-07-20,17.76
2001-07-23,17.360001
2001-07-24,16.190001000000002
2001-07-25,16.200001
2001-07-26,16.469998999999998
2001-07-27,17.0
2001-07-30,16.799999
2001-07-31,16.879998999999998
2001-08-01,17.15
2001-08-02,17.51
2001-08-03,17.809998999999998
2001-08-06,17.4
2001-08-07,17.16
2001-08-08,17.17
2001-08-09,16.959999
2001-08-10,16.950001
2001-08-13,17.0
2001-08-14,17.370001000000002
2001-08-15,17.280001000000002
2001-08-16,17.4
2001-08-17,17.450001
2001-08-20,17.469998999999998
2001-08-21,17.85
2001-08-22,18.030001000000002
2001-08-23,17.92
2001-08-24,18.459999
2001-08-27,18.4
2001-08-28,18.200001
2001-08-29,18.25
2001-08-30,17.85
2001-08-31,17.41
2001-09-04,18.08
2001-09-05,18.209999
2001-09-06,17.9
2001-09-07,17.809998999999998
2001-09-10,17.280001000000002
2001-09-17,15.66
2001-09-18,15.8
2001-09-19,15.39
2001-09-20,14.62
2001-09-21,13.6
2001-09-24,14.28
2001-09-25,14.2
2001-09-26,14.3
2001-09-27,14.52
2001-09-28,15.7
2001-10-01,15.91
2001-10-02,16.0
2001-10-03,15.9
2001-10-04,16.200001
2001-10-05,15.84
2001-10-08,15.87
2001-10-09,15.91
2001-10-10,16.1
2001-10-11,16.85
2001-10-12,16.25
2001-10-15,16.07
2001-10-16,16.85
2001-10-17,16.27
2001-10-18,16.25
2001-10-19,16.379998999999998
2001-10-22,16.35
2001-10-23,16.41
2001-10-24,16.74
2001-10-25,16.950001
2001-10-26,17.200001
2001-10-29,16.950001
2001-10-30,16.5
2001-10-31,17.15
2001-11-01,16.959999
2001-11-02,17.26
2001-11-05,17.93
2001-11-06,18.1
2001-11-07,18.25
2001-11-08,18.290001
2001-11-09,18.82
2001-11-12,18.82
2001-11-13,19.049999
2001-11-14,19.4
2001-11-15,19.379998999999998
2001-11-16,20.01
2001-11-19,20.780001000000002
2001-11-20,19.719998999999998
2001-11-21,19.99
2001-11-23,22.200001
2001-11-26,22.08
2001-11-27,22.1
2001-11-28,21.219998999999998
2001-11-29,21.15
2001-11-30,21.200001
2001-12-03,20.75
2001-12-04,21.34
2001-12-05,23.0
2001-12-06,23.200001
2001-12-07,24.209999
2001-12-10,22.25
2001-12-11,22.450001
2001-12-12,22.76
2001-12-13,22.110001
2001-12-14,22.129998999999998
2001-12-17,21.889999
2001-12-18,21.85
2001-12-19,21.5
2001-12-20,21.690001000000002
2001-12-21,22.059998999999998
2001-12-24,21.9
2001-12-26,21.780001000000002
2001-12-27,22.299999
2001-12-28,22.76
2001-12-31,23.0
2002-01-02,23.200001
2002-01-03,23.110001
2002-01-04,24.299999
2002-01-07,24.450001
2002-01-08,24.18
2002-01-09,23.860001
2002-01-10,23.1
2002-01-11,23.23
2002-01-14,23.41
2002-01-15,22.91
2002-01-16,22.41
2002-01-17,22.9
2002-01-18,22.85
2002-01-22,23.25
2002-01-23,24.5
2002-01-24,25.110001
2002-01-25,25.16
2002-01-28,25.049999
2002-01-29,24.85
2002-01-30,24.5
2002-01-31,24.620001000000002
2002-02-01,24.33
2002-02-04,23.66
2002-02-05,23.75
2002-02-06,23.5
2002-02-07,23.5
2002-02-08,24.5
2002-02-11,24.700001
2002-02-12,24.950001
2002-02-13,24.780001000000002
2002-02-14,26.379998999999998
2002-02-15,27.07
2002-02-19,26.610001
2002-02-20,27.85
2002-02-21,28.450001
2002-02-22,28.530001000000002
2002-02-25,29.25
2002-02-26,28.17
2002-02-27,28.620001000000002
2002-02-28,27.719998999999998
2002-03-01,27.75
2002-03-04,28.48
2002-03-05,27.07
2002-03-06,27.190001000000002
2002-03-07,26.549999
2002-03-08,26.0
2002-03-11,26.58
2002-03-12,26.629998999999998
2002-03-13,26.690001000000002
2002-03-14,26.870001000000002
2002-03-15,27.67
2002-03-18,27.48
2002-03-19,28.57
2002-03-20,27.82
2002-03-21,27.4
2002-03-22,26.98
2002-03-25,25.870001000000002
2002-03-26,26.299999
2002-03-27,26.84
2002-03-28,26.15
2002-04-01,26.299999
2002-04-02,27.0
2002-04-03,27.059998999999998
2002-04-04,26.469998999999998
2002-04-05,27.25
2002-04-08,26.65
2002-04-09,26.370001000000002
2002-04-10,26.379998999999998
2002-04-11,25.98
2002-04-12,26.549999
2002-04-15,26.91
2002-04-16,26.219998999999998
2002-04-17,26.139999
2002-04-18,26.18
2002-04-19,25.57
2002-04-22,25.049999
2002-04-23,25.450001
2002-04-24,24.379998999999998
2002-04-25,23.35
2002-04-26,23.5
2002-04-29,23.549999
2002-04-30,24.450001
2002-05-01,24.41
2002-05-02,25.1
2002-05-03,25.15
2002-05-06,24.549999
2002-05-07,24.24
2002-05-08,24.790001
2002-05-09,23.860001
2002-05-10,24.030001000000002
2002-05-13,25.450001
2002-05-14,26.02
2002-05-15,26.299999
2002-05-16,26.290001
2002-05-17,27.030001000000002
2002-05-20,27.450001
2002-05-21,27.200001
2002-05-22,28.15
2002-05-23,28.049999
2002-05-24,28.040001
2002-05-28,28.02
2002-05-29,27.91
2002-05-30,28.200001
2002-05-31,28.25
2002-06-03,28.25
2002-06-04,28.639999
2002-06-05,29.41
2002-06-06,28.75
2002-06-07,29.08
2002-06-10,30.299999
2002-06-11,30.41
2002-06-12,30.52
2002-06-13,30.639999
2002-06-14,29.620001000000002
2002-06-17,29.92
2002-06-18,29.700001
2002-06-19,28.889999
2002-06-20,29.0
2002-06-21,29.18
2002-06-24,29.309998999999998
2002-06-25,29.58
2002-06-26,29.02
2002-06-27,27.709999
2002-06-28,27.27
2002-07-01,27.139999
2002-07-02,27.0
2002-07-03,26.91
2002-07-05,29.07
2002-07-08,28.85
2002-07-09,28.799999
2002-07-10,28.299999
2002-07-11,28.34
2002-07-12,29.52
2002-07-15,28.809998999999998
2002-07-16,28.02
2002-07-17,28.35
2002-07-18,28.559998999999998
2002-07-19,27.35
2002-07-22,27.07
2002-07-23,26.9
2002-07-24,26.75
2002-07-25,26.18
2002-07-26,24.879998999999998
2002-07-29,24.379998999999998
2002-07-30,24.030001000000002
2002-07-31,24.540001
2002-08-01,24.0
2002-08-02,23.9
2002-08-05,22.200001
2002-08-06,22.34
2002-08-07,22.09
2002-08-08,22.610001
2002-08-09,22.799999
2002-08-12,22.280001000000002
2002-08-13,22.700001
2002-08-14,24.0
2002-08-15,24.059998999999998
2002-08-16,23.870001000000002
2002-08-19,23.91
2002-08-20,24.16
2002-08-21,24.049999
2002-08-22,23.860001
2002-08-23,23.809998999999998
2002-08-26,23.700001
2002-08-27,23.049999
2002-08-28,22.85
2002-08-29,22.540001
2002-08-30,22.85
2002-09-03,23.4
2002-09-04,23.1
2002-09-05,23.379998999999998
2002-09-06,23.540001
2002-09-09,23.110001
2002-09-10,23.950001
2002-09-11,24.49
2002-09-12,24.34
2002-09-13,24.26
2002-09-16,23.76
2002-09-17,24.26
2002-09-18,24.67
2002-09-19,24.280001000000002
2002-09-20,24.6
2002-09-23,22.440001000000002
2002-09-24,21.58
2002-09-25,21.299999
2002-09-26,21.450001
2002-09-27,21.360001
2002-09-30,21.58
2002-10-01,22.35
2002-10-02,22.02
2002-10-03,22.68
2002-10-04,22.709999
2002-10-07,21.9
2002-10-08,22.5
2002-10-09,21.68
2002-10-10,21.200001
2002-10-11,21.35
2002-10-14,21.26
2002-10-15,22.59
2002-10-16,21.4
2002-10-17,21.9
2002-10-18,22.74
2002-10-21,22.620001000000002
2002-10-22,22.52
2002-10-23,23.4
2002-10-24,23.610001
2002-10-25,23.5
2002-10-28,23.049999
2002-10-29,23.4
2002-10-30,23.280001000000002
2002-10-31,23.129998999999998
2002-11-01,23.700001
2002-11-04,24.02
2002-11-05,23.5
2002-11-06,24.379998999999998
2002-11-07,23.950001
2002-11-08,24.25
2002-11-11,24.08
2002-11-12,23.950001
2002-11-13,23.26
2002-11-14,23.48
2002-11-15,23.870001000000002
2002-11-18,24.0
2002-11-19,24.049999
2002-11-20,24.02
2002-11-21,24.27
2002-11-22,23.75
2002-11-25,23.91
2002-11-26,23.65
2002-11-27,24.200001
2002-11-29,25.83
2002-12-02,26.700001
2002-12-03,25.84
2002-12-04,25.559998999999998
2002-12-05,25.41
2002-12-06,25.83
2002-12-09,25.26
2002-12-10,25.190001000000002
2002-12-11,25.4
2002-12-12,25.98
2002-12-13,25.93
2002-12-16,26.450001
2002-12-17,26.65
2002-12-18,26.799999
2002-12-19,26.950001
2002-12-20,27.4
2002-12-23,26.540001
2002-12-24,26.34
2002-12-26,25.6
2002-12-27,25.25
2002-12-30,24.67
2002-12-31,24.73
2003-01-02,25.0
2003-01-03,25.68
2003-01-06,26.25
2003-01-07,26.0
2003-01-08,26.030001000000002
2003-01-09,26.51
2003-01-10,27.129998999999998
2003-01-13,28.18
2003-01-14,28.66
2003-01-15,28.139999
2003-01-16,27.75
2003-01-17,26.860001
2003-01-21,26.58
2003-01-22,26.35
2003-01-23,27.83
2003-01-24,26.67
2003-01-27,26.120001000000002
2003-01-28,26.35
2003-01-29,25.67
2003-01-30,25.24
2003-01-31,25.5
2003-02-03,26.0
2003-02-04,25.4
2003-02-05,26.25
2003-02-06,26.09
2003-02-07,26.15
2003-02-10,26.26
2003-02-11,25.66
2003-02-12,26.15
2003-02-13,25.549999
2003-02-14,24.27
2003-02-18,24.26
2003-02-19,23.75
2003-02-20,23.09
2003-02-21,23.51
2003-02-24,23.67
2003-02-25,23.469998999999998
2003-02-26,23.049999
2003-02-27,22.9
2003-02-28,23.1
2003-03-03,23.08
2003-03-04,21.309998999999998
2003-03-05,20.99
2003-03-06,20.280001000000002
2003-03-07,20.4
2003-03-10,19.299999
2003-03-11,18.879998999999998
2003-03-12,18.459999
2003-03-13,19.809998999999998
2003-03-14,19.9
2003-03-17,19.68
2003-03-18,19.74
2003-03-19,19.860001
2003-03-20,19.959999
2003-03-21,20.959999
2003-03-24,20.0
2003-03-25,19.879998999999998
2003-03-26,20.0
2003-03-27,20.15
2003-03-28,20.1
2003-03-31,19.700001
2003-04-01,19.85
2003-04-02,20.18
2003-04-03,20.120001000000002
2003-04-04,19.709999
2003-04-07,20.790001
2003-04-08,21.209999
2003-04-09,20.41
2003-04-10,20.85
2003-04-11,21.15
2003-04-14,22.469998999999998
2003-04-15,22.84
2003-04-16,22.82
2003-04-17,23.23
2003-04-21,22.860001
2003-04-22,22.370001000000002
2003-04-23,21.9
2003-04-24,20.25
2003-04-25,19.26
2003-04-28,20.75
2003-04-29,21.280001000000002
2003-04-30,20.549999
2003-05-01,20.77
2003-05-02,20.75
2003-05-05,20.99
2003-05-06,21.34
2003-05-07,21.799999
2003-05-08,21.809998999999998
2003-05-09,21.969998999999998
2003-05-12,22.85
2003-05-13,22.440001000000002
2003-05-14,22.41
2003-05-15,22.73
2003-05-16,22.41
2003-05-19,21.9
2003-05-20,22.450001
2003-05-21,22.02
2003-05-22,22.25
2003-05-23,22.440001000000002
2003-05-27,22.5
2003-05-28,22.6
2003-05-29,23.059998999999998
2003-05-30,22.959999
2003-06-02,23.4
2003-06-03,22.9
2003-06-04,24.1
2003-06-05,24.709999
2003-06-06,24.950001
2003-06-09,25.059998999999998
2003-06-10,24.950001
2003-06-11,25.27
2003-06-12,25.629998999999998
2003-06-13,26.200001
2003-06-16,26.120001000000002
2003-06-17,26.549999
2003-06-18,26.41
2003-06-19,26.35
2003-06-20,26.209999
2003-06-23,25.5
2003-06-24,25.200001
2003-06-25,25.17
2003-06-26,26.1
2003-06-27,25.98
2003-06-30,26.190001000000002
2003-07-01,26.08
2003-07-02,26.299999
2003-07-03,26.549999
2003-07-07,27.450001
2003-07-08,28.469998999999998
2003-07-09,28.1
2003-07-10,27.200001
2003-07-11,27.32
2003-07-14,27.92
2003-07-15,27.389999
2003-07-16,27.200001
2003-07-17,27.1
2003-07-18,27.459999
2003-07-21,27.35
2003-07-22,28.200001
2003-07-23,28.5
2003-07-24,28.809998999999998
2003-07-25,30.15
2003-07-28,30.190001000000002
2003-07-29,30.299999
2003-07-30,29.73
2003-07-31,30.5
2003-08-01,30.15
2003-08-04,29.809998999999998
2003-08-05,29.15
2003-08-06,29.5
2003-08-07,29.059998999999998
2003-08-08,29.57
2003-08-11,30.34
2003-08-12,29.940001000000002
2003-08-13,29.85
2003-08-14,30.700001
2003-08-15,30.860001
2003-08-18,30.6
2003-08-19,30.809998999999998
2003-08-20,30.65
2003-08-21,30.85
2003-08-22,31.200001
2003-08-25,31.66
2003-08-26,30.950001
2003-08-27,30.82
2003-08-28,30.25
2003-08-29,30.0
2003-09-02,30.709999
2003-09-03,31.469998999999998
2003-09-04,32.200001
2003-09-05,31.9
2003-09-08,32.490002000000004
2003-09-09,31.6
2003-09-10,31.0
2003-09-11,31.450001
2003-09-12,31.200001
2003-09-15,30.559998999999998
2003-09-16,31.01
2003-09-17,30.25
2003-09-18,30.690001000000002
2003-09-19,30.049999
2003-09-22,28.49
2003-09-23,28.65
2003-09-24,28.290001
2003-09-25,28.49
2003-09-26,28.35
2003-09-29,28.549999
2003-09-30,28.6
2003-10-01,29.16
2003-10-02,30.09
2003-10-03,30.690001000000002
2003-10-06,30.65
2003-10-07,30.379998999999998
2003-10-08,30.27
2003-10-09,30.209999
2003-10-10,30.549999
2003-10-13,31.02
2003-10-14,30.700001
2003-10-15,30.77
2003-10-16,31.219998999999998
2003-10-17,30.75
2003-10-20,31.1
2003-10-21,30.889999
2003-10-22,30.280001000000002
2003-10-23,29.709999
2003-10-24,29.35
2003-10-27,29.74
2003-10-28,29.889999
2003-10-29,29.040001
2003-10-30,29.25
2003-10-31,28.98
2003-11-03,29.450001
2003-11-04,29.200001
2003-11-05,29.76
2003-11-06,30.01
2003-11-07,30.24
2003-11-10,29.719998999999998
2003-11-11,30.01
2003-11-12,30.860001
2003-11-13,31.16
2003-11-14,31.01
2003-11-17,30.48
2003-11-18,30.43
2003-11-19,29.860001
2003-11-20,29.98
2003-11-21,29.209999
2003-11-24,29.35
2003-11-25,29.690001000000002
2003-11-26,30.35
2003-11-28,29.85
2003-12-01,30.889999
2003-12-02,31.219998999999998
2003-12-03,31.540001
2003-12-04,31.08
2003-12-05,30.52
2003-12-08,30.790001
2003-12-09,31.190001000000002
2003-12-10,31.0
2003-12-11,31.01
2003-12-12,31.5
2003-12-15,32.450001
2003-12-16,32.34
2003-12-17,31.74
2003-12-18,32.75
2003-12-19,33.25
2003-12-22,33.25
2003-12-23,33.080002
2003-12-24,32.639998999999996
2003-12-26,32.119999
2003-12-29,33.09
2003-12-30,33.5
2003-12-31,33.970001
2004-01-02,34.880001
2004-01-05,35.950001
2004-01-06,36.32
2004-01-07,35.82
2004-01-08,35.580002
2004-01-09,35.0
2004-01-12,36.349998
2004-01-13,34.369999
2004-01-14,34.849998
2004-01-15,34.169998
2004-01-16,33.810001
2004-01-20,36.98
2004-01-21,37.0
2004-01-22,36.799999
2004-01-23,36.299999
2004-01-26,35.470001
2004-01-27,35.599998
2004-01-28,35.450001
2004-01-29,34.349998
2004-01-30,34.18
2004-02-02,34.700001
2004-02-03,34.049999
2004-02-04,33.779999
2004-02-05,34.349998
2004-02-06,35.389998999999996
2004-02-09,35.549999
2004-02-10,35.009997999999996
2004-02-11,36.200001
2004-02-12,36.299999
2004-02-13,36.900002
2004-02-17,37.02
2004-02-18,35.540001000000004
2004-02-19,35.75
2004-02-20,34.700001
2004-02-23,34.950001
2004-02-24,34.599998
2004-02-25,34.549999
2004-02-26,35.099998
2004-02-27,37.290001000000004
2004-03-01,38.43
2004-03-02,37.950001
2004-03-03,37.610001000000004
2004-03-04,37.779999
2004-03-05,37.540001000000004
2004-03-08,36.400002
2004-03-09,36.59
2004-03-10,34.599998
2004-03-11,34.119999
2004-03-12,34.5
2004-03-15,33.549999
2004-03-16,34.0
2004-03-17,35.209998999999996
2004-03-18,34.540001000000004
2004-03-19,35.0
2004-03-22,33.790001000000004
2004-03-23,34.5
2004-03-24,34.07
2004-03-25,34.450001
2004-03-26,34.709998999999996
2004-03-29,35.599998
2004-03-30,36.029999
2004-03-31,35.389998999999996
2004-04-01,35.900002
2004-04-02,36.720001
2004-04-05,36.599998
2004-04-06,36.700001
2004-04-07,37.119999
2004-04-08,39.009997999999996
2004-04-12,38.439999
2004-04-13,37.299999
2004-04-14,37.07
2004-04-15,36.709998999999996
2004-04-16,36.73
2004-04-19,36.439999
2004-04-20,36.220001
2004-04-21,36.0
2004-04-22,35.389998999999996
2004-04-23,34.599998
2004-04-26,34.0
2004-04-27,33.610001000000004
2004-04-28,32.650002
2004-04-29,31.700001
2004-04-30,30.75
2004-05-03,30.200001
2004-05-04,31.809998999999998
2004-05-05,31.5
2004-05-06,29.450001
2004-05-07,28.940001000000002
2004-05-10,27.969998999999998
2004-05-11,29.27
2004-05-12,29.629998999999998
2004-05-13,29.35
2004-05-14,28.1
2004-05-17,28.15
2004-05-18,29.52
2004-05-19,30.0
2004-05-20,29.07
2004-05-21,30.42
2004-05-24,30.379998999999998
2004-05-25,30.969998999999998
2004-05-26,30.559998999999998
2004-05-27,32.52
2004-05-28,31.799999
2004-06-01,31.25
2004-06-02,30.799999
2004-06-03,30.200001
2004-06-04,30.57
2004-06-07,32.470001
2004-06-08,31.799999
2004-06-09,31.299999
2004-06-10,30.700001
2004-06-14,29.73
2004-06-15,30.280001000000002
