Date,CNHI
2018-10-15,11.19
2018-10-16,11.6
2018-10-17,11.05
2018-10-18,10.62
2018-10-19,10.58
2018-10-22,10.51
2018-10-23,10.2
2018-10-24,9.68
2018-10-25,9.99
2018-10-26,10.08
2018-10-29,10.2
2018-10-30,10.31
2018-10-31,10.39
2018-11-01,10.61
2018-11-02,10.81
2018-11-05,10.59
2018-11-06,10.61
2018-11-07,10.52
2018-11-08,10.2
2018-11-09,10.03
2018-11-12,9.68
2018-11-13,9.83
2018-11-14,9.8
2018-11-15,9.9
2018-11-16,9.84
2018-11-19,9.65
2018-11-20,9.39
2018-11-21,9.52
2018-11-23,9.51
2018-11-26,9.59
2018-11-27,9.53
2018-11-28,9.71
2018-11-29,9.66
2018-11-30,9.7
2018-12-03,10.45
2018-12-04,9.77
2018-12-06,9.79
2018-12-07,9.53
2018-12-10,9.45
2018-12-11,9.41
2018-12-12,9.61
2018-12-13,9.55
2018-12-14,9.29
2018-12-17,9.24
2018-12-18,9.3
2018-12-19,9.12
2018-12-20,9.11
2018-12-21,8.76
2018-12-24,8.49
2018-12-26,8.89
2018-12-27,9.05
2018-12-28,9.05
2018-12-31,9.21
2019-01-02,9.04
2019-01-03,8.78
2019-01-04,9.42
2019-01-07,9.49
2019-01-08,9.49
2019-01-09,9.64
2019-01-10,9.81
2019-01-11,9.72
2019-01-14,9.68
2019-01-15,9.73
2019-01-16,9.9
2019-01-17,10.09
2019-01-18,10.29
2019-01-22,10.04
2019-01-23,9.98
2019-01-24,9.95
2019-01-25,10.22
2019-01-28,9.92
2019-01-29,10.02
2019-01-30,10.21
2019-01-31,9.91
2019-02-01,9.97
2019-02-04,10.08
2019-02-05,9.98
2019-02-06,10.09
2019-02-07,10.3
2019-02-08,10.32
2019-02-11,10.35
2019-02-12,10.53
2019-02-13,10.63
2019-02-14,10.55
2019-02-15,10.66
2019-02-19,10.56
2019-02-20,10.63
2019-02-21,10.67
2019-02-22,10.86
2019-02-25,10.88
2019-02-26,10.84
2019-02-27,10.8
2019-02-28,10.88
2019-03-01,11.01
2019-03-04,11.0
2019-03-05,10.89
2019-03-06,10.81
2019-03-07,10.48
2019-03-08,10.32
2019-03-11,10.49
2019-03-12,10.56
2019-03-13,10.62
2019-03-14,10.5
2019-03-15,10.6
2019-03-18,10.72
2019-03-19,10.89
2019-03-20,10.94
2019-03-21,10.9
2019-03-22,10.44
2019-03-25,10.39
2019-03-26,10.26
2019-03-27,10.18
2019-03-28,10.18
2019-03-29,10.2
2019-04-01,10.49
2019-04-02,10.58
2019-04-03,10.83
2019-04-04,10.9
2019-04-05,11.0
2019-04-08,10.98
2019-04-09,10.78
2019-04-10,10.73
2019-04-11,10.94
2019-04-12,11.03
2019-04-15,11.13
2019-04-16,11.32
2019-04-17,11.29
2019-04-18,11.23
2019-04-22,11.21
2019-04-23,10.95
2019-04-24,10.76
2019-04-25,10.68
2019-04-26,10.82
2019-04-29,10.91
2019-04-30,10.9
2019-05-01,10.79
2019-05-02,10.71
2019-05-03,10.81
2019-05-06,10.47
2019-05-07,10.09
2019-05-08,9.89
2019-05-09,9.75
2019-05-10,9.78
2019-05-13,9.42
2019-05-14,9.39
2019-05-15,9.17
2019-05-16,9.19
2019-05-17,8.96
2019-05-20,8.86
2019-05-21,8.93
2019-05-22,8.81
2019-05-23,8.55
2019-05-24,8.85
2019-05-28,8.76
2019-05-29,8.78
2019-05-30,8.8
2019-05-31,8.67
2019-06-03,8.75
2019-06-04,9.08
2019-06-05,9.06
2019-06-06,9.07
2019-06-07,9.15
2019-06-10,9.26
2019-06-11,9.42
2019-06-12,9.45
2019-06-13,9.57
2019-06-14,9.48
2019-06-17,9.46
2019-06-18,9.84
2019-06-19,10.11
2019-06-20,10.27
2019-06-21,10.1
2019-06-24,10.09
2019-06-25,10.18
2019-06-26,10.21
2019-06-27,10.28
2019-06-28,10.28
2019-07-01,10.35
2019-07-02,10.27
2019-07-03,10.64
2019-07-05,10.59
2019-07-08,10.63
2019-07-09,10.39
2019-07-10,10.31
2019-07-11,10.27
2019-07-12,10.41
2019-07-15,10.46
2019-07-16,10.46
2019-07-17,10.3
2019-07-18,10.32
2019-07-19,10.28
2019-07-22,10.29
2019-07-23,10.58
2019-07-24,10.74
2019-07-25,10.49
2019-07-26,10.48
2019-07-29,10.35
2019-07-30,10.29
2019-07-31,10.11
2019-08-01,10.02
2019-08-02,9.63
2019-08-05,9.23
2019-08-06,9.21
2019-08-07,9.22
2019-08-08,9.32
2019-08-09,9.14
2019-08-12,8.84
2019-08-13,9.03
2019-08-14,8.66
2019-08-15,8.64
2019-08-16,8.81
2019-08-19,9.38
2019-08-20,9.19
2019-08-21,9.54
2019-08-22,9.53
2019-08-23,9.12
2019-08-26,9.28
2019-08-27,9.24
2019-08-28,9.38
2019-08-29,10.09
2019-08-30,10.26
2019-09-03,9.98
2019-09-04,10.37
2019-09-05,10.47
2019-09-06,10.54
2019-09-09,10.57
2019-09-10,10.79
2019-09-11,10.95
2019-09-12,11.04
2019-09-13,11.2
2019-09-16,11.14
2019-09-17,11.05
2019-09-18,11.02
2019-09-19,11.0
2019-09-20,10.68
2019-09-23,10.69
2019-09-24,10.47
2019-09-25,10.47
2019-09-26,10.35
2019-09-27,10.13
2019-09-30,10.15
2019-10-01,9.9
2019-10-02,9.7
2019-10-03,9.86
2019-10-04,9.93
2019-10-07,9.91
2019-10-08,9.73
2019-10-09,9.88
2019-10-10,10.26
2019-10-11,10.73
2019-10-14,10.67
2019-10-15,10.8
2019-10-16,10.8
2019-10-17,10.83
2019-10-18,10.75
2019-10-21,10.95
2019-10-22,10.93
2019-10-23,10.96
2019-10-24,10.83
2019-10-25,11.01
2019-10-28,11.14
2019-10-29,11.01
2019-10-30,10.92
2019-10-31,10.91
2019-11-01,11.18
2019-11-04,11.62
2019-11-05,11.56
2019-11-06,10.95
2019-11-07,11.02
2019-11-08,11.24
2019-11-11,11.23
2019-11-12,11.19
2019-11-13,11.13
2019-11-14,11.1
2019-11-15,11.24
2019-11-18,10.98
2019-11-19,10.91
2019-11-20,10.81
2019-11-21,10.81
2019-11-22,10.93
2019-11-25,11.04
2019-11-26,11.2
2019-11-27,10.91
2019-11-29,10.75
2019-12-02,10.57
2019-12-03,10.48
2019-12-04,10.55
2019-12-05,10.56
2019-12-06,10.52
2019-12-09,10.5
2019-12-10,10.47
2019-12-11,10.52
2019-12-12,10.73
2019-12-13,10.91
2019-12-16,10.91
2019-12-17,10.97
2019-12-18,11.01
2019-12-19,10.85
2019-12-20,10.98
2019-12-23,11.09
2019-12-24,11.09
2019-12-26,11.15
2019-12-27,11.12
2019-12-30,11.01
2019-12-31,11.0
2020-01-02,11.29
2020-01-03,11.17
2020-01-06,11.12
2020-01-07,10.94
2020-01-08,11.04
2020-01-09,11.04
2020-01-10,10.89
2020-01-13,10.95
2020-01-14,10.89
2020-01-15,10.78
2020-01-16,11.04
2020-01-17,11.07
2020-01-21,10.74
2020-01-22,10.55
2020-01-23,10.65
2020-01-24,10.49
2020-01-27,9.78
2020-01-28,9.97
2020-01-29,9.96
2020-01-30,9.85
2020-01-31,9.42
2020-02-03,9.47
2020-02-04,9.78
2020-02-05,10.05
2020-02-06,10.02
2020-02-07,9.32
2020-02-10,9.29
2020-02-11,9.4
2020-02-12,9.71
2020-02-13,9.52
2020-02-14,9.53
2020-02-18,9.48
2020-02-19,9.52
2020-02-20,9.58
2020-02-21,9.5
2020-02-24,8.76
2020-02-25,8.81
2020-02-26,8.95
2020-02-27,9.15
2020-02-28,9.3
2020-03-02,9.48
2020-03-03,9.17
2020-03-04,9.34
2020-03-05,9.01
2020-03-06,8.92
2020-03-09,7.94
2020-03-10,8.12
2020-03-11,7.49
2020-03-12,6.37
2020-03-13,7.47
2020-03-16,6.47
2020-03-17,6.5
2020-03-18,5.61
2020-03-19,5.76
2020-03-20,5.71
2020-03-23,5.13
2020-03-24,5.26
2020-03-25,5.6
2020-03-26,5.96
2020-03-27,5.91
2020-03-30,5.84
2020-03-31,5.61
2020-04-01,5.69
2020-04-02,5.77
2020-04-03,5.52
2020-04-06,6.07
2020-04-07,6.29
2020-04-08,6.69
2020-04-09,6.54
2020-04-13,6.32
2020-04-14,6.46
2020-04-15,6.02
2020-04-16,5.82
2020-04-17,6.14
2020-04-20,6.18
2020-04-21,6.1
2020-04-22,6.06
2020-04-23,6.34
2020-04-24,6.27
2020-04-27,6.37
2020-04-28,6.25
2020-04-29,6.57
2020-04-30,6.24
2020-05-01,6.01
2020-05-04,5.86
2020-05-05,5.81
2020-05-06,5.56
2020-05-07,5.41
2020-05-08,5.65
