Date,RNSDF
2012-08-03,44.150002
2012-08-06,44.799999
2012-08-07,46.25
2012-08-08,46.25
2012-08-09,46.25
2012-08-10,46.25
2012-08-13,46.25
2012-08-14,46.25
2012-08-15,46.25
2012-08-16,46.25
2012-08-17,46.25
2012-08-20,46.25
2012-08-21,46.25
2012-08-22,46.25
2012-08-23,46.25
2012-08-24,46.25
2012-08-27,46.25
2012-08-28,46.25
2012-08-29,46.25
2012-08-30,46.25
2012-08-31,46.25
2012-09-04,46.25
2012-09-05,46.25
2012-09-06,45.312
2012-09-07,45.312
2012-09-10,45.312
2012-09-11,45.312
2012-09-12,45.312
2012-09-13,45.312
2012-09-14,45.312
2012-09-17,53.348999
2012-09-18,53.348999
2012-09-19,51.351002
2012-09-20,51.351002
2012-09-21,51.150002
2012-09-24,51.150002
2012-09-25,51.150002
2012-09-26,51.150002
2012-09-27,51.150002
2012-09-28,51.150002
2012-10-01,46.849998
2012-10-02,46.849998
2012-10-03,46.849998
2012-10-04,46.849998
2012-10-05,47.5
2012-10-08,45.849998
2012-10-09,45.849998
2012-10-10,45.849998
2012-10-11,45.849998
2012-10-12,44.75
2012-10-15,44.75
2012-10-16,44.75
2012-10-17,48.049999
2012-10-18,48.049999
2012-10-19,48.049999
2012-10-22,48.049999
2012-10-23,48.049999
2012-10-24,48.049999
2012-10-25,48.049999
2012-10-26,48.049999
2012-10-31,45.0
2012-11-01,45.0
2012-11-02,45.0
2012-11-05,45.0
2012-11-06,45.0
2012-11-07,45.0
2012-11-08,45.0
2012-11-09,45.0
2012-11-12,45.0
2012-11-13,42.950001
2012-11-14,42.950001
2012-11-15,42.950001
2012-11-16,43.400002
2012-11-19,46.299999
2012-11-20,45.349998
2012-11-21,47.882999
2012-11-23,47.882999
2012-11-26,47.882999
2012-11-27,49.0
2012-11-28,49.0
2012-11-29,49.0
2012-11-30,50.556999
2012-12-03,49.273998
2012-12-04,48.950001
2012-12-05,48.950001
2012-12-06,48.950001
2012-12-07,48.950001
2012-12-10,50.122002
2012-12-11,50.122002
2012-12-12,50.122002
2012-12-13,50.122002
2012-12-14,50.122002
2012-12-17,55.0
2012-12-18,54.0
2012-12-19,55.450001
2012-12-20,55.450001
2012-12-21,55.450001
2012-12-24,55.450001
2012-12-26,55.450001
2012-12-27,55.450001
2012-12-28,55.450001
2012-12-31,55.450001
2013-01-02,55.450001
2013-01-03,55.450001
2013-01-04,55.450001
2013-01-07,55.450001
2013-01-08,55.450001
2013-01-09,55.450001
2013-01-10,55.450001
2013-01-11,55.450001
2013-01-14,55.450001
2013-01-15,55.450001
2013-01-16,54.75
2013-01-17,54.75
2013-01-18,57.68
2013-01-22,57.68
2013-01-23,57.68
2013-01-24,57.0
2013-01-25,58.601002
2013-01-28,58.601002
2013-01-29,58.601002
2013-01-30,60.831001
2013-01-31,60.599998
2013-02-01,60.599998
2013-02-04,60.599998
2013-02-05,60.599998
2013-02-06,60.599998
2013-02-07,60.599998
2013-02-08,60.599998
2013-02-11,60.599998
2013-02-12,60.599998
2013-02-13,57.849998
2013-02-14,62.0
2013-02-15,62.0
2013-02-19,62.0
2013-02-20,65.0
2013-02-21,65.0
2013-02-22,65.0
2013-02-25,65.0
2013-02-26,65.0
2013-02-27,60.950001
2013-02-28,63.577999
2013-03-01,62.75
2013-03-04,62.75
2013-03-05,65.18
2013-03-06,65.18
2013-03-07,67.5
2013-03-08,69.082001
2013-03-11,69.082001
2013-03-12,70.25
2013-03-13,70.25
2013-03-14,70.25
2013-03-15,70.25
2013-03-18,70.25
2013-03-19,70.25
2013-03-20,70.25
2013-03-21,70.25
2013-03-22,70.25
2013-03-25,64.0
2013-03-26,64.0
2013-03-27,64.0
2013-03-28,64.0
2013-04-01,64.0
2013-04-02,62.700001
2013-04-03,62.700001
2013-04-04,62.700001
2013-04-05,64.589996
2013-04-08,64.589996
2013-04-09,64.589996
2013-04-10,64.589996
2013-04-11,66.102997
2013-04-12,66.102997
2013-04-15,62.5
2013-04-16,62.5
2013-04-17,62.5
2013-04-18,62.5
2013-04-19,62.5
2013-04-22,62.5
2013-04-23,62.5
2013-04-24,62.5
2013-04-25,62.5
2013-04-26,68.0
2013-04-29,70.699997
2013-04-30,70.699997
2013-05-01,70.699997
2013-05-02,70.699997
2013-05-03,70.699997
2013-05-06,70.699997
2013-05-07,70.5
2013-05-08,70.5
2013-05-09,70.5
2013-05-10,67.0
2013-05-13,67.0
2013-05-14,67.0
2013-05-15,67.0
2013-05-16,75.99299599999999
2013-05-17,75.99299599999999
2013-05-20,75.99299599999999
2013-05-21,75.99299599999999
2013-05-22,75.99299599999999
2013-05-23,76.900002
2013-05-24,76.900002
2013-05-28,78.599998
2013-05-29,78.599998
2013-05-30,78.599998
2013-05-31,78.599998
2013-06-03,78.599998
2013-06-04,78.599998
2013-06-05,78.599998
2013-06-06,78.599998
2013-06-07,78.599998
2013-06-10,78.599998
2013-06-11,78.599998
2013-06-12,78.599998
2013-06-13,78.599998
2013-06-14,78.599998
2013-06-17,76.25
2013-06-18,76.25
2013-06-19,76.25
2013-06-20,76.25
2013-06-21,76.25
2013-06-24,76.25
2013-06-25,76.25
2013-06-26,76.25
2013-06-27,76.25
2013-06-28,66.900002
2013-07-01,66.900002
2013-07-02,66.900002
2013-07-03,66.900002
2013-07-05,66.900002
2013-07-08,66.900002
2013-07-09,66.900002
2013-07-10,66.900002
2013-07-11,66.900002
2013-07-12,66.900002
2013-07-15,66.900002
2013-07-16,66.900002
2013-07-17,66.900002
2013-07-18,75.400002
2013-07-19,75.400002
