Date,WOSCF
2010-01-05,22.175291
2010-01-06,22.175291
2010-01-07,22.175291
2010-01-08,24.39282
2010-01-11,24.128828
2010-01-12,24.128828
2010-01-13,25.184793
2010-01-14,25.184793
2010-01-15,25.184793
2010-01-19,25.184793
2010-01-20,25.184793
2010-01-21,24.868004
2010-01-22,24.868004
2010-01-25,24.868004
2010-01-26,24.762407
2010-01-27,24.762407
2010-01-28,23.44245
2010-01-29,23.44245
2010-02-01,23.44245
2010-02-02,23.44245
2010-02-03,23.44245
2010-02-04,23.44245
2010-02-05,22.967264
2010-02-08,22.967264
2010-02-09,22.967264
2010-02-10,22.967264
2010-02-11,22.967264
2010-02-12,22.967264
2010-02-16,22.967264
2010-02-17,22.967264
2010-02-18,22.967264
2010-02-19,22.967264
2010-02-22,22.967264
2010-02-23,26.346357
2010-02-24,26.346357
2010-02-25,26.346357
2010-02-26,26.346357
2010-03-01,25.079197
2010-03-02,25.343189000000002
2010-03-03,25.079197
2010-03-04,25.079197
2010-03-05,25.079197
2010-03-08,25.079197
2010-03-09,25.079197
2010-03-10,25.079197
2010-03-11,25.079197
2010-03-12,25.079197
2010-03-15,25.079197
2010-03-16,25.079197
2010-03-17,25.079197
2010-03-18,26.293558
2010-03-19,26.293558
2010-03-22,26.293558
2010-03-23,26.293558
2010-03-24,26.293558
2010-03-25,26.293558
2010-03-26,26.293558
2010-03-29,25.343189000000002
2010-03-30,25.343189000000002
2010-03-31,25.343189000000002
2010-04-01,25.343189000000002
2010-04-05,25.617741
2010-04-06,25.617741
2010-04-07,25.617741
2010-04-08,25.617741
2010-04-09,25.617741
2010-04-12,25.617741
2010-04-13,25.617741
2010-04-14,25.617741
2010-04-15,25.617741
2010-04-16,25.60718
2010-04-19,25.60718
2010-04-20,25.60718
2010-04-21,25.60718
2010-04-22,25.60718
2010-04-23,25.60718
2010-04-26,25.60718
2010-04-27,25.60718
2010-04-28,25.60718
2010-04-29,25.60718
2010-04-30,25.60718
2010-05-03,25.60718
2010-05-04,25.60718
2010-05-05,25.60718
2010-05-06,25.60718
2010-05-07,25.60718
2010-05-10,25.60718
2010-05-11,24.023232
2010-05-12,24.023232
2010-05-13,24.023232
2010-05-14,24.023232
2010-05-17,24.023232
2010-05-18,24.023232
2010-05-19,24.836325
2010-05-20,24.836325
2010-05-21,24.836325
2010-05-24,24.836325
2010-05-25,24.836325
2010-05-26,24.836325
2010-05-27,24.836325
2010-05-28,24.836325
2010-06-01,24.836325
2010-06-02,24.836325
2010-06-03,24.836325
2010-06-04,24.836325
2010-06-07,24.836325
2010-06-08,24.836325
2010-06-09,24.836325
2010-06-10,24.836325
2010-06-11,24.836325
2010-06-14,24.836325
2010-06-15,24.836325
2010-06-16,24.836325
2010-06-17,24.836325
2010-06-18,24.836325
2010-06-21,24.836325
2010-06-22,24.836325
2010-06-23,23.653643
2010-06-24,23.653643
2010-06-25,23.653643
2010-06-28,23.653643
2010-06-29,23.653643
2010-06-30,23.653643
2010-07-01,23.653643
2010-07-02,21.478354
2010-07-06,21.478354
2010-07-07,21.478354
2010-07-08,21.478354
2010-07-09,21.277719
2010-07-12,21.277719
2010-07-13,21.277719
2010-07-14,21.277719
2010-07-15,21.277719
2010-07-16,21.277719
2010-07-19,21.119324
2010-07-20,21.119324
2010-07-21,21.119324
2010-07-22,21.119324
2010-07-23,21.119324
2010-07-26,21.119324
2010-07-27,21.119324
2010-07-28,21.119324
2010-07-29,21.119324
2010-07-30,21.119324
2010-08-02,21.119324
2010-08-03,21.119324
2010-08-04,21.119324
2010-08-05,21.119324
2010-08-06,21.119324
2010-08-09,21.119324
2010-08-10,21.119324
2010-08-11,21.119324
2010-08-12,21.119324
2010-08-13,21.119324
2010-08-16,21.119324
2010-08-17,21.119324
2010-08-18,21.119324
2010-08-19,21.119324
2010-08-20,21.119324
2010-08-23,21.119324
2010-08-24,21.119324
2010-08-25,21.119324
2010-08-26,21.119324
2010-08-27,21.119324
2010-08-30,21.119324
2010-08-31,21.119324
2010-09-01,21.119324
2010-09-02,21.119324
2010-09-03,21.119324
2010-09-07,21.119324
2010-09-08,21.119324
2010-09-09,21.119324
2010-09-10,21.119324
2010-09-13,21.119324
2010-09-14,21.119324
2010-09-15,21.119324
2010-09-16,21.119324
2010-09-17,21.119324
2010-09-20,21.119324
2010-09-21,21.119324
2010-09-22,24.234425
2010-09-23,24.39282
2010-09-24,25.850051999999998
2010-09-27,25.850051999999998
2010-09-28,25.850051999999998
2010-09-29,25.850051999999998
2010-09-30,25.850051999999998
2010-10-01,26.187962
2010-10-04,26.187962
2010-10-05,26.187962
2010-10-06,26.187962
2010-10-07,26.927139
2010-10-08,26.927139
2010-10-11,26.927139
2010-10-12,26.927139
2010-10-13,26.927139
2010-10-14,26.927139
2010-10-15,26.927139
2010-10-18,28.035902
2010-10-19,28.035902
2010-10-20,28.035902
2010-10-21,28.035902
2010-10-22,28.035902
2010-10-25,28.035902
2010-10-26,28.035902
2010-10-27,28.035902
2010-10-28,28.035902
2010-10-29,28.035902
2010-11-01,28.511087
2010-11-02,28.511087
2010-11-03,28.511087
2010-11-04,28.511087
2010-11-05,28.511087
