Date,WRB
1973-10-23,0.346289
1973-10-24,0.336534
1973-10-25,0.321902
1973-10-26,0.30727
1973-10-29,0.292638
1973-10-30,0.258497
1973-10-31,0.282884
1973-11-01,0.282884
1973-11-02,0.292638
1973-11-05,0.273129
1973-11-06,0.258497
1973-11-07,0.263374
1973-11-08,0.243865
1973-11-09,0.243865
1973-11-12,0.238988
1973-11-13,0.234111
1973-11-14,0.224356
1973-11-15,0.224356
1973-11-16,0.234111
1973-11-19,0.234111
1973-11-20,0.21460100000000001
1973-11-21,0.20972399999999997
1973-11-23,0.20972399999999997
1973-11-26,0.19509200000000002
1973-11-27,0.19021500000000002
1973-11-28,0.19021500000000002
1973-11-29,0.18045999999999998
1973-11-30,0.170706
1973-12-03,0.19021500000000002
1973-12-04,0.18045999999999998
1973-12-05,0.18045999999999998
1973-12-06,0.18045999999999998
1973-12-07,0.19021500000000002
1973-12-10,0.19509200000000002
1973-12-11,0.21460100000000001
1973-12-12,0.21460100000000001
1973-12-13,0.19509200000000002
1973-12-14,0.19509200000000002
1973-12-17,0.19509200000000002
1973-12-18,0.19509200000000002
1973-12-19,0.18045999999999998
1973-12-20,0.18045999999999998
1973-12-21,0.20972399999999997
1973-12-24,0.19997
1973-12-26,0.19997
1973-12-27,0.19997
1973-12-28,0.19509200000000002
1973-12-31,0.19997
1974-01-02,0.19997
1974-01-03,0.19997
1974-01-04,0.234111
1974-01-07,0.238988
1974-01-08,0.25361999999999996
1974-01-09,0.282884
1974-01-10,0.292638
1974-01-11,0.273129
1974-01-14,0.263374
1974-01-15,0.263374
1974-01-16,0.258497
1974-01-17,0.243865
1974-01-18,0.243865
1974-01-21,0.238988
1974-01-22,0.234111
1974-01-23,0.21460100000000001
1974-01-24,0.21460100000000001
1974-01-25,0.21460100000000001
1974-01-28,0.219479
1974-01-29,0.219479
1974-01-30,0.234111
1974-01-31,0.219479
1974-02-01,0.224356
1974-02-04,0.21460100000000001
1974-02-05,0.21460100000000001
1974-02-06,0.219479
1974-02-07,0.219479
1974-02-08,0.224356
1974-02-11,0.219479
1974-02-12,0.234111
1974-02-13,0.243865
1974-02-14,0.25361999999999996
1974-02-15,0.263374
1974-02-19,0.263374
1974-02-20,0.273129
1974-02-21,0.273129
1974-02-22,0.263374
1974-02-25,0.25361999999999996
1974-02-26,0.243865
1974-02-27,0.243865
1974-02-28,0.243865
1974-03-01,0.243865
1974-03-04,0.243865
1974-03-05,0.258497
1974-03-06,0.292638
1974-03-07,0.370675
1974-03-08,0.375553
1974-03-11,0.356043
1974-03-12,0.341411
1974-03-13,0.312148
1974-03-14,0.341411
1974-03-15,0.326779
1974-03-18,0.312148
1974-03-19,0.297516
1974-03-20,0.321902
1974-03-21,0.321902
1974-03-22,0.321902
1974-03-25,0.326779
1974-03-26,0.346289
1974-03-27,0.341411
1974-03-28,0.341411
1974-03-29,0.341411
1974-04-01,0.375553
1974-04-02,0.356043
1974-04-03,0.346289
1974-04-04,0.321902
1974-04-05,0.326779
1974-04-08,0.312148
1974-04-09,0.30239299999999997
1974-04-10,0.273129
1974-04-11,0.273129
1974-04-15,0.273129
1974-04-16,0.258497
1974-04-17,0.263374
1974-04-18,0.273129
1974-04-19,0.258497
1974-04-22,0.258497
1974-04-23,0.258497
1974-04-24,0.258497
1974-04-25,0.258497
1974-04-26,0.273129
1974-04-29,0.263374
1974-04-30,0.258497
1974-05-01,0.258497
1974-05-02,0.258497
1974-05-03,0.25361999999999996
1974-05-06,0.25361999999999996
1974-05-07,0.25361999999999996
1974-05-08,0.25361999999999996
1974-05-09,0.25361999999999996
1974-05-10,0.25361999999999996
1974-05-13,0.25361999999999996
1974-05-14,0.25361999999999996
1974-05-15,0.25361999999999996
1974-05-16,0.224356
1974-05-17,0.224356
1974-05-20,0.224356
1974-05-21,0.234111
1974-05-22,0.224356
1974-05-23,0.21460100000000001
1974-05-24,0.20972399999999997
1974-05-28,0.21460100000000001
1974-05-29,0.19997
1974-05-30,0.19997
1974-05-31,0.19997
1974-06-03,0.20972399999999997
1974-06-04,0.20972399999999997
1974-06-05,0.224356
1974-06-06,0.219479
1974-06-07,0.20972399999999997
1974-06-10,0.19509200000000002
1974-06-11,0.18045999999999998
1974-06-12,0.18045999999999998
1974-06-13,0.18045999999999998
1974-06-14,0.18045999999999998
1974-06-17,0.18045999999999998
1974-06-18,0.18045999999999998
1974-06-19,0.18045999999999998
