Date,BHF
2017-07-17,70.0
2017-07-18,70.0
2017-07-19,68.949997
2017-07-20,69.0
2017-07-21,68.922997
2017-07-24,69.0
2017-07-25,69.084
2017-07-26,69.08000200000001
2017-07-27,68.0
2017-07-28,67.260002
2017-07-31,66.0
2017-08-01,66.25
2017-08-02,64.889999
2017-08-03,64.0
2017-08-04,64.57
2017-08-07,61.720001
2017-08-08,56.900002
2017-08-09,56.720001
2017-08-10,58.5
2017-08-11,57.970001
2017-08-14,57.360001000000004
2017-08-15,58.009997999999996
2017-08-16,57.5
2017-08-17,55.970001
2017-08-18,57.450001
2017-08-21,56.860001000000004
2017-08-22,57.209998999999996
2017-08-23,56.650002
2017-08-24,55.32
2017-08-25,55.540001000000004
2017-08-28,55.34
2017-08-29,55.759997999999996
2017-08-30,57.099998
2017-08-31,57.07
2017-09-01,57.490002000000004
2017-09-05,54.080002
2017-09-06,53.18
2017-09-07,53.0
2017-09-08,54.540001000000004
2017-09-11,55.110001000000004
2017-09-12,55.189999
2017-09-13,55.349998
2017-09-14,55.619999
2017-09-15,56.560001
2017-09-18,57.209998999999996
2017-09-19,56.93
2017-09-20,57.490002000000004
2017-09-21,57.68
2017-09-22,58.349998
2017-09-25,58.68
2017-09-26,60.639998999999996
2017-09-27,61.290001000000004
2017-09-28,60.43
2017-09-29,60.799999
2017-10-02,60.990002000000004
2017-10-03,60.220001
2017-10-04,59.48
2017-10-05,60.57
2017-10-06,61.02
2017-10-09,60.119999
2017-10-10,60.099998
2017-10-11,60.669998
2017-10-12,60.43
2017-10-13,60.400002
2017-10-16,60.240002000000004
2017-10-17,60.630001
2017-10-18,60.709998999999996
2017-10-19,61.200001
2017-10-20,62.119999
2017-10-23,61.73
2017-10-24,62.540001000000004
2017-10-25,62.060001
2017-10-26,63.189999
2017-10-27,63.630001
2017-10-30,62.459998999999996
2017-10-31,62.18
2017-11-01,62.049999
2017-11-02,59.23
2017-11-03,57.82
2017-11-06,56.66
2017-11-07,56.950001
2017-11-08,56.290001000000004
2017-11-09,56.5
2017-11-10,56.580002
2017-11-13,55.990002000000004
2017-11-14,55.380001
2017-11-15,54.970001
2017-11-16,55.419998
2017-11-17,55.669998
2017-11-20,55.459998999999996
2017-11-21,56.91
2017-11-22,57.450001
2017-11-24,57.290001000000004
2017-11-27,57.610001000000004
2017-11-28,58.009997999999996
2017-11-29,59.439999
2017-11-30,58.790001000000004
2017-12-01,58.439999
2017-12-04,58.490002000000004
2017-12-05,58.25
2017-12-06,58.169998
2017-12-07,58.630001
2017-12-08,60.200001
2017-12-11,59.970001
2017-12-12,59.98
2017-12-13,59.369999
2017-12-14,58.73
2017-12-15,58.450001
2017-12-18,58.68
2017-12-19,58.34
2017-12-20,58.139998999999996
2017-12-21,60.389998999999996
2017-12-22,59.540001000000004
2017-12-26,59.689999
2017-12-27,59.07
2017-12-28,59.16
2017-12-29,58.639998999999996
2018-01-02,57.669998
2018-01-03,58.509997999999996
2018-01-04,59.490002000000004
2018-01-05,60.630001
2018-01-08,60.490002000000004
2018-01-09,61.709998999999996
2018-01-10,64.0
2018-01-11,65.25
2018-01-12,65.360001
2018-01-16,63.220001
2018-01-17,64.360001
2018-01-18,63.490002000000004
2018-01-19,64.190002
2018-01-22,64.410004
2018-01-23,64.949997
2018-01-24,64.620003
2018-01-25,64.889999
2018-01-26,65.730003
2018-01-29,67.459999
2018-01-30,65.059998
2018-01-31,64.260002
2018-02-01,64.089996
2018-02-02,62.150002
2018-02-05,59.130001
2018-02-06,58.779999
2018-02-07,59.0
2018-02-08,55.439999
2018-02-09,56.98
2018-02-12,58.23
2018-02-13,53.560001
2018-02-14,55.709998999999996
2018-02-15,56.080002
2018-02-16,56.82
2018-02-20,57.66
2018-02-21,57.439999
2018-02-22,55.169998
2018-02-23,55.34
2018-02-26,55.990002000000004
2018-02-27,55.610001000000004
2018-02-28,54.27
2018-03-01,53.470001
2018-03-02,51.950001
2018-03-05,52.740002000000004
2018-03-06,52.860001000000004
2018-03-07,52.380001
2018-03-08,51.849998
2018-03-09,53.860001000000004
2018-03-12,53.779999
2018-03-13,53.459998999999996
2018-03-14,52.68
2018-03-15,52.509997999999996
2018-03-16,54.73
2018-03-19,53.200001
2018-03-20,54.060001
2018-03-21,53.830002
2018-03-22,52.400002
2018-03-23,50.759997999999996
2018-03-26,52.110001000000004
2018-03-27,50.630001
2018-03-28,51.040001000000004
2018-03-29,51.400002
2018-04-02,49.93
2018-04-03,50.509997999999996
2018-04-04,50.669998
2018-04-05,51.919998
2018-04-06,50.240002000000004
2018-04-09,50.080002
2018-04-10,51.150002
2018-04-11,49.919998
2018-04-12,50.560001
2018-04-13,50.200001
2018-04-16,50.560001
2018-04-17,50.830002
2018-04-18,51.5
2018-04-19,51.959998999999996
2018-04-20,51.529999
2018-04-23,51.599998
2018-04-24,51.41
2018-04-25,51.380001
2018-04-26,51.669998
2018-04-27,51.84
2018-04-30,50.779999
2018-05-01,50.880001
2018-05-02,48.200001
2018-05-03,48.060001
2018-05-04,49.73
2018-05-07,50.299999
2018-05-08,50.259997999999996
2018-05-09,49.009997999999996
2018-05-10,48.669998
2018-05-11,48.110001000000004
2018-05-14,48.799999
2018-05-15,48.419998
2018-05-16,47.580002
2018-05-17,47.970001
2018-05-18,47.18
2018-05-21,47.59
2018-05-22,47.700001
2018-05-23,48.099998
2018-05-24,48.32
2018-05-25,48.279999
2018-05-29,46.400002
2018-05-30,48.259997999999996
2018-05-31,47.110001000000004
2018-06-01,47.279999
2018-06-04,46.889998999999996
2018-06-05,46.77
2018-06-06,46.810001
2018-06-07,46.700001
2018-06-08,46.700001
2018-06-11,46.740002000000004
2018-06-12,46.040001000000004
2018-06-13,46.18
2018-06-14,45.259997999999996
2018-06-15,45.049999
2018-06-18,46.02
2018-06-19,45.669998
2018-06-20,45.610001000000004
2018-06-21,45.009997999999996
2018-06-22,44.490002000000004
2018-06-25,43.23
2018-06-26,42.48
