Date,CFFN
1999-04-01,4.293303
1999-04-05,4.003401
1999-04-06,4.003401
1999-04-07,3.9205730000000005
1999-04-08,4.0862300000000005
1999-04-09,4.031011
1999-04-12,4.058621
1999-04-13,4.058621
1999-04-14,4.14145
1999-04-15,4.14145
1999-04-16,4.196669
1999-04-19,4.224279
1999-04-20,4.169059
1999-04-21,4.169059
1999-04-22,4.169059
1999-04-23,4.0862300000000005
1999-04-26,4.169059
1999-04-27,4.14145
1999-04-28,4.224279
1999-04-29,4.251888
1999-04-30,4.238084
1999-05-03,4.224279
1999-05-04,4.169059
1999-05-05,4.11384
1999-05-06,4.11384
1999-05-07,4.169059
1999-05-10,4.231180999999999
1999-05-11,4.279498
1999-05-12,4.293303
1999-05-13,4.293303
1999-05-14,4.251888
1999-05-17,4.224279
1999-05-18,4.210474
1999-05-19,4.251888
1999-05-20,4.265693
1999-05-21,4.238084
1999-05-24,4.224279
1999-05-25,4.251888
1999-05-26,4.251888
1999-05-27,4.238084
1999-05-28,4.307108
1999-06-01,4.238084
1999-06-02,4.251888
1999-06-03,4.251888
1999-06-04,4.251888
1999-06-07,4.238084
1999-06-08,4.251888
1999-06-09,4.265693
1999-06-10,4.293303
1999-06-11,4.293303
1999-06-14,4.307108
1999-06-15,4.362327
1999-06-16,4.348522
1999-06-17,4.348522
1999-06-18,4.389937000000001
1999-06-21,4.376132
1999-06-22,4.403742
1999-06-23,4.417546
1999-06-24,4.417546
1999-06-25,4.403742
1999-06-28,4.403742
1999-06-29,4.417546
1999-06-30,4.6108139999999995
1999-07-01,4.472766
1999-07-02,4.555594999999999
1999-07-06,4.555594999999999
1999-07-07,4.555594999999999
1999-07-08,4.555594999999999
1999-07-09,4.534888
1999-07-12,4.527985
1999-07-13,4.54179
1999-07-14,4.6108139999999995
1999-07-15,4.6108139999999995
1999-07-16,4.6108139999999995
1999-07-19,4.555594999999999
1999-07-20,4.527985
1999-07-21,4.54179
1999-07-22,4.527985
1999-07-23,4.500375
1999-07-26,4.527985
1999-07-27,4.555594999999999
1999-07-28,4.6108139999999995
1999-07-29,4.583204
1999-07-30,4.583204
1999-08-02,4.5694
1999-08-03,4.583204
1999-08-04,4.555594999999999
1999-08-05,4.527985
1999-08-06,4.500375
1999-08-09,4.500375
1999-08-10,4.500375
1999-08-11,4.500375
1999-08-12,4.472766
1999-08-13,4.472766
1999-08-16,4.472766
1999-08-17,4.479668
1999-08-18,4.445156
1999-08-19,4.445156
1999-08-20,4.472766
1999-08-23,4.417546
1999-08-24,4.445156
1999-08-25,4.445156
1999-08-26,4.472766
1999-08-27,4.458961
1999-08-30,4.403742
1999-08-31,4.472766
1999-09-01,4.445156
1999-09-02,4.431351
1999-09-03,4.472766
1999-09-07,4.472766
1999-09-08,4.472766
1999-09-09,4.472766
1999-09-10,4.472766
1999-09-13,4.472766
1999-09-14,4.472766
1999-09-15,4.445156
1999-09-16,4.445156
1999-09-17,4.458961
1999-09-20,4.445156
1999-09-21,4.348522
1999-09-22,4.348522
1999-09-23,4.307108
1999-09-24,4.3347169999999995
1999-09-27,4.403742
1999-09-28,4.389937000000001
1999-09-29,4.403742
1999-09-30,4.403742
1999-10-01,4.403742
1999-10-04,4.417546
1999-10-05,4.445156
1999-10-06,4.445156
1999-10-07,4.458961
1999-10-08,4.417546
1999-10-11,4.417546
1999-10-12,4.417546
1999-10-13,4.403742
1999-10-14,4.389937000000001
1999-10-15,4.362327
1999-10-18,4.389937000000001
1999-10-19,4.3347169999999995
1999-10-20,4.307108
1999-10-21,4.3347169999999995
1999-10-22,4.362327
