Date,WB
2014-09-30,18.690001000000002
2014-10-01,17.969998999999998
2014-10-02,18.299999
2014-10-03,18.33
2014-10-06,17.719998999999998
2014-10-07,17.379998999999998
2014-10-08,18.129998999999998
2014-10-09,17.52
2014-10-10,17.0
2014-10-13,17.15
2014-10-14,17.16
2014-10-15,17.879998999999998
2014-10-16,18.25
2014-10-17,18.030001000000002
2014-10-20,18.450001
2014-10-21,18.469998999999998
2014-10-22,18.27
2014-10-23,18.43
2014-10-24,18.27
2014-10-27,17.950001
2014-10-28,18.120001000000002
2014-10-29,17.889999
2014-10-30,18.040001
2014-10-31,18.51
2014-11-03,18.85
2014-11-04,19.66
2014-11-05,18.940001000000002
2014-11-06,18.9
2014-11-07,19.030001000000002
2014-11-10,19.74
2014-11-11,19.299999
2014-11-12,19.469998999999998
2014-11-13,19.620001000000002
2014-11-14,18.93
2014-11-17,18.52
2014-11-18,18.280001000000002
2014-11-19,18.02
2014-11-20,18.120001000000002
2014-11-21,18.34
2014-11-24,18.59
2014-11-25,18.290001
2014-11-26,18.030001000000002
2014-11-28,17.950001
2014-12-01,17.26
2014-12-02,17.1
2014-12-03,17.1
2014-12-04,17.139999
2014-12-05,17.08
2014-12-08,16.58
2014-12-09,16.139999
2014-12-10,16.0
2014-12-11,15.8
2014-12-12,16.030001000000002
2014-12-15,15.58
2014-12-16,14.57
2014-12-17,14.24
2014-12-18,15.28
2014-12-19,15.78
2014-12-22,15.26
2014-12-23,14.78
2014-12-24,14.75
2014-12-26,14.81
2014-12-29,14.5
2014-12-30,14.34
2014-12-31,14.24
2015-01-02,14.53
2015-01-05,14.46
2015-01-06,14.54
2015-01-07,14.29
2015-01-08,14.31
2015-01-09,14.13
2015-01-12,13.73
2015-01-13,13.22
2015-01-14,13.02
2015-01-15,12.5
2015-01-16,12.74
2015-01-20,12.97
2015-01-21,13.11
2015-01-22,13.13
2015-01-23,13.25
2015-01-26,13.05
2015-01-27,12.89
2015-01-28,12.51
2015-01-29,12.66
2015-01-30,12.44
2015-02-02,12.48
2015-02-03,12.62
2015-02-04,12.84
2015-02-05,12.41
2015-02-06,12.49
2015-02-09,12.43
2015-02-10,12.61
2015-02-11,13.05
2015-02-12,13.47
2015-02-13,13.3
2015-02-17,13.45
2015-02-18,14.19
2015-02-19,13.98
2015-02-20,13.76
2015-02-23,13.11
2015-02-24,13.31
2015-02-25,13.27
2015-02-26,13.26
2015-02-27,13.34
2015-03-02,13.42
2015-03-03,13.66
2015-03-04,13.85
2015-03-05,14.63
2015-03-06,14.62
2015-03-09,14.55
2015-03-10,14.88
2015-03-11,15.02
2015-03-12,14.87
2015-03-13,14.18
2015-03-16,14.16
2015-03-17,13.55
2015-03-18,13.47
2015-03-19,13.52
2015-03-20,13.51
2015-03-23,13.93
2015-03-24,13.79
2015-03-25,13.41
2015-03-26,13.2
2015-03-27,12.93
2015-03-30,12.83
2015-03-31,12.89
2015-04-01,12.98
2015-04-02,13.33
2015-04-06,13.2
2015-04-07,13.52
2015-04-08,15.3
2015-04-09,15.09
2015-04-10,14.88
2015-04-13,14.3
2015-04-14,14.5
2015-04-15,15.05
2015-04-16,14.96
2015-04-17,14.78
2015-04-20,14.53
2015-04-21,14.53
2015-04-22,16.09
2015-04-23,15.89
2015-04-24,17.200001
2015-04-27,17.26
2015-04-28,16.66
2015-04-29,16.9
2015-04-30,16.68
2015-05-01,16.620001000000002
2015-05-04,16.860001
2015-05-05,16.59
2015-05-06,16.57
2015-05-07,16.709999
2015-05-08,16.620001000000002
2015-05-11,17.09
2015-05-12,16.969998999999998
2015-05-13,16.790001
2015-05-14,17.07
2015-05-15,16.6
2015-05-18,15.66
2015-05-19,15.14
2015-05-20,15.32
2015-05-21,15.55
2015-05-22,16.23
2015-05-26,15.67
2015-05-27,15.95
2015-05-28,16.01
2015-05-29,15.85
2015-06-01,16.879998999999998
2015-06-02,17.6
2015-06-03,19.16
2015-06-04,18.51
2015-06-05,19.76
2015-06-08,19.77
2015-06-09,19.290001
2015-06-10,19.440001000000002
2015-06-11,20.08
2015-06-12,20.299999
2015-06-15,19.559998999999998
2015-06-16,18.809998999999998
2015-06-17,20.059998999999998
2015-06-18,19.26
2015-06-19,18.940001000000002
2015-06-22,18.690001000000002
2015-06-23,19.540001
2015-06-24,19.030001000000002
2015-06-25,18.719998999999998
2015-06-26,17.73
2015-06-29,16.950001
2015-06-30,17.139999
2015-07-01,16.780001000000002
2015-07-02,16.76
2015-07-06,14.18
2015-07-07,13.4
2015-07-08,13.45
2015-07-09,15.3
2015-07-10,15.46
2015-07-13,15.09
2015-07-14,14.94
2015-07-15,14.06
2015-07-16,14.3
2015-07-17,14.54
2015-07-20,14.52
2015-07-21,14.79
2015-07-22,14.6
2015-07-23,14.92
2015-07-24,14.48
2015-07-27,13.87
2015-07-28,14.09
2015-07-29,14.19
2015-07-30,13.76
2015-07-31,14.03
2015-08-03,13.69
2015-08-04,14.12
2015-08-05,13.87
2015-08-06,14.13
2015-08-07,13.81
2015-08-10,14.57
2015-08-11,13.8
2015-08-12,13.25
2015-08-13,13.25
2015-08-14,13.6
2015-08-17,13.09
2015-08-18,13.44
2015-08-19,13.39
2015-08-20,12.61
2015-08-21,12.16
2015-08-24,9.67
2015-08-25,10.66
2015-08-26,11.0
2015-08-27,11.89
2015-08-28,12.31
2015-08-31,12.13
2015-09-01,12.33
2015-09-02,12.51
2015-09-03,12.46
2015-09-04,11.87
2015-09-08,12.0
2015-09-09,11.81
2015-09-10,11.57
2015-09-11,11.73
2015-09-14,11.3
2015-09-15,11.36
2015-09-16,12.05
2015-09-17,12.05
2015-09-18,12.09
2015-09-21,11.81
2015-09-22,11.74
2015-09-23,11.16
2015-09-24,11.52
2015-09-25,11.44
2015-09-28,11.34
2015-09-29,11.24
2015-09-30,11.69
2015-10-01,11.49
2015-10-02,12.88
2015-10-05,13.02
2015-10-06,13.05
2015-10-07,13.45
2015-10-08,13.39
2015-10-09,13.39
2015-10-12,13.26
2015-10-13,13.52
2015-10-14,13.08
2015-10-15,13.73
2015-10-16,15.57
2015-10-19,15.79
2015-10-20,15.91
2015-10-21,15.71
2015-10-22,16.370001000000002
2015-10-23,16.65
2015-10-26,17.02
2015-10-27,17.0
2015-10-28,17.25
2015-10-29,16.15
2015-10-30,16.120001000000002
2015-11-02,16.77
2015-11-03,17.24
2015-11-04,17.51
2015-11-05,17.66
2015-11-06,17.809998999999998
2015-11-09,17.82
2015-11-10,17.6
2015-11-11,17.52
2015-11-12,17.959999
2015-11-13,16.540001
2015-11-16,16.98
2015-11-17,17.09
2015-11-18,17.67
2015-11-19,18.02
2015-11-20,17.84
2015-11-23,17.959999
2015-11-24,17.84
2015-11-25,18.51
2015-11-27,17.870001000000002
2015-11-30,18.6
2015-12-01,18.639999
2015-12-02,18.690001000000002
2015-12-03,18.459999
2015-12-04,18.709999
2015-12-07,18.84
2015-12-08,18.780001000000002
2015-12-09,18.700001
2015-12-10,18.450001
2015-12-11,18.25
2015-12-14,18.33
2015-12-15,18.549999
2015-12-16,18.9
2015-12-17,19.82
2015-12-18,19.32
2015-12-21,19.700001
2015-12-22,20.18
2015-12-23,20.41
2015-12-24,19.99
2015-12-28,19.9
2015-12-29,19.889999
2015-12-30,19.48
2015-12-31,19.5
2016-01-04,18.860001
2016-01-05,19.27
2016-01-06,18.940001000000002
2016-01-07,17.049999
2016-01-08,17.42
2016-01-11,16.65
2016-01-12,16.99
2016-01-13,16.459999
2016-01-14,16.790001
2016-01-15,15.88
2016-01-19,16.02
2016-01-20,15.63
2016-01-21,15.84
2016-01-22,16.209999
2016-01-25,16.309998999999998
2016-01-26,15.55
2016-01-27,15.52
2016-01-28,15.0
2016-01-29,15.22
2016-02-01,15.61
2016-02-02,14.7
2016-02-03,14.41
2016-02-04,14.71
2016-02-05,13.79
2016-02-08,12.94
2016-02-09,12.73
2016-02-10,12.68
2016-02-11,12.3
2016-02-12,12.09
2016-02-16,13.55
2016-02-17,14.33
2016-02-18,14.47
2016-02-19,14.9
2016-02-22,15.48
2016-02-23,15.19
2016-02-24,15.49
2016-02-25,15.01
2016-02-26,15.16
2016-02-29,14.36
2016-03-01,14.74
2016-03-02,14.55
2016-03-03,15.93
2016-03-04,15.77
2016-03-07,16.01
2016-03-08,16.01
2016-03-09,16.780001000000002
2016-03-10,17.719998999999998
2016-03-11,18.08
2016-03-14,17.68
2016-03-15,17.440001000000002
2016-03-16,17.67
2016-03-17,18.1
2016-03-18,18.85
2016-03-21,18.889999
2016-03-22,18.950001
2016-03-23,18.16
2016-03-24,18.01
2016-03-28,18.42
2016-03-29,18.43
2016-03-30,18.34
2016-03-31,17.950001
2016-04-01,17.98
2016-04-04,18.15
2016-04-05,18.0
2016-04-06,20.32
2016-04-07,20.139999
2016-04-08,20.98
2016-04-11,21.200001
2016-04-12,20.98
2016-04-13,21.879998999999998
2016-04-14,21.969998999999998
2016-04-15,21.33
2016-04-18,21.389999
2016-04-19,21.950001
2016-04-20,23.18
2016-04-21,24.07
2016-04-22,23.709999
2016-04-25,24.190001000000002
2016-04-26,24.16
2016-04-27,23.33
2016-04-28,24.190001000000002
2016-04-29,24.469998999999998
2016-05-02,24.379998999999998
2016-05-03,22.700001
2016-05-04,23.299999
2016-05-05,23.59
2016-05-06,22.83
2016-05-09,21.549999
2016-05-10,23.18
2016-05-11,23.08
2016-05-12,22.82
2016-05-13,23.299999
2016-05-16,23.549999
2016-05-17,23.040001
2016-05-18,23.35
2016-05-19,23.1
2016-05-20,23.0
2016-05-23,23.120001000000002
2016-05-24,23.34
2016-05-25,24.25
2016-05-26,23.65
2016-05-27,25.610001
2016-05-31,26.59
2016-06-01,26.85
2016-06-02,26.790001
2016-06-03,27.540001
2016-06-06,28.98
2016-06-07,28.370001000000002
2016-06-08,28.629998999999998
2016-06-09,27.790001
2016-06-10,27.08
2016-06-13,26.719998999999998
2016-06-14,28.09
2016-06-15,27.85
2016-06-16,27.01
2016-06-17,26.719998999999998
2016-06-20,28.040001
2016-06-21,27.82
2016-06-22,26.860001
2016-06-23,27.610001
2016-06-24,27.0
2016-06-27,26.450001
2016-06-28,26.879998999999998
2016-06-29,27.43
2016-06-30,28.41
2016-07-01,28.540001
2016-07-05,28.9
2016-07-06,28.49
2016-07-07,31.57
2016-07-08,30.940001000000002
2016-07-11,31.9
2016-07-12,32.560001
2016-07-13,31.92
2016-07-14,32.580002
2016-07-15,31.99
2016-07-18,32.880001
2016-07-19,33.439999
2016-07-20,33.0
2016-07-21,33.080002
2016-07-22,33.299999
2016-07-25,32.279999
2016-07-26,32.860001000000004
2016-07-27,32.450001
2016-07-28,32.419998
2016-07-29,32.540001000000004
2016-08-01,34.040001000000004
2016-08-02,33.220001
2016-08-03,33.0
2016-08-04,33.860001000000004
2016-08-05,35.860001000000004
2016-08-08,37.169998
2016-08-09,41.810001
2016-08-10,42.939999
2016-08-11,42.68
2016-08-12,42.709998999999996
2016-08-15,45.720001
2016-08-16,43.189999
2016-08-17,43.709998999999996
2016-08-18,45.25
2016-08-19,44.330002
2016-08-22,45.02
2016-08-23,46.43
2016-08-24,45.450001
2016-08-25,45.91
2016-08-26,48.380001
2016-08-29,48.73
2016-08-30,47.540001000000004
2016-08-31,47.77
2016-09-01,49.02
2016-09-02,49.540001000000004
2016-09-06,51.209998999999996
2016-09-07,49.200001
2016-09-08,49.220001
2016-09-09,47.990002000000004
2016-09-12,48.169998
2016-09-13,46.330002
2016-09-14,47.869999
2016-09-15,48.970001
2016-09-16,49.349998
2016-09-19,48.77
2016-09-20,47.75
2016-09-21,49.509997999999996
2016-09-22,49.48
2016-09-23,49.150002
2016-09-26,48.869999
2016-09-27,51.630001
2016-09-28,51.540001000000004
2016-09-29,51.389998999999996
2016-09-30,50.139998999999996
2016-10-03,51.0
2016-10-04,54.34
2016-10-05,53.080002
2016-10-06,52.630001
2016-10-07,51.900002
2016-10-10,55.849998
2016-10-11,52.540001000000004
2016-10-12,53.470001
2016-10-13,52.790001000000004
2016-10-14,53.080002
2016-10-17,52.91
2016-10-18,52.990002000000004
2016-10-19,52.790001000000004
2016-10-20,52.150002
2016-10-21,51.259997999999996
2016-10-24,51.84
2016-10-25,51.439999
2016-10-26,50.700001
2016-10-27,49.68
2016-10-28,48.880001
2016-10-31,46.009997999999996
2016-11-01,46.209998999999996
2016-11-02,44.759997999999996
2016-11-03,44.880001
2016-11-04,45.41
2016-11-07,48.5
2016-11-08,46.669998
2016-11-09,47.91
2016-11-10,44.880001
2016-11-11,45.41
2016-11-14,41.91
2016-11-15,44.810001
2016-11-16,44.52
2016-11-17,44.759997999999996
2016-11-18,44.279999
2016-11-21,45.610001000000004
2016-11-22,48.959998999999996
2016-11-23,49.950001
2016-11-25,49.049999
2016-11-28,51.790001000000004
2016-11-29,51.73
2016-11-30,51.310001
2016-12-01,46.099998
2016-12-02,46.400002
2016-12-05,47.560001
2016-12-06,46.200001
2016-12-07,47.279999
2016-12-08,48.759997999999996
2016-12-09,48.450001
2016-12-12,46.610001000000004
2016-12-13,46.389998999999996
2016-12-14,45.470001
2016-12-15,43.630001
2016-12-16,43.360001000000004
2016-12-19,42.110001000000004
2016-12-20,42.540001000000004
2016-12-21,42.689999
2016-12-22,40.689999
2016-12-23,41.25
2016-12-27,42.470001
2016-12-28,41.459998999999996
2016-12-29,41.139998999999996
2016-12-30,40.599998
2017-01-03,41.549999
2017-01-04,43.200001
2017-01-05,44.939999
2017-01-06,44.75
2017-01-09,45.130001
2017-01-10,45.700001
2017-01-11,45.380001
2017-01-12,46.150002
2017-01-13,47.689999
2017-01-17,46.650002
2017-01-18,46.759997999999996
2017-01-19,47.080002
2017-01-20,46.91
2017-01-23,47.529999
2017-01-24,48.200001
2017-01-25,48.599998
2017-01-26,47.43
2017-01-27,48.110001000000004
2017-01-30,47.389998999999996
2017-01-31,48.220001
2017-02-01,47.970001
2017-02-02,49.110001000000004
2017-02-03,48.549999
2017-02-06,50.849998
2017-02-07,53.240002000000004
2017-02-08,52.919998
2017-02-09,53.900002
2017-02-10,53.099998
2017-02-13,54.389998999999996
2017-02-14,54.869999
2017-02-15,54.169998
2017-02-16,55.259997999999996
2017-02-17,55.310001
2017-02-21,58.09
2017-02-22,58.209998999999996
2017-02-23,48.889998999999996
2017-02-24,51.09
2017-02-27,51.439999
2017-02-28,50.52
2017-03-01,51.169998
2017-03-02,50.5
2017-03-03,50.299999
2017-03-06,49.669998
2017-03-07,49.639998999999996
2017-03-08,49.950001
2017-03-09,48.619999
2017-03-10,47.84
2017-03-13,49.84
2017-03-14,49.130001
2017-03-15,49.700001
2017-03-16,51.139998999999996
2017-03-17,51.099998
2017-03-20,50.720001
2017-03-21,47.75
2017-03-22,48.919998
2017-03-23,49.150002
2017-03-24,49.779999
2017-03-27,50.889998999999996
2017-03-28,51.610001000000004
2017-03-29,53.610001000000004
2017-03-30,52.470001
2017-03-31,52.18
2017-04-03,52.259997999999996
2017-04-04,50.380001
2017-04-05,49.720001
2017-04-06,49.860001000000004
2017-04-07,49.75
2017-04-10,50.610001000000004
2017-04-11,50.580002
2017-04-12,50.380001
2017-04-13,50.16
2017-04-17,50.459998999999996
2017-04-18,50.389998999999996
2017-04-19,50.560001
2017-04-20,51.939999
2017-04-21,52.869999
2017-04-24,53.650002
2017-04-25,54.209998999999996
2017-04-26,54.990002000000004
2017-04-27,55.369999
2017-04-28,55.860001000000004
2017-05-01,55.299999
2017-05-02,55.34
2017-05-03,54.700001
2017-05-04,55.57
2017-05-05,56.669998
2017-05-08,59.330002
2017-05-09,61.029999
2017-05-10,62.509997999999996
2017-05-11,62.619999
2017-05-12,62.439999
2017-05-15,62.900002
2017-05-16,78.599998
2017-05-17,74.800003
2017-05-18,79.040001
2017-05-19,78.309998
2017-05-22,80.75
2017-05-23,76.980003
2017-05-24,75.349998
2017-05-25,77.57
2017-05-26,77.57
2017-05-30,74.510002
2017-05-31,73.529999
2017-06-01,74.139999
2017-06-02,74.519997
2017-06-05,75.290001
2017-06-06,75.480003
2017-06-07,78.82
2017-06-08,77.629997
2017-06-09,74.910004
2017-06-12,74.739998
2017-06-13,73.940002
2017-06-14,71.809998
2017-06-15,71.940002
2017-06-16,71.099998
2017-06-19,74.769997
2017-06-20,74.08000200000001
2017-06-21,76.959999
2017-06-22,72.25
2017-06-23,72.379997
2017-06-26,71.610001
2017-06-27,69.08000200000001
2017-06-28,69.360001
2017-06-29,67.43
2017-06-30,66.470001
2017-07-03,68.33000200000001
2017-07-05,68.620003
2017-07-06,68.290001
2017-07-07,69.41999799999999
2017-07-10,68.760002
2017-07-11,68.800003
2017-07-12,72.559998
2017-07-13,73.110001
2017-07-14,74.309998
2017-07-17,72.43
2017-07-18,74.349998
2017-07-19,74.199997
2017-07-20,73.550003
2017-07-21,73.93
2017-07-24,76.699997
2017-07-25,76.0
2017-07-26,76.349998
2017-07-27,74.120003
2017-07-28,76.349998
2017-07-31,76.949997
2017-08-01,77.650002
2017-08-02,76.139999
2017-08-03,78.279999
2017-08-04,78.769997
2017-08-07,86.260002
2017-08-08,86.260002
2017-08-09,87.230003
2017-08-10,82.199997
2017-08-11,82.720001
2017-08-14,85.860001
2017-08-15,85.459999
2017-08-16,88.110001
2017-08-17,88.32
2017-08-18,89.68
2017-08-21,91.059998
2017-08-22,94.410004
2017-08-23,97.410004
2017-08-24,98.209999
2017-08-25,95.989998
2017-08-28,95.08000200000001
2017-08-29,96.959999
2017-08-30,97.900002
2017-08-31,101.099998
2017-09-01,104.720001
2017-09-05,102.900002
2017-09-06,102.339996
2017-09-07,106.68
2017-09-08,104.809998
2017-09-11,106.610001
2017-09-12,106.610001
2017-09-13,106.099998
2017-09-14,106.980003
2017-09-15,106.110001
2017-09-18,104.93
2017-09-19,105.339996
2017-09-20,100.800003
2017-09-21,99.809998
2017-09-22,100.040001
2017-09-25,95.559998
2017-09-26,96.910004
2017-09-27,98.449997
2017-09-28,98.089996
2017-09-29,98.940002
2017-10-02,100.389999
2017-10-03,104.209999
2017-10-04,103.190002
2017-10-05,101.5
2017-10-06,100.400002
2017-10-09,100.33000200000001
2017-10-10,99.720001
2017-10-11,99.699997
2017-10-12,98.860001
2017-10-13,99.739998
2017-10-16,99.07
2017-10-17,98.18
2017-10-18,99.269997
2017-10-19,96.889999
2017-10-20,95.480003
2017-10-23,96.07
2017-10-24,95.83000200000001
2017-10-25,90.349998
2017-10-26,89.959999
2017-10-27,90.889999
2017-10-30,89.870003
2017-10-31,92.650002
2017-11-01,96.599998
2017-11-02,94.68
2017-11-03,96.410004
2017-11-06,99.209999
2017-11-07,99.279999
2017-11-08,108.970001
2017-11-09,109.290001
2017-11-10,105.160004
2017-11-13,108.58000200000001
2017-11-14,112.209999
2017-11-15,111.16999799999999
2017-11-16,117.720001
2017-11-17,115.730003
2017-11-20,120.43
2017-11-21,119.540001
2017-11-22,117.449997
2017-11-24,117.489998
2017-11-27,114.370003
2017-11-28,116.010002
2017-11-29,110.82
2017-11-30,108.559998
2017-12-01,104.83000200000001
2017-12-04,102.029999
2017-12-05,100.410004
2017-12-06,98.360001
2017-12-07,100.709999
2017-12-08,100.239998
2017-12-11,104.0
2017-12-12,101.690002
2017-12-13,103.529999
2017-12-14,101.83000200000001
2017-12-15,102.720001
2017-12-18,107.989998
2017-12-19,107.160004
2017-12-20,105.529999
2017-12-21,107.720001
2017-12-22,106.82
2017-12-26,105.08000200000001
2017-12-27,104.370003
2017-12-28,104.33000200000001
2017-12-29,103.459999
2018-01-02,113.16999799999999
2018-01-03,115.089996
2018-01-04,116.209999
2018-01-05,120.860001
2018-01-08,120.029999
2018-01-09,121.68
2018-01-10,120.099998
2018-01-11,119.93
2018-01-12,121.440002
2018-01-16,123.190002
2018-01-17,129.199997
2018-01-18,129.619995
2018-01-19,130.28999299999998
2018-01-22,131.130005
2018-01-23,131.729996
2018-01-24,128.580002
2018-01-25,130.520004
2018-01-26,136.100006
2018-01-29,132.139999
2018-01-30,128.58999599999999
2018-01-31,129.570007
2018-02-01,130.100006
2018-02-02,121.440002
2018-02-05,117.510002
2018-02-06,118.309998
2018-02-07,117.529999
2018-02-08,111.760002
2018-02-09,115.349998
2018-02-12,118.309998
2018-02-13,129.66000400000001
2018-02-14,139.639999
2018-02-15,135.119995
2018-02-16,134.740005
2018-02-20,133.899994
2018-02-21,136.75
2018-02-22,134.71000700000002
2018-02-23,139.740005
2018-02-26,132.770004
2018-02-27,129.130005
2018-02-28,128.520004
2018-03-01,127.779999
2018-03-02,130.550003
2018-03-05,131.279999
2018-03-06,135.600006
2018-03-07,138.929993
2018-03-08,137.570007
2018-03-09,137.509995
2018-03-12,130.679993
2018-03-13,131.130005
2018-03-14,131.490005
2018-03-15,133.720001
2018-03-16,133.029999
2018-03-19,133.559998
2018-03-20,135.940002
2018-03-21,134.139999
2018-03-22,124.809998
2018-03-23,122.779999
2018-03-26,128.779999
2018-03-27,118.230003
2018-03-28,115.089996
2018-03-29,119.540001
2018-04-02,115.809998
2018-04-03,115.010002
2018-04-04,116.529999
2018-04-05,116.129997
2018-04-06,113.599998
2018-04-09,117.139999
2018-04-10,123.57
2018-04-11,123.910004
2018-04-12,122.589996
2018-04-13,114.18
2018-04-16,116.550003
2018-04-17,120.379997
2018-04-18,118.379997
2018-04-19,118.32
2018-04-20,119.089996
2018-04-23,117.949997
2018-04-24,114.129997
2018-04-25,108.879997
2018-04-26,111.610001
2018-04-27,111.870003
2018-04-30,114.519997
2018-05-01,115.5
2018-05-02,116.33000200000001
2018-05-03,115.699997
2018-05-04,115.279999
2018-05-07,123.360001
2018-05-08,127.989998
2018-05-09,109.82
2018-05-10,112.739998
2018-05-11,107.32
2018-05-14,107.800003
2018-05-15,104.550003
2018-05-16,103.839996
2018-05-17,101.800003
2018-05-18,101.620003
2018-05-21,101.449997
2018-05-22,102.660004
2018-05-23,103.480003
2018-05-24,102.400002
2018-05-25,102.57
2018-05-29,102.209999
2018-05-30,102.260002
2018-05-31,101.910004
2018-06-01,103.300003
2018-06-04,104.370003
2018-06-05,106.190002
2018-06-06,105.16999799999999
2018-06-07,105.199997
2018-06-08,106.540001
2018-06-11,103.839996
2018-06-12,105.889999
2018-06-13,107.370003
2018-06-14,111.309998
2018-06-15,109.68
2018-06-18,107.309998
2018-06-19,101.16999799999999
2018-06-20,104.199997
2018-06-21,98.650002
2018-06-22,98.16999799999999
2018-06-25,93.309998
2018-06-26,92.269997
2018-06-27,87.139999
2018-06-28,87.93
2018-06-29,88.760002
2018-07-02,89.07
2018-07-03,88.029999
2018-07-05,88.07
2018-07-06,90.440002
2018-07-09,90.970001
2018-07-10,90.279999
2018-07-11,88.620003
2018-07-12,90.650002
2018-07-13,90.66999799999999
2018-07-16,90.269997
2018-07-17,90.739998
2018-07-18,89.510002
2018-07-19,87.07
2018-07-20,88.099998
2018-07-23,88.360001
2018-07-24,88.269997
2018-07-25,89.720001
2018-07-26,88.0
2018-07-27,87.050003
2018-07-30,82.099998
2018-07-31,82.75
2018-08-01,81.970001
2018-08-02,79.989998
2018-08-03,80.790001
2018-08-06,83.099998
2018-08-07,83.470001
2018-08-08,80.089996
2018-08-09,80.120003
2018-08-10,80.550003
2018-08-13,76.839996
2018-08-14,75.589996
2018-08-15,72.790001
2018-08-16,73.959999
2018-08-17,74.900002
2018-08-20,76.760002
2018-08-21,78.150002
2018-08-22,79.230003
2018-08-23,78.059998
2018-08-24,78.57
2018-08-27,80.769997
2018-08-28,80.099998
2018-08-29,79.860001
2018-08-30,76.440002
2018-08-31,76.739998
2018-09-04,76.010002
2018-09-05,72.300003
2018-09-06,72.260002
2018-09-07,72.989998
2018-09-10,70.660004
2018-09-11,68.720001
2018-09-12,69.32
2018-09-13,73.349998
2018-09-14,72.860001
2018-09-17,72.410004
2018-09-18,72.050003
2018-09-19,75.910004
2018-09-20,77.410004
2018-09-21,77.690002
2018-09-24,75.68
2018-09-25,75.699997
2018-09-26,76.08000200000001
2018-09-27,76.199997
2018-09-28,73.129997
2018-10-01,72.519997
2018-10-02,68.400002
2018-10-03,69.370003
2018-10-04,65.540001
2018-10-05,64.25
2018-10-08,64.07
2018-10-09,61.080002
2018-10-10,56.5
2018-10-11,55.82
2018-10-12,59.639998999999996
2018-10-15,60.369999
2018-10-16,63.139998999999996
2018-10-17,60.66
2018-10-18,58.490002000000004
2018-10-19,56.990002000000004
2018-10-22,60.869999
2018-10-23,58.810001
2018-10-24,54.970001
2018-10-25,56.330002
2018-10-26,57.130001
2018-10-29,54.650002
2018-10-30,55.07
2018-10-31,59.009997999999996
2018-11-01,66.25
2018-11-02,64.75
2018-11-05,64.139999
2018-11-06,65.0
2018-11-07,65.089996
2018-11-08,61.57
2018-11-09,57.16
2018-11-12,54.599998
2018-11-13,55.459998999999996
2018-11-14,57.169998
2018-11-15,60.060001
2018-11-16,59.25
2018-11-19,56.799999
2018-11-20,56.849998
2018-11-21,60.060001
2018-11-23,56.93
2018-11-26,59.25
2018-11-27,59.099998
