Date,ZFSVF
2010-10-08,238.5
2010-10-11,240.5
2010-10-12,237.899994
2010-10-13,240.039993
2010-10-14,245.149994
2010-10-15,245.149994
2010-10-18,245.149994
2010-10-19,242.979996
2010-10-20,245.02999900000003
2010-10-21,245.02999900000003
2010-10-22,243.0
2010-10-25,243.0
2010-10-26,243.0
2010-10-27,243.0
2010-10-28,243.0
2010-10-29,243.0
2010-11-01,243.0
2010-11-02,249.44999700000002
2010-11-03,249.44999700000002
2010-11-04,249.44999700000002
2010-11-05,245.0
2010-11-08,245.0
2010-11-09,239.5
2010-11-10,240.75
2010-11-11,238.5
2010-11-12,237.0
2010-11-15,235.97000099999997
2010-11-16,235.97000099999997
2010-11-17,236.520004
2010-11-18,236.520004
2010-11-19,236.520004
2010-11-22,236.520004
2010-11-23,236.520004
2010-11-24,236.520004
2010-11-26,236.520004
2010-11-29,236.520004
2010-11-30,236.520004
2010-12-01,236.520004
2010-12-02,237.0
2010-12-03,237.100006
2010-12-06,237.100006
2010-12-07,234.75
2010-12-08,241.5
2010-12-09,247.86999500000002
2010-12-10,248.5
2010-12-13,252.19999700000002
2010-12-14,252.850006
2010-12-15,251.210007
2010-12-16,251.0
2010-12-17,251.0
2010-12-20,252.08999599999999
2010-12-21,254.75
2010-12-22,257.049988
2010-12-23,257.049988
2010-12-27,254.94999700000002
2010-12-28,258.950012
2010-12-29,258.950012
2010-12-30,258.950012
2010-12-31,258.950012
2011-01-03,258.950012
2011-01-04,258.950012
2011-01-05,255.399994
2011-01-06,259.5
2011-01-07,256.850006
2011-01-10,256.850006
2011-01-11,251.149994
2011-01-12,258.200012
2011-01-13,261.100006
2011-01-14,260.5
2011-01-18,260.5
2011-01-19,260.5
2011-01-20,260.5
2011-01-21,269.0
2011-01-24,269.0
2011-01-25,269.0
2011-01-26,272.100006
2011-01-27,272.100006
2011-01-28,274.5
2011-01-31,275.149994
2011-02-01,280.100006
2011-02-02,280.5
2011-02-03,276.97000099999997
2011-02-04,273.0
2011-02-07,275.200012
2011-02-08,275.200012
2011-02-09,278.299988
2011-02-10,271.75
2011-02-11,271.75
2011-02-14,274.100006
2011-02-15,278.350006
2011-02-16,282.950012
2011-02-17,288.0
2011-02-18,287.0
2011-02-22,285.5
2011-02-23,285.5
2011-02-24,286.700012
2011-02-25,288.0
2011-02-28,288.0
2011-03-01,288.0
2011-03-02,291.440002
2011-03-03,288.76001
2011-03-04,289.0
2011-03-07,285.399994
2011-03-08,283.850006
2011-03-09,286.399994
2011-03-10,280.0
2011-03-11,276.179993
2011-03-14,276.179993
2011-03-15,263.700012
2011-03-16,262.0
2011-03-17,262.0
2011-03-18,272.51001
2011-03-21,272.51001
2011-03-22,272.51001
2011-03-23,272.51001
2011-03-24,282.709991
2011-03-25,282.709991
2011-03-28,282.48999
2011-03-29,281.570007
2011-03-30,281.019989
2011-03-31,280.920013
2011-04-01,280.920013
2011-04-04,280.920013
2011-04-05,263.899994
2011-04-06,269.299988
2011-04-07,269.299988
2011-04-08,268.97000099999997
2011-04-11,269.549988
2011-04-12,270.690002
2011-04-13,270.690002
2011-04-14,270.690002
2011-04-15,265.72000099999997
2011-04-18,261.170013
2011-04-19,261.170013
2011-04-20,264.75
2011-04-21,268.910004
2011-04-25,270.049988
2011-04-26,270.040009
2011-04-27,270.040009
2011-04-28,275.77999900000003
2011-04-29,280.410004
2011-05-02,280.410004
2011-05-03,280.410004
2011-05-04,281.339996
2011-05-05,269.149994
2011-05-06,269.25
2011-05-09,264.149994
2011-05-10,265.799988
2011-05-11,263.049988
2011-05-12,263.049988
2011-05-13,263.049988
2011-05-16,256.410004
2011-05-17,257.23999
2011-05-18,257.23999
2011-05-19,257.23999
2011-05-20,257.23999
2011-05-23,257.23999
2011-05-24,257.23999
2011-05-25,257.23999
2011-05-26,257.23999
2011-05-27,257.23999
2011-05-31,267.100006
2011-06-01,266.649994
2011-06-02,266.649994
2011-06-03,266.649994
2011-06-06,264.100006
2011-06-07,262.790009
2011-06-08,262.790009
2011-06-09,259.799988
2011-06-10,256.399994
2011-06-13,256.399994
2011-06-14,262.75
2011-06-15,255.350006
2011-06-16,255.350006
2011-06-17,255.350006
2011-06-20,255.350006
2011-06-21,255.350006
2011-06-22,252.539993
2011-06-23,252.539993
2011-06-24,242.649994
2011-06-27,245.919998
2011-06-28,246.809998
2011-06-29,249.19999700000002
2011-06-30,253.25
2011-07-01,253.25
2011-07-05,254.169998
2011-07-06,254.169998
2011-07-07,248.19999700000002
2011-07-08,246.789993
2011-07-11,240.399994
2011-07-12,236.5
2011-07-13,236.5
2011-07-14,240.149994
2011-07-15,240.149994
2011-07-18,240.149994
2011-07-19,233.520004
2011-07-20,238.61999500000002
2011-07-21,248.44999700000002
2011-07-22,246.30000299999998
2011-07-25,245.44999700000002
2011-07-26,245.19999700000002
2011-07-27,245.19999700000002
2011-07-28,239.30000299999998
2011-07-29,239.30000299999998
2011-08-01,237.94999700000002
2011-08-02,237.94999700000002
2011-08-03,237.94999700000002
2011-08-04,220.0
2011-08-05,216.0
2011-08-08,205.66000400000001
2011-08-09,202.080002
2011-08-10,198.0
2011-08-11,213.0
2011-08-12,222.940002
2011-08-15,222.940002
2011-08-16,222.940002
2011-08-17,218.94999700000002
2011-08-18,209.97000099999997
2011-08-19,213.69999700000002
2011-08-22,213.69999700000002
2011-08-23,217.440002
2011-08-24,219.19999700000002
2011-08-25,219.19999700000002
2011-08-26,209.479996
2011-08-29,214.69999700000002
2011-08-30,216.350006
2011-08-31,226.649994
2011-09-01,224.55000299999998
2011-09-02,224.55000299999998
2011-09-06,224.55000299999998
2011-09-07,196.600006
2011-09-08,196.600006
2011-09-09,196.600006
2011-09-12,179.949997
2011-09-13,179.949997
