Date,VIVEF
2009-02-13,25.9
2009-02-17,24.299999
2009-02-18,24.0
2009-02-19,24.0
2009-02-20,24.0
2009-02-23,23.1
2009-02-24,24.049999
2009-02-25,23.5
2009-02-26,23.940001000000002
2009-02-27,23.9
2009-03-02,23.4
2009-03-03,23.799999
2009-03-04,24.75
2009-03-05,23.65
2009-03-06,24.0
2009-03-09,23.25
2009-03-10,23.25
2009-03-11,23.370001000000002
2009-03-12,24.25
2009-03-13,24.25
2009-03-16,25.25
2009-03-17,24.700001
2009-03-18,25.299999
2009-03-19,26.6
2009-03-20,26.6
2009-03-23,26.6
2009-03-24,27.200001
2009-03-25,27.4
2009-03-26,27.450001
2009-03-27,26.0
2009-03-30,25.299999
2009-03-31,26.299999
2009-04-01,26.5
2009-04-02,28.200001
2009-04-03,28.200001
2009-04-06,26.65
2009-04-07,26.35
2009-04-08,26.35
2009-04-09,26.950001
2009-04-13,26.950001
2009-04-14,26.0
2009-04-15,25.700001
2009-04-16,25.5
2009-04-17,25.5
2009-04-20,25.1
2009-04-21,25.1
2009-04-22,25.4
2009-04-23,25.4
2009-04-24,26.200001
2009-04-27,26.0
2009-04-28,25.75
2009-04-29,26.75
2009-04-30,26.75
2009-05-01,26.85
2009-05-04,27.6
2009-05-05,27.75
2009-05-06,27.75
2009-05-07,27.65
2009-05-08,28.0
2009-05-11,28.0
2009-05-12,26.75
2009-05-13,26.75
2009-05-14,25.5
2009-05-15,25.25
2009-05-18,25.700001
2009-05-19,25.700001
2009-05-20,25.6
2009-05-21,26.35
2009-05-22,26.35
2009-05-26,26.65
2009-05-27,26.299999
2009-05-28,25.860001
2009-05-29,25.860001
2009-06-01,25.860001
2009-06-02,25.860001
2009-06-03,26.5
2009-06-04,26.5
2009-06-05,26.5
2009-06-08,24.5
2009-06-09,24.75
2009-06-10,24.85
2009-06-11,24.549999
2009-06-12,24.85
2009-06-15,23.25
2009-06-16,23.6
2009-06-17,24.25
2009-06-18,25.4
2009-06-19,24.549999
2009-06-22,23.9
2009-06-23,23.9
2009-06-24,23.9
2009-06-25,24.35
2009-06-26,24.15
2009-06-29,24.15
2009-06-30,24.1
2009-07-01,24.0
2009-07-02,23.25
2009-07-06,23.25
2009-07-07,23.280001000000002
2009-07-08,22.950001
2009-07-09,23.75
2009-07-10,23.75
2009-07-13,23.450001
2009-07-14,23.65
2009-07-15,23.65
2009-07-16,24.700001
2009-07-17,24.4
2009-07-20,26.01
2009-07-21,25.75
2009-07-22,25.549999
2009-07-23,25.5
2009-07-24,25.35
2009-07-27,25.35
2009-07-28,25.35
2009-07-29,25.35
2009-07-30,25.35
2009-07-31,25.549999
2009-08-03,27.0
2009-08-04,27.0
2009-08-05,27.25
2009-08-06,26.5
2009-08-07,26.65
2009-08-10,26.35
2009-08-11,26.25
2009-08-12,26.25
2009-08-13,26.5
2009-08-14,25.75
2009-08-17,25.65
2009-08-18,25.6
2009-08-19,25.5
2009-08-20,25.799999
2009-08-21,26.85
2009-08-24,26.75
2009-08-25,26.75
2009-08-26,27.75
2009-08-27,27.700001
2009-08-28,28.200001
2009-08-31,28.299999
2009-09-01,28.43
2009-09-02,28.700001
2009-09-03,28.200001
2009-09-04,28.35
2009-09-08,29.0
2009-09-09,28.450001
2009-09-10,27.74
2009-09-11,27.74
2009-09-14,28.85
2009-09-15,29.0
2009-09-16,29.6
2009-09-17,30.0
2009-09-18,30.4
2009-09-21,30.25
2009-09-22,31.35
2009-09-23,31.35
2009-09-24,30.65
2009-09-25,31.0
2009-09-28,30.799999
2009-09-29,30.6
2009-09-30,30.610001
2009-10-01,31.0
2009-10-02,31.0
2009-10-05,30.82
2009-10-06,30.799999
2009-10-07,30.299999
2009-10-08,30.450001
2009-10-09,29.969998999999998
2009-10-12,29.969998999999998
2009-10-13,29.75
2009-10-14,30.9
2009-10-15,30.049999
2009-10-16,30.1
2009-10-19,30.1
2009-10-20,30.0
2009-10-21,29.950001
2009-10-22,29.950001
2009-10-23,29.5
2009-10-26,29.5
2009-10-27,28.6
2009-10-28,28.200001
2009-10-29,28.6
2009-10-30,28.0
2009-11-02,27.25
2009-11-03,27.25
2009-11-04,27.25
2009-11-05,28.549999
2009-11-06,28.450001
2009-11-09,29.549999
2009-11-10,29.549999
2009-11-11,29.530001000000002
2009-11-12,28.75
2009-11-13,29.15
2009-11-16,28.0
2009-11-17,28.75
2009-11-18,28.9
2009-11-19,28.6
2009-11-20,28.5
2009-11-23,28.549999
2009-11-24,28.549999
2009-11-25,29.4
2009-11-27,29.049999
2009-11-30,28.9
2009-12-01,30.1
2009-12-02,30.4
2009-12-03,30.4
2009-12-04,30.5
2009-12-07,30.65
2009-12-08,29.950001
2009-12-09,29.65
2009-12-10,29.370001000000002
2009-12-11,29.700001
2009-12-14,30.049999
2009-12-15,29.85
2009-12-16,29.75
2009-12-17,29.15
2009-12-18,29.15
2009-12-21,29.549999
2009-12-22,29.83
2009-12-23,30.1
2009-12-24,30.1
2009-12-28,30.1
2009-12-29,30.35
2009-12-30,30.0
2009-12-31,29.65
2010-01-04,30.5
2010-01-05,31.0
2010-01-06,30.25
2010-01-07,30.0
2010-01-08,30.200001
2010-01-11,30.25
2010-01-12,29.75
2010-01-13,30.1
2010-01-14,30.6
2010-01-15,30.6
2010-01-19,29.0
2010-01-20,28.15
2010-01-21,27.450001
2010-01-22,27.809998999999998
2010-01-25,27.35
2010-01-26,27.35
2010-01-27,27.0
2010-01-28,26.049999
2010-01-29,26.02
2010-02-01,25.5
2010-02-02,25.85
2010-02-03,26.25
2010-02-04,25.25
2010-02-05,25.25
2010-02-08,24.450001
2010-02-09,24.450001
2010-02-10,24.85
2010-02-11,24.9
2010-02-12,24.25
2010-02-16,24.85
2010-02-17,24.9
2010-02-18,25.049999
2010-02-19,25.25
2010-02-22,25.35
2010-02-23,25.35
2010-02-24,24.950001
2010-02-25,24.950001
2010-02-26,25.1
2010-03-01,25.280001000000002
2010-03-02,25.5
2010-03-03,26.0
2010-03-04,25.9
2010-03-05,26.1
2010-03-08,26.1
2010-03-09,26.0
2010-03-10,26.559998999999998
2010-03-11,26.4
2010-03-12,26.9
2010-03-15,26.450001
2010-03-16,26.700001
2010-03-17,26.9
2010-03-18,26.799999
2010-03-19,26.799999
2010-03-22,26.0
2010-03-23,26.0
2010-03-24,25.950001
2010-03-25,26.4
2010-03-26,26.51
2010-03-29,26.85
2010-03-30,26.85
2010-03-31,26.85
2010-04-01,27.200001
2010-04-05,27.200001
2010-04-06,27.200001
2010-04-07,26.5
2010-04-08,26.1
2010-04-09,26.1
2010-04-12,26.9
2010-04-13,26.75
2010-04-14,26.5
2010-04-15,27.35
2010-04-16,27.1
2010-04-19,26.85
2010-04-20,27.15
2010-04-21,27.15
2010-04-22,27.0
2010-04-23,27.0
2010-04-26,27.700001
2010-04-27,26.700001
2010-04-28,25.85
2010-04-29,25.85
2010-04-30,26.25
2010-05-03,26.0
2010-05-04,25.799999
2010-05-05,25.049999
2010-05-06,22.0
2010-05-07,21.1
2010-05-10,23.1
2010-05-11,23.0
2010-05-12,23.5
2010-05-13,23.299999
2010-05-14,23.299999
2010-05-17,23.299999
2010-05-18,22.18
2010-05-19,21.450001
2010-05-20,21.200001
2010-05-21,21.200001
2010-05-24,21.200001
2010-05-25,20.5
2010-05-26,21.0
2010-05-27,21.35
2010-05-28,21.35
2010-06-01,21.049999
2010-06-02,21.299999
2010-06-03,21.5
2010-06-04,21.5
2010-06-07,20.110001
2010-06-08,19.75
2010-06-09,20.0
2010-06-10,20.549999
2010-06-11,20.549999
2010-06-14,21.5
2010-06-15,21.9
2010-06-16,21.85
2010-06-17,22.1
2010-06-18,22.0
2010-06-21,22.450001
2010-06-22,22.450001
2010-06-23,21.200001
2010-06-24,21.200001
2010-06-25,21.200001
2010-06-28,21.4
2010-06-29,20.4
2010-06-30,20.4
2010-07-01,20.4
2010-07-02,20.5
2010-07-06,20.5
2010-07-07,20.5
2010-07-08,20.5
2010-07-09,20.5
2010-07-12,21.85
2010-07-13,21.85
2010-07-14,22.799999
2010-07-15,22.5
2010-07-16,22.5
2010-07-19,22.0
2010-07-20,21.950001
2010-07-21,22.299999
2010-07-22,22.299999
2010-07-23,23.25
2010-07-26,23.950001
2010-07-27,23.65
2010-07-28,23.85
2010-07-29,23.950001
2010-07-30,23.5
2010-08-02,23.75
2010-08-03,24.6
2010-08-04,24.5
2010-08-05,24.4
2010-08-06,24.4
2010-08-09,24.5
2010-08-10,24.1
2010-08-11,24.1
2010-08-12,23.49
2010-08-13,23.49
2010-08-16,23.0
2010-08-17,23.4
2010-08-18,23.4
2010-08-19,23.4
2010-08-20,23.4
2010-08-23,23.4
2010-08-24,21.700001
2010-08-25,22.5
2010-08-26,22.6
2010-08-27,21.620001000000002
2010-08-30,22.940001000000002
2010-08-31,23.15
2010-09-01,24.5
2010-09-02,25.0
2010-09-03,25.0
2010-09-07,24.5
2010-09-08,24.5
2010-09-09,24.700001
2010-09-10,24.65
2010-09-13,24.65
2010-09-14,24.65
2010-09-15,25.450001
2010-09-16,25.5
2010-09-17,25.5
2010-09-20,26.049999
2010-09-21,26.049999
2010-09-22,26.049999
2010-09-23,25.9
2010-09-24,26.700001
2010-09-27,26.799999
2010-09-28,27.049999
2010-09-29,27.299999
2010-09-30,27.299999
2010-10-01,27.25
2010-10-04,26.75
2010-10-05,27.68
2010-10-06,27.68
2010-10-07,28.299999
2010-10-08,28.290001
2010-10-11,28.200001
2010-10-12,27.860001
2010-10-13,28.540001
2010-10-14,29.08
2010-10-15,28.75
2010-10-18,28.889999
2010-10-19,28.200001
2010-10-20,28.549999
2010-10-21,28.620001000000002
2010-10-22,28.559998999999998
2010-10-25,28.6
2010-10-26,28.6
2010-10-27,27.9
2010-10-28,27.9
2010-10-29,28.360001
2010-11-01,27.950001
2010-11-02,28.299999
2010-11-03,28.379998999999998
2010-11-04,28.889999
2010-11-05,28.6
2010-11-08,28.299999
2010-11-09,28.6
2010-11-10,28.57
2010-11-11,28.200001
2010-11-12,28.200001
2010-11-15,27.82
2010-11-16,26.66
2010-11-17,27.0
2010-11-18,27.6
2010-11-19,27.6
2010-11-22,27.67
2010-11-23,26.950001
2010-11-24,26.530001000000002
2010-11-26,26.530001000000002
2010-11-29,26.530001000000002
2010-11-30,26.530001000000002
2010-12-01,25.620001000000002
2010-12-02,25.889999
2010-12-03,26.209999
2010-12-06,26.1
2010-12-07,26.559998999999998
2010-12-08,26.559998999999998
2010-12-09,27.1
2010-12-10,26.950001
2010-12-13,27.450001
2010-12-14,27.370001000000002
2010-12-15,27.35
2010-12-16,27.35
2010-12-17,27.15
2010-12-20,27.450001
2010-12-21,27.5
2010-12-22,27.4
2010-12-23,27.450001
2010-12-27,26.950001
2010-12-28,27.15
2010-12-29,27.27
2010-12-30,27.16
2010-12-31,27.0
2011-01-03,27.790001
2011-01-04,27.690001000000002
2011-01-05,26.860001
2011-01-06,26.93
2011-01-07,26.4
2011-01-10,26.17
2011-01-11,26.25
2011-01-12,26.950001
2011-01-13,26.950001
2011-01-14,27.950001
2011-01-18,28.540001
2011-01-19,28.67
2011-01-20,28.67
2011-01-21,29.389999
2011-01-24,29.9
2011-01-25,29.9
2011-01-26,29.75
2011-01-27,29.790001
2011-01-28,29.030001000000002
2011-01-31,28.719998999999998
2011-02-01,29.059998999999998
2011-02-02,29.370001000000002
2011-02-03,28.73
2011-02-04,28.690001000000002
2011-02-07,29.299999
2011-02-08,28.790001
2011-02-09,28.610001
2011-02-10,28.0
2011-02-11,28.02
2011-02-14,27.65
2011-02-15,27.790001
2011-02-16,28.15
2011-02-17,28.24
2011-02-18,28.59
2011-02-22,27.299999
2011-02-23,27.299999
2011-02-24,27.67
2011-02-25,28.24
2011-02-28,28.4
2011-03-01,28.049999
2011-03-02,27.65
2011-03-03,27.950001
2011-03-04,27.950001
2011-03-07,27.950001
2011-03-08,27.43
2011-03-09,27.860001
2011-03-10,27.799999
2011-03-11,27.370001000000002
2011-03-14,27.35
2011-03-15,26.299999
2011-03-16,25.65
2011-03-17,26.620001000000002
2011-03-18,27.34
2011-03-21,28.0
2011-03-22,27.709999
2011-03-23,27.43
2011-03-24,27.77
2011-03-25,27.74
2011-03-28,27.65
2011-03-29,27.65
2011-03-30,28.6
2011-03-31,28.6
2011-04-01,29.040001
2011-04-04,29.299999
2011-04-05,29.290001
2011-04-06,29.4
2011-04-07,29.07
2011-04-08,29.83
2011-04-11,29.83
2011-04-12,29.85
2011-04-13,29.85
2011-04-14,29.700001
2011-04-15,29.25
2011-04-18,29.25
2011-04-19,28.5
2011-04-20,29.65
2011-04-21,29.65
2011-04-25,29.450001
2011-04-26,30.32
2011-04-27,30.34
2011-04-28,31.23
2011-04-29,31.309998999999998
2011-05-02,31.450001
2011-05-03,31.450001
2011-05-04,30.77
2011-05-05,27.85
2011-05-06,27.5
2011-05-09,27.129998999999998
2011-05-10,27.6
2011-05-11,27.360001
2011-05-12,27.360001
2011-05-13,27.4
2011-05-16,27.25
2011-05-17,27.049999
2011-05-18,27.360001
2011-05-19,27.360001
2011-05-20,27.360001
2011-05-23,26.639999
2011-05-24,26.639999
2011-05-25,27.0
2011-05-26,27.0
2011-05-27,27.0
2011-05-31,27.9
2011-06-01,27.5
2011-06-02,27.5
2011-06-03,27.75
2011-06-06,27.35
2011-06-07,27.35
2011-06-08,27.120001000000002
2011-06-09,27.299999
2011-06-10,26.780001000000002
2011-06-13,26.85
2011-06-14,27.0
2011-06-15,25.379998999999998
2011-06-16,25.700001
2011-06-17,25.700001
2011-06-20,26.299999
2011-06-21,27.1
2011-06-22,27.129998999999998
2011-06-23,27.129998999999998
2011-06-24,27.129998999999998
2011-06-27,26.299999
2011-06-28,26.299999
2011-06-29,27.110001
2011-06-30,27.85
2011-07-01,27.85
2011-07-05,27.85
2011-07-06,27.85
2011-07-07,26.860001
2011-07-08,25.76
2011-07-11,24.25
2011-07-12,24.27
2011-07-13,24.299999
2011-07-14,23.780001000000002
2011-07-15,23.780001000000002
2011-07-18,23.389999
2011-07-19,24.200001
2011-07-20,24.200001
2011-07-21,25.309998999999998
2011-07-22,25.48
2011-07-25,25.48
2011-07-26,24.700001
2011-07-27,24.35
2011-07-28,23.799999
2011-07-29,23.74
2011-08-01,23.290001
2011-08-02,22.68
2011-08-03,23.200001
2011-08-04,21.459999
2011-08-05,21.799999
2011-08-08,21.0
2011-08-09,22.200001
2011-08-10,20.860001
2011-08-11,21.75
2011-08-12,22.049999
2011-08-15,22.790001
2011-08-16,22.620001000000002
2011-08-17,22.959999
2011-08-18,21.66
2011-08-19,22.32
2011-08-22,22.200001
2011-08-23,22.9
2011-08-24,23.389999
