Date,AFI
2016-03-17,12.81
2016-03-18,13.25
2016-03-21,13.25
2016-03-22,12.09
2016-03-23,11.98
2016-03-24,12.7
2016-03-28,13.14
2016-03-29,13.48
2016-03-30,13.7
2016-03-31,13.2
2016-04-01,12.83
2016-04-04,12.0
2016-04-05,14.52
2016-04-06,14.38
2016-04-07,14.18
2016-04-08,13.81
2016-04-11,13.51
2016-04-12,13.44
2016-04-13,14.02
2016-04-14,14.1
2016-04-15,14.1
2016-04-18,14.06
2016-04-19,14.13
2016-04-20,14.15
2016-04-21,14.1
2016-04-22,14.21
2016-04-25,14.76
2016-04-26,15.34
2016-04-27,15.07
2016-04-28,14.55
2016-04-29,14.56
2016-05-02,14.55
2016-05-03,14.58
2016-05-04,14.84
2016-05-05,15.26
2016-05-06,15.47
2016-05-09,16.09
2016-05-10,15.96
2016-05-11,15.68
2016-05-12,15.75
2016-05-13,16.07
2016-05-16,15.76
2016-05-17,16.18
2016-05-18,16.5
2016-05-19,16.01
2016-05-20,15.86
2016-05-23,16.01
2016-05-24,17.549999
2016-05-25,16.74
2016-05-26,16.389999
2016-05-27,17.209999
2016-05-31,16.59
2016-06-01,17.1
2016-06-02,17.99
2016-06-03,18.49
2016-06-06,18.950001
2016-06-07,18.9
2016-06-08,19.15
2016-06-09,19.24
2016-06-10,18.120001000000002
2016-06-13,17.75
2016-06-14,17.98
2016-06-15,18.049999
2016-06-16,18.379998999999998
2016-06-17,18.18
2016-06-20,18.52
2016-06-21,18.440001000000002
2016-06-22,17.67
2016-06-23,17.790001
2016-06-24,17.530001000000002
2016-06-27,16.799999
2016-06-28,16.700001
2016-06-29,16.860001
2016-06-30,16.950001
2016-07-01,16.82
2016-07-05,16.639999
2016-07-06,17.01
2016-07-07,17.040001
2016-07-08,17.65
2016-07-11,18.459999
2016-07-12,19.030001000000002
2016-07-13,19.059998999999998
2016-07-14,18.780001000000002
2016-07-15,18.85
2016-07-18,18.65
2016-07-19,18.530001000000002
2016-07-20,19.280001000000002
2016-07-21,19.49
2016-07-22,19.280001000000002
2016-07-25,19.280001000000002
2016-07-26,19.5
2016-07-27,19.91
2016-07-28,20.01
2016-07-29,19.93
2016-08-01,19.959999
2016-08-02,19.389999
2016-08-03,19.379998999999998
2016-08-04,18.870001000000002
2016-08-05,18.93
2016-08-08,18.83
2016-08-09,18.84
2016-08-10,18.620001000000002
2016-08-11,19.0
2016-08-12,18.65
2016-08-15,17.860001
2016-08-16,18.25
2016-08-17,18.9
2016-08-18,19.389999
2016-08-19,19.379998999999998
2016-08-22,19.889999
2016-08-23,20.190001000000002
2016-08-24,19.68
2016-08-25,19.74
2016-08-26,19.68
2016-08-29,20.389999
2016-08-30,20.610001
2016-08-31,20.620001000000002
2016-09-01,20.459999
2016-09-02,20.6
2016-09-06,20.379998999999998
2016-09-07,20.57
2016-09-08,20.6
2016-09-09,19.549999
2016-09-12,19.360001
2016-09-13,18.43
2016-09-14,18.52
2016-09-15,18.93
2016-09-16,18.639999
2016-09-19,18.860001
2016-09-20,18.549999
2016-09-21,18.76
2016-09-22,18.799999
2016-09-23,18.780001000000002
2016-09-26,18.58
2016-09-27,18.77
2016-09-28,18.83
2016-09-29,18.709999
2016-09-30,18.879998999999998
2016-10-03,18.82
2016-10-04,18.75
2016-10-05,18.879998999999998
2016-10-06,18.809998999999998
2016-10-07,18.610001
2016-10-10,18.690001000000002
2016-10-11,18.24
2016-10-12,18.379998999999998
2016-10-13,17.889999
2016-10-14,17.809998999999998
2016-10-17,17.559998999999998
2016-10-18,17.450001
2016-10-19,17.83
2016-10-20,17.690001000000002
2016-10-21,17.51
2016-10-24,17.299999
2016-10-25,16.75
