Date,OC
2007-04-30,30.65
2007-05-01,31.780001000000002
2007-05-02,32.299999
2007-05-03,32.549999
2007-05-04,31.99
2007-05-07,31.700001
2007-05-08,31.57
2007-05-09,31.540001
2007-05-10,31.690001000000002
2007-05-11,32.200001
2007-05-14,33.400002
2007-05-15,33.889998999999996
2007-05-16,34.0
2007-05-17,34.099998
2007-05-18,33.299999
2007-05-21,34.5
2007-05-22,34.950001
2007-05-23,35.540001000000004
2007-05-24,35.389998999999996
2007-05-25,35.43
2007-05-29,35.799999
2007-05-30,36.009997999999996
2007-05-31,35.900002
2007-06-01,35.799999
2007-06-04,36.060001
2007-06-05,35.900002
2007-06-06,35.52
2007-06-07,34.91
2007-06-08,35.5
2007-06-11,35.66
2007-06-12,34.700001
2007-06-13,34.990002000000004
2007-06-14,35.18
2007-06-15,35.360001000000004
2007-06-18,35.130001
2007-06-19,34.860001000000004
2007-06-20,34.060001
2007-06-21,33.889998999999996
2007-06-22,34.5
2007-06-25,34.700001
2007-06-26,34.240002000000004
2007-06-27,34.259997999999996
2007-06-28,34.0
2007-06-29,33.630001
2007-07-02,33.439999
2007-07-03,33.34
2007-07-05,33.209998999999996
2007-07-06,33.509997999999996
2007-07-09,33.5
2007-07-10,32.799999
2007-07-11,32.18
2007-07-12,32.400002
2007-07-13,32.0
2007-07-16,32.490002000000004
2007-07-17,32.59
2007-07-18,32.669998
2007-07-19,33.23
2007-07-20,33.0
2007-07-23,33.18
2007-07-24,32.110001000000004
2007-07-25,31.620001000000002
2007-07-26,30.99
2007-07-27,30.51
2007-07-30,30.799999
2007-07-31,30.43
2007-08-01,30.120001000000002
2007-08-02,30.9
2007-08-03,29.77
2007-08-06,28.700001
2007-08-07,28.68
2007-08-08,28.959999
2007-08-09,27.82
2007-08-10,27.43
2007-08-13,27.43
2007-08-14,26.99
2007-08-15,26.25
2007-08-16,25.049999
2007-08-17,24.799999
2007-08-20,24.93
2007-08-21,25.15
2007-08-22,26.08
2007-08-23,25.17
2007-08-24,25.27
2007-08-27,25.280001000000002
2007-08-28,24.5
2007-08-29,25.549999
2007-08-30,25.059998999999998
2007-08-31,24.959999
2007-09-04,24.83
2007-09-05,24.59
2007-09-06,24.75
2007-09-07,24.59
2007-09-10,24.469998999999998
2007-09-11,24.74
2007-09-12,25.32
2007-09-13,26.52
2007-09-14,26.540001
2007-09-17,26.35
2007-09-18,27.200001
2007-09-19,26.59
2007-09-20,26.16
2007-09-21,26.049999
2007-09-24,26.120001000000002
2007-09-25,25.139999
2007-09-26,25.85
2007-09-27,25.4
2007-09-28,25.049999
2007-10-01,24.809998999999998
2007-10-02,26.040001
2007-10-03,26.23
2007-10-04,26.440001000000002
2007-10-05,26.75
2007-10-08,26.41
2007-10-09,26.48
2007-10-10,26.0
2007-10-11,25.35
2007-10-12,25.23
2007-10-15,24.940001000000002
2007-10-16,24.690001000000002
2007-10-17,24.59
2007-10-18,24.469998999999998
2007-10-19,23.83
2007-10-22,23.77
2007-10-23,24.18
2007-10-24,23.1
2007-10-25,23.040001
2007-10-26,23.309998999999998
2007-10-29,23.799999
2007-10-30,23.4
2007-10-31,23.110001
2007-11-01,23.0
2007-11-02,22.6
2007-11-05,22.59
2007-11-06,23.389999
2007-11-07,22.23
2007-11-08,22.959999
2007-11-09,23.0
2007-11-12,23.530001000000002
2007-11-13,23.440001000000002
2007-11-14,23.209999
2007-11-15,23.01
2007-11-16,22.969998999999998
2007-11-19,22.389999
2007-11-20,21.98
2007-11-21,22.0
2007-11-23,21.950001
2007-11-26,21.700001
2007-11-27,22.139999
2007-11-28,22.530001000000002
2007-11-29,22.200001
2007-11-30,22.01
2007-12-03,21.92
2007-12-04,21.17
2007-12-05,21.5
2007-12-06,21.549999
2007-12-07,23.08
2007-12-10,23.530001000000002
2007-12-11,22.879998999999998
2007-12-12,22.690001000000002
2007-12-13,22.24
2007-12-14,21.690001000000002
2007-12-17,20.629998999999998
2007-12-18,20.790001
2007-12-19,20.469998999999998
2007-12-20,20.16
2007-12-21,20.51
2007-12-24,20.620001000000002
2007-12-26,20.610001
2007-12-27,20.01
2007-12-28,19.9
2007-12-31,20.219998999999998
2008-01-02,19.59
2008-01-03,19.48
2008-01-04,19.32
2008-01-07,19.059998999999998
2008-01-08,18.4
2008-01-09,18.559998999999998
2008-01-10,18.690001000000002
2008-01-11,18.379998999999998
2008-01-14,18.26
2008-01-15,18.16
2008-01-16,18.08
2008-01-17,17.6
2008-01-18,17.370001000000002
2008-01-22,17.799999
2008-01-23,17.799999
2008-01-24,18.790001
2008-01-25,18.57
2008-01-28,18.68
2008-01-29,20.0
2008-01-30,20.18
2008-01-31,21.74
2008-02-01,22.700001
2008-02-04,21.950001
2008-02-05,20.940001000000002
2008-02-06,20.09
2008-02-07,19.91
2008-02-08,19.6
2008-02-11,19.5
2008-02-12,19.33
2008-02-13,19.469998999999998
2008-02-14,19.34
2008-02-15,19.15
2008-02-19,19.139999
2008-02-20,19.700001
2008-02-21,18.75
2008-02-22,19.860001
2008-02-25,19.73
2008-02-26,19.440001000000002
2008-02-27,19.01
2008-02-28,18.92
2008-02-29,18.860001
2008-03-03,18.27
2008-03-04,18.0
2008-03-05,17.9
2008-03-06,17.25
2008-03-07,17.280001000000002
2008-03-10,16.93
2008-03-11,16.99
2008-03-12,16.83
2008-03-13,17.059998999999998
2008-03-14,16.790001
2008-03-17,16.76
2008-03-18,17.1
2008-03-19,17.209999
2008-03-20,17.43
2008-03-24,18.48
2008-03-25,18.9
2008-03-26,18.459999
2008-03-27,18.18
2008-03-28,17.889999
2008-03-31,18.129998999999998
2008-04-01,19.01
2008-04-02,19.139999
2008-04-03,18.969998999999998
2008-04-04,19.049999
2008-04-07,19.610001
2008-04-08,19.57
2008-04-09,19.379998999999998
2008-04-10,19.32
2008-04-11,18.93
2008-04-14,18.52
2008-04-15,18.889999
2008-04-16,19.59
2008-04-17,19.690001000000002
2008-04-18,19.870001000000002
2008-04-21,19.610001
2008-04-22,19.35
2008-04-23,19.290001
2008-04-24,19.799999
2008-04-25,19.950001
2008-04-28,20.879998999999998
2008-04-29,20.73
2008-04-30,21.110001
2008-05-01,20.959999
2008-05-02,21.040001
2008-05-05,21.01
2008-05-06,21.16
2008-05-07,22.67
2008-05-08,23.26
2008-05-09,23.93
2008-05-12,24.74
2008-05-13,25.76
2008-05-14,25.969998999999998
2008-05-15,26.799999
2008-05-16,27.85
2008-05-19,28.129998999999998
2008-05-20,27.969998999999998
2008-05-21,26.809998999999998
2008-05-22,26.540001
2008-05-23,25.99
2008-05-27,26.129998999999998
2008-05-28,26.0
2008-05-29,26.0
2008-05-30,25.83
2008-06-02,25.5
2008-06-03,25.07
2008-06-04,25.450001
2008-06-05,25.76
2008-06-06,24.66
2008-06-09,24.82
2008-06-10,24.68
2008-06-11,23.629998999999998
2008-06-12,23.879998999999998
2008-06-13,23.93
2008-06-16,23.860001
2008-06-17,23.68
2008-06-18,23.41
2008-06-19,23.98
2008-06-20,23.92
2008-06-23,23.68
2008-06-24,23.290001
2008-06-25,23.65
2008-06-26,22.780001000000002
2008-06-27,22.889999
2008-06-30,22.75
2008-07-01,22.809998999999998
2008-07-02,22.299999
2008-07-03,21.790001
2008-07-07,21.280001000000002
2008-07-08,21.559998999999998
2008-07-09,20.809998999999998
2008-07-10,20.74
2008-07-11,20.01
2008-07-14,21.0
2008-07-15,20.860001
2008-07-16,21.6
2008-07-17,24.02
2008-07-18,23.43
2008-07-21,22.74
2008-07-22,22.879998999999998
2008-07-23,23.379998999999998
2008-07-24,23.33
2008-07-25,23.309998999999998
2008-07-28,23.360001
2008-07-29,24.5
2008-07-30,26.639999
2008-07-31,26.01
2008-08-01,26.42
2008-08-04,25.99
2008-08-05,26.07
2008-08-06,25.32
2008-08-07,24.76
2008-08-08,25.51
2008-08-11,25.65
2008-08-12,24.889999
2008-08-13,24.73
2008-08-14,25.26
2008-08-15,25.629998999999998
2008-08-18,24.969998999999998
2008-08-19,24.389999
2008-08-20,24.190001000000002
2008-08-21,24.43
2008-08-22,24.43
2008-08-25,23.719998999999998
2008-08-26,23.809998999999998
2008-08-27,24.76
2008-08-28,24.84
2008-08-29,24.190001000000002
2008-09-02,24.98
2008-09-03,25.33
2008-09-04,24.530001000000002
2008-09-05,25.139999
2008-09-08,25.549999
2008-09-09,24.959999
2008-09-10,24.809998999999998
2008-09-11,25.549999
2008-09-12,26.370001000000002
2008-09-15,22.639999
2008-09-16,24.41
2008-09-17,22.709999
2008-09-18,23.82
2008-09-19,24.950001
2008-09-22,23.91
2008-09-23,24.030001000000002
2008-09-24,24.43
2008-09-25,24.83
2008-09-26,24.49
2008-09-29,23.08
2008-09-30,23.91
2008-10-01,24.07
2008-10-02,22.700001
2008-10-03,21.700001
2008-10-06,21.68
2008-10-07,19.98
2008-10-08,19.93
2008-10-09,19.25
2008-10-10,19.57
2008-10-13,19.780001000000002
2008-10-14,19.83
2008-10-15,18.040001
2008-10-16,18.0
2008-10-17,17.809998999999998
2008-10-20,18.860001
2008-10-21,18.549999
2008-10-22,17.190001000000002
2008-10-23,17.709999
2008-10-24,16.43
2008-10-27,15.18
2008-10-28,15.4
2008-10-29,15.5
2008-10-30,15.38
2008-10-31,15.73
2008-11-03,16.040001
2008-11-04,17.26
2008-11-05,17.34
2008-11-06,16.85
2008-11-07,16.26
2008-11-10,15.87
2008-11-11,16.02
2008-11-12,14.82
2008-11-13,14.75
2008-11-14,13.74
2008-11-17,13.4
2008-11-18,12.99
2008-11-19,10.51
2008-11-20,11.32
2008-11-21,12.08
2008-11-24,13.57
2008-11-25,14.65
2008-11-26,15.26
2008-11-28,15.95
2008-12-01,14.16
2008-12-02,14.48
2008-12-03,15.28
2008-12-04,15.04
2008-12-05,16.01
2008-12-08,16.9
2008-12-09,16.84
2008-12-10,16.17
2008-12-11,15.36
2008-12-12,16.07
2008-12-15,14.95
2008-12-16,16.23
2008-12-17,16.58
2008-12-18,16.790001
2008-12-19,18.129998999999998
2008-12-22,17.17
2008-12-23,16.6
2008-12-24,16.48
2008-12-26,17.23
2008-12-29,16.709999
2008-12-30,16.98
2008-12-31,17.299999
2009-01-02,17.65
2009-01-05,18.110001
2009-01-06,18.41
2009-01-07,17.65
2009-01-08,18.309998999999998
2009-01-09,17.57
2009-01-12,16.58
2009-01-13,16.959999
2009-01-14,16.09
2009-01-15,16.190001000000002
2009-01-16,16.17
2009-01-20,15.32
2009-01-21,15.84
2009-01-22,15.23
2009-01-23,14.79
2009-01-26,14.6
2009-01-27,14.3
2009-01-28,15.13
2009-01-29,14.12
2009-01-30,13.34
2009-02-02,13.65
2009-02-03,14.13
2009-02-04,13.89
2009-02-05,13.91
2009-02-06,14.5
2009-02-09,14.74
2009-02-10,13.53
2009-02-11,13.14
2009-02-12,13.37
2009-02-13,13.41
2009-02-17,12.67
2009-02-18,11.91
2009-02-19,10.26
2009-02-20,8.34
2009-02-23,7.49
2009-02-24,8.83
2009-02-25,8.94
2009-02-26,8.71
2009-02-27,8.35
2009-03-02,7.57
2009-03-03,7.22
2009-03-04,7.22
2009-03-05,6.59
2009-03-06,5.33
2009-03-09,5.34
2009-03-10,6.32
2009-03-11,6.45
2009-03-12,7.08
2009-03-13,6.99
2009-03-16,7.2
2009-03-17,7.56
2009-03-18,8.26
2009-03-19,8.69
2009-03-20,8.51
2009-03-23,9.86
2009-03-24,9.49
2009-03-25,9.59
2009-03-26,10.23
2009-03-27,9.85
2009-03-30,8.96
2009-03-31,9.04
2009-04-01,9.68
2009-04-02,10.25
2009-04-03,10.65
2009-04-06,10.98
2009-04-07,10.26
2009-04-08,10.38
2009-04-09,11.61
2009-04-13,11.62
2009-04-14,11.11
2009-04-15,13.48
2009-04-16,15.09
2009-04-17,15.73
2009-04-20,13.89
2009-04-21,15.28
2009-04-22,16.01
2009-04-23,15.23
2009-04-24,16.52
2009-04-27,16.620001000000002
2009-04-28,17.440001000000002
2009-04-29,17.780001000000002
2009-04-30,17.9
2009-05-01,18.129998999999998
2009-05-04,19.52
2009-05-05,19.84
2009-05-06,18.469998999999998
2009-05-07,16.110001
2009-05-08,16.299999
2009-05-11,15.58
2009-05-12,15.0
2009-05-13,13.47
2009-05-14,13.85
2009-05-15,13.72
2009-05-18,14.78
2009-05-19,14.23
2009-05-20,13.88
2009-05-21,13.82
2009-05-22,13.78
2009-05-26,14.5
2009-05-27,13.71
2009-05-28,13.47
2009-05-29,13.93
2009-06-01,14.5
2009-06-02,14.45
2009-06-03,13.8
2009-06-04,14.02
2009-06-05,13.36
2009-06-08,13.18
2009-06-09,13.5
2009-06-10,12.9
2009-06-11,12.17
2009-06-12,11.94
2009-06-15,10.96
2009-06-16,10.98
2009-06-17,11.13
2009-06-18,11.04
2009-06-19,11.22
2009-06-22,10.55
2009-06-23,11.76
2009-06-24,12.5
2009-06-25,12.96
2009-06-26,12.17
2009-06-29,12.7
2009-06-30,12.78
2009-07-01,12.75
2009-07-02,12.25
2009-07-06,12.14
2009-07-07,11.95
2009-07-08,12.09
2009-07-09,12.59
2009-07-10,12.66
2009-07-13,12.91
2009-07-14,14.07
2009-07-15,14.89
2009-07-16,15.37
2009-07-17,15.38
2009-07-20,15.97
2009-07-21,15.89
2009-07-22,16.24
2009-07-23,17.24
2009-07-24,17.33
2009-07-27,17.59
2009-07-28,17.370001000000002
2009-07-29,17.16
2009-07-30,18.01
2009-07-31,18.379998999999998
2009-08-03,19.49
2009-08-04,19.24
2009-08-05,21.280001000000002
2009-08-06,20.34
2009-08-07,20.860001
2009-08-10,20.35
2009-08-11,19.690001000000002
2009-08-12,20.83
2009-08-13,20.950001
2009-08-14,21.0
2009-08-17,19.690001000000002
2009-08-18,20.67
2009-08-19,20.42
2009-08-20,20.690001000000002
2009-08-21,22.15
2009-08-24,22.75
2009-08-25,23.17
2009-08-26,22.98
2009-08-27,22.549999
2009-08-28,22.76
2009-08-31,22.34
2009-09-01,21.15
2009-09-02,20.620001000000002
2009-09-03,20.709999
2009-09-04,21.82
2009-09-08,22.360001
2009-09-09,22.92
2009-09-10,23.540001
2009-09-11,24.219998999999998
2009-09-14,23.65
2009-09-15,23.959999
2009-09-16,25.49
2009-09-17,23.98
2009-09-18,23.440001000000002
2009-09-21,22.950001
2009-09-22,23.559998999999998
2009-09-23,23.25
2009-09-24,21.969998999999998
2009-09-25,21.48
2009-09-28,21.91
2009-09-29,22.35
2009-09-30,22.450001
2009-10-01,21.23
2009-10-02,20.540001
2009-10-05,21.530001000000002
2009-10-06,22.629998999999998
2009-10-07,23.24
2009-10-08,23.620001000000002
2009-10-09,23.52
2009-10-12,23.51
2009-10-13,23.75
2009-10-14,24.790001
2009-10-15,25.219998999999998
2009-10-16,24.969998999999998
2009-10-19,25.030001000000002
2009-10-20,24.299999
2009-10-21,23.219998999999998
2009-10-22,23.879998999999998
2009-10-23,23.18
2009-10-26,22.370001000000002
2009-10-27,22.219998999999998
2009-10-28,21.73
2009-10-29,23.24
2009-10-30,22.110001
2009-11-02,21.639999
2009-11-03,22.620001000000002
2009-11-04,22.32
2009-11-05,22.959999
2009-11-06,23.549999
2009-11-09,24.09
2009-11-10,24.25
2009-11-11,24.26
2009-11-12,23.85
2009-11-13,23.83
2009-11-16,24.450001
2009-11-17,24.1
2009-11-18,24.58
2009-11-19,24.469998999999998
2009-11-20,24.040001
2009-11-23,24.200001
2009-11-24,24.030001000000002
2009-11-25,24.280001000000002
2009-11-27,23.450001
2009-11-30,23.629998999999998
2009-12-01,25.01
2009-12-02,25.530001000000002
2009-12-03,25.1
2009-12-04,25.469998999999998
2009-12-07,25.01
2009-12-08,24.559998999999998
2009-12-09,24.77
2009-12-10,24.379998999999998
2009-12-11,24.75
2009-12-14,25.360001
2009-12-15,25.530001000000002
2009-12-16,26.49
2009-12-17,26.209999
2009-12-18,26.59
2009-12-21,26.290001
2009-12-22,26.459999
2009-12-23,26.5
2009-12-24,26.559998999999998
2009-12-28,26.139999
2009-12-29,26.129998999999998
2009-12-30,25.959999
2009-12-31,25.639999
2010-01-04,26.01
2010-01-05,26.110001
2010-01-06,25.959999
2010-01-07,26.4
2010-01-08,26.370001000000002
2010-01-11,26.35
2010-01-12,25.67
2010-01-13,25.709999
2010-01-14,25.559998999999998
2010-01-15,25.24
2010-01-19,25.549999
2010-01-20,25.200001
2010-01-21,24.35
2010-01-22,22.98
2010-01-25,23.299999
2010-01-26,24.309998999999998
2010-01-27,25.26
2010-01-28,25.610001
2010-01-29,25.73
2010-02-01,25.790001
2010-02-02,26.33
2010-02-03,25.450001
2010-02-04,23.93
2010-02-05,23.82
2010-02-08,23.809998999999998
2010-02-09,24.59
2010-02-10,24.700001
2010-02-11,25.18
2010-02-12,25.26
2010-02-16,26.389999
2010-02-17,24.450001
2010-02-18,24.809998999999998
2010-02-19,25.219998999999998
2010-02-22,24.85
2010-02-23,24.030001000000002
2010-02-24,24.17
2010-02-25,23.299999
2010-02-26,23.530001000000002
2010-03-01,24.26
2010-03-02,24.299999
2010-03-03,24.17
2010-03-04,24.360001
2010-03-05,24.65
2010-03-08,24.77
2010-03-09,24.700001
2010-03-10,24.82
2010-03-11,24.91
2010-03-12,24.799999
2010-03-15,24.629998999999998
2010-03-16,24.709999
2010-03-17,24.719998999999998
2010-03-18,24.309998999999998
2010-03-19,23.700001
2010-03-22,23.790001
2010-03-23,24.5
2010-03-24,24.1
2010-03-25,23.719998999999998
2010-03-26,23.9
2010-03-29,24.469998999999998
2010-03-30,25.360001
2010-03-31,25.440001000000002
2010-04-01,26.18
2010-04-05,26.5
2010-04-06,26.610001
2010-04-07,26.76
2010-04-08,26.780001000000002
2010-04-09,27.15
2010-04-12,27.73
2010-04-13,28.059998999999998
2010-04-14,28.77
2010-04-15,28.76
2010-04-16,28.780001000000002
2010-04-19,28.98
2010-04-20,29.9
2010-04-21,29.799999
2010-04-22,30.57
2010-04-23,31.469998999999998
2010-04-26,31.52
2010-04-27,29.799999
2010-04-28,33.209998999999996
2010-04-29,34.59
2010-04-30,34.779999
2010-05-03,35.869999
2010-05-04,34.91
2010-05-05,34.91
2010-05-06,33.889998999999996
2010-05-07,32.509997999999996
2010-05-10,35.349998
2010-05-11,35.16
2010-05-12,36.18
2010-05-13,36.049999
2010-05-14,34.75
2010-05-17,34.310001
2010-05-18,33.84
2010-05-19,32.91
2010-05-20,30.299999
2010-05-21,30.440001000000002
2010-05-24,30.969998999999998
2010-05-25,31.530001000000002
2010-05-26,32.150002
2010-05-27,34.310001
2010-05-28,33.330002
2010-06-01,32.68
2010-06-02,33.619999
2010-06-03,33.790001000000004
2010-06-04,32.169998
2010-06-07,30.74
2010-06-08,29.4
2010-06-09,30.0
2010-06-10,31.469998999999998
2010-06-11,32.490002000000004
2010-06-14,32.700001
2010-06-15,34.07
2010-06-16,34.029999
2010-06-17,33.34
2010-06-18,33.099998
2010-06-21,33.369999
2010-06-22,32.77
2010-06-23,32.049999
2010-06-24,31.549999
2010-06-25,32.279999
2010-06-28,32.25
2010-06-29,31.42
2010-06-30,29.91
2010-07-01,28.280001000000002
2010-07-02,28.1
2010-07-06,27.690001000000002
2010-07-07,28.59
2010-07-08,29.15
2010-07-09,29.690001000000002
2010-07-12,28.85
2010-07-13,30.08
2010-07-14,29.950001
2010-07-15,30.02
2010-07-16,28.559998999999998
2010-07-19,29.0
2010-07-20,30.08
2010-07-21,29.9
2010-07-22,31.139999
2010-07-23,32.0
2010-07-26,32.68
2010-07-27,31.48
2010-07-28,30.9
2010-07-29,31.4
2010-07-30,31.48
2010-08-02,32.27
2010-08-03,31.549999
2010-08-04,29.35
2010-08-05,29.0
2010-08-06,28.02
2010-08-09,28.48
2010-08-10,27.99
2010-08-11,27.0
2010-08-12,26.030001000000002
2010-08-13,25.74
2010-08-16,25.870001000000002
2010-08-17,26.790001
2010-08-18,28.49
2010-08-19,27.84
2010-08-20,27.91
2010-08-23,27.98
2010-08-24,27.719998999999998
2010-08-25,27.75
2010-08-26,27.450001
2010-08-27,28.139999
2010-08-30,27.33
2010-08-31,27.200001
2010-09-01,27.0
2010-09-02,27.549999
2010-09-03,27.799999
2010-09-07,26.41
2010-09-08,25.969998999999998
2010-09-09,25.780001000000002
2010-09-10,25.809998999999998
2010-09-13,26.6
2010-09-14,26.32
2010-09-15,25.5
2010-09-16,25.0
2010-09-17,24.76
2010-09-20,23.709999
2010-09-21,24.57
2010-09-22,24.370001000000002
2010-09-23,24.700001
2010-09-24,25.42
2010-09-27,25.370001000000002
2010-09-28,25.4
2010-09-29,25.35
2010-09-30,25.629998999999998
2010-10-01,25.92
2010-10-04,26.27
2010-10-05,27.459999
2010-10-06,27.82
2010-10-07,27.57
2010-10-08,27.639999
2010-10-11,27.74
2010-10-12,27.709999
2010-10-13,27.75
2010-10-14,26.860001
2010-10-15,27.030001000000002
2010-10-18,27.290001
2010-10-19,27.0
2010-10-20,27.67
2010-10-21,27.959999
2010-10-22,28.540001
2010-10-25,28.799999
2010-10-26,28.200001
2010-10-27,27.41
2010-10-28,27.35
2010-10-29,27.040001
2010-11-01,27.41
2010-11-02,27.26
2010-11-03,27.18
2010-11-04,28.18
2010-11-05,28.450001
2010-11-08,28.360001
2010-11-09,27.459999
2010-11-10,27.92
2010-11-11,27.66
2010-11-12,27.42
2010-11-15,27.709999
2010-11-16,26.889999
2010-11-17,26.51
2010-11-18,26.33
2010-11-19,26.379998999999998
2010-11-22,26.370001000000002
2010-11-23,25.59
2010-11-24,26.5
2010-11-26,26.41
2010-11-29,26.200001
2010-11-30,26.309998999999998
2010-12-01,27.700001
2010-12-02,27.860001
2010-12-03,27.389999
2010-12-06,27.73
2010-12-07,28.0
2010-12-08,28.77
2010-12-09,28.52
2010-12-10,28.75
2010-12-13,29.08
2010-12-14,29.209999
2010-12-15,29.26
2010-12-16,29.719998999999998
2010-12-17,30.280001000000002
2010-12-20,30.799999
2010-12-21,31.219998999999998
2010-12-22,31.530001000000002
2010-12-23,31.440001000000002
2010-12-27,31.51
2010-12-28,31.4
2010-12-29,31.25
2010-12-30,31.09
2010-12-31,31.15
2011-01-03,31.059998999999998
2011-01-04,30.629998999999998
2011-01-05,30.65
2011-01-06,31.450001
2011-01-07,31.42
2011-01-10,31.68
2011-01-11,31.76
2011-01-12,32.91
2011-01-13,33.0
2011-01-14,33.209998999999996
2011-01-18,32.810001
2011-01-19,31.950001
2011-01-20,31.959999
2011-01-21,31.48
2011-01-24,32.740002000000004
2011-01-25,32.34
2011-01-26,33.369999
2011-01-27,33.740002000000004
2011-01-28,33.110001000000004
2011-01-31,33.470001
2011-02-01,34.040001000000004
2011-02-02,33.959998999999996
2011-02-03,33.77
2011-02-04,33.700001
2011-02-07,34.450001
2011-02-08,35.029999
2011-02-09,35.32
2011-02-10,34.509997999999996
2011-02-11,34.330002
2011-02-14,34.509997999999996
2011-02-15,33.869999
2011-02-16,36.439999
2011-02-17,37.509997999999996
2011-02-18,37.48
2011-02-22,36.549999
2011-02-23,35.860001000000004
2011-02-24,35.16
2011-02-25,35.360001000000004
2011-02-28,35.73
2011-03-01,34.490002000000004
2011-03-02,34.75
2011-03-03,35.68
2011-03-04,35.419998
2011-03-07,34.91
2011-03-08,36.02
2011-03-09,36.450001
2011-03-10,34.779999
2011-03-11,34.790001000000004
2011-03-14,33.970001
2011-03-15,33.82
2011-03-16,33.380001
2011-03-17,33.330002
2011-03-18,33.990002000000004
2011-03-21,34.09
2011-03-22,33.919998
2011-03-23,35.439999
2011-03-24,34.57
2011-03-25,34.610001000000004
2011-03-28,34.700001
2011-03-29,34.939999
2011-03-30,35.68
2011-03-31,35.990002000000004
2011-04-01,36.389998999999996
2011-04-04,36.369999
2011-04-05,36.41
2011-04-06,36.299999
2011-04-07,37.080002
2011-04-08,36.790001000000004
2011-04-11,37.0
2011-04-12,36.66
2011-04-13,36.860001000000004
2011-04-14,37.049999
2011-04-15,36.75
2011-04-18,36.490002000000004
2011-04-19,36.93
2011-04-20,36.810001
2011-04-21,37.299999
2011-04-25,37.060001
2011-04-26,37.049999
2011-04-27,38.040001000000004
2011-04-28,37.950001
2011-04-29,37.84
2011-05-02,37.650002
2011-05-03,36.860001000000004
2011-05-04,36.189999
2011-05-05,36.66
2011-05-06,36.630001
2011-05-09,36.630001
2011-05-10,36.720001
2011-05-11,36.130001
2011-05-12,36.299999
2011-05-13,35.669998
2011-05-16,34.509997999999996
2011-05-17,34.049999
2011-05-18,34.860001000000004
2011-05-19,35.080002
2011-05-20,35.32
2011-05-23,34.810001
2011-05-24,34.830002
2011-05-25,35.400002
2011-05-26,35.759997999999996
2011-05-27,37.0
2011-05-31,38.200001
2011-06-01,37.66
2011-06-02,37.049999
2011-06-03,36.639998999999996
2011-06-06,36.529999
2011-06-07,36.549999
2011-06-08,36.630001
2011-06-09,36.599998
2011-06-10,35.950001
2011-06-13,36.34
2011-06-14,37.139998999999996
2011-06-15,36.360001000000004
