Date,DVMT
2016-08-18,42.75
2016-08-19,43.5
2016-08-22,43.650002
2016-08-23,45.0
2016-08-24,45.599998
2016-08-25,45.412102000000004
2016-08-26,45.75
2016-08-29,46.299999
2016-08-30,45.150002
2016-08-31,44.68
2016-09-01,43.5
2016-09-02,42.98
2016-09-06,45.450001
2016-09-07,48.0
2016-09-08,50.310001
2016-09-09,49.080002
2016-09-12,49.400002
2016-09-13,48.5
2016-09-14,48.349998
2016-09-15,48.889998999999996
2016-09-16,48.470001
2016-09-19,48.759997999999996
2016-09-20,48.73
2016-09-21,48.419998
2016-09-22,48.029999
2016-09-23,48.009997999999996
2016-09-26,47.889998999999996
2016-09-27,47.790001000000004
2016-09-28,47.860001000000004
2016-09-29,47.57
2016-09-30,47.799999
2016-10-03,47.93
2016-10-04,47.860001000000004
2016-10-05,48.470001
2016-10-06,48.389998999999996
2016-10-07,48.07
2016-10-10,47.52
2016-10-11,47.139998999999996
2016-10-12,47.110001000000004
2016-10-13,47.130001
2016-10-14,47.240002000000004
2016-10-17,47.389998999999996
2016-10-18,47.68
2016-10-19,47.709998999999996
2016-10-20,47.700001
2016-10-21,47.240002000000004
2016-10-24,47.939999
2016-10-25,46.990002000000004
2016-10-26,46.720001
2016-10-27,48.330002
2016-10-28,48.869999
2016-10-31,49.09
2016-11-01,48.470001
2016-11-02,49.0
2016-11-03,48.77
2016-11-04,48.619999
2016-11-07,49.52
2016-11-08,49.68
2016-11-09,49.369999
2016-11-10,49.259997999999996
2016-11-11,49.150002
2016-11-14,48.990002000000004
2016-11-15,50.080002
2016-11-16,50.650002
2016-11-17,51.799999
2016-11-18,51.990002000000004
2016-11-21,52.439999
2016-11-22,52.09
2016-11-23,51.540001000000004
2016-11-25,52.189999
2016-11-28,52.139998999999996
2016-11-29,53.27
2016-11-30,53.560001
2016-12-01,51.880001
2016-12-02,52.75
2016-12-05,53.060001
2016-12-06,53.369999
2016-12-07,53.900002
2016-12-08,53.919998
2016-12-09,53.970001
2016-12-12,53.900002
2016-12-13,53.77
2016-12-14,54.209998999999996
2016-12-15,56.759997999999996
2016-12-16,56.439999
2016-12-19,56.389998999999996
2016-12-20,57.049999
2016-12-21,57.290001000000004
2016-12-22,55.84
2016-12-23,56.09
2016-12-27,56.049999
2016-12-28,55.34
2016-12-29,55.259997999999996
2016-12-30,54.970001
2017-01-03,54.57
2017-01-04,55.0
2017-01-05,55.27
2017-01-06,56.790001000000004
2017-01-09,56.490002000000004
2017-01-10,56.990002000000004
2017-01-11,57.580002
2017-01-12,57.639998999999996
2017-01-13,58.169998
2017-01-17,57.939999
2017-01-18,58.57
2017-01-19,58.810001
2017-01-20,59.259997999999996
2017-01-23,58.279999
2017-01-24,59.77
2017-01-25,60.060001
2017-01-26,59.610001000000004
2017-01-27,62.549999
2017-01-30,62.439999
2017-01-31,62.990002000000004
2017-02-01,63.099998
2017-02-02,63.959998999999996
2017-02-03,64.349998
2017-02-06,64.629997
2017-02-07,64.860001
