Date,NFG
1973-12-27,2.201705
1973-12-28,2.201705
1973-12-31,2.173295
1974-01-02,2.201705
1974-01-03,2.272727
1974-01-04,2.301136
1974-01-07,2.34375
1974-01-08,2.414773
1974-01-09,2.400568
1974-01-10,2.329545
1974-01-11,2.372159
1974-01-14,2.34375
1974-01-15,2.34375
1974-01-16,2.34375
1974-01-17,2.414773
1974-01-18,2.372159
1974-01-21,2.34375
1974-01-22,2.400568
1974-01-23,2.414773
1974-01-24,2.428977
1974-01-25,2.400568
1974-01-28,2.372159
1974-01-29,2.386364
1974-01-30,2.386364
1974-01-31,2.428977
1974-02-01,2.372159
1974-02-04,2.357955
1974-02-05,2.286932
1974-02-06,2.301136
1974-02-07,2.286932
1974-02-08,2.301136
1974-02-11,2.315341
1974-02-12,2.315341
1974-02-13,2.301136
1974-02-14,2.34375
1974-02-15,2.372159
1974-02-19,2.372159
1974-02-20,2.34375
1974-02-21,2.372159
1974-02-22,2.372159
1974-02-25,2.400568
1974-02-26,2.400568
1974-02-27,2.34375
1974-02-28,2.34375
1974-03-01,2.357955
1974-03-04,2.400568
1974-03-05,2.400568
1974-03-06,2.386364
1974-03-07,2.357955
1974-03-08,2.34375
1974-03-11,2.34375
1974-03-12,2.34375
1974-03-13,2.372159
1974-03-14,2.443182
1974-03-15,2.428977
1974-03-18,2.471591
1974-03-19,2.443182
1974-03-20,2.443182
1974-03-21,2.372159
1974-03-22,2.400568
1974-03-25,2.34375
1974-03-26,2.34375
1974-03-27,2.301136
1974-03-28,2.244318
1974-03-29,2.244318
1974-04-01,2.201705
1974-04-02,2.201705
1974-04-03,2.272727
1974-04-04,2.301136
1974-04-05,2.244318
1974-04-08,2.230114
1974-04-09,2.244318
1974-04-10,2.230114
1974-04-11,2.244318
1974-04-15,2.272727
1974-04-16,2.272727
1974-04-17,2.272727
1974-04-18,2.301136
1974-04-19,2.272727
1974-04-22,2.258523
1974-04-23,2.215909
1974-04-24,2.173295
1974-04-25,2.073864
1974-04-26,2.130682
1974-04-29,2.144886
1974-04-30,2.173295
1974-05-01,2.201705
1974-05-02,2.130682
1974-05-03,2.116477
1974-05-06,2.130682
1974-05-07,2.102273
1974-05-08,2.088068
1974-05-09,2.073864
1974-05-10,2.102273
1974-05-13,2.059659
1974-05-14,2.059659
1974-05-15,2.059659
1974-05-16,2.059659
1974-05-17,2.059659
1974-05-20,2.059659
1974-05-21,2.045455
1974-05-22,2.03125
1974-05-23,2.03125
1974-05-24,2.017045
1974-05-28,2.002841
1974-05-29,1.974432
1974-05-30,1.960227
1974-05-31,1.960227
1974-06-03,1.988636
1974-06-04,1.960227
1974-06-05,1.988636
1974-06-06,2.017045
1974-06-07,2.03125
1974-06-10,2.059659
1974-06-11,2.03125
1974-06-12,2.017045
1974-06-13,1.988636
1974-06-14,2.002841
1974-06-17,2.03125
1974-06-18,2.045455
1974-06-19,2.03125
1974-06-20,2.045455
1974-06-21,2.002841
1974-06-24,1.917614
1974-06-25,1.889205
1974-06-26,1.818182
1974-06-27,1.803977
1974-06-28,1.732955
1974-07-01,1.775568
1974-07-02,1.775568
1974-07-03,1.732955
1974-07-05,1.761364
1974-07-08,1.761364
1974-07-09,1.775568
1974-07-10,1.747159
1974-07-11,1.761364
1974-07-12,1.775568
1974-07-15,1.875
1974-07-16,1.903409
1974-07-17,1.988636
1974-07-18,1.960227
1974-07-19,2.03125
1974-07-22,2.03125
1974-07-23,2.059659
1974-07-24,2.045455
1974-07-25,2.002841
1974-07-26,1.974432
1974-07-29,2.002841
1974-07-30,1.960227
1974-07-31,1.974432
1974-08-01,1.960227
1974-08-02,1.931818
1974-08-05,1.917614
1974-08-06,1.917614
1974-08-07,1.946023
1974-08-08,1.931818
1974-08-09,1.931818
1974-08-12,1.917614
1974-08-13,1.917614
1974-08-14,1.875
1974-08-15,1.875
1974-08-16,1.889205
1974-08-19,1.875
1974-08-20,1.860795
1974-08-21,1.818182
1974-08-22,1.832386
1974-08-23,1.803977
1974-08-26,1.846591
1974-08-27,1.818182
1974-08-28,1.803977
1974-08-29,1.775568
1974-08-30,1.775568
1974-09-03,1.761364
1974-09-04,1.747159
1974-09-05,1.775568
1974-09-06,1.747159
1974-09-09,1.761364
1974-09-10,1.761364
1974-09-11,1.732955
1974-09-12,1.747159
1974-09-13,1.71875
1974-09-16,1.761364
1974-09-17,1.875
1974-09-18,1.903409
1974-09-19,1.946023
1974-09-20,1.960227
1974-09-23,2.03125
1974-09-24,1.931818
1974-09-25,1.960227
1974-09-26,1.931818
1974-09-27,1.875
1974-09-30,1.803977
1974-10-01,1.71875
1974-10-02,1.732955
1974-10-03,1.747159
1974-10-04,1.803977
1974-10-07,1.803977
1974-10-08,1.803977
1974-10-09,1.846591
1974-10-10,1.860795
1974-10-11,1.960227
1974-10-14,1.974432
1974-10-15,2.045455
1974-10-16,2.002841
1974-10-17,1.988636
1974-10-18,1.988636
1974-10-21,2.03125
1974-10-22,2.102273
1974-10-23,2.088068
1974-10-24,2.03125
1974-10-25,1.960227
1974-10-28,1.917614
1974-10-29,1.903409
1974-10-30,1.917614
1974-10-31,1.931818
1974-11-01,1.946023
1974-11-04,1.917614
1974-11-05,1.931818
1974-11-06,1.988636
1974-11-07,1.974432
1974-11-08,2.017045
1974-11-11,2.045455
1974-11-12,2.002841
1974-11-13,1.960227
1974-11-14,1.960227
1974-11-15,1.931818
1974-11-18,1.875
1974-11-19,1.903409
1974-11-20,1.917614
1974-11-21,1.917614
1974-11-22,1.875
1974-11-25,1.903409
1974-11-26,1.917614
1974-11-27,1.875
1974-11-29,1.903409
1974-12-02,1.903409
1974-12-03,1.917614
1974-12-04,1.903409
1974-12-05,1.903409
1974-12-06,1.903409
1974-12-09,1.889205
1974-12-10,1.846591
1974-12-11,1.875
1974-12-12,1.889205
1974-12-13,1.875
1974-12-16,1.875
1974-12-17,1.889205
1974-12-18,1.917614
1974-12-19,1.931818
1974-12-20,1.917614
1974-12-23,1.960227
1974-12-24,1.903409
1974-12-26,1.889205
1974-12-27,1.903409
1974-12-30,1.832386
1974-12-31,1.875
1975-01-02,1.931818
1975-01-03,1.946023
1975-01-06,1.988636
1975-01-07,1.946023
1975-01-08,1.960227
1975-01-09,1.960227
1975-01-10,2.045455
1975-01-13,2.059659
1975-01-14,2.059659
1975-01-15,2.017045
1975-01-16,2.102273
1975-01-17,2.144886
1975-01-20,2.201705
1975-01-21,2.258523
1975-01-22,2.215909
1975-01-23,2.1875
1975-01-24,2.130682
1975-01-27,2.144886
1975-01-28,2.144886
1975-01-29,2.073864
1975-01-30,2.116477
1975-01-31,2.088068
1975-02-03,2.102273
1975-02-04,2.102273
1975-02-05,2.102273
1975-02-06,2.130682
1975-02-07,2.173295
1975-02-10,2.1875
1975-02-11,2.159091
1975-02-12,2.1875
1975-02-13,2.130682
1975-02-14,2.102273
1975-02-18,2.073864
1975-02-19,2.073864
1975-02-20,2.088068
1975-02-21,2.116477
1975-02-24,2.173295
1975-02-25,2.144886
1975-02-26,2.130682
1975-02-27,2.102273
1975-02-28,2.059659
1975-03-03,2.059659
1975-03-04,2.088068
1975-03-05,2.059659
1975-03-06,2.059659
1975-03-07,2.088068
1975-03-10,2.088068
1975-03-11,2.088068
1975-03-12,2.073864
1975-03-13,2.116477
1975-03-14,2.144886
1975-03-17,2.130682
1975-03-18,2.130682
1975-03-19,2.144886
1975-03-20,2.144886
1975-03-21,2.130682
1975-03-24,2.144886
1975-03-25,2.144886
1975-03-26,2.173295
1975-03-27,2.201705
1975-03-31,2.215909
1975-04-01,2.144886
1975-04-02,2.088068
1975-04-03,2.102273
1975-04-04,2.088068
1975-04-07,2.088068
1975-04-08,2.059659
1975-04-09,2.088068
1975-04-10,2.130682
1975-04-11,2.130682
1975-04-14,2.116477
1975-04-15,2.116477
1975-04-16,2.201705
1975-04-17,2.201705
1975-04-18,2.201705
1975-04-21,2.201705
1975-04-22,2.201705
1975-04-23,2.201705
1975-04-24,2.1875
1975-04-25,2.201705
1975-04-28,2.201705
1975-04-29,2.144886
1975-04-30,2.144886
1975-05-01,2.116477
1975-05-02,2.088068
1975-05-05,2.116477
1975-05-06,2.102273
1975-05-07,2.116477
1975-05-08,2.088068
1975-05-09,2.088068
1975-05-12,2.116477
1975-05-13,2.144886
1975-05-14,2.201705
1975-05-15,2.215909
1975-05-16,2.201705
1975-05-19,2.215909
1975-05-20,2.215909
1975-05-21,2.215909
1975-05-22,2.201705
1975-05-23,2.201705
1975-05-27,2.1875
1975-05-28,2.215909
1975-05-29,2.258523
1975-05-30,2.272727
1975-06-02,2.272727
1975-06-03,2.329545
1975-06-04,2.34375
1975-06-05,2.34375
1975-06-06,2.34375
1975-06-09,2.301136
1975-06-10,2.315341
1975-06-11,2.329545
1975-06-12,2.329545
1975-06-13,2.329545
1975-06-16,2.372159
1975-06-17,2.414773
1975-06-18,2.400568
1975-06-19,2.428977
1975-06-20,2.428977
1975-06-23,2.428977
1975-06-24,2.372159
1975-06-25,2.372159
1975-06-26,2.34375
1975-06-27,2.34375
1975-06-30,2.301136
1975-07-01,2.272727
1975-07-02,2.272727
1975-07-03,2.272727
1975-07-07,2.230114
1975-07-08,2.230114
1975-07-09,2.173295
1975-07-10,2.173295
1975-07-11,2.173295
1975-07-14,2.244318
1975-07-15,2.301136
1975-07-16,2.315341
1975-07-17,2.357955
1975-07-18,2.357955
1975-07-21,2.357955
1975-07-22,2.357955
1975-07-23,2.34375
1975-07-24,2.34375
1975-07-25,2.301136
1975-07-28,2.301136
1975-07-29,2.215909
1975-07-30,2.144886
1975-07-31,2.201705
1975-08-01,2.201705
1975-08-04,2.201705
1975-08-05,2.173295
1975-08-06,2.088068
1975-08-07,2.116477
1975-08-08,2.173295
1975-08-11,2.173295
1975-08-12,2.144886
1975-08-13,2.088068
1975-08-14,2.144886
1975-08-15,2.144886
1975-08-18,2.201705
1975-08-19,2.201705
1975-08-20,2.1875
1975-08-21,2.173295
1975-08-22,2.159091
1975-08-25,2.144886
1975-08-26,2.144886
1975-08-27,2.159091
1975-08-28,2.173295
1975-08-29,2.173295
1975-09-02,2.173295
1975-09-03,2.173295
1975-09-04,2.159091
1975-09-05,2.159091
1975-09-08,2.144886
1975-09-09,2.116477
1975-09-10,2.116477
1975-09-11,2.159091
1975-09-12,2.201705
1975-09-15,2.201705
1975-09-16,2.201705
1975-09-17,2.201705
1975-09-18,2.230114
1975-09-19,2.244318
1975-09-22,2.244318
1975-09-23,2.230114
1975-09-24,2.1875
1975-09-25,2.102273
1975-09-26,2.116477
1975-09-29,2.116477
1975-09-30,2.144886
1975-10-01,2.144886
1975-10-02,2.144886
1975-10-03,2.159091
1975-10-06,2.159091
1975-10-07,2.144886
1975-10-08,2.159091
1975-10-09,2.159091
1975-10-10,2.144886
1975-10-13,2.144886
1975-10-14,2.144886
1975-10-15,2.173295
1975-10-16,2.173295
1975-10-17,2.201705
1975-10-20,2.201705
1975-10-21,2.159091
1975-10-22,2.1875
1975-10-23,2.1875
1975-10-24,2.1875
1975-10-27,2.159091
1975-10-28,2.159091
1975-10-29,2.130682
1975-10-30,2.144886
1975-10-31,2.1875
1975-11-03,2.1875
1975-11-04,2.159091
1975-11-05,2.144886
1975-11-06,2.1875
1975-11-07,2.173295
1975-11-10,2.201705
1975-11-11,2.201705
1975-11-12,2.201705
1975-11-13,2.201705
1975-11-14,2.201705
1975-11-17,2.244318
1975-11-18,2.215909
1975-11-19,2.215909
1975-11-20,2.215909
1975-11-21,2.201705
1975-11-24,2.215909
1975-11-25,2.1875
1975-11-26,2.173295
1975-11-28,2.1875
1975-12-01,2.1875
1975-12-02,2.173295
1975-12-03,2.173295
1975-12-04,2.173295
1975-12-05,2.201705
1975-12-08,2.201705
1975-12-09,2.201705
1975-12-10,2.1875
1975-12-11,2.173295
1975-12-12,2.144886
1975-12-15,2.173295
1975-12-16,2.201705
1975-12-17,2.230114
1975-12-18,2.215909
1975-12-19,2.201705
1975-12-22,2.201705
1975-12-23,2.159091
1975-12-24,2.116477
1975-12-26,2.173295
1975-12-29,2.173295
1975-12-30,2.173295
1975-12-31,2.201705
1976-01-02,2.173295
1976-01-05,2.201705
1976-01-06,2.244318
1976-01-07,2.244318
1976-01-08,2.244318
1976-01-09,2.201705
1976-01-12,2.201705
1976-01-13,2.258523
1976-01-14,2.357955
1976-01-15,2.414773
1976-01-16,2.357955
1976-01-19,2.34375
1976-01-20,2.400568
1976-01-21,2.414773
1976-01-22,2.414773
1976-01-23,2.414773
1976-01-26,2.400568
1976-01-27,2.428977
1976-01-28,2.428977
1976-01-29,2.457386
1976-01-30,2.457386
1976-02-02,2.428977
1976-02-03,2.386364
1976-02-04,2.457386
1976-02-05,2.457386
1976-02-06,2.443182
1976-02-09,2.400568
1976-02-10,2.34375
1976-02-11,2.372159
1976-02-12,2.357955
1976-02-13,2.414773
1976-02-17,2.471591
1976-02-18,2.485795
1976-02-19,2.485795
1976-02-20,2.34375
1976-02-23,2.357955
1976-02-24,2.372159
1976-02-25,2.329545
1976-02-26,2.230114
1976-02-27,2.258523
1976-03-01,2.286932
1976-03-02,2.272727
1976-03-03,2.272727
1976-03-04,2.286932
1976-03-05,2.301136
1976-03-08,2.34375
1976-03-09,2.329545
1976-03-10,2.329545
1976-03-11,2.372159
1976-03-12,2.357955
1976-03-15,2.357955
1976-03-16,2.357955
1976-03-17,2.34375
1976-03-18,2.357955
1976-03-19,2.34375
1976-03-22,2.400568
1976-03-23,2.34375
1976-03-24,2.386364
1976-03-25,2.272727
1976-03-26,2.258523
1976-03-29,2.258523
1976-03-30,2.244318
1976-03-31,2.272727
1976-04-01,2.244318
1976-04-02,2.286932
1976-04-05,2.301136
1976-04-06,2.34375
1976-04-07,2.286932
1976-04-08,2.286932
1976-04-09,2.272727
1976-04-12,2.272727
1976-04-13,2.301136
1976-04-14,2.286932
1976-04-15,2.34375
1976-04-19,2.34375
1976-04-20,2.428977
1976-04-21,2.372159
1976-04-22,2.372159
1976-04-23,2.329545
1976-04-26,2.258523
1976-04-27,2.301136
1976-04-28,2.286932
1976-04-29,2.301136
1976-04-30,2.286932
1976-05-03,2.315341
1976-05-04,2.329545
1976-05-05,2.301136
1976-05-06,2.301136
1976-05-07,2.301136
1976-05-10,2.34375
1976-05-11,2.301136
1976-05-12,2.272727
1976-05-13,2.258523
1976-05-14,2.215909
1976-05-17,2.201705
1976-05-18,2.258523
1976-05-19,2.286932
1976-05-20,2.301136
1976-05-21,2.301136
1976-05-24,2.272727
1976-05-25,2.244318
1976-05-26,2.272727
1976-05-27,2.272727
1976-05-28,2.272727
1976-06-01,2.315341
1976-06-02,2.272727
1976-06-03,2.244318
1976-06-04,2.244318
1976-06-07,2.230114
1976-06-08,2.258523
1976-06-09,2.258523
1976-06-10,2.258523
1976-06-11,2.286932
1976-06-14,2.315341
1976-06-15,2.301136
1976-06-16,2.357955
1976-06-17,2.372159
1976-06-18,2.357955
1976-06-21,2.372159
1976-06-22,2.34375
1976-06-23,2.372159
1976-06-24,2.286932
1976-06-25,2.258523
1976-06-28,2.272727
1976-06-29,2.286932
1976-06-30,2.301136
1976-07-01,2.286932
1976-07-02,2.315341
1976-07-06,2.34375
1976-07-07,2.34375
1976-07-08,2.34375
1976-07-09,2.34375
1976-07-12,2.386364
1976-07-13,2.34375
1976-07-14,2.357955
1976-07-15,2.386364
1976-07-16,2.34375
1976-07-19,2.34375
1976-07-20,2.357955
1976-07-21,2.357955
1976-07-22,2.414773
1976-07-23,2.386364
1976-07-26,2.400568
1976-07-27,2.428977
1976-07-28,2.471591
1976-07-29,2.485795
1976-07-30,2.485795
1976-08-02,2.5
1976-08-03,2.485795
1976-08-04,2.514205
1976-08-05,2.485795
1976-08-06,2.5
1976-08-09,2.514205
1976-08-10,2.556818
1976-08-11,2.571023
1976-08-12,2.599432
1976-08-13,2.613636
1976-08-16,2.627841
1976-08-17,2.642045
1976-08-18,2.627841
1976-08-19,2.599432
1976-08-20,2.585227
1976-08-23,2.585227
1976-08-24,2.571023
1976-08-25,2.571023
1976-08-26,2.585227
1976-08-27,2.571023
1976-08-30,2.556818
1976-08-31,2.556818
1976-09-01,2.585227
1976-09-02,2.556818
1976-09-03,2.585227
1976-09-07,2.571023
1976-09-08,2.585227
1976-09-09,2.599432
1976-09-10,2.627841
1976-09-13,2.627841
1976-09-14,2.642045
1976-09-15,2.627841
1976-09-16,2.65625
1976-09-17,2.684659
1976-09-20,2.698864
1976-09-21,2.769886
1976-09-22,2.741477
1976-09-23,2.741477
1976-09-24,2.627841
1976-09-27,2.627841
1976-09-28,2.627841
1976-09-29,2.585227
1976-09-30,2.556818
1976-10-01,2.528409
1976-10-04,2.571023
1976-10-05,2.585227
1976-10-06,2.585227
1976-10-07,2.585227
1976-10-08,2.585227
1976-10-11,2.585227
1976-10-12,2.599432
1976-10-13,2.556818
1976-10-14,2.556818
1976-10-15,2.599432
1976-10-18,2.599432
1976-10-19,2.599432
1976-10-20,2.599432
1976-10-21,2.627841
1976-10-22,2.585227
1976-10-25,2.585227
1976-10-26,2.571023
1976-10-27,2.571023
1976-10-28,2.627841
1976-10-29,2.627841
1976-11-01,2.642045
1976-11-03,2.642045
1976-11-04,2.698864
1976-11-05,2.713068
1976-11-08,2.698864
1976-11-09,2.627841
1976-11-10,2.642045
1976-11-11,2.65625
1976-11-12,2.627841
1976-11-15,2.684659
1976-11-16,2.670455
1976-11-17,2.670455
1976-11-18,2.642045
1976-11-19,2.65625
1976-11-22,2.65625
1976-11-23,2.627841
1976-11-24,2.627841
1976-11-26,2.627841
1976-11-29,2.627841
1976-11-30,2.613636
1976-12-01,2.627841
1976-12-02,2.613636
1976-12-03,2.642045
1976-12-06,2.741477
1976-12-07,2.769886
1976-12-08,2.784091
1976-12-09,2.855114
1976-12-10,2.769886
1976-12-13,2.8125
1976-12-14,2.840909
1976-12-15,2.855114
1976-12-16,2.869318
1976-12-17,2.840909
1976-12-20,2.869318
1976-12-21,2.869318
1976-12-22,2.826705
1976-12-23,2.869318
1976-12-27,2.798295
1976-12-28,2.784091
1976-12-29,2.798295
1976-12-30,2.869318
1976-12-31,2.897727
1977-01-03,2.911932
1977-01-04,2.96875
1977-01-05,2.997159
1977-01-06,3.039773
1977-01-07,3.011364
1977-01-10,2.96875
1977-01-11,2.883523
1977-01-12,2.869318
1977-01-13,2.897727
1977-01-14,2.954545
1977-01-17,3.039773
1977-01-18,2.997159
1977-01-19,3.053977
1977-01-20,2.997159
1977-01-21,2.982955
1977-01-24,2.911932
1977-01-25,2.926136
1977-01-26,2.926136
1977-01-27,2.982955
1977-01-28,2.96875
1977-01-31,2.940341
1977-02-01,2.997159
1977-02-02,2.997159
1977-02-03,3.039773
1977-02-04,3.011364
1977-02-07,2.954545
1977-02-08,2.982955
1977-02-09,2.96875
1977-02-10,2.96875
1977-02-11,2.926136
1977-02-14,2.911932
1977-02-15,2.997159
1977-02-16,2.940341
1977-02-17,2.911932
1977-02-18,2.926136
1977-02-22,2.840909
1977-02-23,2.784091
1977-02-24,2.755682
1977-02-25,2.741477
1977-02-28,2.741477
1977-03-01,2.741477
1977-03-02,2.741477
1977-03-03,2.741477
1977-03-04,2.769886
1977-03-07,2.826705
1977-03-08,2.869318
1977-03-09,2.869318
1977-03-10,2.954545
1977-03-11,2.926136
1977-03-14,2.897727
1977-03-15,2.855114
1977-03-16,2.869318
1977-03-17,2.869318
1977-03-18,2.8125
1977-03-21,2.8125
1977-03-22,2.798295
1977-03-23,2.784091
1977-03-24,2.8125
1977-03-25,2.755682
1977-03-28,2.698864
1977-03-29,2.670455
1977-03-30,2.684659
1977-03-31,2.684659
1977-04-01,2.727273
1977-04-04,2.684659
1977-04-05,2.684659
1977-04-06,2.727273
1977-04-07,2.684659
1977-04-11,2.684659
1977-04-12,2.684659
1977-04-13,2.713068
1977-04-14,2.713068
1977-04-15,2.769886
1977-04-18,2.855114
1977-04-19,2.997159
1977-04-20,2.911932
1977-04-21,2.883523
1977-04-22,2.826705
1977-04-25,2.798295
1977-04-26,2.769886
1977-04-27,2.784091
1977-04-28,2.784091
1977-04-29,2.769886
1977-05-02,2.769886
1977-05-03,2.755682
1977-05-04,2.784091
1977-05-05,2.769886
1977-05-06,2.769886
1977-05-09,2.769886
1977-05-10,2.769886
1977-05-11,2.8125
1977-05-12,2.826705
1977-05-13,2.869318
1977-05-16,2.897727
1977-05-17,2.840909
1977-05-18,2.826705
1977-05-19,2.826705
1977-05-20,2.840909
1977-05-23,2.826705
1977-05-24,2.8125
1977-05-25,2.798295
1977-05-26,2.784091
1977-05-27,2.769886
1977-05-31,2.755682
1977-06-01,2.769886
1977-06-02,2.755682
1977-06-03,2.769886
1977-06-06,2.769886
1977-06-07,2.826705
1977-06-08,2.8125
1977-06-09,2.826705
1977-06-10,2.826705
1977-06-13,2.855114
1977-06-14,2.911932
1977-06-15,2.940341
1977-06-16,2.940341
1977-06-17,2.940341
1977-06-20,2.911932
1977-06-21,2.911932
1977-06-22,2.926136
1977-06-23,2.982955
1977-06-24,2.911932
1977-06-27,2.926136
1977-06-28,2.982955
1977-06-29,2.96875
1977-06-30,2.940341
1977-07-01,2.954545
1977-07-05,2.911932
1977-07-06,2.911932
1977-07-07,2.911932
1977-07-08,2.911932
1977-07-11,2.840909
1977-07-12,2.840909
1977-07-13,2.840909
1977-07-15,2.911932
1977-07-18,2.940341
1977-07-19,2.997159
1977-07-20,2.96875
1977-07-21,2.997159
1977-07-22,2.982955
1977-07-25,2.997159
1977-07-26,2.997159
1977-07-27,2.926136
1977-07-28,2.840909
1977-07-29,2.826705
1977-08-01,2.826705
1977-08-02,2.8125
1977-08-03,2.8125
1977-08-04,2.840909
1977-08-05,2.869318
1977-08-08,2.911932
1977-08-09,2.869318
1977-08-10,2.869318
1977-08-11,2.911932
1977-08-12,2.897727
1977-08-15,2.855114
1977-08-16,2.840909
1977-08-17,2.840909
1977-08-18,2.698864
1977-08-19,2.670455
1977-08-22,2.627841
1977-08-23,2.670455
1977-08-24,2.684659
1977-08-25,2.684659
1977-08-26,2.670455
1977-08-29,2.65625
1977-08-30,2.642045
1977-08-31,2.627841
1977-09-01,2.65625
1977-09-02,2.684659
1977-09-06,2.727273
1977-09-07,2.769886
1977-09-08,2.826705
1977-09-09,2.855114
1977-09-12,2.855114
1977-09-13,2.840909
1977-09-14,2.840909
1977-09-15,2.826705
1977-09-16,2.869318
1977-09-19,2.897727
1977-09-20,2.911932
1977-09-21,2.883523
1977-09-22,2.840909
1977-09-23,2.855114
1977-09-26,2.769886
1977-09-27,2.713068
1977-09-28,2.727273
1977-09-29,2.727273
1977-09-30,2.727273
1977-10-03,2.769886
1977-10-04,2.769886
1977-10-05,2.769886
1977-10-06,2.784091
1977-10-07,2.826705
1977-10-10,2.8125
1977-10-11,2.8125
1977-10-12,2.8125
1977-10-13,2.798295
1977-10-14,2.741477
1977-10-17,2.741477
1977-10-18,2.741477
1977-10-19,2.8125
1977-10-20,2.784091
1977-10-21,2.784091
1977-10-24,2.784091
1977-10-25,2.769886
1977-10-26,2.784091
1977-10-27,2.769886
1977-10-28,2.741477
1977-10-31,2.755682
1977-11-01,2.741477
1977-11-02,2.755682
1977-11-03,2.741477
1977-11-04,2.769886
1977-11-07,2.769886
1977-11-08,2.769886
1977-11-09,2.755682
1977-11-10,2.755682
1977-11-11,2.755682
1977-11-14,2.769886
1977-11-15,2.741477
1977-11-16,2.727273
1977-11-17,2.727273
1977-11-18,2.727273
1977-11-21,2.741477
1977-11-22,2.741477
1977-11-23,2.670455
1977-11-25,2.727273
1977-11-28,2.741477
1977-11-29,2.684659
1977-11-30,2.727273
1977-12-01,2.713068
1977-12-02,2.713068
1977-12-05,2.727273
1977-12-06,2.713068
1977-12-07,2.727273
1977-12-08,2.698864
1977-12-09,2.713068
1977-12-12,2.741477
