Date,LOGM
2010-09-28,38.389998999999996
2010-09-29,37.43
2010-09-30,35.98
2010-10-01,35.549999
2010-10-04,35.009997999999996
2010-10-05,36.290001000000004
2010-10-06,33.549999
2010-10-07,33.099998
2010-10-08,34.52
2010-10-11,35.32
2010-10-12,36.110001000000004
2010-10-13,37.299999
2010-10-14,36.240002000000004
2010-10-15,36.02
2010-10-18,35.950001
2010-10-19,34.82
2010-10-20,34.450001
2010-10-21,34.369999
2010-10-22,34.560001
2010-10-25,36.349998
2010-10-26,37.139998999999996
2010-10-27,37.02
2010-10-28,38.709998999999996
2010-10-29,39.73
2010-11-01,37.59
2010-11-02,39.369999
2010-11-03,39.220001
2010-11-04,39.470001
2010-11-05,40.049999
2010-11-08,40.150002
2010-11-09,40.0
2010-11-10,41.169998
2010-11-11,41.549999
2010-11-12,41.709998999999996
2010-11-15,40.849998
2010-11-16,39.279999
2010-11-17,39.389998999999996
2010-11-18,40.029999
2010-11-19,42.040001000000004
2010-11-22,43.450001
2010-11-23,43.040001000000004
2010-11-24,43.490002000000004
2010-11-26,44.27
2010-11-29,44.299999
2010-11-30,43.790001000000004
2010-12-01,45.419998
2010-12-02,45.970001
2010-12-03,46.279999
2010-12-06,46.09
2010-12-07,46.009997999999996
2010-12-08,45.48
2010-12-09,46.240002000000004
2010-12-10,46.790001000000004
2010-12-13,45.650002
2010-12-14,45.330002
2010-12-15,44.709998999999996
2010-12-16,45.009997999999996
2010-12-17,45.59
2010-12-20,46.27
2010-12-21,46.889998999999996
2010-12-22,46.43
2010-12-23,46.400002
2010-12-27,46.509997999999996
2010-12-28,45.330002
2010-12-29,46.119999
2010-12-30,45.200001
2010-12-31,44.34
2011-01-03,44.470001
2011-01-04,42.009997999999996
2011-01-05,43.990002000000004
2011-01-06,42.790001000000004
2011-01-07,43.040001000000004
2011-01-10,43.669998
2011-01-11,45.169998
2011-01-12,46.349998
2011-01-13,45.029999
2011-01-14,45.25
2011-01-18,45.700001
2011-01-19,43.810001
2011-01-20,42.009997999999996
2011-01-21,40.669998
2011-01-24,41.650002
2011-01-25,39.0
2011-01-26,40.330002
2011-01-27,39.57
2011-01-28,38.799999
2011-01-31,38.529999
2011-02-01,39.959998999999996
2011-02-02,40.169998
2011-02-03,40.66
2011-02-04,40.209998999999996
2011-02-07,40.869999
2011-02-08,41.25
2011-02-09,40.91
2011-02-10,41.259997999999996
2011-02-11,41.549999
2011-02-14,41.970001
2011-02-15,40.09
2011-02-16,40.029999
2011-02-17,40.07
2011-02-18,38.759997999999996
2011-02-22,36.919998
2011-02-23,36.5
2011-02-24,36.380001
2011-02-25,37.889998999999996
2011-02-28,35.889998999999996
2011-03-01,34.869999
2011-03-02,34.75
2011-03-03,34.740002000000004
2011-03-04,35.27
2011-03-07,34.810001
2011-03-08,36.419998
2011-03-09,36.02
2011-03-10,35.689999
2011-03-11,35.490002000000004
2011-03-14,35.189999
2011-03-15,35.740002000000004
2011-03-16,36.029999
2011-03-17,36.0
2011-03-18,35.869999
2011-03-21,36.18
2011-03-22,35.889998999999996
2011-03-23,39.959998999999996
2011-03-24,39.580002
2011-03-25,41.490002000000004
2011-03-28,40.66
2011-03-29,42.740002000000004
2011-03-30,42.84
2011-03-31,42.16
2011-04-01,46.080002
2011-04-04,47.220001
2011-04-05,46.950001
2011-04-06,45.57
2011-04-07,45.310001
2011-04-08,44.5
2011-04-11,44.73
2011-04-12,42.849998
2011-04-13,43.639998999999996
2011-04-14,44.119999
2011-04-15,44.799999
2011-04-18,43.849998
2011-04-19,44.459998999999996
2011-04-20,44.98
2011-04-21,45.09
2011-04-25,42.669998
2011-04-26,40.93
2011-04-27,42.639998999999996
2011-04-28,44.040001000000004
2011-04-29,43.07
2011-05-02,42.02
2011-05-03,41.060001
2011-05-04,40.439999
2011-05-05,41.169998
2011-05-06,41.779999
2011-05-09,41.560001
2011-05-10,42.549999
2011-05-11,41.599998
2011-05-12,42.259997999999996
2011-05-13,42.099998
2011-05-16,40.959998999999996
2011-05-17,41.240002000000004
2011-05-18,41.330002
2011-05-19,41.189999
2011-05-20,41.939999
2011-05-23,41.200001
2011-05-24,41.560001
2011-05-25,42.209998999999996
2011-05-26,42.57
2011-05-27,42.799999
2011-05-31,43.52
2011-06-01,42.09
2011-06-02,43.209998999999996
2011-06-03,42.080002
2011-06-06,41.43
2011-06-07,39.689999
2011-06-08,37.209998999999996
2011-06-09,39.060001
2011-06-10,37.709998999999996
2011-06-13,36.98
2011-06-14,38.599998
2011-06-15,37.18
2011-06-16,37.189999
2011-06-17,36.02
2011-06-20,37.290001000000004
2011-06-21,37.849998
2011-06-22,38.630001
2011-06-23,39.310001
2011-06-24,37.880001
2011-06-27,38.27
2011-06-28,38.75
2011-06-29,37.790001000000004
2011-06-30,38.57
2011-07-01,37.5
2011-07-05,37.779999
2011-07-06,38.049999
2011-07-07,39.380001
2011-07-08,39.02
2011-07-11,37.93
2011-07-12,37.66
2011-07-13,37.91
2011-07-14,36.57
2011-07-15,36.450001
2011-07-18,36.43
2011-07-19,37.900002
2011-07-20,36.889998999999996
2011-07-21,35.610001000000004
2011-07-22,35.080002
2011-07-25,34.580002
2011-07-26,34.849998
2011-07-27,35.099998
2011-07-28,36.639998999999996
2011-07-29,35.549999
2011-08-01,35.080002
2011-08-02,34.490002000000004
2011-08-03,34.709998999999996
2011-08-04,33.450001
2011-08-05,33.48
2011-08-08,31.530001000000002
2011-08-09,32.529999
2011-08-10,31.77
2011-08-11,32.310001
2011-08-12,32.560001
2011-08-15,33.66
2011-08-16,32.57
2011-08-17,31.610001
2011-08-18,29.530001000000002
2011-08-19,27.74
2011-08-22,27.950001
2011-08-23,29.59
2011-08-24,28.49
2011-08-25,27.620001000000002
2011-08-26,28.200001
2011-08-29,30.16
2011-08-30,29.73
2011-08-31,31.25
2011-09-01,30.32
2011-09-02,28.860001
2011-09-06,30.35
2011-09-07,30.870001000000002
2011-09-08,30.5
2011-09-09,29.389999
2011-09-12,30.719998999999998
2011-09-13,31.719998999999998
2011-09-14,32.720001
2011-09-15,33.810001
2011-09-16,32.93
2011-09-19,32.209998999999996
2011-09-20,30.959999
2011-09-21,30.209999
2011-09-22,30.870001000000002
2011-09-23,31.48
2011-09-26,32.07
2011-09-27,34.27
2011-09-28,32.799999
2011-09-29,33.200001
2011-09-30,33.209998999999996
2011-10-03,30.76
2011-10-04,32.400002
2011-10-05,33.720001
2011-10-06,34.099998
2011-10-07,33.400002
2011-10-10,33.990002000000004
2011-10-11,34.650002
2011-10-12,35.48
2011-10-13,35.470001
2011-10-14,36.68
2011-10-17,34.93
2011-10-18,35.759997999999996
2011-10-19,34.5
2011-10-20,34.919998
2011-10-21,35.41
2011-10-24,37.639998999999996
2011-10-25,36.310001
2011-10-26,35.720001
2011-10-27,40.75
2011-10-28,41.52
2011-10-31,40.669998
2011-11-01,37.869999
2011-11-02,39.130001
2011-11-03,40.599998
2011-11-04,41.790001000000004
2011-11-07,41.900002
2011-11-08,42.490002000000004
2011-11-09,39.860001000000004
2011-11-10,39.939999
2011-11-11,41.630001
2011-11-14,40.860001000000004
2011-11-15,42.75
2011-11-16,42.400002
2011-11-17,40.990002000000004
2011-11-18,40.669998
2011-11-21,39.450001
2011-11-22,39.200001
2011-11-23,37.23
2011-11-25,36.689999
2011-11-28,41.889998999999996
2011-11-29,40.84
2011-11-30,43.009997999999996
2011-12-01,41.419998
2011-12-02,41.23
2011-12-05,42.240002000000004
2011-12-06,43.919998
2011-12-07,43.639998999999996
2011-12-08,41.990002000000004
2011-12-09,42.84
2011-12-12,42.119999
2011-12-13,41.470001
2011-12-14,40.189999
2011-12-15,40.700001
2011-12-16,41.220001
2011-12-19,40.57
2011-12-20,43.099998
2011-12-21,39.900002
2011-12-22,40.02
2011-12-23,39.759997999999996
2011-12-27,39.259997999999996
2011-12-28,38.490002000000004
2011-12-29,38.450001
2011-12-30,38.549999
2012-01-03,38.619999
2012-01-04,37.709998999999996
2012-01-05,38.16
2012-01-06,37.75
2012-01-09,38.380001
2012-01-10,38.02
2012-01-11,38.790001000000004
2012-01-12,39.400002
2012-01-13,39.549999
2012-01-17,39.98
2012-01-18,40.700001
2012-01-19,41.16
2012-01-20,41.040001000000004
2012-01-23,41.060001
2012-01-24,41.02
2012-01-25,40.450001
2012-01-26,41.290001000000004
2012-01-27,41.509997999999996
2012-01-30,40.07
2012-01-31,39.830002
2012-02-01,39.68
2012-02-02,41.360001000000004
2012-02-03,42.5
2012-02-06,41.439999
2012-02-07,41.110001000000004
2012-02-08,38.950001
2012-02-09,39.810001
2012-02-10,39.41
2012-02-13,39.029999
2012-02-14,38.41
2012-02-15,37.580002
2012-02-16,39.82
2012-02-17,39.130001
2012-02-21,38.41
2012-02-22,37.98
2012-02-23,38.549999
2012-02-24,38.02
2012-02-27,37.98
2012-02-28,37.77
2012-02-29,36.860001000000004
2012-03-01,35.299999
2012-03-02,35.200001
2012-03-05,35.0
2012-03-06,34.099998
2012-03-07,34.720001
2012-03-08,35.049999
2012-03-09,36.560001
2012-03-12,36.299999
2012-03-13,37.02
2012-03-14,35.5
2012-03-15,35.75
2012-03-16,36.18
2012-03-19,36.0
2012-03-20,35.459998999999996
2012-03-21,35.049999
2012-03-22,33.959998999999996
2012-03-23,35.09
2012-03-26,35.470001
2012-03-27,35.299999
2012-03-28,35.259997999999996
2012-03-29,35.259997999999996
2012-03-30,35.23
2012-04-02,35.509997999999996
2012-04-03,35.080002
2012-04-04,34.799999
2012-04-05,34.470001
2012-04-09,33.849998
2012-04-10,33.93
2012-04-11,34.849998
2012-04-12,34.759997999999996
2012-04-13,35.490002000000004
2012-04-16,35.509997999999996
2012-04-17,36.939999
2012-04-18,36.34
2012-04-19,36.279999
2012-04-20,36.790001000000004
2012-04-23,35.790001000000004
2012-04-24,35.709998999999996
2012-04-25,36.990002000000004
2012-04-26,36.599998
2012-04-27,36.639998999999996
2012-04-30,36.009997999999996
2012-05-01,35.23
2012-05-02,34.869999
2012-05-03,33.23
2012-05-04,32.799999
2012-05-07,33.009997999999996
2012-05-08,32.189999
2012-05-09,33.209998999999996
2012-05-10,32.400002
2012-05-11,33.200001
2012-05-14,32.98
2012-05-15,33.0
2012-05-16,32.009997999999996
2012-05-17,30.67
2012-05-18,30.879998999999998
2012-05-21,31.08
2012-05-22,30.74
2012-05-23,31.639999
2012-05-24,31.24
2012-05-25,31.219998999999998
2012-05-29,32.209998999999996
2012-05-30,31.690001000000002
2012-05-31,32.049999
2012-06-01,31.26
2012-06-04,31.299999
2012-06-05,31.18
2012-06-06,31.280001000000002
2012-06-07,31.01
2012-06-08,30.35
2012-06-11,30.450001
2012-06-12,30.459999
2012-06-13,30.77
2012-06-14,30.700001
2012-06-15,30.940001000000002
2012-06-18,30.620001000000002
2012-06-19,30.959999
2012-06-20,31.700001
2012-06-21,30.91
2012-06-22,31.879998999999998
2012-06-25,30.879998999999998
2012-06-26,30.950001
2012-06-27,30.66
2012-06-28,30.0
2012-06-29,30.52
2012-07-02,30.5
2012-07-03,31.0
2012-07-05,31.559998999999998
2012-07-06,31.26
2012-07-09,31.15
2012-07-10,31.0
2012-07-11,31.27
2012-07-12,30.940001000000002
2012-07-13,31.07
2012-07-16,30.950001
2012-07-17,31.51
2012-07-18,33.580002
2012-07-19,32.98
2012-07-20,32.5
2012-07-23,31.93
2012-07-24,31.809998999999998
2012-07-25,30.870001000000002
2012-07-26,23.66
2012-07-27,23.26
2012-07-30,24.389999
2012-07-31,18.950001
2012-08-01,19.110001
2012-08-02,19.42
2012-08-03,19.77
2012-08-06,19.93
2012-08-07,19.65
2012-08-08,19.67
2012-08-09,19.93
2012-08-10,19.700001
2012-08-13,19.639999
2012-08-14,19.459999
2012-08-15,19.92
2012-08-16,20.559998999999998
2012-08-17,20.26
2012-08-20,19.91
2012-08-21,19.379998999999998
2012-08-22,20.360001
2012-08-23,20.950001
2012-08-24,21.129998999999998
2012-08-27,20.629998999999998
2012-08-28,21.620001000000002
2012-08-29,22.08
2012-08-30,21.940001000000002
2012-08-31,21.98
2012-09-04,22.459999
2012-09-05,22.190001000000002
2012-09-06,22.610001
2012-09-07,23.440001000000002
2012-09-10,23.25
2012-09-11,23.18
2012-09-12,22.77
2012-09-13,23.469998999999998
2012-09-14,23.879998999999998
2012-09-17,24.24
2012-09-18,23.52
2012-09-19,23.469998999999998
2012-09-20,23.440001000000002
2012-09-21,23.15
2012-09-24,22.940001000000002
2012-09-25,22.57
2012-09-26,22.57
2012-09-27,22.59
2012-09-28,22.43
2012-10-01,22.700001
2012-10-02,22.889999
2012-10-03,22.5
2012-10-04,21.959999
2012-10-05,21.780001000000002
2012-10-08,21.85
2012-10-09,21.459999
2012-10-10,20.879998999999998
2012-10-11,21.139999
2012-10-12,21.030001000000002
2012-10-15,21.0
2012-10-16,21.25
2012-10-17,21.09
2012-10-18,20.5
2012-10-19,20.09
2012-10-22,19.559998999999998
2012-10-23,20.16
2012-10-24,20.07
2012-10-25,23.82
2012-10-26,24.780001000000002
2012-10-31,24.700001
2012-11-01,24.809998999999998
2012-11-02,23.940001000000002
2012-11-05,23.450001
2012-11-06,22.780001000000002
2012-11-07,22.32
2012-11-08,22.200001
2012-11-09,21.91
2012-11-12,21.959999
2012-11-13,21.35
2012-11-14,20.639999
2012-11-15,20.940001000000002
2012-11-16,20.879998999999998
2012-11-19,21.27
2012-11-20,20.879998999999998
2012-11-21,21.309998999999998
2012-11-23,21.280001000000002
2012-11-26,21.48
2012-11-27,21.35
2012-11-28,21.200001
2012-11-29,21.99
2012-11-30,21.4
2012-12-03,20.85
2012-12-04,20.959999
2012-12-05,20.41
2012-12-06,19.91
2012-12-07,20.620001000000002
2012-12-10,21.02
2012-12-11,21.120001000000002
2012-12-12,20.75
2012-12-13,20.43
2012-12-14,20.559998999999998
2012-12-17,20.700001
2012-12-18,22.25
2012-12-19,21.809998999999998
2012-12-20,21.690001000000002
2012-12-21,22.309998999999998
2012-12-24,22.280001000000002
2012-12-26,22.040001
2012-12-27,22.190001000000002
2012-12-28,22.0
2012-12-31,22.41
2013-01-02,23.299999
2013-01-03,22.93
2013-01-04,23.15
2013-01-07,23.549999
2013-01-08,23.15
2013-01-09,23.49
2013-01-10,23.379998999999998
2013-01-11,23.620001000000002
2013-01-14,23.610001
2013-01-15,23.92
2013-01-16,23.610001
2013-01-17,23.5
2013-01-18,23.620001000000002
2013-01-22,23.610001
2013-01-23,23.33
2013-01-24,23.950001
2013-01-25,23.469998999999998
2013-01-28,23.440001000000002
2013-01-29,22.91
2013-01-30,22.57
2013-01-31,22.700001
2013-02-01,22.82
2013-02-04,22.76
2013-02-05,22.76
2013-02-06,23.41
2013-02-07,22.969998999999998
2013-02-08,23.129998999999998
2013-02-11,23.32
2013-02-12,23.110001
2013-02-13,22.969998999999998
2013-02-14,23.66
2013-02-15,16.65
2013-02-19,16.75
2013-02-20,16.98
2013-02-21,16.879998999999998
2013-02-22,17.09
2013-02-25,17.190001000000002
2013-02-26,17.549999
2013-02-27,17.719998999999998
2013-02-28,17.860001
2013-03-01,18.540001
2013-03-04,18.389999
2013-03-05,18.57
2013-03-06,17.77
2013-03-07,17.809998999999998
2013-03-08,17.93
2013-03-11,18.02
2013-03-12,18.110001
2013-03-13,18.0
2013-03-14,17.99
2013-03-15,17.9
2013-03-18,17.99
2013-03-19,17.83
2013-03-20,18.65
2013-03-21,17.92
2013-03-22,17.85
2013-03-25,17.780001000000002
2013-03-26,21.26
2013-03-27,19.120001000000002
2013-03-28,19.219998999999998
2013-04-01,18.5
2013-04-02,18.459999
2013-04-03,18.27
2013-04-04,18.200001
2013-04-05,18.280001000000002
2013-04-08,18.0
2013-04-09,17.98
2013-04-10,18.0
2013-04-11,18.0
2013-04-12,17.780001000000002
2013-04-15,17.25
2013-04-16,17.48
2013-04-17,17.280001000000002
2013-04-18,17.059998999999998
2013-04-19,17.17
2013-04-22,17.0
2013-04-23,17.549999
2013-04-24,17.25
2013-04-25,17.860001
2013-04-26,21.67
2013-04-29,23.190001000000002
2013-04-30,22.58
2013-05-01,21.790001
2013-05-02,21.799999
2013-05-03,22.17
2013-05-06,22.65
2013-05-07,23.07
2013-05-08,23.280001000000002
2013-05-09,23.120001000000002
2013-05-10,23.540001
2013-05-13,23.77
2013-05-14,24.049999
2013-05-15,24.35
2013-05-16,24.5
2013-05-17,25.389999
2013-05-20,25.379998999999998
2013-05-21,25.280001000000002
2013-05-22,24.73
2013-05-23,24.49
2013-05-24,24.549999
2013-05-28,24.9
2013-05-29,24.93
2013-05-30,25.540001
2013-05-31,25.450001
2013-06-03,25.290001
2013-06-04,25.559998999999998
2013-06-05,25.52
2013-06-06,26.280001000000002
2013-06-07,25.77
2013-06-10,25.82
2013-06-11,25.49
2013-06-12,25.190001000000002
2013-06-13,26.059998999999998
2013-06-14,25.67
2013-06-17,25.959999
2013-06-18,26.139999
2013-06-19,25.709999
2013-06-20,24.950001
2013-06-21,24.629998999999998
2013-06-24,24.01
2013-06-25,24.290001
2013-06-26,24.34
2013-06-27,24.389999
2013-06-28,24.459999
2013-07-01,25.030001000000002
2013-07-02,24.99
2013-07-03,25.23
2013-07-05,25.58
2013-07-08,26.84
2013-07-09,27.68
2013-07-10,27.4
2013-07-11,27.969998999999998
2013-07-12,28.120001000000002
2013-07-15,28.1
2013-07-16,28.52
2013-07-17,28.639999
2013-07-18,28.51
2013-07-19,28.43
2013-07-22,28.620001000000002
2013-07-23,28.219998999999998
2013-07-24,28.65
2013-07-25,28.32
2013-07-26,30.01
2013-07-29,29.879998999999998
2013-07-30,29.65
2013-07-31,29.719998999999998
2013-08-01,29.799999
2013-08-02,29.84
2013-08-05,30.32
2013-08-06,30.030001000000002
2013-08-07,29.33
2013-08-08,30.1
2013-08-09,29.709999
2013-08-12,29.870001000000002
2013-08-13,29.860001
2013-08-14,29.82
2013-08-15,29.690001000000002
2013-08-16,29.559998999999998
2013-08-19,29.370001000000002
2013-08-20,29.84
2013-08-21,29.690001000000002
2013-08-22,30.0
2013-08-23,30.24
2013-08-26,29.940001000000002
2013-08-27,29.32
2013-08-28,29.299999
2013-08-29,29.85
2013-08-30,29.790001
2013-09-03,30.389999
2013-09-04,30.34
2013-09-05,30.51
2013-09-06,30.51
2013-09-09,31.620001000000002
2013-09-10,31.85
2013-09-11,31.92
2013-09-12,31.49
2013-09-13,31.530001000000002
2013-09-16,31.540001
2013-09-17,30.9
2013-09-18,30.780001000000002
2013-09-19,31.52
2013-09-20,31.469998999999998
2013-09-23,31.25
2013-09-24,31.0
2013-09-25,30.809998999999998
2013-09-26,30.83
2013-09-27,30.700001
2013-09-30,31.049999
2013-10-01,31.18
2013-10-02,30.84
2013-10-03,30.33
2013-10-04,30.889999
2013-10-07,30.290001
2013-10-08,29.620001000000002
2013-10-09,30.129998999999998
2013-10-10,31.33
2013-10-11,31.16
2013-10-14,31.33
2013-10-15,30.49
2013-10-16,31.049999
2013-10-17,30.950001
2013-10-18,31.23
2013-10-21,31.5
2013-10-22,31.0
2013-10-23,30.83
2013-10-24,30.620001000000002
2013-10-25,33.09
2013-10-28,32.650002
2013-10-29,32.599998
2013-10-30,32.09
2013-10-31,32.299999
2013-11-01,30.620001000000002
2013-11-04,30.59
2013-11-05,31.629998999999998
2013-11-06,31.93
2013-11-07,31.07
2013-11-08,32.16
2013-11-11,31.98
2013-11-12,32.080002
2013-11-13,32.0
2013-11-14,31.530001000000002
2013-11-15,31.99
2013-11-18,31.93
2013-11-19,32.0
2013-11-20,31.969998999999998
2013-11-21,32.240002000000004
2013-11-22,32.09
2013-11-25,32.830002
2013-11-26,33.5
2013-11-27,33.73
2013-11-29,34.5
2013-12-02,33.360001000000004
2013-12-03,33.0
2013-12-04,32.880001
2013-12-05,33.380001
2013-12-06,33.299999
2013-12-09,33.0
2013-12-10,32.580002
2013-12-11,32.23
2013-12-12,31.620001000000002
2013-12-13,31.6
2013-12-16,31.98
2013-12-17,31.68
2013-12-18,31.99
2013-12-19,31.93
2013-12-20,32.93
2013-12-23,33.380001
2013-12-24,33.18
2013-12-26,32.889998999999996
2013-12-27,32.779999
2013-12-30,33.07
2013-12-31,33.549999
2014-01-02,32.509997999999996
2014-01-03,32.709998999999996
2014-01-06,31.969998999999998
2014-01-07,32.419998
2014-01-08,32.490002000000004
2014-01-09,32.860001000000004
2014-01-10,32.84
