Date,ENT
2012-07-06,244.75
2012-07-09,244.5
2012-07-10,244.5
2012-07-11,244.5
2012-07-12,244.75
2012-07-13,244.75
2012-07-16,244.75
2012-07-17,244.75
2012-07-18,244.75
2012-07-19,244.75
2012-07-20,244.75
2012-07-23,244.75
2012-07-24,244.75
2012-07-25,244.75
2012-07-26,244.75
2012-07-27,244.75
2012-07-30,244.75
2012-07-31,245.5
2012-08-01,245.5
2012-08-02,245.5
2012-08-03,245.5
2012-08-06,245.5
2012-08-07,245.5
2012-08-08,245.0
2012-08-09,245.0
2012-08-10,256.75
2012-08-13,256.75
2012-08-14,256.75
2012-08-15,256.75
2012-08-16,256.75
2012-08-17,256.75
2012-08-20,249.75
2012-08-21,249.75
2012-08-22,249.75
2012-08-23,249.75
2012-08-24,249.75
2012-08-27,249.75
2012-08-28,249.75
2012-08-29,249.75
2012-08-30,249.75
2012-08-31,249.75
2012-09-04,249.75
2012-09-05,249.75
2012-09-06,249.25
2012-09-07,249.25
2012-09-10,249.25
2012-09-11,249.25
2012-09-12,249.25
2012-09-13,249.25
2012-09-14,249.25
2012-09-17,249.25
2012-09-18,249.25
2012-09-19,249.25
2012-09-20,249.0
2012-09-21,249.0
2012-09-24,249.0
2012-09-25,249.0
2012-09-26,248.75
2012-09-27,248.75
2012-09-28,248.75
2012-10-01,248.75
2012-10-02,248.75
2012-10-03,248.75
2012-10-04,248.75
2012-10-05,248.75
2012-10-08,248.75
2012-10-09,248.75
2012-10-10,248.75
2012-10-11,248.75
2012-10-12,248.75
2012-10-15,248.75
2012-10-16,248.75
2012-10-17,248.75
2012-10-18,247.25
2012-10-19,247.25
2012-10-22,247.5
2012-10-23,247.25
2012-10-24,247.25
2012-10-25,247.25
2012-10-26,247.25
2012-10-31,247.25
2012-11-01,247.25
2012-11-02,247.25
2012-11-05,247.5
2012-11-06,247.5
2012-11-07,247.5
2012-11-08,248.75
2012-11-09,248.5
2012-11-12,248.0
2012-11-13,248.0
2012-11-14,247.25
2012-11-15,247.25
2012-11-16,247.75
2012-11-19,247.25
2012-11-20,247.5
2012-11-21,247.75
2012-11-23,247.75
2012-11-26,247.75
2012-11-27,247.75
2012-11-28,248.0
2012-11-29,248.0
2012-11-30,248.25
2012-12-03,248.25
2012-12-04,249.25
2012-12-05,249.0
2012-12-06,249.75
2012-12-07,249.0
2012-12-10,248.75
2012-12-11,248.75
2012-12-12,248.75
2012-12-13,250.25
2012-12-14,249.25
2012-12-17,249.0
2012-12-18,248.75
2012-12-19,248.75
2012-12-20,248.5
2012-12-21,248.5
2012-12-24,249.0
2012-12-26,248.5
2012-12-27,249.5
2012-12-28,249.25
2012-12-31,249.25
2013-01-02,248.5
2013-01-03,249.25
2013-01-04,249.25
2013-01-07,249.0
2013-01-08,249.25
2013-01-09,248.5
2013-01-10,249.0
2013-01-11,249.5
2013-01-14,248.75
2013-01-15,249.0
2013-01-16,249.25
2013-01-17,249.25
2013-01-18,249.25
2013-01-22,249.25
2013-01-23,248.75
2013-01-24,249.75
2013-01-25,249.5
2013-01-28,249.5
2013-01-29,249.5
2013-01-30,248.75
2013-01-31,251.0
2013-02-01,237.5
2013-02-04,223.25
2013-02-05,237.5
2013-02-06,245.25
2013-02-07,248.25
2013-02-08,248.75
2013-02-11,248.75
2013-02-12,244.5
2013-02-13,244.0
2013-02-14,248.75
2013-02-15,248.5
2013-02-19,248.5
2013-02-20,248.75
2013-02-21,246.5
2013-02-22,248.25
2013-02-25,248.75
2013-02-26,248.0
2013-02-27,247.5
2013-02-28,243.75
2013-03-01,243.75
2013-03-04,232.5
2013-03-05,242.5
2013-03-06,244.75
2013-03-07,244.0
2013-03-08,243.5
2013-03-11,243.5
2013-03-12,243.25
2013-03-13,242.75
2013-03-14,242.5
2013-03-15,244.0
2013-03-18,243.0
2013-03-19,246.75
2013-03-20,246.0
2013-03-21,247.25
2013-03-22,247.25
2013-03-25,248.5
2013-03-26,248.75
2013-03-27,246.25
2013-03-28,245.0
2013-04-01,249.75
2013-04-02,252.5
2013-04-03,249.5
2013-04-04,249.75
2013-04-05,250.0
2013-04-08,246.5
2013-04-09,245.75
2013-04-10,246.5
2013-04-11,248.25
2013-04-12,250.0
2013-04-15,247.75
2013-04-16,247.25
2013-04-17,250.0
2013-04-18,243.75
2013-04-19,244.5
2013-04-22,243.25
2013-04-23,243.75
2013-04-24,242.5
2013-04-25,232.0
2013-04-26,238.5
2013-04-29,243.75
2013-04-30,240.5
2013-05-01,244.5
2013-05-02,236.75
2013-05-03,240.0
2013-05-06,238.5
2013-05-07,230.0
2013-05-08,221.0
2013-05-09,229.5
2013-05-10,241.25
2013-05-13,240.5
2013-05-14,243.5
2013-05-15,241.75
2013-05-16,237.25
2013-05-17,237.5
2013-05-20,237.5
2013-05-21,237.0
2013-05-22,233.5
2013-05-23,237.5
2013-05-24,236.75
2013-05-28,235.0
2013-05-29,237.5
2013-05-30,238.5
2013-05-31,245.0
2013-06-03,247.25
2013-06-04,237.5
2013-06-05,231.75
2013-06-06,227.75
2013-06-07,237.5
2013-06-10,236.75
2013-06-11,245.0
2013-06-12,246.5
2013-06-13,245.0
2013-06-14,248.0
2013-06-17,250.75
2013-06-18,254.75
2013-06-19,255.75
2013-06-20,257.5
2013-06-21,245.75
2013-06-24,248.75
2013-06-25,246.75
2013-06-26,248.0
2013-06-27,246.25
2013-06-28,251.5
2013-07-01,255.75
2013-07-02,253.5
2013-07-03,250.0
2013-07-05,255.5
2013-07-08,255.0
2013-07-09,257.5
2013-07-10,257.5
2013-07-11,257.5
2013-07-12,257.25
2013-07-15,257.5
2013-07-16,260.75
2013-07-17,262.5
2013-07-18,271.25
2013-07-19,273.75
2013-07-22,275.0
2013-07-23,275.75
2013-07-24,278.25
2013-07-25,277.0
2013-07-26,278.5
2013-07-29,280.75
2013-07-30,281.25
2013-07-31,282.75
2013-08-01,283.25
2013-08-02,281.75
2013-08-05,285.0
2013-08-06,283.75
2013-08-07,281.75
2013-08-08,272.0
2013-08-09,266.5
2013-08-12,261.5
2013-08-13,261.0
2013-08-14,259.25
2013-08-15,253.25
2013-08-16,254.5
2013-08-19,240.0
2013-08-20,249.0
2013-08-21,241.0
2013-08-22,240.5
2013-08-23,234.25
2013-08-26,226.25
2013-08-27,219.0
2013-08-28,217.75
2013-08-29,225.5
2013-08-30,220.75
2013-09-03,215.0
2013-09-04,214.0
2013-09-05,208.0
2013-09-06,204.25
2013-09-09,200.25
2013-09-10,205.0
2013-09-11,203.75
2013-09-12,232.75
2013-09-13,225.0
2013-09-16,222.0
2013-09-17,229.25
2013-09-18,233.25
2013-09-19,243.75
2013-09-20,248.0
2013-09-23,245.75
2013-09-24,246.0
2013-09-25,245.0
2013-09-26,236.25
2013-09-27,236.25
2013-09-30,233.5
2013-10-01,232.75
2013-10-02,228.5
2013-10-03,224.0
2013-10-04,235.75
2013-10-07,235.0
2013-10-08,227.25
2013-10-09,218.25
2013-10-10,223.5
2013-10-11,228.0
2013-10-14,238.0
2013-10-15,234.75
2013-10-16,235.25
2013-10-17,243.25
2013-10-18,248.5
2013-10-21,248.25
2013-10-22,250.0
2013-10-23,249.75
2013-10-24,250.0
2013-10-25,245.75
2013-10-28,249.0
2013-10-29,248.5
2013-10-30,246.5
2013-10-31,254.5
2013-11-01,254.25
2013-11-04,262.75
2013-11-05,258.75
2013-11-06,256.25
2013-11-07,248.75
2013-11-08,253.0
2013-11-11,294.75
2013-11-12,273.25
2013-11-13,275.25
2013-11-14,306.0
2013-11-15,316.0
2013-11-18,308.5
2013-11-19,322.0
2013-11-20,324.25
2013-11-21,373.0
2013-11-22,357.0
2013-11-25,354.75
2013-11-26,370.5
2013-11-27,380.0
2013-11-29,383.75
2013-12-02,383.0
2013-12-03,384.25
2013-12-04,383.5
2013-12-05,395.75
2013-12-06,385.5
2013-12-09,401.5
2013-12-10,398.5
2013-12-11,396.25
2013-12-12,390.25
2013-12-13,391.5
2013-12-16,383.0
2013-12-17,356.5
2013-12-18,356.25
2013-12-19,355.25
2013-12-20,366.75
2013-12-23,375.0
2013-12-24,373.75
2013-12-26,371.5
2013-12-27,367.25
2013-12-30,363.75
2013-12-31,371.75
2014-01-02,365.5
2014-01-03,356.5
2014-01-06,383.75
2014-01-07,394.75
2014-01-08,406.75
2014-01-09,399.75
2014-01-10,417.75
2014-01-13,417.5
2014-01-14,422.25
2014-01-15,422.5
2014-01-16,422.0
2014-01-17,427.25
2014-01-21,419.0
2014-01-22,419.75
2014-01-23,424.25
2014-01-24,405.5
2014-01-27,383.75
2014-01-28,377.5
2014-01-29,393.0
2014-01-30,402.5
2014-01-31,400.25
2014-02-03,384.75
2014-02-04,388.75
2014-02-05,367.5
2014-02-06,372.0
2014-02-07,380.0
2014-02-10,392.0
2014-02-11,396.25
2014-02-12,394.5
2014-02-13,403.75
2014-02-14,399.5
2014-02-18,429.5
2014-02-19,431.0
2014-02-20,431.0
2014-02-21,440.25
2014-02-24,435.25
2014-02-25,436.5
2014-02-26,445.25
2014-02-27,443.75
2014-02-28,439.5
2014-03-03,447.25
2014-03-04,458.25
2014-03-05,447.5
2014-03-06,449.5
2014-03-07,435.25
2014-03-10,436.75
2014-03-11,434.5
2014-03-12,436.0
2014-03-13,419.75
2014-03-14,430.75
2014-03-17,424.75
2014-03-18,427.25
2014-03-19,423.75
2014-03-20,417.25
2014-03-21,395.25
2014-03-24,389.5
2014-03-25,395.5
2014-03-26,388.75
2014-03-27,378.75
2014-03-28,382.5
2014-03-31,394.5
2014-04-01,408.5
2014-04-02,407.25
2014-04-03,390.25
2014-04-04,373.0
2014-04-07,351.0
2014-04-08,340.0
2014-04-09,346.75
2014-04-10,328.75
2014-04-11,320.75
2014-04-14,295.5
2014-04-15,298.75
2014-04-16,308.75
2014-04-17,329.5
2014-04-21,325.5
2014-04-22,333.75
2014-04-23,329.25
2014-04-24,321.75
2014-04-25,305.5
2014-04-28,292.0
2014-04-29,267.25
2014-04-30,275.75
2014-05-01,275.75
2014-05-02,275.75
2014-05-05,271.25
2014-05-06,253.75
2014-05-07,252.5
2014-05-08,243.75
2014-05-09,261.0
2014-05-12,273.0
2014-05-13,275.0
2014-05-14,275.75
2014-05-15,282.75
2014-05-16,276.0
2014-05-19,278.0
2014-05-20,272.75
2014-05-21,270.75
2014-05-22,282.0
2014-05-23,286.75
2014-05-27,285.25
2014-05-28,287.0
2014-05-29,285.25
2014-05-30,278.25
2014-06-02,256.75
2014-06-03,254.25
2014-06-04,260.5
2014-06-05,264.25
2014-06-06,274.25
2014-06-09,275.25
2014-06-10,277.75
2014-06-11,276.25
2014-06-12,268.75
2014-06-13,264.5
2014-06-16,274.5
2014-06-17,306.0
2014-06-18,304.25
2014-06-19,307.0
2014-06-20,302.75
2014-06-23,303.75
2014-06-24,304.25
2014-06-25,304.25
2014-06-26,297.5
2014-06-27,297.0
2014-06-30,310.0
2014-07-01,305.0
2014-07-02,303.0
2014-07-03,311.0
2014-07-07,299.0
2014-07-08,285.25
2014-07-09,285.75
2014-07-10,280.0
2014-07-11,279.75
2014-07-14,284.75
2014-07-15,274.75
2014-07-16,261.5
2014-07-17,249.75
2014-07-18,261.75
2014-07-21,264.25
2014-07-22,267.75
2014-07-23,275.5
2014-07-24,265.25
2014-07-25,262.0
2014-07-28,261.25
2014-07-29,266.0
2014-07-30,269.0
2014-07-31,255.0
2014-08-01,252.0
2014-08-04,255.0
2014-08-05,248.75
2014-08-06,241.25
2014-08-07,240.0
2014-08-08,266.0
2014-08-11,271.25
2014-08-12,269.0
2014-08-13,277.25
2014-08-14,277.0
2014-08-15,282.75
2014-08-18,287.25
2014-08-19,288.75
2014-08-20,291.0
2014-08-21,301.5
2014-08-22,306.0
2014-08-25,306.75
2014-08-26,304.5
2014-08-27,305.0
2014-08-28,303.0
2014-08-29,315.5
2014-09-02,325.25
2014-09-03,322.25
2014-09-04,318.0
2014-09-05,319.25
2014-09-08,332.25
2014-09-09,329.75
2014-09-10,343.75
2014-09-11,342.25
2014-09-12,340.25
2014-09-15,324.75
2014-09-16,325.0
2014-09-17,322.5
2014-09-18,324.75
2014-09-19,315.5
2014-09-22,298.5
2014-09-23,290.75
2014-09-24,302.75
2014-09-25,291.75
2014-09-26,299.5
2014-09-29,293.5
2014-09-30,280.5
2014-10-01,280.25
2014-10-02,282.25
2014-10-03,282.75
2014-10-06,277.5
2014-10-07,271.25
2014-10-08,276.5
2014-10-09,262.0
2014-10-10,256.5
2014-10-13,249.75
2014-10-14,246.0
2014-10-15,267.5
2014-10-16,265.5
2014-10-17,262.75
2014-10-20,261.0
2014-10-21,259.5
2014-10-22,251.75
2014-10-23,265.0
2014-10-24,266.75
2014-10-27,264.0
2014-10-28,272.75
2014-10-29,276.0
2014-10-30,291.5
2014-10-31,305.75
2014-11-03,305.0
2014-11-04,310.5
2014-11-05,307.25
2014-11-06,307.75
2014-11-07,318.25
2014-11-10,334.5
2014-11-11,330.75
2014-11-12,333.5
2014-11-13,327.0
2014-11-14,322.25
2014-11-17,309.5
2014-11-18,318.25
2014-11-19,315.25
2014-11-20,319.0
2014-11-21,324.75
2014-11-24,333.0
2014-11-25,334.75
2014-11-26,332.0
2014-11-28,331.5
2014-12-01,328.0
2014-12-02,337.0
2014-12-03,340.0
2014-12-04,338.5
2014-12-05,340.5
2014-12-08,337.5
2014-12-09,338.0
2014-12-10,337.25
2014-12-11,337.5
2014-12-12,333.25
2014-12-15,331.25
2014-12-16,331.5
2014-12-17,341.25
2014-12-18,339.75
2014-12-19,343.75
2014-12-22,339.25
2014-12-23,345.5
2014-12-24,345.5
2014-12-26,350.5
2014-12-29,350.5
2014-12-30,348.25
2014-12-31,340.25
2015-01-02,360.75
2015-01-05,354.25
2015-01-06,344.25
2015-01-07,344.0
2015-01-08,367.25
2015-01-09,366.25
2015-01-12,359.0
2015-01-13,363.5
2015-01-14,362.0
2015-01-15,358.25
2015-01-16,362.5
2015-01-20,370.25
2015-01-21,377.25
2015-01-22,386.5
2015-01-23,384.0
2015-01-26,392.25
2015-01-27,388.5
2015-01-28,379.75
2015-01-29,389.5
2015-01-30,385.0
2015-02-02,382.5
2015-02-03,387.0
2015-02-04,386.25
2015-02-05,393.5
2015-02-06,392.5
2015-02-09,337.5
2015-02-10,336.25
2015-02-11,323.75
2015-02-12,331.75
2015-02-13,339.0
2015-02-17,343.75
2015-02-18,341.25
2015-02-19,341.25
2015-02-20,332.75
2015-02-23,326.25
2015-02-24,326.0
2015-02-25,326.75
2015-02-26,328.25
2015-02-27,332.5
2015-03-02,335.0
2015-03-03,330.0
2015-03-04,335.0
2015-03-05,337.5
2015-03-06,328.5
2015-03-09,337.75
2015-03-10,326.75
2015-03-11,327.75
2015-03-12,332.0
2015-03-13,330.25
2015-03-16,328.75
2015-03-17,339.25
2015-03-18,347.75
2015-03-19,353.25
2015-03-20,360.0
2015-03-23,363.75
2015-03-24,357.25
2015-03-25,344.75
2015-03-26,335.0
2015-03-27,334.5
2015-03-30,330.75
2015-03-31,332.75
2015-04-01,328.5
2015-04-02,336.5
2015-04-06,328.75
2015-04-07,335.5
2015-04-08,333.0
2015-04-09,331.0
2015-04-10,325.75
2015-04-13,326.25
2015-04-14,333.75
2015-04-15,334.75
2015-04-16,346.5
2015-04-17,343.75
2015-04-20,339.25
2015-04-21,342.0
2015-04-22,342.25
2015-04-23,342.75
2015-04-24,331.25
2015-04-27,328.75
2015-04-28,326.75
2015-04-29,325.25
2015-04-30,319.25
2015-05-01,306.5
2015-05-04,319.75
2015-05-05,316.75
2015-05-06,317.25
2015-05-07,315.75
2015-05-08,326.25
2015-05-11,331.5
2015-05-12,330.25
2015-05-13,333.0
2015-05-14,338.0
2015-05-15,341.75
2015-05-18,346.0
2015-05-19,345.0
2015-05-20,342.25
2015-05-21,332.25
2015-05-22,333.5
2015-05-26,333.0
2015-05-27,341.5
2015-05-28,338.75
2015-05-29,339.25
2015-06-01,338.5
2015-06-02,337.5
2015-06-03,341.5
2015-06-04,337.75
2015-06-05,344.0
2015-06-08,340.5
2015-06-09,330.25
2015-06-10,331.25
2015-06-11,330.75
2015-06-12,337.5
2015-06-15,341.5
2015-06-16,333.5
2015-06-17,333.25
2015-06-18,337.25
2015-06-19,332.25
2015-06-22,350.75
2015-06-23,355.75
2015-06-24,335.25
2015-06-25,336.75
2015-06-26,331.5
2015-06-29,322.75
2015-06-30,325.5
2015-07-01,327.25
2015-07-02,327.75
2015-07-06,332.25
2015-07-07,334.0
2015-07-08,323.75
2015-07-09,316.5
2015-07-10,320.75
2015-07-13,330.0
2015-07-14,333.25
2015-07-15,327.5
2015-07-16,327.0
2015-07-17,324.75
2015-07-20,314.5
2015-07-21,313.5
2015-07-22,312.0
2015-07-23,307.25
2015-07-24,303.25
2015-07-27,303.0
2015-07-28,309.25
2015-07-29,308.0
2015-07-30,316.0
2015-07-31,310.5
2015-08-03,312.75
2015-08-04,314.0
2015-08-05,306.75
2015-08-06,291.25
2015-08-07,310.0
2015-08-10,310.25
2015-08-11,310.25
2015-08-12,306.0
2015-08-13,303.25
2015-08-14,303.75
2015-08-17,328.0
2015-08-18,317.75
2015-08-19,312.75
2015-08-20,288.0
2015-08-21,293.25
2015-08-24,278.0
2015-08-25,269.25
2015-08-26,281.25
2015-08-27,289.75
2015-08-28,294.25
2015-08-31,294.25
2015-09-01,273.5
2015-09-02,276.5
2015-09-03,277.5
2015-09-04,276.5
2015-09-08,281.75
2015-09-09,278.75
2015-09-10,279.75
2015-09-11,283.0
2015-09-14,286.25
2015-09-15,290.25
2015-09-16,295.75
2015-09-17,299.5
2015-09-18,303.25
2015-09-21,300.5
2015-09-22,299.75
2015-09-23,295.0
2015-09-24,295.5
2015-09-25,284.0
2015-09-28,280.0
2015-09-29,276.75
2015-09-30,287.0
2015-10-01,275.75
2015-10-02,289.0
2015-10-05,297.0
2015-10-06,296.25
2015-10-07,307.25
2015-10-08,315.25
2015-10-09,321.25
2015-10-12,320.75
2015-10-13,312.25
2015-10-14,306.25
2015-10-15,317.5
2015-10-16,316.0
2015-10-19,314.5
2015-10-20,310.0
2015-10-21,306.75
2015-10-22,316.25
2015-10-23,329.5
2015-10-26,328.75
2015-10-27,318.75
2015-10-28,335.0
2015-10-29,325.75
2015-10-30,333.0
2015-11-02,343.5
2015-11-03,338.0
2015-11-04,335.5
2015-11-05,336.25
2015-11-06,304.0
2015-11-09,295.75
2015-11-10,289.5
2015-11-11,287.75
2015-11-12,283.0
2015-11-13,257.5
2015-11-16,272.75
2015-11-17,261.75
2015-11-18,269.5
2015-11-19,267.5
2015-11-20,264.25
2015-11-23,261.75
2015-11-24,269.25
2015-11-25,270.75
2015-11-27,270.75
2015-11-30,270.75
2015-12-01,272.75
2015-12-02,268.75
2015-12-03,265.75
2015-12-04,267.5
2015-12-07,264.0
2015-12-08,259.0
2015-12-09,258.0
2015-12-10,262.0
2015-12-11,253.0
2015-12-14,249.75
2015-12-15,250.25
2015-12-16,251.5
2015-12-17,249.0
2015-12-18,244.5
2015-12-21,242.5
2015-12-22,250.5
2015-12-23,253.25
2015-12-24,253.0
2015-12-28,252.75
2015-12-29,254.5
2015-12-30,251.0
2015-12-31,246.75
2016-01-04,242.75
2016-01-05,237.25
2016-01-06,234.75
2016-01-07,239.75
2016-01-08,240.25
2016-01-11,236.25
2016-01-12,241.0
2016-01-13,229.75
2016-01-14,244.75
2016-01-15,238.75
2016-01-19,239.5
2016-01-20,249.5
2016-01-21,257.75
2016-01-22,260.0
2016-01-25,253.75
2016-01-26,259.25
2016-01-27,254.75
2016-01-28,248.0
2016-01-29,252.5
2016-02-01,257.5
2016-02-02,249.5
2016-02-03,247.25
2016-02-04,248.0
2016-02-05,234.5
2016-02-08,228.75
2016-02-09,233.0
2016-02-10,230.0
2016-02-11,232.5
2016-02-12,232.0
2016-02-16,227.75
2016-02-17,232.25
2016-02-18,233.25
2016-02-19,224.25
2016-02-22,229.5
2016-02-23,222.0
2016-02-24,223.25
2016-02-25,221.5
2016-02-26,224.25
2016-02-29,224.75
2016-03-01,240.25
2016-03-02,239.25
2016-03-03,240.5
2016-03-04,246.5
2016-03-07,243.75
2016-03-08,236.25
2016-03-09,243.75
2016-03-10,231.25
2016-03-11,236.75
2016-03-14,237.0
2016-03-15,225.25
2016-03-16,206.5
2016-03-17,210.75
2016-03-18,218.5
2016-03-21,223.0
2016-03-22,217.75
2016-03-23,201.75
2016-03-24,201.75
2016-03-28,198.5
2016-03-29,210.75
2016-03-30,206.25
2016-03-31,213.0
2016-04-01,212.75
2016-04-04,210.25
2016-04-05,205.0
2016-04-06,210.0
2016-04-07,210.25
2016-04-08,212.75
2016-04-11,211.0
2016-04-12,213.75
2016-04-13,225.0
2016-04-14,222.5
2016-04-15,220.25
2016-04-18,218.75
2016-04-19,211.75
2016-04-20,211.75
2016-04-21,215.0
2016-04-22,212.5
2016-04-25,208.5
2016-04-26,208.5
2016-04-27,205.0
2016-04-28,199.0
2016-04-29,200.25
2016-05-02,202.5
2016-05-03,201.5
2016-05-04,200.0
2016-05-05,198.75
2016-05-06,199.75
2016-05-09,214.5
2016-05-10,200.0
2016-05-11,196.75
2016-05-12,194.0
2016-05-13,192.25
2016-05-16,183.5
2016-05-17,176.0
2016-05-18,177.5
2016-05-19,168.75
2016-05-20,170.5
2016-05-23,174.5
2016-05-24,176.75
2016-05-25,174.0
2016-05-26,175.25
2016-05-27,177.0
2016-05-31,181.25
2016-06-01,184.25
2016-06-02,187.25
2016-06-03,182.0
2016-06-06,183.5
2016-06-07,180.5
2016-06-08,183.25
2016-06-09,186.75
2016-06-10,183.75
2016-06-13,179.75
2016-06-14,181.25
2016-06-15,180.0
2016-06-16,178.5
2016-06-17,176.75
2016-06-20,178.25
2016-06-21,175.75
2016-06-22,172.0
2016-06-23,174.0
2016-06-24,160.25
2016-06-27,154.5
2016-06-28,158.0
2016-06-29,158.0
2016-06-30,166.0
2016-07-01,170.75
2016-07-05,166.25
2016-07-06,165.25
