Date,XEC
2003-03-20,18.35
2003-03-21,18.450001
2003-03-24,18.450001
2003-03-25,18.74
2003-03-26,18.75
2003-03-27,19.42
2003-03-28,19.530001000000002
2003-03-31,19.450001
2003-04-01,19.719998999999998
2003-04-02,19.99
2003-04-03,19.99
2003-04-04,20.0
2003-04-07,19.870001000000002
2003-04-08,19.15
2003-04-09,18.92
2003-04-10,19.049999
2003-04-11,18.98
2003-04-14,18.91
2003-04-15,19.049999
2003-04-16,18.92
2003-04-17,19.58
2003-04-21,19.799999
2003-04-22,19.879998999999998
2003-04-23,19.9
2003-04-24,19.950001
2003-04-25,20.08
2003-04-28,19.84
2003-04-29,19.33
2003-04-30,19.700001
2003-05-01,19.25
2003-05-02,19.309998999999998
2003-05-05,19.200001
2003-05-06,19.379998999999998
2003-05-07,19.370001000000002
2003-05-08,19.91
2003-05-09,20.41
2003-05-12,20.85
2003-05-13,21.0
2003-05-14,20.83
2003-05-15,20.700001
2003-05-16,20.450001
2003-05-19,20.700001
2003-05-20,20.6
2003-05-21,21.360001
2003-05-22,21.66
2003-05-23,21.75
2003-05-27,21.51
2003-05-28,21.26
2003-05-29,21.25
2003-05-30,21.75
2003-06-02,21.91
2003-06-03,22.25
2003-06-04,22.65
2003-06-05,23.07
2003-06-06,22.98
2003-06-09,22.5
2003-06-10,22.75
2003-06-11,23.799999
2003-06-12,23.16
2003-06-13,22.73
2003-06-16,22.700001
2003-06-17,22.700001
2003-06-18,22.719998999999998
2003-06-19,23.25
2003-06-20,23.309998999999998
2003-06-23,23.299999
2003-06-24,23.639999
2003-06-25,24.02
2003-06-26,23.959999
2003-06-27,23.74
2003-06-30,23.75
2003-07-01,23.5
2003-07-02,22.75
2003-07-03,22.620001000000002
2003-07-07,22.0
2003-07-08,22.200001
2003-07-09,22.940001000000002
2003-07-10,21.959999
2003-07-11,22.1
2003-07-14,21.77
2003-07-15,21.049999
2003-07-16,20.299999
2003-07-17,20.41
2003-07-18,20.440001000000002
2003-07-21,20.0
2003-07-22,20.09
2003-07-23,20.370001000000002
2003-07-24,20.0
2003-07-25,20.15
2003-07-28,20.25
2003-07-29,20.299999
2003-07-30,20.290001
2003-07-31,20.110001
2003-08-01,20.1
2003-08-04,19.870001000000002
2003-08-05,19.299999
2003-08-06,19.85
2003-08-07,20.450001
2003-08-08,20.450001
2003-08-11,20.85
2003-08-12,20.889999
2003-08-13,20.83
2003-08-14,20.889999
2003-08-15,21.17
2003-08-18,21.700001
2003-08-19,21.780001000000002
2003-08-20,21.950001
2003-08-21,22.1
2003-08-22,21.620001000000002
2003-08-25,21.299999
2003-08-26,21.48
2003-08-27,21.32
2003-08-28,21.379998999999998
2003-08-29,21.75
2003-09-02,22.01
2003-09-03,22.6
2003-09-04,22.43
2003-09-05,22.07
2003-09-08,22.15
2003-09-09,21.85
2003-09-10,20.799999
2003-09-11,21.35
2003-09-12,20.950001
2003-09-15,21.200001
2003-09-16,21.030001000000002
2003-09-17,20.68
2003-09-18,20.52
2003-09-19,20.75
2003-09-22,20.299999
2003-09-23,20.25
2003-09-24,20.200001
2003-09-25,19.799999
2003-09-26,19.719998999999998
2003-09-29,19.65
2003-09-30,19.6
2003-10-01,20.209999
2003-10-02,20.790001
2003-10-03,20.9
2003-10-06,21.25
2003-10-07,22.190001000000002
2003-10-08,21.950001
2003-10-09,21.92
2003-10-10,22.35
2003-10-13,22.17
2003-10-14,21.98
2003-10-15,21.17
2003-10-16,21.360001
2003-10-17,20.83
2003-10-20,20.799999
2003-10-21,20.879998999999998
2003-10-22,20.34
2003-10-23,20.469998999999998
2003-10-24,20.299999
2003-10-27,20.299999
2003-10-28,20.6
2003-10-29,20.799999
2003-10-30,20.719998999999998
2003-10-31,20.450001
2003-11-03,20.9
2003-11-04,20.719998999999998
2003-11-05,21.0
2003-11-06,21.23
2003-11-07,21.76
2003-11-10,21.700001
2003-11-11,21.82
2003-11-12,22.25
2003-11-13,22.48
2003-11-14,22.639999
2003-11-17,22.58
2003-11-18,22.51
2003-11-19,22.84
2003-11-20,22.73
2003-11-21,22.65
2003-11-24,22.950001
2003-11-25,23.1
2003-11-26,23.1
2003-11-28,23.120001000000002
2003-12-01,23.85
2003-12-02,24.51
2003-12-03,24.65
2003-12-04,25.309998999999998
2003-12-05,25.35
2003-12-08,25.549999
2003-12-09,25.32
2003-12-10,25.15
2003-12-11,26.5
2003-12-12,27.09
2003-12-15,26.85
2003-12-16,26.5
2003-12-17,26.35
2003-12-18,26.860001
2003-12-19,26.610001
2003-12-22,26.49
2003-12-23,26.709999
2003-12-24,26.85
2003-12-26,27.299999
2003-12-29,28.139999
2003-12-30,27.65
2003-12-31,26.690001000000002
2004-01-02,27.299999
2004-01-05,27.15
2004-01-06,27.09
2004-01-07,26.549999
2004-01-08,26.309998999999998
2004-01-09,26.290001
2004-01-12,27.25
2004-01-13,27.35
2004-01-14,27.35
2004-01-15,26.110001
2004-01-16,26.1
2004-01-20,27.5
2004-01-21,27.01
2004-01-22,26.200001
2004-01-23,27.35
2004-01-26,27.379998999999998
2004-01-27,27.32
2004-01-28,26.5
2004-01-29,26.48
2004-01-30,26.379998999999998
2004-02-02,26.08
2004-02-03,26.139999
2004-02-04,25.15
2004-02-05,24.530001000000002
2004-02-06,25.51
2004-02-09,26.049999
2004-02-10,27.059998999999998
2004-02-11,27.01
2004-02-12,27.15
2004-02-13,26.75
2004-02-17,27.66
2004-02-18,27.5
2004-02-19,27.18
2004-02-20,27.549999
2004-02-23,27.389999
2004-02-24,27.639999
2004-02-25,27.48
2004-02-26,28.0
2004-02-27,27.799999
2004-03-01,28.15
2004-03-02,28.299999
2004-03-03,28.65
2004-03-04,28.9
2004-03-05,29.450001
2004-03-08,28.6
2004-03-09,28.440001000000002
2004-03-10,28.18
2004-03-11,27.68
2004-03-12,28.67
2004-03-15,27.76
2004-03-16,27.700001
2004-03-17,28.51
2004-03-18,28.290001
2004-03-19,27.9
2004-03-22,27.5
2004-03-23,27.6
2004-03-24,26.549999
2004-03-25,26.6
2004-03-26,26.99
2004-03-29,27.6
2004-03-30,28.299999
2004-03-31,28.9
2004-04-01,28.209999
2004-04-02,28.6
2004-04-05,28.700001
2004-04-06,27.99
2004-04-07,27.940001000000002
2004-04-08,27.83
2004-04-12,27.950001
2004-04-13,27.879998999999998
2004-04-14,27.65
2004-04-15,27.4
2004-04-16,27.75
2004-04-19,27.92
2004-04-20,27.75
2004-04-21,27.780001000000002
2004-04-22,28.07
2004-04-23,28.16
2004-04-26,28.450001
2004-04-27,29.290001
2004-04-28,28.85
2004-04-29,27.92
2004-04-30,27.59
2004-05-03,28.26
2004-05-04,29.059998999999998
2004-05-05,29.15
2004-05-06,28.700001
2004-05-07,27.6
2004-05-10,26.49
2004-05-11,27.35
2004-05-12,27.709999
2004-05-13,27.5
2004-05-14,27.709999
2004-05-17,27.52
2004-05-18,27.35
2004-05-19,27.15
2004-05-20,27.280001000000002
2004-05-21,26.870001000000002
2004-05-24,27.75
2004-05-25,28.139999
2004-05-26,27.9
2004-05-27,27.809998999999998
2004-05-28,28.190001000000002
2004-06-01,29.190001000000002
2004-06-02,28.450001
2004-06-03,27.73
2004-06-04,27.370001000000002
2004-06-07,27.83
2004-06-08,27.889999
2004-06-09,27.620001000000002
2004-06-10,28.02
2004-06-14,27.85
2004-06-15,28.559998999999998
2004-06-16,28.67
2004-06-17,28.58
2004-06-18,28.299999
2004-06-21,28.459999
2004-06-22,28.309998999999998
2004-06-23,29.049999
2004-06-24,29.01
2004-06-25,29.6
2004-06-28,29.16
2004-06-29,29.74
2004-06-30,30.23
2004-07-01,30.24
2004-07-02,30.48
2004-07-06,31.0
2004-07-07,31.5
2004-07-08,31.049999
2004-07-09,31.59
2004-07-12,31.530001000000002
2004-07-13,31.98
2004-07-14,31.889999
2004-07-15,31.85
2004-07-16,31.950001
2004-07-19,31.66
2004-07-20,31.389999
2004-07-21,31.969998999999998
2004-07-22,31.950001
2004-07-23,31.9
2004-07-26,31.23
2004-07-27,31.540001
2004-07-28,32.099998
2004-07-29,32.279999
2004-07-30,32.529999
2004-08-02,32.400002
2004-08-03,32.759997999999996
2004-08-04,31.92
2004-08-05,30.52
2004-08-06,29.700001
2004-08-09,30.299999
2004-08-10,30.139999
2004-08-11,30.25
2004-08-12,29.540001
2004-08-13,29.98
2004-08-16,30.34
2004-08-17,29.450001
2004-08-18,29.889999
2004-08-19,30.02
2004-08-20,30.280001000000002
2004-08-23,29.780001000000002
2004-08-24,29.690001000000002
2004-08-25,29.9
2004-08-26,29.950001
2004-08-27,30.450001
2004-08-30,30.15
2004-08-31,29.93
2004-09-01,30.870001000000002
2004-09-02,31.549999
2004-09-03,31.65
2004-09-07,32.040001000000004
2004-09-08,32.060001
2004-09-09,33.080002
2004-09-10,33.080002
2004-09-13,33.25
2004-09-14,33.169998
2004-09-15,33.18
2004-09-16,33.049999
2004-09-17,33.529999
2004-09-20,33.73
2004-09-21,34.849998
2004-09-22,34.150002
2004-09-23,34.790001000000004
2004-09-24,34.779999
2004-09-27,34.490002000000004
2004-09-28,35.0
2004-09-29,34.860001000000004
2004-09-30,34.939999
2004-10-01,34.93
2004-10-04,35.049999
2004-10-05,35.529999
2004-10-06,36.189999
2004-10-07,35.5
2004-10-08,35.110001000000004
2004-10-11,35.099998
2004-10-12,34.869999
2004-10-13,33.709998999999996
2004-10-14,34.07
2004-10-15,34.720001
2004-10-18,34.310001
2004-10-19,34.299999
2004-10-20,34.919998
2004-10-21,35.439999
2004-10-22,35.299999
2004-10-25,35.880001
2004-10-26,36.5
2004-10-27,35.700001
2004-10-28,35.330002
2004-10-29,35.880001
2004-11-01,35.950001
2004-11-02,34.709998999999996
2004-11-03,35.599998
2004-11-04,37.0
2004-11-05,37.25
2004-11-08,36.799999
2004-11-09,37.0
2004-11-10,37.700001
2004-11-11,37.709998999999996
2004-11-12,38.290001000000004
2004-11-15,37.669998
2004-11-16,37.630001
2004-11-17,37.740002000000004
2004-11-18,37.700001
2004-11-19,37.869999
2004-11-22,38.669998
2004-11-23,39.32
2004-11-24,40.150002
2004-11-26,40.91
2004-11-29,41.029999
2004-11-30,40.18
2004-12-01,39.720001
2004-12-02,38.0
2004-12-03,37.98
2004-12-06,37.57
2004-12-07,36.349998
2004-12-08,36.68
2004-12-09,36.740002000000004
2004-12-10,36.400002
2004-12-13,36.5
2004-12-14,36.799999
2004-12-15,37.52
2004-12-16,36.950001
2004-12-17,37.009997999999996
2004-12-20,37.330002
2004-12-21,38.630001
2004-12-22,38.02
2004-12-23,38.279999
2004-12-27,37.330002
2004-12-28,38.02
2004-12-29,38.099998
2004-12-30,37.869999
2004-12-31,37.900002
2005-01-03,36.110001000000004
2005-01-04,35.650002
2005-01-05,34.919998
2005-01-06,35.139998999999996
2005-01-07,34.799999
2005-01-10,35.529999
2005-01-11,35.290001000000004
2005-01-12,36.07
2005-01-13,36.700001
2005-01-14,36.93
2005-01-18,39.279999
2005-01-19,38.91
2005-01-20,39.400002
2005-01-21,39.330002
2005-01-24,39.869999
2005-01-25,40.18
2005-01-26,36.060001
2005-01-27,36.43
2005-01-28,35.75
2005-01-31,36.25
2005-02-01,36.330002
2005-02-02,36.18
2005-02-03,35.060001
2005-02-04,34.869999
2005-02-07,34.919998
2005-02-08,35.32
2005-02-09,35.59
2005-02-10,36.310001
2005-02-11,36.360001000000004
2005-02-14,36.380001
2005-02-15,36.240002000000004
2005-02-16,37.43
2005-02-17,37.34
2005-02-18,37.84
2005-02-22,38.610001000000004
2005-02-23,38.849998
2005-02-24,39.139998999999996
2005-02-25,40.450001
2005-02-28,40.669998
2005-03-01,39.900002
2005-03-02,40.75
2005-03-03,41.279999
2005-03-04,41.75
2005-03-07,42.0
2005-03-08,42.139998999999996
2005-03-09,40.689999
2005-03-10,39.59
2005-03-11,39.810001
2005-03-14,39.84
2005-03-15,39.779999
2005-03-16,39.580002
2005-03-17,40.060001
2005-03-18,40.080002
2005-03-21,39.799999
2005-03-22,39.75
2005-03-23,38.619999
2005-03-24,38.400002
2005-03-28,38.830002
2005-03-29,38.029999
2005-03-30,38.299999
2005-03-31,39.0
2005-04-01,39.900002
2005-04-04,40.080002
2005-04-05,39.470001
2005-04-06,39.200001
2005-04-07,38.75
2005-04-08,38.470001
2005-04-11,38.41
2005-04-12,38.549999
2005-04-13,37.060001
2005-04-14,36.439999
2005-04-15,35.18
2005-04-18,35.200001
2005-04-19,36.150002
2005-04-20,35.200001
2005-04-21,36.66
2005-04-22,37.119999
2005-04-25,37.900002
2005-04-26,37.540001000000004
2005-04-27,35.950001
2005-04-28,35.259997999999996
2005-04-29,35.5
2005-05-02,36.0
2005-05-03,35.060001
2005-05-04,36.599998
2005-05-05,36.75
2005-05-06,36.130001
2005-05-09,36.900002
2005-05-10,36.18
2005-05-11,35.68
2005-05-12,34.740002000000004
2005-05-13,34.580002
2005-05-16,34.580002
2005-05-17,35.349998
2005-05-18,35.18
2005-05-19,35.349998
2005-05-20,35.169998
2005-05-23,36.66
2005-05-24,37.470001
2005-05-25,37.169998
2005-05-26,37.860001000000004
2005-05-27,37.900002
2005-05-31,37.630001
2005-06-01,38.48
2005-06-02,39.009997999999996
2005-06-03,39.200001
2005-06-06,39.709998999999996
2005-06-07,40.5
2005-06-08,40.139998999999996
2005-06-09,39.799999
2005-06-10,39.0
2005-06-13,39.990002000000004
2005-06-14,39.200001
2005-06-15,39.279999
2005-06-16,39.68
2005-06-17,39.849998
2005-06-20,40.099998
2005-06-21,38.98
2005-06-22,38.650002
2005-06-23,38.950001
2005-06-24,39.349998
2005-06-27,40.049999
2005-06-28,39.360001000000004
2005-06-29,39.130001
2005-06-30,38.91
2005-07-01,40.139998999999996
2005-07-05,41.0
2005-07-06,40.529999
2005-07-07,40.880001
2005-07-08,40.59
2005-07-11,40.740002000000004
2005-07-12,41.43
2005-07-13,41.009997999999996
2005-07-14,40.200001
2005-07-15,39.849998
2005-07-18,39.91
2005-07-19,40.82
2005-07-20,41.060001
2005-07-21,40.459998999999996
2005-07-22,41.75
2005-07-25,42.0
2005-07-26,41.619999
2005-07-27,41.59
2005-07-28,41.830002
2005-07-29,41.939999
2005-08-01,42.860001000000004
2005-08-02,43.59
2005-08-03,42.950001
2005-08-04,42.84
2005-08-05,42.790001000000004
2005-08-08,42.139998999999996
2005-08-09,41.060001
2005-08-10,41.200001
2005-08-11,42.32
2005-08-12,42.419998
2005-08-15,41.669998
2005-08-16,40.290001000000004
2005-08-17,39.48
2005-08-18,39.040001000000004
2005-08-19,39.57
2005-08-22,39.830002
2005-08-23,40.43
2005-08-24,40.540001000000004
2005-08-25,40.950001
2005-08-26,40.240002000000004
2005-08-29,40.639998999999996
2005-08-30,41.48
2005-08-31,42.740002000000004
2005-09-01,42.950001
2005-09-02,41.860001000000004
2005-09-06,42.0
2005-09-07,42.07
2005-09-08,42.099998
2005-09-09,42.900002
2005-09-12,43.150002
2005-09-13,42.580002
2005-09-14,43.150002
2005-09-15,42.93
2005-09-16,43.209998999999996
2005-09-19,44.450001
2005-09-20,43.959998999999996
2005-09-21,44.259997999999996
2005-09-22,43.82
2005-09-23,43.16
2005-09-26,43.689999
2005-09-27,43.98
2005-09-28,44.799999
2005-09-29,45.849998
2005-09-30,45.330002
2005-10-03,45.93
2005-10-04,44.779999
2005-10-05,42.029999
2005-10-06,40.619999
2005-10-07,41.57
2005-10-10,40.5
2005-10-11,41.119999
2005-10-12,40.419998
2005-10-13,39.52
2005-10-14,40.23
2005-10-17,40.509997999999996
2005-10-18,39.200001
2005-10-19,39.490002000000004
2005-10-20,37.810001
2005-10-21,37.889998999999996
2005-10-24,38.900002
2005-10-25,39.540001000000004
2005-10-26,38.779999
2005-10-27,37.77
2005-10-28,38.860001000000004
2005-10-31,39.259997999999996
2005-11-01,39.849998
2005-11-02,40.099998
2005-11-03,41.200001
2005-11-04,39.669998
2005-11-07,38.59
2005-11-08,38.619999
2005-11-09,37.779999
2005-11-10,36.419998
2005-11-11,36.650002
2005-11-14,37.139998999999996
2005-11-15,36.900002
2005-11-16,37.650002
2005-11-17,37.560001
2005-11-18,37.0
2005-11-21,38.32
2005-11-22,38.709998999999996
2005-11-23,38.580002
2005-11-25,38.84
2005-11-28,37.950001
2005-11-29,38.32
2005-11-30,38.91
2005-12-01,40.25
2005-12-02,40.189999
2005-12-05,40.16
2005-12-06,40.299999
2005-12-07,40.009997999999996
2005-12-08,40.540001000000004
2005-12-09,40.119999
2005-12-12,41.310001
2005-12-13,42.049999
2005-12-14,42.75
2005-12-15,42.16
2005-12-16,41.209998999999996
2005-12-19,40.700001
2005-12-20,40.849998
2005-12-21,41.259997999999996
2005-12-22,41.299999
2005-12-23,41.41
2005-12-27,41.52
2005-12-28,42.970001
2005-12-29,42.740002000000004
2005-12-30,43.009997999999996
2006-01-03,44.869999
2006-01-04,44.68
2006-01-05,43.849998
2006-01-06,45.0
2006-01-09,45.189999
2006-01-10,45.810001
2006-01-11,45.700001
2006-01-12,45.810001
2006-01-13,46.09
2006-01-17,46.84
2006-01-18,46.009997999999996
2006-01-19,46.869999
2006-01-20,47.259997999999996
2006-01-23,47.310001
2006-01-24,47.07
2006-01-25,46.060001
2006-01-26,44.52
2006-01-27,45.110001000000004
2006-01-30,45.18
2006-01-31,45.560001
2006-02-01,44.650002
2006-02-02,44.369999
2006-02-03,44.650002
2006-02-06,45.07
2006-02-07,43.450001
2006-02-08,43.799999
2006-02-09,42.360001000000004
2006-02-10,41.419998
2006-02-13,40.889998999999996
2006-02-14,41.060001
2006-02-15,43.0
2006-02-16,43.799999
2006-02-17,44.32
2006-02-21,44.5
2006-02-22,44.220001
2006-02-23,44.810001
2006-02-24,45.259997999999996
2006-02-27,43.09
2006-02-28,42.66
2006-03-01,43.060001
2006-03-02,43.369999
2006-03-03,43.509997999999996
2006-03-06,41.5
2006-03-07,40.490002000000004
2006-03-08,40.299999
2006-03-09,39.830002
2006-03-10,40.0
2006-03-13,40.919998
2006-03-14,41.060001
2006-03-15,40.900002
2006-03-16,41.619999
2006-03-17,40.919998
2006-03-20,40.330002
2006-03-21,40.0
2006-03-22,40.279999
2006-03-23,40.630001
2006-03-24,41.27
2006-03-27,41.759997999999996
2006-03-28,42.310001
2006-03-29,43.700001
2006-03-30,43.860001000000004
2006-03-31,43.259997999999996
2006-04-03,43.25
2006-04-04,43.700001
2006-04-05,44.02
2006-04-06,44.110001000000004
2006-04-07,43.82
2006-04-10,44.470001
2006-04-11,44.439999
2006-04-12,44.220001
2006-04-13,43.900002
2006-04-17,45.130001
2006-04-18,46.290001000000004
2006-04-19,46.799999
2006-04-20,46.450001
2006-04-21,47.0
2006-04-24,45.650002
2006-04-25,44.169998
2006-04-26,43.439999
2006-04-27,42.400002
2006-04-28,42.950001
2006-05-01,43.610001000000004
2006-05-02,44.299999
2006-05-03,43.349998
2006-05-04,43.41
2006-05-05,44.080002
2006-05-08,44.099998
2006-05-09,43.860001000000004
2006-05-10,44.27
2006-05-11,43.59
2006-05-12,42.0
2006-05-15,40.919998
2006-05-16,40.57
2006-05-17,39.830002
2006-05-18,39.27
2006-05-19,39.599998
2006-05-22,39.52
2006-05-23,39.52
2006-05-24,39.25
2006-05-25,39.810001
2006-05-26,39.849998
2006-05-30,39.630001
2006-05-31,40.560001
2006-06-01,40.57
2006-06-02,40.799999
2006-06-05,39.16
2006-06-06,38.939999
2006-06-07,38.0
2006-06-08,38.369999
2006-06-09,38.41
2006-06-12,37.5
2006-06-13,36.16
2006-06-14,36.990002000000004
2006-06-15,38.189999
2006-06-16,38.040001000000004
2006-06-19,37.0
2006-06-20,36.740002000000004
2006-06-21,37.900002
2006-06-22,37.810001
2006-06-23,39.41
2006-06-26,39.52
2006-06-27,39.09
2006-06-28,39.650002
2006-06-29,40.509997999999996
2006-06-30,43.0
2006-07-03,42.52
2006-07-05,42.759997999999996
2006-07-06,42.060001
2006-07-07,41.259997999999996
2006-07-10,41.189999
2006-07-11,41.450001
2006-07-12,41.200001
2006-07-13,40.689999
2006-07-14,40.830002
2006-07-17,39.810001
2006-07-18,40.27
2006-07-19,40.5
2006-07-20,39.509997999999996
2006-07-21,38.630001
2006-07-24,39.82
2006-07-25,39.68
2006-07-26,40.23
2006-07-27,39.84
2006-07-28,39.799999
2006-07-31,40.830002
2006-08-01,41.419998
2006-08-02,41.48
2006-08-03,39.82
2006-08-04,39.610001000000004
2006-08-07,39.860001000000004
2006-08-08,39.66
2006-08-09,39.98
2006-08-10,39.75
2006-08-11,39.279999
2006-08-14,38.610001000000004
2006-08-15,38.619999
2006-08-16,37.970001
2006-08-17,37.939999
2006-08-18,38.720001
2006-08-21,38.470001
2006-08-22,38.57
2006-08-23,37.689999
2006-08-24,38.169998
2006-08-25,38.84
2006-08-28,38.400002
2006-08-29,38.529999
2006-08-30,37.959998999999996
2006-08-31,38.299999
2006-09-01,38.779999
2006-09-05,38.849998
2006-09-06,37.720001
2006-09-07,37.91
2006-09-08,36.810001
2006-09-11,35.830002
2006-09-12,35.700001
2006-09-13,36.619999
2006-09-14,35.580002
2006-09-15,35.099998
2006-09-18,35.599998
2006-09-19,35.02
2006-09-20,34.310001
2006-09-21,34.73
2006-09-22,33.950001
2006-09-25,34.41
2006-09-26,35.009997999999996
2006-09-27,35.0
2006-09-28,34.950001
2006-09-29,35.189999
2006-10-02,34.34
2006-10-03,33.43
2006-10-04,33.639998999999996
2006-10-05,34.25
2006-10-06,34.240002000000004
2006-10-09,33.700001
2006-10-10,34.5
2006-10-11,33.700001
2006-10-12,34.18
2006-10-13,34.880001
2006-10-16,35.52
2006-10-17,35.049999
2006-10-18,34.830002
2006-10-19,35.77
2006-10-20,35.700001
2006-10-23,35.68
2006-10-24,36.0
2006-10-25,37.02
2006-10-26,36.860001000000004
2006-10-27,36.5
2006-10-30,36.029999
2006-10-31,36.02
2006-11-01,36.169998
2006-11-02,36.0
2006-11-03,36.709998999999996
2006-11-06,36.650002
2006-11-07,35.73
2006-11-08,36.509997999999996
2006-11-09,36.75
2006-11-10,36.349998
2006-11-13,35.77
2006-11-14,36.150002
2006-11-15,36.099998
2006-11-16,34.959998999999996
2006-11-17,35.389998999999996
2006-11-20,35.220001
2006-11-21,35.889998999999996
2006-11-22,35.959998999999996
2006-11-24,36.18
2006-11-27,35.880001
2006-11-28,36.400002
2006-11-29,37.490002000000004
2006-11-30,37.610001000000004
2006-12-01,37.799999
2006-12-04,37.799999
2006-12-05,38.119999
2006-12-06,37.990002000000004
2006-12-07,37.880001
2006-12-08,37.630001
2006-12-11,37.349998
2006-12-12,37.369999
2006-12-13,37.610001000000004
2006-12-14,37.75
2006-12-15,37.610001000000004
2006-12-18,36.599998
2006-12-19,37.060001
2006-12-20,37.23
2006-12-21,37.299999
2006-12-22,37.369999
2006-12-26,36.900002
2006-12-27,36.939999
2006-12-28,36.689999
2006-12-29,36.5
2007-01-03,36.66
2007-01-04,36.209998999999996
2007-01-05,36.310001
2007-01-08,36.549999
2007-01-09,36.16
2007-01-10,35.279999
2007-01-11,34.990002000000004
2007-01-12,35.759997999999996
2007-01-16,35.669998
2007-01-17,36.02
2007-01-18,35.48
2007-01-19,36.32
2007-01-22,36.23
2007-01-23,36.869999
2007-01-24,37.080002
2007-01-25,36.720001
2007-01-26,36.700001
2007-01-29,36.700001
2007-01-30,37.689999
2007-01-31,37.48
2007-02-01,37.759997999999996
2007-02-02,37.580002
2007-02-05,37.189999
2007-02-06,37.080002
2007-02-07,36.98
2007-02-08,37.509997999999996
2007-02-09,37.360001000000004
2007-02-12,36.93
2007-02-13,36.889998999999996
2007-02-14,37.060001
2007-02-15,36.099998
2007-02-16,36.049999
2007-02-20,35.790001000000004
2007-02-21,35.57
2007-02-22,35.490002000000004
2007-02-23,35.529999
2007-02-26,35.5
2007-02-27,34.580002
2007-02-28,34.849998
2007-03-01,35.0
2007-03-02,34.560001
2007-03-05,34.119999
2007-03-06,34.5
2007-03-07,34.869999
2007-03-08,35.200001
2007-03-09,35.18
2007-03-12,34.970001
2007-03-13,34.57
2007-03-14,34.939999
2007-03-15,34.919998
2007-03-16,34.529999
2007-03-19,35.25
2007-03-20,35.549999
2007-03-21,35.759997999999996
2007-03-22,36.41
2007-03-23,36.400002
2007-03-26,37.049999
2007-03-27,37.099998
2007-03-28,37.299999
2007-03-29,37.369999
2007-03-30,37.02
2007-04-02,37.450001
2007-04-03,37.32
2007-04-04,37.25
2007-04-05,37.25
2007-04-09,37.110001000000004
2007-04-10,37.41
2007-04-11,37.610001000000004
2007-04-12,38.0
2007-04-13,37.880001
2007-04-16,38.09
2007-04-17,38.09
2007-04-18,37.93
2007-04-19,37.639998999999996
2007-04-20,38.029999
2007-04-23,37.950001
2007-04-24,38.669998
2007-04-25,40.07
2007-04-26,39.98
2007-04-27,39.790001000000004
2007-04-30,39.400002
2007-05-01,39.970001
2007-05-02,40.349998
2007-05-03,40.459998999999996
2007-05-04,40.48
2007-05-07,40.669998
2007-05-08,40.389998999999996
2007-05-09,39.52
