Date,SAWLF
2010-02-22,26.959999
2010-02-23,26.959999
2010-02-24,26.879998999999998
2010-02-25,26.879998999999998
2010-02-26,26.889999
2010-03-01,26.889999
2010-03-02,26.889999
2010-03-03,26.889999
2010-03-04,26.379998999999998
2010-03-05,26.6
2010-03-08,26.6
2010-03-09,26.6
2010-03-10,26.6
2010-03-11,27.07
2010-03-12,27.07
2010-03-15,27.07
2010-03-16,27.07
2010-03-17,27.07
2010-03-18,27.07
2010-03-19,27.07
2010-03-22,27.07
2010-03-23,27.5
2010-03-24,27.5
2010-03-25,27.5
2010-03-26,27.5
2010-03-29,27.5
2010-03-30,27.5
2010-03-31,27.5
2010-04-01,28.870001000000002
2010-04-05,29.209999
2010-04-06,29.209999
2010-04-07,29.209999
2010-04-08,29.209999
2010-04-09,29.209999
2010-04-12,29.5
2010-04-13,29.5
2010-04-14,29.5
2010-04-15,29.5
2010-04-16,29.5
2010-04-19,29.5
2010-04-20,29.5
2010-04-21,29.5
2010-04-22,29.5
2010-04-23,29.5
2010-04-26,29.5
2010-04-27,29.139999
2010-04-28,29.139999
2010-04-29,29.190001000000002
2010-04-30,29.190001000000002
2010-05-03,29.190001000000002
2010-05-04,28.200001
2010-05-05,28.200001
2010-05-06,28.200001
2010-05-07,28.200001
2010-05-10,28.200001
2010-05-11,28.200001
2010-05-12,28.200001
2010-05-13,28.200001
2010-05-14,24.59
2010-05-17,24.59
2010-05-18,24.59
2010-05-19,24.59
2010-05-20,24.59
2010-05-21,24.59
2010-05-24,24.59
2010-05-25,24.59
2010-05-26,24.59
2010-05-27,24.59
2010-05-28,24.59
2010-06-01,24.59
2010-06-02,24.59
2010-06-03,24.59
2010-06-04,24.59
2010-06-07,24.59
2010-06-08,24.59
2010-06-09,24.59
2010-06-10,24.59
2010-06-11,24.59
2010-06-14,24.59
2010-06-15,27.0
2010-06-16,27.0
2010-06-17,27.65
2010-06-18,27.65
2010-06-21,27.65
2010-06-22,27.65
2010-06-23,27.65
2010-06-24,26.16
2010-06-25,26.16
2010-06-28,26.16
2010-06-29,26.16
2010-06-30,26.16
2010-07-01,26.34
2010-07-02,26.34
2010-07-06,25.1
2010-07-07,25.1
2010-07-08,25.1
2010-07-09,25.1
2010-07-12,25.1
2010-07-13,25.1
2010-07-14,
2010-07-15,25.1
2010-07-16,25.1
2010-07-19,25.1
2010-07-20,25.1
2010-07-21,25.1
2010-07-22,25.1
2010-07-23,25.1
2010-07-26,25.1
2010-07-27,25.1
2010-07-28,25.1
2010-07-29,25.74
2010-07-30,25.74
2010-08-02,25.74
2010-08-03,25.74
2010-08-04,25.74
2010-08-05,25.74
2010-08-06,25.74
2010-08-09,25.74
2010-08-10,26.57
2010-08-11,26.57
2010-08-12,26.57
2010-08-13,26.57
2010-08-16,26.57
2010-08-17,26.57
2010-08-18,26.57
2010-08-19,24.92
2010-08-20,24.82
2010-08-23,24.82
2010-08-24,24.110001
2010-08-25,24.110001
2010-08-26,24.66
2010-08-27,24.66
2010-08-30,25.530001000000002
2010-08-31,25.530001000000002
2010-09-01,25.530001000000002
2010-09-02,25.530001000000002
2010-09-03,25.530001000000002
2010-09-07,25.530001000000002
2010-09-08,25.530001000000002
2010-09-09,26.08
2010-09-10,26.08
2010-09-13,26.950001
2010-09-14,26.950001
2010-09-15,26.950001
2010-09-16,26.950001
2010-09-17,26.950001
2010-09-20,26.950001
2010-09-21,26.950001
2010-09-22,26.950001
2010-09-23,26.950001
2010-09-24,26.950001
2010-09-27,26.950001
2010-09-28,26.950001
2010-09-29,26.950001
2010-09-30,26.950001
2010-10-01,26.950001
2010-10-04,26.950001
2010-10-05,30.809998999999998
2010-10-06,30.360001
2010-10-07,29.639999
2010-10-08,29.93
2010-10-11,29.93
2010-10-12,29.93
2010-10-13,29.93
2010-10-14,29.93
2010-10-15,29.93
2010-10-18,29.93
2010-10-19,29.15
2010-10-20,29.15
2010-10-21,29.15
2010-10-22,29.15
2010-10-25,29.15
2010-10-26,29.15
2010-10-27,29.15
2010-10-28,29.15
2010-10-29,29.15
2010-11-01,29.15
2010-11-02,30.360001
2010-11-03,30.360001
2010-11-04,30.360001
2010-11-05,30.360001
2010-11-08,30.360001
2010-11-09,32.200001
2010-11-10,32.200001
2010-11-11,31.52
2010-11-12,31.52
2010-11-15,31.24
2010-11-16,31.24
2010-11-17,31.24
2010-11-18,31.24
2010-11-19,31.24
2010-11-22,30.540001
2010-11-23,30.540001
2010-11-24,30.1
2010-11-26,30.1
2010-11-29,30.1
2010-11-30,30.1
2010-12-01,30.1
2010-12-02,30.1
2010-12-03,31.139999
2010-12-06,31.139999
2010-12-07,31.139999
2010-12-08,31.139999
2010-12-09,31.09
2010-12-10,31.27
2010-12-13,31.27
2010-12-14,32.91
2010-12-15,32.91
2010-12-16,32.91
2010-12-17,32.029999
2010-12-20,32.029999
2010-12-21,32.98
2010-12-22,32.98
2010-12-23,32.98
2010-12-27,32.98
2010-12-28,32.98
2010-12-29,32.98
2010-12-30,32.98
2010-12-31,32.98
2011-01-03,32.98
2011-01-04,33.900002
2011-01-05,33.900002
2011-01-06,33.900002
2011-01-07,33.720001
2011-01-10,33.720001
2011-01-11,33.720001
2011-01-12,33.720001
2011-01-13,33.720001
2011-01-14,35.869999
2011-01-18,35.869999
2011-01-19,35.869999
2011-01-20,35.869999
2011-01-21,35.869999
2011-01-24,35.869999
2011-01-25,35.869999
2011-01-26,35.869999
2011-01-27,34.369999
2011-01-28,34.369999
2011-01-31,34.369999
2011-02-01,34.369999
2011-02-02,34.369999
2011-02-03,34.369999
2011-02-04,34.369999
2011-02-07,34.369999
2011-02-08,34.369999
2011-02-09,34.369999
2011-02-10,34.369999
2011-02-11,34.369999
2011-02-14,34.369999
2011-02-15,34.369999
2011-02-16,34.369999
2011-02-17,37.82
2011-02-18,37.700001
2011-02-22,37.529999
2011-02-23,37.529999
2011-02-24,36.52
2011-02-25,36.52
2011-02-28,36.52
2011-03-01,36.52
2011-03-02,37.099998
2011-03-03,37.099998
2011-03-04,37.099998
2011-03-07,37.099998
2011-03-08,37.099998
2011-03-09,37.099998
2011-03-10,37.669998
2011-03-11,38.189999
2011-03-14,36.939999
2011-03-15,36.34
2011-03-16,35.720001
2011-03-17,35.720001
2011-03-18,35.57
2011-03-21,36.0
2011-03-22,36.360001000000004
2011-03-23,36.68
2011-03-24,36.68
2011-03-25,36.68
2011-03-28,36.68
2011-03-29,36.139998999999996
2011-03-30,36.139998999999996
2011-03-31,37.509997999999996
2011-04-01,37.360001000000004
2011-04-04,37.360001000000004
2011-04-05,37.360001000000004
2011-04-06,37.360001000000004
2011-04-07,37.029999
2011-04-08,37.029999
2011-04-11,37.029999
2011-04-12,35.419998
2011-04-13,35.419998
2011-04-14,35.419998
2011-04-15,35.419998
2011-04-18,35.419998
2011-04-19,35.209998999999996
2011-04-20,35.209998999999996
2011-04-21,35.950001
2011-04-25,35.950001
2011-04-26,35.950001
2011-04-27,35.950001
2011-04-28,36.049999
2011-04-29,35.91
2011-05-02,35.91
2011-05-03,35.91
2011-05-04,34.119999
2011-05-05,34.119999
2011-05-06,34.119999
2011-05-09,34.119999
2011-05-10,34.119999
2011-05-11,34.119999
2011-05-12,34.119999
2011-05-13,32.82
2011-05-16,32.209998999999996
2011-05-17,31.379998999999998
2011-05-18,31.379998999999998
2011-05-19,31.379998999999998
2011-05-20,31.030001000000002
2011-05-23,31.030001000000002
2011-05-24,31.549999
2011-05-25,30.9
2011-05-26,32.369999
2011-05-27,32.369999
2011-05-31,32.369999
2011-06-01,32.369999
2011-06-02,32.369999
2011-06-03,30.870001000000002
2011-06-06,30.780001000000002
2011-06-07,30.780001000000002
2011-06-08,30.780001000000002
2011-06-09,30.780001000000002
2011-06-10,30.299999
2011-06-13,30.110001
2011-06-14,30.110001
2011-06-15,30.15
2011-06-16,29.0
2011-06-17,29.0
2011-06-20,28.120001000000002
2011-06-21,28.120001000000002
2011-06-22,28.82
2011-06-23,28.82
2011-06-24,28.82
2011-06-27,28.82
2011-06-28,28.82
2011-06-29,29.92
2011-06-30,29.92
2011-07-01,29.92
2011-07-05,29.92
2011-07-06,32.759997999999996
2011-07-07,32.939999
2011-07-08,32.939999
2011-07-11,31.33
2011-07-12,31.51
2011-07-13,32.669998
2011-07-14,31.34
2011-07-15,31.85
2011-07-18,31.5
2011-07-19,31.620001000000002
2011-07-20,32.119999
2011-07-21,31.99
2011-07-22,31.860001
2011-07-25,31.860001
2011-07-26,32.16
2011-07-27,31.700001
2011-07-28,31.700001
2011-07-29,31.700001
2011-08-01,31.700001
2011-08-02,31.700001
2011-08-03,31.700001
2011-08-04,30.09
2011-08-05,28.709999
2011-08-08,27.629998999999998
2011-08-09,26.5
2011-08-10,26.5
2011-08-11,25.530001000000002
2011-08-12,25.290001
2011-08-15,25.5
2011-08-16,25.389999
2011-08-17,25.25
2011-08-18,25.25
2011-08-19,24.959999
2011-08-22,24.959999
2011-08-23,25.129998999999998
2011-08-24,24.84
2011-08-25,25.23
2011-08-26,25.23
2011-08-29,25.23
2011-08-30,26.030001000000002
2011-08-31,25.77
2011-09-01,25.77
