Date,CACH
1981-07-13,2.7501700000000002
1981-07-14,2.7501700000000002
1981-07-15,2.7501700000000002
1981-07-16,2.7501700000000002
1981-07-17,2.7501700000000002
1981-07-20,2.7501700000000002
1981-07-21,2.5384900000000004
1981-07-22,2.5384900000000004
1981-07-23,2.2564599999999997
1981-07-24,2.39758
1981-07-27,2.2564599999999997
1981-07-28,2.2564599999999997
1981-07-29,2.2564599999999997
1981-07-30,2.2564599999999997
1981-07-31,2.2564599999999997
1981-08-03,2.2564599999999997
1981-08-04,2.2564599999999997
1981-08-05,2.2564599999999997
1981-08-06,2.2564599999999997
1981-08-07,2.0449900000000003
1981-08-10,1.48092
1981-08-11,1.48092
1981-08-12,1.48092
1981-08-13,1.62204
1981-08-14,1.62204
1981-08-17,1.26925
1981-08-18,1.26925
1981-08-19,1.26925
1981-08-20,1.26925
1981-08-21,1.26925
1981-08-24,1.26925
1981-08-25,0.98721
1981-08-26,0.98721
1981-08-27,0.98721
1981-08-28,0.98721
1981-08-31,0.70518
1981-09-01,0.70518
1981-09-02,0.70518
1981-09-03,0.70518
1981-09-04,0.70518
1981-09-08,0.70518
1981-09-09,0.70518
1981-09-10,0.70518
1981-09-11,0.70518
1981-09-14,0.98721
1981-09-15,0.98721
1981-09-16,0.98721
1981-09-17,0.98721
1981-09-18,0.98721
1981-09-21,0.98721
1981-09-22,0.98721
1981-09-23,0.98721
1981-09-24,0.98721
1981-09-25,0.98721
1981-09-28,0.98721
1981-09-29,0.98721
1981-09-30,1.1283299999999998
1981-10-01,1.1283299999999998
1981-10-02,1.48092
1981-10-05,1.76295
1981-10-06,1.62204
1981-10-07,1.62204
1981-10-08,1.62204
1981-10-09,1.62204
1981-10-12,1.62204
1981-10-13,1.62204
1981-10-14,1.62204
1981-10-15,1.62204
1981-10-16,1.62204
1981-10-19,1.62204
1981-10-20,1.62204
1981-10-21,1.62204
1981-10-22,1.62204
1981-10-23,1.62204
1981-10-26,1.3400100000000001
1981-10-27,1.26925
1981-10-28,1.26925
1981-10-29,1.26925
1981-10-30,1.26925
1981-11-02,1.26925
1981-11-03,1.26925
1981-11-04,1.26925
1981-11-05,0.98721
1981-11-06,0.98721
1981-11-09,0.98721
1981-11-10,1.1283299999999998
1981-11-11,1.1283299999999998
1981-11-12,1.1283299999999998
1981-11-13,1.1283299999999998
1981-11-16,1.1283299999999998
1981-11-17,1.1283299999999998
1981-11-18,1.1283299999999998
1981-11-19,1.1283299999999998
1981-11-20,0.98721
1981-11-23,0.98721
1981-11-24,0.98721
1981-11-25,0.8461
1981-11-27,0.8461
1981-11-30,0.8461
1981-12-01,0.98721
1981-12-02,0.98721
1981-12-03,0.98721
1981-12-04,1.1283299999999998
1981-12-07,1.1283299999999998
1981-12-08,1.1283299999999998
1981-12-09,1.1283299999999998
1981-12-10,1.1283299999999998
1981-12-11,1.1283299999999998
1981-12-14,1.1283299999999998
1981-12-15,1.1283299999999998
1981-12-16,1.1283299999999998
1981-12-17,1.1283299999999998
1981-12-18,1.1283299999999998
1981-12-21,1.1283299999999998
1981-12-22,0.98721
1981-12-23,1.1283299999999998
1981-12-24,1.1283299999999998
1981-12-28,1.1283299999999998
1981-12-29,1.1283299999999998
1981-12-30,1.1283299999999998
1981-12-31,1.26925
1982-01-04,1.26925
1982-01-05,1.26925
1982-01-06,1.26925
1982-01-07,1.26925
1982-01-08,1.26925
1982-01-11,1.26925
1982-01-12,1.26925
1982-01-13,1.26925
1982-01-14,1.26925
1982-01-15,1.26925
1982-01-18,1.26925
1982-01-19,1.26925
1982-01-20,1.26925
1982-01-21,1.26925
1982-01-22,1.3400100000000001
1982-01-25,1.3400100000000001
1982-01-26,1.26925
1982-01-27,1.3400100000000001
1982-01-28,1.26925
1982-01-29,1.26925
1982-02-01,1.26925
1982-02-02,1.26925
1982-02-03,1.26925
1982-02-04,1.26925
1982-02-05,1.26925
1982-02-08,1.26925
1982-02-09,0.98721
1982-02-10,0.98721
1982-02-11,0.98721
1982-02-12,0.98721
1982-02-16,0.98721
1982-02-17,0.98721
1982-02-18,0.98721
1982-02-19,0.98721
1982-02-22,0.98721
1982-02-23,0.70518
1982-02-24,0.70518
1982-02-25,0.70518
1982-02-26,0.70518
1982-03-01,0.70518
1982-03-02,0.8461
1982-03-03,0.70518
1982-03-04,0.49371000000000004
1982-03-05,0.63483
1982-03-08,0.63483
1982-03-09,0.63483
1982-03-10,0.63483
1982-03-11,0.63483
1982-03-12,0.63483
1982-03-15,0.63483
1982-03-16,0.63483
1982-03-17,0.63483
1982-03-18,0.70518
1982-03-19,0.70518
1982-03-22,1.1283299999999998
1982-03-23,1.1283299999999998
1982-03-24,1.26925
1982-03-25,1.26925
1982-03-26,1.26925
1982-03-29,1.26925
1982-03-30,1.26925
1982-03-31,1.26925
1982-04-01,1.26925
1982-04-02,1.3400100000000001
1982-04-05,1.3400100000000001
1982-04-06,1.48092
1982-04-07,1.3400100000000001
1982-04-08,1.3400100000000001
1982-04-12,1.3400100000000001
1982-04-13,1.3400100000000001
1982-04-14,1.3400100000000001
1982-04-15,1.3400100000000001
1982-04-16,1.3400100000000001
1982-04-19,1.3400100000000001
1982-04-20,1.3400100000000001
1982-04-21,1.3400100000000001
1982-04-22,1.3400100000000001
1982-04-23,1.3400100000000001
1982-04-26,1.3400100000000001
1982-04-27,1.3400100000000001
1982-04-28,1.3400100000000001
1982-04-29,1.1283299999999998
1982-04-30,1.1283299999999998
1982-05-03,1.26925
1982-05-04,1.1283299999999998
1982-05-05,1.1283299999999998
1982-05-06,1.1283299999999998
1982-05-07,1.1283299999999998
1982-05-10,1.1283299999999998
1982-05-11,1.1283299999999998
1982-05-12,1.1283299999999998
1982-05-13,1.1283299999999998
1982-05-14,1.1283299999999998
1982-05-17,1.1283299999999998
1982-05-18,1.26925
1982-05-19,1.26925
1982-05-20,1.26925
1982-05-21,1.26925
1982-05-24,1.26925
1982-05-25,1.26925
1982-05-26,1.26925
1982-05-27,1.26925
1982-05-28,1.1283299999999998
1982-06-01,0.98721
1982-06-02,0.98721
1982-06-03,0.98721
1982-06-04,0.98721
1982-06-07,1.1283299999999998
1982-06-08,1.1283299999999998
1982-06-09,1.1283299999999998
1982-06-10,1.26925
1982-06-11,1.3400100000000001
1982-06-14,1.3400100000000001
1982-06-15,1.26925
1982-06-16,1.26925
1982-06-17,1.1283299999999998
1982-06-18,1.1283299999999998
1982-06-21,1.26925
1982-06-22,1.26925
1982-06-23,1.26925
1982-06-24,1.3400100000000001
1982-06-25,1.26925
1982-06-28,1.3400100000000001
1982-06-29,1.3400100000000001
1982-06-30,1.3400100000000001
1982-07-01,1.26925
1982-07-02,1.26925
1982-07-06,1.26925
1982-07-07,1.3400100000000001
1982-07-08,1.3400100000000001
1982-07-09,1.3400100000000001
1982-07-12,1.3400100000000001
1982-07-13,1.3400100000000001
1982-07-14,1.3400100000000001
1982-07-15,1.3400100000000001
1982-07-16,1.3400100000000001
1982-07-19,1.3400100000000001
1982-07-20,1.3400100000000001
1982-07-21,1.3400100000000001
1982-07-22,1.3400100000000001
1982-07-23,1.26925
1982-07-26,1.26925
1982-07-27,1.26925
1982-07-28,1.26925
1982-07-29,1.1283299999999998
1982-07-30,0.98721
1982-08-02,0.98721
1982-08-03,0.70518
1982-08-04,0.8461
1982-08-05,0.70518
1982-08-06,0.8461
1982-08-09,0.8461
1982-08-10,0.8461
1982-08-11,0.8461
1982-08-12,0.8461
1982-08-13,0.8461
1982-08-16,0.8461
1982-08-17,0.8461
1982-08-18,0.8461
1982-08-19,0.8461
1982-08-20,0.8461
1982-08-23,0.98721
1982-08-24,1.1283299999999998
1982-08-25,1.3400100000000001
1982-08-26,1.3400100000000001
1982-08-27,1.3400100000000001
1982-08-30,1.26925
1982-08-31,1.26925
1982-09-01,1.26925
1982-09-02,1.26925
1982-09-03,1.26925
1982-09-07,1.26925
1982-09-08,1.26925
1982-09-09,1.26925
1982-09-10,1.26925
1982-09-13,1.26925
1982-09-14,1.26925
1982-09-15,1.26925
1982-09-16,1.26925
1982-09-17,1.26925
1982-09-20,1.26925
1982-09-21,1.26925
1982-09-22,1.26925
1982-09-23,1.26925
1982-09-24,1.26925
1982-09-27,1.26925
1982-09-28,1.26925
1982-09-29,1.26925
1982-09-30,1.26925
1982-10-01,1.26925
1982-10-04,1.26925
1982-10-05,1.26925
1982-10-06,1.26925
1982-10-07,1.1283299999999998
1982-10-08,1.1283299999999998
1982-10-11,1.1283299999999998
1982-10-12,1.1283299999999998
1982-10-13,1.1283299999999998
1982-10-14,0.98721
1982-10-15,0.98721
1982-10-18,0.98721
1982-10-19,0.98721
1982-10-20,0.98721
1982-10-21,0.98721
1982-10-22,0.98721
1982-10-25,0.98721
1982-10-26,0.98721
1982-10-27,0.98721
1982-10-28,0.98721
1982-10-29,0.98721
1982-11-01,0.98721
1982-11-02,0.98721
1982-11-03,0.98721
1982-11-04,0.98721
1982-11-05,0.98721
1982-11-08,0.98721
1982-11-09,1.1283299999999998
1982-11-10,1.1283299999999998
1982-11-11,1.1283299999999998
1982-11-12,1.1283299999999998
1982-11-15,1.1283299999999998
1982-11-16,1.1283299999999998
1982-11-17,1.26925
1982-11-18,1.3400100000000001
1982-11-19,1.48092
1982-11-22,1.48092
1982-11-23,1.48092
1982-11-24,1.48092
1982-11-26,1.62204
1982-11-29,1.48092
1982-11-30,1.48092
1982-12-01,2.0449900000000003
1982-12-02,2.2564599999999997
1982-12-03,3.3144400000000003
1982-12-06,3.0322
1982-12-07,3.0322
1982-12-08,2.7501700000000002
1982-12-09,2.7501700000000002
1982-12-10,2.7501700000000002
1982-12-13,3.0322
1982-12-14,3.0322
1982-12-15,2.7501700000000002
1982-12-16,2.7501700000000002
1982-12-17,2.39758
1982-12-20,2.67961
1982-12-21,2.67961
1982-12-22,2.89129
1982-12-23,2.89129
1982-12-27,2.89129
1982-12-28,3.0322
1982-12-29,3.8079400000000003
1982-12-30,3.8079400000000003
1982-12-31,4.1605300000000005
1983-01-03,3.5257
1983-01-04,3.8079400000000003
1983-01-05,4.08997
1983-01-06,4.1605300000000005
1983-01-07,4.1605300000000005
1983-01-10,4.08997
1983-01-11,4.1605300000000005
1983-01-12,3.8079400000000003
1983-01-13,3.3144400000000003
1983-01-14,3.45535
1983-01-17,3.6668199999999995
1983-01-18,3.6668199999999995
1983-01-19,3.3144400000000003
1983-01-20,3.3144400000000003
1983-01-21,3.45535
1983-01-24,3.3144400000000003
1983-01-25,3.3144400000000003
1983-01-26,3.3144400000000003
1983-01-27,3.3144400000000003
1983-01-28,3.3144400000000003
1983-01-31,3.3144400000000003
1983-02-01,3.45535
1983-02-02,3.5257
1983-02-03,3.8079400000000003
1983-02-04,4.30145
1983-02-07,4.86571
1983-02-08,4.30145
1983-02-09,4.93607
1983-02-10,5.2181
1983-02-11,4.93607
1983-02-14,5.35922
1983-02-15,5.35922
1983-02-16,5.076980000000001
1983-02-17,5.076980000000001
1983-02-18,5.35922
1983-02-22,5.076980000000001
1983-02-23,5.076980000000001
1983-02-24,5.076980000000001
1983-02-25,4.58368
1983-02-28,4.44256
1983-03-01,4.30145
1983-03-02,4.1605300000000005
1983-03-03,4.7246
1983-03-04,4.30145
1983-03-07,4.86571
1983-03-08,5.35922
1983-03-09,5.852930000000001
1983-03-10,5.2181
1983-03-11,5.35922
1983-03-14,5.35922
1983-03-15,5.35922
1983-03-16,5.35922
1983-03-17,4.86571
1983-03-18,4.7246
1983-03-21,4.86571
1983-03-22,4.93607
1983-03-23,5.076980000000001
1983-03-24,5.35922
1983-03-25,5.852930000000001
1983-03-28,6.275869999999999
1983-03-29,5.852930000000001
1983-03-30,5.5709
1983-03-31,5.5709
1983-04-04,5.50013
1983-04-05,5.50013
1983-04-06,5.50013
1983-04-07,6.1349599999999995
1983-04-08,6.76938
1983-04-11,6.9105
1983-04-12,6.9105
1983-04-13,6.98106
1983-04-14,7.404210000000001
1983-04-15,8.03883
1983-04-18,7.68624
1983-04-19,7.26329
1983-04-20,7.756589999999999
1983-04-21,8.179739999999999
1983-04-22,8.32086
1983-04-25,7.68624
1983-04-26,8.39142
1983-04-27,8.67345
1983-04-28,8.67345
1983-04-29,9.73102
1983-05-02,9.44899
1983-05-03,10.5068
1983-05-04,11.2119
1983-05-05,11.1414
1983-05-06,12.4106
1983-05-09,14.1736
1983-05-10,15.0902
1983-05-11,13.0455
1983-05-12,13.3275
1983-05-13,14.5967
1983-05-16,14.0327
1983-05-17,14.0327
1983-05-18,14.1736
1983-05-19,14.3147
1983-05-20,15.3723
1983-05-23,16.148001
1983-05-24,15.584
1983-05-25,16.148001
1983-05-26,15.866
1983-05-27,15.584
1983-05-31,14.8082
1983-06-01,14.8082
1983-06-02,17.417299
1983-06-03,18.193001000000002
1983-06-06,16.853201000000002
1983-06-07,17.417299
1983-06-08,17.910801
1983-06-09,19.18
1983-06-10,20.449499
1983-06-13,21.225201000000002
1983-06-14,21.789301000000002
1983-06-15,21.225201000000002
1983-06-16,21.5072
1983-06-17,20.238001
1983-06-20,18.193001000000002
1983-06-21,20.449499
1983-06-22,20.449499
1983-06-23,20.449499
1983-06-24,20.449499
1983-06-27,20.238001
1983-06-28,18.404498999999998
1983-06-29,18.686501
1983-06-30,18.193001000000002
1983-07-01,18.404498999999998
1983-07-05,17.910801
1983-07-06,19.18
1983-07-07,19.673901
1983-07-08,19.673901
1983-07-11,19.462
1983-07-12,18.9687
1983-07-13,18.193001000000002
1983-07-14,18.404498999999998
1983-07-15,18.193001000000002
1983-07-18,17.135201000000002
1983-07-19,17.135201000000002
1983-07-20,17.135201000000002
1983-07-21,17.135201000000002
1983-07-22,17.135201000000002
1983-07-25,17.135201000000002
1983-07-26,17.135201000000002
1983-07-27,16.853201000000002
1983-07-28,16.853201000000002
1983-07-29,16.6415
1983-08-01,16.6415
1983-08-02,16.6415
1983-08-03,16.148001
1983-08-04,14.3147
1983-08-05,13.0455
1983-08-08,13.0455
1983-08-09,13.0455
1983-08-10,14.5967
1983-08-11,14.8082
1983-08-12,14.5967
1983-08-15,14.5967
1983-08-16,14.5967
1983-08-17,14.3147
1983-08-18,14.3147
1983-08-19,14.0327
1983-08-22,14.0327
1983-08-23,14.3147
1983-08-24,14.3147
1983-08-25,14.3147
1983-08-26,14.8082
1983-08-29,14.8082
1983-08-30,14.5967
1983-08-31,14.8082
1983-09-01,15.3723
1983-09-02,15.3723
1983-09-06,15.3723
1983-09-07,17.135201000000002
1983-09-08,16.359501
1983-09-09,16.148001
1983-09-12,16.359501
1983-09-13,17.135201000000002
1983-09-14,18.9687
1983-09-15,19.462
1983-09-16,20.449499
1983-09-19,20.449499
1983-09-20,21.0135
1983-09-21,20.731501
1983-09-22,20.449499
1983-09-23,21.0135
1983-09-26,21.0135
1983-09-27,20.731501
1983-09-28,20.731501
1983-09-29,21.0135
1983-09-30,21.225201000000002
1983-10-03,20.449499
1983-10-04,19.673901
1983-10-05,19.9559
1983-10-06,22.0007
1983-10-07,22.4944
1983-10-10,24.0457
1983-10-11,23.27
1983-10-12,23.27
1983-10-13,22.282801
1983-10-14,22.0007
1983-10-17,21.789301000000002
1983-10-18,21.225201000000002
1983-10-19,21.225201000000002
1983-10-20,20.449499
1983-10-21,21.225201000000002
1983-10-24,21.0135
1983-10-25,20.238001
1983-10-26,19.9559
1983-10-27,19.9559
1983-10-28,20.238001
1983-10-31,20.449499
1983-11-01,20.449499
1983-11-02,21.5072
1983-11-03,22.0007
1983-11-04,21.225201000000002
1983-11-07,21.5072
1983-11-08,19.9559
1983-11-09,21.0135
1983-11-10,20.731501
1983-11-11,21.225201000000002
1983-11-14,21.225201000000002
1983-11-15,21.225201000000002
1983-11-16,21.0135
1983-11-17,19.953899
1983-11-18,19.671801000000002
1983-11-21,21.7164
1983-11-22,21.152399
1983-11-23,20.8703
1983-11-25,20.8703
1983-11-28,20.8703
1983-11-29,20.8703
1983-11-30,20.8703
1983-12-01,22.5625
1983-12-02,22.2805
1983-12-05,21.998501
1983-12-06,21.434401
1983-12-07,21.434401
1983-12-08,21.7164
1983-12-09,21.7164
1983-12-12,20.588301
1983-12-13,20.306299
1983-12-14,18.6141
1983-12-15,18.6141
1983-12-16,18.049999
1983-12-19,18.6141
1983-12-20,18.3321
1983-12-21,18.049999
1983-12-22,18.6141
1983-12-23,18.3321
1983-12-27,19.1782
1983-12-28,19.1782
1983-12-29,19.742201
1983-12-30,19.460199
1984-01-03,20.0243
1984-01-04,22.2805
1984-01-05,21.998501
1984-01-06,21.7164
1984-01-09,21.152399
1984-01-10,20.0243
1984-01-11,19.742201
1984-01-12,20.306299
1984-01-13,21.7164
1984-01-16,21.152399
1984-01-17,20.306299
1984-01-18,20.0243
1984-01-19,20.0243
1984-01-20,19.460199
1984-01-23,19.460199
1984-01-24,20.306299
1984-01-25,20.306299
1984-01-26,20.306299
1984-01-27,20.306299
1984-01-30,18.6141
1984-01-31,18.896099
1984-02-01,19.460199
1984-02-02,20.0243
1984-02-03,20.0243
1984-02-06,19.742201
1984-02-07,19.1782
1984-02-08,17.486
1984-02-09,16.6399
1984-02-10,17.203899
1984-02-13,16.6399
1984-02-14,16.9219
1984-02-15,16.9219
1984-02-16,16.6399
1984-02-17,16.6399
1984-02-21,15.7938
1984-02-22,16.6399
1984-02-23,16.6399
1984-02-24,17.203899
1984-02-27,17.768
1984-02-28,17.203899
1984-02-29,17.203899
1984-03-01,17.768
1984-03-02,18.3321
1984-03-05,18.896099
1984-03-06,20.0243
1984-03-07,18.896099
1984-03-08,18.896099
1984-03-09,18.896099
1984-03-12,18.896099
1984-03-13,18.896099
1984-03-14,18.3321
1984-03-15,18.3321
1984-03-16,18.6141
1984-03-19,18.6141
1984-03-20,18.049999
1984-03-21,18.3321
1984-03-22,18.049999
1984-03-23,18.049999
1984-03-26,18.3321
1984-03-27,18.049999
1984-03-28,18.049999
1984-03-29,17.486
1984-03-30,17.203899
1984-04-02,17.486
1984-04-03,16.3578
1984-04-04,16.3578
1984-04-05,16.6399
1984-04-06,16.6399
1984-04-09,16.0758
1984-04-10,16.6399
1984-04-11,16.6399
1984-04-12,16.6399
1984-04-13,16.6399
1984-04-16,16.3578
1984-04-17,16.6399
1984-04-18,16.6399
1984-04-19,16.3578
1984-04-23,16.3578
1984-04-24,16.3578
1984-04-25,16.0758
1984-04-26,15.2297
1984-04-27,14.6657
1984-04-30,14.3836
1984-05-01,14.1016
1984-05-02,14.6657
1984-05-03,14.3836
1984-05-04,14.6657
1984-05-07,14.3836
1984-05-08,14.3836
1984-05-09,14.6657
1984-05-10,15.5118
1984-05-11,16.0758
1984-05-14,16.0758
1984-05-15,16.0758
1984-05-16,16.3578
1984-05-17,16.9219
1984-05-18,16.3578
1984-05-21,16.6399
1984-05-22,16.9219
1984-05-23,17.203899
1984-05-24,16.9219
1984-05-25,16.3578
1984-05-29,16.6399
1984-05-30,16.9219
1984-05-31,16.9219
1984-06-01,16.9219
1984-06-04,16.6399
1984-06-05,16.9219
1984-06-06,17.203899
1984-06-07,17.203899
1984-06-08,17.203899
1984-06-11,16.9219
1984-06-12,17.203899
1984-06-13,16.6399
1984-06-14,16.6399
1984-06-15,16.9219
1984-06-18,16.6399
1984-06-19,16.6399
1984-06-20,16.9219
1984-06-21,16.3578
1984-06-22,16.0758
1984-06-25,16.0758
1984-06-26,15.2297
1984-06-27,14.9477
1984-06-28,14.9477
1984-06-29,15.2297
1984-07-02,15.2297
1984-07-03,15.2297
1984-07-05,15.2297
1984-07-06,14.6657
1984-07-09,14.9477
1984-07-10,14.9477
1984-07-11,14.3836
1984-07-12,14.3836
1984-07-13,14.6657
1984-07-16,14.6657
1984-07-17,14.3836
1984-07-18,14.3836
1984-07-19,14.6657
1984-07-20,14.3836
1984-07-23,14.3836
1984-07-24,14.1016
1984-07-25,13.5375
1984-07-26,12.6914
1984-07-27,12.6914
1984-07-30,12.4094
1984-07-31,13.2555
1984-08-01,13.8196
1984-08-02,15.2297
1984-08-03,17.768
1984-08-06,17.768
1984-08-07,17.203899
1984-08-08,16.6399
1984-08-09,16.6399
1984-08-10,16.6399
1984-08-13,16.6399
1984-08-14,14.1016
1984-08-15,11.8453
1984-08-16,11.8453
1984-08-17,13.2555
1984-08-20,12.6914
1984-08-21,13.2555
1984-08-22,13.2555
1984-08-23,12.9735
1984-08-24,13.8196
1984-08-27,13.5375
1984-08-28,13.5375
1984-08-29,12.1274
1984-08-30,12.4094
1984-08-31,12.4094
1984-09-04,11.8453
1984-09-05,11.5633
1984-09-06,11.5633
1984-09-07,11.2813
1984-09-10,11.5633
1984-09-11,11.2813
1984-09-12,11.2813
1984-09-13,11.2813
1984-09-14,10.9992
1984-09-17,10.9992
1984-09-18,10.7172
1984-09-19,10.1531
1984-09-20,9.87111
1984-09-21,10.4352
1984-09-24,10.4352
1984-09-25,10.4352
1984-09-26,10.1531
1984-09-27,10.1531
1984-09-28,9.589080000000001
1984-10-01,9.589080000000001
1984-10-02,9.589080000000001
1984-10-03,9.02502
1984-10-04,8.17892
1984-10-05,8.17892
1984-10-08,8.742980000000001
1984-10-09,8.742980000000001
1984-10-10,7.33283
1984-10-11,7.33283
1984-10-12,7.050789999999999
1984-10-15,7.61486
1984-10-16,7.61486
1984-10-17,9.02502
1984-10-18,9.02502
1984-10-19,9.589080000000001
1984-10-22,9.30705
1984-10-23,9.589080000000001
1984-10-24,9.589080000000001
1984-10-25,9.87111
1984-10-26,9.30705
1984-10-29,9.87111
1984-10-30,9.589080000000001
1984-10-31,9.87111
1984-11-01,9.30705
1984-11-02,9.87111
1984-11-05,9.87111
1984-11-06,9.589080000000001
1984-11-07,9.02502
1984-11-08,8.742980000000001
1984-11-09,9.02502
1984-11-12,9.02502
1984-11-13,8.17892
1984-11-14,8.17892
1984-11-15,8.17892
1984-11-16,8.17892
1984-11-19,7.61486
1984-11-20,7.33283
1984-11-21,7.050789999999999
1984-11-23,7.050789999999999
1984-11-26,6.76876
1984-11-27,6.76876
1984-11-28,6.4867300000000006
1984-11-29,6.4867300000000006
1984-11-30,6.76876
1984-12-03,6.4867300000000006
1984-12-04,6.76876
1984-12-05,6.4867300000000006
1984-12-06,6.4867300000000006
1984-12-07,6.76876
1984-12-10,6.76876
1984-12-11,6.4867300000000006
1984-12-12,6.76876
1984-12-13,6.76876
1984-12-14,6.76876
1984-12-17,6.76876
1984-12-18,7.896889999999999
1984-12-19,7.896889999999999
1984-12-20,8.17892
1984-12-21,7.896889999999999
1984-12-24,7.61486
1984-12-26,7.33283
1984-12-27,7.050789999999999
1984-12-28,7.050789999999999
1984-12-31,7.33283
1985-01-02,7.33283
1985-01-03,7.050789999999999
1985-01-04,7.33283
1985-01-07,7.33283
1985-01-08,7.33283
1985-01-09,7.33283
1985-01-10,7.896889999999999
1985-01-11,7.896889999999999
1985-01-14,7.896889999999999
1985-01-15,7.896889999999999
1985-01-16,8.17892
1985-01-17,7.896889999999999
1985-01-18,8.17892
1985-01-21,8.46095
1985-01-22,8.17892
1985-01-23,8.17892
1985-01-24,8.17892
1985-01-25,7.896889999999999
1985-01-28,8.17892
1985-01-29,8.742980000000001
1985-01-30,9.02502
1985-01-31,9.02502
1985-02-01,8.742980000000001
1985-02-04,8.742980000000001
1985-02-05,8.46095
1985-02-06,8.46095
1985-02-07,8.742980000000001
1985-02-08,8.742980000000001
1985-02-11,8.46095
1985-02-12,8.46095
1985-02-13,8.17892
1985-02-14,8.46095
1985-02-15,8.17892
1985-02-19,8.46095
1985-02-20,8.17892
1985-02-21,8.17892
1985-02-22,7.896889999999999
1985-02-25,7.896889999999999
1985-02-26,8.17892
1985-02-27,7.896889999999999
1985-02-28,7.896889999999999
1985-03-01,7.896889999999999
1985-03-04,8.17892
1985-03-05,8.17892
1985-03-06,8.17892
1985-03-07,8.17892
1985-03-08,8.17892
1985-03-11,7.61486
1985-03-12,7.61486
1985-03-13,7.33283
1985-03-14,7.473839999999999
1985-03-15,7.33283
1985-03-18,7.61486
1985-03-19,7.33283
1985-03-20,7.33283
1985-03-21,6.76876
1985-03-22,6.76876
1985-03-25,6.4867300000000006
1985-03-26,6.76876
1985-03-27,6.76876
1985-03-28,6.76876
1985-03-29,7.050789999999999
1985-04-01,6.4867300000000006
1985-04-02,6.4867300000000006
1985-04-03,6.4867300000000006
1985-04-04,6.4867300000000006
1985-04-08,6.2047
1985-04-09,6.2047
1985-04-10,6.4867300000000006
1985-04-11,6.2047
1985-04-12,6.2047
1985-04-15,6.2047
1985-04-16,6.2047
1985-04-17,6.4867300000000006
1985-04-18,6.4867300000000006
1985-04-19,6.4867300000000006
1985-04-22,6.4867300000000006
1985-04-23,6.4867300000000006
1985-04-24,7.050789999999999
1985-04-25,7.050789999999999
1985-04-26,7.33283
1985-04-29,7.896889999999999
1985-04-30,7.896889999999999
1985-05-01,7.61486
1985-05-02,7.33283
1985-05-03,7.61486
1985-05-06,7.61486
1985-05-07,7.33283
1985-05-08,7.61486
1985-05-09,7.33283
1985-05-10,7.050789999999999
1985-05-13,7.050789999999999
1985-05-14,7.050789999999999
1985-05-15,6.76876
1985-05-16,7.050789999999999
1985-05-17,6.4867300000000006
1985-05-20,6.4867300000000006
1985-05-21,6.2047
1985-05-22,6.2047
1985-05-23,6.2047
1985-05-24,5.92267
1985-05-28,6.4867300000000006
1985-05-29,6.4867300000000006
1985-05-30,6.4867300000000006
1985-05-31,6.4867300000000006
1985-06-03,6.4867300000000006
1985-06-04,6.2047
1985-06-05,6.2047
1985-06-06,6.2047
1985-06-07,6.76876
1985-06-10,6.2047
