Date,EFX
1980-11-25,0.96875
1980-11-26,0.958333
1980-11-28,0.9375
1980-12-01,0.947917
1980-12-02,0.9375
1980-12-03,0.921875
1980-12-04,0.921875
1980-12-05,0.916667
1980-12-08,0.911458
1980-12-09,0.911458
1980-12-10,0.90625
1980-12-11,0.875
1980-12-12,0.854167
1980-12-15,0.885417
1980-12-16,0.854167
1980-12-17,0.828125
1980-12-18,0.848958
1980-12-19,0.833333
1980-12-22,0.84375
1980-12-23,0.833333
1980-12-24,0.869792
1980-12-26,0.869792
1980-12-29,0.859375
1980-12-30,0.84375
1980-12-31,0.869792
1981-01-02,0.875
1981-01-05,0.890625
1981-01-06,0.875
1981-01-07,0.875
1981-01-08,0.864583
1981-01-09,0.859375
1981-01-12,0.859375
1981-01-13,0.869792
1981-01-14,0.859375
1981-01-15,0.869792
1981-01-16,0.864583
1981-01-19,0.875
1981-01-20,0.869792
1981-01-21,0.864583
1981-01-22,0.864583
1981-01-23,0.864583
1981-01-26,0.864583
1981-01-27,0.864583
1981-01-28,0.864583
1981-01-29,0.864583
1981-01-30,0.864583
1981-02-02,0.859375
1981-02-03,0.859375
1981-02-04,0.869792
1981-02-05,0.864583
1981-02-06,0.880208
1981-02-09,0.880208
1981-02-10,0.880208
1981-02-11,0.880208
1981-02-12,0.880208
1981-02-13,0.864583
1981-02-17,0.864583
1981-02-18,0.864583
1981-02-19,0.84375
1981-02-20,0.84375
1981-02-23,0.859375
1981-02-24,0.859375
1981-02-25,0.864583
1981-02-26,0.848958
1981-02-27,0.864583
1981-03-02,0.864583
1981-03-03,0.854167
1981-03-04,0.848958
1981-03-05,0.848958
1981-03-06,0.854167
1981-03-09,0.848958
1981-03-10,0.854167
1981-03-11,0.864583
1981-03-12,0.864583
1981-03-13,0.869792
1981-03-16,0.880208
1981-03-17,0.890625
1981-03-18,0.875
1981-03-19,0.875
1981-03-20,0.875
1981-03-23,0.880208
1981-03-24,0.885417
1981-03-25,0.885417
1981-03-26,0.880208
1981-03-27,0.864583
1981-03-30,0.875
1981-03-31,0.875
1981-04-01,0.880208
1981-04-02,0.885417
1981-04-03,0.880208
1981-04-06,0.885417
1981-04-07,0.880208
1981-04-08,0.885417
1981-04-09,0.880208
1981-04-10,0.885417
1981-04-13,0.875
1981-04-14,0.885417
1981-04-15,0.885417
1981-04-16,0.880208
1981-04-20,0.880208
1981-04-21,0.916667
1981-04-22,0.953125
1981-04-23,0.96875
1981-04-24,0.979167
1981-04-27,0.973958
1981-04-28,0.963542
1981-04-29,0.973958
1981-04-30,1.0
1981-05-01,1.03125
1981-05-04,1.041667
1981-05-05,1.020833
1981-05-06,1.026042
1981-05-07,1.020833
1981-05-08,1.036458
1981-05-11,1.020833
1981-05-12,1.020833
1981-05-13,1.005208
1981-05-14,1.005208
1981-05-15,1.005208
1981-05-18,0.984375
1981-05-19,0.979167
1981-05-20,0.979167
1981-05-21,0.984375
1981-05-22,0.984375
1981-05-26,0.979167
1981-05-27,0.984375
1981-05-28,1.0
1981-05-29,0.989583
1981-06-01,1.010417
1981-06-02,1.010417
1981-06-03,1.020833
1981-06-04,1.020833
1981-06-05,1.03125
1981-06-08,1.052083
1981-06-09,1.057292
1981-06-10,1.072917
1981-06-11,1.078125
1981-06-12,1.09375
1981-06-15,1.088542
1981-06-16,1.0625
1981-06-17,1.052083
1981-06-18,1.067708
1981-06-19,1.041667
1981-06-22,1.005208
1981-06-23,1.0
1981-06-24,1.03125
1981-06-25,1.052083
1981-06-26,1.041667
1981-06-29,1.036458
1981-06-30,1.041667
1981-07-01,1.041667
1981-07-02,1.036458
1981-07-06,1.03125
1981-07-07,1.041667
1981-07-08,1.020833
1981-07-09,1.020833
1981-07-10,1.020833
1981-07-13,1.015625
1981-07-14,1.015625
1981-07-15,1.015625
1981-07-16,1.010417
1981-07-17,1.036458
1981-07-20,1.03125
1981-07-21,1.015625
1981-07-22,1.005208
1981-07-23,1.020833
1981-07-24,1.041667
1981-07-27,1.03125
1981-07-28,1.005208
1981-07-29,1.005208
1981-07-30,1.005208
1981-07-31,1.015625
1981-08-03,1.036458
1981-08-04,1.015625
1981-08-05,1.015625
1981-08-06,1.010417
1981-08-07,1.041667
1981-08-10,1.036458
1981-08-11,1.041667
1981-08-12,1.036458
1981-08-13,1.041667
1981-08-14,1.0
1981-08-17,1.020833
1981-08-18,0.989583
1981-08-19,0.994792
1981-08-20,1.020833
1981-08-21,1.0
1981-08-24,0.994792
1981-08-25,0.979167
1981-08-26,0.994792
1981-08-27,0.979167
1981-08-28,0.994792
1981-08-31,0.989583
1981-09-01,0.973958
1981-09-02,0.984375
1981-09-03,0.953125
1981-09-04,0.963542
1981-09-08,0.958333
1981-09-09,0.958333
1981-09-10,0.942708
1981-09-11,0.963542
1981-09-14,0.942708
1981-09-15,0.947917
1981-09-16,0.958333
1981-09-17,0.963542
1981-09-18,0.953125
1981-09-21,0.96875
1981-09-22,0.953125
1981-09-23,0.958333
1981-09-24,0.947917
1981-09-25,0.947917
1981-09-28,0.96875
1981-09-29,0.973958
1981-09-30,0.979167
1981-10-01,0.96875
1981-10-02,0.958333
1981-10-05,0.958333
1981-10-06,0.947917
1981-10-07,0.947917
1981-10-08,0.953125
1981-10-09,0.953125
1981-10-12,0.932292
1981-10-13,0.927083
1981-10-14,0.90625
1981-10-15,0.9375
1981-10-16,0.947917
1981-10-19,0.942708
1981-10-20,0.958333
1981-10-21,0.958333
1981-10-22,0.958333
1981-10-23,0.96875
1981-10-26,0.958333
1981-10-27,0.958333
1981-10-28,0.958333
1981-10-29,0.947917
1981-10-30,0.942708
1981-11-02,0.942708
1981-11-03,0.953125
1981-11-04,0.958333
1981-11-05,0.947917
1981-11-06,0.942708
1981-11-09,0.953125
1981-11-10,0.916667
1981-11-11,0.927083
1981-11-12,0.942708
1981-11-13,0.947917
1981-11-16,0.953125
1981-11-17,0.9375
1981-11-18,0.958333
1981-11-19,0.96875
1981-11-20,0.958333
1981-11-23,0.953125
1981-11-24,0.963542
1981-11-25,0.958333
1981-11-27,0.96875
1981-11-30,0.958333
1981-12-01,0.958333
1981-12-02,0.947917
1981-12-03,0.947917
1981-12-04,0.9375
1981-12-07,0.942708
1981-12-08,0.9375
1981-12-09,0.932292
1981-12-10,0.942708
1981-12-11,0.953125
1981-12-14,0.9375
1981-12-15,0.958333
1981-12-16,0.942708
1981-12-17,0.932292
1981-12-18,0.916667
1981-12-21,0.916667
1981-12-22,0.9375
1981-12-23,0.947917
1981-12-24,0.953125
1981-12-28,0.942708
1981-12-29,0.942708
1981-12-30,0.947917
1981-12-31,0.958333
1982-01-04,0.958333
1982-01-05,0.958333
1982-01-06,0.947917
1982-01-07,0.973958
1982-01-08,1.078125
1982-01-11,1.0625
1982-01-12,1.072917
1982-01-13,1.088542
1982-01-14,1.083333
1982-01-15,1.083333
1982-01-18,1.083333
1982-01-19,1.119792
1982-01-20,1.166667
1982-01-21,1.15625
1982-01-22,1.140625
1982-01-25,1.104167
1982-01-26,1.078125
1982-01-27,1.145833
1982-01-28,1.203125
1982-01-29,1.177083
1982-02-01,1.208333
1982-02-02,1.208333
1982-02-03,1.21875
1982-02-04,1.229167
1982-02-05,1.3125
1982-02-08,1.291667
1982-02-09,1.239583
1982-02-10,1.244792
1982-02-11,1.223958
1982-02-12,1.229167
1982-02-16,1.223958
1982-02-17,1.229167
1982-02-18,1.244792
1982-02-19,1.25
1982-02-22,1.234375
1982-02-23,1.229167
1982-02-24,1.260417
1982-02-25,1.255208
1982-02-26,1.260417
1982-03-01,1.265625
1982-03-02,1.260417
1982-03-03,1.265625
1982-03-04,1.260417
1982-03-05,1.25
1982-03-08,1.25
1982-03-09,1.25
1982-03-10,1.25
1982-03-11,1.197917
1982-03-12,1.182292
1982-03-15,1.171875
1982-03-16,1.1875
1982-03-17,1.1875
1982-03-18,1.182292
1982-03-19,1.1875
1982-03-22,1.192708
1982-03-23,1.244792
1982-03-24,1.255208
1982-03-25,1.270833
1982-03-26,1.276042
1982-03-29,1.286458
1982-03-30,1.286458
1982-03-31,1.286458
1982-04-01,1.28125
1982-04-02,1.270833
1982-04-05,1.265625
1982-04-06,1.255208
1982-04-07,1.255208
1982-04-08,1.244792
1982-04-12,1.234375
1982-04-13,1.223958
1982-04-14,1.244792
1982-04-15,1.255208
1982-04-16,1.25
1982-04-19,1.255208
1982-04-20,1.260417
1982-04-21,1.255208
1982-04-22,1.244792
1982-04-23,1.260417
1982-04-26,1.276042
1982-04-27,1.307292
1982-04-28,1.328125
1982-04-29,1.322917
1982-04-30,1.348958
1982-05-03,1.354167
1982-05-04,1.390625
1982-05-05,1.375
1982-05-06,1.380208
1982-05-07,1.369792
1982-05-10,1.338542
1982-05-11,1.333333
1982-05-12,1.333333
1982-05-13,1.333333
1982-05-14,1.34375
1982-05-17,1.333333
1982-05-18,1.317708
1982-05-19,1.296875
1982-05-20,1.291667
1982-05-21,1.296875
1982-05-24,1.291667
1982-05-25,1.286458
1982-05-26,1.276042
1982-05-27,1.291667
1982-05-28,1.276042
1982-06-01,1.260417
1982-06-02,1.270833
1982-06-03,1.25
1982-06-04,1.25
1982-06-07,1.244792
1982-06-08,1.239583
1982-06-09,1.239583
1982-06-10,1.244792
1982-06-11,1.234375
1982-06-14,1.25
1982-06-15,1.255208
1982-06-16,1.25
1982-06-17,1.270833
1982-06-18,1.25
1982-06-21,1.270833
1982-06-22,1.276042
1982-06-23,1.28125
1982-06-24,1.276042
1982-06-25,1.239583
1982-06-28,1.265625
1982-06-29,1.25
1982-06-30,1.276042
1982-07-01,1.270833
1982-07-02,1.291667
1982-07-06,1.291667
1982-07-07,1.302083
1982-07-08,1.302083
1982-07-09,1.3125
1982-07-12,1.3125
1982-07-13,1.3125
1982-07-14,1.322917
1982-07-15,1.3125
1982-07-16,1.3125
1982-07-19,1.317708
1982-07-20,1.333333
1982-07-21,1.333333
1982-07-22,1.328125
1982-07-23,1.317708
1982-07-26,1.302083
1982-07-27,1.302083
1982-07-28,1.338542
1982-07-29,1.354167
1982-07-30,1.359375
1982-08-02,1.375
1982-08-03,1.354167
1982-08-04,1.369792
1982-08-05,1.375
1982-08-06,1.348958
1982-08-09,1.354167
1982-08-10,1.369792
1982-08-11,1.359375
1982-08-12,1.369792
1982-08-13,1.380208
1982-08-16,1.375
1982-08-17,1.447917
1982-08-18,1.427083
1982-08-19,1.427083
1982-08-20,1.458333
1982-08-23,1.46875
1982-08-24,1.463542
1982-08-25,1.447917
1982-08-26,1.458333
1982-08-27,1.458333
1982-08-30,1.46875
1982-08-31,1.510417
1982-09-01,1.520833
1982-09-02,1.520833
1982-09-03,1.520833
1982-09-07,1.520833
1982-09-08,1.53125
1982-09-09,1.541667
1982-09-10,1.572917
1982-09-13,1.572917
1982-09-14,1.59375
1982-09-15,1.604167
1982-09-16,1.614583
1982-09-17,1.510417
1982-09-20,1.489583
1982-09-21,1.552083
1982-09-22,1.583333
1982-09-23,1.583333
1982-09-24,1.53125
1982-09-27,1.541667
1982-09-28,1.5
1982-09-29,1.46875
1982-09-30,1.583333
1982-10-01,1.5625
1982-10-04,1.583333
1982-10-05,1.5625
1982-10-06,1.541667
1982-10-07,1.489583
1982-10-08,1.625
1982-10-11,1.697917
1982-10-12,1.677083
1982-10-13,1.739583
1982-10-14,1.75
1982-10-15,1.75
1982-10-18,1.75
1982-10-19,1.708333
1982-10-20,1.822917
1982-10-21,1.833333
1982-10-22,1.822917
1982-10-25,1.854167
1982-10-26,1.90625
1982-10-27,2.072917
1982-10-28,2.03125
1982-10-29,2.020833
1982-11-01,2.0
1982-11-02,2.0625
1982-11-03,2.0625
1982-11-04,2.041667
1982-11-05,2.052083
1982-11-08,2.010417
1982-11-09,2.104167
1982-11-10,2.1875
1982-11-11,2.145833
1982-11-12,2.125
1982-11-15,2.104167
1982-11-16,2.041667
1982-11-17,2.041667
1982-11-18,2.125
1982-11-19,2.166667
1982-11-22,2.135417
1982-11-23,2.135417
1982-11-24,2.125
1982-11-26,2.15625
1982-11-29,2.166667
1982-11-30,2.145833
1982-12-01,2.177083
1982-12-02,2.229167
1982-12-03,2.229167
1982-12-06,2.291667
1982-12-07,2.291667
1982-12-08,2.25
1982-12-09,2.197917
1982-12-10,2.145833
1982-12-13,2.0625
1982-12-14,1.958333
1982-12-15,1.958333
1982-12-16,2.0
1982-12-17,2.03125
1982-12-20,2.114583
1982-12-21,2.145833
1982-12-22,2.145833
1982-12-23,2.125
1982-12-27,2.15625
1982-12-28,2.166667
1982-12-29,2.1875
1982-12-30,2.1875
1982-12-31,2.208333
1983-01-03,2.25
1983-01-04,2.270833
1983-01-05,2.25
1983-01-06,2.291667
1983-01-07,2.229167
1983-01-10,2.25
1983-01-11,2.25
1983-01-12,2.229167
1983-01-13,2.229167
1983-01-14,2.239583
1983-01-17,2.322917
1983-01-18,2.375
1983-01-19,2.333333
1983-01-20,2.354167
1983-01-21,2.322917
1983-01-24,2.302083
1983-01-25,2.25
1983-01-26,2.270833
1983-01-27,2.28125
1983-01-28,2.291667
1983-01-31,2.333333
1983-02-01,2.28125
1983-02-02,2.291667
1983-02-03,2.28125
1983-02-04,2.302083
1983-02-07,2.28125
1983-02-08,2.197917
1983-02-09,2.25
1983-02-10,2.3125
1983-02-11,2.322917
1983-02-14,2.364583
1983-02-15,2.34375
1983-02-16,2.354167
1983-02-17,2.3125
1983-02-18,2.291667
1983-02-22,2.3125
1983-02-23,2.354167
1983-02-24,2.395833
1983-02-25,2.427083
1983-02-28,2.416667
1983-03-01,2.40625
1983-03-02,2.395833
1983-03-03,2.395833
1983-03-04,2.416667
1983-03-07,2.385417
1983-03-08,2.427083
1983-03-09,2.385417
1983-03-10,2.385417
1983-03-11,2.375
1983-03-14,2.416667
1983-03-15,2.416667
1983-03-16,2.458333
1983-03-17,2.479167
1983-03-18,2.479167
1983-03-21,2.46875
1983-03-22,2.510417
1983-03-23,2.552083
1983-03-24,2.541667
1983-03-25,2.583333
1983-03-28,2.604167
1983-03-29,2.59375
1983-03-30,2.583333
1983-03-31,2.541667
1983-04-04,2.479167
1983-04-05,2.541667
1983-04-06,2.541667
1983-04-07,2.53125
1983-04-08,2.552083
1983-04-11,2.541667
1983-04-12,2.572917
1983-04-13,2.552083
1983-04-14,2.614583
1983-04-15,2.614583
1983-04-18,2.604167
1983-04-19,2.604167
1983-04-20,2.666667
1983-04-21,2.666667
1983-04-22,2.708333
1983-04-25,2.8125
1983-04-26,2.833333
1983-04-27,2.833333
1983-04-28,2.770833
1983-04-29,2.708333
1983-05-02,2.739583
1983-05-03,2.739583
1983-05-04,2.71875
1983-05-05,2.739583
1983-05-06,2.770833
1983-05-09,2.770833
1983-05-10,2.78125
1983-05-11,2.770833
1983-05-12,2.71875
1983-05-13,2.729167
1983-05-16,2.666667
1983-05-17,2.677083
1983-05-18,2.6875
1983-05-19,2.677083
1983-05-20,2.65625
1983-05-23,2.71875
1983-05-24,2.677083
1983-05-25,2.708333
1983-05-26,2.697917
1983-05-27,2.708333
1983-05-31,2.677083
1983-06-01,2.697917
1983-06-02,2.666667
1983-06-03,2.645833
1983-06-06,2.59375
1983-06-07,2.666667
1983-06-08,2.666667
1983-06-09,2.770833
1983-06-10,2.875
1983-06-13,3.0625
1983-06-14,3.09375
1983-06-15,3.083333
1983-06-16,3.083333
1983-06-17,3.020833
1983-06-20,3.041667
1983-06-21,3.0625
1983-06-22,3.072917
1983-06-23,3.041667
1983-06-24,3.03125
1983-06-27,3.0
1983-06-28,2.958333
1983-06-29,2.947917
1983-06-30,2.96875
1983-07-01,2.916667
1983-07-05,2.9375
1983-07-06,2.895833
1983-07-07,2.875
1983-07-08,2.864583
1983-07-11,2.864583
1983-07-12,2.875
1983-07-13,2.864583
1983-07-14,2.854167
1983-07-15,2.833333
1983-07-18,2.791667
1983-07-19,2.770833
1983-07-20,2.916667
1983-07-21,2.90625
1983-07-22,2.90625
1983-07-25,2.895833
1983-07-26,2.875
1983-07-27,2.875
1983-07-28,2.885417
1983-07-29,2.833333
1983-08-01,2.708333
1983-08-02,2.6875
1983-08-03,2.666667
1983-08-04,2.677083
1983-08-05,2.645833
1983-08-08,2.666667
1983-08-09,2.729167
1983-08-10,2.8125
1983-08-11,2.822917
1983-08-12,2.822917
1983-08-15,2.822917
1983-08-16,2.802083
1983-08-17,2.802083
1983-08-18,2.791667
1983-08-19,2.78125
1983-08-22,2.78125
1983-08-23,2.802083
1983-08-24,2.697917
1983-08-25,2.729167
1983-08-26,2.708333
1983-08-29,2.697917
1983-08-30,2.677083
1983-08-31,2.697917
1983-09-01,2.677083
1983-09-02,2.625
1983-09-06,2.666667
1983-09-07,2.697917
1983-09-08,2.791667
1983-09-09,2.729167
1983-09-12,2.802083
1983-09-13,2.78125
1983-09-14,2.78125
1983-09-15,2.75
1983-09-16,2.791667
1983-09-19,2.791667
1983-09-20,2.791667
1983-09-21,2.760417
1983-09-22,2.760417
1983-09-23,2.791667
1983-09-26,2.822917
1983-09-27,2.8125
1983-09-28,2.822917
1983-09-29,2.822917
1983-09-30,2.802083
1983-10-03,2.760417
1983-10-04,2.75
1983-10-05,2.75
1983-10-06,2.739583
1983-10-07,2.739583
1983-10-10,2.71875
1983-10-11,2.708333
1983-10-12,2.729167
1983-10-13,2.697917
1983-10-14,2.708333
1983-10-17,2.59375
1983-10-18,2.541667
1983-10-19,2.53125
1983-10-20,2.479167
1983-10-21,2.333333
1983-10-24,2.25
1983-10-25,2.3125
1983-10-26,2.364583
1983-10-27,2.364583
1983-10-28,2.333333
1983-10-31,2.354167
1983-11-01,2.364583
1983-11-02,2.375
1983-11-03,2.40625
1983-11-04,2.40625
1983-11-07,2.40625
1983-11-08,2.4375
1983-11-09,2.447917
1983-11-10,2.46875
1983-11-11,2.489583
1983-11-14,2.479167
1983-11-15,2.489583
1983-11-16,2.46875
1983-11-17,2.489583
1983-11-18,2.416667
1983-11-21,2.395833
1983-11-22,2.40625
1983-11-23,2.447917
1983-11-25,2.489583
1983-11-28,2.5
1983-11-29,2.5
1983-11-30,2.552083
1983-12-01,2.5
1983-12-02,2.458333
1983-12-05,2.458333
1983-12-06,2.447917
1983-12-07,2.416667
1983-12-08,2.40625
1983-12-09,2.416667
1983-12-12,2.395833
1983-12-13,2.416667
1983-12-14,2.385417
1983-12-15,2.385417
1983-12-16,2.375
1983-12-19,2.291667
1983-12-20,2.25
1983-12-21,2.28125
1983-12-22,2.333333
1983-12-23,2.3125
1983-12-27,2.322917
1983-12-28,2.322917
1983-12-29,2.291667
1983-12-30,2.291667
1984-01-03,2.270833
1984-01-04,2.302083
1984-01-05,2.3125
1984-01-06,2.322917
1984-01-09,2.302083
1984-01-10,2.322917
1984-01-11,2.291667
1984-01-12,2.302083
1984-01-13,2.34375
1984-01-16,2.322917
1984-01-17,2.333333
1984-01-18,2.322917
1984-01-19,2.3125
1984-01-20,2.291667
1984-01-23,2.25
1984-01-24,2.229167
1984-01-25,2.229167
1984-01-26,2.229167
1984-01-27,2.239583
1984-01-30,2.21875
1984-01-31,2.1875
1984-02-01,2.197917
1984-02-02,2.197917
1984-02-03,2.1875
1984-02-06,2.166667
1984-02-07,2.15625
1984-02-08,2.166667
1984-02-09,2.135417
1984-02-10,2.177083
1984-02-13,2.177083
1984-02-14,2.166667
1984-02-15,2.1875
1984-02-16,2.166667
1984-02-17,2.15625
1984-02-21,2.135417
1984-02-22,2.135417
1984-02-23,2.166667
1984-02-24,2.166667
1984-02-27,2.166667
1984-02-28,2.197917
1984-02-29,2.21875
1984-03-01,2.197917
1984-03-02,2.208333
1984-03-05,2.1875
1984-03-06,2.166667
1984-03-07,2.15625
1984-03-08,2.166667
1984-03-09,2.145833
1984-03-12,2.125
1984-03-13,2.125
1984-03-14,2.145833
1984-03-15,2.145833
1984-03-16,2.15625
1984-03-19,2.083333
1984-03-20,2.114583
1984-03-21,2.104167
1984-03-22,2.083333
1984-03-23,2.041667
1984-03-26,2.083333
1984-03-27,2.083333
1984-03-28,2.052083
1984-03-29,2.083333
1984-03-30,2.083333
1984-04-02,2.09375
1984-04-03,2.083333
1984-04-04,2.15625
1984-04-05,2.114583
1984-04-06,2.083333
1984-04-09,2.083333
1984-04-10,2.125
1984-04-11,2.09375
1984-04-12,2.125
1984-04-13,2.125
1984-04-16,2.083333
1984-04-17,2.09375
1984-04-18,2.0625
1984-04-19,2.041667
1984-04-23,1.979167
1984-04-24,2.0
1984-04-25,2.020833
1984-04-26,2.041667
1984-04-27,2.03125
1984-04-30,2.03125
1984-05-01,2.052083
1984-05-02,2.083333
1984-05-03,2.114583
1984-05-04,2.125
1984-05-07,2.104167
1984-05-08,2.145833
1984-05-09,2.166667
1984-05-10,2.1875
1984-05-11,2.166667
1984-05-14,2.1875
1984-05-15,2.177083
1984-05-16,2.177083
1984-05-17,2.197917
1984-05-18,2.197917
1984-05-21,2.166667
1984-05-22,2.1875
1984-05-23,2.229167
1984-05-24,2.1875
1984-05-25,2.166667
1984-05-29,2.166667
1984-05-30,2.177083
1984-05-31,2.208333
1984-06-01,2.1875
1984-06-04,2.208333
1984-06-05,2.208333
1984-06-06,2.208333
1984-06-07,2.21875
1984-06-08,2.260417
1984-06-11,2.28125
1984-06-12,2.270833
1984-06-13,2.25
1984-06-14,2.270833
1984-06-15,2.260417
1984-06-18,2.291667
1984-06-19,2.291667
1984-06-20,2.28125
1984-06-21,2.291667
1984-06-22,2.291667
1984-06-25,2.333333
1984-06-26,2.354167
1984-06-27,2.34375
1984-06-28,2.34375
1984-06-29,2.333333
1984-07-02,2.322917
1984-07-03,2.3125
1984-07-05,2.28125
1984-07-06,2.25
1984-07-09,2.28125
1984-07-10,2.270833
1984-07-11,2.260417
1984-07-12,2.260417
1984-07-13,2.28125
1984-07-16,2.302083
1984-07-17,2.270833
1984-07-18,2.302083
1984-07-19,2.270833
1984-07-20,2.260417
1984-07-23,2.25
1984-07-24,2.260417
1984-07-25,2.239583
1984-07-26,2.239583
1984-07-27,2.28125
1984-07-30,2.291667
1984-07-31,2.302083
1984-08-01,2.34375
1984-08-02,2.354167
1984-08-03,2.4375
1984-08-06,2.4375
1984-08-07,2.4375
1984-08-08,2.416667
1984-08-09,2.447917
1984-08-10,2.5
1984-08-13,2.489583
1984-08-14,2.458333
1984-08-15,2.447917
1984-08-16,2.4375
1984-08-17,2.416667
1984-08-20,2.40625
1984-08-21,2.458333
1984-08-22,2.5
1984-08-23,2.458333
1984-08-24,2.4375
1984-08-27,2.4375
1984-08-28,2.458333
1984-08-29,2.489583
1984-08-30,2.479167
1984-08-31,2.46875
1984-09-04,2.458333
1984-09-05,2.4375
1984-09-06,2.40625
1984-09-07,2.427083
1984-09-10,2.4375
1984-09-11,2.458333
1984-09-12,2.447917
1984-09-13,2.489583
1984-09-14,2.46875
1984-09-17,2.5
1984-09-18,2.489583
1984-09-19,2.458333
1984-09-20,2.4375
1984-09-21,2.458333
1984-09-24,2.46875
1984-09-25,2.458333
1984-09-26,2.479167
1984-09-27,2.46875
1984-09-28,2.458333
1984-10-01,2.4375
1984-10-02,2.427083
1984-10-03,2.416667
1984-10-04,2.416667
1984-10-05,2.427083
1984-10-08,2.427083
1984-10-09,2.427083
1984-10-10,2.427083
1984-10-11,2.427083
1984-10-12,2.458333
1984-10-15,2.427083
1984-10-16,2.447917
1984-10-17,2.447917
1984-10-18,2.447917
1984-10-19,2.4375
1984-10-22,2.489583
1984-10-23,2.479167
1984-10-24,2.53125
1984-10-25,2.541667
1984-10-26,2.53125
1984-10-29,2.53125
1984-10-30,2.541667
1984-10-31,2.59375
