Date,HCXLF
2010-02-22,7.030461
2010-02-23,7.030461
2010-02-24,7.030461
2010-02-25,7.030461
2010-02-26,7.030461
2010-03-01,7.030461
2010-03-02,7.030461
2010-03-03,7.030461
2010-03-04,7.030461
2010-03-05,7.030461
2010-03-08,7.030461
2010-03-09,7.030461
2010-03-10,7.030461
2010-03-11,7.030461
2010-03-12,7.030461
2010-03-15,7.030461
2010-03-16,7.030461
2010-03-17,7.030461
2010-03-18,7.030461
2010-03-19,7.030461
2010-03-22,7.030461
2010-03-23,7.030461
2010-03-24,7.030461
2010-03-25,7.030461
2010-03-26,7.030461
2010-03-29,7.030461
2010-03-30,7.030461
2010-03-31,7.030461
2010-04-01,7.030461
2010-04-05,7.030461
2010-04-06,7.030461
2010-04-07,7.030461
2010-04-08,7.030461
2010-04-09,7.030461
2010-04-12,7.030461
2010-04-13,7.030461
2010-04-14,7.030461
2010-04-15,7.030461
2010-04-16,7.030461
2010-04-19,7.030461
2010-04-20,7.030461
2010-04-21,7.030461
2010-04-22,7.030461
2010-04-23,7.030461
2010-04-26,7.030461
2010-04-27,7.030461
2010-04-28,7.030461
2010-04-29,7.030461
2010-04-30,7.030461
2010-05-03,7.030461
2010-05-04,6.583067999999999
2010-05-05,6.583067999999999
2010-05-06,6.4808069999999995
2010-05-07,6.148458
2010-05-10,6.378546
2010-05-11,6.391328
2010-05-12,6.391328
2010-05-13,6.391328
2010-05-14,6.391328
2010-05-17,6.391328
2010-05-18,6.391328
2010-05-19,6.391328
2010-05-20,6.391328
2010-05-21,6.391328
2010-05-24,6.391328
2010-05-25,6.391328
2010-05-26,6.391328
2010-05-27,6.391328
2010-05-28,6.135675
2010-06-01,6.135675
2010-06-02,6.135675
2010-06-03,6.135675
2010-06-04,6.135675
2010-06-07,6.174023
2010-06-08,6.174023
2010-06-09,6.174023
2010-06-10,6.199587999999999
2010-06-11,6.327415
2010-06-14,6.327415
2010-06-15,6.327415
2010-06-16,6.455242
2010-06-17,6.455242
2010-06-18,6.455242
2010-06-21,6.455242
2010-06-22,6.455242
2010-06-23,6.455242
2010-06-24,6.455242
2010-06-25,6.455242
2010-06-28,6.455242
2010-06-29,6.455242
2010-06-30,6.455242
2010-07-01,6.455242
2010-07-02,6.455242
2010-07-06,6.646980999999999
2010-07-07,6.902635000000001
2010-07-08,6.902635000000001
2010-07-09,6.902635000000001
2010-07-12,6.902635000000001
2010-07-13,6.9665479999999995
2010-07-14,6.9665479999999995
2010-07-15,6.9665479999999995
2010-07-16,6.9665479999999995
2010-07-19,6.825939
2010-07-20,6.825939
2010-07-21,6.825939
2010-07-22,6.825939
2010-07-23,6.825939
2010-07-26,6.825939
2010-07-27,6.825939
2010-07-28,6.825939
2010-07-29,7.030461
2010-07-30,7.030461
2010-08-02,7.030461
2010-08-03,7.094374
2010-08-04,7.2861139999999995
2010-08-05,7.2861139999999995
2010-08-06,7.2861139999999995
2010-08-09,7.2861139999999995
2010-08-10,7.2861139999999995
2010-08-11,7.2861139999999995
2010-08-12,7.2861139999999995
2010-08-13,7.2861139999999995
2010-08-16,7.2861139999999995
2010-08-17,7.2861139999999995
2010-08-18,7.2861139999999995
2010-08-19,6.774808
2010-08-20,6.774808
2010-08-23,6.774808
2010-08-24,6.774808
2010-08-25,6.774808
2010-08-26,6.774808
2010-08-27,6.774808
2010-08-30,7.056025999999999
2010-08-31,7.056025999999999
2010-09-01,7.158288000000001
2010-09-02,7.158288000000001
2010-09-03,7.158288000000001
2010-09-07,7.158288000000001
2010-09-08,7.158288000000001
2010-09-09,7.158288000000001
2010-09-10,7.158288000000001
2010-09-13,7.107157000000001
2010-09-14,7.107157000000001
2010-09-15,7.222200999999999
2010-09-16,7.222200999999999
2010-09-17,7.222200999999999
2010-09-20,7.222200999999999
2010-09-21,7.222200999999999
2010-09-22,7.222200999999999
2010-09-23,7.222200999999999
2010-09-24,7.222200999999999
2010-09-27,7.222200999999999
2010-09-28,7.222200999999999
2010-09-29,7.222200999999999
2010-09-30,7.158288000000001
2010-10-01,7.158288000000001
2010-10-04,7.158288000000001
2010-10-05,7.158288000000001
2010-10-06,7.158288000000001
2010-10-07,7.158288000000001
2010-10-08,7.158288000000001
2010-10-11,7.158288000000001
2010-10-12,7.158288000000001
2010-10-13,7.158288000000001
2010-10-14,7.158288000000001
2010-10-15,7.158288000000001
2010-10-18,7.158288000000001
2010-10-19,7.158288000000001
2010-10-20,7.158288000000001
2010-10-21,7.158288000000001
2010-10-22,7.0048960000000005
2010-10-25,7.0048960000000005
2010-10-26,7.0048960000000005
2010-10-27,7.0048960000000005
2010-10-28,7.0048960000000005
2010-10-29,7.0048960000000005
2010-11-01,7.0048960000000005
2010-11-02,7.0048960000000005
2010-11-03,7.0048960000000005
2010-11-04,7.0048960000000005
2010-11-05,7.0048960000000005
2010-11-08,7.0048960000000005
2010-11-09,7.222200999999999
2010-11-10,7.222200999999999
2010-11-11,7.222200999999999
2010-11-12,7.222200999999999
2010-11-15,7.222200999999999
2010-11-16,7.222200999999999
2010-11-17,7.222200999999999
2010-11-18,7.222200999999999
2010-11-19,7.298897
2010-11-22,7.298897
2010-11-23,7.298897
2010-11-24,7.298897
2010-11-26,7.298897
2010-11-29,7.298897
2010-11-30,7.2861139999999995
2010-12-01,7.2861139999999995
2010-12-02,7.2861139999999995
2010-12-03,7.2861139999999995
2010-12-06,7.2861139999999995
2010-12-07,7.2861139999999995
2010-12-08,7.2861139999999995
2010-12-09,7.2861139999999995
2010-12-10,7.2861139999999995
2010-12-13,7.2861139999999995
2010-12-14,7.2861139999999995
2010-12-15,7.2861139999999995
2010-12-16,7.2861139999999995
2010-12-17,7.2861139999999995
2010-12-20,7.2861139999999995
2010-12-21,7.2861139999999995
2010-12-22,7.5289850000000005
2010-12-23,7.5289850000000005
2010-12-27,7.5289850000000005
2010-12-28,7.5289850000000005
2010-12-29,7.5289850000000005
2010-12-30,7.5289850000000005
2010-12-31,7.5289850000000005
2011-01-03,7.5289850000000005
2011-01-04,7.5289850000000005
2011-01-05,7.5289850000000005
2011-01-06,7.5289850000000005
2011-01-07,7.5289850000000005
2011-01-10,7.5289850000000005
2011-01-11,7.5289850000000005
2011-01-12,7.5289850000000005
2011-01-13,7.5289850000000005
