Date,ALNY
2009-03-19,17.290001
2009-03-20,18.709999
2009-03-23,19.469998999999998
2009-03-24,18.389999
2009-03-25,18.610001
2009-03-26,19.469998999999998
2009-03-27,18.98
2009-03-30,18.629998999999998
2009-03-31,19.040001
2009-04-01,18.66
2009-04-02,20.139999
2009-04-03,19.75
2009-04-06,18.879998999999998
2009-04-07,18.219998999999998
2009-04-08,18.57
2009-04-09,19.799999
2009-04-13,19.26
2009-04-14,18.26
2009-04-15,18.51
2009-04-16,18.790001
2009-04-17,18.719998999999998
2009-04-20,17.530001000000002
2009-04-21,17.860001
2009-04-22,17.049999
2009-04-23,16.34
2009-04-24,16.98
2009-04-27,17.040001
2009-04-28,17.33
2009-04-29,18.4
2009-04-30,18.34
2009-05-01,18.18
2009-05-04,19.0
2009-05-05,18.620001000000002
2009-05-06,18.370001000000002
2009-05-07,18.059998999999998
2009-05-08,19.959999
2009-05-11,21.700001
2009-05-12,21.120001000000002
2009-05-13,19.51
2009-05-14,19.700001
2009-05-15,19.43
2009-05-18,20.35
2009-05-19,20.49
2009-05-20,20.610001
2009-05-21,20.610001
2009-05-22,20.610001
2009-05-26,21.42
2009-05-27,20.700001
2009-05-28,20.59
2009-05-29,20.360001
2009-06-01,21.0
2009-06-02,21.950001
2009-06-03,22.49
2009-06-04,22.799999
2009-06-05,22.639999
2009-06-08,20.860001
2009-06-09,20.51
2009-06-10,21.620001000000002
2009-06-11,22.09
2009-06-12,22.57
2009-06-15,21.709999
2009-06-16,21.17
2009-06-17,21.450001
2009-06-18,21.370001000000002
2009-06-19,21.77
2009-06-22,20.860001
2009-06-23,20.91
2009-06-24,21.450001
2009-06-25,22.129998999999998
2009-06-26,22.16
2009-06-29,22.190001000000002
2009-06-30,22.27
2009-07-01,22.4
2009-07-02,21.23
2009-07-06,20.73
2009-07-07,19.780001000000002
2009-07-08,19.389999
2009-07-09,19.49
2009-07-10,19.610001
2009-07-13,19.809998999999998
2009-07-14,20.360001
2009-07-15,20.4
2009-07-16,19.950001
2009-07-17,20.33
2009-07-20,20.17
2009-07-21,20.18
2009-07-22,20.549999
2009-07-23,23.15
2009-07-24,23.32
2009-07-27,23.360001
2009-07-28,23.75
2009-07-29,23.16
2009-07-30,23.52
2009-07-31,23.27
2009-08-03,23.620001000000002
2009-08-04,23.889999
2009-08-05,23.24
2009-08-06,22.209999
2009-08-07,21.32
2009-08-10,21.1
2009-08-11,20.639999
2009-08-12,22.42
2009-08-13,22.84
2009-08-14,21.85
2009-08-17,21.139999
2009-08-18,21.24
2009-08-19,21.950001
2009-08-20,22.120001000000002
2009-08-21,22.92
2009-08-24,24.09
2009-08-25,24.559998999999998
2009-08-26,23.91
2009-08-27,23.26
2009-08-28,22.450001
2009-08-31,22.299999
2009-09-01,21.84
2009-09-02,21.73
2009-09-03,21.68
2009-09-04,22.049999
2009-09-08,21.99
2009-09-09,22.02
2009-09-10,22.379998999999998
2009-09-11,22.5
2009-09-14,22.540001
2009-09-15,23.16
2009-09-16,23.629998999999998
2009-09-17,23.620001000000002
2009-09-18,23.41
2009-09-21,23.26
2009-09-22,23.030001000000002
2009-09-23,22.67
2009-09-24,22.32
2009-09-25,22.790001
2009-09-28,23.33
2009-09-29,23.190001000000002
2009-09-30,22.68
2009-10-01,21.540001
2009-10-02,21.57
2009-10-05,21.290001
2009-10-06,21.700001
2009-10-07,21.299999
2009-10-08,21.57
2009-10-09,21.92
2009-10-12,21.49
2009-10-13,21.299999
2009-10-14,21.43
2009-10-15,21.07
2009-10-16,20.620001000000002
2009-10-19,20.459999
2009-10-20,19.280001000000002
2009-10-21,18.889999
2009-10-22,18.98
2009-10-23,18.43
2009-10-26,17.85
2009-10-27,17.91
2009-10-28,17.01
2009-10-29,17.42
2009-10-30,17.040001
2009-11-02,17.09
2009-11-03,17.639999
2009-11-04,17.43
2009-11-05,16.42
2009-11-06,16.15
2009-11-09,15.81
2009-11-10,15.55
2009-11-11,17.129998999999998
2009-11-12,17.4
2009-11-13,17.17
2009-11-16,17.440001000000002
2009-11-17,17.440001000000002
2009-11-18,17.42
2009-11-19,16.860001
2009-11-20,16.84
2009-11-23,16.950001
2009-11-24,16.75
2009-11-25,17.07
2009-11-27,16.780001000000002
2009-11-30,16.809998999999998
2009-12-01,17.24
2009-12-02,17.26
2009-12-03,16.959999
2009-12-04,17.450001
2009-12-07,17.33
2009-12-08,16.879998999999998
2009-12-09,16.559998999999998
2009-12-10,16.43
2009-12-11,16.43
2009-12-14,16.799999
2009-12-15,16.83
2009-12-16,16.950001
2009-12-17,16.65
2009-12-18,17.48
2009-12-21,17.209999
2009-12-22,17.360001
2009-12-23,17.790001
2009-12-24,17.98
2009-12-28,18.23
2009-12-29,18.02
2009-12-30,18.08
2009-12-31,17.620001000000002
2010-01-04,18.139999
2010-01-05,18.01
2010-01-06,18.35
2010-01-07,18.610001
2010-01-08,18.68
2010-01-11,18.719998999999998
2010-01-12,18.0
2010-01-13,18.5
2010-01-14,18.4
2010-01-15,17.6
2010-01-19,18.16
2010-01-20,17.85
2010-01-21,17.209999
2010-01-22,17.280001000000002
2010-01-25,17.040001
2010-01-26,16.93
2010-01-27,17.360001
2010-01-28,16.84
2010-01-29,16.9
2010-02-01,17.110001
2010-02-02,17.360001
2010-02-03,17.780001000000002
2010-02-04,16.57
2010-02-05,16.67
2010-02-08,16.91
2010-02-09,16.93
2010-02-10,16.75
2010-02-11,17.15
2010-02-12,17.48
2010-02-16,17.4
2010-02-17,17.49
2010-02-18,17.43
2010-02-19,17.389999
2010-02-22,17.01
2010-02-23,17.790001
2010-02-24,17.940001000000002
2010-02-25,17.969998999999998
2010-02-26,17.42
2010-03-01,17.48
2010-03-02,17.73
2010-03-03,17.889999
2010-03-04,18.01
2010-03-05,18.24
2010-03-08,18.17
2010-03-09,18.16
2010-03-10,18.32
2010-03-11,18.700001
2010-03-12,18.280001000000002
2010-03-15,18.15
2010-03-16,18.16
2010-03-17,17.92
2010-03-18,17.790001
2010-03-19,17.68
2010-03-22,17.99
2010-03-23,18.700001
2010-03-24,18.07
2010-03-25,17.93
2010-03-26,17.41
2010-03-29,17.17
2010-03-30,17.08
2010-03-31,17.02
2010-04-01,17.01
2010-04-05,17.059998999999998
2010-04-06,17.0
2010-04-07,16.98
2010-04-08,17.110001
2010-04-09,17.17
2010-04-12,16.959999
2010-04-13,16.91
2010-04-14,16.959999
2010-04-15,17.049999
2010-04-16,17.040001
2010-04-19,16.99
2010-04-20,17.07
2010-04-21,17.0
2010-04-22,16.91
2010-04-23,16.92
2010-04-26,16.93
2010-04-27,17.01
2010-04-28,17.07
2010-04-29,17.58
2010-04-30,16.959999
2010-05-03,17.09
2010-05-04,17.23
2010-05-05,16.9
2010-05-06,16.24
2010-05-07,16.0
2010-05-10,16.68
2010-05-11,16.709999
2010-05-12,17.030001000000002
2010-05-13,16.83
2010-05-14,16.360001
2010-05-17,16.450001
2010-05-18,16.35
2010-05-19,16.370001000000002
2010-05-20,15.9
2010-05-21,15.55
2010-05-24,15.44
2010-05-25,15.35
2010-05-26,15.15
2010-05-27,15.67
2010-05-28,15.8
2010-06-01,15.4
2010-06-02,15.82
2010-06-03,16.09
2010-06-04,16.0
2010-06-07,15.75
2010-06-08,15.27
2010-06-09,15.23
2010-06-10,15.57
2010-06-11,15.99
2010-06-14,15.78
2010-06-15,15.98
2010-06-16,15.69
2010-06-17,15.61
2010-06-18,14.92
2010-06-21,15.12
2010-06-22,15.25
2010-06-23,15.34
2010-06-24,15.45
2010-06-25,15.6
2010-06-28,15.76
2010-06-29,15.25
2010-06-30,15.02
2010-07-01,15.04
2010-07-02,15.17
2010-07-06,15.06
2010-07-07,15.42
2010-07-08,15.65
2010-07-09,15.96
2010-07-12,15.58
2010-07-13,16.09
2010-07-14,16.040001
2010-07-15,15.77
2010-07-16,15.0
2010-07-19,14.95
2010-07-20,15.2
2010-07-21,14.96
2010-07-22,15.35
2010-07-23,15.34
2010-07-26,15.81
2010-07-27,15.7
2010-07-28,15.23
2010-07-29,15.19
2010-07-30,15.35
2010-08-02,15.45
2010-08-03,15.19
2010-08-04,15.05
2010-08-05,14.95
2010-08-06,14.91
2010-08-09,14.99
2010-08-10,14.64
2010-08-11,14.06
2010-08-12,13.96
2010-08-13,13.77
2010-08-16,13.97
2010-08-17,14.09
2010-08-18,14.02
2010-08-19,13.68
2010-08-20,13.73
2010-08-23,13.75
2010-08-24,13.59
2010-08-25,14.16
2010-08-26,13.94
2010-08-27,14.71
2010-08-30,14.14
2010-08-31,13.67
2010-09-01,14.51
2010-09-02,14.81
2010-09-03,14.81
2010-09-07,14.26
2010-09-08,14.33
2010-09-09,14.18
2010-09-10,14.29
2010-09-13,14.26
2010-09-14,14.09
2010-09-15,14.27
2010-09-16,14.18
2010-09-17,14.48
2010-09-20,15.02
2010-09-21,14.79
2010-09-22,14.67
2010-09-23,14.22
2010-09-24,13.27
2010-09-27,12.47
2010-09-28,12.36
2010-09-29,12.41
2010-09-30,12.27
2010-10-01,12.15
2010-10-04,12.11
2010-10-05,12.23
2010-10-06,12.31
2010-10-07,12.34
2010-10-08,12.73
2010-10-11,12.81
2010-10-12,12.63
2010-10-13,12.98
2010-10-14,13.39
2010-10-15,13.68
2010-10-18,13.67
2010-10-19,13.51
2010-10-20,13.67
2010-10-21,13.38
2010-10-22,13.8
2010-10-25,13.68
2010-10-26,13.74
2010-10-27,13.52
2010-10-28,13.29
2010-10-29,13.14
2010-11-01,12.59
2010-11-02,12.57
2010-11-03,12.6
2010-11-04,13.2
2010-11-05,12.9
2010-11-08,12.55
2010-11-09,12.29
2010-11-10,12.39
2010-11-11,12.26
2010-11-12,12.14
2010-11-15,11.85
2010-11-16,11.55
2010-11-17,10.94
2010-11-18,10.17
2010-11-19,9.88
2010-11-22,9.46
2010-11-23,9.95
2010-11-24,9.77
2010-11-26,9.77
2010-11-29,9.35
2010-11-30,9.15
2010-12-01,9.39
2010-12-02,9.45
2010-12-03,9.24
2010-12-06,9.44
2010-12-07,9.61
2010-12-08,9.14
2010-12-09,8.96
2010-12-10,9.47
2010-12-13,9.5
2010-12-14,9.65
2010-12-15,9.81
2010-12-16,9.98
2010-12-17,10.14
2010-12-20,9.93
2010-12-21,9.95
2010-12-22,9.69
2010-12-23,9.79
2010-12-27,10.07
2010-12-28,9.86
2010-12-29,9.86
2010-12-30,9.88
2010-12-31,9.86
2011-01-03,10.01
2011-01-04,10.16
2011-01-05,10.45
2011-01-06,10.28
2011-01-07,10.06
2011-01-10,10.02
2011-01-11,10.11
2011-01-12,10.33
2011-01-13,10.33
2011-01-14,10.62
2011-01-18,10.67
2011-01-19,10.31
2011-01-20,10.34
2011-01-21,10.6
2011-01-24,10.58
2011-01-25,10.97
2011-01-26,10.95
2011-01-27,10.62
2011-01-28,10.29
2011-01-31,10.33
2011-02-01,10.26
2011-02-02,10.32
2011-02-03,9.96
2011-02-04,10.04
2011-02-07,10.0
2011-02-08,9.87
2011-02-09,9.92
2011-02-10,9.76
2011-02-11,10.0
2011-02-14,10.11
2011-02-15,10.01
2011-02-16,10.08
2011-02-17,9.87
2011-02-18,11.37
2011-02-22,11.17
2011-02-23,11.36
2011-02-24,11.1
2011-02-25,11.36
2011-02-28,10.98
2011-03-01,10.71
2011-03-02,10.6
2011-03-03,10.57
2011-03-04,10.52
2011-03-07,10.18
2011-03-08,10.3
2011-03-09,10.41
2011-03-10,10.16
2011-03-11,9.78
2011-03-14,10.14
2011-03-15,9.8
2011-03-16,10.15
2011-03-17,9.86
2011-03-18,9.82
2011-03-21,9.64
2011-03-22,9.82
2011-03-23,9.52
2011-03-24,9.58
2011-03-25,9.39
2011-03-28,9.22
2011-03-29,9.45
2011-03-30,9.83
2011-03-31,9.56
2011-04-01,9.72
2011-04-04,9.59
2011-04-05,9.64
2011-04-06,9.96
2011-04-07,9.97
2011-04-08,9.83
2011-04-11,9.74
2011-04-12,9.58
2011-04-13,9.43
2011-04-14,9.56
2011-04-15,9.62
2011-04-18,9.51
2011-04-19,9.49
2011-04-20,9.57
2011-04-21,9.46
2011-04-25,9.56
2011-04-26,9.66
2011-04-27,9.9
2011-04-28,10.01
2011-04-29,10.26
2011-05-02,10.0
2011-05-03,9.86
2011-05-04,9.7
2011-05-05,9.56
2011-05-06,9.92
2011-05-09,9.78
2011-05-10,10.0
2011-05-11,9.85
2011-05-12,10.19
2011-05-13,10.23
2011-05-16,9.92
2011-05-17,9.95
2011-05-18,9.95
2011-05-19,9.98
2011-05-20,9.95
2011-05-23,9.6
2011-05-24,9.55
2011-05-25,9.68
2011-05-26,9.93
2011-05-27,10.3
2011-05-31,10.47
2011-06-01,10.2
2011-06-02,10.11
2011-06-03,9.82
2011-06-06,9.63
2011-06-07,9.67
2011-06-08,9.59
2011-06-09,9.3
2011-06-10,9.0
2011-06-13,9.31
2011-06-14,9.27
2011-06-15,9.15
2011-06-16,9.4
2011-06-17,9.03
2011-06-20,8.98
2011-06-21,9.06
2011-06-22,9.09
2011-06-23,9.07
2011-06-24,8.98
2011-06-27,9.19
2011-06-28,9.31
2011-06-29,9.25
2011-06-30,9.37
2011-07-01,9.4
2011-07-05,9.35
2011-07-06,9.4
2011-07-07,9.45
2011-07-08,9.44
2011-07-11,9.44
2011-07-12,9.75
2011-07-13,9.99
2011-07-14,10.15
2011-07-15,10.26
2011-07-18,9.87
2011-07-19,9.76
2011-07-20,9.81
2011-07-21,10.12
2011-07-22,9.89
2011-07-25,9.7
2011-07-26,9.56
2011-07-27,9.4
2011-07-28,9.44
2011-07-29,9.38
2011-08-01,9.4
2011-08-02,9.04
2011-08-03,8.44
2011-08-04,7.69
2011-08-05,7.56
2011-08-08,6.91
2011-08-09,7.15
2011-08-10,6.37
2011-08-11,7.0
2011-08-12,6.9
2011-08-15,7.34
2011-08-16,7.19
2011-08-17,7.17
2011-08-18,6.65
2011-08-19,6.62
2011-08-22,6.47
2011-08-23,6.85
2011-08-24,6.9
2011-08-25,6.68
2011-08-26,6.76
2011-08-29,7.19
2011-08-30,7.17
2011-08-31,6.98
2011-09-01,6.8
2011-09-02,6.52
2011-09-06,6.45
2011-09-07,6.81
2011-09-08,6.66
2011-09-09,6.38
2011-09-12,6.58
2011-09-13,7.25
2011-09-14,7.36
2011-09-15,7.43
2011-09-16,7.48
2011-09-19,6.97
2011-09-20,6.93
2011-09-21,6.92
2011-09-22,6.72
2011-09-23,6.8
2011-09-26,6.7
2011-09-27,6.85
2011-09-28,6.65
2011-09-29,6.7
2011-09-30,6.57
2011-10-03,6.0
2011-10-04,6.46
2011-10-05,6.61
2011-10-06,6.54
2011-10-07,6.43
2011-10-10,6.69
2011-10-11,6.78
2011-10-12,7.02
2011-10-13,7.13
2011-10-14,7.51
2011-10-17,7.09
2011-10-18,7.54
2011-10-19,7.32
2011-10-20,7.36
2011-10-21,7.54
2011-10-24,7.83
2011-10-25,7.51
2011-10-26,7.83
2011-10-27,8.51
2011-10-28,8.54
2011-10-31,8.12
2011-11-01,7.73
2011-11-02,7.78
2011-11-03,8.11
2011-11-04,7.9
2011-11-07,7.84
2011-11-08,7.68
2011-11-09,7.34
2011-11-10,7.16
2011-11-11,7.26
2011-11-14,7.05
2011-11-15,6.93
2011-11-16,6.74
2011-11-17,6.96
2011-11-18,7.21
2011-11-21,7.06
2011-11-22,6.76
2011-11-23,6.5
2011-11-25,6.5
2011-11-28,6.77
2011-11-29,6.6
2011-11-30,7.1
2011-12-01,6.87
2011-12-02,6.81
2011-12-05,6.89
2011-12-06,6.97
2011-12-07,7.07
2011-12-08,6.87
2011-12-09,7.09
2011-12-12,7.24
2011-12-13,7.16
2011-12-14,7.37
2011-12-15,7.9
2011-12-16,7.76
2011-12-19,7.62
2011-12-20,7.91
2011-12-21,8.16
2011-12-22,8.04
2011-12-23,8.19
2011-12-27,8.12
2011-12-28,7.99
2011-12-29,8.22
2011-12-30,8.15
2012-01-03,8.66
2012-01-04,8.65
2012-01-05,8.65
2012-01-06,8.67
2012-01-09,8.85
2012-01-10,9.0
2012-01-11,9.26
2012-01-12,10.08
2012-01-13,9.88
2012-01-17,10.47
2012-01-18,10.3
2012-01-19,10.26
2012-01-20,10.34
2012-01-23,10.5
2012-01-24,10.7
2012-01-25,10.89
2012-01-26,10.8
2012-01-27,10.91
2012-01-30,11.16
2012-01-31,11.56
2012-02-01,12.08
2012-02-02,12.6
2012-02-03,13.01
2012-02-06,13.13
2012-02-07,12.95
2012-02-08,13.05
2012-02-09,13.05
2012-02-10,12.15
2012-02-13,12.39
2012-02-14,10.98
2012-02-15,12.55
2012-02-16,12.61
2012-02-17,12.2
2012-02-21,11.98
2012-02-22,11.95
2012-02-23,12.76
2012-02-24,13.42
2012-02-27,13.58
2012-02-28,13.52
2012-02-29,13.34
2012-03-01,13.64
2012-03-02,12.51
2012-03-05,12.65
2012-03-06,11.68
2012-03-07,12.02
2012-03-08,12.14
2012-03-09,12.18
2012-03-12,11.95
2012-03-13,12.0
2012-03-14,11.79
2012-03-15,12.0
2012-03-16,11.59
2012-03-19,12.09
2012-03-20,11.58
2012-03-21,11.45
2012-03-22,11.3
2012-03-23,11.34
2012-03-26,11.39
2012-03-27,11.33
2012-03-28,11.35
2012-03-29,11.27
2012-03-30,11.07
2012-04-02,11.1
2012-04-03,10.82
2012-04-04,10.36
2012-04-05,10.64
2012-04-09,10.29
2012-04-10,10.0
2012-04-11,10.28
2012-04-12,10.33
2012-04-13,10.02
2012-04-16,10.01
2012-04-17,10.14
2012-04-18,10.0
2012-04-19,10.0
2012-04-20,10.62
2012-04-23,10.66
2012-04-24,11.19
2012-04-25,11.55
2012-04-26,11.63
2012-04-27,11.67
2012-04-30,11.39
2012-05-01,11.17
2012-05-02,10.75
2012-05-03,10.29
2012-05-04,9.78
2012-05-07,9.97
2012-05-08,10.61
2012-05-09,10.6
2012-05-10,10.7
2012-05-11,10.69
2012-05-14,10.61
2012-05-15,10.47
2012-05-16,10.29
2012-05-17,10.0
2012-05-18,9.91
2012-05-21,10.07
2012-05-22,10.06
2012-05-23,10.3
2012-05-24,10.43
2012-05-25,10.43
2012-05-29,10.13
2012-05-30,10.04
2012-05-31,10.24
2012-06-01,10.09
2012-06-04,10.42
2012-06-05,10.66
2012-06-06,11.05
2012-06-07,11.0
2012-06-08,11.35
2012-06-11,11.03
2012-06-12,11.54
2012-06-13,11.43
2012-06-14,11.63
2012-06-15,11.58
2012-06-18,11.75
2012-06-19,11.73
2012-06-20,11.66
2012-06-21,11.33
2012-06-22,11.76
2012-06-25,11.64
2012-06-26,11.87
2012-06-27,12.01
2012-06-28,11.49
2012-06-29,11.65
2012-07-02,12.13
2012-07-03,12.57
2012-07-05,12.81
2012-07-06,12.87
2012-07-09,12.94
2012-07-10,13.12
2012-07-11,12.3
2012-07-12,12.43
2012-07-13,12.52
2012-07-16,19.16
2012-07-17,18.639999
2012-07-18,18.719998999999998
2012-07-19,18.76
2012-07-20,18.74
2012-07-23,18.66
2012-07-24,18.469998999999998
2012-07-25,18.77
2012-07-26,18.959999
2012-07-27,20.219998999999998
2012-07-30,19.110001
2012-07-31,18.690001000000002
2012-08-01,18.1
2012-08-02,17.4
2012-08-03,18.030001000000002
2012-08-06,18.440001000000002
2012-08-07,18.18
2012-08-08,17.870001000000002
2012-08-09,17.91
2012-08-10,17.26
2012-08-13,17.139999
2012-08-14,17.0
2012-08-15,17.67
2012-08-16,17.75
2012-08-17,17.549999
2012-08-20,17.6
2012-08-21,17.940001000000002
2012-08-22,17.85
2012-08-23,17.559998999999998
2012-08-24,17.74
2012-08-27,17.74
2012-08-28,18.18
2012-08-29,18.450001
2012-08-30,18.440001000000002
2012-08-31,18.290001
2012-09-04,18.5
2012-09-05,18.27
2012-09-06,18.370001000000002
2012-09-07,18.93
2012-09-10,18.65
2012-09-11,18.809998999999998
2012-09-12,19.75
2012-09-13,20.190001000000002
2012-09-14,20.870001000000002
2012-09-17,20.99
2012-09-18,20.700001
2012-09-19,19.82
2012-09-20,20.23
2012-09-21,19.610001
2012-09-24,19.639999
2012-09-25,19.379998999999998
2012-09-26,18.950001
2012-09-27,19.200001
2012-09-28,18.790001
2012-10-01,18.85
2012-10-02,18.870001000000002
2012-10-03,18.91
2012-10-04,18.77
2012-10-05,19.040001
2012-10-08,18.940001000000002
2012-10-09,17.940001000000002
2012-10-10,17.700001
2012-10-11,18.73
2012-10-12,18.41
2012-10-15,18.469998999999998
2012-10-16,18.07
2012-10-17,18.49
2012-10-18,17.83
2012-10-19,17.32
2012-10-22,17.059998999999998
2012-10-23,17.1
2012-10-24,17.07
2012-10-25,16.82
2012-10-26,16.389999
2012-10-31,16.17
2012-11-01,16.950001
2012-11-02,16.09
2012-11-05,16.73
2012-11-06,16.209999
2012-11-07,16.18
2012-11-08,15.22
2012-11-09,15.42
2012-11-12,16.120001000000002
2012-11-13,16.940001000000002
2012-11-14,15.8
2012-11-15,15.3
2012-11-16,16.0
2012-11-19,16.110001
2012-11-20,16.629998999999998
2012-11-21,16.42
2012-11-23,16.469998999999998
2012-11-26,16.25
2012-11-27,15.93
2012-11-28,16.4
2012-11-29,17.1
2012-11-30,16.969998999999998
2012-12-03,16.51
2012-12-04,16.43
2012-12-05,16.35
2012-12-06,16.620001000000002
2012-12-07,16.65
2012-12-10,17.6
2012-12-11,17.99
2012-12-12,18.6
2012-12-13,18.440001000000002
2012-12-14,18.540001
2012-12-17,18.559998999999998
2012-12-18,18.4
2012-12-19,18.34
2012-12-20,18.66
2012-12-21,18.07
2012-12-24,18.4
2012-12-26,17.68
2012-12-27,17.74
2012-12-28,17.66
2012-12-31,18.25
2013-01-02,19.17
2013-01-03,18.73
2013-01-04,19.040001
2013-01-07,19.76
2013-01-08,19.530001000000002
2013-01-09,20.200001
2013-01-10,20.25
2013-01-11,20.16
2013-01-14,20.549999
2013-01-15,20.129998999999998
2013-01-16,22.139999
2013-01-17,21.85
2013-01-18,22.65
2013-01-22,23.4
2013-01-23,23.66
2013-01-24,23.809998999999998
2013-01-25,24.77
2013-01-28,25.0
2013-01-29,24.629998999999998
2013-01-30,23.809998999999998
2013-01-31,24.129998999999998
2013-02-01,24.24
2013-02-04,23.67
2013-02-05,24.540001
2013-02-06,24.4
2013-02-07,23.84
2013-02-08,24.82
2013-02-11,24.540001
2013-02-12,24.309998999999998
2013-02-13,24.219998999999998
2013-02-14,24.110001
2013-02-15,24.09
2013-02-19,24.700001
2013-02-20,23.92
2013-02-21,23.42
2013-02-22,23.440001000000002
2013-02-25,23.01
2013-02-26,23.59
2013-02-27,23.530001000000002
2013-02-28,23.690001000000002
2013-03-01,23.74
2013-03-04,24.040001
2013-03-05,25.379998999999998
2013-03-06,25.389999
2013-03-07,24.709999
2013-03-08,24.58
2013-03-11,24.51
2013-03-12,24.76
2013-03-13,24.469998999999998
2013-03-14,24.99
2013-03-15,25.0
2013-03-18,24.709999
2013-03-19,23.969998999999998
2013-03-20,24.26
2013-03-21,23.700001
2013-03-22,23.83
2013-03-25,23.57
2013-03-26,23.4
2013-03-27,23.780001000000002
2013-03-28,24.370001000000002
2013-04-01,23.530001000000002
2013-04-02,23.440001000000002
2013-04-03,22.66
2013-04-04,22.92
2013-04-05,22.969998999999998
2013-04-08,23.190001000000002
2013-04-09,22.74
2013-04-10,23.15
2013-04-11,23.15
2013-04-12,22.950001
2013-04-15,21.879998999999998
2013-04-16,22.49
2013-04-17,22.34
2013-04-18,21.889999
2013-04-19,23.41
2013-04-22,23.67
2013-04-23,24.01
2013-04-24,23.549999
2013-04-25,24.049999
2013-04-26,24.040001
2013-04-29,23.719998999999998
2013-04-30,23.950001
2013-05-01,22.82
2013-05-02,23.43
2013-05-03,23.59
2013-05-06,23.700001
2013-05-07,24.42
2013-05-08,24.58
2013-05-09,24.76
2013-05-10,25.610001
2013-05-13,27.57
2013-05-14,27.99
2013-05-15,28.17
2013-05-16,27.209999
2013-05-17,27.440001000000002
2013-05-20,27.559998999999998
2013-05-21,28.030001000000002
2013-05-22,27.84
2013-05-23,28.059998999999998
2013-05-24,28.98
2013-05-28,29.82
2013-05-29,29.82
2013-05-30,30.139999
2013-05-31,30.629998999999998
2013-06-03,30.25
2013-06-04,30.02
2013-06-05,29.709999
2013-06-06,30.09
2013-06-07,30.92
2013-06-10,30.75
2013-06-11,30.59
2013-06-12,30.110001
2013-06-13,30.360001
2013-06-14,30.110001
2013-06-17,29.690001000000002
2013-06-18,29.99
2013-06-19,30.25
2013-06-20,28.4
2013-06-21,29.01
2013-06-24,29.4
2013-06-25,29.4
2013-06-26,30.24
2013-06-27,30.84
2013-06-28,31.0
2013-07-01,32.990002000000004
2013-07-02,35.84
2013-07-03,36.66
2013-07-05,37.82
2013-07-08,37.380001
2013-07-09,37.18
2013-07-10,37.599998
2013-07-11,43.529999
2013-07-12,50.040001000000004
2013-07-15,50.369999
2013-07-16,46.619999
2013-07-17,46.0
2013-07-18,42.869999
2013-07-19,44.34
2013-07-22,44.509997999999996
2013-07-23,45.310001
2013-07-24,44.950001
2013-07-25,45.0
2013-07-26,45.759997999999996
2013-07-29,44.720001
2013-07-30,45.740002000000004
2013-07-31,46.169998
2013-08-01,47.52
2013-08-02,48.830002
2013-08-05,48.669998
2013-08-06,46.84
2013-08-07,46.52
2013-08-08,47.360001000000004
2013-08-09,48.220001
2013-08-12,48.610001000000004
2013-08-13,48.560001
2013-08-14,48.759997999999996
2013-08-15,48.43
2013-08-16,48.259997999999996
2013-08-19,48.029999
2013-08-20,49.259997999999996
2013-08-21,50.07
2013-08-22,51.599998
2013-08-23,51.93
2013-08-26,54.619999
2013-08-27,51.240002000000004
2013-08-28,51.0
2013-08-29,52.310001
2013-08-30,51.799999
2013-09-03,52.419998
2013-09-04,54.610001000000004
2013-09-05,55.049999
2013-09-06,55.900002
2013-09-09,57.5
2013-09-10,57.200001
2013-09-11,55.959998999999996
2013-09-12,55.52
2013-09-13,55.130001
2013-09-16,54.509997999999996
2013-09-17,54.5
2013-09-18,55.700001
2013-09-19,57.610001000000004
2013-09-20,57.23
2013-09-23,63.049999
2013-09-24,63.599998
2013-09-25,62.91
2013-09-26,63.779999
2013-09-27,64.07
2013-09-30,64.010002
2013-10-01,65.800003
2013-10-02,66.139999
2013-10-03,64.449997
2013-10-04,64.629997
2013-10-07,61.029999
2013-10-08,57.0
2013-10-09,53.349998
2013-10-10,59.0
2013-10-11,59.200001
2013-10-14,59.43
2013-10-15,59.259997999999996
2013-10-16,62.07
2013-10-17,60.240002000000004
2013-10-18,59.75
2013-10-21,59.310001
2013-10-22,59.48
2013-10-23,59.77
2013-10-24,60.73
2013-10-25,60.740002000000004
2013-10-28,59.700001
2013-10-29,61.490002000000004
2013-10-30,58.57
2013-10-31,57.610001000000004
2013-11-01,57.060001
2013-11-04,56.130001
2013-11-05,57.32
2013-11-06,54.970001
2013-11-07,50.919998
2013-11-08,52.98
2013-11-11,54.98
2013-11-12,54.189999
2013-11-13,53.169998
2013-11-14,50.790001000000004
2013-11-15,53.950001
2013-11-18,53.049999
2013-11-19,53.310001
2013-11-20,53.560001
2013-11-21,56.279999
2013-11-22,58.330002
2013-11-25,59.970001
2013-11-26,61.02
2013-11-27,61.459998999999996
2013-11-29,61.200001
2013-12-02,61.93
2013-12-03,61.099998
2013-12-04,61.66
2013-12-05,62.98
2013-12-06,62.98
2013-12-09,61.259997999999996
2013-12-10,60.029999
2013-12-11,57.130001
2013-12-12,59.790001000000004
2013-12-13,59.419998
2013-12-16,60.919998
2013-12-17,61.060001
2013-12-18,63.0
2013-12-19,62.0
2013-12-20,66.440002
2013-12-23,65.730003
2013-12-24,66.199997
2013-12-26,66.910004
2013-12-27,65.160004
2013-12-30,64.510002
2013-12-31,64.300003
2014-01-02,63.860001000000004
2014-01-03,63.139998999999996
