Date,RACE
2015-10-21,55.0
2015-10-22,56.75
2015-10-23,56.380001
2015-10-26,55.02
2015-10-27,53.849998
2015-10-28,51.869999
2015-10-29,51.02
2015-10-30,50.43
2015-11-02,53.080002
2015-11-03,52.380001
2015-11-04,53.439999
2015-11-05,51.740002000000004
2015-11-06,52.43
2015-11-09,53.200001
2015-11-10,54.0
2015-11-11,54.34
2015-11-12,54.119999
2015-11-13,51.400002
2015-11-16,49.509997999999996
2015-11-17,48.98
2015-11-18,47.279999
2015-11-19,47.599998
2015-11-20,48.080002
2015-11-23,46.0
2015-11-24,46.279999
2015-11-25,45.66
2015-11-27,46.060001
2015-11-30,46.349998
2015-12-01,47.639998999999996
2015-12-02,47.209998999999996
2015-12-03,47.060001
2015-12-04,48.549999
2015-12-07,47.990002000000004
2015-12-08,47.619999
2015-12-09,47.75
2015-12-10,48.98
2015-12-11,48.790001000000004
2015-12-14,46.93
2015-12-15,47.549999
2015-12-16,48.5
2015-12-17,47.48
2015-12-18,46.360001000000004
2015-12-21,47.41
2015-12-22,46.619999
2015-12-23,47.049999
2015-12-24,46.75
2015-12-28,46.43
2015-12-29,47.93
2015-12-30,48.41
2015-12-31,48.0
2016-01-04,47.389998999999996
2016-01-05,48.490002000000004
2016-01-06,47.07
2016-01-07,46.650002
2016-01-08,43.110001000000004
2016-01-11,43.380001
2016-01-12,43.66
2016-01-13,42.669998
2016-01-14,41.990002000000004
2016-01-15,40.02
2016-01-19,41.669998
2016-01-20,39.900002
2016-01-21,40.540001000000004
2016-01-22,41.849998
2016-01-25,40.240002000000004
2016-01-26,41.450001
2016-01-27,40.610001000000004
2016-01-28,39.959998999999996
2016-01-29,39.77
2016-02-01,39.93
2016-02-02,34.98
2016-02-03,37.09
2016-02-04,38.880001
2016-02-05,37.700001
2016-02-08,35.950001
2016-02-09,33.959998999999996
2016-02-10,33.27
2016-02-11,32.0
2016-02-12,34.150002
2016-02-16,35.650002
2016-02-17,39.099998
2016-02-18,38.759997999999996
2016-02-19,38.509997999999996
2016-02-22,39.939999
2016-02-23,38.939999
2016-02-24,38.57
2016-02-25,38.700001
2016-02-26,38.459998999999996
2016-02-29,37.98
2016-03-01,39.490002000000004
2016-03-02,39.540001000000004
2016-03-03,39.400002
2016-03-04,39.740002000000004
2016-03-07,40.599998
2016-03-08,41.220001
2016-03-09,42.029999
2016-03-10,41.57
2016-03-11,42.77
2016-03-14,42.040001000000004
2016-03-15,41.41
2016-03-16,42.259997999999996
2016-03-17,42.709998999999996
2016-03-18,42.400002
2016-03-21,42.040001000000004
2016-03-22,41.66
2016-03-23,40.68
2016-03-24,41.150002
2016-03-28,41.099998
2016-03-29,41.52
2016-03-30,42.310001
2016-03-31,41.700001
2016-04-01,41.049999
2016-04-04,41.150002
2016-04-05,40.25
2016-04-06,41.389998999999996
2016-04-07,40.650002
2016-04-08,41.130001
2016-04-11,41.380001
2016-04-12,41.34
2016-04-13,41.950001
2016-04-14,42.48
2016-04-15,43.970001
2016-04-18,43.919998
2016-04-19,44.77
2016-04-20,44.5
2016-04-21,43.619999
2016-04-22,42.98
2016-04-25,42.959998999999996
2016-04-26,44.060001
2016-04-27,43.959998999999996
2016-04-28,45.0
2016-04-29,45.849998
2016-05-02,44.529999
2016-05-03,43.950001
2016-05-04,43.93
2016-05-05,42.93
2016-05-06,43.23
2016-05-09,42.919998
2016-05-10,43.43
2016-05-11,43.16
2016-05-12,43.130001
2016-05-13,43.650002
2016-05-16,43.619999
2016-05-17,42.080002
2016-05-18,41.84
2016-05-19,40.52
2016-05-20,41.029999
2016-05-23,40.099998
2016-05-24,41.330002
2016-05-25,42.0
2016-05-26,41.900002
2016-05-27,41.98
2016-05-31,42.43
2016-06-01,42.540001000000004
2016-06-02,43.529999
2016-06-03,43.18
2016-06-06,42.98
2016-06-07,44.299999
2016-06-08,43.700001
2016-06-09,43.5
2016-06-10,42.16
2016-06-13,41.380001
2016-06-14,41.150002
2016-06-15,41.650002
2016-06-16,41.400002
2016-06-17,42.139998999999996
2016-06-20,43.009997999999996
2016-06-21,42.599998
2016-06-22,42.169998
2016-06-23,43.779999
2016-06-24,40.59
2016-06-27,38.880001
2016-06-28,40.099998
2016-06-29,40.09
2016-06-30,40.93
2016-07-01,41.48
2016-07-05,39.990002000000004
2016-07-06,40.09
2016-07-07,39.540001000000004
2016-07-08,41.25
2016-07-11,42.029999
2016-07-12,42.57
2016-07-13,42.080002
2016-07-14,42.810001
2016-07-15,42.369999
2016-07-18,42.209998999999996
2016-07-19,42.139998999999996
2016-07-20,42.139998999999996
2016-07-21,42.68
2016-07-22,42.919998
2016-07-25,43.470001
2016-07-26,43.599998
2016-07-27,44.77
2016-07-28,44.189999
2016-07-29,45.169998
2016-08-01,45.779999
2016-08-02,46.509997999999996
2016-08-03,46.889998999999996
2016-08-04,46.66
2016-08-05,46.880001
2016-08-08,47.450001
2016-08-09,47.459998999999996
2016-08-10,47.950001
2016-08-11,48.049999
2016-08-12,48.41
2016-08-15,48.68
2016-08-16,47.93
2016-08-17,48.380001
2016-08-18,48.66
2016-08-19,48.400002
2016-08-22,48.41
2016-08-23,49.110001000000004
2016-08-24,48.529999
2016-08-25,48.400002
2016-08-26,48.740002000000004
2016-08-29,48.669998
2016-08-30,48.549999
2016-08-31,48.139998999999996
2016-09-01,48.32
2016-09-02,48.5
2016-09-06,48.669998
2016-09-07,49.759997999999996
2016-09-08,49.470001
2016-09-09,48.200001
2016-09-12,48.639998999999996
2016-09-13,47.580002
2016-09-14,47.470001
2016-09-15,47.849998
2016-09-16,46.650002
2016-09-19,47.73
2016-09-20,47.57
2016-09-21,49.099998
2016-09-22,50.529999
2016-09-23,50.220001
2016-09-26,50.34
2016-09-27,50.119999
2016-09-28,51.490002000000004
2016-09-29,50.77
2016-09-30,51.869999
2016-10-03,52.060001
2016-10-04,52.669998
2016-10-05,53.639998999999996
2016-10-06,53.150002
2016-10-07,53.490002000000004
2016-10-10,53.84
2016-10-11,53.32
2016-10-12,53.509997999999996
2016-10-13,52.509997999999996
2016-10-14,52.720001
2016-10-17,52.209998999999996
2016-10-18,52.400002
2016-10-19,52.549999
2016-10-20,52.779999
2016-10-21,52.599998
2016-10-24,53.25
2016-10-25,53.009997999999996
2016-10-26,53.110001000000004
2016-10-27,53.0
2016-10-28,52.869999
2016-10-31,52.77
2016-11-01,51.310001
2016-11-02,51.310001
2016-11-03,50.5
2016-11-04,51.07
2016-11-07,54.889998999999996
2016-11-08,54.419998
2016-11-09,54.209998999999996
2016-11-10,53.529999
2016-11-11,54.470001
2016-11-14,53.259997999999996
2016-11-15,54.09
2016-11-16,53.470001
2016-11-17,53.290001000000004
2016-11-18,52.759997999999996
2016-11-21,53.43
2016-11-22,54.310001
2016-11-23,53.700001
2016-11-25,54.779999
2016-11-28,53.77
2016-11-29,54.740002000000004
2016-11-30,54.119999
2016-12-01,54.470001
2016-12-02,54.09
2016-12-05,55.59
2016-12-06,56.040001000000004
2016-12-07,56.950001
2016-12-08,56.77
2016-12-09,56.880001
2016-12-12,56.860001000000004
2016-12-13,57.790001000000004
2016-12-14,57.869999
2016-12-15,58.139998999999996
2016-12-16,58.349998
2016-12-19,58.669998
2016-12-20,58.599998
2016-12-21,58.029999
2016-12-22,57.740002000000004
2016-12-23,58.330002
2016-12-27,58.290001000000004
2016-12-28,57.75
2016-12-29,57.790001000000004
2016-12-30,58.139998999999996
2017-01-03,58.939999
2017-01-04,59.41
2017-01-05,59.360001000000004
2017-01-06,58.939999
2017-01-09,58.279999
2017-01-10,58.98
2017-01-11,59.41
2017-01-12,59.279999
2017-01-13,59.830002
2017-01-17,59.82
2017-01-18,59.900002
2017-01-19,60.459998999999996
2017-01-20,60.349998
2017-01-23,61.080002
2017-01-24,62.68
2017-01-25,62.560001
2017-01-26,61.860001000000004
2017-01-27,62.009997999999996
2017-01-30,60.939999
2017-01-31,62.130001
2017-02-01,62.139998999999996
2017-02-02,64.610001
2017-02-03,65.699997
2017-02-06,64.58000200000001
2017-02-07,64.5
2017-02-08,65.199997
2017-02-09,64.769997
2017-02-10,65.220001
2017-02-13,66.16999799999999
2017-02-14,66.190002
2017-02-15,66.010002
2017-02-16,66.040001
2017-02-17,65.589996
2017-02-21,65.58000200000001
2017-02-22,65.879997
2017-02-23,65.66999799999999
2017-02-24,65.089996
2017-02-27,65.82
2017-02-28,65.059998
2017-03-01,65.870003
2017-03-02,65.970001
2017-03-03,66.269997
2017-03-06,65.209999
2017-03-07,65.589996
2017-03-08,65.480003
2017-03-09,65.16999799999999
2017-03-10,65.730003
2017-03-13,66.339996
2017-03-14,66.309998
2017-03-15,67.860001
2017-03-16,69.339996
2017-03-17,68.43
2017-03-20,68.0
2017-03-21,67.089996
2017-03-22,68.18
2017-03-23,70.720001
2017-03-24,71.58000200000001
2017-03-27,73.93
2017-03-28,74.860001
2017-03-29,74.849998
2017-03-30,74.449997
2017-03-31,74.360001
2017-04-03,73.720001
2017-04-04,73.599998
2017-04-05,72.41999799999999
2017-04-06,72.610001
2017-04-07,71.889999
2017-04-10,71.93
2017-04-11,71.839996
2017-04-12,71.660004
2017-04-13,70.629997
2017-04-17,71.32
2017-04-18,70.589996
2017-04-19,71.260002
2017-04-20,71.400002
2017-04-21,70.82
2017-04-24,73.339996
2017-04-25,74.150002
2017-04-26,74.900002
2017-04-27,75.620003
2017-04-28,75.199997
2017-05-01,75.709999
2017-05-02,75.559998
2017-05-03,76.019997
2017-05-04,81.459999
2017-05-05,82.480003
2017-05-08,82.720001
2017-05-09,84.459999
2017-05-10,84.0
2017-05-11,82.980003
2017-05-12,84.129997
2017-05-15,84.900002
2017-05-16,84.589996
2017-05-17,82.769997
2017-05-18,84.220001
2017-05-19,83.33000200000001
2017-05-22,84.349998
2017-05-23,84.790001
2017-05-24,85.089996
2017-05-25,85.699997
2017-05-26,85.5
2017-05-30,85.489998
2017-05-31,86.720001
2017-06-01,88.599998
2017-06-02,90.589996
2017-06-05,90.440002
2017-06-06,90.510002
2017-06-07,90.57
2017-06-08,91.849998
2017-06-09,89.449997
2017-06-12,87.75
2017-06-13,88.190002
2017-06-14,88.41999799999999
2017-06-15,87.550003
2017-06-16,88.029999
2017-06-19,89.779999
2017-06-20,88.739998
2017-06-21,89.18
2017-06-22,89.389999
2017-06-23,89.18
2017-06-26,88.83000200000001
2017-06-27,87.309998
2017-06-28,87.769997
2017-06-29,85.949997
2017-06-30,86.019997
2017-07-03,85.809998
2017-07-05,86.290001
2017-07-06,85.699997
2017-07-07,86.089996
2017-07-10,88.510002
2017-07-11,90.589996
2017-07-12,92.879997
2017-07-13,92.760002
2017-07-14,93.900002
2017-07-17,93.75
2017-07-18,95.150002
2017-07-19,97.620003
2017-07-20,99.989998
2017-07-21,100.019997
2017-07-24,101.620003
2017-07-25,101.400002
2017-07-26,105.410004
2017-07-27,104.040001
2017-07-28,105.769997
2017-07-31,105.190002
2017-08-01,108.32
2017-08-02,110.470001
2017-08-03,108.339996
2017-08-04,109.150002
2017-08-07,110.559998
2017-08-08,110.660004
2017-08-09,111.260002
2017-08-10,108.66999799999999
2017-08-11,107.58000200000001
2017-08-14,110.050003
2017-08-15,110.260002
2017-08-16,110.949997
2017-08-17,109.25
2017-08-18,111.529999
2017-08-21,112.849998
2017-08-22,115.18
2017-08-23,115.620003
2017-08-24,114.16999799999999
2017-08-25,114.0
2017-08-28,113.83000200000001
2017-08-29,113.760002
2017-08-30,114.599998
2017-08-31,114.489998
2017-09-01,116.760002
2017-09-05,116.160004
2017-09-06,116.849998
2017-09-07,108.589996
2017-09-08,109.360001
2017-09-11,111.480003
2017-09-12,109.940002
2017-09-13,108.800003
2017-09-14,109.230003
2017-09-15,110.050003
2017-09-18,112.33000200000001
2017-09-19,113.489998
2017-09-20,113.010002
2017-09-21,113.57
2017-09-22,113.470001
2017-09-25,110.139999
2017-09-26,108.980003
2017-09-27,110.58000200000001
2017-09-28,110.029999
2017-09-29,110.480003
2017-10-02,112.43
2017-10-03,114.33000200000001
2017-10-04,114.449997
2017-10-05,113.16999799999999
2017-10-06,112.599998
2017-10-09,114.83000200000001
2017-10-10,115.66999799999999
2017-10-11,116.519997
2017-10-12,116.089996
2017-10-13,114.959999
2017-10-16,116.809998
2017-10-17,115.769997
2017-10-18,116.559998
2017-10-19,115.910004
2017-10-20,114.599998
2017-10-23,113.709999
2017-10-24,114.589996
2017-10-25,114.720001
2017-10-26,115.07
2017-10-27,115.589996
2017-10-30,117.18
2017-10-31,119.68
2017-11-01,120.0
2017-11-02,117.110001
2017-11-03,117.43
2017-11-06,117.25
2017-11-07,114.889999
2017-11-08,112.800003
2017-11-09,109.440002
2017-11-10,109.559998
2017-11-13,110.440002
2017-11-14,109.910004
2017-11-15,108.510002
2017-11-16,110.019997
2017-11-17,109.16999799999999
2017-11-20,110.18
2017-11-21,111.489998
2017-11-22,111.82
2017-11-24,113.709999
2017-11-27,111.800003
2017-11-28,111.699997
2017-11-29,108.400002
2017-11-30,108.599998
2017-12-01,107.470001
2017-12-04,104.339996
2017-12-05,104.16999799999999
2017-12-06,104.57
2017-12-07,104.629997
2017-12-08,105.839996
2017-12-11,106.440002
2017-12-12,106.650002
2017-12-13,105.800003
2017-12-14,105.019997
2017-12-15,104.379997
2017-12-18,106.709999
2017-12-19,105.470001
2017-12-20,105.559998
2017-12-21,106.209999
2017-12-22,106.540001
2017-12-26,106.980003
2017-12-27,106.800003
2017-12-28,106.75
2017-12-29,104.839996
2018-01-02,105.150002
2018-01-03,107.16999799999999
2018-01-04,111.309998
2018-01-05,112.129997
2018-01-08,113.519997
2018-01-09,114.32
2018-01-10,114.269997
2018-01-11,117.160004
2018-01-12,117.839996
2018-01-16,117.559998
2018-01-17,119.449997
2018-01-18,119.379997
2018-01-19,120.959999
2018-01-22,121.370003
2018-01-23,118.93
2018-01-24,118.900002
2018-01-25,118.209999
2018-01-26,119.959999
2018-01-29,118.720001
2018-01-30,118.089996
2018-01-31,119.5
2018-02-01,128.190002
2018-02-02,127.139999
2018-02-05,121.449997
2018-02-06,126.900002
2018-02-07,124.08000200000001
2018-02-08,119.620003
2018-02-09,120.239998
2018-02-12,122.550003
2018-02-13,123.769997
2018-02-14,125.879997
2018-02-15,129.100006
2018-02-16,129.71000700000002
2018-02-20,128.399994
2018-02-21,128.009995
2018-02-22,126.709999
2018-02-23,129.559998
2018-02-26,129.300003
2018-02-27,126.010002
2018-02-28,124.209999
2018-03-01,121.529999
2018-03-02,121.110001
2018-03-05,121.5
2018-03-06,122.75
2018-03-07,124.720001
2018-03-08,123.82
2018-03-09,124.709999
2018-03-12,124.32
2018-03-13,123.099998
2018-03-14,122.25
2018-03-15,122.790001
2018-03-16,121.940002
2018-03-19,121.260002
2018-03-20,121.68
2018-03-21,123.529999
2018-03-22,120.41999799999999
2018-03-23,118.389999
2018-03-26,121.309998
2018-03-27,119.699997
2018-03-28,119.620003
2018-03-29,120.519997
2018-04-02,117.519997
2018-04-03,120.610001
2018-04-04,120.440002
2018-04-05,121.339996
2018-04-06,120.75
2018-04-09,120.190002
2018-04-10,122.110001
2018-04-11,120.43
2018-04-12,122.019997
2018-04-13,122.43
2018-04-16,123.010002
2018-04-17,125.230003
2018-04-18,124.800003
2018-04-19,123.190002
2018-04-20,122.68
2018-04-23,121.879997
2018-04-24,122.75
2018-04-25,122.82
2018-04-26,122.980003
2018-04-27,121.989998
2018-04-30,122.68
2018-05-01,122.480003
2018-05-02,125.809998
2018-05-03,130.990005
2018-05-04,137.330002
2018-05-07,140.389999
2018-05-08,136.770004
2018-05-09,135.639999
2018-05-10,135.570007
2018-05-11,136.050003
2018-05-14,135.199997
2018-05-15,133.889999
2018-05-16,133.83999599999999
2018-05-17,133.729996
2018-05-18,132.529999
2018-05-21,134.070007
2018-05-22,132.46000700000002
2018-05-23,131.309998
2018-05-24,131.440002
2018-05-25,131.190002
2018-05-29,127.019997
2018-05-30,130.25
2018-05-31,131.350006
2018-06-01,132.899994
2018-06-04,132.25
2018-06-05,136.490005
2018-06-06,139.46000700000002
2018-06-07,136.449997
2018-06-08,136.369995
2018-06-11,139.080002
2018-06-12,140.639999
2018-06-13,143.96000700000002
2018-06-14,149.330002
2018-06-15,148.899994
2018-06-18,147.809998
2018-06-19,145.449997
2018-06-20,143.21000700000002
2018-06-21,140.899994
2018-06-22,139.479996
2018-06-25,136.899994
2018-06-26,137.130005
2018-06-27,135.179993
2018-06-28,135.050003
2018-06-29,135.009995
2018-07-02,135.149994
2018-07-03,133.940002
2018-07-05,135.940002
2018-07-06,135.360001
2018-07-09,136.380005
2018-07-10,137.699997
2018-07-11,136.21000700000002
2018-07-12,139.66000400000001
2018-07-13,142.509995
2018-07-16,142.0
2018-07-17,143.679993
2018-07-18,143.029999
2018-07-19,142.520004
2018-07-20,140.0
2018-07-23,136.490005
2018-07-24,133.25
2018-07-25,134.520004
2018-07-26,131.630005
2018-07-27,131.600006
2018-07-30,130.5
2018-07-31,132.619995
2018-08-01,118.0
2018-08-02,126.18
2018-08-03,124.839996
2018-08-06,123.989998
2018-08-07,125.129997
2018-08-08,125.839996
2018-08-09,123.83000200000001
2018-08-10,120.629997
2018-08-13,122.0
2018-08-14,121.0
2018-08-15,119.230003
2018-08-16,120.5
2018-08-17,120.800003
2018-08-20,123.349998
2018-08-21,126.33000200000001
2018-08-22,125.089996
2018-08-23,124.790001
2018-08-24,127.519997
2018-08-27,128.199997
2018-08-28,130.03999299999998
2018-08-29,134.199997
2018-08-30,132.929993
2018-08-31,131.08999599999999
2018-09-04,128.580002
2018-09-05,127.110001
2018-09-06,126.43
2018-09-07,126.860001
2018-09-10,126.739998
2018-09-11,129.53999299999998
2018-09-12,132.78999299999998
2018-09-13,133.449997
2018-09-14,132.139999
2018-09-17,132.800003
2018-09-18,138.320007
2018-09-19,135.809998
2018-09-20,137.28999299999998
2018-09-21,137.470001
2018-09-24,139.0
2018-09-25,139.03999299999998
2018-09-26,140.78999299999998
2018-09-27,140.190002
2018-09-28,136.91000400000001
2018-10-01,137.770004
2018-10-02,137.570007
2018-10-03,135.809998
2018-10-04,133.059998
2018-10-05,132.279999
2018-10-08,129.679993
2018-10-09,128.949997
2018-10-10,117.629997
2018-10-11,115.540001
2018-10-12,116.300003
2018-10-15,115.010002
2018-10-16,121.75
2018-10-17,118.93
2018-10-18,114.25
2018-10-19,116.510002
2018-10-22,116.279999
2018-10-23,115.279999
2018-10-24,111.790001
2018-10-25,115.379997
2018-10-26,116.16999799999999
2018-10-29,115.019997
2018-10-30,116.279999
2018-10-31,117.110001
2018-11-01,119.980003
2018-11-02,119.529999
2018-11-05,117.58000200000001
2018-11-06,115.989998
2018-11-07,116.07
2018-11-08,114.199997
2018-11-09,110.07
2018-11-12,106.41999799999999
2018-11-13,109.610001
2018-11-14,110.800003
2018-11-15,111.800003
2018-11-16,110.739998
2018-11-19,108.82
2018-11-20,105.239998
2018-11-21,106.730003
2018-11-23,106.660004
2018-11-26,109.220001
2018-11-27,104.769997
2018-11-28,108.33000200000001
2018-11-29,109.209999
2018-11-30,109.599998
2018-12-03,111.68
2018-12-04,108.370003
2018-12-06,107.529999
2018-12-07,104.839996
2018-12-10,104.93
2018-12-11,104.959999
2018-12-12,105.41999799999999
2018-12-13,104.099998
2018-12-14,101.489998
2018-12-17,99.940002
2018-12-18,100.800003
2018-12-19,102.43
2018-12-20,101.519997
2018-12-21,98.160004
2018-12-24,95.959999
2018-12-26,98.290001
2018-12-27,99.75
2018-12-28,98.400002
2018-12-31,99.440002
2019-01-02,98.699997
2019-01-03,96.980003
2019-01-04,102.230003
2019-01-07,104.480003
2019-01-08,108.58000200000001
2019-01-09,111.190002
2019-01-10,110.790001
2019-01-11,110.839996
2019-01-14,110.879997
2019-01-15,112.370003
2019-01-16,113.129997
2019-01-17,113.709999
2019-01-18,113.290001
2019-01-22,111.690002
2019-01-23,110.199997
2019-01-24,112.389999
2019-01-25,111.239998
2019-01-28,110.41999799999999
2019-01-29,110.550003
2019-01-30,112.690002
2019-01-31,126.300003
2019-02-01,127.129997
2019-02-04,127.220001
2019-02-05,127.279999
2019-02-06,126.959999
2019-02-07,124.589996
2019-02-08,124.279999
2019-02-11,123.5
2019-02-12,126.440002
2019-02-13,125.25
2019-02-14,125.059998
2019-02-15,125.980003
2019-02-19,126.370003
2019-02-20,125.769997
2019-02-21,126.300003
2019-02-22,126.029999
2019-02-25,128.03999299999998
2019-02-26,129.050003
2019-02-27,128.669998
2019-02-28,128.259995
2019-03-01,131.800003
2019-03-04,130.800003
2019-03-05,131.759995
2019-03-06,130.110001
2019-03-07,128.320007
2019-03-08,128.880005
2019-03-11,130.759995
2019-03-12,130.190002
2019-03-13,130.050003
2019-03-14,131.190002
2019-03-15,131.779999
2019-03-18,132.279999
2019-03-19,131.610001
2019-03-20,131.75
2019-03-21,132.389999
2019-03-22,128.649994
2019-03-25,131.119995
2019-03-26,132.96000700000002
2019-03-27,132.779999
2019-03-28,133.050003
2019-03-29,133.800003
2019-04-01,135.050003
2019-04-02,135.970001
2019-04-03,136.179993
2019-04-04,136.470001
2019-04-05,136.940002
2019-04-08,137.130005
2019-04-09,136.440002
2019-04-10,136.509995
2019-04-11,137.259995
2019-04-12,138.570007
2019-04-15,137.029999
2019-04-16,138.08999599999999
2019-04-17,137.690002
2019-04-18,139.91000400000001
2019-04-22,139.649994
2019-04-23,138.96000700000002
2019-04-24,136.479996
2019-04-25,135.559998
2019-04-26,135.399994
2019-04-29,135.520004
2019-04-30,136.029999
2019-05-01,134.600006
2019-05-02,134.729996
2019-05-03,134.139999
2019-05-06,132.330002
2019-05-07,137.699997
2019-05-08,141.03999299999998
