Date,SRCL
1997-01-31,2.6875
1997-02-03,2.625
1997-02-04,2.6875
1997-02-05,2.625
1997-02-06,2.5625
1997-02-07,2.59375
1997-02-10,2.5625
1997-02-11,2.5
1997-02-12,2.625
1997-02-13,2.5
1997-02-14,2.625
1997-02-18,2.5
1997-02-19,2.3125
1997-02-20,2.25
1997-02-21,2.375
1997-02-24,2.25
1997-02-25,2.25
1997-02-26,2.28125
1997-02-27,2.25
1997-02-28,2.34375
1997-03-03,2.25
1997-03-04,2.21875
1997-03-05,2.1875
1997-03-06,2.21875
1997-03-07,2.25
1997-03-10,2.1875
1997-03-11,2.21875
1997-03-12,2.28125
1997-03-13,2.28125
1997-03-14,2.28125
1997-03-17,2.28125
1997-03-18,2.21875
1997-03-19,2.25
1997-03-20,2.1875
1997-03-21,2.125
1997-03-24,2.125
1997-03-25,2.125
1997-03-26,2.0625
1997-03-27,2.0
1997-03-31,2.0
1997-04-01,2.0
1997-04-02,2.0
1997-04-03,2.125
1997-04-04,2.125
1997-04-07,2.0
1997-04-08,2.0
1997-04-09,2.0
1997-04-10,2.0
1997-04-11,1.9375
1997-04-14,1.875
1997-04-15,1.9375
1997-04-16,1.875
1997-04-17,1.9375
1997-04-18,1.9375
1997-04-21,1.8125
1997-04-22,1.8125
1997-04-23,1.8125
1997-04-24,1.875
1997-04-25,1.875
1997-04-28,1.875
1997-04-29,2.0625
1997-04-30,2.125
1997-05-01,2.25
1997-05-02,2.3125
1997-05-05,2.25
1997-05-06,2.25
1997-05-07,2.0625
1997-05-08,2.03125
1997-05-09,2.0625
1997-05-12,1.9375
1997-05-13,2.0625
1997-05-14,2.0
1997-05-15,2.0625
1997-05-16,2.0625
1997-05-19,2.03125
1997-05-20,2.03125
1997-05-21,2.03125
1997-05-22,2.03125
1997-05-23,2.0
1997-05-27,2.0
1997-05-28,2.09375
1997-05-29,2.0
1997-05-30,2.09375
1997-06-02,2.0625
1997-06-03,2.0625
1997-06-04,2.125
1997-06-05,2.125
1997-06-06,2.125
1997-06-09,2.125
1997-06-10,2.0625
1997-06-11,2.125
1997-06-12,2.03125
1997-06-13,2.125
1997-06-16,2.125
1997-06-17,2.125
1997-06-18,2.125
1997-06-19,2.0625
1997-06-20,2.03125
1997-06-23,2.0
1997-06-24,1.96875
1997-06-25,1.90625
1997-06-26,2.03125
1997-06-27,1.984375
1997-06-30,2.0
1997-07-01,2.0625
1997-07-02,2.03125
1997-07-03,2.0625
1997-07-07,2.0
1997-07-08,2.0
1997-07-09,2.03125
1997-07-10,2.03125
1997-07-11,2.0
1997-07-14,2.0
1997-07-15,1.96875
1997-07-16,2.0
1997-07-17,1.96875
1997-07-18,2.0
1997-07-21,1.9375
1997-07-22,1.96875
1997-07-23,1.9375
1997-07-24,1.9375
1997-07-25,1.9375
1997-07-28,1.9375
1997-07-29,1.9375
1997-07-30,1.9375
1997-07-31,1.90625
1997-08-01,1.9375
1997-08-04,1.9375
1997-08-05,2.0
1997-08-06,2.21875
1997-08-07,2.46875
1997-08-08,2.3125
1997-08-11,2.375
1997-08-12,2.3125
1997-08-13,2.375
1997-08-14,2.40625
1997-08-15,2.34375
1997-08-18,2.375
1997-08-19,2.375
1997-08-20,2.46875
1997-08-21,2.4375
1997-08-22,2.46875
1997-08-25,2.46875
1997-08-26,2.46875
1997-08-27,2.5
1997-08-28,2.5
1997-08-29,2.5
1997-09-02,2.53125
1997-09-03,2.53125
1997-09-04,2.546875
1997-09-05,2.53125
1997-09-08,2.4375
1997-09-09,2.4375
1997-09-10,2.5
1997-09-11,2.46875
1997-09-12,2.46875
1997-09-15,2.46875
1997-09-16,2.46875
1997-09-17,2.46875
1997-09-18,2.53125
1997-09-19,2.5625
1997-09-22,2.5625
1997-09-23,2.5625
1997-09-24,2.53125
1997-09-25,2.5
1997-09-26,2.4375
1997-09-29,2.375
1997-09-30,2.375
1997-10-01,2.375
1997-10-02,2.375
1997-10-03,2.375
1997-10-06,2.375
1997-10-07,2.34375
1997-10-08,2.3125
1997-10-09,2.375
1997-10-10,2.34375
1997-10-13,2.375
1997-10-14,2.296875
1997-10-15,2.3125
1997-10-16,2.34375
1997-10-17,2.328125
1997-10-20,2.3125
1997-10-21,2.3125
1997-10-22,2.34375
1997-10-23,2.375
1997-10-24,2.34375
1997-10-27,2.34375
1997-10-28,2.28125
1997-10-29,2.34375
1997-10-30,2.375
1997-10-31,2.34375
1997-11-03,2.5
1997-11-04,2.40625
1997-11-05,2.4375
1997-11-06,2.5
1997-11-07,2.5
1997-11-10,2.6875
1997-11-11,2.84375
1997-11-12,2.9375
1997-11-13,2.96875
1997-11-14,3.0
1997-11-17,2.875
1997-11-18,2.84375
1997-11-19,2.84375
1997-11-20,2.78125
1997-11-21,2.78125
1997-11-24,2.78125
1997-11-25,2.78125
1997-11-26,2.9375
1997-11-28,3.3125
1997-12-01,3.65625
1997-12-02,3.59375
1997-12-03,3.625
1997-12-04,3.625
1997-12-05,3.65625
1997-12-08,3.65625
1997-12-09,3.46875
1997-12-10,3.59375
1997-12-11,3.625
1997-12-12,3.609375
1997-12-15,3.53125
1997-12-16,3.5625
1997-12-17,3.5625
1997-12-18,3.46875
1997-12-19,3.53125
1997-12-22,3.5
1997-12-23,3.5625
1997-12-24,3.5
1997-12-26,3.5
1997-12-29,3.65625
1997-12-30,3.65625
1997-12-31,3.65625
1998-01-02,3.625
1998-01-05,3.5
1998-01-06,3.59375
1998-01-07,3.65625
1998-01-08,3.78125
1998-01-09,3.59375
1998-01-12,3.3125
1998-01-13,3.5
1998-01-14,3.3125
1998-01-15,3.40625
1998-01-16,3.34375
1998-01-20,3.34375
1998-01-21,3.59375
1998-01-22,3.65625
1998-01-23,3.6875
1998-01-26,3.625
1998-01-27,3.59375
1998-01-28,3.53125
1998-01-29,3.5625
1998-01-30,3.5625
1998-02-02,3.59375
1998-02-03,3.5
1998-02-04,3.46875
1998-02-05,3.53125
1998-02-06,3.578125
1998-02-09,3.34375
1998-02-10,3.375
1998-02-11,3.359375
1998-02-12,3.21875
1998-02-13,3.53125
1998-02-17,3.5
1998-02-18,3.484375
1998-02-19,3.40625
1998-02-20,3.25
1998-02-23,3.25
1998-02-24,3.34375
1998-02-25,3.25
1998-02-26,3.25
1998-02-27,3.25
1998-03-02,3.0625
1998-03-03,3.34375
1998-03-04,3.5625
1998-03-05,3.40625
1998-03-06,3.5
1998-03-09,3.5625
1998-03-10,3.5625
1998-03-11,3.59375
1998-03-12,3.59375
1998-03-13,3.65625
1998-03-16,3.78125
1998-03-17,3.6875
1998-03-18,3.703125
1998-03-19,3.59375
1998-03-20,3.78125
1998-03-23,3.890625
1998-03-24,4.125
1998-03-25,4.09375
1998-03-26,3.84375
1998-03-27,3.75
1998-03-30,3.78125
1998-03-31,3.71875
1998-04-01,3.75
1998-04-02,3.75
1998-04-03,3.75
1998-04-06,3.9375
1998-04-07,3.75
1998-04-08,3.90625
1998-04-09,3.84375
1998-04-13,3.90625
1998-04-14,3.84375
1998-04-15,3.8125
1998-04-16,3.875
1998-04-17,3.875
1998-04-20,4.09375
1998-04-21,4.1875
1998-04-22,4.3125
1998-04-23,4.125
1998-04-24,3.8125
1998-04-27,3.625
1998-04-28,3.5625
1998-04-29,3.546875
1998-04-30,3.625
1998-05-01,3.625
1998-05-04,3.53125
1998-05-05,3.53125
1998-05-06,3.59375
1998-05-07,3.46875
1998-05-08,3.53125
1998-05-11,3.515625
1998-05-12,3.28125
1998-05-13,3.28125
1998-05-14,3.4375
1998-05-15,3.40625
1998-05-18,3.4375
1998-05-19,3.46875
1998-05-20,3.4375
1998-05-21,3.46875
1998-05-22,3.40625
1998-05-26,3.03125
1998-05-27,2.96875
1998-05-28,2.9375
1998-05-29,2.78125
1998-06-01,2.890625
1998-06-02,2.90625
1998-06-03,3.125
1998-06-04,3.46875
1998-06-05,3.53125
1998-06-08,3.625
1998-06-09,3.6875
1998-06-10,3.6875
1998-06-11,3.5625
1998-06-12,3.5625
1998-06-15,3.625
1998-06-16,3.6875
1998-06-17,3.65625
1998-06-18,3.65625
1998-06-19,3.25
1998-06-22,3.46875
1998-06-23,3.59375
1998-06-24,3.65625
1998-06-25,3.59375
1998-06-26,3.65625
1998-06-29,3.6875
1998-06-30,3.625
1998-07-01,3.6875
1998-07-02,3.59375
1998-07-06,3.46875
1998-07-07,3.546875
1998-07-08,3.59375
1998-07-09,3.609375
1998-07-10,3.625
1998-07-13,3.5
1998-07-14,3.5
1998-07-15,3.59375
1998-07-16,3.8125
1998-07-17,3.84375
1998-07-20,3.90625
1998-07-21,3.90625
1998-07-22,4.0
1998-07-23,4.0
1998-07-24,4.0
1998-07-27,4.15625
1998-07-28,4.25
1998-07-29,4.5
1998-07-30,4.53125
1998-07-31,4.375
1998-08-03,4.4375
1998-08-04,4.03125
1998-08-05,4.28125
1998-08-06,4.25
1998-08-07,4.53125
1998-08-10,4.4375
1998-08-11,4.40625
1998-08-12,4.46875
1998-08-13,4.40625
1998-08-14,4.375
1998-08-17,4.40625
1998-08-18,4.453125
1998-08-19,4.28125
1998-08-20,4.3125
1998-08-21,4.28125
1998-08-24,4.3125
1998-08-25,4.25
1998-08-26,4.0625
1998-08-27,3.671875
1998-08-28,3.6875
1998-08-31,3.84375
1998-09-01,3.6875
1998-09-02,3.375
1998-09-03,3.375
1998-09-04,3.515625
1998-09-08,3.75
1998-09-09,3.84375
1998-09-10,3.5429690000000003
1998-09-11,3.84375
1998-09-14,3.875
1998-09-15,3.875
1998-09-16,4.03125
1998-09-17,4.0
1998-09-18,4.0625
1998-09-21,4.1875
1998-09-22,4.1875
1998-09-23,4.125
1998-09-24,4.015625
1998-09-25,4.125
1998-09-28,4.390625
1998-09-29,4.515625
1998-09-30,4.9375
1998-10-01,4.5625
1998-10-02,4.40625
1998-10-05,4.53125
1998-10-06,4.5
1998-10-07,4.21875
1998-10-08,3.875
1998-10-09,3.75
1998-10-12,4.09375
1998-10-13,3.9375
1998-10-14,3.40625
1998-10-15,3.65625
1998-10-16,3.6875
1998-10-19,3.90625
1998-10-20,3.9375
1998-10-21,3.96875
1998-10-22,4.1875
1998-10-23,4.5625
1998-10-26,4.5625
1998-10-27,4.59375
1998-10-28,4.265625
1998-10-29,4.5
1998-10-30,4.84375
1998-11-02,5.25
1998-11-03,5.03125
1998-11-04,5.0
1998-11-05,4.9375
1998-11-06,4.9375
1998-11-09,4.875
1998-11-10,4.8125
1998-11-11,4.84375
1998-11-12,4.625
1998-11-13,4.71875
1998-11-16,4.734375
1998-11-17,4.71875
1998-11-18,4.671875
1998-11-19,4.71875
1998-11-20,4.4375
1998-11-23,4.40625
1998-11-24,4.0
1998-11-25,4.34375
1998-11-27,4.375
1998-11-30,4.46875
1998-12-01,4.25
1998-12-02,4.0
1998-12-03,4.0625
1998-12-04,4.125
1998-12-07,4.25
1998-12-08,4.1875
1998-12-09,4.25
1998-12-10,4.3125
1998-12-11,4.125
1998-12-14,4.0625
1998-12-15,4.0
1998-12-16,3.921875
1998-12-17,3.875
1998-12-18,3.6875
1998-12-21,3.625
1998-12-22,3.8125
1998-12-23,3.875
1998-12-24,3.8125
1998-12-28,4.15625
1998-12-29,4.125
1998-12-30,4.25
1998-12-31,4.03125
1999-01-04,4.125
1999-01-05,4.25
1999-01-06,4.34375
1999-01-07,4.46875
1999-01-08,4.484375
1999-01-11,4.484375
1999-01-12,4.375
1999-01-13,4.40625
1999-01-14,4.375
1999-01-15,4.125
1999-01-19,3.875
1999-01-20,4.0
1999-01-21,4.015625
1999-01-22,4.15625
1999-01-25,4.15625
1999-01-26,4.1875
1999-01-27,4.171875
1999-01-28,4.1875
1999-01-29,4.15625
1999-02-01,3.90625
1999-02-02,3.75
1999-02-03,3.734375
1999-02-04,3.6875
1999-02-05,3.4375
1999-02-08,3.40625
1999-02-09,3.484375
1999-02-10,3.59375
1999-02-11,3.4375
1999-02-12,3.59375
1999-02-16,3.578125
1999-02-17,3.46875
1999-02-18,3.40625
1999-02-19,3.21875
1999-02-22,3.1875
1999-02-23,3.0625
1999-02-24,2.9375
1999-02-25,3.0
1999-02-26,3.171875
1999-03-01,3.65625
1999-03-02,3.46875
1999-03-03,3.296875
1999-03-04,3.109375
1999-03-05,3.03125
1999-03-08,3.3125
1999-03-09,3.765625
1999-03-10,4.125
1999-03-11,3.953125
1999-03-12,3.875
1999-03-15,3.71875
1999-03-16,3.6875
1999-03-17,3.75
1999-03-18,3.9375
1999-03-19,3.8125
1999-03-22,3.84375
1999-03-23,3.421875
1999-03-24,3.4375
1999-03-25,3.53125
1999-03-26,3.453125
1999-03-29,3.5
1999-03-30,3.3125
1999-03-31,3.359375
1999-04-01,3.34375
1999-04-05,3.25
1999-04-06,3.21875
1999-04-07,2.9375
1999-04-08,2.640625
1999-04-09,2.640625
1999-04-12,2.5625
1999-04-13,2.5625
1999-04-14,2.53125
1999-04-15,2.46875
1999-04-16,2.484375
1999-04-19,2.578125
1999-04-20,2.8125
1999-04-21,2.703125
1999-04-22,2.71875
1999-04-23,2.625
1999-04-26,2.625
1999-04-27,2.6875
1999-04-28,2.8125
1999-04-29,2.8125
1999-04-30,2.9375
1999-05-03,3.125
1999-05-04,3.4375
1999-05-05,3.5
1999-05-06,3.5625
1999-05-07,3.46875
1999-05-10,3.46875
1999-05-11,3.6875
1999-05-12,3.765625
1999-05-13,3.625
1999-05-14,3.375
1999-05-17,3.515625
1999-05-18,3.578125
1999-05-19,3.4375
1999-05-20,3.328125
1999-05-21,3.34375
1999-05-24,3.28125
1999-05-25,3.0625
1999-05-26,3.0625
1999-05-27,3.125
1999-05-28,3.28125
1999-06-01,3.34375
1999-06-02,3.25
1999-06-03,3.34375
1999-06-04,3.40625
1999-06-07,3.53125
1999-06-08,3.484375
1999-06-09,3.359375
1999-06-10,3.265625
1999-06-11,3.1875
1999-06-14,3.0625
1999-06-15,3.125
1999-06-16,3.125
1999-06-17,3.0
1999-06-18,3.0
1999-06-21,2.953125
1999-06-22,2.984375
1999-06-23,3.21875
1999-06-24,3.125
1999-06-25,3.125
1999-06-28,3.390625
1999-06-29,3.453125
1999-06-30,3.390625
1999-07-01,3.171875
1999-07-02,3.34375
1999-07-06,3.3125
1999-07-07,3.109375
1999-07-08,3.09375
1999-07-09,3.15625
1999-07-12,3.15625
1999-07-13,3.140625
1999-07-14,3.40625
1999-07-15,3.703125
1999-07-16,3.75
1999-07-19,3.8125
1999-07-20,3.5625
1999-07-21,3.71875
1999-07-22,3.6875
1999-07-23,3.6875
1999-07-26,3.671875
1999-07-27,3.703125
1999-07-28,3.53125
1999-07-29,3.53125
1999-07-30,3.609375
1999-08-02,3.59375
1999-08-03,3.4375
1999-08-04,3.25
1999-08-05,3.1875
1999-08-06,3.234375
1999-08-09,3.21875
1999-08-10,3.125
1999-08-11,3.15625
1999-08-12,3.28125
1999-08-13,3.1875
1999-08-16,3.390625
1999-08-17,3.390625
1999-08-18,3.5
1999-08-19,3.796875
1999-08-20,3.90625
1999-08-23,4.0
1999-08-24,3.984375
1999-08-25,3.953125
1999-08-26,4.0
1999-08-27,4.015625
1999-08-30,3.9375
1999-08-31,3.984375
1999-09-01,3.9375
1999-09-02,3.828125
1999-09-03,3.78125
1999-09-07,3.796875
1999-09-08,3.53125
1999-09-09,3.6875
1999-09-10,3.578125
1999-09-13,3.28125
1999-09-14,3.40625
1999-09-15,3.59375
1999-09-16,3.53125
1999-09-17,3.625
1999-09-20,3.75
1999-09-21,3.546875
1999-09-22,3.5625
1999-09-23,3.515625
1999-09-24,3.28125
1999-09-27,3.40625
1999-09-28,3.5
1999-09-29,3.484375
1999-09-30,3.671875
1999-10-01,3.734375
1999-10-04,3.9804690000000003
1999-10-05,3.8125
1999-10-06,3.90625
1999-10-07,3.96875
1999-10-08,3.96875
1999-10-11,4.0
1999-10-12,4.078125
1999-10-13,4.015625
1999-10-14,4.03125
1999-10-15,3.90625
1999-10-18,3.890625
1999-10-19,3.953125
1999-10-20,4.0625
1999-10-21,4.03125
1999-10-22,4.015625
1999-10-25,4.015625
1999-10-26,3.84375
1999-10-27,3.9375
1999-10-28,3.953125
1999-10-29,3.90625
1999-11-01,3.953125
1999-11-02,3.921875
1999-11-03,4.0
1999-11-04,4.09375
1999-11-05,4.3125
1999-11-08,4.25
1999-11-09,4.3125
1999-11-10,4.1875
1999-11-11,4.25
1999-11-12,4.5
1999-11-15,4.5625
1999-11-16,4.4375
1999-11-17,4.4375
1999-11-18,4.140625
1999-11-19,4.125
1999-11-22,4.0625
1999-11-23,4.109375
1999-11-24,4.1875
1999-11-26,4.3125
1999-11-29,4.265625
1999-11-30,4.359375
1999-12-01,4.6875
1999-12-02,4.734375
1999-12-03,4.78125
1999-12-06,4.5625
1999-12-07,4.359375
1999-12-08,4.09375
1999-12-09,4.0625
1999-12-10,4.0625
1999-12-13,4.34375
1999-12-14,4.46875
1999-12-15,4.28125
1999-12-16,4.125
1999-12-17,4.09375
1999-12-20,4.125
1999-12-21,4.09375
1999-12-22,4.046875
1999-12-23,4.0
1999-12-27,4.453125
1999-12-28,4.484375
1999-12-29,4.546875
1999-12-30,4.65625
1999-12-31,4.703125
2000-01-03,4.46875
2000-01-04,4.28125
2000-01-05,4.25
2000-01-06,4.234375
2000-01-07,4.234375
2000-01-10,4.1875
2000-01-11,4.078125
2000-01-12,4.0625
2000-01-13,4.046875
2000-01-14,3.96875
2000-01-18,4.171875
2000-01-19,3.9375
2000-01-20,4.046875
2000-01-21,4.0625
2000-01-24,4.171875
2000-01-25,4.03125
2000-01-26,4.09375
2000-01-27,4.015625
2000-01-28,4.015625
2000-01-31,4.046875
2000-02-01,3.875
2000-02-02,3.984375
2000-02-03,3.953125
2000-02-04,4.0
2000-02-07,3.84375
2000-02-08,3.890625
2000-02-09,4.0625
2000-02-10,4.0
2000-02-11,4.046875
2000-02-14,4.125
2000-02-15,4.046875
2000-02-16,4.0625
2000-02-17,3.953125
2000-02-18,3.96875
2000-02-22,4.015625
2000-02-23,4.296875
2000-02-24,4.5
2000-02-25,4.5
2000-02-28,4.515625
2000-02-29,4.617188
2000-03-01,4.6875
2000-03-02,4.625
2000-03-03,4.5
2000-03-06,4.53125
2000-03-07,4.546875
2000-03-08,4.578125
2000-03-09,4.71875
2000-03-10,5.0
2000-03-13,4.984375
2000-03-14,4.625
2000-03-15,4.5
2000-03-16,4.9375
2000-03-17,4.8125
2000-03-20,4.765625
2000-03-21,4.734375
2000-03-22,4.6875
2000-03-23,5.75
2000-03-24,5.75
2000-03-27,5.625
2000-03-28,5.53125
2000-03-29,5.609375
2000-03-30,5.75
2000-03-31,6.25
2000-04-03,6.0
2000-04-04,5.828125
2000-04-05,5.9375
2000-04-06,5.9375
2000-04-07,6.234375
2000-04-10,5.734375
2000-04-11,5.65625
2000-04-12,5.734375
2000-04-13,5.765625
2000-04-14,5.6875
2000-04-17,5.0625
2000-04-18,5.1875
2000-04-19,5.265625
2000-04-20,5.078125
2000-04-24,5.125
2000-04-25,5.21875
2000-04-26,5.0625
2000-04-27,5.328125
2000-04-28,5.25
2000-05-01,5.40625
2000-05-02,5.375
2000-05-03,5.28125
2000-05-04,5.640625
2000-05-05,5.53125
2000-05-08,5.65625
2000-05-09,5.84375
2000-05-10,5.640625
2000-05-11,5.625
2000-05-12,5.6875
2000-05-15,5.679688
2000-05-16,5.671875
2000-05-17,6.09375
2000-05-18,5.671875
2000-05-19,5.671875
2000-05-22,5.609375
2000-05-23,5.765625
2000-05-24,5.75
2000-05-25,5.625
2000-05-26,5.484375
2000-05-30,5.296875
2000-05-31,5.0625
2000-06-01,5.171875
2000-06-02,5.4375
2000-06-05,5.71875
2000-06-06,5.71875
2000-06-07,5.5
2000-06-08,5.375
2000-06-09,5.4375
2000-06-12,5.40625
2000-06-13,5.171875
2000-06-14,5.3125
2000-06-15,5.28125
2000-06-16,5.25
2000-06-19,5.25
2000-06-20,5.4375
2000-06-21,5.515625
2000-06-22,5.5625
2000-06-23,5.671875
2000-06-26,5.703125
2000-06-27,5.78125
2000-06-28,5.757813
2000-06-29,5.8125
2000-06-30,6.0
2000-07-03,6.0
2000-07-05,6.0625
2000-07-06,6.140625
2000-07-07,6.625
2000-07-10,6.59375
2000-07-11,6.25
2000-07-12,6.359375
2000-07-13,6.234375
2000-07-14,6.3125
2000-07-17,6.34375
2000-07-18,6.324219
2000-07-19,6.4375
2000-07-20,6.734375
2000-07-21,6.5
2000-07-24,6.328125
2000-07-25,6.265625
2000-07-26,6.28125
2000-07-27,6.234375
2000-07-28,6.21875
2000-07-31,6.25
2000-08-01,6.265625
2000-08-02,6.234375
2000-08-03,6.21875
2000-08-04,6.015625
2000-08-07,5.9375
2000-08-08,5.625
2000-08-09,5.421875
2000-08-10,5.46875
2000-08-11,5.640625
2000-08-14,5.78125
2000-08-15,5.75
2000-08-16,5.625
2000-08-17,5.65625
2000-08-18,5.828125
2000-08-21,5.9375
2000-08-22,5.921875
2000-08-23,5.78125
2000-08-24,5.75
2000-08-25,5.640625
2000-08-28,5.640625
2000-08-29,5.640625
2000-08-30,5.59375
2000-08-31,5.625
2000-09-01,5.34375
2000-09-05,5.34375
2000-09-06,5.203125
2000-09-07,5.71875
2000-09-08,5.5625
2000-09-11,5.40625
2000-09-12,5.109375
2000-09-13,5.59375
2000-09-14,6.078125
2000-09-15,6.015625
2000-09-18,5.921875
2000-09-19,5.953125
2000-09-20,5.96875
2000-09-21,5.984375
2000-09-22,5.84375
2000-09-25,5.9375
2000-09-26,5.859375
2000-09-27,5.828125
2000-09-28,6.03125
2000-09-29,6.125
2000-10-02,6.84375
2000-10-03,6.875
2000-10-04,6.734375
2000-10-05,6.859375
2000-10-06,6.921875
2000-10-09,6.609375
2000-10-10,6.625
2000-10-11,6.59375
2000-10-12,6.6875
2000-10-13,6.625
2000-10-16,7.1875
2000-10-17,7.046875
2000-10-18,6.890625
2000-10-19,7.0
2000-10-20,6.625
2000-10-23,6.75
2000-10-24,6.75
2000-10-25,6.765625
2000-10-26,6.65625
2000-10-27,6.640625
2000-10-30,7.09375
2000-10-31,8.09375
2000-11-01,8.5625
2000-11-02,8.078125
2000-11-03,7.234375
2000-11-06,7.5
2000-11-07,7.09375
2000-11-08,7.421875
2000-11-09,7.265625
2000-11-10,6.96875
2000-11-13,7.125
2000-11-14,7.609375
2000-11-15,8.09375
2000-11-16,8.28125
2000-11-17,8.03125
2000-11-20,8.671875
2000-11-21,8.53125
2000-11-22,8.5
2000-11-24,8.59375
2000-11-27,7.96875
2000-11-28,7.75
2000-11-29,8.34375
2000-11-30,8.234375
2000-12-01,8.515625
2000-12-04,8.703125
2000-12-05,9.28125
2000-12-06,8.78125
2000-12-07,8.796875
2000-12-08,8.8125
2000-12-11,8.90625
2000-12-12,8.875
2000-12-13,9.015625
2000-12-14,8.9375
2000-12-15,9.3125
2000-12-18,9.25
2000-12-19,9.453125
2000-12-20,9.1875
2000-12-21,8.890625
2000-12-22,8.796875
2000-12-26,9.328125
2000-12-27,9.78125
2000-12-28,9.75
2000-12-29,9.53125
2001-01-02,8.9375
2001-01-03,9.515625
2001-01-04,8.828125
2001-01-05,8.71875
2001-01-08,8.59375
2001-01-09,7.46875
2001-01-10,7.765625
2001-01-11,8.59375
2001-01-12,8.1875
2001-01-16,9.0
2001-01-17,8.390625
2001-01-18,7.625
2001-01-19,7.53125
2001-01-22,7.3125
2001-01-23,7.1875
2001-01-24,7.15625
2001-01-25,7.390625
2001-01-26,8.0
2001-01-29,7.96875
2001-01-30,7.984375
2001-01-31,8.109375
2001-02-01,8.09375
2001-02-02,7.734375
2001-02-05,8.152344
2001-02-06,7.6015630000000005
2001-02-07,8.378906
2001-02-08,8.28125
2001-02-09,7.90625
2001-02-12,8.234375
2001-02-13,8.46875
2001-02-14,8.28125
2001-02-15,8.40625
2001-02-16,8.71875
2001-02-20,8.71875
2001-02-21,9.640625
2001-02-22,9.6875
2001-02-23,9.84375
2001-02-26,9.84375
2001-02-27,9.0
2001-02-28,9.8125
2001-03-01,9.84375
2001-03-02,10.125
2001-03-05,9.765625
2001-03-06,9.5625
2001-03-07,9.640625
2001-03-08,9.585938
2001-03-09,9.84375
2001-03-12,9.609375
2001-03-13,9.28125
2001-03-14,8.984375
2001-03-15,9.203125
2001-03-16,9.234375
2001-03-19,9.5625
2001-03-20,9.625
2001-03-21,10.15625
2001-03-22,9.84375
2001-03-23,9.96875
2001-03-26,11.125
2001-03-27,11.125
2001-03-28,10.375
2001-03-29,10.875
2001-03-30,11.15625
2001-04-02,11.28125
2001-04-03,10.625
2001-04-04,11.0
2001-04-05,11.5
2001-04-06,11.25
2001-04-09,11.8125
2001-04-10,11.8625
2001-04-11,11.325
2001-04-12,11.35
2001-04-16,11.525
2001-04-17,11.93
2001-04-18,11.9275
2001-04-19,11.7525
2001-04-20,11.6875
2001-04-23,11.4775
2001-04-24,11.43
2001-04-25,11.2975
2001-04-26,11.3725
2001-04-27,11.0
2001-04-30,10.475
2001-05-01,10.975
2001-05-02,10.52
2001-05-03,10.675
2001-05-04,10.7125
2001-05-07,10.5525
2001-05-08,10.5275
2001-05-09,10.4125
2001-05-10,10.5625
2001-05-11,11.1775
