Date,HYMLF
2012-08-03,230.05700699999997
2012-08-06,230.05700699999997
2012-08-07,230.05700699999997
2012-08-08,230.05700699999997
2012-08-09,230.05700699999997
2012-08-10,230.05700699999997
2012-08-13,230.05700699999997
2012-08-14,230.05700699999997
2012-08-15,230.05700699999997
2012-08-16,230.05700699999997
2012-08-17,230.05700699999997
2012-08-20,230.05700699999997
2012-08-21,230.05700699999997
2012-08-22,230.05700699999997
2012-08-23,230.05700699999997
2012-08-24,230.05700699999997
2012-08-27,230.05700699999997
2012-08-28,230.05700699999997
2012-08-29,230.05700699999997
2012-08-30,230.05700699999997
2012-08-31,230.05700699999997
2012-09-04,230.05700699999997
2012-09-05,230.05700699999997
2012-09-06,230.05700699999997
2012-09-07,230.05700699999997
2012-09-10,230.05700699999997
2012-09-11,230.05700699999997
2012-09-12,230.05700699999997
2012-09-13,230.05700699999997
2012-09-14,230.05700699999997
2012-09-17,230.05700699999997
2012-09-18,230.05700699999997
2012-09-19,230.05700699999997
2012-09-20,230.05700699999997
2012-09-21,230.05700699999997
2012-09-24,230.05700699999997
2012-09-25,230.05700699999997
2012-09-26,230.05700699999997
2012-09-27,230.05700699999997
2012-09-28,230.05700699999997
2012-10-01,230.05700699999997
2012-10-02,230.05700699999997
2012-10-03,230.05700699999997
2012-10-04,230.05700699999997
2012-10-05,230.05700699999997
2012-10-08,230.05700699999997
2012-10-09,230.05700699999997
2012-10-10,230.05700699999997
2012-10-11,230.05700699999997
2012-10-12,230.05700699999997
2012-10-15,230.05700699999997
2012-10-16,230.05700699999997
2012-10-17,230.05700699999997
2012-10-18,230.05700699999997
2012-10-19,230.05700699999997
2012-10-22,230.05700699999997
2012-10-23,230.05700699999997
2012-10-24,230.05700699999997
2012-10-25,230.05700699999997
2012-10-26,230.05700699999997
2012-10-31,230.05700699999997
2012-11-01,230.05700699999997
2012-11-02,230.05700699999997
2012-11-05,230.05700699999997
2012-11-06,230.05700699999997
2012-11-07,230.05700699999997
2012-11-08,230.05700699999997
2012-11-09,230.05700699999997
2012-11-12,230.05700699999997
2012-11-13,230.05700699999997
2012-11-14,230.05700699999997
2012-11-15,230.05700699999997
2012-11-16,230.05700699999997
2012-11-19,230.05700699999997
2012-11-20,230.05700699999997
2012-11-21,230.05700699999997
2012-11-23,230.05700699999997
2012-11-26,230.05700699999997
2012-11-27,230.05700699999997
2012-11-28,230.05700699999997
2012-11-29,230.05700699999997
2012-11-30,230.05700699999997
2012-12-03,230.05700699999997
2012-12-04,230.05700699999997
2012-12-05,230.05700699999997
2012-12-06,230.05700699999997
2012-12-07,230.05700699999997
2012-12-10,230.05700699999997
2012-12-11,230.05700699999997
2012-12-12,230.05700699999997
2012-12-13,230.05700699999997
2012-12-14,230.05700699999997
2012-12-17,230.05700699999997
2012-12-18,230.05700699999997
2012-12-19,230.05700699999997
2012-12-20,230.05700699999997
2012-12-21,230.05700699999997
2012-12-24,230.05700699999997
2012-12-26,230.05700699999997
2012-12-27,230.05700699999997
2012-12-28,230.05700699999997
2012-12-31,230.05700699999997
2013-01-02,230.05700699999997
2013-01-03,230.05700699999997
2013-01-04,230.05700699999997
2013-01-07,230.05700699999997
2013-01-08,230.05700699999997
2013-01-09,230.05700699999997
2013-01-10,230.05700699999997
2013-01-11,230.05700699999997
2013-01-14,230.05700699999997
2013-01-15,230.05700699999997
2013-01-16,230.05700699999997
2013-01-17,230.05700699999997
2013-01-18,230.05700699999997
2013-01-22,230.05700699999997
2013-01-23,230.05700699999997
2013-01-24,230.05700699999997
2013-01-25,230.05700699999997
2013-01-28,230.05700699999997
2013-01-29,230.05700699999997
2013-01-30,230.05700699999997
2013-01-31,230.05700699999997
2013-02-01,230.05700699999997
2013-02-04,230.05700699999997
2013-02-05,230.05700699999997
2013-02-06,230.05700699999997
2013-02-07,230.05700699999997
2013-02-08,230.05700699999997
2013-02-11,230.05700699999997
2013-02-12,230.05700699999997
2013-02-13,230.05700699999997
2013-02-14,230.05700699999997
2013-02-15,230.05700699999997
2013-02-19,230.05700699999997
2013-02-20,230.05700699999997
2013-02-21,230.05700699999997
2013-02-22,230.05700699999997
2013-02-25,230.05700699999997
2013-02-26,230.05700699999997
2013-02-27,230.05700699999997
2013-02-28,230.05700699999997
2013-03-01,230.05700699999997
2013-03-04,230.05700699999997
2013-03-05,230.05700699999997
2013-03-06,230.05700699999997
2013-03-07,230.05700699999997
2013-03-08,230.05700699999997
2013-03-11,230.05700699999997
2013-03-12,230.05700699999997
2013-03-13,230.05700699999997
2013-03-14,230.05700699999997
2013-03-15,230.05700699999997
2013-03-18,230.05700699999997
2013-03-19,230.05700699999997
2013-03-20,230.05700699999997
2013-03-21,230.05700699999997
2013-03-22,230.05700699999997
2013-03-25,230.05700699999997
2013-03-26,230.05700699999997
2013-03-27,230.05700699999997
2013-03-28,230.05700699999997
2013-04-01,230.05700699999997
2013-04-02,230.05700699999997
2013-04-03,230.05700699999997
2013-04-04,230.05700699999997
2013-04-05,230.05700699999997
2013-04-08,230.05700699999997
2013-04-09,230.05700699999997
2013-04-10,230.05700699999997
