Date,GPI
1998-11-25,17.125
1998-11-27,17.25
1998-11-30,17.25
1998-12-01,17.5625
1998-12-02,18.0625
1998-12-03,17.75
1998-12-04,17.5625
1998-12-07,18.375
1998-12-08,19.625
1998-12-09,18.8125
1998-12-10,18.6875
1998-12-11,18.5
1998-12-14,18.125
1998-12-15,17.9375
1998-12-16,18.0
1998-12-17,18.125
1998-12-18,18.1875
1998-12-21,18.75
1998-12-22,19.875
1998-12-23,23.5
1998-12-24,24.0
1998-12-28,23.0
1998-12-29,23.375
1998-12-30,24.5625
1998-12-31,26.0
1999-01-04,25.0
1999-01-05,25.6875
1999-01-06,25.5
1999-01-07,25.3125
1999-01-08,25.1875
1999-01-11,25.625
1999-01-12,26.0
1999-01-13,27.0
1999-01-14,28.3125
1999-01-15,28.125
1999-01-19,29.0
1999-01-20,28.4375
1999-01-21,28.25
1999-01-22,27.75
1999-01-25,27.375
1999-01-26,28.4375
1999-01-27,28.4375
1999-01-28,28.5
1999-01-29,28.5
1999-02-01,28.25
1999-02-02,27.9375
1999-02-03,27.8125
1999-02-04,28.375
1999-02-05,28.0
1999-02-08,27.6875
1999-02-09,27.0625
1999-02-10,25.5
1999-02-11,25.9375
1999-02-12,25.25
1999-02-16,25.25
1999-02-17,25.0625
1999-02-18,24.125
1999-02-19,23.0
1999-02-22,23.0
1999-02-23,22.75
1999-02-24,22.625
1999-02-25,22.6875
1999-02-26,25.1875
1999-03-01,23.625
1999-03-02,23.375
1999-03-03,23.4375
1999-03-04,22.6875
1999-03-05,22.9375
1999-03-08,23.375
1999-03-09,23.0
1999-03-10,23.3125
1999-03-11,22.875
1999-03-12,23.0
1999-03-15,22.9375
1999-03-16,22.25
1999-03-17,22.6875
1999-03-18,21.875
1999-03-19,21.125
1999-03-22,19.625
1999-03-23,19.125
1999-03-24,19.3125
1999-03-25,19.25
1999-03-26,20.625
1999-03-29,20.1875
1999-03-30,22.5
1999-03-31,24.5625
1999-04-01,23.5625
1999-04-05,22.875
1999-04-06,22.0625
1999-04-07,22.375
1999-04-08,22.1875
1999-04-09,22.6875
1999-04-12,23.8125
1999-04-13,24.375
1999-04-14,25.5
1999-04-15,25.25
1999-04-16,25.375
1999-04-19,25.0
1999-04-20,24.125
1999-04-21,24.8125
1999-04-22,25.4375
1999-04-23,26.0625
1999-04-26,25.875
1999-04-27,26.0625
1999-04-28,26.625
1999-04-29,26.125
1999-04-30,25.75
1999-05-03,25.75
1999-05-04,26.0
1999-05-05,24.5
1999-05-06,24.8125
1999-05-07,23.625
1999-05-10,24.25
1999-05-11,25.0
1999-05-12,24.375
1999-05-13,23.9375
1999-05-14,24.0
1999-05-17,23.875
1999-05-18,24.125
1999-05-19,23.5625
1999-05-20,23.625
1999-05-21,23.5625
1999-05-24,23.1875
1999-05-25,23.0625
1999-05-26,23.9375
1999-05-27,23.5625
1999-05-28,24.8125
1999-06-01,24.4375
1999-06-02,24.125
1999-06-03,24.8125
1999-06-04,25.375
1999-06-07,25.0
1999-06-08,24.875
1999-06-09,24.125
1999-06-10,23.8125
1999-06-11,23.6875
1999-06-14,23.8125
1999-06-15,23.625
1999-06-16,22.875
1999-06-17,22.0625
1999-06-18,22.25
1999-06-21,22.1875
1999-06-22,21.75
1999-06-23,21.375
1999-06-24,21.4375
1999-06-25,21.5
1999-06-28,21.4375
1999-06-29,21.375
1999-06-30,21.125
1999-07-01,20.8125
1999-07-02,20.375
1999-07-06,20.0625
1999-07-07,19.6875
1999-07-08,20.5
1999-07-09,20.6875
1999-07-12,20.0625
1999-07-13,20.125
1999-07-14,23.0
1999-07-15,25.5
1999-07-16,24.0
1999-07-19,23.1875
1999-07-20,23.3125
1999-07-21,23.375
1999-07-22,23.5625
1999-07-23,23.5625
1999-07-26,23.125
1999-07-27,23.0
1999-07-28,23.0
1999-07-29,21.8125
1999-07-30,21.9375
1999-08-02,21.75
1999-08-03,21.125
1999-08-04,20.8125
1999-08-05,20.6875
1999-08-06,20.375
1999-08-09,20.0
1999-08-10,20.0
1999-08-11,19.25
1999-08-12,19.75
1999-08-13,19.25
1999-08-16,19.8125
1999-08-17,19.5
1999-08-18,19.4375
1999-08-19,19.3125
1999-08-20,19.125
1999-08-23,19.875
1999-08-24,22.0
1999-08-25,21.25
1999-08-26,20.75
1999-08-27,20.25
1999-08-30,18.6875
1999-08-31,18.5
1999-09-01,19.0
1999-09-02,19.375
1999-09-03,19.375
1999-09-07,20.375
1999-09-08,20.375
1999-09-09,21.0
1999-09-10,22.125
1999-09-13,21.9375
1999-09-14,21.1875
1999-09-15,20.75
1999-09-16,20.8125
1999-09-17,20.625
1999-09-20,20.5625
1999-09-21,19.5
1999-09-22,19.625
1999-09-23,19.0
1999-09-24,17.9375
1999-09-27,19.0
1999-09-28,18.5
1999-09-29,18.5
1999-09-30,18.3125
1999-10-01,17.875
1999-10-04,17.0
1999-10-05,16.4375
1999-10-06,15.9375
1999-10-07,14.5625
1999-10-08,16.5
1999-10-11,16.6875
1999-10-12,16.75
1999-10-13,17.75
1999-10-14,16.9375
1999-10-15,16.875
1999-10-18,16.0
1999-10-19,15.4375
1999-10-20,14.875
1999-10-21,15.3125
1999-10-22,16.0
1999-10-25,16.0
1999-10-26,17.25
1999-10-27,17.4375
1999-10-28,16.375
1999-10-29,16.75
1999-11-01,16.9375
1999-11-02,16.875
1999-11-03,16.6875
1999-11-04,17.9375
1999-11-05,16.6875
1999-11-08,16.4375
1999-11-09,16.6875
1999-11-10,16.625
1999-11-11,16.5625
1999-11-12,16.375
1999-11-15,16.3125
1999-11-16,16.25
1999-11-17,16.3125
1999-11-18,16.3125
1999-11-19,16.3125
1999-11-22,16.4375
1999-11-23,16.25
1999-11-24,15.9375
1999-11-26,15.5
1999-11-29,14.875
1999-11-30,14.5
1999-12-01,15.125
1999-12-02,15.625
1999-12-03,16.0
1999-12-06,16.4375
1999-12-07,16.375
1999-12-08,16.875
1999-12-09,15.875
1999-12-10,15.5625
1999-12-13,15.25
1999-12-14,14.9375
1999-12-15,14.6875
1999-12-16,14.5
1999-12-17,14.25
1999-12-20,12.9375
1999-12-21,13.25
1999-12-22,13.3125
1999-12-23,13.375
1999-12-27,13.0625
1999-12-28,13.203125
1999-12-29,14.0625
1999-12-30,13.6875
1999-12-31,13.9375
2000-01-03,13.4375
2000-01-04,13.5
2000-01-05,13.375
2000-01-06,13.3125
2000-01-07,13.9375
2000-01-10,13.5625
2000-01-11,13.8125
2000-01-12,13.4375
2000-01-13,13.875
2000-01-14,13.75
2000-01-18,13.4375
2000-01-19,13.875
2000-01-20,13.75
2000-01-21,13.6875
2000-01-24,13.4375
2000-01-25,13.125
2000-01-26,12.0
2000-01-27,13.0
2000-01-28,13.0625
2000-01-31,12.4375
2000-02-01,12.1875
2000-02-02,12.1875
2000-02-03,12.0625
2000-02-04,11.9375
2000-02-07,10.875
2000-02-08,11.625
2000-02-09,10.3125
2000-02-10,10.75
2000-02-11,10.5
2000-02-14,10.9375
2000-02-15,12.375
2000-02-16,13.5
2000-02-17,12.75
2000-02-18,11.875
2000-02-22,11.625
2000-02-23,10.625
2000-02-24,10.375
2000-02-25,10.5
2000-02-28,10.75
2000-02-29,9.75
2000-03-01,11.125
2000-03-02,12.75
2000-03-03,13.8125
2000-03-06,13.6875
2000-03-07,13.5
2000-03-08,13.5
2000-03-09,12.9375
2000-03-10,12.75
2000-03-13,12.5
2000-03-14,13.0
2000-03-15,12.875
2000-03-16,12.9375
2000-03-17,12.8125
2000-03-20,12.1875
2000-03-21,12.1875
2000-03-22,12.75
2000-03-23,12.5
2000-03-24,12.25
2000-03-27,12.4375
2000-03-28,11.9375
2000-03-29,11.875
2000-03-30,12.0625
2000-03-31,11.625
2000-04-03,11.8125
2000-04-04,11.125
2000-04-05,11.5
2000-04-06,12.1875
2000-04-07,12.75
2000-04-10,12.625
2000-04-11,12.3125
2000-04-12,12.1875
2000-04-13,12.125
2000-04-14,11.5625
2000-04-17,11.625
2000-04-18,11.75
2000-04-19,11.6875
2000-04-20,11.0625
2000-04-24,11.125
2000-04-25,10.875
2000-04-26,11.6875
2000-04-27,11.5625
2000-04-28,11.875
2000-05-01,12.9375
2000-05-02,12.875
2000-05-03,13.125
2000-05-04,15.4375
2000-05-05,16.5
2000-05-08,13.9375
2000-05-09,13.6875
2000-05-10,12.625
2000-05-11,12.1875
2000-05-12,11.9375
2000-05-15,12.0
2000-05-16,11.6875
2000-05-17,12.0
2000-05-18,12.0625
2000-05-19,12.0
2000-05-22,12.0
2000-05-23,12.75
2000-05-24,12.125
2000-05-25,11.9375
2000-05-26,11.625
2000-05-30,11.5625
2000-05-31,11.5
2000-06-01,12.25
2000-06-02,12.125
2000-06-05,11.75
2000-06-06,12.0
2000-06-07,12.1875
2000-06-08,11.625
2000-06-09,12.0
2000-06-12,12.0
2000-06-13,11.5625
2000-06-14,11.875
2000-06-15,11.8125
2000-06-16,12.625
2000-06-19,12.5
2000-06-20,12.0
2000-06-21,11.9375
2000-06-22,11.6875
2000-06-23,11.625
2000-06-26,11.9375
2000-06-27,11.375
2000-06-28,11.9375
2000-06-29,11.125
2000-06-30,12.0
2000-07-03,11.9375
2000-07-05,11.625
2000-07-06,11.375
2000-07-07,10.875
2000-07-10,11.125
2000-07-11,10.875
2000-07-12,10.9375
2000-07-13,10.875
2000-07-14,11.0
2000-07-17,11.0
2000-07-18,11.0
2000-07-19,10.8125
2000-07-20,10.9375
2000-07-21,10.875
2000-07-24,10.8125
2000-07-25,10.75
2000-07-26,11.0
2000-07-27,12.125
2000-07-28,12.0
2000-07-31,11.9375
2000-08-01,11.125
2000-08-02,11.4375
2000-08-03,11.0625
2000-08-04,11.0
2000-08-07,11.125
2000-08-08,11.0
2000-08-09,10.875
2000-08-10,10.5625
2000-08-11,11.0
2000-08-14,10.6875
2000-08-15,10.875
2000-08-16,11.0
2000-08-17,11.0
2000-08-18,10.875
2000-08-21,10.9375
2000-08-22,10.9375
2000-08-23,11.1875
2000-08-24,11.125
2000-08-25,11.0625
2000-08-28,11.0625
2000-08-29,11.0
2000-08-30,10.9375
2000-08-31,11.0
2000-09-01,11.0625
2000-09-05,11.0
2000-09-06,11.0
2000-09-07,11.0
2000-09-08,10.9375
2000-09-11,10.9375
2000-09-12,10.6875
2000-09-13,10.5
2000-09-14,10.1875
2000-09-15,9.6875
2000-09-18,10.375
2000-09-19,10.25
2000-09-20,10.0
2000-09-21,9.875
2000-09-22,9.875
2000-09-25,10.0
2000-09-26,10.0
2000-09-27,10.5
2000-09-28,10.75
2000-09-29,10.875
2000-10-02,10.5625
2000-10-03,10.375
2000-10-04,10.625
2000-10-05,10.125
2000-10-06,9.875
2000-10-09,9.375
2000-10-10,9.3125
2000-10-11,9.25
2000-10-12,9.25
2000-10-13,9.5
2000-10-16,9.0625
2000-10-17,9.4375
2000-10-18,10.25
2000-10-19,9.9375
2000-10-20,10.0
2000-10-23,9.875
2000-10-24,9.9375
2000-10-25,9.875
2000-10-26,10.0
2000-10-27,9.875
2000-10-30,9.75
2000-10-31,9.9375
2000-11-01,9.3125
2000-11-02,9.4375
2000-11-03,9.8125
2000-11-06,9.6875
2000-11-07,9.375
2000-11-08,9.375
2000-11-09,9.375
2000-11-10,9.25
2000-11-13,9.1875
2000-11-14,9.375
2000-11-15,9.625
2000-11-16,9.1875
2000-11-17,9.375
2000-11-20,9.3125
2000-11-21,9.0625
2000-11-22,9.1875
2000-11-24,9.25
2000-11-27,9.0625
2000-11-28,9.25
2000-11-29,9.1875
2000-11-30,9.0
2000-12-01,9.125
2000-12-04,9.0
2000-12-05,9.0
2000-12-06,9.1875
2000-12-07,9.1875
2000-12-08,9.25
2000-12-11,9.4375
2000-12-12,9.0625
2000-12-13,9.0625
2000-12-14,8.75
2000-12-15,8.75
2000-12-18,8.5
2000-12-19,8.5625
2000-12-20,8.25
2000-12-21,8.125
2000-12-22,8.1875
2000-12-26,8.3125
2000-12-27,8.875
2000-12-28,9.0
2000-12-29,9.375
2001-01-02,8.5
2001-01-03,8.5
2001-01-04,8.5
2001-01-05,8.25
2001-01-08,8.1875
2001-01-09,8.25
2001-01-10,8.25
2001-01-11,8.8125
2001-01-12,9.1875
2001-01-16,8.625
2001-01-17,9.0
2001-01-18,9.5
2001-01-19,9.625
2001-01-22,10.125
2001-01-23,10.5
2001-01-24,10.5
2001-01-25,10.4375
2001-01-26,10.3125
2001-01-29,10.88
2001-01-30,10.5
2001-01-31,10.65
2001-02-01,10.45
2001-02-02,10.05
2001-02-05,9.4
2001-02-06,9.95
2001-02-07,9.79
2001-02-08,9.7
2001-02-09,9.76
2001-02-12,10.0
2001-02-13,9.9
2001-02-14,10.0
2001-02-15,10.65
2001-02-16,11.0
2001-02-20,11.2
2001-02-21,11.31
2001-02-22,11.45
2001-02-23,12.2
2001-02-26,12.76
2001-02-27,12.5
2001-02-28,12.4
2001-03-01,12.4
2001-03-02,12.0
2001-03-05,11.92
2001-03-06,11.85
2001-03-07,12.05
2001-03-08,12.6
2001-03-09,12.35
2001-03-12,12.36
2001-03-13,12.52
2001-03-14,12.63
2001-03-15,12.62
2001-03-16,12.6
2001-03-19,12.9
2001-03-20,12.2
2001-03-21,11.95
2001-03-22,11.8
2001-03-23,11.91
2001-03-26,11.85
2001-03-27,11.8
2001-03-28,11.8
2001-03-29,11.85
2001-03-30,12.55
2001-04-02,12.25
2001-04-03,12.3
2001-04-04,13.0
2001-04-05,13.8
2001-04-06,13.91
2001-04-09,14.35
2001-04-10,14.81
2001-04-11,15.0
2001-04-12,14.45
2001-04-16,14.0
2001-04-17,14.4
2001-04-18,14.3
2001-04-19,14.55
2001-04-20,14.75
2001-04-23,15.5
2001-04-24,18.5
2001-04-25,19.0
2001-04-26,18.309998999999998
2001-04-27,18.200001
2001-04-30,18.5
2001-05-01,18.4
2001-05-02,18.35
2001-05-03,18.4
2001-05-04,17.77
2001-05-07,18.57
2001-05-08,19.809998999999998
2001-05-09,19.950001
2001-05-10,19.719998999999998
2001-05-11,19.65
2001-05-14,19.9
2001-05-15,21.5
2001-05-16,22.5
2001-05-17,21.469998999999998
2001-05-18,22.67
2001-05-21,24.4
2001-05-22,24.9
2001-05-23,23.52
2001-05-24,24.450001
2001-05-25,25.049999
2001-05-29,24.99
2001-05-30,24.440001000000002
2001-05-31,25.5
2001-06-01,25.5
2001-06-04,25.860001
2001-06-05,26.360001
2001-06-06,26.0
2001-06-07,22.290001
2001-06-08,22.33
2001-06-11,23.1
2001-06-12,25.700001
2001-06-13,25.299999
2001-06-14,25.6
2001-06-15,25.219998999999998
2001-06-18,26.200001
2001-06-19,26.450001
2001-06-20,26.0
2001-06-21,26.290001
2001-06-22,25.799999
2001-06-25,25.280001000000002
2001-06-26,26.5
2001-06-27,28.5
2001-06-28,28.9
2001-06-29,29.6
2001-07-02,29.200001
2001-07-03,29.15
2001-07-05,29.65
2001-07-06,29.450001
2001-07-09,28.5
2001-07-10,28.1
2001-07-11,27.65
2001-07-12,28.200001
2001-07-13,29.5
2001-07-16,29.639999
2001-07-17,29.85
2001-07-18,32.200001
2001-07-19,29.4
2001-07-20,29.75
2001-07-23,29.9
2001-07-24,28.0
2001-07-25,27.27
2001-07-26,27.85
2001-07-27,29.0
2001-07-30,30.200001
2001-07-31,31.809998999999998
2001-08-01,34.5
2001-08-02,33.950001
2001-08-03,33.650002
2001-08-06,32.25
2001-08-07,31.85
2001-08-08,32.0
2001-08-09,32.0
2001-08-10,31.1
2001-08-13,30.219998999999998
2001-08-14,29.49
2001-08-15,30.290001
2001-08-16,26.299999
2001-08-17,28.0
2001-08-20,27.5
2001-08-21,27.65
2001-08-22,28.0
2001-08-23,27.799999
2001-08-24,28.5
2001-08-27,28.65
2001-08-28,28.559998999999998
2001-08-29,28.469998999999998
2001-08-30,28.360001
2001-08-31,29.5
2001-09-04,30.9
2001-09-05,30.67
2001-09-06,30.73
2001-09-07,30.1
2001-09-10,29.719998999999998
2001-09-17,21.950001
2001-09-18,21.5
2001-09-19,22.6
2001-09-20,22.5
2001-09-21,20.950001
2001-09-24,22.15
2001-09-25,23.110001
2001-09-26,23.5
2001-09-27,24.969998999999998
2001-09-28,26.549999
2001-10-01,27.700001
2001-10-02,27.25
2001-10-03,31.9
2001-10-04,31.9
2001-10-05,30.33
2001-10-08,32.0
2001-10-09,31.540001
2001-10-10,32.240002000000004
2001-10-11,32.25
2001-10-12,32.599998
2001-10-15,32.700001
2001-10-16,33.25
2001-10-17,33.560001
2001-10-18,32.610001000000004
2001-10-19,33.150002
2001-10-22,33.23
2001-10-23,32.400002
2001-10-24,31.799999
2001-10-25,34.400002
2001-10-26,28.309998999999998
2001-10-29,26.1
2001-10-30,26.01
2001-10-31,26.799999
2001-11-01,28.450001
2001-11-02,28.5
2001-11-05,29.209999
2001-11-06,29.280001000000002
2001-11-07,28.799999
2001-11-08,27.5
2001-11-09,26.1
2001-11-12,26.77
2001-11-13,28.389999
2001-11-14,28.690001000000002
2001-11-15,28.540001
2001-11-16,27.120001000000002
2001-11-19,27.99
2001-11-20,27.049999
2001-11-21,28.0
2001-11-23,29.09
2001-11-26,30.110001
2001-11-27,30.74
2001-11-28,30.01
2001-11-29,30.6
2001-11-30,31.18
2001-12-03,29.860001
2001-12-04,31.5
2001-12-05,32.0
2001-12-06,32.689999
2001-12-07,33.200001
2001-12-10,32.380001
2001-12-11,32.810001
2001-12-12,31.27
2001-12-13,31.280001000000002
2001-12-14,31.75
2001-12-17,31.959999
2001-12-18,31.18
2001-12-19,30.4
2001-12-20,29.299999
2001-12-21,28.5
2001-12-24,27.4
2001-12-26,25.950001
2001-12-27,27.99
2001-12-28,28.530001000000002
2001-12-31,28.51
2002-01-02,27.99
2002-01-03,28.360001
2002-01-04,29.200001
2002-01-07,29.5
2002-01-08,30.0
2002-01-09,29.969998999999998
2002-01-10,30.5
2002-01-11,29.059998999999998
2002-01-14,28.75
2002-01-15,28.969998999999998
2002-01-16,25.83
2002-01-17,26.65
2002-01-18,27.75
2002-01-22,26.0
2002-01-23,27.1
2002-01-24,26.76
2002-01-25,27.35
2002-01-28,27.139999
2002-01-29,26.6
2002-01-30,27.35
2002-01-31,28.75
2002-02-01,29.16
2002-02-04,29.4
2002-02-05,29.9
2002-02-06,31.059998999999998
2002-02-07,31.91
2002-02-08,32.080002
2002-02-11,31.51
2002-02-12,30.01
2002-02-13,30.940001000000002
2002-02-14,32.349998
2002-02-15,32.259997999999996
2002-02-19,31.360001
2002-02-20,31.74
2002-02-21,31.6
2002-02-22,31.969998999999998
2002-02-25,33.830002
2002-02-26,34.5
2002-02-27,36.450001
2002-02-28,37.529999
2002-03-01,38.0
2002-03-04,39.900002
2002-03-05,39.130001
2002-03-06,39.560001
2002-03-07,40.700001
2002-03-08,40.040001000000004
2002-03-11,41.389998999999996
2002-03-12,42.330002
2002-03-13,40.049999
2002-03-14,38.400002
2002-03-15,39.75
2002-03-18,39.950001
2002-03-19,39.790001000000004
2002-03-20,39.950001
2002-03-21,39.099998
2002-03-22,38.369999
2002-03-25,38.919998
2002-03-26,40.16
2002-03-27,39.98
2002-03-28,39.049999
2002-04-01,38.57
2002-04-02,37.700001
2002-04-03,37.0
2002-04-04,37.099998
2002-04-05,38.189999
2002-04-08,39.48
2002-04-09,41.290001000000004
2002-04-10,43.099998
2002-04-11,41.0
2002-04-12,41.599998
2002-04-15,41.939999
2002-04-16,41.98
2002-04-17,41.849998
2002-04-18,41.669998
2002-04-19,42.23
2002-04-22,44.84
2002-04-23,43.0
2002-04-24,45.200001
2002-04-25,44.0
2002-04-26,43.5
2002-04-29,42.389998999999996
2002-04-30,43.84
2002-05-01,46.549999
2002-05-02,47.700001
2002-05-03,49.119999
2002-05-06,49.779999
2002-05-07,48.349998
2002-05-08,47.52
2002-05-09,50.02
2002-05-10,50.150002
2002-05-13,49.48
2002-05-14,49.200001
2002-05-15,49.709998999999996
2002-05-16,49.220001
2002-05-17,48.549999
2002-05-20,48.75
2002-05-21,46.599998
2002-05-22,44.25
2002-05-23,46.259997999999996
2002-05-24,45.549999
2002-05-28,45.099998
2002-05-29,44.0
2002-05-30,41.849998
2002-05-31,42.75
2002-06-03,40.279999
2002-06-04,38.150002
2002-06-05,39.75
2002-06-06,39.299999
2002-06-07,40.490002000000004
2002-06-10,39.779999
2002-06-11,39.189999
2002-06-12,38.560001
2002-06-13,37.099998
2002-06-14,36.349998
2002-06-17,38.5
2002-06-18,38.25
2002-06-19,39.009997999999996
2002-06-20,38.790001000000004
2002-06-21,40.200001
2002-06-24,38.490002000000004
2002-06-25,37.279999
2002-06-26,36.099998
2002-06-27,36.950001
2002-06-28,38.150002
2002-07-01,35.950001
2002-07-02,34.009997999999996
2002-07-03,33.849998
2002-07-05,36.0
2002-07-08,36.360001000000004
2002-07-09,36.27
2002-07-10,34.400002
2002-07-11,33.59
2002-07-12,32.540001000000004
2002-07-15,30.75
2002-07-16,29.299999
2002-07-17,30.0
2002-07-18,30.0
2002-07-19,28.1
2002-07-22,26.99
2002-07-23,25.65
2002-07-24,26.969998999999998
2002-07-25,25.9
2002-07-26,26.0
2002-07-29,28.16
2002-07-30,27.780001000000002
2002-07-31,26.66
2002-08-01,26.02
2002-08-02,25.200001
2002-08-05,23.43
2002-08-06,24.719998999999998
2002-08-07,24.860001
2002-08-08,24.25
2002-08-09,24.639999
2002-08-12,23.92
2002-08-13,25.0
2002-08-14,26.1
2002-08-15,27.1
2002-08-16,27.9
2002-08-19,28.450001
2002-08-20,28.18
2002-08-21,28.299999
2002-08-22,28.48
2002-08-23,27.9
2002-08-26,28.120001000000002
2002-08-27,28.15
2002-08-28,27.01
2002-08-29,27.299999
