Date,INWK
2011-08-22,6.85
2011-08-23,7.36
2011-08-24,7.36
2011-08-25,7.21
2011-08-26,7.46
2011-08-29,7.83
2011-08-30,7.7
2011-08-31,7.58
2011-09-01,7.52
2011-09-02,7.38
2011-09-06,7.25
2011-09-07,7.87
2011-09-08,7.63
2011-09-09,7.69
2011-09-12,8.0
2011-09-13,8.04
2011-09-14,8.24
2011-09-15,8.08
2011-09-16,7.97
2011-09-19,7.86
2011-09-20,7.58
2011-09-21,7.42
2011-09-22,7.38
2011-09-23,7.6
2011-09-26,7.76
2011-09-27,7.77
2011-09-28,7.48
2011-09-29,7.74
2011-09-30,7.84
2011-10-03,7.31
2011-10-04,8.46
2011-10-05,8.14
2011-10-06,8.19
2011-10-07,7.91
2011-10-10,8.08
2011-10-11,8.0
2011-10-12,8.1
2011-10-13,8.12
2011-10-14,8.48
2011-10-17,7.98
2011-10-18,8.4
2011-10-19,7.95
2011-10-20,8.15
2011-10-21,8.4
2011-10-24,8.45
2011-10-25,8.37
2011-10-26,8.56
2011-10-27,9.43
2011-10-28,9.27
2011-10-31,9.05
2011-11-01,8.69
2011-11-02,8.95
2011-11-03,9.3
2011-11-04,9.48
2011-11-07,9.22
2011-11-08,9.39
2011-11-09,8.73
2011-11-10,8.75
2011-11-11,8.82
2011-11-14,8.67
2011-11-15,8.8
2011-11-16,8.7
2011-11-17,8.41
2011-11-18,8.68
2011-11-21,8.61
2011-11-22,8.61
2011-11-23,8.42
2011-11-25,8.38
2011-11-28,8.5
2011-11-29,8.48
2011-11-30,9.08
2011-12-01,8.87
2011-12-02,9.21
2011-12-05,9.3
2011-12-06,9.3
2011-12-07,9.48
2011-12-08,9.29
2011-12-09,9.5
2011-12-12,9.61
2011-12-13,9.66
2011-12-14,9.59
2011-12-15,9.73
2011-12-16,9.6
2011-12-19,9.37
2011-12-20,9.5
2011-12-21,9.68
2011-12-22,9.62
2011-12-23,9.53
2011-12-27,9.7
2011-12-28,9.38
2011-12-29,9.52
2011-12-30,9.31
2012-01-03,9.57
2012-01-04,9.6
2012-01-05,9.71
2012-01-06,9.65
2012-01-09,9.6
2012-01-10,9.69
2012-01-11,9.73
2012-01-12,9.97
2012-01-13,10.0
2012-01-17,9.95
2012-01-18,9.95
2012-01-19,10.03
2012-01-20,10.14
2012-01-23,10.25
2012-01-24,10.37
2012-01-25,10.53
2012-01-26,10.9
2012-01-27,10.98
2012-01-30,11.02
2012-01-31,11.03
2012-02-01,10.88
2012-02-02,11.13
2012-02-03,11.58
2012-02-06,11.6
2012-02-07,11.59
2012-02-08,11.7
2012-02-09,11.73
2012-02-10,11.64
2012-02-13,12.01
2012-02-14,11.78
2012-02-15,11.65
2012-02-16,11.62
2012-02-17,11.44
2012-02-21,11.75
2012-02-22,11.57
2012-02-23,11.7
2012-02-24,11.4
2012-02-27,11.33
2012-02-28,11.28
2012-02-29,11.4
2012-03-01,11.04
2012-03-02,10.78
2012-03-05,11.02
2012-03-06,10.92
2012-03-07,11.03
2012-03-08,11.37
2012-03-09,11.63
2012-03-12,11.6
2012-03-13,12.07
2012-03-14,11.77
2012-03-15,11.97
2012-03-16,11.98
2012-03-19,11.91
2012-03-20,11.75
2012-03-21,11.75
2012-03-22,11.53
2012-03-23,11.58
2012-03-26,12.0
2012-03-27,11.66
2012-03-28,11.97
2012-03-29,11.9
2012-03-30,11.65
2012-04-02,11.82
2012-04-03,11.78
2012-04-04,11.66
2012-04-05,11.74
2012-04-09,11.17
2012-04-10,10.42
2012-04-11,10.64
2012-04-12,10.5
2012-04-13,10.99
2012-04-16,11.25
2012-04-17,11.34
2012-04-18,11.15
2012-04-19,11.24
2012-04-20,11.38
2012-04-23,11.32
2012-04-24,11.4
2012-04-25,11.45
2012-04-26,11.57
2012-04-27,11.56
2012-04-30,11.51
2012-05-01,11.5
2012-05-02,11.82
2012-05-03,11.82
2012-05-04,10.49
2012-05-07,10.43
2012-05-08,10.95
2012-05-09,11.01
2012-05-10,11.04
2012-05-11,11.04
2012-05-14,11.01
2012-05-15,11.15
2012-05-16,11.33
2012-05-17,11.21
2012-05-18,11.26
2012-05-21,11.49
2012-05-22,11.48
2012-05-23,11.79
2012-05-24,11.53
2012-05-25,11.2
2012-05-29,11.81
2012-05-30,11.78
2012-05-31,11.79
2012-06-01,11.58
2012-06-04,11.73
2012-06-05,11.79
2012-06-06,11.72
2012-06-07,11.77
2012-06-08,13.18
2012-06-11,12.3
2012-06-12,12.16
2012-06-13,12.22
2012-06-14,11.99
2012-06-15,12.19
2012-06-18,12.46
2012-06-19,12.81
2012-06-20,13.24
2012-06-21,13.1
2012-06-22,13.46
2012-06-25,13.16
2012-06-26,12.95
2012-06-27,13.09
2012-06-28,13.02
2012-06-29,13.53
2012-07-02,13.92
2012-07-03,12.76
2012-07-05,13.09
2012-07-06,12.69
2012-07-09,12.66
2012-07-10,12.43
2012-07-11,12.52
2012-07-12,12.51
2012-07-13,12.44
2012-07-16,12.4
2012-07-17,12.44
2012-07-18,12.02
2012-07-19,11.81
2012-07-20,11.56
2012-07-23,11.67
2012-07-24,11.72
2012-07-25,11.79
2012-07-26,11.67
2012-07-27,11.92
2012-07-30,11.67
2012-07-31,11.99
2012-08-01,11.86
2012-08-02,11.76
2012-08-03,11.92
2012-08-06,12.24
2012-08-07,12.33
2012-08-08,12.21
2012-08-09,11.78
2012-08-10,11.98
2012-08-13,12.03
2012-08-14,12.15
2012-08-15,12.12
2012-08-16,12.12
2012-08-17,12.2
2012-08-20,12.18
2012-08-21,12.57
2012-08-22,12.84
2012-08-23,12.83
2012-08-24,13.03
2012-08-27,12.66
2012-08-28,12.19
2012-08-29,12.4
2012-08-30,12.02
2012-08-31,12.05
2012-09-04,12.1
2012-09-05,12.33
2012-09-06,12.31
2012-09-07,12.35
2012-09-10,12.49
2012-09-11,12.21
2012-09-12,12.25
2012-09-13,12.17
2012-09-14,12.24
2012-09-17,12.12
2012-09-18,12.1
2012-09-19,12.18
2012-09-20,12.13
2012-09-21,12.21
2012-09-24,12.23
2012-09-25,12.6
2012-09-26,12.67
2012-09-27,12.97
2012-09-28,13.02
2012-10-01,13.56
2012-10-02,14.04
2012-10-03,14.38
2012-10-04,14.32
2012-10-05,14.25
2012-10-08,14.8
2012-10-09,14.96
2012-10-10,14.62
2012-10-11,14.6
2012-10-12,14.39
2012-10-15,14.59
2012-10-16,14.7
2012-10-17,14.48
2012-10-18,14.39
2012-10-19,14.15
2012-10-22,14.1
2012-10-23,14.36
2012-10-24,14.44
2012-10-25,14.28
2012-10-26,14.38
2012-10-31,14.4
2012-11-01,14.66
2012-11-02,14.45
2012-11-05,14.27
2012-11-06,14.61
2012-11-07,14.49
2012-11-08,14.25
2012-11-09,12.79
2012-11-12,12.75
2012-11-13,12.68
2012-11-14,12.33
2012-11-15,12.49
2012-11-16,12.59
2012-11-19,12.6
2012-11-20,12.58
2012-11-21,12.67
2012-11-23,12.94
2012-11-26,12.65
2012-11-27,12.7
2012-11-28,12.57
2012-11-29,13.0
2012-11-30,13.01
2012-12-03,13.02
2012-12-04,12.99
2012-12-05,12.77
2012-12-06,12.96
2012-12-07,12.86
2012-12-10,13.14
2012-12-11,13.32
2012-12-12,13.2
2012-12-13,13.19
2012-12-14,12.93
2012-12-17,13.09
2012-12-18,13.32
2012-12-19,13.47
2012-12-20,13.56
2012-12-21,13.39
2012-12-24,13.0
2012-12-26,13.27
2012-12-27,13.87
2012-12-28,13.87
2012-12-31,13.78
2013-01-02,14.3
2013-01-03,14.08
2013-01-04,14.68
2013-01-07,14.4
2013-01-08,14.33
2013-01-09,14.44
2013-01-10,14.54
2013-01-11,14.35
2013-01-14,14.19
2013-01-15,14.2
2013-01-16,14.23
2013-01-17,14.26
2013-01-18,14.33
2013-01-22,14.5
2013-01-23,14.34
2013-01-24,14.55
2013-01-25,14.49
2013-01-28,14.28
2013-01-29,14.37
2013-01-30,13.84
2013-01-31,13.91
2013-02-01,13.9
2013-02-04,13.45
2013-02-05,13.45
2013-02-06,13.49
2013-02-07,13.55
2013-02-08,13.69
2013-02-11,13.47
2013-02-12,13.67
2013-02-13,13.6
2013-02-14,13.2
2013-02-15,13.82
2013-02-19,14.35
2013-02-20,14.39
2013-02-21,14.2
2013-02-22,15.1
2013-02-25,14.67
2013-02-26,14.94
2013-02-27,14.78
2013-02-28,14.77
2013-03-01,15.08
2013-03-04,15.02
2013-03-05,14.96
2013-03-06,14.99
2013-03-07,15.07
2013-03-08,15.64
2013-03-11,15.02
2013-03-12,14.93
2013-03-13,15.08
2013-03-14,15.09
2013-03-15,15.05
2013-03-18,15.04
2013-03-19,14.88
2013-03-20,15.07
2013-03-21,14.94
2013-03-22,15.01
2013-03-25,14.72
2013-03-26,14.86
2013-03-27,14.79
2013-03-28,15.14
2013-04-01,14.91
2013-04-02,14.77
2013-04-03,14.09
2013-04-04,14.08
2013-04-05,13.88
2013-04-08,14.06
2013-04-09,14.0
2013-04-10,14.04
2013-04-11,14.18
2013-04-12,14.02
2013-04-15,13.81
2013-04-16,14.03
2013-04-17,10.48
2013-04-18,10.53
2013-04-19,10.98
2013-04-22,11.22
2013-04-23,11.61
2013-04-24,11.09
2013-04-25,10.71
2013-04-26,10.85
2013-04-29,10.4
2013-04-30,10.07
2013-05-01,9.84
2013-05-02,9.92
2013-05-03,9.83
2013-05-06,10.05
2013-05-07,10.31
2013-05-08,10.39
2013-05-09,10.25
2013-05-10,10.47
2013-05-13,10.16
2013-05-14,10.73
2013-05-15,10.76
2013-05-16,10.79
2013-05-17,10.81
2013-05-20,10.99
2013-05-21,10.94
2013-05-22,10.73
2013-05-23,10.8
2013-05-24,11.03
2013-05-28,11.21
2013-05-29,11.16
2013-05-30,11.01
2013-05-31,10.84
2013-06-03,11.0
2013-06-04,10.65
2013-06-05,10.3
2013-06-06,10.42
2013-06-07,10.25
2013-06-10,10.48
2013-06-11,10.31
2013-06-12,10.6
2013-06-13,10.91
2013-06-14,11.05
2013-06-17,11.28
2013-06-18,11.47
2013-06-19,11.46
2013-06-20,11.35
2013-06-21,11.53
2013-06-24,11.27
2013-06-25,11.14
2013-06-26,11.01
2013-06-27,10.94
2013-06-28,10.85
2013-07-01,11.1
2013-07-02,11.42
2013-07-03,11.19
2013-07-05,11.15
2013-07-08,11.17
2013-07-09,11.0
2013-07-10,11.0
2013-07-11,11.0
2013-07-12,10.94
2013-07-15,10.92
2013-07-16,10.84
2013-07-17,10.99
2013-07-18,11.05
2013-07-19,11.14
2013-07-22,11.1
2013-07-23,11.23
2013-07-24,11.35
2013-07-25,11.5
2013-07-26,11.67
2013-07-29,11.62
2013-07-30,11.55
2013-07-31,11.68
2013-08-01,12.03
2013-08-02,11.96
2013-08-05,11.93
2013-08-06,11.77
2013-08-07,11.49
2013-08-08,11.41
2013-08-09,11.93
2013-08-12,11.84
2013-08-13,11.71
2013-08-14,11.48
2013-08-15,10.74
2013-08-16,10.59
2013-08-19,10.22
2013-08-20,10.4
2013-08-21,10.35
2013-08-22,10.45
2013-08-23,10.32
2013-08-26,10.39
2013-08-27,10.24
2013-08-28,10.24
2013-08-29,10.49
2013-08-30,10.27
2013-09-03,10.61
2013-09-04,11.06
2013-09-05,11.01
2013-09-06,11.02
2013-09-09,11.03
2013-09-10,11.03
2013-09-11,10.9
2013-09-12,10.77
2013-09-13,10.72
2013-09-16,10.47
2013-09-17,10.57
2013-09-18,10.8
2013-09-19,10.77
2013-09-20,10.55
2013-09-23,10.26
2013-09-24,10.01
2013-09-25,10.01
2013-09-26,9.98
2013-09-27,9.95
2013-09-30,9.82
2013-10-01,9.84
2013-10-02,9.7
2013-10-03,9.6
2013-10-04,9.6
2013-10-07,9.49
2013-10-08,9.31
2013-10-09,9.32
2013-10-10,9.46
2013-10-11,9.56
2013-10-14,9.45
2013-10-15,9.33
2013-10-16,9.26
2013-10-17,9.47
2013-10-18,9.75
2013-10-21,9.99
2013-10-22,10.02
2013-10-23,10.2
2013-10-24,10.35
2013-10-25,10.29
2013-10-28,10.21
2013-10-29,10.01
2013-10-30,9.81
2013-10-31,9.57
2013-11-01,9.52
2013-11-04,9.64
2013-11-05,9.49
2013-11-06,9.49
2013-11-07,5.64
2013-11-08,5.74
2013-11-11,6.01
2013-11-12,6.1
2013-11-13,6.31
2013-11-14,6.26
2013-11-15,6.57
2013-11-18,6.79
2013-11-19,6.77
2013-11-20,6.78
2013-11-21,6.95
2013-11-22,6.89
2013-11-25,6.97
2013-11-26,7.0
2013-11-27,6.9
2013-11-29,6.88
2013-12-02,6.48
2013-12-03,6.56
2013-12-04,6.67
2013-12-05,6.78
2013-12-06,6.71
2013-12-09,6.94
2013-12-10,6.9
2013-12-11,6.92
2013-12-12,7.05
2013-12-13,7.27
2013-12-16,7.27
2013-12-17,7.3
2013-12-18,7.2
2013-12-19,7.16
2013-12-20,7.71
2013-12-23,7.99
2013-12-24,7.87
2013-12-26,7.59
2013-12-27,7.73
2013-12-30,7.78
2013-12-31,7.79
2014-01-02,7.84
2014-01-03,7.91
2014-01-06,7.9
2014-01-07,7.82
2014-01-08,7.7
2014-01-09,7.51
2014-01-10,7.3
2014-01-13,7.39
2014-01-14,7.4
2014-01-15,7.48
2014-01-16,7.35
2014-01-17,7.18
2014-01-21,7.54
2014-01-22,7.5
2014-01-23,7.5
2014-01-24,7.4
2014-01-27,7.25
2014-01-28,7.35
2014-01-29,7.35
2014-01-30,7.46
2014-01-31,7.54
2014-02-03,7.17
2014-02-04,7.12
2014-02-05,7.06
2014-02-06,7.43
2014-02-07,7.46
2014-02-10,7.53
2014-02-11,7.57
2014-02-12,7.61
2014-02-13,7.64
2014-02-14,7.67
2014-02-18,7.7
2014-02-19,7.92
2014-02-20,7.65
2014-02-21,7.78
2014-02-24,7.79
2014-02-25,7.86
2014-02-26,7.84
2014-02-27,8.05
2014-02-28,7.88
2014-03-03,7.97
2014-03-04,8.21
2014-03-05,8.11
2014-03-06,8.05
2014-03-07,8.05
2014-03-10,8.27
2014-03-11,8.19
2014-03-12,8.19
2014-03-13,8.03
2014-03-14,7.96
2014-03-17,7.97
2014-03-18,8.14
2014-03-19,8.09
2014-03-20,8.2
2014-03-21,8.17
2014-03-24,8.05
2014-03-25,7.98
2014-03-26,7.79
2014-03-27,7.6
2014-03-28,7.52
2014-03-31,7.66
2014-04-01,7.67
2014-04-02,7.83
2014-04-03,7.78
2014-04-04,7.44
2014-04-07,7.3
2014-04-08,7.28
2014-04-09,7.54
2014-04-10,7.42
2014-04-11,7.27
2014-04-14,7.32
2014-04-15,7.32
2014-04-16,7.4
2014-04-17,7.54
2014-04-21,7.56
2014-04-22,7.88
2014-04-23,7.68
2014-04-24,7.71
2014-04-25,7.34
2014-04-28,7.24
2014-04-29,7.28
2014-04-30,7.2
2014-05-01,7.17
2014-05-02,7.1
2014-05-05,7.13
2014-05-06,7.09
2014-05-07,7.14
2014-05-08,7.05
2014-05-09,7.12
2014-05-12,7.36
2014-05-13,7.8
2014-05-14,7.55
2014-05-15,7.44
2014-05-16,7.35
2014-05-19,7.55
2014-05-20,7.5
2014-05-21,7.51
2014-05-22,7.59
2014-05-23,7.67
2014-05-27,7.82
2014-05-28,7.69
2014-05-29,7.72
2014-05-30,7.53
2014-06-02,7.44
2014-06-03,7.31
2014-06-04,7.29
2014-06-05,7.59
2014-06-06,7.71
2014-06-09,7.66
2014-06-10,7.44
2014-06-11,7.41
2014-06-12,7.18
2014-06-13,7.18
2014-06-16,7.05
2014-06-17,7.03
2014-06-18,7.1
2014-06-19,7.07
2014-06-20,7.15
2014-06-23,7.07
2014-06-24,7.83
2014-06-25,7.99
2014-06-26,8.19
2014-06-27,8.46
2014-06-30,8.5
2014-07-01,8.42
2014-07-02,8.29
2014-07-03,8.39
2014-07-07,8.25
2014-07-08,8.17
2014-07-09,8.33
2014-07-10,8.24
2014-07-11,8.09
2014-07-14,8.13
2014-07-15,8.18
2014-07-16,8.17
2014-07-17,8.02
2014-07-18,8.16
2014-07-21,7.99
2014-07-22,8.43
2014-07-23,8.28
2014-07-24,8.29
2014-07-25,8.22
2014-07-28,8.25
2014-07-29,8.32
2014-07-30,8.3
2014-07-31,8.15
2014-08-01,8.26
2014-08-04,8.29
2014-08-05,8.36
2014-08-06,8.67
2014-08-07,8.77
2014-08-08,8.71
2014-08-11,8.92
2014-08-12,8.72
2014-08-13,8.7
2014-08-14,8.75
2014-08-15,8.63
2014-08-18,8.76
2014-08-19,8.72
2014-08-20,8.52
2014-08-21,8.56
2014-08-22,8.51
2014-08-25,8.61
2014-08-26,8.72
2014-08-27,8.68
2014-08-28,8.48
2014-08-29,8.67
2014-09-02,8.7
2014-09-03,8.48
2014-09-04,8.53
2014-09-05,8.38
2014-09-08,8.41
2014-09-09,8.2
2014-09-10,8.23
2014-09-11,8.3
2014-09-12,8.3
2014-09-15,8.4
2014-09-16,8.76
2014-09-17,8.49
2014-09-18,8.53
2014-09-19,8.42
2014-09-22,8.27
2014-09-23,8.17
2014-09-24,8.2
2014-09-25,8.16
2014-09-26,8.31
2014-09-29,8.31
2014-09-30,8.09
2014-10-01,7.87
2014-10-02,7.97
2014-10-03,7.96
2014-10-06,8.01
2014-10-07,7.92
2014-10-08,8.17
2014-10-09,7.93
2014-10-10,7.88
2014-10-13,7.8
2014-10-14,8.0
2014-10-15,7.96
2014-10-16,8.4
2014-10-17,8.32
2014-10-20,8.44
2014-10-21,8.72
2014-10-22,8.49
2014-10-23,8.57
2014-10-24,8.69
2014-10-27,8.66
2014-10-28,8.88
2014-10-29,8.82
2014-10-30,8.87
2014-10-31,9.08
2014-11-03,9.27
2014-11-04,9.29
2014-11-05,8.92
2014-11-06,7.91
2014-11-07,7.9
2014-11-10,7.64
2014-11-11,7.56
2014-11-12,7.76
2014-11-13,7.48
2014-11-14,7.51
2014-11-17,7.31
2014-11-18,7.21
2014-11-19,7.28
2014-11-20,7.44
2014-11-21,7.55
2014-11-24,7.59
2014-11-25,7.53
2014-11-26,7.56
2014-11-28,7.48
2014-12-01,7.57
2014-12-02,7.92
2014-12-03,7.58
2014-12-04,7.41
2014-12-05,7.63
2014-12-08,7.71
2014-12-09,7.83
2014-12-10,7.49
2014-12-11,7.51
2014-12-12,7.34
2014-12-15,7.48
2014-12-16,7.69
2014-12-17,7.79
2014-12-18,7.74
2014-12-19,7.83
2014-12-22,7.92
2014-12-23,7.86
2014-12-24,7.82
2014-12-26,7.9
2014-12-29,8.05
2014-12-30,7.74
2014-12-31,7.79
2015-01-02,7.69
2015-01-05,7.64
2015-01-06,7.33
2015-01-07,7.23
2015-01-08,7.15
2015-01-09,7.0
2015-01-12,6.86
2015-01-13,7.06
2015-01-14,6.81
2015-01-15,6.5
2015-01-16,6.64
2015-01-20,5.47
2015-01-21,5.13
2015-01-22,5.4
2015-01-23,5.43
2015-01-26,5.55
2015-01-27,5.35
2015-01-28,5.24
2015-01-29,5.44
2015-01-30,5.13
2015-02-02,5.03
2015-02-03,5.08
2015-02-04,5.33
2015-02-05,5.5
2015-02-06,5.81
2015-02-09,5.59
2015-02-10,5.56
2015-02-11,5.55
2015-02-12,5.6
2015-02-13,6.29
2015-02-17,6.05
2015-02-18,6.18
2015-02-19,6.21
2015-02-20,6.43
2015-02-23,6.32
2015-02-24,6.48
2015-02-25,6.51
2015-02-26,6.5
2015-02-27,6.35
2015-03-02,6.6
2015-03-03,6.52
2015-03-04,6.47
2015-03-05,6.43
2015-03-06,6.4
2015-03-09,6.29
2015-03-10,6.26
2015-03-11,6.42
2015-03-12,6.56
2015-03-13,6.67
2015-03-16,6.53
2015-03-17,6.57
2015-03-18,6.6
2015-03-19,6.56
2015-03-20,6.75
2015-03-23,6.84
2015-03-24,6.79
2015-03-25,6.65
2015-03-26,6.52
2015-03-27,6.5
2015-03-30,6.53
2015-03-31,6.72
2015-04-01,6.64
2015-04-02,6.82
2015-04-06,6.88
2015-04-07,6.66
2015-04-08,6.75
2015-04-09,6.66
2015-04-10,6.67
2015-04-13,6.65
2015-04-14,6.59
2015-04-15,6.56
2015-04-16,6.46
2015-04-17,6.31
2015-04-20,6.36
2015-04-21,6.36
2015-04-22,6.41
2015-04-23,6.43
2015-04-24,6.41
2015-04-27,6.45
2015-04-28,6.61
2015-04-29,6.54
2015-04-30,6.33
2015-05-01,6.33
2015-05-04,6.29
2015-05-05,6.2
2015-05-06,6.27
2015-05-07,6.04
2015-05-08,6.24
2015-05-11,6.18
2015-05-12,6.38
2015-05-13,6.5
2015-05-14,6.55
2015-05-15,6.55
2015-05-18,6.58
2015-05-19,6.46
2015-05-20,6.44
2015-05-21,6.42
2015-05-22,6.59
2015-05-26,6.33
2015-05-27,6.48
2015-05-28,6.47
2015-05-29,6.36
2015-06-01,6.28
2015-06-02,6.42
2015-06-03,6.68
2015-06-04,6.47
2015-06-05,6.4
2015-06-08,6.38
2015-06-09,6.35
2015-06-10,6.63
2015-06-11,6.7
2015-06-12,6.56
2015-06-15,6.6
2015-06-16,6.55
2015-06-17,6.55
2015-06-18,6.82
2015-06-19,6.86
2015-06-22,6.9
2015-06-23,6.86
2015-06-24,6.88
2015-06-25,6.82
2015-06-26,6.8
2015-06-29,6.58
2015-06-30,6.67
2015-07-01,6.66
2015-07-02,6.6
2015-07-06,6.53
2015-07-07,6.62
2015-07-08,6.51
2015-07-09,6.35
2015-07-10,6.42
2015-07-13,6.36
2015-07-14,6.41
2015-07-15,6.24
2015-07-16,7.08
2015-07-17,6.85
2015-07-20,7.03
2015-07-21,6.96
2015-07-22,7.18
2015-07-23,6.97
2015-07-24,6.9
2015-07-27,7.22
2015-07-28,7.05
2015-07-29,7.16
2015-07-30,7.2
2015-07-31,7.5
2015-08-03,7.45
2015-08-04,7.54
2015-08-05,7.72
2015-08-06,7.67
2015-08-07,7.82
2015-08-10,7.99
2015-08-11,8.05
2015-08-12,7.81
2015-08-13,7.85
2015-08-14,7.9
2015-08-17,7.82
2015-08-18,7.76
2015-08-19,7.53
2015-08-20,7.47
2015-08-21,7.33
2015-08-24,7.4
2015-08-25,6.75
2015-08-26,6.97
2015-08-27,7.06
2015-08-28,7.09
2015-08-31,7.26
2015-09-01,7.08
2015-09-02,7.07
2015-09-03,6.9
2015-09-04,6.92
2015-09-08,7.08
2015-09-09,7.13
2015-09-10,6.7
2015-09-11,6.57
2015-09-14,6.66
2015-09-15,7.03
2015-09-16,6.95
2015-09-17,7.06
2015-09-18,6.91
2015-09-21,6.89
2015-09-22,6.77
2015-09-23,6.56
2015-09-24,6.61
2015-09-25,6.34
2015-09-28,6.31
2015-09-29,6.37
2015-09-30,6.25
2015-10-01,6.29
2015-10-02,6.47
2015-10-05,6.65
2015-10-06,6.64
2015-10-07,6.77
2015-10-08,6.76
2015-10-09,6.98
2015-10-12,6.9
2015-10-13,6.79
2015-10-14,6.77
2015-10-15,7.12
2015-10-16,7.22
2015-10-19,7.11
2015-10-20,7.18
2015-10-21,6.78
2015-10-22,7.02
2015-10-23,6.92
2015-10-26,7.03
2015-10-27,7.03
2015-10-28,7.47
2015-10-29,7.49
2015-10-30,7.48
2015-11-02,7.54
2015-11-03,7.5
2015-11-04,7.56
2015-11-05,7.56
2015-11-06,8.23
2015-11-09,7.92
2015-11-10,7.97
2015-11-11,7.95
2015-11-12,7.9
2015-11-13,7.88
2015-11-16,7.8
2015-11-17,7.82
2015-11-18,7.85
2015-11-19,7.82
2015-11-20,7.85
2015-11-23,8.2
2015-11-24,8.21
2015-11-25,8.31
2015-11-27,8.36
2015-11-30,8.56
2015-12-01,8.52
2015-12-02,8.33
2015-12-03,8.06
2015-12-04,8.0
2015-12-07,8.01
2015-12-08,8.02
2015-12-09,7.91
2015-12-10,7.92
2015-12-11,7.89
2015-12-14,7.67
2015-12-15,7.79
2015-12-16,7.9
2015-12-17,7.82
2015-12-18,7.5
2015-12-21,7.5
2015-12-22,7.45
2015-12-23,7.36
2015-12-24,7.34
2015-12-28,7.3
2015-12-29,7.52
2015-12-30,7.61
2015-12-31,7.5
2016-01-04,7.12
2016-01-05,7.13
2016-01-06,7.06
2016-01-07,6.93
2016-01-08,6.81
2016-01-11,6.98
2016-01-12,7.0
2016-01-13,6.83
2016-01-14,6.85
2016-01-15,6.83
2016-01-19,6.59
2016-01-20,6.72
2016-01-21,6.67
2016-01-22,6.71
2016-01-25,6.57
2016-01-26,6.84
2016-01-27,6.74
2016-01-28,6.8
2016-01-29,7.06
2016-02-01,6.98
2016-02-02,6.99
2016-02-03,6.82
2016-02-04,6.85
2016-02-05,6.63
2016-02-08,6.82
2016-02-09,6.68
2016-02-10,6.53
2016-02-11,6.42
2016-02-12,6.47
2016-02-16,6.59
2016-02-17,6.54
2016-02-18,6.53
2016-02-19,7.01
2016-02-22,7.08
2016-02-23,7.18
2016-02-24,6.99
2016-02-25,6.96
2016-02-26,6.97
2016-02-29,6.88
2016-03-01,6.89
2016-03-02,6.88
2016-03-03,6.61
2016-03-04,7.0
2016-03-07,7.39
2016-03-08,7.27
2016-03-09,7.37
2016-03-10,7.38
2016-03-11,7.5
2016-03-14,7.35
2016-03-15,7.3
2016-03-16,7.45
2016-03-17,7.56
2016-03-18,7.61
2016-03-21,7.59
2016-03-22,7.41
2016-03-23,7.35
2016-03-24,7.53
2016-03-28,7.4
2016-03-29,7.69
2016-03-30,7.81
2016-03-31,7.95
2016-04-01,8.02
2016-04-04,8.08
2016-04-05,8.0
2016-04-06,8.08
2016-04-07,8.01
2016-04-08,8.0
2016-04-11,7.93
2016-04-12,8.03
2016-04-13,8.17
2016-04-14,8.19
2016-04-15,8.18
2016-04-18,8.28
2016-04-19,8.32
2016-04-20,8.25
2016-04-21,8.34
2016-04-22,8.27
2016-04-25,8.28
2016-04-26,8.4
2016-04-27,8.49
2016-04-28,8.26
2016-04-29,8.17
2016-05-02,8.25
2016-05-03,8.12
2016-05-04,8.19
2016-05-05,7.95
2016-05-06,8.03
2016-05-09,8.08
2016-05-10,8.57
2016-05-11,8.37
2016-05-12,8.11
2016-05-13,8.08
2016-05-16,8.15
2016-05-17,7.96
2016-05-18,8.29
2016-05-19,8.1
2016-05-20,8.08
2016-05-23,8.19
2016-05-24,8.47
2016-05-25,8.24
2016-05-26,8.55
2016-05-27,8.77
2016-05-31,8.62
2016-06-01,8.35
2016-06-02,8.53
2016-06-03,8.45
2016-06-06,8.45
2016-06-07,8.37
2016-06-08,8.41
2016-06-09,8.47
2016-06-10,8.3
2016-06-13,8.17
2016-06-14,8.17
2016-06-15,8.25
2016-06-16,8.21
2016-06-17,8.19
2016-06-20,8.41
2016-06-21,8.35
2016-06-22,8.23
2016-06-23,8.29
2016-06-24,7.95
2016-06-27,7.77
2016-06-28,7.79
2016-06-29,8.09
2016-06-30,8.27
2016-07-01,8.41
2016-07-05,8.47
2016-07-06,8.7
2016-07-07,8.62
2016-07-08,8.8
2016-07-11,8.86
2016-07-12,8.79
2016-07-13,9.01
2016-07-14,8.9
2016-07-15,8.88
2016-07-18,8.9
2016-07-19,8.74
2016-07-20,8.74
2016-07-21,8.65
2016-07-22,8.64
2016-07-25,8.58
2016-07-26,8.48
2016-07-27,8.56
2016-07-28,8.59
2016-07-29,8.51
2016-08-01,8.59
2016-08-02,8.33
2016-08-03,8.32
2016-08-04,8.16
2016-08-05,8.28
2016-08-08,8.33
2016-08-09,8.48
2016-08-10,8.44
2016-08-11,8.49
2016-08-12,8.45
2016-08-15,8.46
2016-08-16,9.27
2016-08-17,9.24
2016-08-18,9.03
2016-08-19,8.94
2016-08-22,8.91
2016-08-23,9.2
2016-08-24,8.98
2016-08-25,9.12
2016-08-26,8.97
2016-08-29,8.82
2016-08-30,8.91
2016-08-31,8.87
2016-09-01,8.99
2016-09-02,9.06
2016-09-06,9.37
2016-09-07,8.92
2016-09-08,8.25
2016-09-09,8.15
