Date,BOKF
1992-02-05,3.0893189999999997
1992-02-06,2.9176900000000003
1992-02-07,2.9176900000000003
1992-02-10,2.9176900000000003
1992-02-11,2.9176900000000003
1992-02-12,2.9176900000000003
1992-02-13,2.9176900000000003
1992-02-14,2.9176900000000003
1992-02-18,2.834644
1992-02-19,2.834644
1992-02-20,2.834644
1992-02-21,2.834644
1992-02-24,2.834644
1992-02-25,2.7515970000000003
1992-02-26,2.834644
1992-02-27,2.834644
1992-02-28,2.834644
1992-03-02,3.338457
1992-03-03,3.587596
1992-03-04,3.587596
1992-03-05,3.587596
1992-03-06,3.587596
1992-03-09,3.587596
1992-03-10,3.587596
1992-03-11,3.587596
1992-03-12,3.587596
1992-03-13,3.587596
1992-03-16,3.587596
1992-03-17,3.587596
1992-03-18,3.670642
1992-03-19,3.670642
1992-03-20,3.670642
1992-03-23,3.670642
1992-03-24,3.670642
1992-03-25,3.587596
1992-03-26,3.587596
1992-03-27,3.587596
1992-03-30,3.587596
1992-03-31,3.587596
1992-04-01,3.587596
1992-04-02,3.587596
1992-04-03,3.587596
1992-04-06,3.587596
1992-04-07,3.587596
1992-04-08,3.587596
1992-04-09,3.587596
1992-04-10,3.587596
1992-04-13,3.587596
1992-04-14,3.587596
1992-04-15,3.587596
1992-04-16,3.587596
1992-04-20,3.587596
1992-04-21,3.587596
1992-04-22,3.587596
1992-04-23,3.587596
1992-04-24,3.587596
1992-04-27,3.50455
1992-04-28,3.50455
1992-04-29,3.50455
1992-04-30,3.50455
1992-05-01,3.50455
1992-05-04,3.50455
1992-05-05,3.50455
1992-05-06,3.50455
1992-05-07,3.50455
1992-05-08,3.50455
1992-05-11,3.50455
1992-05-12,3.50455
1992-05-13,3.50455
1992-05-14,3.50455
1992-05-15,3.50455
1992-05-18,3.50455
1992-05-19,3.50455
1992-05-20,3.50455
1992-05-21,3.50455
1992-05-22,3.50455
1992-05-26,3.50455
1992-05-27,3.50455
1992-05-28,3.50455
1992-05-29,3.50455
1992-06-01,3.50455
1992-06-02,3.50455
1992-06-03,3.50455
1992-06-04,3.50455
1992-06-05,3.50455
1992-06-08,3.50455
1992-06-09,3.50455
1992-06-10,3.50455
1992-06-11,3.50455
1992-06-12,3.50455
1992-06-15,3.50455
1992-06-16,3.50455
1992-06-17,3.50455
1992-06-18,3.50455
1992-06-19,3.587596
1992-06-22,3.587596
1992-06-23,4.008363
1992-06-24,3.587596
1992-06-25,4.008363
1992-06-26,3.587596
1992-06-29,3.587596
1992-06-30,3.587596
1992-07-01,4.008363
1992-07-02,3.753688
1992-07-06,3.836734
1992-07-07,3.836734
1992-07-08,3.587596
1992-07-09,3.587596
1992-07-10,4.008363
1992-07-13,4.008363
1992-07-14,4.008363
1992-07-15,3.753688
1992-07-16,3.753688
1992-07-17,4.174456
1992-07-20,4.174456
1992-07-21,4.672733
1992-07-22,4.008363
1992-07-23,4.340548
1992-07-24,4.838825
1992-07-27,4.672733
1992-07-28,4.672733
1992-07-29,4.340548
1992-07-30,4.174456
1992-07-31,4.672733
1992-08-03,4.4235940000000005
1992-08-04,4.672733
1992-08-05,4.257502
1992-08-06,4.257502
1992-08-07,4.257502
1992-08-10,4.257502
1992-08-11,5.010454
1992-08-12,5.508731
1992-08-13,5.049208999999999
1992-08-14,5.508731
1992-08-17,5.010454
1992-08-18,5.0935
1992-08-19,5.0935
1992-08-20,5.0935
1992-08-21,5.508731
1992-08-24,4.838825
1992-08-25,5.176546
1992-08-26,4.589686
1992-08-27,5.176546
1992-08-28,5.176546
1992-08-31,5.176546
1992-09-01,5.176546
1992-09-02,4.50664
1992-09-03,4.672733
1992-09-04,4.340548
1992-09-08,4.672733
1992-09-09,5.0935
1992-09-10,4.340548
1992-09-11,4.340548
1992-09-14,4.340548
1992-09-15,5.0935
1992-09-16,4.340548
1992-09-17,4.340548
1992-09-18,4.340548
1992-09-21,4.340548
1992-09-22,4.340548
1992-09-23,4.50664
1992-09-24,4.50664
1992-09-25,4.340548
1992-09-28,4.174456
1992-09-29,4.340548
1992-09-30,4.927408
1992-10-01,4.927408
1992-10-02,4.467885
1992-10-05,4.008363
1992-10-06,4.257502
1992-10-07,4.257502
1992-10-08,4.257502
1992-10-09,4.257502
1992-10-12,4.008363
1992-10-13,4.008363
1992-10-14,4.755779
1992-10-15,4.755779
1992-10-16,4.008363
1992-10-19,4.008363
1992-10-20,4.755779
1992-10-21,4.755779
1992-10-22,4.755779
1992-10-23,4.008363
1992-10-26,4.008363
1992-10-27,4.672733
1992-10-28,5.010454
1992-10-29,4.672733
1992-10-30,4.927408
1992-11-02,4.672733
1992-11-03,4.672733
1992-11-04,5.010454
1992-11-05,4.672733
1992-11-06,4.927408
1992-11-09,5.010454
1992-11-10,5.010454
1992-11-11,4.838825
1992-11-12,4.672733
1992-11-13,4.672733
1992-11-16,4.672733
1992-11-17,4.672733
1992-11-18,4.672733
1992-11-19,4.672733
1992-11-20,5.010454
1992-11-23,4.927408
1992-11-24,5.049208999999999
1992-11-25,5.176546
1992-11-27,5.176546
1992-11-30,5.176546
1992-12-01,5.010454
1992-12-02,5.010454
1992-12-03,5.010454
1992-12-04,5.010454
1992-12-07,5.259593
1992-12-08,5.342638
1992-12-09,5.342638
1992-12-10,5.342638
1992-12-11,5.259593
1992-12-14,5.553022
1992-12-15,6.012544999999999
1992-12-16,5.840916
1992-12-17,5.75787
1992-12-18,6.012544999999999
1992-12-21,6.344729
1992-12-22,7.679005
1992-12-23,7.180728
1992-12-24,7.180728
1992-12-28,7.679005
1992-12-29,7.34682
1992-12-30,7.180728
1992-12-31,7.679005
1993-01-04,7.180728
1993-01-05,7.180728
1993-01-06,7.180728
1993-01-07,7.180728
1993-01-08,7.679005
1993-01-11,7.4298660000000005
1993-01-12,7.180728
1993-01-13,7.180728
1993-01-14,7.2250190000000005
1993-01-15,7.34682
1993-01-18,7.34682
1993-01-19,7.058927000000001
1993-01-20,7.014636
1993-01-21,7.014636
1993-01-22,7.014636
1993-01-25,7.180728
1993-01-26,7.180728
1993-01-27,7.014636
1993-01-28,7.058927000000001
1993-01-29,7.014636
1993-02-01,7.014636
1993-02-02,7.014636
1993-02-03,7.180728
1993-02-04,7.180728
1993-02-05,7.512913
1993-02-08,7.2250190000000005
1993-02-09,7.34682
1993-02-10,7.180728
1993-02-11,7.180728
1993-02-12,7.180728
1993-02-16,7.933680000000001
1993-02-17,7.180728
1993-02-18,8.415348
1993-02-19,8.1496
1993-02-22,8.858261
1993-02-23,9.035426
1993-02-24,8.415348
1993-02-25,8.415348
1993-02-26,8.415348
1993-03-01,8.681096
1993-03-02,8.415348
1993-03-03,8.415348
1993-03-04,8.1496
1993-03-05,8.1496
1993-03-08,8.1496
1993-03-09,8.1496
1993-03-10,8.946843
1993-03-11,8.1496
1993-03-12,8.1496
1993-03-15,8.50393
1993-03-16,8.50393
1993-03-17,9.212591
1993-03-18,9.389756
1993-03-19,9.744087
1993-03-22,9.744087
1993-03-23,9.035426
1993-03-24,9.035426
1993-03-25,9.035426
1993-03-26,9.1683
1993-03-29,8.50393
1993-03-30,8.858261
1993-03-31,8.858261
1993-04-01,8.858261
1993-04-02,8.415348
1993-04-05,8.858261
1993-04-06,8.50393
1993-04-07,8.238183
1993-04-08,8.946843
1993-04-12,8.238183
1993-04-13,8.50393
1993-04-14,7.883852
1993-04-15,8.326765
1993-04-16,8.326765
1993-04-19,7.795269
1993-04-20,7.972435000000001
1993-04-21,7.795269
1993-04-22,6.555113
1993-04-23,7.086608999999999
1993-04-26,6.732278
1993-04-27,7.440939
1993-04-28,7.175191000000001
1993-04-29,7.263774000000001
1993-04-30,7.440939
1993-05-03,7.086608999999999
1993-05-04,7.618104
1993-05-05,7.573813
1993-05-06,7.573813
1993-05-07,7.573813
1993-05-10,7.573813
1993-05-11,6.820861
1993-05-12,6.732278
1993-05-13,6.732278
1993-05-14,6.732278
1993-05-17,6.732278
1993-05-18,6.732278
1993-05-19,6.732278
1993-05-20,6.732278
1993-05-21,6.732278
1993-05-24,6.909443
1993-05-25,6.953735000000001
1993-05-26,7.440939
1993-05-27,7.440939
1993-05-28,7.618104
1993-06-01,7.086608999999999
1993-06-02,6.732278
1993-06-03,7.618104
1993-06-04,7.795269
1993-06-07,7.618104
1993-06-08,6.909443
1993-06-09,6.909443
1993-06-10,6.909443
1993-06-11,7.440939
1993-06-14,7.440939
1993-06-15,8.326765
1993-06-16,8.326765
1993-06-17,8.326765
1993-06-18,7.795269
1993-06-21,7.706687
1993-06-22,7.706687
1993-06-23,7.706687
1993-06-24,7.706687
1993-06-25,6.909443
1993-06-28,7.440939
1993-06-29,7.618104
1993-06-30,7.618104
1993-07-01,7.086608999999999
1993-07-02,7.086608999999999
1993-07-06,7.263774000000001
1993-07-07,7.263774000000001
1993-07-08,7.263774000000001
1993-07-09,7.263774000000001
1993-07-12,7.263774000000001
1993-07-13,7.440939
1993-07-14,7.086608999999999
1993-07-15,7.086608999999999
1993-07-16,7.440939
1993-07-19,7.440939
1993-07-20,7.440939
1993-07-21,7.440939
1993-07-22,7.440939
1993-07-23,7.086608999999999
1993-07-26,7.086608999999999
1993-07-27,7.440939
1993-07-28,7.175191000000001
1993-07-29,7.175191000000001
1993-07-30,7.086608999999999
1993-08-02,7.086608999999999
1993-08-03,7.086608999999999
1993-08-04,7.440939
1993-08-05,7.086608999999999
1993-08-06,7.086608999999999
1993-08-09,7.086608999999999
1993-08-10,7.308064999999999
1993-08-11,7.529522
1993-08-12,7.1309
1993-08-13,7.263774000000001
1993-08-16,7.263774000000001
1993-08-17,7.529522
1993-08-18,7.440939
1993-08-19,7.3523559999999994
1993-08-20,7.573813
1993-08-23,7.795269
1993-08-24,7.795269
1993-08-25,7.795269
1993-08-26,7.440939
1993-08-27,7.618104
1993-08-30,7.972435000000001
1993-08-31,7.618104
1993-09-01,7.795269
1993-09-02,7.618104
1993-09-03,7.618104
1993-09-07,7.883852
1993-09-08,8.016726
1993-09-09,7.618104
1993-09-10,8.238183
1993-09-13,8.326765
1993-09-14,8.1496
1993-09-15,8.769678
1993-09-16,7.883852
1993-09-17,7.883852
1993-09-20,8.769678
1993-09-21,8.681096
1993-09-22,8.45964
1993-09-23,8.45964
1993-09-24,8.681096
1993-09-27,8.681096
1993-09-28,8.681096
1993-09-29,8.681096
1993-09-30,8.326765
1993-10-01,8.326765
1993-10-04,8.326765
1993-10-05,8.326765
1993-10-06,8.50393
1993-10-07,8.50393
1993-10-08,8.50393
1993-10-11,8.50393
1993-10-12,8.592513
1993-10-13,8.858261
1993-10-14,8.769678
1993-10-15,8.769678
1993-10-18,8.592513
1993-10-19,8.592513
1993-10-20,8.592513
1993-10-21,8.415348
1993-10-22,8.415348
1993-10-25,8.415348
1993-10-26,8.415348
1993-10-27,8.681096
1993-10-28,8.415348
1993-10-29,8.592513
1993-11-01,8.50393
1993-11-02,8.50393
1993-11-03,8.485327999999999
1993-11-04,8.120368
1993-11-05,8.120368
1993-11-08,8.941528
1993-11-09,8.941528
1993-11-10,8.941528
1993-11-11,9.124009
1993-11-12,8.804668
1993-11-15,9.032767999999999
1993-11-16,9.215249
1993-11-17,8.941528
1993-11-18,8.667809
1993-11-19,8.667809
1993-11-22,9.124009
1993-11-23,8.941528
1993-11-24,8.576569000000001
1993-11-26,9.124009
1993-11-29,9.032767999999999
1993-11-30,9.032767999999999
1993-12-01,9.124009
1993-12-02,9.124009
1993-12-03,9.124009
1993-12-06,9.85393
1993-12-07,9.306489
1993-12-08,10.036408999999999
1993-12-09,9.352109
1993-12-10,9.352109
1993-12-13,9.306489
1993-12-14,9.306489
1993-12-15,9.306489
1993-12-16,10.21889
1993-12-17,9.306489
1993-12-20,9.306489
1993-12-21,9.306489
1993-12-22,10.036408999999999
1993-12-23,9.306489
1993-12-27,10.036408999999999
1993-12-28,9.124009
1993-12-29,8.941528
1993-12-30,8.941528
1993-12-31,9.945169
1994-01-03,9.580209
1994-01-04,9.945169
1994-01-05,9.032767999999999
1994-01-06,9.032767999999999
1994-01-07,9.124009
1994-01-10,9.215249
1994-01-11,9.215249
1994-01-12,9.215249
1994-01-13,9.76269
1994-01-14,9.124009
1994-01-17,9.032767999999999
1994-01-18,9.032767999999999
1994-01-19,9.032767999999999
1994-01-20,9.032767999999999
1994-01-21,9.76269
1994-01-24,9.352109
1994-01-25,9.306489
1994-01-26,9.306489
1994-01-27,9.306489
1994-01-28,9.306489
1994-01-31,9.488969
1994-02-01,9.306489
1994-02-02,9.306489
1994-02-03,9.306489
1994-02-04,9.306489
1994-02-07,9.306489
1994-02-08,9.306489
1994-02-09,9.306489
1994-02-10,9.306489
1994-02-11,9.306489
1994-02-14,9.306489
1994-02-15,9.306489
1994-02-16,9.488969
1994-02-17,9.306489
1994-02-18,9.306489
1994-02-22,9.306489
1994-02-23,9.306489
1994-02-24,9.215249
1994-02-25,9.215249
1994-02-28,9.488969
1994-03-01,9.488969
1994-03-02,9.215249
1994-03-03,8.394088
1994-03-04,8.394088
1994-03-07,8.394088
1994-03-08,8.394088
1994-03-09,8.394088
1994-03-10,8.029128
1994-03-11,7.755407000000001
1994-03-14,8.029128
1994-03-15,8.211608
1994-03-16,8.759048
1994-03-17,8.029128
1994-03-18,7.846647
1994-03-21,7.846647
1994-03-22,8.394088
1994-03-23,8.394088
1994-03-24,8.120368
1994-03-25,8.120368
1994-03-28,8.120368
1994-03-29,8.394088
1994-03-30,7.664167
1994-03-31,7.481687
1994-04-04,7.846647
1994-04-05,7.937888
1994-04-06,7.937888
1994-04-07,7.299207000000001
1994-04-08,8.394088
1994-04-11,8.211608
1994-04-12,8.394088
1994-04-13,8.394088
1994-04-14,8.211608
1994-04-15,8.394088
1994-04-18,7.846647
1994-04-19,8.029128
1994-04-20,8.029128
1994-04-21,8.029128
1994-04-22,8.029128
1994-04-25,6.934247
1994-04-26,6.934247
1994-04-28,6.934247
1994-04-29,6.934247
1994-05-02,8.029128
1994-05-03,8.029128
1994-05-04,8.029128
1994-05-05,8.029128
1994-05-06,8.029128
1994-05-09,8.029128
1994-05-10,7.299207000000001
1994-05-11,8.029128
1994-05-12,8.029128
1994-05-13,6.934247
1994-05-16,8.029128
1994-05-17,8.029128
1994-05-18,8.029128
1994-05-19,8.029128
1994-05-20,8.029128
1994-05-23,8.029128
1994-05-24,8.029128
1994-05-25,8.029128
1994-05-26,8.029128
1994-05-27,8.120368
1994-05-31,8.120368
1994-06-01,8.394088
1994-06-02,7.846647
1994-06-03,7.846647
1994-06-06,7.846647
1994-06-07,7.846647
1994-06-08,7.846647
1994-06-09,7.846647
1994-06-10,8.394088
1994-06-13,8.394088
1994-06-14,8.394088
1994-06-15,8.211608
1994-06-16,8.394088
1994-06-17,8.394088
1994-06-20,8.394088
1994-06-21,8.394088
1994-06-22,8.394088
1994-06-23,8.394088
1994-06-24,8.394088
1994-06-27,8.211608
1994-06-28,8.211608
1994-06-29,8.211608
1994-06-30,7.207967
1994-07-01,7.664167
1994-07-05,8.029128
1994-07-06,8.029128
1994-07-07,7.664167
1994-07-08,7.664167
1994-07-11,8.394088
1994-07-12,8.394088
1994-07-13,8.029128
1994-07-14,8.029128
1994-07-15,7.846647
1994-07-18,8.302848
1994-07-19,7.755407000000001
1994-07-20,8.302848
1994-07-21,8.302848
1994-07-22,8.302848
1994-07-25,7.481687
1994-07-26,7.846647
1994-07-27,7.846647
1994-07-28,7.937888
1994-07-29,7.937888
1994-08-01,7.937888
1994-08-02,7.481687
1994-08-03,8.120368
1994-08-04,8.120368
1994-08-05,8.029128
1994-08-08,8.029128
1994-08-09,8.120368
1994-08-10,8.120368
1994-08-11,8.120368
1994-08-12,7.481687
1994-08-15,7.481687
1994-08-16,7.481687
1994-08-17,7.481687
1994-08-18,8.029128
1994-08-19,8.120368
1994-08-22,8.120368
1994-08-23,8.120368
1994-08-24,7.207967
1994-08-25,7.207967
1994-08-26,7.207967
1994-08-29,8.120368
1994-08-30,8.120368
1994-08-31,8.029128
1994-09-01,7.207967
1994-09-02,7.207967
1994-09-06,7.207967
1994-09-07,8.120368
1994-09-08,8.029128
1994-09-09,7.664167
1994-09-12,7.801027
1994-09-13,8.120368
1994-09-14,8.120368
1994-09-15,8.120368
1994-09-16,8.006317999999998
1994-09-19,8.006317999999998
1994-09-20,7.755407000000001
1994-09-21,7.755407000000001
1994-09-22,7.481687
1994-09-23,7.390447
1994-09-26,7.390447
1994-09-27,7.390447
1994-09-28,8.120368
1994-09-29,7.664167
1994-09-30,7.664167
1994-10-03,7.390447
1994-10-04,7.390447
1994-10-05,7.390447
1994-10-06,8.120368
1994-10-07,8.074748
1994-10-10,8.074748
1994-10-11,8.029128
1994-10-12,8.029128
1994-10-13,8.029128
1994-10-14,7.481687
1994-10-17,8.029128
1994-10-18,8.120368
1994-10-19,7.481687
1994-10-20,7.481687
1994-10-21,8.120368
1994-10-24,7.527307
1994-10-25,8.029128
1994-10-26,8.029128
1994-10-27,8.120368
1994-10-28,7.299207000000001
1994-10-31,7.299207000000001
1994-11-01,8.029128
1994-11-02,8.270000999999999
1994-11-03,8.270000999999999
1994-11-04,8.270000999999999
1994-11-07,7.706138
1994-11-08,8.176024
1994-11-09,7.706138
1994-11-10,8.270000999999999
1994-11-11,8.270000999999999
1994-11-14,8.270000999999999
1994-11-15,8.270000999999999
1994-11-16,7.894092999999999
1994-11-17,8.270000999999999
1994-11-18,8.363978
1994-11-21,7.706138
1994-11-22,8.176024
1994-11-23,8.176024
1994-11-25,8.176024
1994-11-28,8.176024
1994-11-29,8.176024
1994-11-30,8.270000999999999
1994-12-01,8.270000999999999
1994-12-02,8.270000999999999
1994-12-05,7.706138
1994-12-06,8.363978
1994-12-07,8.270000999999999
1994-12-08,8.363978
1994-12-09,8.270000999999999
1994-12-12,8.363978
1994-12-13,8.270000999999999
1994-12-14,8.270000999999999
1994-12-15,8.270000999999999
1994-12-16,8.082047
1994-12-19,8.082047
1994-12-20,8.082047
1994-12-21,8.270000999999999
1994-12-22,8.270000999999999
1994-12-23,8.270000999999999
1994-12-27,8.270000999999999
1994-12-28,8.270000999999999
1994-12-29,7.659149
1994-12-30,8.270000999999999
1995-01-03,7.659149
1995-01-04,8.270000999999999
1995-01-05,8.270000999999999
1995-01-06,8.082047
1995-01-09,8.176024
1995-01-10,8.176024
1995-01-11,8.176024
1995-01-12,8.176024
1995-01-13,8.15253
1995-01-16,8.15253
1995-01-17,7.894092999999999
1995-01-18,8.176024
1995-01-19,8.176024
1995-01-20,8.176024
1995-01-23,7.612161
1995-01-24,7.424206
1995-01-25,7.424206
1995-01-26,7.5651720000000005
1995-01-27,7.5651720000000005
1995-01-30,7.5651720000000005
1995-01-31,8.176024
1995-02-01,7.706138
1995-02-02,8.270000999999999
1995-02-03,7.894092999999999
1995-02-06,8.082047
1995-02-07,8.363978
1995-02-08,8.363978
1995-02-09,8.082047
1995-02-10,8.176024
1995-02-13,8.082047
1995-02-14,8.176024
1995-02-15,8.176024
1995-02-16,8.176024
1995-02-17,8.082047
1995-02-21,7.800114999999999
1995-02-22,7.894092999999999
1995-02-23,7.894092999999999
1995-02-24,8.270000999999999
1995-02-27,8.270000999999999
1995-02-28,8.270000999999999
1995-03-01,8.270000999999999
1995-03-02,8.270000999999999
1995-03-03,8.270000999999999
1995-03-06,8.270000999999999
1995-03-07,8.270000999999999
1995-03-08,8.270000999999999
1995-03-09,8.270000999999999
1995-03-10,8.270000999999999
1995-03-13,8.270000999999999
1995-03-14,7.941081
1995-03-15,7.941081
1995-03-16,7.941081
1995-03-17,8.270000999999999
1995-03-20,8.270000999999999
1995-03-21,8.270000999999999
1995-03-22,8.270000999999999
1995-03-23,8.270000999999999
1995-03-24,8.270000999999999
1995-03-27,8.270000999999999
1995-03-28,8.270000999999999
1995-03-29,8.270000999999999
1995-03-30,8.270000999999999
1995-03-31,8.270000999999999
1995-04-03,7.612161
1995-04-04,8.082047
1995-04-05,7.894092999999999
1995-04-06,7.894092999999999
1995-04-07,8.270000999999999
1995-04-10,8.270000999999999
1995-04-11,8.270000999999999
1995-04-12,8.270000999999999
1995-04-13,8.270000999999999
1995-04-17,8.270000999999999
1995-04-18,8.270000999999999
1995-04-19,8.176024
1995-04-20,8.176024
1995-04-21,8.270000999999999
1995-04-24,8.270000999999999
1995-04-25,8.270000999999999
1995-04-26,8.270000999999999
1995-04-27,8.270000999999999
1995-04-28,8.270000999999999
1995-05-01,8.270000999999999
1995-05-02,8.270000999999999
1995-05-03,8.270000999999999
1995-05-04,8.363978
1995-05-05,8.082047
1995-05-08,8.270000999999999
1995-05-09,8.316989999999999
1995-05-10,8.316989999999999
1995-05-11,8.316989999999999
1995-05-12,8.316989999999999
1995-05-15,8.316989999999999
1995-05-16,8.270000999999999
1995-05-17,8.316989999999999
1995-05-18,8.270000999999999
1995-05-19,8.316989999999999
1995-05-22,8.316989999999999
1995-05-23,8.316989999999999
1995-05-24,8.410967999999999
1995-05-25,8.410967999999999
1995-05-26,8.551933
1995-05-30,8.551933
1995-05-31,8.504945
1995-06-01,8.387473
1995-06-02,8.504945
1995-06-05,8.504945
1995-06-06,8.504945
1995-06-07,8.504945
1995-06-08,8.504945
1995-06-09,8.504945
1995-06-12,8.504945
1995-06-13,8.504945
1995-06-14,8.504945
1995-06-15,8.504945
1995-06-16,8.504945
1995-06-19,8.504945
1995-06-20,8.293496000000001
1995-06-21,8.504945
1995-06-22,8.340485000000001
1995-06-23,8.457956
1995-06-26,8.457956
1995-06-27,8.457956
1995-06-28,8.410967999999999
1995-06-29,8.410967999999999
1995-06-30,8.410967999999999
1995-07-03,8.410967999999999
1995-07-05,8.410967999999999
1995-07-06,8.410967999999999
1995-07-07,8.340485000000001
1995-07-10,8.270000999999999
1995-07-11,8.270000999999999
1995-07-12,8.739888
1995-07-13,9.209774000000001
1995-07-14,8.833865
1995-07-17,8.833865
1995-07-18,9.491706
1995-07-19,9.491706
1995-07-20,9.491706
1995-07-21,8.833865
1995-07-24,8.64591
1995-07-25,8.457956
1995-07-26,8.457956
1995-07-27,8.457956
1995-07-28,8.786877
1995-07-31,8.786877
1995-08-01,8.363978
1995-08-02,8.504945
1995-08-03,8.64591
1995-08-04,8.457956
1995-08-07,8.457956
1995-08-08,8.457956
1995-08-09,8.833865
1995-08-10,8.270000999999999
1995-08-11,8.270000999999999
1995-08-14,8.270000999999999
1995-08-15,8.270000999999999
1995-08-16,8.270000999999999
1995-08-17,8.270000999999999
1995-08-18,8.598922
1995-08-21,8.64591
1995-08-22,8.64591
1995-08-23,8.64591
1995-08-24,8.270000999999999
1995-08-25,8.270000999999999
1995-08-28,9.209774000000001
1995-08-29,8.363978
1995-08-30,9.02182
1995-08-31,8.410967999999999
1995-09-01,8.270000999999999
1995-09-05,8.270000999999999
1995-09-06,9.397729
1995-09-07,8.457956
1995-09-08,8.270000999999999
1995-09-11,8.270000999999999
1995-09-12,8.270000999999999
1995-09-13,8.270000999999999
1995-09-14,8.64591
1995-09-15,8.64591
1995-09-18,8.64591
1995-09-19,8.082047
1995-09-20,8.457956
1995-09-21,8.457956
1995-09-22,8.457956
1995-09-25,8.457956
1995-09-26,8.457956
1995-09-27,8.833865
1995-09-28,8.833865
1995-09-29,8.833865
1995-10-02,8.082047
1995-10-03,8.082047
1995-10-04,8.082047
1995-10-05,8.082047
1995-10-06,8.082047
1995-10-09,8.082047
1995-10-10,8.270000999999999
1995-10-11,8.270000999999999
1995-10-12,7.894092999999999
1995-10-13,8.270000999999999
1995-10-16,8.270000999999999
1995-10-17,8.833865
1995-10-18,8.64591
1995-10-19,8.64591
1995-10-20,9.209774000000001
1995-10-23,9.209774000000001
1995-10-24,9.02182
1995-10-25,8.082047
1995-10-26,8.082047
1995-10-27,8.082047
1995-10-30,8.457956
1995-10-31,7.706138
1995-11-01,7.706138
1995-11-02,7.612161
1995-11-03,8.270000999999999
1995-11-06,8.082047
1995-11-07,8.082047
1995-11-08,8.082047
1995-11-09,8.082047
1995-11-10,8.082047
1995-11-13,8.082047
1995-11-14,8.082047
1995-11-15,8.034119
1995-11-16,9.002085000000001
1995-11-17,9.002085000000001
1995-11-20,9.098881
1995-11-21,9.098881
1995-11-22,8.905288
1995-11-24,8.518102
1995-11-27,8.905288
1995-11-28,8.518102
1995-11-29,9.098881
1995-11-30,9.098881
1995-12-01,9.098881
1995-12-04,9.098881
1995-12-05,7.69533
1995-12-06,8.155114
1995-12-07,8.155114
1995-12-08,7.550136
1995-12-11,7.550136
1995-12-12,8.130915
1995-12-13,8.130915
1995-12-14,9.098881
1995-12-15,8.324508999999999
1995-12-18,7.743728999999999
1995-12-19,8.034119
1995-12-20,8.905288
1995-12-21,8.130915
1995-12-22,8.130915
1995-12-26,8.130915
1995-12-27,8.276110000000001
1995-12-28,8.276110000000001
1995-12-29,8.905288
1996-01-02,7.550136
1996-01-03,7.743728999999999
1996-01-04,7.743728999999999
1996-01-05,8.905288
1996-01-08,7.453339
1996-01-09,7.888924
1996-01-10,7.888924
1996-01-11,7.743728999999999
1996-01-12,9.002085000000001
1996-01-15,9.002085000000001
1996-01-16,7.937322
1996-01-17,8.034119
1996-01-18,8.034119
1996-01-19,7.743728999999999
