Date,PEP
1972-10-02,1.518519
1972-10-03,1.511574
1972-10-04,1.523148
1972-10-05,1.516204
1972-10-06,1.527778
1972-10-09,1.530093
1972-10-10,1.527778
1972-10-11,1.525463
1972-10-12,1.50463
1972-10-13,1.483796
1972-10-16,1.474537
1972-10-17,1.479167
1972-10-18,1.5
1972-10-19,1.50463
1972-10-20,1.5
1972-10-23,1.518519
1972-10-24,1.541667
1972-10-25,1.560185
1972-10-26,1.569444
1972-10-27,1.553241
1972-10-30,1.539352
1972-10-31,1.546296
1972-11-01,1.546296
1972-11-02,1.55787
1972-11-03,1.583333
1972-11-06,1.578704
1972-11-08,1.585648
1972-11-09,1.587963
1972-11-10,1.583333
1972-11-13,1.587963
1972-11-14,1.608796
1972-11-15,1.604167
1972-11-16,1.613426
1972-11-17,1.664352
1972-11-20,1.664352
1972-11-21,1.631944
1972-11-22,1.636574
1972-11-24,1.634259
1972-11-27,1.638889
1972-11-28,1.62963
1972-11-29,1.625
1972-11-30,1.613426
1972-12-01,1.613426
1972-12-04,1.618056
1972-12-05,1.627315
1972-12-06,1.643519
1972-12-07,1.664352
1972-12-08,1.657407
1972-12-11,1.648148
1972-12-12,1.638889
1972-12-13,1.636574
1972-12-14,1.62963
1972-12-15,1.631944
1972-12-18,1.62963
1972-12-19,1.606481
1972-12-20,1.592593
1972-12-21,1.571759
1972-12-22,1.578704
1972-12-26,1.571759
1972-12-27,1.587963
1972-12-29,1.613426
1973-01-02,1.627315
1973-01-03,1.615741
1973-01-04,1.590278
1973-01-05,1.581019
1973-01-08,1.587963
1973-01-09,1.571759
1973-01-10,1.560185
1973-01-11,1.574074
1973-01-12,1.590278
1973-01-15,1.587963
1973-01-16,1.587963
1973-01-17,1.611111
1973-01-18,1.627315
1973-01-19,1.608796
1973-01-22,1.608796
1973-01-23,1.618056
1973-01-24,1.592593
1973-01-26,1.569444
1973-01-29,1.527778
1973-01-30,1.539352
1973-01-31,1.543981
1973-02-01,1.532407
1973-02-02,1.541667
1973-02-05,1.527778
1973-02-06,1.555556
1973-02-07,1.539352
1973-02-08,1.553241
1973-02-09,1.553241
1973-02-12,1.55787
1973-02-13,1.555556
1973-02-14,1.541667
1973-02-15,1.546296
1973-02-16,1.560185
1973-02-20,1.5625
1973-02-21,1.553241
1973-02-22,1.550926
1973-02-23,1.548611
1973-02-26,1.548611
1973-02-27,1.539352
1973-02-28,1.527778
1973-03-01,1.541667
1973-03-02,1.541667
1973-03-05,1.550926
1973-03-06,1.569444
1973-03-07,1.585648
1973-03-08,1.601852
1973-03-09,1.608796
1973-03-12,1.597222
1973-03-13,1.611111
1973-03-14,1.648148
1973-03-15,1.631944
1973-03-16,1.622685
1973-03-19,1.627315
1973-03-20,1.615741
1973-03-21,1.592593
1973-03-22,1.546296
1973-03-23,1.539352
1973-03-26,1.525463
1973-03-27,1.541667
1973-03-28,1.537037
1973-03-29,1.578704
1973-03-30,1.543981
1973-04-02,1.527778
1973-04-03,1.530093
1973-04-04,1.509259
1973-04-05,1.527778
1973-04-06,1.530093
1973-04-09,1.537037
1973-04-10,1.569444
1973-04-11,1.555556
1973-04-12,1.534722
1973-04-13,1.534722
1973-04-16,1.525463
1973-04-17,1.520833
1973-04-18,1.511574
1973-04-19,1.560185
1973-04-23,1.569444
1973-04-24,1.587963
1973-04-25,1.581019
1973-04-26,1.583333
1973-04-27,1.548611
1973-04-30,1.550926
1973-05-01,1.546296
1973-05-02,1.541667
1973-05-03,1.546296
1973-05-04,1.555556
1973-05-07,1.56713
1973-05-08,1.56713
1973-05-09,1.555556
1973-05-10,1.555556
1973-05-11,1.534722
1973-05-14,1.502315
1973-05-15,1.523148
1973-05-16,1.523148
1973-05-17,1.523148
1973-05-18,1.523148
1973-05-21,1.534722
1973-05-22,1.534722
1973-05-23,1.534722
1973-05-24,1.56713
1973-05-25,1.555556
1973-05-29,1.555556
1973-05-30,1.534722
1973-05-31,1.534722
1973-06-01,1.534722
1973-06-04,1.490741
1973-06-05,1.490741
1973-06-06,1.469907
1973-06-07,1.490741
1973-06-08,1.523148
1973-06-11,1.490741
1973-06-12,1.555556
1973-06-13,1.555556
1973-06-14,1.534722
1973-06-15,1.523148
1973-06-18,1.490741
1973-06-19,1.469907
1973-06-20,1.469907
1973-06-21,1.490741
1973-06-22,1.490741
1973-06-25,1.490741
1973-06-26,1.502315
1973-06-27,1.523148
1973-06-28,1.523148
1973-06-29,1.523148
1973-07-02,1.502315
1973-07-03,1.502315
1973-07-05,1.469907
1973-07-06,1.469907
1973-07-09,1.469907
1973-07-10,1.469907
1973-07-11,1.490741
1973-07-12,1.502315
1973-07-13,1.490741
1973-07-16,1.523148
1973-07-17,1.555556
1973-07-18,1.56713
1973-07-19,1.555556
1973-07-20,1.502315
1973-07-23,1.523148
1973-07-24,1.555556
1973-07-25,1.555556
1973-07-26,1.555556
1973-07-27,1.56713
1973-07-30,1.599537
1973-07-31,1.578704
1973-08-01,1.578704
1973-08-02,1.555556
1973-08-03,1.56713
1973-08-06,1.56713
1973-08-07,1.56713
1973-08-08,1.555556
1973-08-09,1.56713
1973-08-10,1.555556
1973-08-13,1.555556
1973-08-14,1.534722
1973-08-15,1.502315
1973-08-16,1.502315
1973-08-17,1.490741
1973-08-20,1.490741
1973-08-21,1.469907
1973-08-22,1.469907
1973-08-23,1.469907
1973-08-24,1.469907
1973-08-27,1.490741
1973-08-28,1.490741
1973-08-29,1.523148
1973-08-30,1.502315
1973-08-31,1.490741
1973-09-04,1.502315
1973-09-05,1.490741
1973-09-06,1.502315
1973-09-07,1.502315
1973-09-10,1.523148
1973-09-11,1.502315
1973-09-12,1.502315
1973-09-13,1.490741
1973-09-14,1.523148
1973-09-17,1.534722
1973-09-18,1.534722
1973-09-19,1.555556
1973-09-20,1.56713
1973-09-21,1.578704
1973-09-24,1.611111
1973-09-25,1.631944
1973-09-26,1.599537
1973-09-27,1.578704
1973-09-28,1.578704
1973-10-01,1.611111
1973-10-02,1.611111
1973-10-03,1.611111
1973-10-04,1.599537
1973-10-05,1.599537
1973-10-08,1.611111
1973-10-09,1.599537
1973-10-10,1.578704
1973-10-11,1.599537
1973-10-12,1.599537
1973-10-15,1.599537
1973-10-16,1.599537
1973-10-17,1.599537
1973-10-18,1.599537
1973-10-19,1.599537
1973-10-22,1.599537
1973-10-23,1.611111
1973-10-24,1.631944
1973-10-25,1.631944
1973-10-26,1.631944
1973-10-29,1.631944
1973-10-30,1.611111
1973-10-31,1.611111
1973-11-01,1.578704
1973-11-02,1.56713
1973-11-05,1.555556
1973-11-06,1.534722
1973-11-07,1.555556
1973-11-08,1.555556
1973-11-09,1.534722
1973-11-12,1.523148
1973-11-13,1.502315
1973-11-14,1.469907
1973-11-15,1.469907
1973-11-16,1.502315
1973-11-19,1.458333
1973-11-20,1.446759
1973-11-21,1.446759
1973-11-23,1.425926
1973-11-26,1.349537
1973-11-27,1.305556
1973-11-28,1.284722
1973-11-29,1.273148
1973-11-30,1.240741
1973-12-03,1.217593
1973-12-04,1.217593
1973-12-05,1.240741
1973-12-06,1.284722
1973-12-07,1.31713
1973-12-10,1.31713
1973-12-11,1.284722
1973-12-12,1.273148
1973-12-13,1.240741
1973-12-14,1.217593
1973-12-17,1.240741
1973-12-18,1.217593
1973-12-19,1.217593
1973-12-20,1.217593
1973-12-21,1.240741
1973-12-24,1.240741
1973-12-26,1.252315
1973-12-27,1.273148
1973-12-28,1.273148
1973-12-31,1.284722
1974-01-02,1.284722
1974-01-03,1.31713
1974-01-04,1.31713
1974-01-07,1.31713
1974-01-08,1.305556
1974-01-09,1.284722
1974-01-10,1.273148
1974-01-11,1.284722
1974-01-14,1.284722
1974-01-15,1.284722
1974-01-16,1.284722
1974-01-17,1.273148
1974-01-18,1.240741
1974-01-21,1.217593
1974-01-22,1.240741
1974-01-23,1.217593
1974-01-24,1.185185
1974-01-25,1.208333
1974-01-28,1.208333
1974-01-29,1.208333
1974-01-30,1.240741
1974-01-31,1.217593
1974-02-01,1.208333
1974-02-04,1.185185
1974-02-05,1.143519
1974-02-06,1.164352
1974-02-07,1.164352
1974-02-08,1.131944
1974-02-11,1.099537
1974-02-12,1.076389
1974-02-13,1.055556
1974-02-14,1.055556
1974-02-15,1.099537
1974-02-19,1.164352
1974-02-20,1.143519
1974-02-21,1.175926
1974-02-22,1.175926
1974-02-25,1.175926
1974-02-26,1.175926
1974-02-27,1.185185
1974-02-28,1.185185
1974-03-01,1.175926
1974-03-04,1.175926
1974-03-05,1.185185
1974-03-06,1.185185
1974-03-07,1.185185
1974-03-08,1.185185
1974-03-11,1.217593
1974-03-12,1.240741
1974-03-13,1.240741
1974-03-14,1.208333
1974-03-15,1.164352
1974-03-18,1.164352
1974-03-19,1.164352
1974-03-20,1.175926
1974-03-21,1.175926
1974-03-22,1.175926
1974-03-25,1.175926
1974-03-26,1.175926
1974-03-27,1.164352
1974-03-28,1.108796
1974-03-29,1.108796
1974-04-01,1.099537
1974-04-02,1.076389
1974-04-03,1.06713
1974-04-04,1.076389
1974-04-05,1.076389
1974-04-08,1.06713
1974-04-09,1.076389
1974-04-10,1.076389
1974-04-11,1.076389
1974-04-15,1.099537
1974-04-16,1.131944
1974-04-17,1.131944
1974-04-18,1.164352
1974-04-19,1.143519
1974-04-22,1.131944
1974-04-23,1.099537
1974-04-24,1.076389
1974-04-25,1.076389
1974-04-26,1.108796
1974-04-29,1.108796
1974-04-30,1.099537
1974-05-01,1.108796
1974-05-02,1.099537
1974-05-03,1.06713
1974-05-06,1.06713
1974-05-07,1.06713
1974-05-08,1.034722
1974-05-09,1.06713
1974-05-10,1.055556
1974-05-13,1.0
1974-05-14,1.0
1974-05-15,1.023148
1974-05-16,1.034722
1974-05-17,1.0
1974-05-20,0.967593
1974-05-21,0.967593
1974-05-22,0.967593
1974-05-23,0.967593
1974-05-24,1.023148
1974-05-28,1.034722
1974-05-29,1.055556
1974-05-30,1.034722
1974-05-31,1.034722
1974-06-03,1.034722
1974-06-04,1.099537
1974-06-05,1.131944
1974-06-06,1.143519
1974-06-07,1.164352
1974-06-10,1.164352
1974-06-11,1.175926
1974-06-12,1.175926
1974-06-13,1.185185
1974-06-14,1.185185
1974-06-17,1.185185
1974-06-18,1.175926
1974-06-19,1.164352
1974-06-20,1.143519
1974-06-21,1.108796
1974-06-24,1.108796
1974-06-25,1.164352
1974-06-26,1.143519
1974-06-27,1.131944
1974-06-28,1.131944
1974-07-01,1.131944
1974-07-02,1.099537
1974-07-03,1.099537
1974-07-05,1.06713
1974-07-08,1.055556
1974-07-09,1.06713
1974-07-10,1.055556
1974-07-11,1.055556
1974-07-12,1.06713
1974-07-15,1.076389
1974-07-16,1.055556
1974-07-17,1.055556
1974-07-18,0.990741
1974-07-19,0.990741
1974-07-22,0.990741
1974-07-23,0.967593
1974-07-24,0.958333
1974-07-25,0.967593
1974-07-26,0.925926
1974-07-29,0.914352
1974-07-30,0.914352
1974-07-31,0.914352
1974-08-01,0.914352
1974-08-02,0.914352
1974-08-05,0.914352
1974-08-06,0.914352
1974-08-07,0.935185
1974-08-08,0.914352
1974-08-09,0.8819440000000001
1974-08-12,0.8819440000000001
1974-08-13,0.8263889999999999
1974-08-14,0.793981
1974-08-15,0.782407
1974-08-16,0.773148
1974-08-19,0.782407
1974-08-20,0.782407
1974-08-21,0.782407
1974-08-22,0.782407
1974-08-23,0.773148
1974-08-26,0.75
1974-08-27,0.773148
1974-08-28,0.782407
1974-08-29,0.75
1974-08-30,0.773148
1974-09-03,0.773148
1974-09-04,0.75
1974-09-05,0.782407
1974-09-06,0.782407
1974-09-09,0.782407
1974-09-10,0.782407
1974-09-11,0.782407
1974-09-12,0.773148
1974-09-13,0.75
1974-09-16,0.75
1974-09-17,0.75
1974-09-18,0.740741
1974-09-19,0.75
1974-09-20,0.75
1974-09-23,0.717593
1974-09-24,0.708333
1974-09-25,0.685185
1974-09-26,0.673611
1974-09-27,0.631944
1974-09-30,0.576389
1974-10-01,0.599537
1974-10-02,0.576389
1974-10-03,0.543981
1974-10-04,0.564815
1974-10-07,0.599537
1974-10-08,0.599537
1974-10-09,0.631944
1974-10-10,0.664352
1974-10-11,0.717593
1974-10-14,0.75
1974-10-15,0.740741
1974-10-16,0.740741
1974-10-17,0.717593
1974-10-18,0.740741
1974-10-21,0.75
1974-10-22,0.81713
1974-10-23,0.773148
1974-10-24,0.75
1974-10-25,0.75
1974-10-28,0.75
1974-10-29,0.75
1974-10-30,0.75
1974-10-31,0.782407
1974-11-01,0.793981
1974-11-04,0.793981
1974-11-05,0.8495370000000001
1974-11-06,0.8587959999999999
1974-11-07,0.8263889999999999
1974-11-08,0.793981
1974-11-11,0.793981
1974-11-12,0.782407
1974-11-13,0.75
1974-11-14,0.740741
1974-11-15,0.740741
1974-11-18,0.708333
1974-11-19,0.708333
1974-11-20,0.708333
1974-11-21,0.717593
1974-11-22,0.717593
1974-11-25,0.717593
1974-11-26,0.740741
1974-11-27,0.740741
1974-11-29,0.740741
1974-12-02,0.708333
1974-12-03,0.685185
1974-12-04,0.708333
1974-12-05,0.708333
1974-12-06,0.685185
1974-12-09,0.685185
1974-12-10,0.717593
1974-12-11,0.717593
1974-12-12,0.717593
1974-12-13,0.717593
1974-12-16,0.717593
1974-12-17,0.740741
1974-12-18,0.740741
1974-12-19,0.740741
1974-12-20,0.740741
1974-12-23,0.717593
1974-12-24,0.717593
1974-12-26,0.717593
1974-12-27,0.717593
1974-12-30,0.740741
1974-12-31,0.75
1975-01-02,0.793981
1975-01-03,0.782407
1975-01-06,0.8263889999999999
1975-01-07,0.81713
1975-01-08,0.793981
1975-01-09,0.81713
1975-01-10,0.81713
1975-01-13,0.8495370000000001
1975-01-14,0.8495370000000001
1975-01-15,0.8495370000000001
1975-01-16,0.8819440000000001
1975-01-17,0.8819440000000001
1975-01-20,0.8587959999999999
1975-01-21,0.8263889999999999
1975-01-22,0.8263889999999999
1975-01-23,0.8495370000000001
1975-01-24,0.8263889999999999
1975-01-27,0.8912040000000001
1975-01-28,0.914352
1975-01-29,0.925926
1975-01-30,0.925926
1975-01-31,0.925926
1975-02-03,0.935185
1975-02-04,0.935185
1975-02-05,0.958333
1975-02-06,0.990741
1975-02-07,1.0
1975-02-10,0.990741
1975-02-11,0.990741
1975-02-12,1.0
1975-02-13,1.06713
1975-02-14,1.099537
1975-02-18,1.108796
1975-02-19,1.06713
1975-02-20,1.034722
1975-02-21,1.034722
1975-02-24,1.034722
1975-02-25,0.958333
1975-02-26,0.990741
1975-02-27,0.990741
1975-02-28,0.958333
1975-03-03,0.990741
1975-03-04,1.034722
1975-03-05,1.055556
1975-03-06,1.034722
1975-03-07,1.034722
1975-03-10,1.034722
1975-03-11,1.055556
1975-03-12,1.034722
1975-03-13,1.034722
1975-03-14,1.076389
1975-03-17,1.108796
1975-03-18,1.108796
1975-03-19,1.099537
1975-03-20,1.076389
1975-03-21,1.099537
1975-03-24,1.076389
1975-03-25,1.099537
1975-03-26,1.108796
1975-03-27,1.108796
1975-03-31,1.108796
1975-04-01,1.099537
1975-04-02,1.099537
1975-04-03,1.076389
1975-04-04,1.076389
1975-04-07,1.034722
1975-04-08,1.055556
1975-04-09,1.108796
1975-04-10,1.108796
1975-04-11,1.108796
1975-04-14,1.185185
1975-04-15,1.185185
1975-04-16,1.185185
1975-04-17,1.185185
1975-04-18,1.175926
1975-04-21,1.208333
1975-04-22,1.252315
1975-04-23,1.240741
1975-04-24,1.217593
1975-04-25,1.175926
1975-04-28,1.164352
1975-04-29,1.164352
1975-04-30,1.185185
1975-05-01,1.217593
1975-05-02,1.217593
1975-05-05,1.240741
1975-05-06,1.252315
1975-05-07,1.252315
1975-05-08,1.273148
1975-05-09,1.284722
1975-05-12,1.284722
1975-05-13,1.305556
1975-05-14,1.284722
1975-05-15,1.252315
1975-05-16,1.240741
1975-05-19,1.240741
1975-05-20,1.240741
1975-05-21,1.217593
1975-05-22,1.240741
1975-05-23,1.240741
1975-05-27,1.240741
1975-05-28,1.217593
1975-05-29,1.208333
1975-05-30,1.240741
1975-06-02,1.252315
1975-06-03,1.273148
1975-06-04,1.273148
1975-06-05,1.273148
1975-06-06,1.252315
1975-06-09,1.240741
1975-06-10,1.240741
1975-06-11,1.252315
1975-06-12,1.252315
1975-06-13,1.252315
1975-06-16,1.273148
1975-06-17,1.240741
1975-06-18,1.240741
1975-06-19,1.217593
1975-06-20,1.217593
1975-06-23,1.240741
1975-06-24,1.252315
1975-06-25,1.252315
1975-06-26,1.252315
1975-06-27,1.240741
1975-06-30,1.240741
1975-07-01,1.240741
1975-07-02,1.208333
1975-07-03,1.185185
1975-07-07,1.175926
1975-07-08,1.175926
1975-07-09,1.208333
1975-07-10,1.240741
1975-07-11,1.252315
1975-07-14,1.252315
1975-07-15,1.240741
1975-07-16,1.217593
1975-07-17,1.208333
1975-07-18,1.208333
1975-07-21,1.185185
1975-07-22,1.185185
1975-07-23,1.175926
1975-07-24,1.143519
1975-07-25,1.164352
1975-07-28,1.164352
1975-07-29,1.164352
1975-07-30,1.164352
1975-07-31,1.175926
1975-08-01,1.108796
1975-08-04,1.108796
1975-08-05,1.099537
1975-08-06,1.131944
1975-08-07,1.131944
1975-08-08,1.108796
1975-08-11,1.131944
1975-08-12,1.143519
1975-08-13,1.131944
1975-08-14,1.108796
1975-08-15,1.131944
1975-08-18,1.099537
1975-08-19,1.076389
1975-08-20,1.06713
1975-08-21,1.06713
1975-08-22,1.099537
1975-08-25,1.076389
1975-08-26,1.076389
1975-08-27,1.076389
1975-08-28,1.108796
1975-08-29,1.099537
1975-09-02,1.099537
1975-09-03,1.06713
1975-09-04,1.076389
1975-09-05,1.055556
1975-09-08,1.055556
1975-09-09,1.023148
1975-09-10,1.023148
1975-09-11,1.023148
1975-09-12,1.023148
1975-09-15,1.0
1975-09-16,1.0
1975-09-17,1.034722
1975-09-18,1.055556
1975-09-19,1.099537
1975-09-22,1.076389
1975-09-23,1.055556
1975-09-24,1.06713
1975-09-25,1.076389
1975-09-26,1.099537
1975-09-29,1.099537
1975-09-30,1.076389
1975-10-01,1.06713
1975-10-02,1.099537
1975-10-03,1.143519
1975-10-06,1.164352
1975-10-07,1.175926
1975-10-08,1.208333
1975-10-09,1.217593
1975-10-10,1.252315
1975-10-13,1.305556
1975-10-14,1.273148
1975-10-15,1.252315
1975-10-16,1.252315
1975-10-17,1.252315
1975-10-20,1.273148
1975-10-21,1.305556
1975-10-22,1.326389
1975-10-23,1.349537
1975-10-24,1.31713
1975-10-27,1.305556
1975-10-28,1.31713
1975-10-29,1.305556
1975-10-30,1.273148
1975-10-31,1.284722
1975-11-03,1.284722
1975-11-04,1.273148
1975-11-05,1.284722
1975-11-06,1.305556
1975-11-07,1.31713
1975-11-10,1.305556
1975-11-11,1.305556
1975-11-12,1.326389
1975-11-13,1.349537
1975-11-14,1.349537
1975-11-17,1.381944
1975-11-18,1.361111
1975-11-19,1.361111
1975-11-20,1.326389
1975-11-21,1.31713
1975-11-24,1.305556
1975-11-25,1.31713
1975-11-26,1.31713
1975-11-28,1.31713
1975-12-01,1.31713
1975-12-02,1.31713
1975-12-03,1.305556
1975-12-04,1.284722
1975-12-05,1.252315
1975-12-08,1.273148
1975-12-09,1.284722
1975-12-10,1.273148
1975-12-11,1.273148
1975-12-12,1.284722
1975-12-15,1.284722
1975-12-16,1.31713
1975-12-17,1.31713
1975-12-18,1.31713
1975-12-19,1.284722
1975-12-22,1.284722
1975-12-23,1.305556
1975-12-24,1.305556
1975-12-26,1.326389
1975-12-29,1.31713
1975-12-30,1.305556
1975-12-31,1.305556
1976-01-02,1.305556
1976-01-05,1.349537
1976-01-06,1.361111
1976-01-07,1.349537
1976-01-08,1.349537
1976-01-09,1.349537
1976-01-12,1.381944
1976-01-13,1.349537
1976-01-14,1.381944
1976-01-15,1.361111
1976-01-16,1.393519
1976-01-19,1.381944
1976-01-20,1.393519
1976-01-21,1.381944
1976-01-22,1.361111
1976-01-23,1.381944
1976-01-26,1.381944
1976-01-27,1.349537
1976-01-28,1.361111
1976-01-29,1.393519
1976-01-30,1.414352
1976-02-02,1.393519
1976-02-03,1.414352
1976-02-04,1.414352
1976-02-05,1.361111
1976-02-06,1.381944
1976-02-09,1.381944
1976-02-10,1.381944
1976-02-11,1.381944
1976-02-12,1.361111
1976-02-13,1.326389
1976-02-17,1.326389
1976-02-18,1.326389
1976-02-19,1.326389
1976-02-20,1.349537
1976-02-23,1.349537
1976-02-24,1.349537
1976-02-25,1.326389
1976-02-26,1.31713
1976-02-27,1.31713
1976-03-01,1.305556
1976-03-02,1.349537
1976-03-03,1.349537
1976-03-04,1.326389
1976-03-05,1.31713
1976-03-08,1.326389
1976-03-09,1.326389
1976-03-10,1.349537
1976-03-11,1.349537
1976-03-12,1.349537
1976-03-15,1.326389
1976-03-16,1.326389
1976-03-17,1.326389
1976-03-18,1.326389
1976-03-19,1.326389
1976-03-22,1.326389
1976-03-23,1.31713
1976-03-24,1.361111
1976-03-25,1.361111
1976-03-26,1.381944
1976-03-29,1.361111
1976-03-30,1.361111
1976-03-31,1.381944
1976-04-01,1.381944
1976-04-02,1.361111
1976-04-05,1.361111
1976-04-06,1.414352
1976-04-07,1.381944
1976-04-08,1.361111
1976-04-09,1.361111
1976-04-12,1.349537
1976-04-13,1.381944
1976-04-14,1.381944
1976-04-15,1.381944
1976-04-19,1.393519
1976-04-20,1.414352
1976-04-21,1.393519
1976-04-22,1.381944
1976-04-23,1.361111
1976-04-26,1.349537
1976-04-27,1.349537
1976-04-28,1.349537
1976-04-29,1.349537
1976-04-30,1.361111
1976-05-03,1.361111
1976-05-04,1.361111
1976-05-05,1.361111
1976-05-06,1.381944
1976-05-07,1.393519
1976-05-10,1.414352
1976-05-11,1.393519
1976-05-12,1.393519
1976-05-13,1.381944
1976-05-14,1.381944
1976-05-17,1.381944
1976-05-18,1.361111
1976-05-19,1.361111
1976-05-20,1.381944
1976-05-21,1.381944
1976-05-24,1.381944
1976-05-25,1.349537
1976-05-26,1.349537
1976-05-27,1.349537
1976-05-28,1.361111
1976-06-01,1.361111
1976-06-02,1.361111
1976-06-03,1.326389
1976-06-04,1.31713
1976-06-07,1.305556
1976-06-08,1.305556
1976-06-09,1.284722
1976-06-10,1.284722
1976-06-11,1.31713
1976-06-14,1.31713
1976-06-15,1.31713
1976-06-16,1.349537
1976-06-17,1.349537
1976-06-18,1.381944
1976-06-21,1.393519
1976-06-22,1.393519
1976-06-23,1.361111
1976-06-24,1.393519
1976-06-25,1.381944
1976-06-28,1.393519
1976-06-29,1.381944
1976-06-30,1.381944
1976-07-01,1.381944
1976-07-02,1.381944
1976-07-06,1.381944
1976-07-07,1.381944
1976-07-08,1.393519
1976-07-09,1.425926
1976-07-12,1.458333
1976-07-13,1.458333
1976-07-14,1.458333
1976-07-15,1.458333
1976-07-16,1.458333
1976-07-19,1.458333
1976-07-20,1.458333
1976-07-21,1.469907
1976-07-22,1.490741
1976-07-23,1.490741
1976-07-26,1.490741
1976-07-27,1.490741
1976-07-28,1.469907
1976-07-29,1.469907
1976-07-30,1.490741
1976-08-02,1.502315
1976-08-03,1.534722
1976-08-04,1.534722
1976-08-05,1.523148
1976-08-06,1.523148
1976-08-09,1.523148
1976-08-10,1.534722
1976-08-11,1.534722
1976-08-12,1.534722
1976-08-13,1.534722
1976-08-16,1.534722
1976-08-17,1.56713
1976-08-18,1.555556
1976-08-19,1.555556
1976-08-20,1.555556
1976-08-23,1.534722
1976-08-24,1.534722
1976-08-25,1.534722
1976-08-26,1.534722
1976-08-27,1.523148
1976-08-30,1.523148
1976-08-31,1.555556
1976-09-01,1.578704
1976-09-02,1.578704
1976-09-03,1.56713
1976-09-07,1.56713
1976-09-08,1.56713
1976-09-09,1.56713
1976-09-10,1.56713
1976-09-13,1.555556
1976-09-14,1.534722
1976-09-15,1.534722
1976-09-16,1.555556
1976-09-17,1.56713
1976-09-20,1.555556
1976-09-21,1.599537
1976-09-22,1.611111
1976-09-23,1.611111
1976-09-24,1.599537
1976-09-27,1.599537
1976-09-28,1.56713
1976-09-29,1.578704
1976-09-30,1.578704
1976-10-01,1.578704
1976-10-04,1.56713
1976-10-05,1.56713
1976-10-06,1.56713
1976-10-07,1.56713
1976-10-08,1.56713
1976-10-11,1.56713
1976-10-12,1.555556
1976-10-13,1.56713
1976-10-14,1.534722
1976-10-15,1.523148
1976-10-18,1.523148
1976-10-19,1.502315
1976-10-20,1.502315
1976-10-21,1.502315
1976-10-22,1.490741
1976-10-25,1.502315
1976-10-26,1.523148
1976-10-27,1.523148
1976-10-28,1.523148
1976-10-29,1.534722
1976-11-01,1.534722
1976-11-03,1.523148
1976-11-04,1.523148
1976-11-05,1.446759
1976-11-08,1.425926
1976-11-09,1.414352
1976-11-10,1.393519
1976-11-11,1.425926
1976-11-12,1.414352
1976-11-15,1.425926
1976-11-16,1.425926
1976-11-17,1.425926
1976-11-18,1.458333
1976-11-19,1.458333
1976-11-22,1.490741
1976-11-23,1.490741
1976-11-24,1.502315
1976-11-26,1.523148
1976-11-29,1.523148
1976-11-30,1.502315
1976-12-01,1.502315
1976-12-02,1.523148
1976-12-03,1.523148
1976-12-06,1.534722
1976-12-07,1.534722
1976-12-08,1.555556
1976-12-09,1.523148
1976-12-10,1.490741
1976-12-13,1.458333
1976-12-14,1.458333
1976-12-15,1.446759
1976-12-16,1.425926
1976-12-17,1.414352
1976-12-20,1.381944
1976-12-21,1.393519
1976-12-22,1.425926
1976-12-23,1.425926
1976-12-27,1.458333
1976-12-28,1.458333
1976-12-29,1.446759
1976-12-30,1.446759
1976-12-31,1.469907
1977-01-03,1.481481
1977-01-04,1.462963
1977-01-05,1.451389
1977-01-06,1.458333
1977-01-07,1.453704
