Date,GME
2007-01-11,29.01
2007-01-12,28.82
2007-01-16,28.844998999999998
2007-01-17,28.780001000000002
2007-01-18,28.424999
2007-01-19,28.014999
2007-01-22,27.525
2007-01-23,27.459999
2007-01-24,27.879998999999998
2007-01-25,26.83
2007-01-26,26.125
2007-01-29,26.540001
2007-01-30,26.370001000000002
2007-01-31,26.715
2007-02-01,26.92
2007-02-02,26.950001
2007-02-05,26.5
2007-02-06,26.370001000000002
2007-02-07,26.855
2007-02-08,26.625
2007-02-09,26.764999
2007-02-12,26.52
2007-02-13,26.809998999999998
2007-02-14,26.959999
2007-02-15,26.865
2007-02-16,26.870001000000002
2007-02-20,26.955
2007-02-21,27.66
2007-02-22,27.155001000000002
2007-02-23,26.915001
2007-02-26,26.690001000000002
2007-02-27,26.07
2007-02-28,26.190001000000002
2007-03-01,26.084999
2007-03-02,25.645
2007-03-05,25.565001000000002
2007-03-06,25.895
2007-03-07,25.9
2007-03-08,26.879998999999998
2007-03-09,27.1
2007-03-12,27.415001
2007-03-13,26.959999
2007-03-14,26.635
2007-03-15,27.08
2007-03-16,26.725
2007-03-19,27.209999
2007-03-20,27.65
2007-03-21,27.629998999999998
2007-03-22,27.32
2007-03-23,27.33
2007-03-26,27.969998999999998
2007-03-27,31.16
2007-03-28,32.599998
2007-03-29,32.419998
2007-03-30,32.57
2007-04-02,32.93
2007-04-03,33.189999
2007-04-04,32.98
2007-04-05,33.32
2007-04-09,33.099998
2007-04-10,34.060001
2007-04-11,34.34
2007-04-12,33.91
2007-04-13,33.790001000000004
2007-04-16,33.830002
2007-04-17,33.950001
2007-04-18,33.52
2007-04-19,33.029999
2007-04-20,34.049999
2007-04-23,34.950001
2007-04-24,34.150002
2007-04-25,33.82
2007-04-26,34.029999
2007-04-27,33.610001000000004
2007-04-30,33.169998
2007-05-01,33.5
2007-05-02,33.799999
2007-05-03,33.59
2007-05-04,33.25
2007-05-07,33.310001
2007-05-08,33.459998999999996
2007-05-09,33.5
2007-05-10,32.919998
2007-05-11,32.639998999999996
2007-05-14,32.98
2007-05-15,34.27
2007-05-16,35.25
2007-05-17,35.599998
2007-05-18,35.59
2007-05-21,37.099998
2007-05-22,37.68
2007-05-23,35.849998
2007-05-24,35.209998999999996
2007-05-25,35.790001000000004
2007-05-29,36.02
2007-05-30,36.419998
2007-05-31,36.98
2007-06-01,37.68
2007-06-04,38.259997999999996
2007-06-05,38.139998999999996
2007-06-06,37.400002
2007-06-07,36.419998
2007-06-08,37.27
2007-06-11,36.91
2007-06-12,36.360001000000004
2007-06-13,37.02
2007-06-14,37.259997999999996
2007-06-15,39.209998999999996
2007-06-18,40.18
2007-06-19,40.049999
2007-06-20,39.610001000000004
2007-06-21,40.049999
2007-06-22,40.060001
2007-06-25,39.98
2007-06-26,39.509997999999996
2007-06-27,40.380001
2007-06-28,39.919998
2007-06-29,39.099998
2007-07-02,40.200001
2007-07-03,40.450001
2007-07-05,41.509997999999996
2007-07-06,41.549999
2007-07-09,43.25
2007-07-10,42.130001
2007-07-11,41.75
2007-07-12,42.419998
2007-07-13,42.0
2007-07-16,42.07
2007-07-17,41.610001000000004
2007-07-18,42.099998
2007-07-19,41.669998
2007-07-20,41.93
2007-07-23,41.09
2007-07-24,41.610001000000004
2007-07-25,42.009997999999996
2007-07-26,41.060001
2007-07-27,40.400002
2007-07-30,40.720001
2007-07-31,40.349998
2007-08-01,40.099998
2007-08-02,41.509997999999996
2007-08-03,39.549999
2007-08-06,40.599998
2007-08-07,42.759997999999996
2007-08-08,44.040001000000004
2007-08-09,40.950001
2007-08-10,39.880001
2007-08-13,40.689999
2007-08-14,40.07
2007-08-15,39.540001000000004
2007-08-16,38.98
2007-08-17,39.900002
2007-08-20,41.68
2007-08-21,42.959998999999996
2007-08-22,43.419998
2007-08-23,47.450001
2007-08-24,49.43
2007-08-27,48.709998999999996
2007-08-28,46.419998
2007-08-29,49.639998999999996
2007-08-30,48.830002
2007-08-31,50.139998999999996
2007-09-04,51.130001
2007-09-05,49.669998
2007-09-06,50.049999
2007-09-07,48.209998999999996
2007-09-10,48.810001
2007-09-11,50.18
2007-09-12,50.349998
2007-09-13,49.810001
2007-09-14,51.860001000000004
2007-09-17,51.400002
2007-09-18,52.209998999999996
2007-09-19,53.41
2007-09-20,54.490002000000004
2007-09-21,55.279999
2007-09-24,56.169998
2007-09-25,57.029999
2007-09-26,58.779999
2007-09-27,56.790001000000004
2007-09-28,56.349998
2007-10-01,56.150002
2007-10-02,57.599998
2007-10-03,56.610001000000004
2007-10-04,54.630001
2007-10-05,56.720001
2007-10-08,56.650002
2007-10-09,58.709998999999996
2007-10-10,58.970001
2007-10-11,57.049999
2007-10-12,57.400002
2007-10-15,58.02
2007-10-16,58.119999
2007-10-17,58.509997999999996
2007-10-18,58.389998999999996
2007-10-19,56.740002000000004
2007-10-22,56.759997999999996
2007-10-23,60.049999
2007-10-24,58.130001
2007-10-25,56.610001000000004
2007-10-26,57.439999
2007-10-29,58.27
2007-10-30,57.5
2007-10-31,59.220001
2007-11-01,57.849998
2007-11-02,56.529999
2007-11-05,56.98
2007-11-06,58.689999
2007-11-07,56.419998
2007-11-08,55.799999
2007-11-09,52.779999
2007-11-12,52.0
2007-11-13,54.43
2007-11-14,53.869999
2007-11-15,55.93
2007-11-16,55.0
2007-11-19,52.990002000000004
2007-11-20,51.009997999999996
2007-11-21,49.32
2007-11-23,50.150002
2007-11-26,51.48
2007-11-27,53.139998999999996
2007-11-28,55.77
2007-11-29,55.860001000000004
2007-11-30,57.450001
2007-12-03,57.599998
2007-12-04,57.209998999999996
2007-12-05,57.900002
2007-12-06,59.650002
2007-12-07,60.779999
2007-12-10,60.0
2007-12-11,58.119999
2007-12-12,58.619999
2007-12-13,57.549999
2007-12-14,58.209998999999996
2007-12-17,58.150002
2007-12-18,60.959998999999996
2007-12-19,60.970001
2007-12-20,62.099998
2007-12-21,61.450001
2007-12-24,63.299999
2007-12-26,62.880001
2007-12-27,62.200001
2007-12-28,62.299999
2007-12-31,62.110001000000004
2008-01-02,60.299999
2008-01-03,60.110001000000004
2008-01-04,57.040001000000004
2008-01-07,56.52
2008-01-08,56.099998
2008-01-09,55.110001000000004
2008-01-10,52.27
2008-01-11,52.119999
2008-01-14,53.709998999999996
2008-01-15,50.810001
2008-01-16,51.310001
2008-01-17,49.720001
2008-01-18,49.32
2008-01-22,50.470001
2008-01-23,52.049999
2008-01-24,52.419998
2008-01-25,49.599998
2008-01-28,50.549999
2008-01-29,49.669998
2008-01-30,49.080002
2008-01-31,51.560001
2008-02-01,52.52
2008-02-04,52.0
2008-02-05,49.360001000000004
2008-02-06,49.279999
2008-02-07,49.169998
2008-02-08,50.240002000000004
2008-02-11,50.240002000000004
2008-02-12,49.099998
2008-02-13,47.32
2008-02-14,45.759997999999996
2008-02-15,47.630001
2008-02-19,46.860001000000004
2008-02-20,45.740002000000004
2008-02-21,45.990002000000004
2008-02-22,46.27
2008-02-25,46.060001
2008-02-26,47.110001000000004
2008-02-27,47.41
2008-02-28,45.060001
2008-02-29,42.360001000000004
2008-03-03,42.740002000000004
2008-03-04,43.599998
2008-03-05,45.23
2008-03-06,43.360001000000004
2008-03-07,42.68
2008-03-10,43.330002
2008-03-11,46.869999
2008-03-12,46.25
2008-03-13,47.169998
2008-03-14,49.049999
2008-03-17,47.0
2008-03-18,48.549999
2008-03-19,46.98
2008-03-20,50.18
2008-03-24,53.990002000000004
2008-03-25,53.849998
2008-03-26,52.98
2008-03-27,54.0
2008-03-28,51.889998999999996
2008-03-31,51.709998999999996
2008-04-01,55.669998
2008-04-02,55.669998
2008-04-03,56.400002
2008-04-04,56.419998
2008-04-07,56.060001
2008-04-08,55.349998
2008-04-09,53.689999
2008-04-10,55.189999
2008-04-11,54.540001000000004
2008-04-14,54.889998999999996
2008-04-15,55.849998
2008-04-16,56.66
2008-04-17,57.040001000000004
2008-04-18,56.639998999999996
2008-04-21,55.57
2008-04-22,54.849998
2008-04-23,55.209998999999996
2008-04-24,55.970001
2008-04-25,56.18
2008-04-28,55.119999
2008-04-29,54.630001
2008-04-30,55.040001000000004
2008-05-01,56.389998999999996
2008-05-02,53.990002000000004
2008-05-05,52.75
2008-05-06,53.900002
2008-05-07,52.18
2008-05-08,51.060001
2008-05-09,51.23
2008-05-12,54.099998
2008-05-13,54.599998
2008-05-14,54.970001
2008-05-15,55.450001
2008-05-16,53.869999
2008-05-19,52.200001
2008-05-20,51.580002
2008-05-21,50.84
2008-05-22,48.849998
2008-05-23,49.369999
2008-05-27,49.5
2008-05-28,50.290001000000004
2008-05-29,49.189999
2008-05-30,49.599998
2008-06-02,49.16
2008-06-03,48.43
2008-06-04,47.380001
2008-06-05,47.560001
2008-06-06,45.0
2008-06-09,45.830002
2008-06-10,44.630001
2008-06-11,42.509997999999996
2008-06-12,42.919998
2008-06-13,44.509997999999996
2008-06-16,47.939999
2008-06-17,46.860001000000004
2008-06-18,46.650002
2008-06-19,47.939999
2008-06-20,45.419998
2008-06-23,45.740002000000004
2008-06-24,45.400002
2008-06-25,46.02
2008-06-26,43.529999
2008-06-27,42.830002
2008-06-30,40.400002
2008-07-01,40.75
2008-07-02,40.41
2008-07-03,38.779999
2008-07-07,39.360001000000004
2008-07-08,40.709998999999996
2008-07-09,39.380001
2008-07-10,38.919998
2008-07-11,39.279999
2008-07-14,40.27
2008-07-15,41.209998999999996
2008-07-16,42.75
2008-07-17,43.330002
2008-07-18,45.25
2008-07-21,43.049999
2008-07-22,43.439999
2008-07-23,44.23
2008-07-24,42.560001
2008-07-25,41.540001000000004
2008-07-28,40.580002
2008-07-29,41.5
2008-07-30,41.02
2008-07-31,40.509997999999996
2008-08-01,39.830002
2008-08-04,39.43
2008-08-05,42.900002
2008-08-06,42.779999
2008-08-07,41.419998
2008-08-08,44.220001
2008-08-11,45.77
2008-08-12,45.150002
2008-08-13,44.209998999999996
2008-08-14,44.43
2008-08-15,43.209998999999996
2008-08-18,44.18
2008-08-19,44.040001000000004
2008-08-20,43.52
2008-08-21,43.48
2008-08-22,44.16
2008-08-25,43.259997999999996
2008-08-26,43.110001000000004
2008-08-27,43.099998
2008-08-28,44.09
2008-08-29,43.869999
2008-09-02,45.380001
2008-09-03,43.900002
2008-09-04,43.93
2008-09-05,43.630001
2008-09-08,44.279999
2008-09-09,43.549999
2008-09-10,42.759997999999996
2008-09-11,42.700001
2008-09-12,41.209998999999996
2008-09-15,38.900002
2008-09-16,40.080002
2008-09-17,37.599998
2008-09-18,38.490002000000004
2008-09-19,37.700001
2008-09-22,36.279999
2008-09-23,34.939999
2008-09-24,34.599998
2008-09-25,36.040001000000004
2008-09-26,36.16
2008-09-29,34.200001
2008-09-30,34.209998999999996
2008-10-01,36.040001000000004
2008-10-02,35.810001
2008-10-03,35.279999
2008-10-06,34.110001000000004
2008-10-07,30.75
2008-10-08,30.209999
2008-10-09,29.09
2008-10-10,29.1
2008-10-13,33.52
2008-10-14,30.360001
2008-10-15,27.73
2008-10-16,30.809998999999998
2008-10-17,31.84
2008-10-20,33.189999
2008-10-21,30.459999
2008-10-22,28.23
2008-10-23,27.07
2008-10-24,25.73
2008-10-27,25.209999
2008-10-28,28.91
2008-10-29,29.43
2008-10-30,29.43
2008-10-31,27.389999
2008-11-03,26.969998999999998
2008-11-04,27.75
2008-11-05,25.280001000000002
2008-11-06,23.809998999999998
2008-11-07,25.1
2008-11-10,24.48
2008-11-11,23.41
2008-11-12,22.040001
2008-11-13,24.83
2008-11-14,23.280001000000002
2008-11-17,22.75
2008-11-18,22.209999
2008-11-19,20.559998999999998
2008-11-20,17.5
2008-11-21,17.98
2008-11-24,20.209999
2008-11-25,20.67
2008-11-26,22.0
2008-11-28,21.85
2008-12-01,19.35
2008-12-02,19.01
2008-12-03,18.85
2008-12-04,20.18
2008-12-05,21.27
2008-12-08,25.0
2008-12-09,23.23
2008-12-10,24.09
2008-12-11,22.84
2008-12-12,24.129998999999998
2008-12-15,23.120001000000002
2008-12-16,25.690001000000002
2008-12-17,25.67
2008-12-18,24.389999
2008-12-19,24.6
2008-12-22,23.139999
2008-12-23,22.18
2008-12-24,23.309998999999998
2008-12-26,23.139999
2008-12-29,21.950001
2008-12-30,22.139999
2008-12-31,21.66
2009-01-02,23.190001000000002
2009-01-05,23.83
2009-01-06,23.52
2009-01-07,22.610001
2009-01-08,25.58
2009-01-09,26.129998999999998
2009-01-12,25.469998999999998
2009-01-13,24.639999
2009-01-14,23.43
2009-01-15,23.83
2009-01-16,24.68
2009-01-20,23.049999
2009-01-21,24.43
2009-01-22,24.33
2009-01-23,25.809998999999998
2009-01-26,26.559998999999998
2009-01-27,26.370001000000002
2009-01-28,28.139999
2009-01-29,26.32
2009-01-30,24.780001000000002
2009-02-02,25.459999
2009-02-03,25.620001000000002
2009-02-04,25.99
2009-02-05,27.110001
2009-02-06,28.01
2009-02-09,27.42
2009-02-10,26.9
2009-02-11,26.51
2009-02-12,26.99
2009-02-13,26.25
2009-02-17,25.02
2009-02-18,24.870001000000002
2009-02-19,26.629998999999998
2009-02-20,26.68
2009-02-23,26.219998999999998
2009-02-24,27.360001
2009-02-25,28.309998999999998
2009-02-26,27.0
2009-02-27,26.92
2009-03-02,26.09
2009-03-03,25.98
2009-03-04,27.299999
2009-03-05,23.459999
2009-03-06,22.379998999999998
2009-03-09,22.9
2009-03-10,25.209999
2009-03-11,25.26
2009-03-12,25.4
2009-03-13,25.66
2009-03-16,24.41
2009-03-17,24.950001
2009-03-18,24.83
2009-03-19,25.42
2009-03-20,24.85
2009-03-23,26.620001000000002
2009-03-24,27.049999
2009-03-25,26.84
2009-03-26,26.209999
2009-03-27,27.83
2009-03-30,27.07
2009-03-31,28.02
2009-04-01,28.200001
2009-04-02,30.1
2009-04-03,29.780001000000002
2009-04-06,28.620001000000002
2009-04-07,29.25
2009-04-08,30.34
2009-04-09,32.419998
2009-04-13,32.290001000000004
2009-04-14,31.49
2009-04-15,31.9
2009-04-16,29.700001
2009-04-17,28.83
2009-04-20,28.4
2009-04-21,29.799999
2009-04-22,29.860001
2009-04-23,30.5
2009-04-24,31.309998999999998
2009-04-27,30.48
2009-04-28,29.67
2009-04-29,30.09
2009-04-30,30.16
2009-05-01,29.34
2009-05-04,29.34
2009-05-05,29.09
2009-05-06,27.51
2009-05-07,26.91
2009-05-08,26.129998999999998
2009-05-11,26.66
2009-05-12,26.25
2009-05-13,25.66
2009-05-14,25.969998999999998
2009-05-15,26.469998999999998
2009-05-18,26.280001000000002
2009-05-19,25.82
2009-05-20,26.469998999999998
2009-05-21,22.379998999999998
2009-05-22,22.549999
2009-05-26,23.360001
2009-05-27,22.01
2009-05-28,23.530001000000002
2009-05-29,24.950001
2009-06-01,25.799999
2009-06-02,24.32
2009-06-03,24.17
2009-06-04,24.450001
2009-06-05,23.889999
2009-06-08,24.33
2009-06-09,25.0
2009-06-10,24.950001
2009-06-11,24.610001
2009-06-12,24.120001000000002
2009-06-15,23.67
2009-06-16,22.99
2009-06-17,23.24
2009-06-18,22.799999
2009-06-19,22.950001
2009-06-22,21.959999
2009-06-23,21.860001
2009-06-24,21.83
2009-06-25,22.209999
2009-06-26,22.17
2009-06-29,22.17
2009-06-30,22.01
2009-07-01,22.459999
2009-07-02,21.07
2009-07-06,21.040001
2009-07-07,20.459999
2009-07-08,20.940001000000002
2009-07-09,20.690001000000002
2009-07-10,20.440001000000002
2009-07-13,21.030001000000002
2009-07-14,21.629998999999998
2009-07-15,21.639999
2009-07-16,22.15
2009-07-17,21.959999
2009-07-20,22.34
2009-07-21,22.92
2009-07-22,23.620001000000002
2009-07-23,23.9
2009-07-24,24.15
2009-07-27,23.530001000000002
2009-07-28,22.799999
2009-07-29,21.870001000000002
2009-07-30,21.48
2009-07-31,21.889999
2009-08-03,22.860001
2009-08-04,24.42
2009-08-05,24.15
2009-08-06,24.52
2009-08-07,25.16
2009-08-10,24.16
2009-08-11,24.700001
2009-08-12,25.639999
2009-08-13,26.33
2009-08-14,26.440001000000002
2009-08-17,25.09
2009-08-18,24.540001
2009-08-19,25.18
2009-08-20,23.41
2009-08-21,23.129998999999998
2009-08-24,22.559998999999998
2009-08-25,22.43
2009-08-26,22.559998999999998
2009-08-27,23.02
2009-08-28,23.469998999999998
2009-08-31,23.799999
2009-09-01,23.32
2009-09-02,23.459999
2009-09-03,23.950001
2009-09-04,24.059998999999998
2009-09-08,24.93
2009-09-09,25.049999
2009-09-10,25.02
2009-09-11,24.700001
2009-09-14,25.59
2009-09-15,25.34
2009-09-16,25.82
2009-09-17,25.799999
2009-09-18,26.790001
2009-09-21,26.280001000000002
2009-09-22,26.24
2009-09-23,26.66
2009-09-24,26.23
2009-09-25,26.040001
2009-09-28,26.209999
2009-09-29,26.790001
2009-09-30,26.469998999999998
2009-10-01,26.02
2009-10-02,25.68
2009-10-05,26.030001000000002
2009-10-06,26.620001000000002
2009-10-07,26.24
2009-10-08,27.370001000000002
2009-10-09,26.959999
2009-10-12,26.860001
2009-10-13,27.34
2009-10-14,28.16
2009-10-15,27.84
2009-10-16,27.73
2009-10-19,28.16
2009-10-20,25.65
2009-10-21,25.34
2009-10-22,25.24
2009-10-23,24.77
2009-10-26,24.08
2009-10-27,24.6
2009-10-28,24.23
2009-10-29,24.549999
2009-10-30,24.290001
2009-11-02,24.190001000000002
2009-11-03,23.98
2009-11-04,23.74
2009-11-05,24.190001000000002
2009-11-06,24.629998999999998
2009-11-09,25.5
2009-11-10,25.18
2009-11-11,24.43
2009-11-12,24.620001000000002
2009-11-13,23.690001000000002
2009-11-16,24.4
2009-11-17,23.969998999999998
2009-11-18,24.09
2009-11-19,24.5
2009-11-20,25.49
2009-11-23,25.66
2009-11-24,25.280001000000002
2009-11-25,25.6
2009-11-27,25.32
2009-11-30,24.41
2009-12-01,23.84
2009-12-02,21.870001000000002
2009-12-03,21.35
2009-12-04,21.33
2009-12-07,21.93
2009-12-08,21.35
2009-12-09,20.82
2009-12-10,21.18
2009-12-11,21.719998999999998
2009-12-14,22.280001000000002
2009-12-15,22.309998999999998
2009-12-16,22.440001000000002
2009-12-17,22.65
2009-12-18,22.48
2009-12-21,22.620001000000002
2009-12-22,22.219998999999998
2009-12-23,22.01
2009-12-24,22.01
2009-12-28,22.24
2009-12-29,22.17
2009-12-30,22.17
2009-12-31,21.940001000000002
2010-01-04,22.9
2010-01-05,23.52
2010-01-06,24.030001000000002
2010-01-07,20.459999
2010-01-08,20.290001
2010-01-11,20.32
2010-01-12,20.77
2010-01-13,20.790001
2010-01-14,20.5
2010-01-15,20.5
2010-01-19,20.809998999999998
2010-01-20,20.51
2010-01-21,20.42
2010-01-22,20.030001000000002
2010-01-25,19.93
2010-01-26,19.639999
2010-01-27,19.940001000000002
2010-01-28,19.860001
2010-01-29,19.77
2010-02-01,19.93
2010-02-02,20.23
2010-02-03,20.51
2010-02-04,20.1
2010-02-05,20.15
2010-02-08,19.690001000000002
2010-02-09,18.82
2010-02-10,19.17
2010-02-11,19.360001
2010-02-12,19.17
2010-02-16,18.99
2010-02-17,19.280001000000002
2010-02-18,19.42
2010-02-19,19.309998999999998
2010-02-22,19.08
2010-02-23,18.870001000000002
2010-02-24,18.860001
2010-02-25,17.51
2010-02-26,17.200001
2010-03-01,17.49
2010-03-02,17.49
2010-03-03,17.85
2010-03-04,17.790001
2010-03-05,18.08
2010-03-08,18.469998999999998
2010-03-09,18.059998999999998
2010-03-10,18.280001000000002
2010-03-11,19.35
2010-03-12,19.209999
2010-03-15,19.4
2010-03-16,19.41
2010-03-17,19.860001
2010-03-18,21.16
2010-03-19,21.110001
2010-03-22,21.6
2010-03-23,22.200001
2010-03-24,21.709999
2010-03-25,21.780001000000002
2010-03-26,22.0
2010-03-29,21.77
2010-03-30,21.82
2010-03-31,21.91
2010-04-01,22.4
2010-04-05,22.639999
2010-04-06,22.51
2010-04-07,22.68
2010-04-08,23.120001000000002
2010-04-09,23.299999
2010-04-12,23.469998999999998
2010-04-13,23.66
2010-04-14,23.950001
2010-04-15,24.42
2010-04-16,24.809998999999998
2010-04-19,25.299999
2010-04-20,25.4
2010-04-21,25.139999
2010-04-22,25.030001000000002
2010-04-23,25.219998999999998
2010-04-26,25.459999
2010-04-27,24.540001
2010-04-28,24.719998999999998
2010-04-29,24.99
2010-04-30,24.309998999999998
2010-05-03,25.139999
2010-05-04,24.74
2010-05-05,24.51
2010-05-06,23.18
2010-05-07,22.58
2010-05-10,23.299999
2010-05-11,22.940001000000002
2010-05-12,23.139999
2010-05-13,22.68
2010-05-14,21.85
2010-05-17,22.030001000000002
2010-05-18,21.41
2010-05-19,21.27
2010-05-20,20.620001000000002
2010-05-21,21.299999
2010-05-24,21.280001000000002
2010-05-25,21.91
2010-05-26,21.66
2010-05-27,22.98
2010-05-28,22.790001
2010-06-01,21.860001
2010-06-02,22.129998999999998
2010-06-03,22.68
2010-06-04,21.77
2010-06-07,21.139999
2010-06-08,20.99
2010-06-09,20.99
2010-06-10,21.23
2010-06-11,21.66
2010-06-14,21.879998999999998
2010-06-15,20.709999
2010-06-16,19.639999
2010-06-17,19.360001
2010-06-18,19.209999
2010-06-21,18.860001
2010-06-22,18.83
2010-06-23,18.889999
2010-06-24,18.370001000000002
2010-06-25,18.51
2010-06-28,18.75
2010-06-29,18.32
2010-06-30,18.790001
2010-07-01,19.07
2010-07-02,18.27
2010-07-06,18.4
2010-07-07,18.75
2010-07-08,18.85
2010-07-09,19.030001000000002
2010-07-12,19.32
2010-07-13,19.51
2010-07-14,19.51
2010-07-15,19.52
2010-07-16,18.950001
2010-07-19,19.4
2010-07-20,19.799999
2010-07-21,19.66
2010-07-22,19.99
2010-07-23,20.5
2010-07-26,20.889999
2010-07-27,20.290001
2010-07-28,20.01
2010-07-29,19.74
2010-07-30,20.049999
2010-08-02,21.110001
2010-08-03,20.66
2010-08-04,21.26
2010-08-05,21.129998999999998
2010-08-06,20.969998999999998
2010-08-09,20.959999
2010-08-10,20.530001000000002
2010-08-11,19.860001
2010-08-12,19.709999
2010-08-13,19.57
2010-08-16,19.83
2010-08-17,20.02
2010-08-18,20.76
2010-08-19,19.059998999999998
2010-08-20,18.809998999999998
2010-08-23,18.42
2010-08-24,18.34
2010-08-25,18.42
2010-08-26,18.34
2010-08-27,18.33
2010-08-30,17.870001000000002
2010-08-31,17.93
2010-09-01,18.280001000000002
2010-09-02,18.5
2010-09-03,19.01
2010-09-07,18.75
2010-09-08,18.57
2010-09-09,18.379998999999998
2010-09-10,18.25
2010-09-13,18.65
2010-09-14,18.610001
2010-09-15,18.59
2010-09-16,19.4
2010-09-17,19.370001000000002
2010-09-20,19.559998999999998
2010-09-21,19.48
2010-09-22,19.5
2010-09-23,19.540001
2010-09-24,19.92
2010-09-27,19.82
2010-09-28,19.879998999999998
2010-09-29,19.700001
2010-09-30,19.709999
2010-10-01,20.0
2010-10-04,19.889999
2010-10-05,20.24
2010-10-06,20.209999
2010-10-07,19.92
2010-10-08,20.08
2010-10-11,20.370001000000002
2010-10-12,19.799999
2010-10-13,19.25
2010-10-14,18.82
2010-10-15,18.32
2010-10-18,18.27
2010-10-19,18.42
2010-10-20,18.959999
2010-10-21,19.040001
2010-10-22,19.129998999999998
2010-10-25,19.23
2010-10-26,19.4
2010-10-27,19.379998999999998
2010-10-28,19.41
2010-10-29,19.65
2010-11-01,19.309998999999998
2010-11-02,19.58
2010-11-03,19.549999
2010-11-04,19.950001
2010-11-05,19.99
2010-11-08,20.530001000000002
2010-11-09,20.190001000000002
2010-11-10,20.139999
2010-11-11,21.1
2010-11-12,20.83
2010-11-15,20.719998999999998
2010-11-16,20.85
2010-11-17,21.0
2010-11-18,20.4
2010-11-19,20.120001000000002
2010-11-22,20.379998999999998
2010-11-23,20.209999
2010-11-24,20.35
2010-11-26,20.5
2010-11-29,20.120001000000002
2010-11-30,19.92
2010-12-01,20.27
2010-12-02,21.15
2010-12-03,21.33
2010-12-06,21.25
2010-12-07,21.440001000000002
2010-12-08,21.32
2010-12-09,21.639999
2010-12-10,22.24
2010-12-13,21.92
2010-12-14,21.74
2010-12-15,21.559998999999998
2010-12-16,21.709999
2010-12-17,21.67
2010-12-20,21.26
2010-12-21,21.639999
2010-12-22,21.700001
2010-12-23,22.219998999999998
2010-12-27,22.25
2010-12-28,22.52
2010-12-29,22.51
2010-12-30,22.950001
2010-12-31,22.879998999999998
2011-01-03,22.91
2011-01-04,22.5
2011-01-05,21.889999
2011-01-06,20.629998999999998
2011-01-07,20.77
2011-01-10,20.700001
2011-01-11,20.190001000000002
2011-01-12,20.67
2011-01-13,20.6
2011-01-14,20.370001000000002
2011-01-18,20.370001000000002
2011-01-19,20.459999
2011-01-20,21.01
2011-01-21,20.9
2011-01-24,21.09
2011-01-25,21.059998999999998
2011-01-26,21.040001
2011-01-27,21.07
2011-01-28,20.98
2011-01-31,21.07
2011-02-01,20.549999
2011-02-02,19.82
2011-02-03,19.5
2011-02-04,20.049999
2011-02-07,20.139999
2011-02-08,20.02
2011-02-09,19.700001
2011-02-10,20.370001000000002
2011-02-11,20.280001000000002
2011-02-14,19.870001000000002
2011-02-15,20.040001
2011-02-16,20.27
2011-02-17,20.110001
2011-02-18,19.950001
2011-02-22,19.68
2011-02-23,19.68
2011-02-24,19.51
2011-02-25,19.85
2011-02-28,19.950001
2011-03-01,19.719998999999998
2011-03-02,19.700001
2011-03-03,20.129998999999998
2011-03-04,20.049999
2011-03-07,19.709999
2011-03-08,19.82
2011-03-09,19.76
2011-03-10,19.58
2011-03-11,19.77
2011-03-14,19.82
2011-03-15,20.530001000000002
2011-03-16,20.540001
2011-03-17,20.98
2011-03-18,20.959999
2011-03-21,21.190001000000002
2011-03-22,21.02
2011-03-23,21.110001
2011-03-24,21.73
2011-03-25,21.719998999999998
2011-03-28,21.969998999999998
2011-03-29,22.32
2011-03-30,22.629998999999998
2011-03-31,22.52
2011-04-01,22.92
2011-04-04,22.57
2011-04-05,23.58
2011-04-06,23.9
2011-04-07,24.030001000000002
2011-04-08,23.809998999999998
2011-04-11,23.75
2011-04-12,23.799999
2011-04-13,25.360001
2011-04-14,25.41
2011-04-15,26.4
2011-04-18,26.139999
2011-04-19,26.559998999999998
2011-04-20,26.35
2011-04-21,26.540001
2011-04-25,26.49
2011-04-26,26.290001
2011-04-27,26.219998999999998
2011-04-28,26.200001
2011-04-29,25.68
2011-05-02,25.780001000000002
2011-05-03,25.860001
2011-05-04,25.68
2011-05-05,25.870001000000002
2011-05-06,25.459999
2011-05-09,25.48
2011-05-10,25.780001000000002
2011-05-11,25.799999
2011-05-12,25.93
2011-05-13,26.719998999999998
2011-05-16,26.48
2011-05-17,26.35
2011-05-18,26.68
2011-05-19,27.32
2011-05-20,27.879998999999998
2011-05-23,27.66
2011-05-24,27.620001000000002
2011-05-25,27.75
2011-05-26,27.75
2011-05-27,28.209999
2011-05-31,27.98
2011-06-01,27.469998999999998
2011-06-02,27.26
2011-06-03,26.73
2011-06-06,26.57
2011-06-07,26.18
2011-06-08,26.27
2011-06-09,26.5
2011-06-10,26.26
2011-06-13,26.25
2011-06-14,26.43
2011-06-15,26.120001000000002
2011-06-16,26.200001
2011-06-17,26.440001000000002
2011-06-20,26.799999
2011-06-21,27.51
2011-06-22,26.540001
2011-06-23,26.26
2011-06-24,26.120001000000002
2011-06-27,25.790001
2011-06-28,26.35
2011-06-29,25.99
2011-06-30,26.67
2011-07-01,26.93
2011-07-05,27.4
2011-07-06,27.309998999999998
2011-07-07,27.219998999999998
2011-07-08,26.85
2011-07-11,25.950001
2011-07-12,24.809998999999998
2011-07-13,24.23
2011-07-14,23.83
2011-07-15,23.59
2011-07-18,23.42
2011-07-19,23.709999
2011-07-20,23.280001000000002
2011-07-21,23.32
2011-07-22,23.469998999999998
