Date,LOPE
2009-06-29,16.030001000000002
2009-06-30,16.780001000000002
2009-07-01,16.99
2009-07-02,16.75
2009-07-06,16.99
2009-07-07,16.700001
2009-07-08,16.129998999999998
2009-07-09,15.91
2009-07-10,16.09
2009-07-13,16.120001000000002
2009-07-14,16.200001
2009-07-15,16.639999
2009-07-16,16.74
2009-07-17,16.68
2009-07-20,16.9
2009-07-21,17.379998999999998
2009-07-22,17.959999
2009-07-23,17.860001
2009-07-24,17.639999
2009-07-27,17.16
2009-07-28,17.540001
2009-07-29,17.360001
2009-07-30,17.700001
2009-07-31,17.51
2009-08-03,17.93
2009-08-04,18.65
2009-08-05,18.84
2009-08-06,18.700001
2009-08-07,18.52
2009-08-10,18.469998999999998
2009-08-11,18.48
2009-08-12,18.639999
2009-08-13,18.719998999999998
2009-08-14,18.219998999999998
2009-08-17,18.23
2009-08-18,18.01
2009-08-19,17.93
2009-08-20,18.24
2009-08-21,18.33
2009-08-24,18.110001
2009-08-25,18.58
2009-08-26,18.32
2009-08-27,18.059998999999998
2009-08-28,17.719998999999998
2009-08-31,17.4
2009-09-01,17.49
2009-09-02,17.559998999999998
2009-09-03,17.620001000000002
2009-09-04,16.950001
2009-09-08,16.92
2009-09-09,16.620001000000002
2009-09-10,16.35
2009-09-11,16.52
2009-09-14,16.5
2009-09-15,17.1
2009-09-16,17.030001000000002
2009-09-17,17.610001
2009-09-18,18.43
2009-09-21,18.879998999999998
2009-09-22,18.559998999999998
2009-09-23,18.18
2009-09-24,17.700001
2009-09-25,17.049999
2009-09-28,17.4
2009-09-29,17.559998999999998
2009-09-30,17.83
2009-10-01,17.68
2009-10-02,17.16
2009-10-05,17.27
2009-10-06,17.719998999999998
2009-10-07,17.309998999999998
2009-10-08,17.950001
2009-10-09,18.459999
2009-10-12,18.459999
2009-10-13,18.52
2009-10-14,18.559998999999998
2009-10-15,19.209999
2009-10-16,19.030001000000002
2009-10-19,19.139999
2009-10-20,19.26
2009-10-21,19.559998999999998
2009-10-22,19.629998999999998
2009-10-23,18.58
2009-10-26,18.450001
2009-10-27,18.559998999999998
2009-10-28,17.139999
2009-10-29,16.65
2009-10-30,16.219998999999998
2009-11-02,16.459999
2009-11-03,16.790001
2009-11-04,18.0
2009-11-05,18.440001000000002
2009-11-06,18.129998999999998
2009-11-09,17.43
2009-11-10,17.540001
2009-11-11,17.5
2009-11-12,17.83
2009-11-13,18.75
2009-11-16,19.1
2009-11-17,19.610001
2009-11-18,19.49
2009-11-19,19.25
2009-11-20,19.540001
2009-11-23,19.540001
2009-11-24,19.49
2009-11-25,19.48
2009-11-27,18.969998999999998
2009-11-30,19.17
2009-12-01,18.6
2009-12-02,18.639999
2009-12-03,18.6
2009-12-04,18.67
2009-12-07,18.370001000000002
2009-12-08,18.57
2009-12-09,19.26
2009-12-10,19.1
2009-12-11,18.9
2009-12-14,19.0
2009-12-15,19.23
2009-12-16,19.530001000000002
2009-12-17,18.719998999999998
2009-12-18,18.98
2009-12-21,18.120001000000002
2009-12-22,18.66
2009-12-23,18.809998999999998
2009-12-24,19.040001
2009-12-28,18.5
2009-12-29,18.58
2009-12-30,18.93
2009-12-31,19.01
2010-01-04,18.92
2010-01-05,18.33
2010-01-06,19.360001
2010-01-07,19.59
2010-01-08,19.43
2010-01-11,18.959999
2010-01-12,18.799999
2010-01-13,19.17
2010-01-14,19.440001000000002
2010-01-15,19.370001000000002
2010-01-19,19.48
2010-01-20,19.290001
2010-01-21,19.32
2010-01-22,19.200001
2010-01-25,19.209999
2010-01-26,19.17
2010-01-27,20.040001
2010-01-28,20.08
2010-01-29,19.969998999999998
2010-02-01,20.08
2010-02-02,21.09
2010-02-03,21.27
2010-02-04,20.280001000000002
2010-02-05,20.34
2010-02-08,19.9
2010-02-09,19.85
2010-02-10,19.780001000000002
2010-02-11,20.440001000000002
2010-02-12,20.25
2010-02-16,20.58
2010-02-17,21.26
2010-02-18,21.049999
2010-02-19,20.799999
2010-02-22,20.309998999999998
2010-02-23,20.950001
2010-02-24,21.110001
2010-02-25,21.1
2010-02-26,21.75
2010-03-01,22.209999
2010-03-02,22.16
2010-03-03,22.33
2010-03-04,22.940001000000002
2010-03-05,23.34
2010-03-08,23.32
2010-03-09,23.799999
2010-03-10,24.049999
2010-03-11,24.049999
2010-03-12,24.25
2010-03-15,24.23
2010-03-16,24.459999
2010-03-17,24.67
2010-03-18,25.07
2010-03-19,25.469998999999998
2010-03-22,25.959999
2010-03-23,26.48
2010-03-24,26.42
2010-03-25,26.639999
2010-03-26,26.41
2010-03-29,26.32
2010-03-30,26.059998999999998
2010-03-31,26.139999
2010-04-01,26.08
2010-04-05,25.99
2010-04-06,25.77
2010-04-07,25.5
2010-04-08,25.559998999999998
2010-04-09,25.68
2010-04-12,26.280001000000002
2010-04-13,27.35
2010-04-14,27.16
2010-04-15,27.02
2010-04-16,26.959999
2010-04-19,26.99
2010-04-20,27.01
2010-04-21,26.969998999999998
2010-04-22,26.66
2010-04-23,26.120001000000002
2010-04-26,25.83
2010-04-27,25.049999
2010-04-28,24.959999
2010-04-29,24.85
2010-04-30,24.18
2010-05-03,25.08
2010-05-04,25.030001000000002
2010-05-05,25.4
2010-05-06,24.9
2010-05-07,24.42
2010-05-10,25.0
2010-05-11,24.85
2010-05-12,25.219998999999998
2010-05-13,25.01
2010-05-14,24.26
2010-05-17,25.15
2010-05-18,25.16
2010-05-19,25.08
2010-05-20,25.299999
2010-05-21,25.99
2010-05-24,25.92
2010-05-25,25.610001
2010-05-26,26.24
2010-05-27,25.440001000000002
2010-05-28,24.559998999999998
2010-06-01,24.719998999999998
2010-06-02,25.040001
2010-06-03,24.969998999999998
2010-06-04,24.120001000000002
2010-06-07,23.65
2010-06-08,23.58
2010-06-09,23.59
2010-06-10,23.58
2010-06-11,23.629998999999998
2010-06-14,23.42
2010-06-15,23.65
2010-06-16,24.0
2010-06-17,24.209999
2010-06-18,24.620001000000002
2010-06-21,24.49
2010-06-22,24.08
2010-06-23,23.629998999999998
2010-06-24,23.719998999999998
2010-06-25,23.5
2010-06-28,24.08
2010-06-29,23.68
2010-06-30,23.43
2010-07-01,23.120001000000002
2010-07-02,22.540001
2010-07-06,21.530001000000002
2010-07-07,22.049999
2010-07-08,22.389999
2010-07-09,21.02
2010-07-12,20.629998999999998
2010-07-13,20.379998999999998
2010-07-14,20.57
2010-07-15,20.860001
2010-07-16,20.610001
2010-07-19,21.51
2010-07-20,21.73
2010-07-21,21.34
2010-07-22,21.68
2010-07-23,23.120001000000002
2010-07-26,23.389999
2010-07-27,23.66
2010-07-28,23.709999
2010-07-29,23.82
2010-07-30,24.27
2010-08-02,24.25
2010-08-03,24.15
2010-08-04,24.41
2010-08-05,22.969998999999998
2010-08-06,20.809998999999998
2010-08-09,20.17
2010-08-10,18.1
2010-08-11,17.65
2010-08-12,17.540001
2010-08-13,16.290001
2010-08-16,16.049999
2010-08-17,15.67
2010-08-18,17.35
2010-08-19,17.299999
2010-08-20,17.299999
2010-08-23,17.110001
2010-08-24,17.07
2010-08-25,17.110001
2010-08-26,17.01
2010-08-27,17.709999
2010-08-30,17.4
2010-08-31,17.049999
2010-09-01,17.030001000000002
2010-09-02,17.299999
2010-09-03,17.5
2010-09-07,17.1
2010-09-08,16.780001000000002
2010-09-09,17.190001000000002
2010-09-10,17.09
2010-09-13,18.629998999999998
2010-09-14,18.76
2010-09-15,18.74
2010-09-16,19.1
2010-09-17,20.459999
2010-09-20,21.25
2010-09-21,21.08
2010-09-22,21.0
2010-09-23,21.42
2010-09-24,21.73
2010-09-27,20.860001
2010-09-28,21.280001000000002
2010-09-29,21.450001
2010-09-30,21.93
2010-10-01,22.030001000000002
2010-10-04,21.719998999999998
2010-10-05,22.1
2010-10-06,22.129998999999998
2010-10-07,22.129998999999998
2010-10-08,22.41
2010-10-11,22.67
2010-10-12,22.76
2010-10-13,22.950001
2010-10-14,20.040001
2010-10-15,19.9
2010-10-18,20.17
2010-10-19,20.23
2010-10-20,20.26
2010-10-21,20.24
2010-10-22,20.98
2010-10-25,21.41
2010-10-26,18.870001000000002
2010-10-27,18.639999
2010-10-28,18.610001
2010-10-29,18.809998999999998
2010-11-01,18.93
2010-11-02,19.209999
2010-11-03,19.34
2010-11-04,18.27
2010-11-05,18.200001
2010-11-08,18.5
2010-11-09,18.24
2010-11-10,18.290001
2010-11-11,18.4
2010-11-12,18.219998999999998
2010-11-15,18.48
2010-11-16,18.950001
2010-11-17,18.879998999999998
2010-11-18,18.82
2010-11-19,18.6
2010-11-22,18.75
2010-11-23,19.15
2010-11-24,19.48
2010-11-26,19.610001
2010-11-29,19.32
2010-11-30,19.040001
2010-12-01,19.15
2010-12-02,19.0
2010-12-03,19.200001
2010-12-06,18.99
2010-12-07,18.93
2010-12-08,18.84
2010-12-09,18.799999
2010-12-10,18.700001
2010-12-13,18.91
2010-12-14,18.82
2010-12-15,18.82
2010-12-16,18.77
2010-12-17,18.65
2010-12-20,18.82
2010-12-21,18.780001000000002
2010-12-22,18.860001
2010-12-23,18.860001
2010-12-27,18.77
2010-12-28,18.83
2010-12-29,18.799999
2010-12-30,19.5
2010-12-31,19.59
2011-01-03,19.75
2011-01-04,19.9
2011-01-05,20.280001000000002
2011-01-06,20.59
2011-01-07,20.030001000000002
2011-01-10,18.049999
2011-01-11,18.049999
2011-01-12,18.33
2011-01-13,18.360001
2011-01-14,18.74
2011-01-18,18.68
2011-01-19,18.120001000000002
2011-01-20,18.84
2011-01-21,18.469998999999998
2011-01-24,18.92
2011-01-25,18.25
2011-01-26,18.709999
2011-01-27,18.33
2011-01-28,18.15
2011-01-31,18.09
2011-02-01,18.950001
2011-02-02,18.58
2011-02-03,18.459999
2011-02-04,18.4
2011-02-07,18.27
2011-02-08,18.639999
2011-02-09,18.35
2011-02-10,18.440001000000002
2011-02-11,19.01
2011-02-14,19.290001
2011-02-15,18.58
2011-02-16,17.76
2011-02-17,17.290001
2011-02-18,17.43
2011-02-22,16.940001000000002
2011-02-23,15.09
2011-02-24,15.39
2011-02-25,15.71
2011-02-28,16.08
2011-03-01,15.72
2011-03-02,16.129998999999998
2011-03-03,16.459999
2011-03-04,16.49
2011-03-07,15.99
2011-03-08,15.74
2011-03-09,15.61
2011-03-10,15.4
2011-03-11,15.34
2011-03-14,15.14
2011-03-15,14.94
2011-03-16,14.35
2011-03-17,14.2
2011-03-18,14.61
2011-03-21,14.76
2011-03-22,14.51
2011-03-23,14.71
2011-03-24,14.72
2011-03-25,14.62
2011-03-28,14.6
2011-03-29,14.12
2011-03-30,14.28
2011-03-31,14.5
2011-04-01,14.3
2011-04-04,14.29
2011-04-05,14.61
2011-04-06,15.19
2011-04-07,14.55
2011-04-08,14.52
2011-04-11,14.2
2011-04-12,14.06
2011-04-13,13.51
2011-04-14,13.69
2011-04-15,13.54
2011-04-18,13.27
2011-04-19,13.0
2011-04-20,13.64
2011-04-21,13.71
2011-04-25,13.9
2011-04-26,14.28
2011-04-27,14.5
2011-04-28,14.57
2011-04-29,14.46
2011-05-02,14.08
2011-05-03,14.47
2011-05-04,14.13
2011-05-05,13.68
2011-05-06,13.6
2011-05-09,14.28
2011-05-10,14.32
2011-05-11,13.98
2011-05-12,14.1
2011-05-13,13.96
2011-05-16,13.8
2011-05-17,13.42
2011-05-18,13.19
2011-05-19,13.09
2011-05-20,12.58
2011-05-23,12.38
2011-05-24,12.71
2011-05-25,13.01
2011-05-26,13.0
2011-05-27,13.04
2011-05-31,12.9
2011-06-01,12.82
2011-06-02,13.97
2011-06-03,13.8
2011-06-06,13.63
2011-06-07,13.22
2011-06-08,13.35
2011-06-09,13.34
2011-06-10,13.03
2011-06-13,12.87
2011-06-14,13.25
2011-06-15,13.52
2011-06-16,13.23
2011-06-17,12.85
2011-06-20,12.96
2011-06-21,13.26
2011-06-22,13.29
2011-06-23,13.78
2011-06-24,13.54
2011-06-27,13.59
2011-06-28,14.06
2011-06-29,13.96
2011-06-30,14.18
2011-07-01,14.61
2011-07-05,14.34
2011-07-06,14.33
2011-07-07,14.66
2011-07-08,14.46
2011-07-11,14.06
2011-07-12,14.28
2011-07-13,15.05
2011-07-14,15.19
2011-07-15,14.98
2011-07-18,14.92
2011-07-19,15.25
2011-07-20,15.23
2011-07-21,15.47
2011-07-22,15.57
2011-07-25,15.5
2011-07-26,15.66
2011-07-27,15.5
2011-07-28,15.54
2011-07-29,15.39
2011-08-01,14.99
2011-08-02,14.7
2011-08-03,14.85
2011-08-04,14.29
2011-08-05,16.16
2011-08-08,15.21
2011-08-09,16.16
2011-08-10,15.53
2011-08-11,15.85
2011-08-12,15.74
2011-08-15,15.91
2011-08-16,15.62
2011-08-17,15.73
2011-08-18,14.81
2011-08-19,15.04
2011-08-22,14.89
2011-08-23,15.16
2011-08-24,15.29
2011-08-25,15.0
2011-08-26,15.14
2011-08-29,15.76
2011-08-30,15.75
2011-08-31,15.55
2011-09-01,15.05
2011-09-02,14.63
2011-09-06,14.7
2011-09-07,15.15
2011-09-08,15.36
2011-09-09,14.86
2011-09-12,15.18
2011-09-13,15.42
2011-09-14,16.120001000000002
2011-09-15,16.299999
2011-09-16,16.66
2011-09-19,16.33
2011-09-20,16.17
2011-09-21,15.69
2011-09-22,15.46
2011-09-23,15.31
2011-09-26,15.69
2011-09-27,16.59
2011-09-28,16.15
2011-09-29,16.27
2011-09-30,16.15
2011-10-03,15.22
2011-10-04,15.48
2011-10-05,16.27
2011-10-06,16.25
2011-10-07,16.040001
2011-10-10,16.26
2011-10-11,16.440001000000002
2011-10-12,17.08
2011-10-13,16.969998999999998
2011-10-14,16.59
2011-10-17,15.83
2011-10-18,15.75
2011-10-19,16.01
2011-10-20,15.44
2011-10-21,16.219998999999998
2011-10-24,16.639999
2011-10-25,16.42
2011-10-26,16.34
2011-10-27,17.110001
2011-10-28,16.91
2011-10-31,16.309998999999998
2011-11-01,15.87
2011-11-02,15.52
2011-11-03,15.96
2011-11-04,15.72
2011-11-07,15.83
2011-11-08,16.969998999999998
2011-11-09,16.17
2011-11-10,16.4
2011-11-11,16.83
2011-11-14,16.35
2011-11-15,16.32
2011-11-16,15.93
2011-11-17,15.52
2011-11-18,15.39
2011-11-21,15.12
2011-11-22,14.9
2011-11-23,14.61
2011-11-25,14.41
2011-11-28,14.8
2011-11-29,14.72
2011-11-30,15.45
2011-12-01,15.26
2011-12-02,15.01
2011-12-05,15.08
2011-12-06,15.1
2011-12-07,15.21
2011-12-08,14.68
2011-12-09,14.56
2011-12-12,14.79
2011-12-13,14.16
2011-12-14,14.13
2011-12-15,14.5
2011-12-16,15.03
2011-12-19,15.12
2011-12-20,15.42
2011-12-21,15.84
2011-12-22,15.99
2011-12-23,15.86
2011-12-27,16.030001000000002
2011-12-28,15.73
2011-12-29,15.85
2011-12-30,15.96
2012-01-03,15.98
2012-01-04,16.0
2012-01-05,16.0
2012-01-06,16.059998999999998
2012-01-09,16.67
2012-01-10,16.91
2012-01-11,17.469998999999998
2012-01-12,17.48
2012-01-13,18.07
2012-01-17,18.08
2012-01-18,17.299999
2012-01-19,16.950001
2012-01-20,17.08
2012-01-23,16.959999
2012-01-24,17.25
2012-01-25,17.360001
2012-01-26,17.1
2012-01-27,17.030001000000002
2012-01-30,16.879998999999998
2012-01-31,16.780001000000002
2012-02-01,17.15
2012-02-02,16.860001
2012-02-03,17.1
2012-02-06,17.120001000000002
2012-02-07,17.1
2012-02-08,17.0
2012-02-09,17.469998999999998
2012-02-10,17.709999
2012-02-13,17.870001000000002
2012-02-14,17.559998999999998
2012-02-15,17.280001000000002
2012-02-16,18.0
2012-02-17,18.02
2012-02-21,17.84
2012-02-22,17.48
2012-02-23,17.83
2012-02-24,18.51
2012-02-27,18.52
2012-02-28,17.440001000000002
2012-02-29,17.110001
2012-03-01,17.1
2012-03-02,16.91
2012-03-05,16.959999
2012-03-06,16.690001000000002
2012-03-07,16.9
2012-03-08,16.959999
2012-03-09,17.23
2012-03-12,17.030001000000002
2012-03-13,17.33
2012-03-14,17.08
2012-03-15,17.639999
2012-03-16,17.51
2012-03-19,17.639999
2012-03-20,17.639999
2012-03-21,17.66
2012-03-22,17.59
2012-03-23,17.809998999999998
2012-03-26,18.17
2012-03-27,17.9
2012-03-28,18.02
2012-03-29,17.99
2012-03-30,17.76
2012-04-02,17.76
2012-04-03,17.59
2012-04-04,17.209999
2012-04-05,17.129998999999998
2012-04-09,16.620001000000002
2012-04-10,16.27
2012-04-11,16.57
2012-04-12,16.639999
2012-04-13,16.6
2012-04-16,16.549999
2012-04-17,16.76
2012-04-18,16.75
2012-04-19,16.540001
2012-04-20,16.73
2012-04-23,16.639999
2012-04-24,16.799999
2012-04-25,16.91
2012-04-26,17.1
2012-04-27,17.469998999999998
2012-04-30,17.389999
2012-05-01,16.91
2012-05-02,16.74
2012-05-03,16.35
2012-05-04,16.299999
2012-05-07,16.030001000000002
2012-05-08,17.98
2012-05-09,18.59
2012-05-10,18.57
2012-05-11,18.049999
2012-05-14,17.99
2012-05-15,18.0
2012-05-16,17.99
2012-05-17,17.809998999999998
2012-05-18,17.73
2012-05-21,17.959999
2012-05-22,17.860001
2012-05-23,17.98
2012-05-24,17.92
2012-05-25,18.35
2012-05-29,18.98
2012-05-30,18.129998999999998
2012-05-31,18.120001000000002
2012-06-01,18.17
2012-06-04,18.469998999999998
2012-06-05,18.389999
2012-06-06,18.610001
2012-06-07,18.57
2012-06-08,18.65
2012-06-11,18.379998999999998
2012-06-12,17.98
2012-06-13,17.98
2012-06-14,18.280001000000002
2012-06-15,18.25
2012-06-18,18.58
2012-06-19,18.85
2012-06-20,19.049999
2012-06-21,18.860001
2012-06-22,19.0
2012-06-25,19.190001000000002
2012-06-26,20.02
2012-06-27,20.450001
2012-06-28,20.5
2012-06-29,20.940001000000002
2012-07-02,21.129998999999998
2012-07-03,21.34
2012-07-05,21.530001000000002
2012-07-06,21.66
2012-07-09,21.719998999999998
2012-07-10,21.25
2012-07-11,21.209999
2012-07-12,21.110001
2012-07-13,20.76
2012-07-16,20.309998999999998
2012-07-17,20.129998999999998
2012-07-18,19.74
2012-07-19,19.719998999999998
2012-07-20,19.280001000000002
2012-07-23,18.969998999999998
2012-07-24,17.780001000000002
2012-07-25,17.690001000000002
2012-07-26,17.34
2012-07-27,17.799999
2012-07-30,16.84
2012-07-31,16.639999
2012-08-01,16.129998999999998
2012-08-02,16.23
2012-08-03,15.95
2012-08-06,16.15
2012-08-07,19.450001
2012-08-08,20.4
2012-08-09,19.98
2012-08-10,20.1
2012-08-13,20.23
2012-08-14,20.379998999999998
2012-08-15,20.91
2012-08-16,21.110001
2012-08-17,21.33
2012-08-20,21.129998999999998
2012-08-21,21.08
2012-08-22,21.1
2012-08-23,21.02
2012-08-24,20.74
2012-08-27,20.74
2012-08-28,20.870001000000002
2012-08-29,20.950001
2012-08-30,20.83
2012-08-31,21.120001000000002
2012-09-04,21.84
2012-09-05,21.93
2012-09-06,22.469998999999998
2012-09-07,22.77
2012-09-10,22.629998999999998
2012-09-11,23.139999
2012-09-12,23.34
2012-09-13,23.299999
2012-09-14,23.57
2012-09-17,23.690001000000002
2012-09-18,23.68
2012-09-19,23.690001000000002
2012-09-20,23.57
2012-09-21,23.139999
2012-09-24,23.190001000000002
2012-09-25,22.860001
2012-09-26,22.84
2012-09-27,23.309998999999998
2012-09-28,23.530001000000002
2012-10-01,23.34
2012-10-02,23.32
2012-10-03,22.870001000000002
2012-10-04,23.41
2012-10-05,23.709999
2012-10-08,23.85
2012-10-09,23.84
2012-10-10,24.08
2012-10-11,24.120001000000002
2012-10-12,23.889999
2012-10-15,23.48
2012-10-16,23.34
2012-10-17,23.0
2012-10-18,22.700001
2012-10-19,21.629998999999998
2012-10-22,21.5
2012-10-23,21.15
2012-10-24,21.4
2012-10-25,20.99
2012-10-26,20.889999
2012-10-31,21.76
2012-11-01,21.610001
2012-11-02,24.43
2012-11-05,23.75
2012-11-06,23.93
2012-11-07,23.42
2012-11-08,22.23
2012-11-09,22.32
2012-11-12,21.9
2012-11-13,21.76
2012-11-14,21.74
2012-11-15,22.17
2012-11-16,22.42
2012-11-19,22.440001000000002
2012-11-20,22.27
2012-11-21,22.27
2012-11-23,22.299999
2012-11-26,22.290001
2012-11-27,23.25
2012-11-28,23.75
2012-11-29,24.23
2012-11-30,23.68
2012-12-03,23.68
2012-12-04,24.120001000000002
2012-12-05,23.389999
2012-12-06,23.469998999999998
2012-12-07,23.530001000000002
2012-12-10,23.940001000000002
2012-12-11,24.280001000000002
2012-12-12,24.280001000000002
2012-12-13,24.42
2012-12-14,24.18
2012-12-17,24.280001000000002
2012-12-18,24.440001000000002
2012-12-19,24.17
2012-12-20,24.190001000000002
2012-12-21,23.629998999999998
2012-12-24,23.620001000000002
2012-12-26,22.860001
2012-12-27,22.68
2012-12-28,22.41
2012-12-31,23.469998999999998
2013-01-02,23.530001000000002
2013-01-03,23.799999
2013-01-04,23.780001000000002
2013-01-07,23.629998999999998
2013-01-08,23.5
2013-01-09,22.719998999999998
2013-01-10,22.24
2013-01-11,22.879998999999998
2013-01-14,22.76
2013-01-15,23.129998999999998
2013-01-16,23.120001000000002
2013-01-17,23.67
2013-01-18,23.379998999999998
2013-01-22,23.43
2013-01-23,22.969998999999998
2013-01-24,22.65
2013-01-25,23.629998999999998
2013-01-28,23.950001
2013-01-29,23.76
2013-01-30,23.209999
2013-01-31,23.860001
2013-02-01,24.23
2013-02-04,23.700001
2013-02-05,23.809998999999998
2013-02-06,24.360001
2013-02-07,24.57
2013-02-08,24.9
2013-02-11,25.040001
2013-02-12,25.0
2013-02-13,24.91
2013-02-14,24.67
2013-02-15,25.030001000000002
2013-02-19,25.559998999999998
2013-02-20,26.379998999999998
2013-02-21,24.99
2013-02-22,25.33
2013-02-25,24.76
2013-02-26,23.799999
2013-02-27,24.35
2013-02-28,23.950001
2013-03-01,24.02
2013-03-04,23.040001
2013-03-05,23.700001
2013-03-06,23.75
2013-03-07,23.73
2013-03-08,24.07
2013-03-11,24.09
2013-03-12,24.15
2013-03-13,24.129998999999998
2013-03-14,24.34
2013-03-15,24.030001000000002
2013-03-18,23.799999
2013-03-19,23.98
2013-03-20,24.5
2013-03-21,24.76
2013-03-22,24.969998999999998
2013-03-25,24.9
2013-03-26,24.799999
2013-03-27,25.370001000000002
2013-03-28,25.389999
2013-04-01,24.120001000000002
2013-04-02,23.91
2013-04-03,23.969998999999998
2013-04-04,24.120001000000002
2013-04-05,23.780001000000002
2013-04-08,23.5
2013-04-09,23.639999
2013-04-10,24.26
2013-04-11,24.48
2013-04-12,24.92
2013-04-15,24.190001000000002
2013-04-16,25.030001000000002
2013-04-17,24.83
2013-04-18,24.889999
2013-04-19,25.27
2013-04-22,25.030001000000002
2013-04-23,25.32
2013-04-24,25.15
2013-04-25,25.73
2013-04-26,25.43
2013-04-29,25.709999
2013-04-30,25.57
2013-05-01,24.52
2013-05-02,25.309998999999998
2013-05-03,25.82
2013-05-06,25.98
2013-05-07,25.82
2013-05-08,29.450001
2013-05-09,29.68
2013-05-10,29.84
2013-05-13,29.57
2013-05-14,30.450001
2013-05-15,31.33
2013-05-16,31.469998999999998
2013-05-17,32.25
2013-05-20,32.759997999999996
2013-05-21,32.799999
2013-05-22,32.849998
2013-05-23,32.669998
2013-05-24,33.0
2013-05-28,32.869999
2013-05-29,32.279999
2013-05-30,32.709998999999996
2013-05-31,32.119999
2013-06-03,31.969998999999998
2013-06-04,31.59
2013-06-05,31.5
2013-06-06,31.85
2013-06-07,32.59
2013-06-10,32.619999
2013-06-11,32.490002000000004
2013-06-12,32.110001000000004
2013-06-13,32.0
2013-06-14,31.709999
2013-06-17,31.68
2013-06-18,31.18
2013-06-19,31.469998999999998
2013-06-20,31.629998999999998
2013-06-21,31.32
2013-06-24,30.879998999999998
2013-06-25,31.540001
2013-06-26,31.459999
2013-06-27,31.92
2013-06-28,32.23
2013-07-01,33.459998999999996
2013-07-02,33.5
2013-07-03,34.040001000000004
2013-07-05,33.849998
2013-07-08,34.509997999999996
2013-07-09,34.84
2013-07-10,35.099998
2013-07-11,35.700001
2013-07-12,35.939999
2013-07-15,36.09
2013-07-16,35.259997999999996
2013-07-17,34.509997999999996
2013-07-18,35.299999
2013-07-19,34.759997999999996
2013-07-22,34.880001
2013-07-23,35.759997999999996
2013-07-24,35.369999
