Date,TW
2019-04-04,35.810001
2019-04-05,36.580002
2019-04-08,39.220001
2019-04-09,38.599998
2019-04-10,40.259997999999996
2019-04-11,42.060001
2019-04-12,41.869999
2019-04-15,42.330002
2019-04-16,40.82
2019-04-17,39.400002
2019-04-18,39.360001000000004
2019-04-22,40.049999
2019-04-23,39.299999
2019-04-24,39.990002000000004
2019-04-25,39.799999
2019-04-26,40.23
2019-04-29,41.25
2019-04-30,40.25
2019-05-01,40.310001
2019-05-02,39.450001
2019-05-03,39.169998
2019-05-06,40.25
2019-05-07,39.25
2019-05-08,39.889998999999996
2019-05-09,41.080002
2019-05-10,43.0
2019-05-13,42.98
2019-05-14,43.43
2019-05-15,42.470001
2019-05-16,44.009997999999996
2019-05-17,43.290001000000004
2019-05-20,44.549999
2019-05-21,43.459998999999996
2019-05-22,43.48
2019-05-23,44.009997999999996
2019-05-24,44.25
2019-05-28,43.330002
2019-05-29,43.009997999999996
2019-05-30,43.970001
2019-05-31,45.09
2019-06-03,43.82
2019-06-04,43.52
2019-06-05,44.009997999999996
2019-06-06,43.59
2019-06-07,42.900002
2019-06-10,43.41
2019-06-11,42.75
2019-06-12,42.580002
2019-06-13,41.84
2019-06-14,41.439999
2019-06-17,41.82
2019-06-18,42.23
2019-06-19,43.029999
2019-06-20,42.950001
2019-06-21,43.209998999999996
2019-06-24,41.509997999999996
2019-06-25,41.09
2019-06-26,41.52
2019-06-27,42.43
2019-06-28,43.810001
2019-07-01,43.869999
2019-07-02,44.119999
2019-07-03,45.5
2019-07-05,46.32
2019-07-08,46.849998
2019-07-09,47.060001
2019-07-10,47.880001
2019-07-11,49.330002
2019-07-12,48.25
2019-07-15,47.389998999999996
2019-07-16,47.830002
2019-07-17,48.400002
2019-07-18,49.709998999999996
2019-07-19,49.5
2019-07-22,50.0
2019-07-23,50.040001000000004
2019-07-24,46.43
2019-07-25,46.610001000000004
2019-07-26,48.169998
2019-07-29,47.639998999999996
2019-07-30,47.220001
2019-07-31,47.360001000000004
2019-08-01,45.700001
2019-08-02,46.5
2019-08-05,45.310001
2019-08-06,45.400002
2019-08-07,45.860001000000004
2019-08-08,44.240002000000004
2019-08-09,45.23
2019-08-12,45.98
2019-08-13,45.48
2019-08-14,44.209998999999996
2019-08-15,44.990002000000004
2019-08-16,44.880001
2019-08-19,44.990002000000004
2019-08-20,45.799999
2019-08-21,45.849998
2019-08-22,45.009997999999996
2019-08-23,44.209998999999996
2019-08-26,42.900002
2019-08-27,42.790001000000004
2019-08-28,42.73
2019-08-29,43.740002000000004
2019-08-30,42.59
2019-09-03,40.580002
2019-09-04,42.119999
2019-09-05,42.549999
2019-09-06,41.990002000000004
2019-09-09,41.48
2019-09-10,40.75
2019-09-11,40.709998999999996
2019-09-12,39.77
2019-09-13,39.130001
2019-09-16,39.509997999999996
2019-09-17,39.09
2019-09-18,40.16
2019-09-19,39.66
2019-09-20,40.25
2019-09-23,40.150002
2019-09-24,39.529999
2019-09-25,39.75
2019-09-26,37.404999
2019-09-27,36.52
2019-09-30,36.98
2019-10-01,37.82
2019-10-02,38.580002
2019-10-03,39.150002
2019-10-04,39.650002
2019-10-07,40.200001
2019-10-08,38.830002
2019-10-09,39.830002
2019-10-10,41.049999
2019-10-11,40.27
2019-10-14,39.91
2019-10-15,39.91
2019-10-16,42.27
2019-10-17,43.25
2019-10-18,41.5
2019-10-21,42.66
2019-10-22,41.93
2019-10-23,40.43
2019-10-24,41.130001
2019-10-25,40.849998
2019-10-28,41.84
2019-10-29,41.799999
2019-10-30,41.939999
2019-10-31,41.75
2019-11-01,41.650002
2019-11-04,40.740002000000004
2019-11-05,40.139998999999996
2019-11-06,40.580002
2019-11-07,41.470001
2019-11-08,42.689999
2019-11-11,42.860001000000004
2019-11-12,43.07
2019-11-13,43.330002
2019-11-14,42.759997999999996
2019-11-15,43.150002
2019-11-18,43.529999
2019-11-19,43.27
2019-11-20,44.669998
2019-11-21,44.450001
2019-11-22,44.59
2019-11-25,45.27
2019-11-26,44.720001
2019-11-27,44.549999
2019-11-29,44.73
2019-12-02,44.169998
2019-12-03,44.709998999999996
2019-12-04,44.689999
2019-12-05,45.040001000000004
2019-12-06,45.41
2019-12-09,45.32
2019-12-10,45.400002
2019-12-11,45.18
2019-12-12,44.68
2019-12-13,44.82
2019-12-16,46.110001000000004
2019-12-17,45.880001
2019-12-18,45.91
2019-12-19,46.799999
2019-12-20,46.759997999999996
2019-12-23,46.189999
2019-12-24,46.919998
2019-12-26,46.869999
2019-12-27,46.75
2019-12-30,46.759997999999996
2019-12-31,46.349998
2020-01-02,46.73
2020-01-03,46.669998
2020-01-06,46.110001000000004
2020-01-07,45.400002
2020-01-08,46.189999
2020-01-09,46.669998
2020-01-10,46.169998
2020-01-13,45.75
2020-01-14,45.709998999999996
2020-01-15,45.77
2020-01-16,45.66
2020-01-17,45.75
2020-01-21,45.82
2020-01-22,45.07
2020-01-23,44.900002
2020-01-24,45.040001000000004
2020-01-27,44.619999
2020-01-28,44.349998
2020-01-29,44.110001000000004
2020-01-30,44.950001
2020-01-31,46.18
2020-02-03,46.709998999999996
2020-02-04,46.330002
2020-02-05,45.439999
2020-02-06,44.849998
2020-02-07,44.98
2020-02-10,45.139998999999996
2020-02-11,46.18
2020-02-12,46.889998999999996
2020-02-13,47.32
2020-02-14,49.450001
2020-02-18,48.860001000000004
2020-02-19,50.07
2020-02-20,51.68
2020-02-21,51.794998
2020-02-24,51.150002
2020-02-25,49.779999
2020-02-26,50.0
2020-02-27,48.77
2020-02-28,48.220001
2020-03-02,50.259997999999996
2020-03-03,51.84
2020-03-04,51.700001
2020-03-05,51.119999
2020-03-06,49.580002
2020-03-09,46.849998
2020-03-10,49.73
2020-03-11,48.630001
2020-03-12,43.23
2020-03-13,43.400002
2020-03-16,38.869999
2020-03-17,40.07
2020-03-18,36.220001
2020-03-19,40.0
2020-03-20,39.27
2020-03-23,36.639998999999996
2020-03-24,40.349998
2020-03-25,41.610001000000004
2020-03-26,42.639998999999996
2020-03-27,42.099998
2020-03-30,41.970001
2020-03-31,42.040001000000004
2020-04-01,42.709998999999996
2020-04-02,45.689999
2020-04-03,45.439999
2020-04-06,48.110001000000004
2020-04-07,48.25
2020-04-08,49.279999
2020-04-09,47.439999
2020-04-13,47.139998999999996
2020-04-14,49.529999
2020-04-15,51.57
2020-04-16,53.16
2020-04-17,51.630001
2020-04-20,52.48
2020-04-21,51.439999
2020-04-22,51.25
2020-04-23,52.52
2020-04-24,53.0
2020-04-27,56.200001
2020-04-28,53.41
2020-04-29,53.450001
2020-04-30,52.16
2020-05-01,51.919998
2020-05-04,53.700001
2020-05-05,54.049999
2020-05-06,53.459998999999996
2020-05-07,55.25
2020-05-08,58.18
