Date,IDT
2001-05-16,33.601013
2001-05-17,33.601013
2001-05-18,33.601013
2001-05-21,33.601013
2001-05-22,33.601013
2001-05-23,33.601013
2001-05-24,33.601013
2001-05-25,33.601013
2001-05-29,35.502959999999995
2001-05-30,34.48859
2001-05-31,29.543533
2001-06-01,34.1082
2001-06-04,32.434490000000004
2001-06-05,32.206257
2001-06-06,32.206257
2001-06-07,31.065088
2001-06-08,29.949282
2001-06-11,29.391378000000003
2001-06-12,29.163145
2001-06-13,28.782754999999998
2001-06-14,28.554522
2001-06-15,28.402366999999998
2001-06-18,29.112427
2001-06-19,27.895182000000002
2001-06-20,27.920541999999998
2001-06-21,28.098055
2001-06-22,27.9459
2001-06-25,27.2612
2001-06-26,27.64159
2001-06-27,28.275570000000002
2001-06-28,29.036347999999997
2001-06-29,27.895182000000002
2001-07-02,28.123415
2001-07-03,31.699070000000003
2001-07-05,29.163145
2001-07-06,29.163145
2001-07-09,29.28994
2001-07-10,28.275570000000002
2001-07-11,27.9459
2001-07-12,27.895182000000002
2001-07-13,29.112427
2001-07-16,27.793745
2001-07-17,27.844463
2001-07-18,28.605241999999997
2001-07-19,28.909552
2001-07-20,29.137784999999997
2001-07-23,29.3153
2001-07-24,28.757396999999997
2001-07-25,29.416737
2001-07-26,29.188503000000004
2001-07-27,30.405748
2001-07-30,30.050718
2001-07-31,30.380388
2001-08-01,30.050718
2001-08-02,29.949282
2001-08-03,29.594252
2001-08-06,29.3153
2001-08-07,29.847845
2001-08-08,29.898563
2001-08-09,29.67033
2001-08-10,30.050718
2001-08-13,30.0
2001-08-14,30.431107
2001-08-15,30.431107
2001-08-16,30.304312
2001-08-17,30.202872999999997
2001-08-20,30.811496999999996
2001-08-21,30.71006
2001-08-22,30.380388
2001-08-23,30.659340000000004
2001-08-24,30.177515000000003
2001-08-27,29.64497
2001-08-28,29.873203000000004
2001-08-29,29.518172999999997
2001-08-30,28.402366999999998
2001-08-31,28.377008
2001-09-04,28.199493
2001-09-05,28.021978000000004
2001-09-06,27.717667
2001-09-07,27.514793
2001-09-10,27.996617999999998
2001-09-17,27.64159
2001-09-18,27.743027
2001-09-19,27.362637
2001-09-20,25.714285
2001-09-21,24.852072
2001-09-24,24.852072
2001-09-25,24.87743
2001-09-26,24.598478
2001-09-27,24.598478
2001-09-28,24.54776
2001-10-01,24.725275
2001-10-02,24.852072
2001-10-03,24.801351999999998
2001-10-04,24.243448
2001-10-05,24.091293
2001-10-08,23.8377
2001-10-09,23.381232999999998
2001-10-10,23.330515
2001-10-11,23.584107999999997
2001-10-12,23.584107999999997
2001-10-15,22.950127
2001-10-16,22.316145000000002
2001-10-17,21.935757000000002
2001-10-18,21.580727
2001-10-19,22.848689999999998
2001-10-22,23.076923
2001-10-23,23.660187
2001-10-24,23.736263
2001-10-25,23.457311999999998
2001-10-26,23.710905
2001-10-29,24.091293
2001-10-30,24.750632999999997
2001-10-31,25.23246
2001-11-01,25.739645
2001-11-02,26.880812
2001-11-05,27.159763
2001-11-06,27.159763
2001-11-07,27.438715000000002
2001-11-08,27.2612
2001-11-09,26.60186
2001-11-12,26.677937
2001-11-13,26.754015000000003
2001-11-14,27.362637
2001-11-15,27.768385
2001-11-16,28.6306
2001-11-19,29.163145
2001-11-20,29.442096999999997
2001-11-21,29.797127000000003
2001-11-23,29.847845
2001-11-26,29.797127000000003
2001-11-27,29.923921999999997
2001-11-28,30.050718
2001-11-29,30.32967
2001-11-30,30.177515000000003
2001-12-03,30.050718
2001-12-04,32.586643
2001-12-05,32.967033
2001-12-06,32.459846
2001-12-07,32.713440000000006
2001-12-10,32.307693
2001-12-11,31.546915000000002
2001-12-12,30.583263
2001-12-13,31.572273
2001-12-14,32.890957
2001-12-17,34.006763
2001-12-18,33.601013
2001-12-19,33.220627
2001-12-20,35.12257
2001-12-21,36.770920000000004
2001-12-24,40.397296999999995
2001-12-26,42.704987
2001-12-27,41.94421
2001-12-28,42.983940000000004
2001-12-31,42.121722999999996
2002-01-02,38.54607
2002-01-03,40.9552
2002-01-04,41.715977
2002-01-07,41.715977
2002-01-08,42.60355
2002-01-09,42.654270000000004
2002-01-10,42.502113
2002-01-11,42.172443
2002-01-14,41.20879
2002-01-15,40.9552
2002-01-16,40.067623
2002-01-17,40.19442
2002-01-18,41.081993
2002-01-22,41.437022999999996
2002-01-23,41.411667
2002-01-24,41.842773
2002-01-25,42.983940000000004
2002-01-28,42.704987
2002-01-29,40.321217
2002-01-30,39.56044
2002-01-31,41.056637
2002-02-01,40.85376
2002-02-04,38.748943
2002-02-05,38.977177000000005
2002-02-06,39.306847
2002-02-07,39.18005
2002-02-08,39.332207000000004
2002-02-11,38.977177000000005
2002-02-12,38.038883
2002-02-13,37.430264
2002-02-14,37.151309999999995
2002-02-15,36.897717
2002-02-19,37.354183
2002-02-20,35.376163
2002-02-21,35.934067
2002-02-22,34.463229999999996
2002-02-25,33.4235
2002-02-26,33.981403
2002-02-27,35.528316
2002-02-28,36.51733
2002-03-01,37.20203
2002-03-04,36.847
2002-03-05,38.419273
2002-03-06,39.053253000000005
2002-03-07,38.723583000000005
2002-03-08,40.321217
2002-03-11,40.57481
2002-03-12,39.83939
2002-03-13,40.042266999999995
2002-03-14,40.828403
2002-03-15,41.58918
2002-03-18,42.045646999999995
2002-03-19,41.462383
2002-03-20,41.107353
2002-03-21,42.172443
2002-03-22,43.516483
2002-03-25,44.125107
2002-03-26,44.632290000000005
2002-03-27,44.378696000000005
2002-03-28,44.759087
2002-04-01,46.68639
2002-04-02,48.689774
2002-04-03,49.957733000000005
2002-04-04,49.830936
2002-04-05,49.323753
2002-04-08,50.972103000000004
2002-04-09,50.08453
2002-04-10,48.43618
2002-04-11,46.432796
2002-04-12,45.798817
2002-04-15,47.42181
2002-04-16,46.40744
2002-04-17,47.827557
2002-04-18,48.05579
2002-04-19,47.06678
2002-04-22,44.860523
2002-04-23,44.759087
2002-04-24,44.201183
2002-04-25,44.480137
2002-04-26,43.744717
2002-04-29,43.389687
2002-04-30,44.404057
2002-05-01,45.67202
2002-05-02,44.226543
2002-05-03,44.885883
2002-05-06,43.136093
2002-05-07,43.110737
2002-05-08,44.454777
2002-05-09,44.505493
2002-05-10,44.251903999999996
2002-05-13,44.251903999999996
2002-05-14,43.770077
2002-05-15,44.049026
2002-05-16,43.719357
2002-05-17,43.364326
2002-05-20,43.719357
2002-05-21,43.61792
2002-05-22,44.02367
2002-05-23,43.947590000000005
2002-05-24,43.59256
2002-05-28,42.882504
2002-05-29,43.820793
2002-05-30,43.364326
2002-05-31,43.59256
2002-06-03,43.237534000000004
2002-06-04,43.491122999999995
2002-06-05,43.516483
2002-06-06,43.186813
2002-06-07,42.857143
2002-06-10,43.186813
2002-06-11,43.110737
2002-06-12,43.744717
2002-06-13,43.237534000000004
2002-06-14,43.110737
2002-06-17,43.61792
2002-06-18,43.212173
2002-06-19,42.730346999999995
2002-06-20,41.842773
2002-06-21,41.614540000000005
2002-06-24,40.980556
2002-06-25,41.360946999999996
2002-06-26,40.57481
2002-06-27,40.422653000000004
2002-06-28,40.828403
2002-07-01,40.752323
2002-07-02,40.422653000000004
2002-07-03,40.19442
2002-07-05,40.118342999999996
2002-07-08,40.371937
2002-07-09,41.614540000000005
2002-07-10,40.21978
2002-07-11,41.614540000000005
2002-07-12,40.57481
2002-07-15,39.712596999999995
2002-07-16,40.321217
2002-07-17,40.828403
2002-07-18,41.690616999999996
2002-07-19,40.625526
2002-07-22,39.814034
2002-07-23,39.053253000000005
2002-07-24,40.52409
2002-07-25,38.54607
2002-07-26,38.064243
2002-07-29,38.54607
2002-07-30,39.661877000000004
2002-07-31,41.360946999999996
2002-08-01,40.169064
2002-08-02,39.357566999999996
2002-08-05,39.053253000000005
2002-08-06,39.281487
2002-08-07,39.20541
2002-08-08,40.21978
2002-08-09,40.067623
2002-08-12,39.712596999999995
2002-08-13,39.53508
2002-08-14,39.94083
2002-08-15,39.56044
2002-08-16,40.016907
2002-08-19,40.295856
2002-08-20,40.57481
2002-08-21,41.360946999999996
2002-08-22,41.386307
2002-08-23,41.28487
2002-08-26,41.89349
2002-08-27,41.23415
2002-08-28,40.650887
2002-08-29,40.57481
2002-08-30,40.397296999999995
2002-09-03,37.430264
2002-09-04,37.278107
2002-09-05,36.644127000000005
2002-09-06,39.56044
2002-09-09,39.078613
2002-09-10,39.433643
2002-09-11,39.56044
2002-09-12,39.357566999999996
2002-09-13,39.103972999999996
2002-09-16,39.18005
2002-09-17,37.912085999999995
2002-09-18,36.263737
2002-09-19,36.263737
2002-09-20,36.644127000000005
2002-09-23,36.999153
2002-09-24,37.151309999999995
2002-09-25,39.306847
2002-09-26,39.5858
2002-09-27,39.814034
2002-09-30,38.87574
2002-10-01,39.737953000000005
2002-10-02,39.103972999999996
2002-10-03,39.357566999999996
2002-10-04,39.991547
2002-10-07,39.129333
2002-10-08,39.306847
2002-10-09,38.16568
2002-10-10,37.912085999999995
2002-10-11,38.013523
2002-10-14,37.88673
2002-10-15,38.46999
2002-10-16,38.46999
2002-10-17,39.611156
2002-10-18,39.56044
2002-10-21,40.067623
2002-10-22,41.53846
2002-10-23,41.081993
2002-10-24,41.58918
2002-10-25,41.335587
2002-10-28,41.715977
2002-10-29,40.57481
2002-10-30,40.803043
2002-10-31,39.814034
2002-11-01,40.57481
2002-11-04,41.58918
2002-11-05,41.183434000000005
2002-11-06,40.929840000000006
2002-11-07,40.87912
2002-11-08,40.60017
2002-11-11,39.814034
2002-11-12,39.56044
2002-11-13,39.83939
2002-11-14,39.91547
2002-11-15,39.56044
2002-11-18,39.966187
2002-11-19,40.067623
2002-11-20,39.991547
2002-11-21,40.85376
2002-11-22,41.310226
2002-11-25,42.3246
2002-11-26,43.871513
2002-11-27,45.240913
2002-11-29,45.063396000000004
2002-12-02,46.103127
2002-12-03,46.66103
2002-12-04,46.914623
2002-12-05,45.443787
2002-12-06,45.34235
2002-12-09,44.302620000000005
2002-12-10,44.125107
2002-12-11,44.378696000000005
2002-12-12,44.35334
2002-12-13,44.683009999999996
2002-12-16,44.885883
2002-12-17,44.27726
2002-12-18,43.871513
2002-12-19,42.983940000000004
2002-12-20,41.56382
2002-12-23,41.462383
2002-12-24,41.462383
2002-12-26,41.20879
2002-12-27,40.19442
2002-12-30,39.94083
2002-12-31,39.332207000000004
2003-01-02,37.912085999999995
2003-01-03,38.419273
2003-01-06,39.382923
2003-01-07,40.143703
2003-01-08,38.926456
2003-01-09,39.053253000000005
2003-01-10,39.002537
