Date,SC
2015-12-21,15.49
2015-12-22,15.52
2015-12-23,16.059998999999998
2015-12-24,16.15
2015-12-28,15.86
2015-12-29,15.99
2015-12-30,16.0
2015-12-31,15.85
2016-01-04,15.79
2016-01-05,15.38
2016-01-06,15.09
2016-01-07,14.37
2016-01-08,14.04
2016-01-11,14.05
2016-01-12,13.77
2016-01-13,13.36
2016-01-14,13.69
2016-01-15,13.2
2016-01-19,12.71
2016-01-20,12.92
2016-01-21,13.17
2016-01-22,13.47
2016-01-25,13.2
2016-01-26,13.4
2016-01-27,10.96
2016-01-28,10.44
2016-01-29,10.45
2016-02-01,10.1
2016-02-02,9.7
2016-02-03,10.08
2016-02-04,10.3
2016-02-05,10.26
2016-02-08,9.4
2016-02-09,9.52
2016-02-10,9.5
2016-02-11,9.36
2016-02-12,9.82
2016-02-16,9.96
2016-02-17,10.27
2016-02-18,10.24
2016-02-19,10.1
2016-02-22,10.36
2016-02-23,10.05
2016-02-24,10.12
2016-02-25,10.2
2016-02-26,10.51
2016-02-29,10.25
2016-03-01,10.24
2016-03-02,10.19
2016-03-03,10.58
2016-03-04,10.67
2016-03-07,10.77
2016-03-08,10.47
2016-03-09,10.31
2016-03-10,10.07
2016-03-11,11.31
2016-03-14,10.7
2016-03-15,9.75
2016-03-16,9.0
2016-03-17,9.18
2016-03-18,9.38
2016-03-21,9.44
2016-03-22,9.43
2016-03-23,9.04
2016-03-24,9.15
2016-03-28,8.88
2016-03-29,8.87
2016-03-30,8.9
2016-03-31,10.49
2016-04-01,10.75
2016-04-04,10.96
2016-04-05,10.48
2016-04-06,10.57
2016-04-07,10.26
2016-04-08,10.36
2016-04-11,10.49
2016-04-12,10.6
2016-04-13,11.21
2016-04-14,11.37
2016-04-15,11.08
2016-04-18,11.2
2016-04-19,11.15
2016-04-20,11.71
2016-04-21,11.7
2016-04-22,11.77
2016-04-25,11.9
2016-04-26,11.85
2016-04-27,13.0
2016-04-28,13.41
2016-04-29,13.17
2016-05-02,13.18
2016-05-03,12.91
2016-05-04,12.78
2016-05-05,12.52
2016-05-06,12.67
2016-05-09,12.53
2016-05-10,12.6
2016-05-11,12.24
2016-05-12,12.0
2016-05-13,11.8
2016-05-16,11.81
2016-05-17,12.01
2016-05-18,12.1
2016-05-19,11.7
2016-05-20,11.76
2016-05-23,12.06
2016-05-24,12.3
2016-05-25,12.83
2016-05-26,12.61
2016-05-27,12.59
2016-05-31,12.86
2016-06-01,12.71
2016-06-02,12.74
2016-06-03,12.2
2016-06-06,12.71
2016-06-07,12.5
2016-06-08,12.53
2016-06-09,11.87
2016-06-10,11.3
2016-06-13,11.2
2016-06-14,10.29
2016-06-15,10.63
2016-06-16,10.39
2016-06-17,10.46
2016-06-20,10.62
2016-06-21,10.46
2016-06-22,10.15
2016-06-23,10.71
2016-06-24,10.21
2016-06-27,9.69
2016-06-28,9.75
2016-06-29,10.5
2016-06-30,10.33
2016-07-01,10.63
2016-07-05,9.9
2016-07-06,9.92
2016-07-07,10.15
2016-07-08,10.83
2016-07-11,10.82
2016-07-12,11.24
2016-07-13,11.32
2016-07-14,11.53
2016-07-15,11.94
2016-07-18,11.97
2016-07-19,11.91
2016-07-20,12.06
2016-07-21,11.98
2016-07-22,11.85
2016-07-25,11.14
2016-07-26,11.27
2016-07-27,11.61
2016-07-28,11.4
2016-07-29,10.99
2016-08-01,11.01
2016-08-02,10.78
2016-08-03,11.15
2016-08-04,11.15
2016-08-05,11.6
2016-08-08,11.61
2016-08-09,11.27
2016-08-10,11.15
2016-08-11,11.34
2016-08-12,11.42
2016-08-15,11.61
2016-08-16,11.69
2016-08-17,11.43
2016-08-18,11.59
2016-08-19,11.55
2016-08-22,11.57
2016-08-23,11.82
2016-08-24,11.75
2016-08-25,11.83
2016-08-26,11.95
2016-08-29,12.2
2016-08-30,12.36
2016-08-31,12.58
2016-09-01,12.38
2016-09-02,12.45
2016-09-06,12.31
2016-09-07,12.37
2016-09-08,12.43
2016-09-09,12.18
2016-09-12,12.39
2016-09-13,11.9
2016-09-14,11.75
2016-09-15,11.33
2016-09-16,11.07
2016-09-19,10.95
2016-09-20,10.82
2016-09-21,10.71
2016-09-22,10.85
2016-09-23,11.91
2016-09-26,11.92
2016-09-27,11.99
2016-09-28,12.14
2016-09-29,11.89
2016-09-30,12.16
2016-10-03,12.42
2016-10-04,12.79
2016-10-05,12.99
2016-10-06,13.12
2016-10-07,12.99
2016-10-10,13.0
2016-10-11,12.72
2016-10-12,12.68
2016-10-13,12.46
2016-10-14,12.55
2016-10-17,12.5
2016-10-18,12.63
2016-10-19,12.8
2016-10-20,12.69
2016-10-21,12.57
2016-10-24,12.76
2016-10-25,12.66
2016-10-26,12.4
2016-10-27,12.43
2016-10-28,12.37
2016-10-31,12.2
2016-11-01,12.03
2016-11-02,11.72
2016-11-03,11.55
2016-11-04,11.53
2016-11-07,11.74
2016-11-08,10.93
2016-11-09,12.43
2016-11-10,13.17
2016-11-11,13.28
2016-11-14,13.95
2016-11-15,13.93
2016-11-16,13.86
2016-11-17,13.77
2016-11-18,13.6
2016-11-21,13.89
2016-11-22,13.89
2016-11-23,14.02
2016-11-25,14.05
2016-11-28,13.8
2016-11-29,13.54
2016-11-30,13.78
2016-12-01,13.85
2016-12-02,13.41
2016-12-05,13.67
2016-12-06,13.97
2016-12-07,14.32
2016-12-08,14.84
2016-12-09,14.68
2016-12-12,14.23
2016-12-13,14.0
2016-12-14,13.79
2016-12-15,13.82
2016-12-16,13.77
2016-12-19,13.88
2016-12-20,13.9
2016-12-21,13.82
2016-12-22,13.61
2016-12-23,13.69
2016-12-27,13.67
2016-12-28,13.51
2016-12-29,13.48
2016-12-30,13.5
2017-01-03,13.96
2017-01-04,14.5
2017-01-05,14.07
2017-01-06,13.71
2017-01-09,13.53
2017-01-10,13.79
2017-01-11,13.9
2017-01-12,13.7
2017-01-13,13.35
2017-01-17,13.32
2017-01-18,13.45
2017-01-19,13.38
2017-01-20,13.48
2017-01-23,13.48
2017-01-24,13.8
2017-01-25,12.81
2017-01-26,12.83
2017-01-27,12.81
2017-01-30,12.96
2017-01-31,13.22
2017-02-01,13.36
2017-02-02,13.47
2017-02-03,13.84
2017-02-06,14.05
2017-02-07,14.35
2017-02-08,14.16
2017-02-09,14.29
2017-02-10,14.22
2017-02-13,14.23
2017-02-14,14.56
2017-02-15,14.52
2017-02-16,14.39
2017-02-17,14.28
2017-02-21,14.23
2017-02-22,14.45
2017-02-23,14.33
2017-02-24,14.62
2017-02-27,14.97
2017-02-28,14.78
2017-03-01,14.95
2017-03-02,14.55
2017-03-03,14.53
2017-03-06,14.4
2017-03-07,14.28
2017-03-08,14.26
2017-03-09,14.16
2017-03-10,14.24
2017-03-13,14.22
2017-03-14,14.27
2017-03-15,14.32
2017-03-16,14.49
2017-03-17,14.01
2017-03-20,13.92
2017-03-21,13.36
2017-03-22,13.41
2017-03-23,12.96
2017-03-24,12.96
2017-03-27,12.88
2017-03-28,13.19
2017-03-29,13.19
2017-03-30,13.42
2017-03-31,13.32
2017-04-03,12.93
2017-04-04,12.5
2017-04-05,12.23
2017-04-06,12.49
2017-04-07,12.51
2017-04-10,12.29
2017-04-11,12.31
2017-04-12,12.15
2017-04-13,11.98
2017-04-17,12.31
2017-04-18,12.27
2017-04-19,12.35
2017-04-20,13.05
2017-04-21,12.75
2017-04-24,12.92
2017-04-25,13.13
2017-04-26,13.34
2017-04-27,13.1
2017-04-28,12.74
2017-05-01,12.8
2017-05-02,12.83
2017-05-03,12.45
2017-05-04,12.5
2017-05-05,12.4
2017-05-08,12.57
2017-05-09,12.48
2017-05-10,12.5
2017-05-11,12.38
2017-05-12,12.27
2017-05-15,12.27
2017-05-16,12.02
2017-05-17,11.79
2017-05-18,11.64
2017-05-19,11.88
2017-05-22,11.6
2017-05-23,11.65
2017-05-24,11.59
2017-05-25,11.72
2017-05-26,11.84
2017-05-30,11.52
2017-05-31,11.17
2017-06-01,11.4
2017-06-02,11.35
2017-06-05,11.44
2017-06-06,11.68
2017-06-07,11.69
2017-06-08,11.61
2017-06-09,11.44
2017-06-12,11.44
2017-06-13,11.57
2017-06-14,11.59
2017-06-15,11.73
2017-06-16,11.55
2017-06-19,11.58
2017-06-20,11.49
2017-06-21,11.6
2017-06-22,11.79
2017-06-23,11.66
2017-06-26,12.03
2017-06-27,12.39
2017-06-28,12.52
2017-06-29,12.87
2017-06-30,12.76
2017-07-03,13.06
2017-07-05,13.17
2017-07-06,12.89
2017-07-07,13.09
2017-07-10,13.23
2017-07-11,13.08
2017-07-12,13.29
2017-07-13,13.41
2017-07-14,13.28
2017-07-17,13.17
2017-07-18,13.28
2017-07-19,13.59
2017-07-20,13.52
2017-07-21,13.63
2017-07-24,13.5
2017-07-25,13.58
2017-07-26,13.44
2017-07-27,13.46
2017-07-28,12.96
2017-07-31,12.81
2017-08-01,12.89
2017-08-02,12.83
2017-08-03,12.69
2017-08-04,12.71
2017-08-07,13.09
2017-08-08,13.28
2017-08-09,13.19
2017-08-10,12.89
2017-08-11,12.81
2017-08-14,13.02
2017-08-15,13.23
2017-08-16,13.09
2017-08-17,12.85
2017-08-18,12.85
2017-08-21,12.84
2017-08-22,12.79
2017-08-23,12.81
2017-08-24,13.71
2017-08-25,13.97
2017-08-28,13.93
2017-08-29,13.79
2017-08-30,14.38
2017-08-31,14.28
2017-09-01,14.46
2017-09-05,14.46
2017-09-06,14.32
2017-09-07,14.2
2017-09-08,14.26
2017-09-11,14.26
2017-09-12,14.31
2017-09-13,14.18
2017-09-14,14.1
2017-09-15,14.23
2017-09-18,14.51
2017-09-19,14.5
2017-09-20,14.38
2017-09-21,14.36
2017-09-22,14.54
2017-09-25,14.68
2017-09-26,15.05
2017-09-27,15.19
2017-09-28,15.27
2017-09-29,15.37
2017-10-02,15.59
2017-10-03,15.55
2017-10-04,15.52
2017-10-05,15.61
2017-10-06,15.68
2017-10-09,15.33
2017-10-10,15.33
2017-10-11,15.25
2017-10-12,15.07
2017-10-13,15.13
2017-10-16,15.5
2017-10-17,15.27
2017-10-18,15.37
2017-10-19,15.31
2017-10-20,15.39
2017-10-23,15.3
2017-10-24,15.3
2017-10-25,15.18
2017-10-26,15.4
2017-10-27,16.07
2017-10-30,16.690001000000002
2017-10-31,16.639999
2017-11-01,16.82
2017-11-02,16.940001000000002
2017-11-03,16.99
2017-11-06,16.93
2017-11-07,16.620001000000002
2017-11-08,16.42
2017-11-09,16.209999
2017-11-10,16.18
2017-11-13,15.93
2017-11-14,15.78
2017-11-15,16.280001000000002
2017-11-16,16.15
2017-11-17,16.32
2017-11-20,17.07
2017-11-21,17.09
2017-11-22,16.950001
2017-11-24,16.85
2017-11-27,16.73
2017-11-28,17.0
2017-11-29,17.049999
2017-11-30,17.24
2017-12-01,17.370001000000002
2017-12-04,18.030001000000002
2017-12-05,17.76
2017-12-06,17.639999
2017-12-07,17.9
2017-12-08,17.82
2017-12-11,18.190001000000002
2017-12-12,18.42
2017-12-13,18.32
2017-12-14,18.280001000000002
2017-12-15,17.99
2017-12-18,18.110001
2017-12-19,18.129998999999998
2017-12-20,18.280001000000002
2017-12-21,18.52
2017-12-22,18.450001
2017-12-26,18.48
2017-12-27,18.48
2017-12-28,18.6
2017-12-29,18.620001000000002
2018-01-02,18.389999
2018-01-03,18.51
2018-01-04,18.620001000000002
2018-01-05,18.85
2018-01-08,18.610001
2018-01-09,18.43
2018-01-10,18.35
2018-01-11,18.549999
2018-01-12,18.790001
2018-01-16,18.200001
2018-01-17,18.200001
2018-01-18,18.120001000000002
2018-01-19,18.41
2018-01-22,18.42
2018-01-23,18.559998999999998
2018-01-24,18.459999
2018-01-25,18.5
2018-01-26,18.690001000000002
2018-01-29,18.620001000000002
2018-01-30,18.48
2018-01-31,17.25
2018-02-01,17.440001000000002
2018-02-02,16.889999
2018-02-05,16.52
2018-02-06,16.639999
2018-02-07,16.540001
2018-02-08,16.290001
2018-02-09,16.32
2018-02-12,16.73
2018-02-13,16.68
2018-02-14,16.92
2018-02-15,17.0
2018-02-16,17.01
2018-02-20,16.799999
2018-02-21,16.76
2018-02-22,16.49
2018-02-23,16.75
2018-02-26,16.66
2018-02-27,16.48
2018-02-28,16.35
2018-03-01,16.120001000000002
2018-03-02,16.370001000000002
2018-03-05,16.690001000000002
2018-03-06,16.9
2018-03-07,16.92
2018-03-08,16.940001000000002
2018-03-09,17.309998999999998
2018-03-12,17.35
2018-03-13,17.120001000000002
2018-03-14,16.959999
2018-03-15,16.77
2018-03-16,17.26
2018-03-19,16.92
2018-03-20,16.790001
2018-03-21,16.82
2018-03-22,16.16
2018-03-23,15.9
2018-03-26,16.389999
2018-03-27,15.91
2018-03-28,16.040001
2018-03-29,16.299999
2018-04-02,15.79
2018-04-03,16.030001000000002
2018-04-04,16.110001
2018-04-05,16.370001000000002
2018-04-06,15.83
2018-04-09,15.79
2018-04-10,15.91
2018-04-11,15.89
2018-04-12,16.16
2018-04-13,15.79
2018-04-16,15.6
2018-04-17,15.69
2018-04-18,15.8
2018-04-19,15.9
2018-04-20,15.68
2018-04-23,15.71
2018-04-24,18.209999
2018-04-25,18.6
2018-04-26,18.68
2018-04-27,18.629998999999998
2018-04-30,18.450001
2018-05-01,18.48
2018-05-02,18.809998999999998
2018-05-03,18.41
2018-05-04,18.610001
2018-05-07,18.780001000000002
2018-05-08,19.16
2018-05-09,19.32
2018-05-10,19.459999
2018-05-11,19.35
2018-05-14,19.52
2018-05-15,19.780001000000002
2018-05-16,19.76
2018-05-17,19.780001000000002
2018-05-18,19.860001
2018-05-21,20.120001000000002
2018-05-22,20.23
2018-05-23,20.41
2018-05-24,19.959999
2018-05-25,19.639999
2018-05-29,19.09
2018-05-30,17.85
2018-05-31,17.91
2018-06-01,18.35
2018-06-04,18.889999
2018-06-05,18.540001
2018-06-06,18.780001000000002
2018-06-07,18.780001000000002
2018-06-08,18.82
2018-06-11,18.83
2018-06-12,18.93
2018-06-13,18.690001000000002
2018-06-14,18.74
2018-06-15,19.120001000000002
2018-06-18,19.120001000000002
2018-06-19,19.0
2018-06-20,19.1
2018-06-21,18.91
2018-06-22,19.190001000000002
2018-06-25,18.75
2018-06-26,18.719998999999998
2018-06-27,18.77
2018-06-28,19.08
2018-06-29,19.09
2018-07-02,19.299999
2018-07-03,19.42
2018-07-05,19.459999
2018-07-06,19.5
2018-07-09,19.6
2018-07-10,19.559998999999998
2018-07-11,19.68
2018-07-12,19.629998999999998
2018-07-13,19.620001000000002
2018-07-16,19.27
2018-07-17,19.42
2018-07-18,19.629998999999998
2018-07-19,19.52
2018-07-20,19.190001000000002
2018-07-23,19.5
2018-07-24,19.43
2018-07-25,20.049999
2018-07-26,19.57
2018-07-27,19.389999
2018-07-30,19.530001000000002
2018-07-31,19.24
2018-08-01,19.709999
2018-08-02,19.969998999999998
2018-08-03,20.120001000000002
2018-08-06,20.08
2018-08-07,20.360001
2018-08-08,20.5
2018-08-09,20.780001000000002
2018-08-10,20.51
2018-08-13,20.35
2018-08-14,20.690001000000002
2018-08-15,20.43
2018-08-16,21.15
2018-08-17,21.23
2018-08-20,21.440001000000002
2018-08-21,21.5
2018-08-22,21.4
2018-08-23,21.299999
2018-08-24,21.219998999999998
2018-08-27,21.4
2018-08-28,21.5
2018-08-29,21.469998999999998
2018-08-30,21.35
2018-08-31,21.58
2018-09-04,21.719998999999998
2018-09-05,21.690001000000002
2018-09-06,21.450001
2018-09-07,21.190001000000002
2018-09-10,21.219998999999998
2018-09-11,21.49
2018-09-12,21.450001
2018-09-13,21.370001000000002
2018-09-14,21.51
2018-09-17,21.209999
2018-09-18,21.23
2018-09-19,21.32
2018-09-20,21.540001
2018-09-21,21.66
2018-09-24,21.309998999999998
2018-09-25,21.27
2018-09-26,20.6
2018-09-27,20.32
2018-09-28,20.040001
2018-10-01,19.68
2018-10-02,19.530001000000002
2018-10-03,19.59
2018-10-04,19.25
2018-10-05,19.610001
2018-10-08,19.49
2018-10-09,19.540001
2018-10-10,19.299999
2018-10-11,18.91
2018-10-12,18.940001000000002
2018-10-15,18.91
2018-10-16,19.120001000000002
2018-10-17,19.190001000000002
