Date,RJF
1983-07-01,0.892547
1983-07-05,0.848651
1983-07-06,0.877915
1983-07-07,0.848651
1983-07-08,0.8340190000000001
1983-07-11,0.8340190000000001
1983-07-12,0.8340190000000001
1983-07-13,0.8193870000000001
1983-07-14,0.804755
1983-07-15,0.7608600000000001
1983-07-18,0.746228
1983-07-19,0.746228
1983-07-20,0.7608600000000001
1983-07-21,0.7608600000000001
1983-07-22,0.7901229999999999
1983-07-25,0.8193870000000001
1983-07-26,0.848651
1983-07-27,0.8340190000000001
1983-07-28,0.8340190000000001
1983-07-29,0.8193870000000001
1983-08-01,0.8340190000000001
1983-08-02,0.8340190000000001
1983-08-03,0.8340190000000001
1983-08-04,0.8193870000000001
1983-08-05,0.8193870000000001
1983-08-08,0.804755
1983-08-09,0.804755
1983-08-10,0.804755
1983-08-11,0.804755
1983-08-12,0.7901229999999999
1983-08-15,0.775492
1983-08-16,0.7608600000000001
1983-08-17,0.7608600000000001
1983-08-18,0.746228
1983-08-19,0.746228
1983-08-22,0.731596
1983-08-23,0.731596
1983-08-24,0.731596
1983-08-25,0.731596
1983-08-26,0.731596
1983-08-29,0.716964
1983-08-30,0.702332
1983-08-31,0.702332
1983-09-01,0.702332
1983-09-02,0.702332
1983-09-06,0.702332
1983-09-07,0.702332
1983-09-08,0.702332
1983-09-09,0.702332
1983-09-12,0.702332
1983-09-13,0.6877
1983-09-14,0.6877
1983-09-15,0.6877
1983-09-16,0.6877
1983-09-19,0.6877
1983-09-20,0.6877
1983-09-21,0.6877
1983-09-22,0.673068
1983-09-23,0.673068
1983-09-26,0.673068
1983-09-27,0.673068
1983-09-28,0.658436
1983-09-29,0.658436
1983-09-30,0.643804
1983-10-03,0.6291720000000001
1983-10-04,0.61454
1983-10-05,0.61454
1983-10-06,0.61454
1983-10-07,0.6291720000000001
1983-10-10,0.6291720000000001
1983-10-11,0.643804
1983-10-12,0.643804
1983-10-13,0.6291720000000001
1983-10-14,0.6291720000000001
1983-10-17,0.6291720000000001
1983-10-18,0.599909
1983-10-19,0.585277
1983-10-20,0.585277
1983-10-21,0.570645
1983-10-24,0.556013
1983-10-25,0.556013
1983-10-26,0.556013
1983-10-27,0.556013
1983-10-28,0.556013
1983-10-31,0.556013
1983-11-01,0.541381
1983-11-02,0.541381
1983-11-03,0.541381
1983-11-04,0.541381
1983-11-07,0.541381
1983-11-08,0.526749
1983-11-09,0.526749
1983-11-10,0.526749
1983-11-11,0.541381
1983-11-14,0.541381
1983-11-15,0.556013
1983-11-16,0.556013
1983-11-17,0.556013
1983-11-18,0.570645
1983-11-21,0.599909
1983-11-22,0.6291720000000001
1983-11-23,0.658436
1983-11-25,0.643804
1983-11-28,0.6291720000000001
1983-11-29,0.6291720000000001
1983-11-30,0.6291720000000001
1983-12-01,0.61454
1983-12-02,0.599909
1983-12-05,0.599909
1983-12-06,0.599909
1983-12-07,0.599909
1983-12-08,0.599909
1983-12-09,0.585277
1983-12-12,0.570645
1983-12-13,0.570645
1983-12-14,0.570645
1983-12-15,0.556013
1983-12-16,0.556013
1983-12-19,0.570645
1983-12-20,0.570645
1983-12-21,0.556013
1983-12-22,0.556013
1983-12-23,0.556013
1983-12-27,0.541381
1983-12-28,0.541381
1983-12-29,0.541381
1983-12-30,0.541381
1984-01-03,0.541381
1984-01-04,0.556013
1984-01-05,0.556013
1984-01-06,0.556013
1984-01-09,0.570645
1984-01-10,0.570645
1984-01-11,0.585277
1984-01-12,0.570645
1984-01-13,0.599909
1984-01-16,0.599909
1984-01-17,0.599909
1984-01-18,0.599909
1984-01-19,0.585277
1984-01-20,0.585277
1984-01-23,0.570645
1984-01-24,0.570645
1984-01-25,0.556013
1984-01-26,0.570645
1984-01-27,0.570645
1984-01-30,0.570645
1984-01-31,0.556013
1984-02-01,0.570645
1984-02-02,0.570645
1984-02-03,0.556013
1984-02-06,0.541381
1984-02-07,0.541381
1984-02-08,0.526749
1984-02-09,0.519433
1984-02-10,0.519433
1984-02-13,0.519433
1984-02-14,0.519433
1984-02-15,0.512117
1984-02-16,0.497485
1984-02-17,0.482853
1984-02-21,0.468221
1984-02-22,0.475537
1984-02-23,0.468221
1984-02-24,0.468221
1984-02-27,0.497485
1984-02-28,0.497485
1984-02-29,0.497485
1984-03-01,0.497485
1984-03-02,0.497485
1984-03-05,0.497485
1984-03-06,0.497485
1984-03-07,0.482853
1984-03-08,0.482853
1984-03-09,0.482853
1984-03-12,0.482853
1984-03-13,0.482853
1984-03-14,0.468221
1984-03-15,0.468221
1984-03-16,0.468221
1984-03-19,0.468221
1984-03-20,0.482853
1984-03-21,0.482853
1984-03-22,0.482853
1984-03-23,0.482853
1984-03-26,0.482853
1984-03-27,0.468221
1984-03-28,0.475537
1984-03-29,0.475537
1984-03-30,0.475537
1984-04-02,0.460905
1984-04-03,0.460905
1984-04-04,0.460905
1984-04-05,0.453589
1984-04-06,0.438957
1984-04-09,0.438957
1984-04-10,0.438957
1984-04-11,0.438957
1984-04-12,0.438957
1984-04-13,0.438957
1984-04-16,0.438957
1984-04-17,0.453589
1984-04-18,0.453589
1984-04-19,0.438957
1984-04-23,0.438957
1984-04-24,0.438957
1984-04-25,0.438957
1984-04-26,0.438957
1984-04-27,0.438957
1984-04-30,0.438957
1984-05-01,0.438957
1984-05-02,0.453589
1984-05-03,0.438957
1984-05-04,0.438957
1984-05-07,0.438957
1984-05-08,0.42432600000000004
1984-05-09,0.40969399999999995
1984-05-10,0.40969399999999995
1984-05-11,0.40969399999999995
1984-05-14,0.40969399999999995
1984-05-15,0.39506199999999997
1984-05-16,0.39506199999999997
1984-05-17,0.39506199999999997
1984-05-18,0.39506199999999997
1984-05-21,0.41701000000000005
1984-05-22,0.41701000000000005
1984-05-23,0.402378
1984-05-24,0.40969399999999995
1984-05-25,0.40969399999999995
1984-05-29,0.402378
1984-05-30,0.402378
1984-05-31,0.402378
1984-06-01,0.40969399999999995
1984-06-04,0.40969399999999995
1984-06-05,0.40969399999999995
1984-06-06,0.40969399999999995
1984-06-07,0.40969399999999995
1984-06-08,0.40969399999999995
1984-06-11,0.40969399999999995
1984-06-12,0.39506199999999997
1984-06-13,0.39506199999999997
1984-06-14,0.39506199999999997
1984-06-15,0.39506199999999997
1984-06-18,0.39506199999999997
1984-06-19,0.39506199999999997
1984-06-20,0.39506199999999997
1984-06-21,0.39506199999999997
1984-06-22,0.39506199999999997
1984-06-25,0.39506199999999997
1984-06-26,0.39506199999999997
1984-06-27,0.39506199999999997
1984-06-28,0.39506199999999997
1984-06-29,0.39506199999999997
1984-07-02,0.39506199999999997
1984-07-03,0.39506199999999997
1984-07-05,0.39506199999999997
1984-07-06,0.39506199999999997
1984-07-09,0.39506199999999997
1984-07-10,0.39506199999999997
1984-07-11,0.39506199999999997
1984-07-12,0.39506199999999997
1984-07-13,0.39506199999999997
1984-07-16,0.39506199999999997
1984-07-17,0.39506199999999997
1984-07-18,0.39506199999999997
1984-07-19,0.39506199999999997
1984-07-20,0.39506199999999997
1984-07-23,0.39506199999999997
1984-07-24,0.39506199999999997
1984-07-25,0.39506199999999997
1984-07-26,0.39506199999999997
1984-07-27,0.39506199999999997
1984-07-30,0.39506199999999997
1984-07-31,0.39506199999999997
1984-08-01,0.39506199999999997
1984-08-02,0.39506199999999997
1984-08-03,0.482853
1984-08-06,0.512117
1984-08-07,0.497485
1984-08-08,0.482853
1984-08-09,0.482853
1984-08-10,0.482853
1984-08-13,0.497485
1984-08-14,0.497485
1984-08-15,0.497485
1984-08-16,0.482853
1984-08-17,0.468221
1984-08-20,0.468221
1984-08-21,0.468221
1984-08-22,0.468221
1984-08-23,0.468221
1984-08-24,0.482853
1984-08-27,0.482853
1984-08-28,0.482853
1984-08-29,0.482853
1984-08-30,0.482853
1984-08-31,0.482853
1984-09-04,0.482853
1984-09-05,0.482853
1984-09-06,0.482853
1984-09-07,0.482853
1984-09-10,0.468221
1984-09-11,0.468221
1984-09-12,0.468221
1984-09-13,0.468221
1984-09-14,0.468221
1984-09-17,0.468221
1984-09-18,0.468221
1984-09-19,0.468221
1984-09-20,0.468221
1984-09-21,0.468221
1984-09-24,0.468221
1984-09-25,0.468221
1984-09-26,0.468221
1984-09-27,0.468221
1984-09-28,0.468221
1984-10-01,0.468221
1984-10-02,0.468221
1984-10-03,0.468221
1984-10-04,0.468221
1984-10-05,0.468221
1984-10-08,0.468221
1984-10-09,0.468221
1984-10-10,0.468221
1984-10-11,0.468221
1984-10-12,0.468221
1984-10-15,0.468221
1984-10-16,0.468221
1984-10-17,0.468221
1984-10-18,0.468221
1984-10-19,0.475537
1984-10-22,0.482853
1984-10-23,0.482853
1984-10-24,0.482853
1984-10-25,0.482853
1984-10-26,0.482853
1984-10-29,0.475537
1984-10-30,0.475537
1984-10-31,0.475537
1984-11-01,0.475537
1984-11-02,0.468221
1984-11-05,0.468221
1984-11-06,0.468221
1984-11-07,0.438957
1984-11-08,0.438957
1984-11-09,0.438957
1984-11-12,0.42432600000000004
1984-11-13,0.42432600000000004
1984-11-14,0.40969399999999995
1984-11-15,0.39506199999999997
1984-11-16,0.39506199999999997
1984-11-19,0.39506199999999997
1984-11-20,0.39506199999999997
1984-11-21,0.39506199999999997
1984-11-23,0.39506199999999997
1984-11-26,0.39506199999999997
1984-11-27,0.39506199999999997
1984-11-28,0.39506199999999997
1984-11-29,0.39506199999999997
1984-11-30,0.39506199999999997
1984-12-03,0.39506199999999997
1984-12-04,0.39506199999999997
1984-12-05,0.39506199999999997
1984-12-06,0.39506199999999997
1984-12-07,0.39506199999999997
1984-12-10,0.39506199999999997
1984-12-11,0.39506199999999997
1984-12-12,0.39506199999999997
1984-12-13,0.38043000000000005
1984-12-14,0.38043000000000005
1984-12-17,0.365798
1984-12-18,0.365798
1984-12-19,0.365798
1984-12-20,0.365798
1984-12-21,0.365798
1984-12-24,0.365798
1984-12-26,0.365798
1984-12-27,0.365798
1984-12-28,0.365798
1984-12-31,0.365798
1985-01-02,0.365798
1985-01-03,0.365798
1985-01-04,0.365798
1985-01-07,0.365798
1985-01-08,0.365798
1985-01-09,0.365798
1985-01-10,0.39506199999999997
1985-01-11,0.38043000000000005
1985-01-14,0.38043000000000005
1985-01-15,0.39506199999999997
1985-01-16,0.40969399999999995
1985-01-17,0.40969399999999995
1985-01-18,0.40969399999999995
1985-01-21,0.40969399999999995
1985-01-22,0.42432600000000004
1985-01-23,0.42432600000000004
1985-01-24,0.42432600000000004
1985-01-25,0.468221
1985-01-28,0.482853
1985-01-29,0.482853
1985-01-30,0.526749
1985-01-31,0.526749
1985-02-01,0.512117
1985-02-04,0.512117
1985-02-05,0.512117
1985-02-06,0.526749
1985-02-07,0.512117
1985-02-08,0.512117
1985-02-11,0.526749
1985-02-12,0.541381
1985-02-13,0.570645
1985-02-14,0.570645
1985-02-15,0.570645
1985-02-19,0.570645
1985-02-20,0.570645
1985-02-21,0.556013
1985-02-22,0.556013
1985-02-25,0.541381
1985-02-26,0.548697
1985-02-27,0.548697
1985-02-28,0.548697
1985-03-01,0.548697
1985-03-04,0.548697
1985-03-05,0.556013
1985-03-06,0.556013
1985-03-07,0.556013
1985-03-08,0.556013
1985-03-11,0.556013
1985-03-12,0.556013
1985-03-13,0.556013
1985-03-14,0.556013
1985-03-15,0.556013
1985-03-18,0.556013
1985-03-19,0.556013
1985-03-20,0.556013
1985-03-21,0.556013
1985-03-22,0.556013
1985-03-25,0.556013
1985-03-26,0.556013
1985-03-27,0.556013
1985-03-28,0.556013
1985-03-29,0.556013
1985-04-01,0.556013
1985-04-02,0.556013
1985-04-03,0.556013
1985-04-04,0.541381
1985-04-08,0.541381
1985-04-09,0.541381
1985-04-10,0.526749
1985-04-11,0.526749
1985-04-12,0.526749
1985-04-15,0.526749
1985-04-16,0.526749
1985-04-17,0.541381
1985-04-18,0.526749
1985-04-19,0.526749
1985-04-22,0.541381
1985-04-23,0.526749
1985-04-24,0.526749
1985-04-25,0.526749
1985-04-26,0.556013
1985-04-29,0.548697
1985-04-30,0.548697
1985-05-01,0.563329
1985-05-02,0.526749
1985-05-03,0.526749
1985-05-06,0.541381
1985-05-07,0.534065
1985-05-08,0.534065
1985-05-09,0.526749
1985-05-10,0.548697
1985-05-13,0.548697
1985-05-14,0.541381
1985-05-15,0.534065
1985-05-16,0.563329
1985-05-17,0.556013
1985-05-20,0.541381
1985-05-21,0.570645
1985-05-22,0.556013
1985-05-23,0.556013
1985-05-24,0.548697
1985-05-28,0.556013
1985-05-29,0.548697
1985-05-30,0.548697
1985-05-31,0.556013
1985-06-03,0.548697
1985-06-04,0.548697
1985-06-05,0.556013
1985-06-06,0.556013
1985-06-07,0.541381
1985-06-10,0.556013
1985-06-11,0.570645
1985-06-12,0.563329
1985-06-13,0.563329
1985-06-14,0.585277
1985-06-17,0.556013
1985-06-18,0.556013
1985-06-19,0.541381
1985-06-20,0.526749
1985-06-21,0.512117
1985-06-24,0.512117
1985-06-25,0.556013
1985-06-26,0.556013
1985-06-27,0.577961
1985-06-28,0.577961
1985-07-01,0.599909
1985-07-02,0.61454
1985-07-03,0.599909
1985-07-05,0.61454
1985-07-08,0.61454
1985-07-09,0.599909
1985-07-10,0.585277
1985-07-11,0.585277
1985-07-12,0.607225
1985-07-15,0.592593
1985-07-16,0.599909
1985-07-17,0.6218560000000001
1985-07-18,0.61454
1985-07-19,0.61454
1985-07-22,0.636488
1985-07-23,0.665752
1985-07-24,0.643804
1985-07-25,0.643804
1985-07-26,0.636488
1985-07-29,0.6218560000000001
1985-07-30,0.61454
1985-07-31,0.585277
1985-08-01,0.585277
1985-08-02,0.6291720000000001
1985-08-05,0.61454
1985-08-06,0.585277
1985-08-07,0.577961
1985-08-08,0.577961
1985-08-09,0.585277
1985-08-12,0.61454
1985-08-13,0.585277
1985-08-14,0.585277
1985-08-15,0.592593
1985-08-16,0.585277
1985-08-19,0.570645
1985-08-20,0.570645
1985-08-21,0.585277
1985-08-22,0.585277
1985-08-23,0.570645
1985-08-26,0.592593
1985-08-27,0.570645
1985-08-28,0.570645
1985-08-29,0.570645
1985-08-30,0.599909
1985-09-03,0.556013
1985-09-04,0.570645
1985-09-05,0.570645
1985-09-06,0.577961
1985-09-09,0.599909
1985-09-10,0.599909
1985-09-11,0.585277
1985-09-12,0.570645
1985-09-13,0.585277
1985-09-16,0.599909
1985-09-17,0.570645
1985-09-18,0.570645
1985-09-19,0.570645
1985-09-20,0.585277
1985-09-23,0.570645
1985-09-24,0.585277
1985-09-25,0.570645
1985-09-26,0.570645
1985-09-30,0.570645
1985-10-01,0.592593
1985-10-02,0.585277
1985-10-03,0.6291720000000001
1985-10-04,0.61454
1985-10-07,0.61454
1985-10-08,0.6291720000000001
1985-10-09,0.599909
1985-10-10,0.599909
1985-10-11,0.599909
1985-10-14,0.599909
1985-10-15,0.61454
1985-10-16,0.585277
1985-10-17,0.585277
1985-10-18,0.585277
1985-10-21,0.585277
1985-10-22,0.585277
1985-10-23,0.585277
1985-10-24,0.585277
1985-10-25,0.585277
1985-10-28,0.599909
1985-10-29,0.570645
1985-10-30,0.570645
1985-10-31,0.570645
1985-11-01,0.570645
1985-11-04,0.570645
1985-11-05,0.585277
1985-11-06,0.61454
1985-11-07,0.6218560000000001
1985-11-08,0.61454
1985-11-11,0.61454
1985-11-12,0.643804
1985-11-13,0.658436
1985-11-14,0.643804
1985-11-15,0.65112
1985-11-18,0.65112
1985-11-19,0.65112
1985-11-20,0.658436
1985-11-21,0.6877
1985-11-22,0.6877
1985-11-25,0.702332
1985-11-26,0.716964
1985-11-27,0.6877
1985-11-29,0.716964
1985-12-02,0.6877
1985-12-03,0.6877
1985-12-04,0.6877
1985-12-05,0.731596
1985-12-06,0.702332
1985-12-09,0.702332
1985-12-10,0.702332
1985-12-11,0.716964
1985-12-12,0.716964
1985-12-13,0.746228
1985-12-16,0.746228
1985-12-17,0.731596
1985-12-18,0.731596
1985-12-19,0.731596
1985-12-20,0.753544
1985-12-23,0.731596
1985-12-24,0.731596
1985-12-26,0.746228
1985-12-27,0.775492
1985-12-30,0.702332
1985-12-31,0.658436
1986-01-02,0.702332
1986-01-03,0.716964
1986-01-06,0.731596
1986-01-07,0.775492
1986-01-08,0.7901229999999999
1986-01-09,0.775492
1986-01-10,0.746228
1986-01-13,0.746228
1986-01-14,0.7608600000000001
1986-01-15,0.775492
1986-01-16,0.7608600000000001
1986-01-17,0.775492
1986-01-20,0.775492
1986-01-21,0.775492
1986-01-22,0.746228
1986-01-23,0.746228
1986-01-24,0.746228
1986-01-27,0.775492
1986-01-28,0.7901229999999999
1986-01-29,0.8193870000000001
1986-01-30,0.8193870000000001
1986-01-31,0.848651
1986-02-03,0.9071790000000001
1986-02-04,0.9071790000000001
1986-02-05,0.9071790000000001
1986-02-06,0.965706
1986-02-07,0.965706
1986-02-10,0.936443
1986-02-11,0.936443
1986-02-12,0.951075
1986-02-13,0.936443
1986-02-14,0.936443
1986-02-18,0.921811
1986-02-19,0.921811
1986-02-20,0.951075
1986-02-21,0.936443
1986-02-24,0.877915
1986-02-25,0.921811
1986-02-26,0.892547
1986-02-27,0.921811
1986-02-28,0.936443
1986-03-03,0.95839
1986-03-04,1.024234
1986-03-05,0.9803379999999999
1986-03-06,0.9803379999999999
1986-03-07,0.99497
1986-03-10,1.075446
1986-03-11,1.097394
1986-03-12,1.082762
1986-03-13,1.082762
1986-03-14,1.082762
1986-03-17,1.097394
1986-03-18,1.082762
1986-03-19,1.112026
1986-03-20,1.112026
1986-03-21,1.141289
1986-03-24,1.126657
1986-03-25,1.097394
1986-03-26,1.082762
1986-03-27,1.10471
1986-03-31,1.097394
1986-04-01,1.06813
1986-04-02,1.06813
1986-04-03,1.053498
1986-04-04,1.053498
1986-04-07,1.038866
1986-04-08,1.053498
1986-04-09,1.082762
1986-04-10,1.082762
